50Traced_NONETRACED_MEDIAN_MULTI_VSM_46_RFSMOTE,Associated
1,0
0,0
1,0
0,0
0,1
1,0
1,1
1,0
1,0
0,1
1,0
0,0
1,1
0,0
1,0
1,1
1,0
1,1
1,0
0,0
1,0
1,0
0,0
1,0
1,0
1,0
1,0
1,0
0,0
1,0
1,0
1,0
1,1
1,0
1,1
1,0
0,0
1,1
1,1
0,1
1,1
1,0
0,0
1,1
0,0
0,1
1,0
0,0
1,0
1,0
0,0
0,1
0,0
1,1
1,0
1,1
1,0
1,0
1,0
0,0
0,1
1,0
1,1
1,0
1,0
1,1
1,0
1,0
1,1
1,0
1,0
1,1
1,0
1,1
1,0
1,0
0,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,1
1,0
0,1
0,0
0,0
0,1
1,1
1,1
0,1
0,0
0,0
1,1
0,0
0,1
1,0
0,0
1,0
0,0
0,0
0,1
0,0
0,1
0,0
1,1
0,0
0,0
0,0
1,0
0,1
0,0
1,1
1,1
0,1
1,0
1,0
0,0
1,0
1,1
1,1
1,0
1,0
0,0
0,0
1,0
1,0
0,0
0,1
0,0
1,1
0,0
1,1
0,0
0,0
0,0
1,0
1,0
0,0
1,0
1,0
0,0
0,0
0,1
0,1
0,1
1,1
0,0
0,0
1,1
0,0
1,1
0,0
0,0
1,0
0,0
0,0
1,1
0,0
0,1
0,0
0,1
1,0
1,0
1,0
0,0
0,1
1,0
1,1
1,0
0,0
1,1
1,1
0,1
1,1
1,0
1,0
0,1
1,0
1,1
0,0
1,0
1,0
1,0
1,0
0,1
0,0
1,1
1,0
0,1
0,0
0,0
0,0
1,0
0,1
0,0
1,1
0,0
1,0
0,1
1,1
0,1
1,1
0,0
1,0
0,1
0,0
1,1
1,0
0,0
1,0
0,0
0,0
1,1
0,0
0,1
1,0
1,1
1,0
0,0
1,0
1,0
1,1
0,0
1,1
0,0
0,0
1,1
1,1
0,1
1,1
0,0
1,0
1,1
0,0
1,1
1,0
1,0
0,0
0,0
0,0
1,1
1,0
0,1
0,0
0,1
1,0
0,0
0,0
1,0
1,1
0,0
1,1
0,0
0,0
0,1
1,1
1,1
0,1
0,0
0,0
0,1
0,0
1,1
0,0
0,0
1,0
0,0
0,0
1,1
0,0
1,1
0,0
0,1
1,0
1,0
0,0
0,0
0,1
1,0
1,1
1,0
1,0
1,1
0,1
1,1
1,1
1,0
1,0
1,1
1,0
0,1
0,0
1,0
0,0
0,0
1,0
0,1
1,0
1,1
0,0
1,1
1,0
1,0
1,0
0,0
0,1
1,0
1,1
1,0
0,0
1,0
0,0
0,0
0,0
0,0
0,0
1,0
0,0
0,0
1,0
1,1
0,1
1,1
0,0
0,0
1,0
0,0
1,0
0,0
0,0
0,0
0,0
0,0
1,0
0,0
1,0
0,1
1,1
1,0
0,0
1,0
0,0
0,1
1,1
1,0
1,0
1,0
1,0
1,0
1,0
1,0
0,1
1,0
1,1
0,0
1,1
0,0
0,0
0,0
1,0
1,0
1,0
0,0
0,0
0,0
0,0
1,1
1,1
1,1
1,1
0,0
0,0
1,1
0,0
0,1
1,0
1,0
1,0
0,0
0,0
1,1
0,0
0,1
0,0
1,1
0,0
0,0
1,0
0,0
1,1
0,0
0,1
1,1
0,1
1,0
0,0
0,0
1,0
1,1
1,1
0,0
1,0
0,0
0,0
1,0
1,0
1,0
0,1
0,0
0,1
0,0
0,1
0,0
0,0
1,0
1,0
0,0
0,0
1,0
0,0
0,0
0,0
0,0
1,0
1,0
1,0
1,0
0,0
1,0
1,1
0,0
1,1
0,0
0,0
1,0
0,0
0,0
0,0
0,0
1,0
1,0
0,1
0,1
0,1
0,1
1,0
0,1
0,0
1,1
0,1
1,0
0,0
0,0
0,0
0,1
1,1
1,0
0,0
0,0
1,0
1,0
0,0
1,0
1,1
0,0
1,1
0,0
1,1
0,0
1,0
0,0
1,0
0,0
0,0
1,0
0,0
1,0
1,0
1,0
1,0
0,0
0,0
1,0
1,0
1,0
0,1
0,0
1,1
0,0
1,0
1,0
0,0
1,0
1,0
1,0
1,0
1,0
1,1
1,1
0,1
1,1
1,0
0,1
1,0
