LOWERTRACED_MAX_MULTI_LSA_MAX.csv,Associated
0.9118956743002544,NO
0.9027777777777778,NO
0.4201653944020357,YES
0.4201653944020357,YES
0.9027777777777778,NO
0.4425360474978796,NO
0.9027777777777778,NO
0.4425360474978796,NO
0.5506785411365565,NO
0.5506785411365565,NO
0.5506785411365565,NO
0.4201653944020357,YES
0.9118956743002544,NO
0.4201653944020357,YES
0.9118956743002544,NO
0.4201653944020357,YES
0.9118956743002544,NO
0.4425360474978796,NO
0.4425360474978796,NO
0.4425360474978796,NO
0.4425360474978796,NO
0.9027777777777778,NO
0.4425360474978796,NO
0.9027777777777778,NO
0.3884648006785412,NO
0.3884648006785412,NO
0.8443596268023749,YES
0.7525445292620865,YES
0.7525445292620865,YES
0.8443596268023749,YES
0.3884648006785412,NO
0.3884648006785412,NO
0.8443596268023749,YES
0.9105173876166244,NO
0.8443596268023749,YES
0.9105173876166244,NO
0.5536471586089906,NO
0.5536471586089906,NO
0.5536471586089906,NO
0.3884648006785412,NO
0.7525445292620865,YES
0.3884648006785412,NO
0.7525445292620865,YES
0.3884648006785412,NO
0.7525445292620865,YES
0.9105173876166244,NO
0.9105173876166244,NO
0.9105173876166244,NO
0.9105173876166244,NO
0.8443596268023749,YES
0.9105173876166244,NO
0.8443596268023749,YES
0.6839482612383375,NO
0.6839482612383375,NO
0.7662213740458015,NO
0.9812340966921118,NO
0.9812340966921118,NO
0.7662213740458015,NO
0.6839482612383375,NO
0.6839482612383375,NO
0.7662213740458015,NO
0.8051314673452078,YES
0.7662213740458015,NO
0.8051314673452078,YES
0.6967769296013571,NO
0.6967769296013571,NO
0.6967769296013571,NO
0.6839482612383375,NO
0.9812340966921118,NO
0.6839482612383375,NO
0.9812340966921118,NO
0.6839482612383375,NO
0.9812340966921118,NO
0.8051314673452078,YES
0.8051314673452078,YES
0.8051314673452078,YES
0.8051314673452078,YES
0.7662213740458015,NO
0.8051314673452078,YES
0.7662213740458015,NO
0.5938295165394402,NO
0.5938295165394402,NO
0.7014418999151824,YES
0.6667726887192535,YES
0.6667726887192535,YES
0.7014418999151824,YES
0.5938295165394402,NO
0.5938295165394402,NO
0.7014418999151824,YES
0.7997243426632741,NO
0.7014418999151824,YES
0.7997243426632741,NO
0.5561916878710772,NO
0.5561916878710772,NO
0.5561916878710772,NO
0.5938295165394402,NO
0.6667726887192535,YES
0.5938295165394402,NO
0.6667726887192535,YES
0.5938295165394402,NO
0.6667726887192535,YES
0.7997243426632741,NO
0.7997243426632741,NO
0.7997243426632741,NO
0.7997243426632741,NO
0.7014418999151824,YES
0.7997243426632741,NO
0.7014418999151824,YES
0.6264843087362172,NO
0.6264843087362172,NO
0.7994062765055131,NO
0.9440203562340967,NO
0.9440203562340967,NO
0.7994062765055131,NO
0.6264843087362172,NO
0.6264843087362172,NO
0.7994062765055131,NO
0.8131891433418149,YES
0.7994062765055131,NO
0.8131891433418149,YES
0.6935962680237489,NO
0.6935962680237489,NO
0.6935962680237489,NO
0.6264843087362172,NO
0.9440203562340967,NO
0.6264843087362172,NO
0.9440203562340967,NO
0.6264843087362172,NO
0.9440203562340967,NO
0.8131891433418149,YES
0.8131891433418149,YES
0.8131891433418149,YES
0.8131891433418149,YES
0.7994062765055131,NO
0.8131891433418149,YES
0.7994062765055131,NO
1.0,NO
1.0,NO
0.5668999151823579,NO
0.4410517387616624,NO
0.4410517387616624,NO
0.5668999151823579,NO
1.0,NO
1.0,NO
0.5668999151823579,NO
0.6114291772688719,YES
0.5668999151823579,NO
0.6114291772688719,YES
0.3891009329940628,NO
0.3891009329940628,NO
0.3891009329940628,NO
1.0,NO
0.4410517387616624,NO
1.0,NO
0.4410517387616624,NO
1.0,NO
0.4410517387616624,NO
0.6114291772688719,YES
0.6114291772688719,YES
0.6114291772688719,YES
0.6114291772688719,YES
0.5668999151823579,NO
0.6114291772688719,YES
0.5668999151823579,NO
0.7344147582697201,NO
0.7344147582697201,NO
0.7555131467345207,NO
0.9533502968617472,NO
0.9533502968617472,NO
0.7555131467345207,NO
0.7344147582697201,NO
0.7344147582697201,NO
0.7555131467345207,NO
0.8367260390161153,YES
0.7555131467345207,NO
0.8367260390161153,YES
0.6809796437659034,NO
0.6809796437659034,NO
0.6809796437659034,NO
0.7344147582697201,NO
0.9533502968617472,NO
0.7344147582697201,NO
0.9533502968617472,NO
0.7344147582697201,NO
0.9533502968617472,NO
0.8367260390161153,YES
0.8367260390161153,YES
0.8367260390161153,YES
0.8367260390161153,YES
0.7555131467345207,NO
0.8367260390161153,YES
0.7555131467345207,NO
0.7388676844783715,NO
0.7388676844783715,NO
0.712362171331637,NO
0.712362171331637,NO
0.712362171331637,NO
0.712362171331637,NO
0.7388676844783715,NO
0.7388676844783715,NO
0.712362171331637,NO
0.8919635284139101,YES
0.712362171331637,NO
0.8919635284139101,YES
0.660941475826972,NO
0.660941475826972,NO
0.660941475826972,NO
0.7388676844783715,NO
0.712362171331637,NO
0.7388676844783715,NO
0.712362171331637,NO
0.7388676844783715,NO
0.712362171331637,NO
0.8919635284139101,YES
0.8919635284139101,YES
0.8919635284139101,YES
0.8919635284139101,YES
0.712362171331637,NO
0.8919635284139101,YES
0.712362171331637,NO
0.5348812553011026,NO
0.5348812553011026,NO
0.9274809160305344,YES
0.9274809160305344,YES
0.9274809160305344,YES
0.9274809160305344,YES
0.5348812553011026,NO
0.5348812553011026,NO
0.9274809160305344,YES
0.4269508057675997,NO
0.9274809160305344,YES
0.4269508057675997,NO
0.595949957591179,NO
0.595949957591179,NO
0.595949957591179,NO
0.5348812553011026,NO
0.9274809160305344,YES
0.5348812553011026,NO
0.9274809160305344,YES
0.5348812553011026,NO
0.9274809160305344,YES
0.4269508057675997,NO
0.4269508057675997,NO
0.4269508057675997,NO
0.4269508057675997,NO
0.9274809160305344,YES
0.4269508057675997,NO
0.9274809160305344,YES
0.7752332485156913,NO
0.7752332485156913,NO
0.8036471586089906,YES
0.6115351993214589,NO
0.6115351993214589,NO
0.8036471586089906,YES
0.7752332485156913,NO
0.7752332485156913,NO
0.8036471586089906,YES
0.400763358778626,NO
0.8036471586089906,YES
0.400763358778626,NO
0.6309372349448685,NO
0.6309372349448685,NO
0.6309372349448685,NO
0.7752332485156913,NO
0.6115351993214589,NO
0.7752332485156913,NO
0.6115351993214589,NO
0.7752332485156913,NO
0.6115351993214589,NO
0.400763358778626,NO
0.400763358778626,NO
0.400763358778626,NO
0.400763358778626,NO
0.8036471586089906,YES
0.400763358778626,NO
0.8036471586089906,YES
0.6691051738761662,NO
0.6691051738761662,NO
0.8892069550466497,YES
0.8410729431721797,YES
0.8410729431721797,YES
0.8892069550466497,YES
0.6691051738761662,NO
0.6691051738761662,NO
0.8892069550466497,YES
0.7809584393553859,NO
0.8892069550466497,YES
0.7809584393553859,NO
0.6268023748939779,NO
0.6268023748939779,NO
0.6268023748939779,NO
0.6691051738761662,NO
0.8410729431721797,YES
0.6691051738761662,NO
0.8410729431721797,YES
0.6691051738761662,NO
0.8410729431721797,YES
0.7809584393553859,NO
0.7809584393553859,NO
0.7809584393553859,NO
0.7809584393553859,NO
0.8892069550466497,YES
0.7809584393553859,NO
0.8892069550466497,YES
0.7579516539440204,NO
0.7579516539440204,NO
0.681509754028838,YES
0.4609838846480068,NO
0.4609838846480068,NO
0.681509754028838,YES
0.7579516539440204,NO
0.7579516539440204,NO
0.681509754028838,YES
0.27639949109414763,NO
0.681509754028838,YES
0.27639949109414763,NO
0.44062765055131453,NO
0.44062765055131453,NO
0.44062765055131453,NO
0.7579516539440204,NO
0.4609838846480068,NO
0.7579516539440204,NO
0.4609838846480068,NO
0.7579516539440204,NO
0.4609838846480068,NO
0.27639949109414763,NO
0.27639949109414763,NO
0.3901,NO
0.27639949109414763,NO
0.681509754028838,YES
0.3584,NO
0.681509754028838,YES
0.3115988125530111,NO
0.3115988125530111,NO
0.5396522476675147,YES
0.5006361323155216,YES
0.5006361323155216,YES
0.5396522476675147,YES
0.3115988125530111,NO
0.3115988125530111,NO
0.5396522476675147,YES
0.6279686174724343,NO
0.5396522476675147,YES
0.6279686174724343,NO
0.2897582697201018,NO
0.2897582697201018,NO
0.2897582697201018,NO
0.3115988125530111,NO
0.5006361323155216,YES
0.3115988125530111,NO
0.5006361323155216,YES
0.3115988125530111,NO
0.5006361323155216,YES
0.6279686174724343,NO
0.6279686174724343,NO
0.6279686174724343,NO
0.6279686174724343,NO
0.5396522476675147,YES
0.6279686174724343,NO
0.5396522476675147,YES
0.3024,YES
0.2668575063613232,YES
0.8737277353689568,NO
0.8737277353689568,NO
0.8737277353689568,NO
0.8737277353689568,NO
0.2668575063613232,YES
0.3693,YES
0.8737277353689568,NO
0.3638676844783715,NO
0.8737277353689568,NO
0.3638676844783715,NO
0.21745122985581006,NO
0.21745122985581006,NO
0.21745122985581006,NO
0.2668575063613232,YES
0.8737277353689568,NO
0.2668575063613232,YES
0.8737277353689568,NO
0.2985,YES
0.8737277353689568,NO
0.3638676844783715,NO
0.3638676844783715,NO
0.3638676844783715,NO
0.3638676844783715,NO
0.8737277353689568,NO
0.3638676844783715,NO
0.8737277353689568,NO
0.7998303647158609,NO
0.7998303647158609,NO
0.7731128074639525,YES
0.6207591178965225,YES
0.6207591178965225,YES
0.7731128074639525,YES
0.7998303647158609,NO
0.7998303647158609,NO
0.7731128074639525,YES
0.3249575911789653,NO
0.7731128074639525,YES
0.3249575911789653,NO
0.642069550466497,NO
0.642069550466497,NO
0.642069550466497,NO
0.7998303647158609,NO
0.6207591178965225,YES
0.7998303647158609,NO
0.6207591178965225,YES
0.7998303647158609,NO
0.6207591178965225,YES
0.3249575911789653,NO
0.3249575911789653,NO
0.3249575911789653,NO
0.3249575911789653,NO
0.7731128074639525,YES
0.3249575911789653,NO
0.7731128074639525,YES
0.6326335877862594,NO
0.6326335877862594,NO
0.9361747243426632,YES
0.9361747243426632,YES
0.9361747243426632,YES
0.9361747243426632,YES
0.6326335877862594,NO
0.6326335877862594,NO
0.9361747243426632,YES
0.4558948261238338,NO
0.9361747243426632,YES
0.4558948261238338,NO
0.633481764206955,NO
0.633481764206955,NO
0.633481764206955,NO
0.6326335877862594,NO
0.9361747243426632,YES
0.6326335877862594,NO
0.9361747243426632,YES
0.6326335877862594,NO
0.9361747243426632,YES
0.4558948261238338,NO
0.4558948261238338,NO
0.4558948261238338,NO
0.4558948261238338,NO
0.9361747243426632,YES
0.4558948261238338,NO
0.9361747243426632,YES
0.7146946564885496,NO
0.7146946564885496,NO
0.7180873621713316,YES
0.6941263782866837,YES
0.6941263782866837,YES
0.7180873621713316,YES
0.7146946564885496,NO
0.7146946564885496,NO
0.7180873621713316,YES
0.23208227311280746,NO
0.7180873621713316,YES
0.23208227311280746,NO
0.3542196776929602,NO
0.3542196776929602,NO
0.3542196776929602,NO
0.7146946564885496,NO
0.6941263782866837,YES
0.7146946564885496,NO
0.6941263782866837,YES
0.7146946564885496,NO
0.6941263782866837,YES
0.23208227311280746,NO
0.23208227311280746,NO
0.3619,NO
0.23208227311280746,NO
0.7180873621713316,YES
0.3259,NO
0.7180873621713316,YES
0.7730067854113656,NO
0.7730067854113656,NO
0.6993214588634437,YES
0.498515691263783,YES
0.498515691263783,YES
0.6993214588634437,YES
0.7730067854113656,NO
0.7730067854113656,NO
0.6993214588634437,YES
0.2445928753180661,NO
0.6993214588634437,YES
0.2445928753180661,NO
0.5191899915182357,NO
0.5191899915182357,NO
0.5191899915182357,NO
0.7730067854113656,NO
0.498515691263783,YES
0.7730067854113656,NO
0.498515691263783,YES
0.7730067854113656,NO
0.498515691263783,YES
0.2445928753180661,NO
0.2445928753180661,NO
0.3135,NO
0.2445928753180661,NO
0.6993214588634437,YES
0.2445928753180661,NO
0.6993214588634437,YES
0.5452714164546226,NO
0.5452714164546226,NO
0.7649491094147582,YES
0.6960347752332485,YES
0.6960347752332485,YES
0.7649491094147582,YES
0.5452714164546226,NO
0.5452714164546226,NO
0.7649491094147582,YES
0.8317430025445293,NO
0.7649491094147582,YES
0.8317430025445293,NO
0.5120865139949109,NO
0.5120865139949109,NO
0.5120865139949109,NO
0.5452714164546226,NO
0.6960347752332485,YES
0.5452714164546226,NO
0.6960347752332485,YES
0.5452714164546226,NO
0.6960347752332485,YES
0.8317430025445293,NO
0.8317430025445293,NO
0.8317430025445293,NO
0.8317430025445293,NO
0.7649491094147582,YES
0.8317430025445293,NO
0.7649491094147582,YES
0.6684690415606446,NO
0.6684690415606446,NO
0.7169211195928753,YES
0.4837786259541985,YES
0.4837786259541985,YES
0.7169211195928753,YES
0.6684690415606446,NO
0.6684690415606446,NO
0.7169211195928753,YES
0.5956318914334182,NO
0.7169211195928753,YES
0.5956318914334182,NO
0.2885920271416455,NO
0.2885920271416455,NO
0.2885920271416455,NO
0.6684690415606446,NO
0.4837786259541985,YES
0.6684690415606446,NO
0.5728,YES
0.6684690415606446,NO
0.4837786259541985,YES
0.5956318914334182,NO
0.5956318914334182,NO
0.5956318914334182,NO
0.5956318914334182,NO
0.7169211195928753,YES
0.5956318914334182,NO
0.7169211195928753,YES
0.5110262934690415,NO
0.5110262934690415,NO
0.6837362171331637,NO
0.6837362171331637,NO
0.6837362171331637,NO
0.6837362171331637,NO
0.5110262934690415,NO
0.5110262934690415,NO
0.6837362171331637,NO
0.5771840542832909,NO
0.6837362171331637,NO
0.5771840542832909,NO
0.6752544529262087,YES
0.6752544529262087,YES
0.6752544529262087,YES
0.5110262934690415,NO
0.6837362171331637,NO
0.5110262934690415,NO
0.6837362171331637,NO
0.5110262934690415,NO
0.6837362171331637,NO
0.5771840542832909,NO
0.5771840542832909,NO
0.5771840542832909,NO
0.5771840542832909,NO
0.6837362171331637,NO
0.5771840542832909,NO
0.6837362171331637,NO
0.3620653095843936,YES
0.3620653095843936,YES
0.7990882103477523,NO
0.7990882103477523,NO
0.7990882103477523,NO
0.7990882103477523,NO
0.3620653095843936,YES
0.3620653095843936,YES
0.7990882103477523,NO
0.4796437659033079,NO
0.7990882103477523,NO
0.4796437659033079,NO
0.3268659881255301,NO
0.3268659881255301,NO
0.3268659881255301,NO
0.3620653095843936,YES
0.7990882103477523,NO
0.3620653095843936,YES
0.7990882103477523,NO
0.3735,YES
0.7990882103477523,NO
0.4796437659033079,NO
0.4796437659033079,NO
0.4796437659033079,NO
0.4796437659033079,NO
0.7990882103477523,NO
0.4796437659033079,NO
0.7990882103477523,NO
0.3793469041560645,NO
0.3793469041560645,NO
0.8830576759966073,YES
0.7132103477523325,YES
0.7132103477523325,YES
0.8830576759966073,YES
0.3793469041560645,NO
0.3793469041560645,NO
0.8830576759966073,YES
0.8319550466497032,NO
0.8830576759966073,YES
0.8319550466497032,NO
0.5783502968617472,NO
0.5783502968617472,NO
0.5783502968617472,NO
0.3793469041560645,NO
0.7132103477523325,YES
0.3793469041560645,NO
0.7132103477523325,YES
0.3793469041560645,NO
0.7132103477523325,YES
0.8319550466497032,NO
0.8319550466497032,NO
0.8319550466497032,NO
0.8319550466497032,NO
0.8830576759966073,YES
0.8319550466497032,NO
0.8830576759966073,YES
0.3458,YES
0.2890161153519933,YES
0.875,NO
0.875,NO
0.875,NO
0.875,NO
0.2890161153519933,YES
0.4184,YES
0.875,NO
0.3622773536895675,NO
0.875,NO
0.3622773536895675,NO
0.1741,NO
0.1373,NO
0.132,NO
0.2890161153519933,YES
0.875,NO
0.3242,YES
0.875,NO
0.3407,YES
0.875,NO
0.3622773536895675,NO
0.3622773536895675,NO
0.3622773536895675,NO
0.3622773536895675,NO
0.875,NO
0.3622773536895675,NO
0.875,NO
0.5583121289228161,NO
0.5583121289228161,NO
0.7654792196776931,NO
0.681509754028838,NO
0.681509754028838,NO
0.7654792196776931,NO
0.5583121289228161,NO
0.5583121289228161,NO
0.7654792196776931,NO
0.8185962680237489,YES
0.7654792196776931,NO
0.8185962680237489,YES
0.5620229007633587,NO
0.5620229007633587,NO
0.5620229007633587,NO
0.5583121289228161,NO
0.681509754028838,NO
0.5583121289228161,NO
0.681509754028838,NO
0.5583121289228161,NO
0.681509754028838,NO
0.8185962680237489,YES
0.8185962680237489,YES
0.8185962680237489,YES
0.8185962680237489,YES
0.7654792196776931,NO
0.8185962680237489,YES
0.7654792196776931,NO
0.42398218829516543,YES
0.42398218829516543,YES
0.811598812553011,NO
0.811598812553011,NO
0.811598812553011,NO
0.811598812553011,NO
0.42398218829516543,YES
0.4499,YES
0.811598812553011,NO
0.3821034775233249,NO
0.811598812553011,NO
0.3821034775233249,NO
0.1665,NO
0.1472,NO
0.1463,NO
0.42398218829516543,YES
0.811598812553011,NO
0.42398218829516543,YES
0.811598812553011,NO
0.42398218829516543,YES
0.811598812553011,NO
0.3821034775233249,NO
0.3821034775233249,NO
0.3821034775233249,NO
0.3821034775233249,NO
0.811598812553011,NO
0.3821034775233249,NO
0.811598812553011,NO
0.5997667514843088,NO
0.5997667514843088,NO
0.7949533502968618,NO
0.895462256149279,NO
0.895462256149279,NO
0.7949533502968618,NO
0.5997667514843088,NO
0.5997667514843088,NO
0.7949533502968618,NO
0.7406700593723494,YES
0.7949533502968618,NO
0.7406700593723494,YES
0.7214800678541136,NO
0.7214800678541136,NO
0.7214800678541136,NO
0.5997667514843088,NO
0.895462256149279,NO
0.5997667514843088,NO
0.895462256149279,NO
0.5997667514843088,NO
0.895462256149279,NO
0.7406700593723494,YES
0.7406700593723494,YES
0.7406700593723494,YES
0.7406700593723494,YES
0.7949533502968618,NO
0.7406700593723494,YES
0.7949533502968618,NO
