LOWERTRACED_SUM_MULTI_LSA_MAX.csv,Associated
0.7930342449508311,NO
0.3584134571527613,NO
0.7930342449508311,NO
0.5590301216909015,YES
0.5590301216909015,YES
0.5590301216909015,YES
0.5590301216909015,YES
0.7954972542007991,NO
0.5590301216909015,YES
0.7954972542007991,NO
0.2840853113426137,NO
0.2840853113426137,NO
0.753224717666162,YES
0.4631004725328857,YES
0.4631004725328857,YES
0.753224717666162,YES
0.2840853113426137,NO
0.2840853113426137,NO
0.753224717666162,YES
0.5320099979931036,NO
0.753224717666162,YES
0.5320099979931036,NO
0.2252,NO
0.2571,NO
0.2375,NO
0.2840853113426137,NO
0.4631004725328857,YES
0.2840853113426137,NO
0.4631004725328857,YES
0.2840853113426137,NO
0.4631004725328857,YES
0.5320099979931036,NO
0.5320099979931036,NO
0.5320099979931036,NO
0.5320099979931036,NO
0.753224717666162,YES
0.5320099979931036,NO
0.753224717666162,YES
0.2912554049369652,NO
0.2912554049369652,NO
0.8962799438069001,NO
0.7531882286402365,NO
0.7531882286402365,NO
0.8962799438069001,NO
0.2912554049369652,NO
0.2912554049369652,NO
0.8962799438069001,NO
0.4850121326011202,YES
0.8962799438069001,NO
0.4850121326011202,YES
0.2519,NO
0.2489646238893653,NO
0.2489646238893653,NO
0.2912554049369652,NO
0.7531882286402365,NO
0.2912554049369652,NO
0.7531882286402365,NO
0.2912554049369652,NO
0.7531882286402365,NO
0.4850121326011202,YES
0.4850121326011202,YES
0.4850121326011202,YES
0.4850121326011202,YES
0.8962799438069001,NO
0.4850121326011202,YES
0.8962799438069001,NO
0.4822207221178231,NO
0.4822207221178231,NO
0.4704347667439018,NO
0.3792851799821204,NO
0.3792851799821204,NO
0.4704347667439018,NO
0.4822207221178231,NO
0.4822207221178231,NO
0.4704347667439018,NO
0.40137928517998217,YES
0.4704347667439018,NO
0.40137928517998217,YES
0.1331,NO
0.12833190417981793,NO
0.12833190417981793,NO
0.4822207221178231,NO
0.3792851799821204,NO
0.4822207221178231,NO
0.3792851799821204,NO
0.4822207221178231,NO
0.3792851799821204,NO
0.4042,YES
0.40137928517998217,YES
0.4941,YES
0.40137928517998217,YES
0.4704347667439018,NO
0.40137928517998217,YES
0.4704347667439018,NO
0.3858349601357392,NO
0.3858349601357392,NO
0.8334093521373447,NO
0.7950593858896937,NO
0.7950593858896937,NO
0.8334093521373447,NO
0.3858349601357392,NO
0.3858349601357392,NO
0.8334093521373447,NO
0.5517870500446991,YES
0.8334093521373447,NO
0.5517870500446991,YES
0.2333838098191969,NO
0.2333838098191969,NO
0.2333838098191969,NO
0.3858349601357392,NO
0.7950593858896937,NO
0.3858349601357392,NO
0.7950593858896937,NO
0.3858349601357392,NO
0.7950593858896937,NO
0.5517870500446991,YES
0.5517870500446991,YES
0.5517870500446991,YES
0.5517870500446991,YES
0.8334093521373447,NO
0.5517870500446991,YES
0.8334093521373447,NO
0.3461531444418091,NO
0.3461531444418091,NO
0.6443961978434986,NO
0.6195654157012279,NO
0.6195654157012279,NO
0.6443961978434986,NO
0.3461531444418091,NO
0.3461531444418091,NO
0.6443961978434986,NO
0.573935888781449,YES
0.6443961978434986,NO
0.573935888781449,YES
0.228439546806298,NO
0.228439546806298,NO
0.228439546806298,NO
0.3461531444418091,NO
0.6195654157012279,NO
0.3461531444418091,NO
0.6195654157012279,NO
0.3461531444418091,NO
0.6195654157012279,NO
0.573935888781449,YES
0.573935888781449,YES
0.573935888781449,YES
0.573935888781449,YES
0.6443961978434986,NO
0.573935888781449,YES
0.6443961978434986,NO
0.28494280345186185,NO
0.28494280345186185,NO
0.8710477823794495,YES
0.6616372625932752,YES
0.6616372625932752,YES
0.8710477823794495,YES
0.28494280345186185,NO
0.28494280345186185,NO
0.8710477823794495,YES
0.20583459524547995,NO
0.8710477823794495,YES
0.20583459524547995,NO
0.2131,NO
0.19941252668260026,NO
0.19941252668260026,NO
0.28494280345186185,NO
0.6616372625932752,YES
0.28494280345186185,NO
0.6616372625932752,YES
0.28494280345186185,NO
0.6616372625932752,YES
0.20583459524547995,NO
0.20583459524547995,NO
0.3025,NO
0.20583459524547995,NO
0.8710477823794495,YES
0.2516,NO
0.8710477823794495,YES
0.3380708251993213,NO
0.3380708251993213,NO
0.8659758077758115,YES
0.4073087518928682,NO
0.4073087518928682,NO
0.8659758077758115,YES
0.3380708251993213,NO
0.3380708251993213,NO
0.8659758077758115,YES
0.26301289887066465,NO
0.8659758077758115,YES
0.26301289887066465,NO
0.3264,NO
0.3203,NO
0.2648,NO
0.3380708251993213,NO
0.4073087518928682,NO
0.3380708251993213,NO
0.4073087518928682,NO
0.3380708251993213,NO
0.4073087518928682,NO
0.26301289887066465,NO
0.26301289887066465,NO
0.3767,NO
0.26301289887066465,NO
0.8659758077758115,YES
0.3359,NO
0.8659758077758115,YES
0.3505135830399008,NO
0.3505135830399008,NO
1.0,YES
0.6333217784751236,YES
0.6333217784751236,YES
1.0,YES
0.3505135830399008,NO
0.3505135830399008,NO
1.0,YES
0.4931491853824962,NO
1.0,YES
0.4931491853824962,NO
0.2365,NO
0.21378920289722864,NO
0.21378920289722864,NO
0.3505135830399008,NO
0.6333217784751236,YES
0.3505135830399008,NO
0.6333217784751236,YES
0.3505135830399008,NO
0.6333217784751236,YES
0.4931491853824962,NO
0.4931491853824962,NO
0.4931491853824962,NO
0.4931491853824962,NO
1.0,YES
0.4931491853824962,NO
1.0,YES
0.3649632373063801,NO
0.3649632373063801,NO
0.7379358158033971,YES
0.3159219864625714,NO
0.3159219864625714,NO
0.7379358158033971,YES
0.3649632373063801,NO
0.3649632373063801,NO
0.7379358158033971,YES
0.159,NO
0.7379358158033971,YES
0.1456,NO
0.2244,NO
0.1542,NO
0.15336337596467864,NO
0.3649632373063801,NO
0.3159219864625714,NO
0.3649632373063801,NO
0.3557,NO
0.3649632373063801,NO
0.3159219864625714,NO
0.2218,NO
0.1764,NO
0.3901,NO
0.21600000000000003,NO
0.7379358158033971,YES
0.3584,NO
0.7379358158033971,YES
0.15776030358869572,NO
0.15776030358869572,NO
0.6375909945084016,YES
0.3459524547992192,YES
0.3459524547992192,YES
0.6375909945084016,YES
0.15776030358869572,NO
0.15776030358869572,NO
0.6375909945084016,YES
0.3876776559449746,NO
0.6375909945084016,YES
0.3876776559449746,NO
0.171,NO
0.1733,NO
0.1785,NO
0.15776030358869572,NO
0.3459524547992192,YES
0.15776030358869572,NO
0.3459524547992192,YES
0.15776030358869572,NO
0.3459524547992192,YES
0.3876776559449746,NO
0.3876776559449746,NO
0.3876776559449746,NO
0.3876776559449746,NO
0.6375909945084016,YES
0.3876776559449746,NO
0.6375909945084016,YES
0.3024,YES
0.14584663662403533,YES
0.5849920636368612,NO
0.6718541898524019,NO
0.6718541898524019,NO
0.5849920636368612,NO
0.2394,YES
0.3693,YES
0.5849920636368612,NO
0.2319972268340297,NO
0.5849920636368612,NO
0.2319972268340297,NO
0.2131,NO
0.16,NO
0.1446,NO
0.14584663662403533,YES
0.6718541898524019,NO
0.2419,YES
0.6718541898524019,NO
0.2985,YES
0.6718541898524019,NO
0.2319972268340297,NO
0.2319972268340297,NO
0.2319972268340297,NO
0.2319972268340297,NO
0.5849920636368612,NO
0.2319972268340297,NO
0.5849920636368612,NO
0.3424495083103757,NO
0.3424495083103757,NO
0.9002754921457372,YES
0.4488515079089964,YES
0.4488515079089964,YES
0.9002754921457372,YES
0.3424495083103757,NO
0.3424495083103757,NO
0.9002754921457372,YES
0.2003429968436993,NO
0.9002754921457372,YES
0.2003429968436993,NO
0.3042,NO
0.2071299556658335,NO
0.2071299556658335,NO
0.3424495083103757,NO
0.4488515079089964,YES
0.3424495083103757,NO
0.4488515079089964,YES
0.3424495083103757,NO
0.4488515079089964,YES
0.2003429968436993,NO
0.2003429968436993,NO
0.3023,NO
0.2003429968436993,NO
0.9002754921457372,YES
0.2621,NO
0.9002754921457372,YES
0.3101749648793125,NO
0.3101749648793125,NO
0.9033405703234751,YES
0.7263505500720658,YES
0.7263505500720658,YES
0.9033405703234751,YES
0.3101749648793125,NO
0.3101749648793125,NO
0.9033405703234751,YES
0.2950320191202496,NO
0.9033405703234751,YES
0.2950320191202496,NO
0.2277,NO
0.2157231212712777,NO
0.2157231212712777,NO
0.3101749648793125,NO
0.7263505500720658,YES
0.3101749648793125,NO
0.7263505500720658,YES
0.3101749648793125,NO
0.7263505500720658,YES
0.2950320191202496,NO
0.2950320191202496,NO
0.3004,NO
0.2950320191202496,NO
0.9033405703234751,YES
0.2950320191202496,NO
0.9033405703234751,YES
0.3378336465308059,NO
0.3378336465308059,NO
0.6788965718560143,YES
0.4291109448833264,YES
0.4291109448833264,YES
0.6788965718560143,YES
0.3378336465308059,NO
0.3378336465308059,NO
0.6788965718560143,YES
0.1136268267318604,NO
0.6788965718560143,YES
0.1136268267318604,NO
0.1483,NO
0.1276751017131598,NO
0.1276751017131598,NO
0.3378336465308059,NO
0.4291109448833264,YES
0.3378336465308059,NO
0.4291109448833264,YES
0.3378336465308059,NO
0.4291109448833264,YES
0.1754,NO
0.1301,NO
0.3619,NO
0.1715,NO
0.6788965718560143,YES
0.3259,NO
0.6788965718560143,YES
0.3260112021309591,NO
0.3260112021309591,NO
0.7935450913137874,YES
0.3606027987082885,YES
0.3606027987082885,YES
0.7935450913137874,YES
0.3260112021309591,NO
0.3260112021309591,NO
0.7935450913137874,YES
0.13756362773895753,NO
0.7935450913137874,YES
0.13756362773895753,NO
0.2859,NO
0.1727572932440569,NO
0.1727572932440569,NO
0.3260112021309591,NO
0.3606027987082885,YES
0.3260112021309591,NO
0.3606027987082885,YES
0.3260112021309591,NO
0.3606027987082885,YES
0.13756362773895753,NO
0.13756362773895753,NO
0.3135,NO
0.13756362773895753,NO
0.7935450913137874,YES
0.2369,NO
0.7935450913137874,YES
0.271861487657587,NO
0.271861487657587,NO
0.8397037091094853,YES
0.4187480615204977,YES
0.4187480615204977,YES
0.8397037091094853,YES
0.271861487657587,NO
0.271861487657587,NO
0.8397037091094853,YES
0.5341263614967798,NO
0.8397037091094853,YES
0.5341263614967798,NO
0.2488,NO
0.2731,NO
0.2523,NO
0.271861487657587,NO
0.4187480615204977,YES
0.271861487657587,NO
0.4187480615204977,YES
0.271861487657587,NO
0.4187480615204977,YES
0.5341263614967798,NO
0.5341263614967798,NO
0.5341263614967798,NO
0.5341263614967798,NO
0.8397037091094853,YES
0.5341263614967798,NO
0.8397037091094853,YES
0.3128933973107588,NO
0.3128933973107588,NO
0.73554578460528,YES
0.3285,YES
0.3624,YES
0.73554578460528,YES
0.3128933973107588,NO
0.3128933973107588,NO
0.73554578460528,YES
0.31586725292368323,NO
0.73554578460528,YES
0.31586725292368323,NO
0.1448,NO
0.10749667037638433,NO
0.10749667037638433,NO
0.3128933973107588,NO
0.2937,YES
0.3128933973107588,NO
0.5728,YES
0.3128933973107588,NO
0.4594,YES
0.31586725292368323,NO
0.31586725292368323,NO
0.31586725292368323,NO
0.31586725292368323,NO
0.73554578460528,YES
0.31586725292368323,NO
0.73554578460528,YES
0.189159110397548,NO
0.189159110397548,NO
0.7838572549305797,NO
0.5268285563116892,NO
0.5268285563116892,NO
0.7838572549305797,NO
0.189159110397548,NO
0.189159110397548,NO
0.7838572549305797,NO
0.3671890678878327,NO
0.7838572549305797,NO
0.3671890678878327,NO
0.4225,YES
0.3368,YES
0.3938,YES
0.189159110397548,NO
0.5268285563116892,NO
0.189159110397548,NO
0.5268285563116892,NO
0.189159110397548,NO
0.5268285563116892,NO
0.3671890678878327,NO
0.3671890678878327,NO
0.3671890678878327,NO
0.3671890678878327,NO
0.7838572549305797,NO
0.3671890678878327,NO
0.7838572549305797,NO
0.18706099140683444,YES
0.289,YES
0.4870737625659083,NO
0.4837167721807666,NO
0.4837167721807666,NO
0.4870737625659083,NO
0.32899999999999996,YES
0.18706099140683444,YES
0.4870737625659083,NO
0.3057233037164073,NO
0.4870737625659083,NO
0.3057233037164073,NO
0.1661,NO
0.1504,NO
0.1562,NO
0.3075,YES
0.4837167721807666,NO
0.18706099140683444,YES
0.4837167721807666,NO
0.3735,YES
0.4837167721807666,NO
0.3057233037164073,NO
0.3057233037164073,NO
0.3057233037164073,NO
0.3057233037164073,NO
0.4870737625659083,NO
0.3057233037164073,NO
0.4870737625659083,NO
0.2041378555399464,NO
0.2041378555399464,NO
0.9579828866468408,YES
0.4666581525606174,YES
0.4666581525606174,YES
0.9579828866468408,YES
0.2041378555399464,NO
0.2041378555399464,NO
0.9579828866468408,YES
0.4555289996533543,NO
0.9579828866468408,YES
0.4555289996533543,NO
0.1977,NO
0.17770155625695574,NO
0.1805,NO
0.2041378555399464,NO
0.4666581525606174,YES
0.2041378555399464,NO
0.4666581525606174,YES
0.2041378555399464,NO
0.4666581525606174,YES
0.4555289996533543,NO
0.4555289996533543,NO
0.4555289996533543,NO
0.4555289996533543,NO
0.9579828866468408,YES
0.4555289996533543,NO
0.9579828866468408,YES
0.3458,YES
0.1252120924631917,YES
0.5225593402784112,NO
0.6205141303752897,NO
0.6205141303752897,NO
0.5225593402784112,NO
0.226,YES
0.4184,YES
0.5225593402784112,NO
0.2360657532247177,NO
0.5225593402784112,NO
0.2360657532247177,NO
0.1741,NO
0.1373,NO
0.132,NO
0.1252120924631917,YES
0.6205141303752897,NO
0.3242,YES
0.6205141303752897,NO
0.3407,YES
0.6205141303752897,NO
0.2360657532247177,NO
0.2360657532247177,NO
0.2360657532247177,NO
0.2360657532247177,NO
0.5225593402784112,NO
0.2360657532247177,NO
0.5225593402784112,NO
0.29983032602944665,NO
0.29983032602944665,NO
0.7678020835233804,NO
0.4688657386291073,NO
0.4688657386291073,NO
0.7678020835233804,NO
0.29983032602944665,NO
0.29983032602944665,NO
0.7678020835233804,NO
0.5150973344766562,YES
0.7678020835233804,NO
0.5150973344766562,YES
0.24100000000000002,NO
0.263,NO
0.2504,NO
0.29983032602944665,NO
0.4688657386291073,NO
0.29983032602944665,NO
0.4688657386291073,NO
0.29983032602944665,NO
0.4688657386291073,NO
0.5150973344766562,YES
0.5150973344766562,YES
0.5150973344766562,YES
0.5150973344766562,YES
0.7678020835233804,NO
0.5150973344766562,YES
0.7678020835233804,NO
0.3612,YES
0.1275473901224207,YES
0.4144970900001825,NO
0.5122329459415079,NO
0.5122329459415079,NO
0.4144970900001825,NO
0.1652,YES
0.4499,YES
0.4144970900001825,NO
0.2722263779168415,NO
0.4144970900001825,NO
0.2722263779168415,NO
0.1665,NO
0.1472,NO
0.1463,NO
0.1275473901224207,YES
0.5122329459415079,NO
0.3791,YES
0.5122329459415079,NO
0.3577,YES
0.5122329459415079,NO
0.2722263779168415,NO
0.2722263779168415,NO
0.2722263779168415,NO
0.2722263779168415,NO
0.4144970900001825,NO
0.2722263779168415,NO
0.4144970900001825,NO
0.2536717082337487,NO
0.2536717082337487,NO
0.8929594424476839,NO
0.6938753169984128,NO
0.6938753169984128,NO
0.8929594424476839,NO
0.2536717082337487,NO
0.2536717082337487,NO
0.8929594424476839,NO
0.5174691211618107,YES
0.8929594424476839,NO
0.5174691211618107,YES
0.2537994198244878,NO
0.2537994198244878,NO
0.2537994198244878,NO
0.2536717082337487,NO
0.6938753169984128,NO
0.2536717082337487,NO
0.6938753169984128,NO
0.2536717082337487,NO
0.6938753169984128,NO
0.5174691211618107,YES
0.5174691211618107,YES
0.5174691211618107,YES
0.5174691211618107,YES
0.8929594424476839,NO
0.5174691211618107,YES
0.8929594424476839,NO
