UPPERTRACED_RFSMOTE_SINGLE_LSA_SUM.csv,Associated
0.5557003257328988,YES
0.07969598262757871,NO
0.08346000723850885,YES
0.12044878754976474,YES
0.7460007238508864,NO
0.13840028954035466,NO
0.3443358668114368,NO
0.0934491494752081,NO
0.6431415128483532,YES
0.07911690191820483,YES
0.11444082519001084,NO
0.10872240318494389,NO
0.739341295693087,NO
0.17640246109301483,NO
0.1548317046688382,NO
0.20542888165037998,NO
0.7256605139341294,NO
0.3599710459645312,YES
0.3747376040535649,NO
0.3381107491856677,YES
0.5255881288454577,NO
0.588563155989866,YES
0.34426348172276505,NO
0.07969598262757871,NO
0.20702135360115811,NO
0.1686572566051393,NO
0.06536373507057544,NO
0.7420195439739412,NO
0.13760405356496558,NO
0.7946435034382916,NO
0.05602605863192182,NO
0.10090481360839665,NO
0.0980094100615273,YES
0.23148751357220407,YES
0.20173724212812158,YES
0.5848715164676076,YES
0.36742671009771977,NO
0.2953311617806731,NO
0.19927614911328262,YES
0.09011943539630834,NO
0.13572204125950052,YES
0.09359391965255157,NO
0.1458559536735432,NO
0.12913499819037275,NO
0.12913499819037275,NO
0.08845457835685847,NO
0.1714078899746652,YES
0.22482808541440458,NO
0.25038002171552654,YES
0.09171190734708648,NO
0.17372421281216066,YES
0.026927252985884907,NO
0.03814694173000361,NO
0.09330437929786461,NO
0.13347810351067677,NO
0.11328266377126311,YES
0.10235251538183132,NO
0.0863554107853782,YES
0.2818675352877307,NO
0.06384364820846905,NO
0.24791892870068766,NO
0.7695982627578716,NO
0.4796959826275786,NO
0.4307636626854867,NO
0.5598262757871877,NO
0.13572204125950052,NO
0.10915671371697427,NO
0.4399565689467969,YES
0.5158885269634454,NO
0.7929062613101698,YES
0.29221860296778857,NO
0.13072747014115088,NO
0.2778863554107853,NO
0.10061527325370972,NO
0.09547593195801662,NO
0.2676076728193992,NO
0.16156351791530943,NO
0.4103510676800578,NO
0.11892870068765832,NO
0.9588852696344551,YES
0.25059717698154177,YES
0.6544335866811436,YES
0.719797321751719,YES
0.331234165761853,NO
0.5431053203040173,YES
0.06000723850886717,NO
0.0749185667752443,NO
0.13926891060441546,NO
0.07376040535649656,YES
0.25313065508505245,YES
0.1723488961273977,YES
0.5777053926891059,YES
0.37169743032935204,NO
0.32964169381107483,NO
0.19674267100977194,YES
0.17719869706840385,NO
0.1165399927614911,YES
0.09475208107129929,NO
0.15215345638798405,NO
0.17524429967426705,NO
0.16105682229460727,NO
0.15222584147665577,NO
0.16612377850162863,YES
0.2866449511400651,NO
0.1790083242851972,YES
0.09192906261310169,NO
0.17408613825551933,YES
0.13745928338762212,NO
0.1488237423090843,NO
0.15041621425986243,NO
0.17242128121606945,NO
0.09489685124864278,YES
0.11335504885993483,NO
0.08512486427795873,YES
0.272529858849077,NO
0.06478465436120157,NO
0.2773072747014115,NO
0.7202316322837494,NO
0.4485703944987332,NO
0.45218964893231983,NO
0.557582338038364,NO
0.15823380383640964,NO
0.14831704668838214,NO
0.29236337314513205,YES
0.5497647484618168,NO
0.7598262757871876,YES
0.33072747014115084,NO
0.1509952949692363,NO
0.3027868259138617,NO
0.10010857763300757,NO
0.06514657980456023,NO
0.2685486789721317,NO
0.16380745566413316,NO
0.4275063336952587,NO
0.0969236337314513,NO
0.8128121606948966,YES
0.09373868982989503,YES
0.5900108577633006,YES
0.73528773072747,YES
0.3441910966340933,NO
0.5361563517915308,YES
0.0854867897213174,NO
0.23879840752804915,NO
0.10778139703221135,NO
0.267100977198697,NO
0.7250814332247555,NO
0.4405356496561707,NO
0.458125226203402,NO
0.5348534201954397,NO
0.11704668838219323,NO
0.16272167933405715,NO
0.39652551574375666,YES
0.5714078899746651,NO
0.7083604777415851,YES
0.24473398479913133,NO
0.056822294607310884,NO
0.20246109301483892,NO
0.20919290626131012,NO
0.08519724936663048,NO
0.34781035106768005,NO
0.30763662685486787,NO
0.35895765472312696,NO
0.22938834600072378,NO
0.9693811074918566,YES
0.22772348896127392,YES
0.810061527325371,YES
0.639377488237423,YES
0.3098081795150199,NO
0.6096996018820121,YES
0.11407889974665217,NO
0.27426710097719864,NO
0.06652189648932319,NO
0.2463264567499095,NO
0.7522258414766557,NO
0.4847629388346,NO
0.4395946435034382,NO
0.5598262757871877,NO
0.1342019543973941,NO
0.1303655446977922,NO
0.40745566413318846,YES
0.5340571842200506,NO
0.7334781035106767,YES
0.31140065146579804,NO
0.15135722041259497,NO
0.3009048136083966,NO
0.09757509952949689,NO
0.09156713716974302,NO
0.2652913499819037,NO
0.17061165399927614,NO
0.4026058631921824,NO
0.1266739051755338,NO
0.9690915671371695,YES
0.24205573651827716,YES
0.6550126673905174,YES
0.7039449873326094,YES
0.3297864639884183,NO
0.5612015924719507,YES
0.07368802026782481,NO
0.2227289178429243,NO
0.06254071661237784,NO
0.18313427433948604,NO
0.7916033297140788,NO
0.43988418385812517,NO
0.36952587766920003,NO
0.48172276511038714,NO
0.08555917480998912,NO
0.10647846543612013,NO
0.46666666666666656,YES
0.4456749909518638,NO
0.7525877669200143,YES
0.30170104958378563,NO
0.1518639160332971,NO
0.30365544697792246,NO
0.12298226565327541,NO
0.06406080347448423,NO
0.28765834238146937,NO
0.15381831342743393,NO
0.38740499457111827,NO
0.13521534563879836,NO
0.9208830980817949,YES
0.22823018458197605,YES
0.6796959826275786,YES
0.601302931596091,YES
0.2696344553022077,NO
0.4978646398841837,YES
0.060803474484256236,NO
0.10995294969236336,NO
0.02178791169019182,NO
0.35794426348172265,YES
0.1361563517915309,YES
0.10691277596815055,YES
0.19522258414766555,YES
0.15106768005790805,NO
0.11690191820484977,NO
0.2255519363011219,YES
0.1537459283387622,NO
0.22721679334057182,YES
0.2612377850162866,NO
0.14339486065870427,NO
0.09743032935215346,NO
0.09583785740137529,NO
0.05443358668114368,NO
0.3650380021715526,YES
0.052479189287006865,NO
0.283677162504524,YES
0.48346000723850874,NO
0.1499095186391603,YES
0.08114368440101338,NO
0.06152732537097357,NO
0.22982265653275422,NO
0.1266739051755338,NO
0.23517915309446247,YES
0.1712631197973217,NO
0.1397756062251176,YES
0.11936301121968873,NO
0.11559898660875856,NO
0.24936663047412228,YES
0.14520448787549764,NO
0.10025334781035106,NO
0.29019182048498005,YES
0.22996742671009768,NO
0.3363735070575461,NO
0.3834961997828446,YES
0.2287368802026782,NO
0.3714078899746652,YES
0.0997466521896489,NO
0.22540716612377848,NO
0.5177705392689105,NO
0.8757148027506332,NO
0.6413318856315599,NO
0.14766558089033655,NO
0.2495837857401375,NO
0.25501266739051753,NO
0.09417300036192544,NO
0.18002171552660148,NO
0.14049945711183492,NO
0.7986970684039085,NO
0.26181686572566043,NO
0.24372059355772707,NO
0.2710097719869706,YES
0.2395222584147665,NO
0.9065508505247917,YES
0.061382555193630096,NO
0.10959102424900469,NO
0.175533840028954,YES
0.19138617444806363,YES
0.15070575461454938,YES
0.641549040897575,YES
0.3968874411871154,NO
0.32023163228374946,NO
0.2496561708288092,YES
0.1576547231270358,NO
0.22859211002533472,YES
0.06840390879478828,NO
0.16033297140788993,NO
0.13832790445168291,NO
0.1373868982989504,NO
0.08005790807093738,NO
0.13355048859934848,YES
0.21657618530582698,NO
0.1845819761129207,YES
0.0777415852334419,NO
0.12761491132826636,YES
0.1626492942453854,NO
0.1419471588852696,NO
0.2015924719507781,NO
0.1813246471226927,NO
0.16503800217155262,YES
0.17437567861020628,NO
0.1324647122692725,YES
0.8314151284835323,NO
0.11552660152008684,NO
0.5378935939196524,YES
0.11668476293883456,NO
0.10850524791892868,NO
0.2929424538545059,YES
0.13253709735794422,NO
0.11436844010133909,NO
0.7591748099891421,YES
0.10423452768729641,NO
0.34600072385088665,YES
0.09453492580528411,NO
0.15157437567861018,NO
0.12247557003257326,NO
0.7547593195801664,NO
0.1176257690915671,NO
0.6917119073470864,NO
0.10886717336228735,NO
0.24661599710459642,NO
0.05443358668114368,NO
0.4135360115816141,NO
0.2944625407166123,NO
0.44256243213897933,NO
0.9591748099891421,NO
0.6159971045964531,NO
0.9171190734708649,YES
0.8710821570756422,NO
0.3321751719145855,YES
0.03742309084328627,NO
0.09656170828809263,NO
0.0357582338038364,YES
0.13152370611653996,YES
0.07969598262757871,YES
0.5194353963083604,YES
0.3357944263481722,NO
0.2930148389431776,NO
0.1342019543973941,YES
0.07252985884907709,NO
0.07122692725298588,YES
0.06109301483894317,NO
0.11292073832790445,NO
0.1145855953673543,NO
0.11834961997828444,NO
0.09279768367716248,NO
0.12319942091929059,YES
0.22902642055736516,NO
0.10010857763300757,YES
0.08664495114006512,NO
0.07687296416938111,YES
0.0,NO
0.04082519001085776,NO
0.03966702859211002,NO
0.12305465074194713,NO
0.03778501628664494,YES
0.05993485342019542,NO
0.03525153818313427,YES
0.2080347448425624,YES
0.02403184943901556,YES
0.7661237785016285,NO
0.13014838943177703,NO
0.34086138255519355,NO
0.09815418023887079,NO
0.5677886355410785,YES
0.2564603691639522,YES
0.09077090119435394,NO
0.09467969598262757,NO
0.7504162142598624,NO
0.16069489685124863,NO
0.14339486065870427,NO
0.17010495837857398,NO
0.680130293159609,NO
0.2818675352877307,YES
0.3764024610930148,NO
0.453782120883098,YES
0.5218964893231993,NO
0.5816141874773796,YES
0.3421643141512848,NO
0.06297502714440822,NO
0.20825190010857758,NO
0.17437567861020628,NO
0.07549764748461815,NO
0.7402823018458197,NO
0.1483894317770539,NO
0.7706116539992759,NO
0.09330437929786461,NO
0.03778501628664494,NO
0.21121968874411867,YES
0.11610568222946072,YES
0.07614911328266377,YES
0.21831342743394855,YES
0.051972493666304735,NO
0.08881650380021713,NO
0.3840752804922185,YES
0.15114006514657977,NO
0.2621064060803474,YES
0.23995656894679696,NO
0.2093376764386536,NO
0.1242851972493666,NO
0.13564965617082878,NO
0.049945711183496194,NO
0.3747376040535649,YES
0.04509591024249004,NO
0.32949692363373145,YES
0.38878031125588125,NO
0.19681505609844369,YES
0.08707926167209554,NO
0.07180600796235975,NO
0.22967788635541078,NO
0.12500904813608393,NO
0.20383640969960182,YES
0.17886355410785373,NO
0.2519724936663047,YES
0.11784292435758231,NO
0.023452768729641686,NO
0.2987332609482446,YES
0.1928338762214983,YES
0.16337314513210274,YES
0.16771625045240676,YES
0.14781035106768003,NO
0.12414042707202314,NO
0.20883098081795146,YES
0.21976112920738322,NO
0.20065146579804558,YES
0.2633369525877669,NO
0.1539630836047774,NO
0.11675714802750631,NO
0.11538183134274338,NO
0.057763300760043414,NO
0.4031849439015562,YES
0.05298588490770901,NO
0.2762938834600072,YES
0.4718060079623596,NO
0.16822294607310892,YES
0.14361201592471948,NO
0.1372421281216069,NO
0.22830256967064783,NO
0.1355048859934853,NO
0.2091205211726384,YES
0.15859572927976834,NO
0.14382917119073468,YES
0.12971407889974662,NO
0.0686934491494752,NO
0.36988780311255876,YES
0.15005428881650376,YES
0.1625769091567137,YES
0.22779587404994567,YES
0.15345638798407524,NO
0.1572204125950054,NO
0.2332247557003257,YES
0.1630112196887441,NO
0.2715164676076728,YES
0.25855953673543247,NO
0.09648932319942088,NO
0.05153818313427433,NO
0.034672457473760396,NO
0.1363735070575461,NO
0.414911328266377,YES
0.13210278682591384,NO
0.3598986608758595,YES
0.4576909156713716,NO
0.23626492942453853,YES
0.11610568222946072,NO
0.0977922547955121,NO
0.27281939920376397,NO
0.16395222584147665,NO
0.23901556279406438,YES
0.2250452406804198,NO
0.17589576547231267,YES
0.08389431777053927,NO
0.04212812160694896,NO
0.21310170104958376,YES
0.11154542164314149,YES
0.06623235613463627,YES
0.20202678248280848,YES
0.037205935577271074,NO
0.08005790807093738,NO
0.367643865363735,YES
0.15584509591024245,NO
0.25001809627216787,YES
0.24828085414404633,NO
0.19609120521172632,NO
0.08056460369163951,NO
0.09750271444082517,NO
0.06492942453854506,NO
0.3677886355410785,YES
0.0626854867897213,NO
0.33412956930872234,YES
0.37560622511762565,NO
0.20969960188201225,YES
0.0815779949330438,NO
0.0624683315237061,NO
0.23778501628664492,NO
0.11907347086500178,NO
0.20774520448787545,YES
0.16062251176257689,NO
0.29771986970684033,YES
0.08693449149475208,NO
0.14875135722041258,NO
0.07079261672095546,YES
0.247267462902642,YES
0.18103510676800574,YES
0.5929786463988418,YES
0.37567861020629745,NO
0.32602243937748815,NO
0.19449873326094821,YES
0.13181324647122689,NO
0.12131740861382553,YES
0.09178429243575822,NO
0.16923633731451318,NO
0.18682591386174444,NO
0.17176981541802386,NO
0.16996018820123052,NO
0.16764386536373502,YES
0.3038726022439377,NO
0.18783930510314872,YES
0.09829895041621423,NO
0.1811798769453492,YES
0.0764386536373507,NO
0.10589938472674626,NO
0.1057546145494028,NO
0.1714078899746652,NO
0.09916757148027505,YES
0.11842200506695616,NO
0.07651103872602244,YES
0.09055374592833876,NO
0.15779949330437928,NO
0.1802388707926167,YES
0.22692725298588487,YES
0.25146579804560254,YES
0.6690553745928338,YES
0.37864639884183854,NO
0.34325009048136074,NO
0.2581976112920738,YES
0.12204125950054287,NO
0.2597900832428519,YES
0.08628302569670648,NO
0.09395584509591023,NO
0.06413318856315597,NO
0.03995656894679695,NO
0.17915309446254069,NO
0.2162142598624683,YES
0.3128483532392327,NO
0.4037640246109301,YES
0.053709735794426346,NO
0.32167933405718413,YES
0.1105320304017372,NO
0.09489685124864278,NO
0.20521172638436477,NO
0.19529496923633727,NO
0.1685848715164676,YES
0.19891422366992395,NO
0.15888526963445526,YES
0.16214259862468328,NO
0.5533116178067317,NO
0.15425262395946432,NO
0.1417300036192544,NO
0.04531306550850523,NO
0.21766196163590296,NO
0.312196887441187,NO
0.08577633007600433,NO
0.227433948606587,NO
0.11154542164314149,NO
0.248642779587405,NO
0.2824466159971045,NO
0.446977922547955,YES
0.23293521534563874,YES
0.28143322475570026,YES
0.11697430329352151,NO
0.04784654361201591,NO
0.3725660513934129,NO
0.027578718783930506,NO
0.8252623959464349,NO
0.1968874411871154,NO
0.6885993485342019,NO
0.0430691277596815,NO
0.06254071661237784,NO
0.5856677524429966,NO
0.30655085052479186,NO
0.03554107853782121,NO
0.41657618530582696,NO
0.07882736156351791,YES
0.19833514296055008,YES
0.7022801302931595,NO
0.13774882374230907,NO
0.2941730003619254,NO
0.03423814694173,NO
0.6326456749909518,YES
0.07955121245023525,YES
0.05921100253347809,NO
0.14976474846181684,NO
0.6791892870068765,NO
0.24133188563155988,NO
0.10937386898298948,NO
0.16315598986608756,NO
0.6885269634455301,NO
0.4433586681143683,YES
0.3508505247918928,NO
0.41006152732537093,YES
0.527397756062251,NO
0.6359030039811797,YES
0.3783568584871516,NO
0.07332609482446614,NO
0.17140788997466516,NO
0.18125226203402092,NO
0.057763300760043414,NO
0.6845457835685846,NO
0.0992399565689468,NO
0.7632283749547591,NO
0.03373145132102787,NO
0.09272529858849077,NO
0.08346000723850885,YES
0.19804560260586318,YES
0.19753890698516102,YES
0.5750271444082518,YES
0.3436844010133912,NO
0.29598262757871874,NO
0.1917480998914223,YES
0.06941730003619254,NO
0.14035468693449146,YES
0.061237785016286635,NO
0.1322475570032573,NO
0.11407889974665217,NO
0.11979732175171912,NO
0.06181686572566051,NO
0.15729279768367713,YES
0.19891422366992395,NO
0.24509591024249,YES
0.06435034382917118,NO
0.19377488237423088,YES
0.019978284473398476,NO
0.017155266015200864,NO
0.07803112558812883,NO
0.12471950778139701,NO
0.08751357220412592,YES
0.09106044154904086,NO
0.07014115092290987,YES
0.2394498733260948,YES
0.008251900108577633,YES
0.7544697792254793,NO
0.13065508505247916,NO
0.3008324285197249,NO
0.06659428157799491,NO
0.5580890336590661,YES
0.2920014477017734,YES
0.069562070213536,NO
0.11342743394860658,NO
0.710821570756424,NO
0.1887803112558813,NO
0.11516467607672817,NO
0.15367354325009044,NO
0.6710097719869706,NO
0.30314875135722036,YES
0.36308360477741575,NO
0.5133550488599348,YES
0.5245747376040534,NO
0.6121606948968511,YES
0.3428881650380021,NO
0.034093376764386535,NO
0.19616359030039807,NO
0.17488237423090838,NO
0.04169381107491856,NO
0.7216793340571841,NO
0.121462178791169,NO
0.7573651827723487,NO
0.2597176981541802,NO
0.058559536735432495,NO
0.17669200144770172,NO
0.739630836047774,NO
0.40470503076366254,NO
0.39638074556641323,NO
0.49562070213536,NO
0.10995294969236336,NO
0.14267100977198693,NO
0.30177343467245743,YES
0.4629026420557364,NO
0.7247918928700686,YES
0.32283749547593193,NO
0.19399203764024608,NO
0.33688020267824825,NO
0.1638798407528049,NO
0.06029677886355409,NO
0.3480275063336952,NO
0.17973217517191453,NO
0.41418747737965966,NO
0.13528773072747013,NO
0.7656170828809263,YES
0.08498009410061524,YES
0.5668476293883459,YES
0.6498009410061526,YES
0.26985161056822293,NO
0.48642779587404983,YES
0.07528049221860297,NO
0.25059717698154177,YES
0.02446615997104596,YES
0.7074194715888525,NO
0.13275425262395946,NO
0.2823018458197611,NO
0.03821932681867535,NO
0.5140788997466521,YES
0.3148027506333695,YES
0.0576909156713717,NO
0.11791530944625406,NO
0.6872964169381106,NO
0.1914585595367354,NO
0.10966340933767643,NO
0.16083966702859206,NO
0.6813608396670285,NO
0.3120521172638436,YES
0.3458559536735432,NO
0.5530944625407165,YES
0.526891060441549,NO
0.6244661599710459,YES
0.35975389069851604,NO
0.023669923995656893,NO
0.1742309084328628,NO
0.17546145494028229,NO
0.03843648208469054,NO
0.6859934853420193,NO
0.0980094100615273,NO
0.7541802388707924,NO
0.27303655446977915,NO
0.055229822656532736,NO
0.21237785016286642,NO
0.7114006514657979,NO
0.41078537821208827,NO
0.4194715888526963,NO
0.5486065870430691,NO
0.12652913499819035,NO
0.1305103148751357,NO
0.2791892870068765,YES
0.49873326094824455,NO
0.7866811436844008,YES
0.32486427795874045,NO
0.17625769091567134,NO
0.3131378935939196,NO
0.11994209192906258,NO
0.059500542888165024,NO
0.2904089757509952,NO
0.14223669923995655,NO
0.4296778863554107,NO
0.0835323923271806,NO
0.7471588852696343,YES
0.06514657980456023,YES
0.5419471588852696,YES
0.7079985522982264,YES
0.310314875135722,NO
0.4995294969236336,YES
0.06529134998190372,NO
