UPPERTRACED_MAX_RAW_LSA_MEDIAN.csv,Associated
0.48109191123836803,NO
0.47976035552374136,YES
0.40188384633738966,NO
0.3356932951562873,NO
0.36897190408017183,NO
0.4486538057742782,NO
0.4536579217370556,NO
0.5066677523264138,NO
0.4702653781913625,NO
0.17130726556907663,NO
0.21677974230493918,NO
0.3866183249821046,YES
0.40001439990455745,NO
0.26909644476258654,YES
0.2988847172512527,NO
0.4568050107372942,NO
0.3093963135289908,NO
0.3642106895728944,NO
0.5176160701503222,NO
0.31660077547124793,NO
0.25614008589835363,NO
0.10095,NO
0.3936287640181341,NO
0.4945994631352899,YES
0.5986983058935815,YES
0.400048687664042,YES
0.43639649248389406,YES
0.48531574803149613,NO
0.5046745764733953,YES
0.1894295991410165,NO
0.4388944762586495,NO
0.40621371987592464,NO
0.46230230255309,YES
0.6345690408017179,YES
0.5410095561918397,YES
0.45207851348126943,YES
0.4257818539727989,NO
0.37623913147220234,NO
0.4688259126700072,YES
0.6299,NO
0.4764669529945121,YES
0.5354291219279408,NO
0.5307579575280363,NO
0.48848796230016706,NO
0.46413296349319977,NO
0.41385734908136484,NO
0.48596748985922217,YES
0.42375697924123124,NO
0.5044499284180387,YES
0.4176356478167502,NO
0.552588940586972,YES
0.5015194345025054,NO
0.5254157241708423,NO
0.543755046528275,NO
0.4417216893342878,NO
0.5187670126461466,YES
0.488691911238368,NO
0.4789103555237414,YES
0.39543384633738965,NO
0.3363432951562873,NO
0.3892719040801718,NO
0.41455380577427825,NO
0.4321579217370556,NO
0.5214677523264137,NO
0.4687153781913625,NO
0.1868572655690766,NO
0.24382974230493915,NO
0.28466832498210454,YES
0.4234143999045574,NO
0.24624644476258653,YES
0.3254847172512527,NO
0.4708050107372942,NO
0.32659631352899077,NO
0.36386068957289436,NO
0.49666607015032216,NO
0.3172507754712479,NO
0.2576900858983536,NO
0.1128,NO
0.37842876401813413,NO
0.3936994631352899,YES
0.49034830589358147,YES
0.355548687664042,YES
0.44709649248389405,YES
0.49426574803149614,NO
0.49987457647339534,YES
0.2070295991410165,NO
0.37213384633738966,NO
0.3660432951562873,NO
0.3822219040801718,NO
0.4179038057742782,NO
0.42660792173705564,NO
0.5255677523264138,NO
0.4530153781913625,NO
0.15840726556907664,NO
0.25377974230493916,NO
0.35661832498210455,YES
0.43836439990455744,NO
0.21069644476258653,YES
0.2660847172512527,NO
0.4057550107372942,NO
0.25729631352899074,NO
0.43921068957289433,NO
0.5105160701503222,NO
0.37200077547124794,NO
0.3570400858983537,NO
0.06545,NO
0.4699287640181341,NO
0.5018494631352899,YES
0.5828983058935815,YES
0.507548687664042,YES
0.3808464924838941,YES
0.4705157480314961,NO
0.5506745764733953,YES
0.22677959914101653,NO
0.3966338463373897,NO
0.3375432951562873,NO
0.36787190408017184,NO
0.4366538057742782,NO
0.4571579217370556,NO
0.5127677523264138,NO
0.4702653781913625,NO
0.17025726556907664,NO
0.23142974230493918,NO
0.36416832498210455,YES
0.4125643999045574,NO
0.22804644476258654,YES
0.31213471725125275,NO
0.47105501073729417,NO
0.32529631352899074,NO
0.36211068957289433,NO
0.5149160701503221,NO
0.31500077547124794,NO
0.26239008589835366,NO
0.0956,NO
0.39897876401813415,NO
0.5016494631352899,YES
0.5927983058935815,YES
0.40044868766404196,YES
0.4254464924838941,YES
0.48431574803149613,NO
0.5171745764733954,YES
0.19887959914101652,NO
0.36103384633738966,NO
0.3347932951562873,NO
0.3242219040801718,NO
0.46385380577427826,NO
0.4261579217370556,NO
0.4643677523264138,NO
0.4163153781913625,NO
0.13665726556907665,NO
0.21492974230493916,NO
0.40506832498210454,YES
0.3515143999045574,NO
0.24124644476258653,YES
0.3054347172512527,NO
0.4714050107372942,NO
0.32719631352899076,NO
0.37966068957289434,NO
0.4959160701503222,NO
0.33045077547124796,NO
0.25079008589835367,NO
0.0851,NO
0.40487876401813416,NO
0.4683494631352899,YES
0.5832483058935815,YES
0.41749868766404197,YES
0.3545464924838941,YES
0.44276574803149615,NO
0.47342457647339536,YES
0.18997959914101653,NO
0.4599758888093534,NO
0.4009799689811501,NO
0.6636023025530899,YES
0.5237690408017179,YES
0.4758095561918397,YES
0.6040536506800287,YES
0.5340642686709616,NO
0.39928913147220235,NO
0.5549129801956574,YES
0.39909370078740164,NO
0.6005630994989263,YES
0.391890586972083,NO
0.5247079575280363,NO
0.43599064662371745,NO
0.41908296349319973,NO
0.4103469577666429,NO
0.4233674898592221,YES
0.4231343951324267,NO
0.4917499284180387,YES
0.4031572297780959,NO
0.4908889405869721,YES
0.46261943450250537,NO
0.3827582915771892,NO
0.5836050465282749,NO
0.4501216893342878,NO
0.6156670126461465,YES
0.5720538773562396,NO
0.5166603555237413,YES
0.38898364352183257,NO
0.42482077069911717,NO
0.44197858506323073,YES
0.24141966117871633,NO
0.28982563827248864,NO
0.5842325101407779,YES
0.47520826771653546,NO
0.2791401455499881,NO
0.6640129801956574,YES
0.2460010737294202,NO
0.5975992722500596,YES
0.22624490575041759,NO
0.40753309472679555,NO
0.4390213910761155,NO
0.3370051061799093,NO
0.38268444285373426,NO
0.3733988308279647,NO
0.2946673586256264,NO
0.3220417919350991,NO
0.15600263660224292,NO
0.32434582438558823,NO
0.31686090431877834,NO
0.36485020281555713,NO
0.3683786327845383,NO
0.3424498568360773,NO
0.5383041517537581,YES
0.5111855046528275,NO
0.41499563350035795,YES
0.4295444762586495,NO
0.3857137198759246,NO
0.53260230255309,YES
0.591919040801718,YES
0.5260595561918396,YES
0.4961785134812694,YES
0.44318185397279886,NO
0.36973913147220233,NO
0.5053759126700073,YES
0.6164000000000001,NO
0.553866952994512,YES
0.5172291219279408,NO
0.5364079575280363,NO
0.46298796230016703,NO
0.44778296349319974,NO
0.36400734908136484,NO
0.46346748985922215,YES
0.37535697924123124,NO
0.5082999284180387,YES
0.4078356478167502,NO
0.520488940586972,YES
0.5189194345025053,NO
0.5206657241708423,NO
0.579105046528275,NO
0.44787168933428784,NO
0.5672170126461464,YES
0.530841911238368,NO
0.5116103555237413,YES
0.40350126461465047,NO
0.4059101169172035,NO
0.5317379026485325,YES
0.22201791935099024,NO
0.2900376879026485,NO
0.6715536506800287,YES
0.42161859937962304,NO
0.2746627296587926,NO
0.5274631114292532,YES
0.2109125507038893,NO
0.6826130994989263,YES
0.2834895728942973,NO
0.3658387497017419,NO
0.4045278215223097,NO
0.3182045693151993,NO
0.2804107015032212,NO
0.4277170842281079,NO
0.2761502505368647,NO
0.42820790980672874,NO
0.20007494631352898,NO
0.38947307325220715,NO
0.3045292054402291,NO
0.31469725602481513,NO
0.40305524934383197,NO
0.4519513242662849,NO
0.5822932474349798,YES
0.605470579813887,NO
0.46814183965640666,YES
0.4129944762586495,NO
0.3767137198759246,NO
0.43605230255309,YES
0.550569040801718,YES
0.47700955619183966,YES
0.4118285134812694,YES
0.4009818539727989,NO
0.35093913147220235,NO
0.4256259126700072,YES
0.5576,NO
0.4451669529945121,YES
0.5121791219279408,NO
0.5036579575280363,NO
0.44658796230016706,NO
0.43463296349319974,NO
0.37280734908136487,NO
0.45631748985922216,YES
0.38395697924123123,NO
0.4499499284180387,YES
0.4139856478167502,NO
0.48543894058697207,YES
0.4065694345025054,NO
0.4508157241708423,NO
0.46725504652827493,NO
0.40762168933428783,NO
0.4793170126461465,YES
0.45179191123836804,NO
0.44446035552374136,YES
0.5916676688141256,YES
0.40211240753996663,YES
0.3061333094726796,NO
0.3351547124791219,NO
0.41212919350990224,NO
0.32685094249582436,NO
0.4620407301360058,YES
0.5878353972798855,YES
0.13838181818181822,NO
0.2463228107850155,NO
0.387470138391792,NO
0.2248027916964925,NO
0.28252232164161306,NO
0.3964519207826295,NO
0.2621115008351229,NO
0.2688762109281794,YES
0.42252982581722737,NO
0.4318543187783346,YES
0.0849398711524696,NO
0.31526049868766404,YES
0.22047252445717017,NO
0.43414244810307806,NO
0.37091454306848015,NO
0.16907025769506087,NO
0.46402842996898114,NO
0.3275925435456932,NO
0.3673526604628967,NO
0.1416038654259127,NO
0.4484758888093534,NO
0.41202996898115013,NO
0.56225230255309,YES
0.509919040801718,YES
0.45455955619183963,YES
0.6200036506800287,YES
0.4656142686709616,NO
0.3798891314722023,NO
0.6644129801956573,YES
0.3972937007874016,NO
0.6246630994989263,YES
0.377190586972083,NO
0.5702579575280363,NO
0.45454064662371746,NO
0.44658296349319976,NO
0.4072469577666428,NO
0.43006748985922216,YES
0.4180343951324267,NO
0.5233999284180387,YES
0.33775722977809597,NO
0.5232889405869721,YES
0.46671943450250536,NO
0.3898582915771892,NO
0.583505046528275,NO
0.4489716893342878,NO
0.5940170126461465,YES
0.5773038773562396,NO
0.5941603555237414,YES
0.4654258888093534,NO
0.4021299689811501,NO
0.62270230255309,YES
0.562919040801718,YES
0.5148095561918397,YES
0.5850536506800287,YES
0.5318142686709616,NO
0.40428913147220236,NO
0.5433629801956574,YES
0.4446937007874016,NO
0.5822130994989263,YES
0.393340586972083,NO
0.5320079575280363,NO
0.4493406466237175,NO
0.43258296349319975,NO
0.41264695776664284,NO
0.44971748985922216,YES
0.42348439513242664,NO
0.4866499284180387,YES
0.3951072297780959,NO
0.5035389405869721,YES
0.5057694345025053,NO
0.4350582915771892,NO
0.582555046528275,NO
0.4562216893342878,NO
0.5976670126461465,YES
0.5633038773562395,NO
0.5194603555237414,YES
0.4736258888093534,NO
0.4333799689811501,NO
0.67185230255309,YES
0.533369040801718,YES
0.5142595561918397,YES
0.6265536506800287,YES
0.5357142686709616,NO
0.42713913147220234,NO
0.5602129801956574,YES
0.4054937007874016,NO
0.6311630994989263,YES
0.390040586972083,NO
0.4923079575280363,NO
0.4042906466237175,NO
0.3768329634931997,NO
0.46694695776664286,NO
0.45781748985922216,YES
0.47813439513242667,NO
0.5443999284180387,YES
0.38535722977809594,NO
0.5505389405869721,YES
0.48676943450250537,NO
0.40780829157718923,NO
0.613305046528275,NO
0.4758716893342878,NO
0.6183170126461465,YES
0.6092038773562396,NO
0.5416103555237414,YES
0.4419758888093534,NO
0.41502996898115013,NO
0.56355230255309,YES
0.506769040801718,YES
0.44770955619183966,YES
0.6087536506800287,YES
0.45541426867096163,NO
0.3738391314722023,NO
0.6530629801956573,YES
0.40054370078740165,NO
0.6163130994989263,YES
0.382940586972083,NO
0.5611079575280363,NO
0.42434064662371745,NO
0.4202329634931997,NO
0.41759695776664285,NO
0.42526748985922214,YES
0.4301843951324267,NO
0.5265999284180387,YES
0.3286572297780959,NO
0.5321889405869721,YES
0.4629194345025054,NO
0.38340829157718925,NO
0.589105046528275,NO
0.44487168933428783,NO
0.5967170126461465,YES
0.5647038773562396,NO
0.6257603555237414,YES
0.4471944762586495,NO
0.41276371987592464,NO
0.46025230255309,YES
0.630519040801718,YES
0.5470095561918397,YES
0.46262851348126943,YES
0.42853185397279886,NO
0.37373913147220233,NO
0.46727591267000723,YES
0.59855,NO
0.4797669529945121,YES
0.5333791219279408,NO
0.5425579575280363,NO
0.49648796230016706,NO
0.47153296349319973,NO
0.42610734908136483,NO
0.48701748985922216,YES
0.43565697924123126,NO
0.5105499284180387,YES
0.4220356478167502,NO
0.5574889405869721,YES
0.4593694345025054,NO
0.4957657241708423,NO
0.512905046528275,NO
0.4410216893342878,NO
0.5217170126461464,YES
0.49219191123836803,NO
0.4729603555237414,YES
0.4496944762586495,NO
0.4190137198759246,NO
0.53585230255309,YES
0.6164690408017179,YES
0.5956595561918396,YES
0.5151785134812694,YES
0.43058185397279886,NO
0.38563913147220236,NO
0.5112759126700073,YES
0.5918,NO
0.5754169529945121,YES
0.5295791219279408,NO
0.4905579575280363,NO
0.41173796230016707,NO
0.38048296349319977,NO
0.43245734908136485,NO
0.5205674898592222,YES
0.44185697924123124,NO
0.6596999284180387,YES
0.39123564781675024,NO
0.654538940586972,YES
0.48291943450250535,NO
0.4881657241708423,NO
0.5816050465282749,NO
0.45752168933428783,NO
0.5696670126461465,YES
0.547791911238368,NO
0.5298603555237413,YES
0.31042698639942734,NO
0.3192108565974708,NO
0.2727603316630876,NO
0.2365142925316154,NO
0.2976988308279647,NO
0.43558562395609646,NO
0.38989421379145794,NO
0.19664859222142683,NO
0.36343440706275354,NO
0.2491718086375567,NO
0.35778972798854697,NO
0.313933810546409,NO
0.48994243617275113,YES
0.534124170842281,YES
0.5139484371271773,YES
0.2517931997136722,NO
0.38021714387974237,NO
0.1836700906704844,NO
0.0718255905511811,NO
0.1938110355523741,NO
0.2584952278692436,NO
0.24809631352899075,NO
0.30156639226914816,NO
0.12371360057265571,NO
0.36551337389644484,NO
0.44341249105225483,NO
0.3508987234550227,NO
0.2797906824146982,NO
0.5024176688141255,YES
0.5225124075399666,YES
0.26203330947267955,NO
0.3404047124791219,NO
0.37987919350990224,NO
0.2827009424958244,NO
0.5068407301360057,YES
0.4656353972798855,YES
0.1165818181818182,NO
0.2843728107850155,NO
0.338270138391792,NO
0.2805027916964925,NO
0.25902232164161304,NO
0.39165192078262945,NO
0.26791150083512294,NO
0.3804262109281794,YES
0.40487982581722737,NO
0.4016543187783346,YES
0.0887398711524696,NO
0.352760498687664,YES
0.24547252445717016,NO
0.44129244810307805,NO
0.3454645430684801,NO
0.17382025769506088,NO
0.45177842996898115,NO
0.2890925435456932,NO
0.3334026604628967,NO
0.13650386542591267,NO
0.4104444762586495,NO
0.3740637198759246,NO
0.46900230255309,YES
0.596519040801718,YES
0.5584095561918396,YES
0.4502285134812694,YES
0.40643185397279885,NO
0.35298913147220234,NO
0.4653759126700072,YES
0.55545,NO
0.4929169529945121,YES
0.5122791219279408,NO
0.5170079575280363,NO
0.44623796230016705,NO
0.43563296349319974,NO
0.35140734908136484,NO
0.4798674898592221,YES
0.36315697924123125,NO
0.5500999284180388,YES
0.3985856478167502,NO
0.5661889405869721,YES
0.42036943450250536,NO
0.4344657241708423,NO
0.49375504652827495,NO
0.4087716893342878,NO
0.5136670126461464,YES
0.473291911238368,NO
0.46856035552374137,YES
0.6133676688141255,YES
0.3912124075399666,YES
0.2980833094726796,NO
0.3355047124791219,NO
0.38447919350990223,NO
0.3050509424958244,NO
0.45534073013600573,YES
0.6123853972798855,YES
0.1237318181818182,NO
0.25927281078501546,NO
0.36012013839179197,NO
0.2442027916964925,NO
0.26302232164161304,NO
0.38510192078262945,NO
0.25581150083512294,NO
0.2835762109281794,YES
0.4133298258172274,NO
0.4730043187783346,YES
0.08678987115246961,NO
0.33636049868766404,YES
0.22097252445717017,NO
0.4141924481030781,NO
0.3625645430684801,NO
0.16942025769506086,NO
0.44067842996898116,NO
0.3147425435456932,NO
0.3487526604628967,NO
0.13245386542591267,NO
0.3865838463373897,NO
0.3320432951562873,NO
0.3197719040801718,NO
0.4279538057742782,NO
0.4018579217370556,NO
0.4829177523264138,NO
0.4259153781913625,NO
0.15350726556907662,NO
0.23992974230493916,NO
0.29116832498210454,YES
0.36341439990455743,NO
0.22204644476258653,YES
0.3200347172512527,NO
0.5005050107372941,NO
0.3501463135289907,NO
0.40791068957289434,NO
0.4933160701503222,NO
0.372150775471248,NO
0.26869008589835364,NO
0.1036,NO
0.40492876401813416,NO
0.36109946313528996,YES
0.48429830589358147,YES
0.339548687664042,YES
0.38804649248389406,YES
0.44291574803149614,NO
0.46552457647339535,YES
0.1999795991410165,NO
0.6210676688141256,YES
0.4024124075399666,YES
0.26558330947267955,NO
0.3369547124791219,NO
0.3716791935099022,NO
0.28545094249582437,NO
0.42494073013600575,YES
0.6281353972798855,YES
0.11553181818181821,NO
0.2623728107850155,NO
0.343870138391792,NO
0.2460527916964925,NO
0.259222321641613,NO
0.39005192078262946,NO
0.26296150083512293,NO
0.2897262109281794,YES
0.40142982581722736,NO
0.5004543187783346,YES
0.0883898711524696,NO
0.34486049868766405,YES
0.23262252445717016,NO
0.40699244810307805,NO
0.34741454306848013,NO
0.16982025769506087,NO
0.4384284299689811,NO
0.2900925435456932,NO
0.3325526604628967,NO
0.13025386542591266,NO
0.39578384633738967,NO
0.3297432951562873,NO
0.3444219040801718,NO
0.40845380577427826,NO
0.4060579217370556,NO
0.4988677523264138,NO
0.4625153781913625,NO
0.16495726556907664,NO
0.23152974230493917,NO
0.27556832498210454,YES
0.3881643999045574,NO
0.2647964447625865,YES
0.3214347172512527,NO
0.48825501073729416,NO
0.33374631352899076,NO
0.37756068957289435,NO
0.49276607015032214,NO
0.3323507754712479,NO
0.24279008589835366,NO
0.1143,NO
0.36917876401813415,NO
0.3483494631352899,YES
0.4705983058935815,YES
0.322348687664042,YES
0.42824649248389407,YES
0.4708657480314961,NO
0.47457457647339535,YES
0.19307959914101652,NO
