NONETRACED_RFSMOTE_RAW_LSA_SUM.csv,Associated
0.07981556487205602,NO
0.5451723947353878,NO
0.2840814167396985,YES
0.2010635022146427,NO
0.13081393053680412,YES
0.0919017503967408,NO
0.243640698895442,NO
0.03951775267059854,NO
0.38306054935771405,NO
0.09159541122875167,NO
0.18777327743433048,NO
0.48792644701832505,NO
0.09021688497280053,NO
0.24533661779451582,NO
0.3626858365506841,YES
0.29765824233954696,YES
1.0,YES
0.15020409452300304,YES
0.16935739832776714,NO
0.328899310736872,YES
0.4537569972445265,NO
0.10017290793244747,NO
0.048861097294267186,NO
0.15532816978137803,NO
0.1772243144871582,NO
0.14673646146679614,NO
0.12958146805940451,NO
0.11893618197178203,NO
0.09007082119424903,NO
0.20302075684723309,NO
0.2877503809501251,YES
0.14575507078171757,NO
0.16528419274102496,YES
0.178227022588566,NO
0.14627695271481245,NO
0.15156840916806807,NO
0.03600195804416652,NO
0.09833487292451264,NO
0.02940856012695705,NO
0.12188193309489408,NO
0.17587421145297932,NO
0.0971861010445534,NO
0.3071121217145519,YES
0.25755465548686607,YES
0.22801424319224356,YES
0.2027270502222538,YES
0.1589134433943643,NO
0.14336673061891564,YES
0.2531158956867761,NO
0.4640975232320361,NO
0.04464893373441657,NO
0.33322516718381145,NO
0.226781780714844,NO
0.09925389042848005,NO
0.05544738940603362,NO
0.03630119140671261,NO
0.22809398611999332,NO
0.4303986356853549,NO
0.3503967408039034,YES
0.03645436099070718,NO
0.21708393535296117,YES
0.23112737551023632,NO
0.18628974316460994,NO
0.24132736445676112,NO
0.13394127446568294,NO
0.06923265196554473,NO
0.1478173334280774,NO
0.1041142613515242,NO
0.15189606575238634,NO
0.11411844588139619,NO
0.24821131086319742,YES
0.2429269602153848,YES
0.3883504267430935,YES
0.08623447578894178,YES
0.2689689476302139,NO
0.07635503762129214,YES
0.14473973013729996,NO
0.07183653489345239,NO
0.3245300299233363,NO
0.4038529256180076,YES
0.11535090835879581,YES
0.12341362893483977,YES
0.2080042950646233,YES
0.16128757194628013,NO
0.23733232272989252,NO
0.2637793410549752,YES
0.0882469977972003,NO
0.6445170815667512,YES
0.09475670511696944,NO
0.1768556021380579,NO
0.12822425921978253,NO
0.1502254119393322,NO
0.09062823215455917,NO
0.0660160907016588,YES
0.08856044277063248,NO
0.1950827826334115,YES
0.20828379007871656,NO
0.12271726000142115,YES
0.11099268102039364,NO
0.14597929842014257,NO
0.24532240618362977,NO
0.5713801842772211,NO
0.2581744396282874,YES
0.19055006829468563,NO
0.1888170413005203,YES
0.2619642025312458,NO
0.10844406546815415,NO
0.3442431132902247,YES
0.1550842037945001,NO
0.1785831023946564,NO
0.3084835421650599,YES
0.12988780722739368,NO
0.18451566040566258,NO
0.43878269657421215,YES
0.15203502372549482,NO
0.8623684439075614,YES
0.2096283663753286,NO
0.3583702440449402,NO
0.251059159777983,NO
0.1927639214571638,NO
0.2393574772811609,NO
0.16558342610357102,NO
0.25493971908382473,NO
0.2712633332543799,NO
0.1405686223422314,NO
0.2708748825568267,NO
0.15823839187727484,NO
0.20554805498314344,NO
0.28635764308328787,NO
0.13678043850714922,NO
0.28053009308605126,YES
0.24721570856723268,NO
0.2416534419732032,YES
0.051082056262188424,NO
0.025739595916530467,NO
0.2032007705851236,YES
0.25921267675691034,YES
0.168799987367457,YES
0.1594495369383453,YES
0.08439644078100697,NO
0.026268583655068407,NO
0.22801424319224356,YES
0.19194280616152282,NO
0.18970052977727242,YES
0.07382773948538177,NO
0.2737298372770553,NO
0.14780864855475812,NO
0.3520918701690392,NO
0.0406807361614439,NO
0.12743709388348057,YES
0.10277126412278834,NO
0.2204323487845125,YES
0.09160251703419471,NO
0.5075550502538352,YES
0.6235754833921536,NO
0.1516378881546223,NO
0.2305344355227109,NO
0.07842282700521881,NO
0.17606843680175588,YES
0.13999699977103514,NO
0.1968726560711212,YES
0.16263214824289218,NO
0.17918867492519164,NO
0.2950883093709783,YES
0.1328051351287335,NO
0.13204639301420368,NO
0.3113937642609567,YES
0.2529271970755663,NO
0.18609551781583328,NO
0.3528261367314874,YES
0.15121390842985383,NO
0.3833210955572925,YES
0.1804282432080343,NO
0.16182366549026106,NO
0.2185958928444539,NO
0.08776617162888746,NO
0.33118422195378067,NO
0.601289308920944,NO
0.2113827107858231,NO
0.26237949738269495,NO
0.28011637730247835,NO
0.19391269333712308,NO
0.19141381842298488,NO
0.13295830471272807,NO
0.28872466582976064,NO
0.281715973061102,NO
0.29783825607743747,YES
0.36708669872174454,NO
0.23802553352755867,YES
0.02573249011108742,NO
0.01984967273818265,NO
0.03162951909487829,YES
0.1406096781070134,YES
0.08577496703695807,YES
0.03814633222009048,YES
0.03554955509762587,NO
0.013263380626416226,NO
0.09007082119424903,YES
0.5361227567366983,NO
0.02320519197517705,YES
0.3108481963097183,NO
0.12092738656371145,NO
0.13058417616081225,NO
0.22931065791863064,NO
0.03836898079063929,NO
0.24281089872648176,YES
0.036990454534688175,NO
0.12316255714251877,YES
0.09312710706869733,NO
0.082788160149064,YES
0.00935045042911169,NO
0.265718436406989,NO
0.05131891644362333,NO
0.040458087590895093,NO
0.04143237247053064,YES
0.018916443623329147,NO
0.038751904750625704,YES
0.24524582139163248,YES
0.04267194075337328,YES
0.3077532232723023,NO
0.12431132902247803,NO
0.13328596129704634,NO
0.1289901071397554,NO
0.24436943872032335,YES
0.28858570785665216,YES
0.136969137118359,NO
0.06380934334462368,NO
0.16141389737637873,NO
0.06496522103002597,NO
0.16896026275689463,NO
0.1519797563498267,NO
0.14808103776340825,NO
0.07829097483755339,YES
0.09430430217042877,NO
0.19101668285211237,YES
0.025670116929976235,NO
0.2659450326472283,YES
0.05042121635598506,NO
0.08387455884791206,NO
0.07675217319216467,NO
0.11796900289758956,NO
0.1129144066257688,NO
0.18037850256993293,NO
0.13642593776893497,NO
0.08993186322114055,NO
0.06211737211524038,NO
0.04932771185169394,NO
0.23282487347718644,YES
0.1336136178813646,YES
0.2803532374839132,YES
0.2403301830929202,YES
0.0880243492266515,NO
0.14445470838563995,NO
0.4867674111971702,YES
0.08548994528529807,NO
0.3182453397759302,YES
0.048554758126278054,NO
0.45190317155782944,NO
0.17242789581310153,NO
0.15287035063202187,NO
0.678030428637975,NO
0.07627845282929485,YES
0.12812083027388932,NO
0.24356095596769223,YES
0.05284350647812597,NO
0.3855183685070703,YES
0.5278302817846625,NO
0.14895899950259361,NO
0.292541272886615,NO
0.08010769242915906,NO
0.21711788531230009,YES
0.20648681083556375,NO
0.5996510259993526,YES
0.08018427722115634,NO
0.34208215890160043,NO
0.6964968379165778,YES
0.17531680049266918,YES
0.18314976669272132,YES
0.1789020741056554,YES
0.17363193506872893,NO
0.13445605059333476,NO
0.2697742722470925,YES
0.15019698871756,NO
0.21374815446441964,YES
0.1443497003718705,NO
0.25119969681896775,NO
0.1249863805395675,NO
0.13932194825394567,NO
0.10204647196759752,NO
0.10637627608422746,YES
0.12857323322042996,NO
0.17148045508736193,YES
0.21174431732948035,NO
0.18946524866371384,YES
0.16919001713288645,NO
0.13923825765650533,NO
0.2595048043140134,NO
0.09121248726876525,NO
0.22270857512810188,YES
0.16925239031399764,NO
0.18521045027120492,YES
0.15590689815801734,NO
0.13729679370267728,NO
0.3928033981540696,YES
0.1616365459469275,YES
0.19809801274307776,YES
0.49511831166062675,YES
0.30593097894312987,NO
0.14576928239260367,NO
0.24821131086319742,YES
0.10594519055401597,NO
0.4387361140718634,YES
0.06823704966958004,NO
0.10354263878032795,NO
0.0954601798558311,NO
0.038139226414647426,NO
0.15363619855199473,NO
0.24510844248640024,YES
0.18859439272997147,NO
0.2678312292253882,YES
0.1415429072218669,NO
0.18250155932952777,YES
0.15587847493624513,NO
0.21592963673543508,NO
0.2671277544865266,NO
0.16078700742951435,NO
0.2622334336041435,YES
0.35798732008495376,NO
0.18755615560134853,YES
0.09163804606140996,NO
0.4250037502862061,NO
0.25850209621260567,YES
0.08141673969855594,YES
0.04089627892654966,YES
0.2625753017993478,YES
0.056610372896878966,NO
0.16676930607862178,NO
0.39042926960215385,YES
0.44575822891747,NO
0.2659789826065673,YES
0.07315268796829232,NO
0.20892331256859076,NO
0.1656473783525585,NO
0.12830084401177982,NO
0.22016311771161484,NO
0.17946106413384183,YES
0.1941029710162091,NO
0.3274157764671514,YES
0.18891652257672298,NO
0.15439494066652454,YES
0.3325216924449497,NO
0.08381218566680088,NO
0.2300607151598411,NO
0.09751375762887166,NO
0.43442762737156254,YES
0.17929210387108485,NO
0.3164483605327775,YES
0.19654657855467916,NO
0.19349739848567393,NO
0.28187072171297284,YES
0.3104407967976503,YES
0.27194706964478865,YES
0.10806114150816772,YES
0.061957096725802754,NO
0.17451147587579058,NO
0.24071468612078284,YES
0.2988228048982685,NO
0.07620186803729757,YES
0.1064599666816678,NO
0.196301033499925,NO
0.43598064062783737,NO
0.42005100389240224,NO
0.20685710225254034,NO
0.18719454905769123,YES
0.25829523832081924,NO
0.2001926462809004,YES
0.10545725858026006,NO
0.3905303299462327,YES
0.22444476025801968,NO
0.38983554008069027,NO
0.1528221890617968,NO
0.16267478307555044,NO
0.34323645751912646,YES
0.08079695555713462,NO
0.23241668443118024,YES
0.28722455134733965,NO
0.1320124430548647,NO
0.2713414971142534,YES
0.2415484339594337,YES
0.3543594116393093,YES
0.21223777604080307,YES
0.20721318205863082,NO
0.1690526382276542,NO
0.21336523050443323,YES
0.13847240973653252,NO
0.40430138089485773,YES
0.3690810614494263,NO
0.10086217106042303,NO
0.1877393274749915,NO
0.04372991623044916,NO
0.24816472836084857,NO
0.3412223564429917,YES
0.13357098304870635,NO
0.46022643833345167,YES
0.06617636609109642,NO
0.36548394482736835,YES
0.26841153666990375,NO
0.17291582778685743,NO
0.22646833574141184,NO
0.20373844319698087,NO
0.3061465217082356,YES
0.41071476507417665,NO
0.16955872948198675,YES
0.058127857125938556,NO
0.6833503083130028,NO
0.7510441586331589,NO
0.18298949130328368,NO
0.6417845046069306,NO
0.06325903818975658,NO
0.06371854694174028,NO
0.15750254624695043,NO
0.22795187001113243,NO
0.16779175252848244,NO
0.23957459911414292,NO
0.3547668111513773,NO
0.716200446876209,YES
0.24790497169520825,YES
0.5915811996178656,YES
0.2460148274473578,NO
0.04441917935842472,NO
0.3431330285732332,NO
0.0306339167989136,NO
0.10875040463614326,NO
0.06472836084859107,NO
0.2938676899026505,NO
0.04702306228633237,NO
0.07551971071476507,NO
0.14193451605517265,NO
0.3163962512928618,NO
0.03139976471888644,NO
0.1985504156896184,NO
0.10854196767648057,YES
0.2428787986451597,YES
0.20862407920604464,NO
0.14814341094451944,NO
0.05230741293414497,NO
0.06136573580615362,NO
0.39194280616152277,YES
0.0856217974529635,YES
0.07199681028289001,NO
0.1378810488168834,NO
0.03078708638290817,NO
0.15817601869616366,NO
0.15665142866166104,NO
0.15252295569925073,NO
0.18065089177858307,NO
0.2254656276400041,YES
0.09095588873887744,NO
0.14475946848575283,YES
0.015699882359443217,NO
0.4023370204568243,YES
0.09660895173579036,NO
0.11851220224701357,NO
0.0693518715902003,NO
0.12524455813733149,NO
0.1257324901110874,NO
0.13719889149435088,NO
0.09232020338394246,NO
0.05843419629392768,NO
0.021826665719225938,NO
0.0,NO
0.08209889702108844,YES
0.226781780714844,YES
0.3920478141752923,YES
0.08906811309284128,YES
0.02810661866300322,NO
0.19010082348389745,NO
0.19043242773790625,YES
0.08279526595450705,NO
0.10423900771374656,YES
0.14519923888928365,NO
0.3703403680807219,NO
0.12215274323566798,NO
0.1755749780904332,NO
0.1240207805332512,NO
0.1525569056585897,YES
0.036712538588471226,NO
0.29235257427540523,YES
0.06953899113353387,NO
0.3880654049914335,YES
0.12523192559432167,NO
0.2248845306615505,NO
0.1787575893949801,NO
0.7843814396361828,NO
0.09404612457266474,YES
0.051847904182161265,NO
0.2098865439730927,YES
0.3021696392619436,YES
0.03387179547912867,YES
0.3112137505230662,NO
0.14063810132878563,NO
0.09882991070371158,NO
0.10349447721010287,NO
0.18673504030570753,YES
0.31039816196499204,YES
0.11452979306315482,NO
0.08364480447192021,NO
0.11162667677270105,NO
0.10257545970613548,NO
0.15488287264028044,NO
0.11880432980411663,NO
0.1384313539717505,NO
0.1008069036847549,YES
0.08021270044292854,NO
0.2619413060470404,YES
0.012713075471549144,NO
0.30615915425124546,YES
0.0511870642759579,NO
0.06910790560332236,NO
0.08764853107210813,NO
0.11850509644157055,NO
0.08504464814420047,NO
0.16859155040779428,NO
0.09214571638361874,NO
0.0917075250479642,NO
0.29795352803240244,NO
0.07201812769921914,NO
0.07375826049882753,NO
0.16389856067963077,NO
0.19625445099757616,NO
0.08386034723702597,NO
0.31155167104858,NO
0.24600772164191476,NO
0.26341220777375113,NO
0.3022620147327033,YES
0.10205357777304058,NO
0.29821012656229023,YES
0.41139692239670916,NO
0.436140916017275,NO
0.3080611415081677,NO
0.6904087417197629,NO
0.07314558216284926,NO
0.13273565614217925,NO
0.09205491998073537,NO
0.1486510812667282,NO
0.24841580015316955,NO
0.08393693202902326,YES
0.16242371128322947,YES
0.1663153240642049,YES
0.2164996802387551,YES
0.23761734448155253,NO
0.07214997986688457,YES
0.16005668853675675,NO
0.30606835784836206,YES
0.027340770743030388,YES
0.20616626005668853,NO
0.14285906029670686,NO
0.08711954333357019,NO
0.05768255998484095,NO
0.16385750491484874,YES
0.3345223714441365,YES
0.06249319026978374,NO
0.11207907971924172,NO
0.039364583086603976,NO
0.11330443639119829,NO
0.17274844659197675,NO
0.19744427864231745,NO
0.1651736579896887,NO
0.0944361543380942,YES
0.07777619870990155,NO
0.296091017472386,YES
0.01516378881546223,NO
0.28759721136613053,YES
0.08482199957365166,NO
0.08176571369920337,NO
0.08023401785925768,NO
0.11911777477754883,NO
0.0579123143608328,NO
0.13873058733429655,NO
0.07522758315766202,NO
0.048861097294267186,NO
0.09887096646849364,NO
0.03691386974269088,NO
0.5299675501551435,NO
0.21298388561232307,NO
0.0763621434267352,NO
0.10829089588415956,NO
0.10706553921220303,NO
0.3267083540585992,NO
0.22685994457471753,NO
0.15204212953093788,YES
0.09259101352471635,NO
0.229469354240192,YES
0.23194849080587726,NO
0.17262212116187814,NO
0.15661589963444578,NO
0.10703869505830708,NO
0.06440781006971584,NO
0.0796695010935045,NO
0.09975603401312205,NO
0.19662158427880022,NO
0.09891360130115193,NO
0.08019848883204243,YES
0.07038142384550398,YES
0.1004934587113227,YES
0.22280647733642828,YES
0.13831213434709488,NO
0.07811648783722967,YES
0.10211595095415175,NO
