UPPERTRACED_SUM_SINGLE_LSA_MEDIAN.csv,Associated
0.22678871321513436,NO
0.17761478705903855,NO
0.09675360994333759,NO
0.24587792908060685,NO
0.12562302138548712,NO
0.11106124108938037,NO
0.08142467556205447,NO
0.2815299214037653,NO
0.26636742825808807,NO
0.32098596234692006,YES
0.49433291902760007,YES
0.34101011698044237,YES
0.2594638091756535,YES
0.2297390422226284,NO
0.237115975141656,NO
0.4223040851763845,YES
0.3983827910802412,NO
0.23941761104002926,YES
0.41441832388959965,NO
0.44605844452568083,NO
0.4532984280753061,NO
0.40349034911350756,NO
0.3002962164138183,NO
0.3767572473039663,YES
0.3124463169438859,NO
0.4073555017364284,YES
0.4014842533357704,NO
0.4038114604277097,YES
0.3362992323158472,NO
0.41144093401571924,NO
0.4094842716139645,NO
0.2730641016267593,NO
0.3961959879363919,YES
0.3187903856698958,NO
0.3834907055382928,YES
0.18632081886309632,NO
0.2368741729117163,NO
0.19936231950283312,NO
0.2905238713215134,NO
0.299891857064522,NO
0.2508058033266313,NO
0.2986032169621642,NO
0.08132859623469202,NO
0.14929371230122465,NO
0.2596891610308901,YES
0.20191708097239996,NO
0.15843341253884116,YES
0.20066602997623834,NO
0.329775872783769,NO
0.1712714220435021,NO
0.18122226284043136,NO
0.4000539115335405,NO
0.11441817766404677,NO
0.21484757813927985,NO
0.12869629866569182,NO
0.2364924419667337,NO
0.37830823432644856,YES
0.4914481082069091,YES
0.2866620453299214,YES
0.2452300676293182,YES
0.22496295010053005,NO
0.3076646225552916,YES
0.1276924602449278,NO
0.2945799214037653,NO
0.2928674282580881,NO
0.3042359623469201,YES
0.5092829190276,YES
0.3207101169804424,YES
0.25451380917565347,YES
0.23268904222262837,NO
0.260815975141656,NO
0.42055408517638454,YES
0.45853279108024125,NO
0.22616761104002925,YES
0.41521832388959967,NO
0.45040844452568085,NO
0.4851484280753061,NO
0.4255403491135076,NO
0.3443462164138183,NO
0.3731072473039663,YES
0.35514631694388593,NO
0.3580555017364284,YES
0.4016342533357704,NO
0.40406146042770974,YES
0.41264923231584716,NO
0.48789093401571926,NO
0.4489342716139645,NO
0.2999641016267593,NO
0.3834959879363919,YES
0.3263903856698958,NO
0.38264070553829277,YES
0.1798708188630963,NO
0.23752417291171632,NO
0.21966231950283313,NO
0.25642387132151345,NO
0.27839185706452196,NO
0.2656058033266313,NO
0.29705321696216413,NO
0.096878596234692,NO
0.17634371230122464,NO
0.15773916103089014,YES
0.22531708097239994,NO
0.13558341253884115,YES
0.22726602997623835,NO
0.343775872783769,NO
0.1884714220435021,NO
0.18087226284043137,NO
0.37910391153354045,NO
0.11506817766404677,NO
0.21639757813927984,NO
0.14054629866569182,NO
0.22129244196673367,NO
0.27740823432644857,YES
0.3830981082069091,YES
0.2421620453299214,YES
0.25593006762931825,YES
0.23391295010053004,NO
0.30286462255529156,YES
0.1452924602449278,NO
0.15657081886309632,NO
0.2672241729117163,NO
0.2126123195028331,NO
0.2597738713215134,NO
0.272841857064522,NO
0.2697058033266313,NO
0.28135321696216414,NO
0.06842859623469201,NO
0.18629371230122466,NO
0.22968916103089013,YES
0.24026708097239996,NO
0.10003341253884117,YES
0.16786602997623834,NO
0.278725872783769,NO
0.11917142204350209,NO
0.25622226284043137,NO
0.3929539115335405,NO
0.16981817766404678,NO
0.31574757813927984,NO
0.09319629866569182,NO
0.31279244196673367,NO
0.38555823432644853,YES
0.4756481082069091,YES
0.3941620453299214,YES
0.18968006762931822,YES
0.21016295010053004,NO
0.3536646225552915,YES
0.1650424602449278,NO
0.18107081886309634,NO
0.23872417291171633,NO
0.19826231950283313,NO
0.2785238713215134,NO
0.303391857064522,NO
0.2569058033266313,NO
0.2986032169621642,NO
0.08027859623469201,NO
0.16394371230122465,NO
0.23723916103089013,YES
0.21446708097239994,NO
0.11738341253884117,YES
0.21391602997623838,NO
0.344025872783769,NO
0.1871714220435021,NO
0.17912226284043137,NO
0.39735391153354044,NO
0.11281817766404677,NO
0.22109757813927983,NO
0.12334629866569183,NO
0.24184244196673368,NO
0.38535823432644856,YES
0.4855481082069091,YES
0.2870620453299214,YES
0.23428006762931824,YES
0.22396295010053005,NO
0.32016462255529154,YES
0.1371424602449278,NO
0.14547081886309632,NO
0.23597417291171632,NO
0.15461231950283313,NO
0.30572387132151346,NO
0.27239185706452196,NO
0.20850580332663132,NO
0.24465321696216416,NO
0.04667859623469201,NO
0.14744371230122466,NO
0.27813916103089015,YES
0.15341708097239995,NO
0.13058341253884115,YES
0.20721602997623834,NO
0.344375872783769,NO
0.18907142204350208,NO
0.19667226284043138,NO
0.3783539115335405,NO
0.12826817766404677,NO
0.20949757813927983,NO
0.11284629866569182,NO
0.24774244196673367,NO
0.35205823432644856,YES
0.47599810820690913,YES
0.3041120453299214,YES
0.16338006762931823,YES
0.18241295010053005,NO
0.27641462255529153,YES
0.1282424602449278,NO
0.3739855510875525,NO
0.52255,NO
0.7107635258636446,YES
0.2564339334673734,YES
0.24064994516541766,YES
0.5619259458965453,YES
0.5003804331932005,NO
0.3868270425881923,NO
0.6241115518186803,YES
0.15577366112228114,NO
0.6499553920672638,YES
0.22809165600438674,NO
0.5137241911899104,NO
0.5095102906232865,NO
0.4708303235240358,NO
0.47064377627490406,NO
0.26100075854505567,YES
0.4205001370864559,NO
0.4104075945896545,YES
0.4305041034545786,NO
0.3039132791080241,YES
0.34554597879729476,NO
0.29614147322244555,NO
0.5107912173277279,NO
0.4180515445074026,NO
0.6010503472856881,YES
0.5785508682142204,NO
0.5250516450374703,YES
0.12122399012977518,NO
0.21504877536099434,NO
0.27076626759276184,YES
0.12298004021202706,NO
0.0898371869859258,NO
0.3082058947176019,YES
0.1791950009139097,NO
0.11934460793273624,NO
0.4318772436483275,YES
0.10361551818680315,NO
0.3383609120818863,YES
0.0925579235971486,NO
0.25831058307439225,NO
0.23674477243648326,NO
0.2173661853408883,NO
0.18664238713215137,NO
0.11465445074026685,NO
0.12325404861999634,NO
0.22423673003107294,NO
0.13604844635350027,NO
0.14554950648875892,NO
0.15681558216048253,NO
0.12358128312922684,NO
0.2591048894169256,NO
0.13216877170535551,NO
0.29076927435569366,YES
0.24049615244013892,NO
0.2554711570096874,YES
0.2852299214037653,NO
0.2723674282580881,NO
0.3745359623469201,YES
0.46663291902760007,YES
0.30576011698044236,YES
0.29861380917565344,YES
0.2500890422226284,NO
0.254315975141656,NO
0.45710408517638457,YES
0.44503279108024124,NO
0.3035676110400293,YES
0.3970183238895997,NO
0.4560584445256808,NO
0.45964842807530615,NO
0.40919034911350755,NO
0.2944962164138183,NO
0.3506072473039663,YES
0.30674631694388593,NO
0.36190550173642844,YES
0.3918342533357704,NO
0.3719614604277097,YES
0.4300492323158472,NO
0.4831409340157192,NO
0.4842842716139645,NO
0.3061141016267593,NO
0.4319459879363919,YES
0.3685403856698958,NO
0.41534070553829283,YES
0.16199557667702433,NO
0.19645646134161945,NO
0.31514303600804244,YES
0.10116890879181137,NO
0.10582781027234509,NO
0.3619976878084445,YES
0.1638891518917931,NO
0.13751261195393893,NO
0.36434470846280387,YES
0.08864823615426796,NO
0.4038752513251691,YES
0.12912425516358983,NO
0.21188927070005484,NO
0.1980193931639554,NO
0.160943767135807,NO
0.1523489764211296,NO
0.16139577773715957,NO
0.14581460427709741,NO
0.2826845823432645,NO
0.12502140376530796,NO
0.1997374611588375,NO
0.14904659111679766,NO
0.12026909157375251,NO
0.2767809449826357,NO
0.2251815024675562,NO
0.33154286236519837,YES
0.3161859257905319,NO
0.27303572473039667,YES
0.2686799214037653,NO
0.26336742825808807,NO
0.2779859623469201,YES
0.42528291902760007,YES
0.2567101169804423,YES
0.21426380917565344,YES
0.20788904222262838,NO
0.23551597514165598,NO
0.3773540851763845,YES
0.3862327910802412,NO
0.19486761104002925,YES
0.3919683238895997,NO
0.42330844452568084,NO
0.4432484280753061,NO
0.39604034911350755,NO
0.3032962164138183,NO
0.3434572473039663,YES
0.31534631694388593,NO
0.3035555017364284,YES
0.39798425333577037,NO
0.3369114604277097,YES
0.3176992323158472,NO
0.41329093401571926,NO
0.3724342716139645,NO
0.2658641016267593,NO
0.3440459879363919,YES
0.2894903856698958,NO
0.3481907055382928,YES
0.345606872600987,YES
0.248254633522208,YES
0.19722732590020106,NO
0.12931921038201427,NO
0.23561678852129408,NO
0.0753,NO
0.19430244927801132,YES
0.4317711844269786,YES
0.09067157740815207,NO
0.09161961250228477,NO
0.15516822335953206,NO
0.10698747943703163,NO
0.1451535459696582,NO
0.16474684701151526,NO
0.16756594772436484,NO
0.1472082251873515,YES
0.14647642112959242,NO
0.2880766678852129,YES
0.05925297020654359,NO
0.275616295010053,YES
0.06787211661487844,NO
0.21523871321513435,NO
0.17846478705903857,NO
0.1007036099433376,NO
0.25287792908060686,NO
0.12442302138548711,NO
0.11851124108938037,NO
0.06482467556205447,NO
0.3624855510875525,NO
0.5336,NO
0.6094135258636446,YES
0.24258393346737345,YES
0.21939994516541764,YES
0.5778759458965453,YES
0.43193043319320046,NO
0.36742704258819225,NO
0.7336115518186803,YES
0.1539736611222811,NO
0.6740553920672638,YES
0.21339165600438675,NO
0.5592741911899104,NO
0.5280602906232864,NO
0.49833032352403583,NO
0.467543776274904,NO
0.26770075854505565,YES
0.4154001370864559,NO
0.4420575945896545,YES
0.36510410345457867,NO
0.3363132791080241,YES
0.34964597879729475,NO
0.30324147322244555,NO
0.5106912173277279,NO
0.41690154450740263,NO
0.5794003472856881,YES
0.5838008682142204,NO
0.6025516450374702,YES
0.3794355510875525,NO
0.5237,NO
0.6698635258636446,YES
0.29558393346737344,YES
0.27964994516541763,YES
0.5429259458965453,YES
0.4981304331932005,NO
0.3918270425881923,NO
0.6125615518186802,YES
0.2013736611222811,NO
0.6316053920672637,YES
0.22954165600438675,NO
0.5210241911899104,NO
0.5228602906232864,NO
0.4843303235240358,NO
0.472943776274904,NO
0.28735075854505565,YES
0.4208501370864559,NO
0.4053075945896545,YES
0.4224541034545786,NO
0.3165632791080241,YES
0.3886959787972948,NO
0.34844147322244556,NO
0.5097412173277279,NO
0.4241515445074026,NO
0.5830503472856882,YES
0.5698008682142204,NO
0.5278516450374702,YES
0.3876355510875525,NO
0.55495,NO
0.7190135258636445,YES
0.2660339334673735,YES
0.27909994516541764,YES
0.5844259458965453,YES
0.5020304331932004,NO
0.41467704258819227,NO
0.6294115518186802,YES
0.16217366112228113,NO
0.6805553920672638,YES
0.22624165600438675,NO
0.4813241911899104,NO
0.4778102906232864,NO
0.4285803235240358,NO
0.527243776274904,NO
0.29545075854505565,YES
0.4755001370864559,NO
0.46305759458965445,YES
0.41270410345457864,NO
0.3635632791080241,YES
0.36969597879729477,NO
0.32119147322244557,NO
0.5404912173277279,NO
0.4438015445074026,NO
0.6037003472856881,YES
0.6157008682142204,NO
0.5500016450374703,YES
0.3559855510875525,NO
0.5366,NO
0.6107135258636446,YES
0.23943393346737346,YES
0.21254994516541764,YES
0.5666259458965454,YES
0.42173043319320047,NO
0.36137704258819225,NO
0.7222615518186803,YES
0.15722366112228114,NO
0.6657053920672638,YES
0.21914165600438676,NO
0.5501241911899104,NO
0.4978602906232864,NO
0.47198032352403585,NO
0.47789377627490404,NO
0.2629007585450557,YES
0.4275501370864559,NO
0.44525759458965447,YES
0.3560041034545786,NO
0.34521327910802413,YES
0.3458459787972948,NO
0.2967914732224456,NO
0.5162912173277279,NO
0.41280154450740264,NO
0.5821003472856882,YES
0.5712008682142204,NO
0.6341516450374702,YES
0.3028799214037653,NO
0.2994174282580881,NO
0.3021859623469201,YES
0.5052329190276,YES
0.3267101169804424,YES
0.2650638091756534,YES
0.2354390422226284,NO
0.258315975141656,NO
0.41900408517638454,YES
0.42718279108024126,NO
0.22946761104002927,YES
0.4131683238895997,NO
0.46220844452568083,NO
0.4931484280753061,NO
0.43294034911350754,NO
0.35659621641381833,NO
0.3741572473039663,YES
0.3670463169438859,NO
0.36415550173642847,YES
0.40603425333577037,NO
0.4089614604277097,YES
0.3704992323158472,NO
0.45824093401571925,NO
0.4180842716139645,NO
0.2992641016267593,NO
0.3864459879363919,YES
0.3298903856698958,NO
0.3766907055382928,YES
0.3053799214037653,NO
0.30566742825808807,NO
0.3777859623469201,YES
0.4911829190276001,YES
0.37536011698044236,YES
0.3176138091756534,YES
0.2374890422226284,NO
0.270215975141656,NO
0.4630040851763846,YES
0.42043279108024123,NO
0.32511761104002923,YES
0.40936832388959965,NO
0.41020844452568084,NO
0.40839842807530613,NO
0.3418903491135076,NO
0.3629462164138183,NO
0.40770724730396635,YES
0.37324631694388594,NO
0.5133055017364284,YES
0.37523425333577043,NO
0.5060114604277097,YES
0.39404923231584715,NO
0.45064093401571925,NO
0.4867842716139645,NO
0.3157641016267593,NO
0.4343959879363919,YES
0.3854903856698958,NO
0.4335907055382928,YES
0.07350749405958693,NO
0.13374679217693292,NO
0.11064203070736611,NO
0.10921100347285688,NO
0.07116062876987753,NO
0.1367185797843173,NO
0.11438103637360628,NO
0.05808704989946993,NO
0.2304316578322062,NO
0.09768836592944616,NO
0.11606411076585632,NO
0.12244097971120452,NO
0.3196122738073478,YES
0.3289465180040212,YES
0.35556386401023576,YES
0.09359153719612504,NO
0.10943046061049168,NO
0.061674163772619264,NO
0.03420856333394261,NO
0.15558874977152257,NO
0.07917812100164504,NO
0.07748193200511788,NO
0.0796005757631146,NO
0.06750679948821056,NO
0.11883395174556755,NO
0.18131634984463535,NO
0.07639198501188084,NO
0.15855835313471028,NO
0.256356872600987,YES
0.36865463352220795,YES
0.15312732590020106,NO
0.13456921038201425,NO
0.20336678852129408,NO
0.03115,NO
0.23910244927801133,YES
0.3095711844269786,YES
0.06887157740815207,NO
0.12966961250228476,NO
0.10596822335953207,NO
0.16268747943703163,NO
0.12165354596965819,NO
0.15994684701151526,NO
0.17336594772436484,NO
0.2587582251873515,YES
0.12882642112959242,NO
0.2578766678852129,YES
0.06305297020654359,NO
0.313116295010053,YES
0.09287211661487843,NO
0.22238871321513437,NO
0.15301478705903857,NO
0.10545360994333759,NO
0.24062792908060684,NO
0.0859230213854871,NO
0.08456124108938037,NO
0.05972467556205446,NO
0.2661299214037653,NO
0.2607174282580881,NO
0.31093596234692006,YES
0.4712329190276001,YES
0.33811011698044235,YES
0.25266380917565345,YES
0.2133390422226284,NO
0.237565975141656,NO
0.41710408517638453,YES
0.38408279108024124,NO
0.24261761104002927,YES
0.39206832388959967,NO
0.4366584445256808,NO
0.4428984280753061,NO
0.39704034911350755,NO
0.2818962164138183,NO
0.3670072473039663,YES
0.29454631694388594,NO
0.4037055017364285,YES
0.3825842533357704,NO
0.4176614604277097,YES
0.33149923231584716,NO
0.3969409340157192,NO
0.3989342716139645,NO
0.2670141016267593,NO
0.3783959879363919,YES
0.3109903856698958,NO
0.3722907055382928,YES
0.367306872600987,YES
0.23735463352220798,YES
0.18917732590020106,NO
0.12966921038201426,NO
0.2079667885212941,NO
0.0535,NO
0.18760244927801134,YES
0.4563211844269786,YES
0.07602157740815207,NO
0.10456961250228478,NO
0.12781822335953208,NO
0.12638747943703163,NO
0.1256535459696582,NO
0.15339684701151526,NO
0.16126594772436484,NO
0.16190822518735148,YES
0.1372764211295924,NO
0.32922666788521293,YES
0.06110297020654359,NO
0.29671629501005303,YES
0.06837211661487844,NO
0.19528871321513436,NO
0.17011478705903857,NO
0.10105360994333759,NO
0.22952792908060685,NO
0.11157302138548711,NO
0.09991124108938038,NO
0.055674675562054465,NO
0.17102081886309634,NO
0.23322417291171632,NO
0.15016231950283312,NO
0.2698238713215134,NO
0.248091857064522,NO
0.2270558033266313,NO
0.2542532169621642,NO
0.06352859623469201,NO
0.17244371230122463,NO
0.16423916103089015,YES
0.16531708097239994,NO
0.11138341253884117,YES
0.22181602997623837,NO
0.37347587278376904,NO
0.2120214220435021,NO
0.22492226284043138,NO
0.37575391153354043,NO
0.16996817766404676,NO
0.22739757813927985,NO
0.13134629866569184,NO
0.24779244196673367,NO
0.24480823432644855,YES
0.3770481082069091,YES
0.2261620453299214,YES
0.19688006762931823,YES
0.18256295010053006,NO
0.26851462255529157,YES
0.1382424602449278,NO
0.375006872600987,YES
0.248554633522208,YES
0.15667732590020106,NO
0.13111921038201427,NO
0.1951667885212941,NO
0.0339,NO
0.15720244927801136,YES
0.4720711844269786,YES
0.06782157740815208,NO
0.10766961250228477,NO
0.11156822335953208,NO
0.12823747943703162,NO
0.1218535459696582,NO
0.15834684701151525,NO
0.16841594772436486,NO
0.16805822518735147,YES
0.1253764211295924,NO
0.3566766678852129,YES
0.06270297020654358,NO
0.305216295010053,YES
0.08002211661487843,NO
0.18808871321513437,NO
0.15496478705903857,NO
0.1014536099433376,NO
0.22727792908060684,NO
0.0869230213854871,NO
0.08371124108938037,NO
0.053474675562054465,NO
0.18022081886309632,NO
0.23092417291171632,NO
0.17481231950283313,NO
0.25032387132151346,NO
0.252291857064522,NO
0.2430058033266313,NO
0.29085321696216415,NO
0.07497859623469201,NO
0.16404371230122466,NO
0.14863916103089014,YES
0.19006708097239994,NO
0.15413341253884116,YES
0.22321602997623835,NO
0.361225872783769,NO
0.19562142204350208,NO
0.19457226284043136,NO
0.37520391153354044,NO
0.13016817766404676,NO
0.20149757813927985,NO
0.14204629866569182,NO
0.21204244196673366,NO
0.23205823432644856,YES
0.3633481082069091,YES
0.2089620453299214,YES
0.23708006762931821,YES
0.21051295010053006,NO
0.2775646225552916,YES
0.1313424602449278,NO
