UPPERTRACED_MAX_MULTI_LSA_MAX.csv,Associated
0.8913979746246071,YES
0.8925619834710743,NO
0.8252822721452683,YES
0.5980677453148644,NO
0.6949132813409382,NO
0.5245023862181353,YES
0.2672564311488768,NO
0.4261436386916541,NO
0.7525317192410662,YES
0.767780235129787,NO
0.4486090094284717,NO
0.7832615527878012,YES
0.3010126876964265,NO
0.7570713537422884,YES
0.2997322779653125,NO
0.4886509137469445,NO
0.5577930392270981,NO
0.4092655104178792,NO
0.5943429170061693,NO
0.5277616109882436,NO
0.4495402165056455,NO
0.3673,NO
0.16691886858340124,NO
0.3850541264113607,NO
0.4346409032708648,NO
0.5512745896868817,NO
0.3767,NO
0.4931905482481666,NO
0.6972412990338727,YES
0.6865324176463742,NO
0.5426609242230239,YES
0.7793039227098126,NO
0.7350715865440577,NO
0.8177162146432313,YES
0.9044348737050404,YES
0.8288906995693167,YES
0.7710394598998953,YES
0.7631241997439181,NO
0.6921196601094168,NO
0.7308811546967757,YES
1.0,NO
0.8469328366895591,YES
0.9249214294028634,NO
0.8363403561867071,NO
0.7199394715399837,NO
0.6907228494936561,NO
0.6824583866837387,NO
0.7474100803166105,YES
0.7065533698056106,NO
0.7465952741240833,YES
0.6932836689558841,NO
0.8497264579210801,YES
0.7981608660225817,NO
0.8302875101850774,NO
0.8647421720405075,NO
0.7802351297869864,NO
0.8913979746246071,YES
0.865789780002328,NO
0.8252822721452683,YES
0.6434640903270865,NO
0.6471889186357817,NO
0.6753579327202887,YES
0.2678384355721103,NO
0.4152019555348621,NO
0.923408217902456,YES
0.6751251309509952,NO
0.3963450122220928,NO
0.5811896170410895,YES
0.2628331975323013,NO
0.8721918286578978,YES
0.4213712024211385,NO
0.5072750552904202,NO
0.6548713770224653,NO
0.5086718659061809,NO
0.3833081131416599,NO
0.6448609009428471,NO
0.3869165405657083,NO
0.5007566057502038,NO
0.3099755558142242,NO
0.5126294959841695,NO
0.3872657432196485,NO
0.4530322430450472,NO
0.4160167617273892,NO
0.6879292282621348,NO
0.7625421953206845,YES
0.8525200791526015,NO
0.6123850541264114,YES
0.7793039227098126,NO
0.7350715865440577,NO
0.8177162146432313,YES
0.9044348737050404,YES
0.8288906995693167,YES
0.7710394598998953,YES
0.7631241997439181,NO
0.6921196601094168,NO
0.7308811546967757,YES
1.0,NO
0.8469328366895591,YES
0.9249214294028634,NO
0.8363403561867071,NO
0.7199394715399837,NO
0.6907228494936561,NO
0.6824583866837387,NO
0.7474100803166105,YES
0.7065533698056106,NO
0.7465952741240833,YES
0.6932836689558841,NO
0.8497264579210801,YES
0.7981608660225817,NO
0.8302875101850774,NO
0.8647421720405075,NO
0.7802351297869864,NO
0.8913979746246071,YES
0.865789780002328,NO
0.8252822721452683,YES
0.8809218950064022,YES
0.7560237457804679,YES
0.3634,NO
0.5155395181003376,NO
0.6783843557211034,NO
0.5030846234431382,NO
0.6846700034920266,YES
0.8064253288324992,YES
0.1404,NO
0.41683156791991616,NO
0.6232103363985566,NO
0.3826097078337796,NO
0.3519962751716913,NO
0.6328716098242346,NO
0.3795832848329648,NO
0.4533814456989873,YES
0.7500873006634851,NO
0.621813525782796,YES
0.14387149342335,NO
0.3320917238971016,YES
0.4032126644162496,NO
0.7662670236293796,NO
0.649167733674776,NO
0.2123152135956233,NO
0.8087533465254336,NO
0.43755092538703294,NO
0.5846816435804912,NO
0.18368059597252945,NO
0.8130601792573624,NO
0.756838551972995,NO
0.8177162146432313,YES
0.9044348737050404,YES
0.8288906995693167,YES
0.923408217902456,YES
0.8444884181119776,NO
0.6921196601094168,NO
0.7832615527878012,YES
0.7008497264579211,NO
0.8721918286578978,YES
0.6779187521825166,NO
0.8363403561867071,NO
0.7223838901175649,NO
0.6907228494936561,NO
0.7305319520428355,NO
0.7474100803166105,YES
0.7588173670119892,NO
0.7465952741240833,YES
0.5934117099289954,NO
0.8497264579210801,YES
0.7981608660225817,NO
0.6854848096845536,NO
0.8647421720405075,NO
0.7802351297869864,NO
0.8913979746246071,YES
0.8925619834710743,NO
0.8252822721452683,YES
0.8130601792573624,NO
0.756838551972995,NO
0.8177162146432313,YES
0.9044348737050404,YES
0.8288906995693167,YES
0.923408217902456,YES
0.8444884181119776,NO
0.6921196601094168,NO
0.7832615527878012,YES
0.7008497264579211,NO
0.8721918286578978,YES
0.6779187521825166,NO
0.8363403561867071,NO
0.7223838901175649,NO
0.6907228494936561,NO
0.7305319520428355,NO
0.7474100803166105,YES
0.7588173670119892,NO
0.7465952741240833,YES
0.5934117099289954,NO
0.8497264579210801,YES
0.7981608660225817,NO
0.6854848096845536,NO
0.8647421720405075,NO
0.7802351297869864,NO
0.8913979746246071,YES
0.8925619834710743,NO
0.8252822721452683,YES
0.8130601792573624,NO
0.756838551972995,NO
0.8177162146432313,YES
0.9044348737050404,YES
0.8288906995693167,YES
0.923408217902456,YES
0.8444884181119776,NO
0.6921196601094168,NO
0.7832615527878012,YES
0.7008497264579211,NO
0.8721918286578978,YES
0.6779187521825166,NO
0.8363403561867071,NO
0.7223838901175649,NO
0.6907228494936561,NO
0.7305319520428355,NO
0.7474100803166105,YES
0.7588173670119892,NO
0.7465952741240833,YES
0.5934117099289954,NO
0.8497264579210801,YES
0.7981608660225817,NO
0.6854848096845536,NO
0.8647421720405075,NO
0.7802351297869864,NO
0.8913979746246071,YES
0.8925619834710743,NO
0.8252822721452683,YES
0.8130601792573624,NO
0.756838551972995,NO
0.8177162146432313,YES
0.9044348737050404,YES
0.8288906995693167,YES
0.923408217902456,YES
0.8444884181119776,NO
0.6921196601094168,NO
0.7832615527878012,YES
0.7008497264579211,NO
0.8721918286578978,YES
0.6779187521825166,NO
0.8363403561867071,NO
0.7223838901175649,NO
0.6907228494936561,NO
0.7305319520428355,NO
0.7474100803166105,YES
0.7588173670119892,NO
0.7465952741240833,YES
0.5934117099289954,NO
0.8497264579210801,YES
0.7981608660225817,NO
0.6854848096845536,NO
0.8647421720405075,NO
0.7802351297869864,NO
0.8913979746246071,YES
0.8925619834710743,NO
0.8252822721452683,YES
0.7793039227098126,NO
0.7350715865440577,NO
0.8177162146432313,YES
0.9044348737050404,YES
0.8288906995693167,YES
0.7710394598998953,YES
0.7631241997439181,NO
0.6921196601094168,NO
0.7308811546967757,YES
1.0,NO
0.8469328366895591,YES
0.9249214294028634,NO
0.8363403561867071,NO
0.7199394715399837,NO
0.6907228494936561,NO
0.6824583866837387,NO
0.7474100803166105,YES
0.7065533698056106,NO
0.7465952741240833,YES
0.6932836689558841,NO
0.8497264579210801,YES
0.7981608660225817,NO
0.8302875101850774,NO
0.8647421720405075,NO
0.7802351297869864,NO
0.8913979746246071,YES
0.865789780002328,NO
0.8252822721452683,YES
0.7793039227098126,NO
0.7350715865440577,NO
0.8177162146432313,YES
0.9044348737050404,YES
0.8288906995693167,YES
0.7710394598998953,YES
0.7631241997439181,NO
0.6921196601094168,NO
0.7308811546967757,YES
1.0,NO
0.8469328366895591,YES
0.9249214294028634,NO
0.8363403561867071,NO
0.7199394715399837,NO
0.6907228494936561,NO
0.6824583866837387,NO
0.7474100803166105,YES
0.7065533698056106,NO
0.7465952741240833,YES
0.6932836689558841,NO
0.8497264579210801,YES
0.7981608660225817,NO
0.8302875101850774,NO
0.8647421720405075,NO
0.7802351297869864,NO
0.8913979746246071,YES
0.865789780002328,NO
0.8252822721452683,YES
0.5318356419508788,NO
0.5989989523920382,NO
0.4074030962635317,NO
0.26225119310906764,NO
0.5277616109882436,NO
0.7754626935164708,NO
0.6835059946455593,NO
0.3497846583634036,NO
0.4676987545105342,NO
0.3692236060994064,NO
0.6370620416715167,NO
0.5226399720637877,NO
0.557443836573158,YES
0.7314631591200093,YES
0.6341520195553486,YES
0.4269584448841812,NO
0.6893260388778955,NO
0.2876265859620533,NO
0.09055988825515074,NO
0.23256896752415315,NO
0.43999534396461415,NO
0.4498894191595856,NO
0.5286928180654172,NO
0.14608311023163775,NO
0.6769875451053429,NO
0.7183098591549296,NO
0.6476545221743686,NO
0.3490862530555232,NO
0.8809218950064022,YES
0.7560237457804679,YES
0.2752,NO
0.5155395181003376,NO
0.6783843557211034,NO
0.5030846234431382,NO
0.6846700034920266,YES
0.8064253288324992,YES
0.13642183680595973,NO
0.41683156791991616,NO
0.6232103363985566,NO
0.3826097078337796,NO
0.3519962751716913,NO
0.6328716098242346,NO
0.3795832848329648,NO
0.4533814456989873,YES
0.7500873006634851,NO
0.621813525782796,YES
0.14387149342335,NO
0.3735,YES
0.4032126644162496,NO
0.7662670236293796,NO
0.649167733674776,NO
0.2123152135956233,NO
0.8087533465254336,NO
0.43755092538703294,NO
0.5846816435804912,NO
0.18368059597252945,NO
0.7793039227098126,NO
0.7350715865440577,NO
0.8177162146432313,YES
0.9044348737050404,YES
0.8288906995693167,YES
0.7710394598998953,YES
0.7631241997439181,NO
0.6921196601094168,NO
0.7308811546967757,YES
1.0,NO
0.8469328366895591,YES
0.9249214294028634,NO
0.8363403561867071,NO
0.7199394715399837,NO
0.6907228494936561,NO
0.6824583866837387,NO
0.7474100803166105,YES
0.7065533698056106,NO
0.7465952741240833,YES
0.6932836689558841,NO
0.8497264579210801,YES
0.7981608660225817,NO
0.8302875101850774,NO
0.8647421720405075,NO
0.7802351297869864,NO
0.8913979746246071,YES
0.865789780002328,NO
0.8252822721452683,YES
0.8809218950064022,YES
0.7560237457804679,YES
0.3473,NO
0.5155395181003376,NO
0.6783843557211034,NO
0.5030846234431382,NO
0.6846700034920266,YES
0.8064253288324992,YES
0.13642183680595973,NO
0.41683156791991616,NO
0.6232103363985566,NO
0.3826097078337796,NO
0.3519962751716913,NO
0.6328716098242346,NO
0.3795832848329648,NO
0.4533814456989873,YES
0.7500873006634851,NO
0.621813525782796,YES
0.14387149342335,NO
0.3407,YES
0.4032126644162496,NO
0.7662670236293796,NO
0.649167733674776,NO
0.2123152135956233,NO
0.8087533465254336,NO
0.43755092538703294,NO
0.5846816435804912,NO
0.18368059597252945,NO
0.6494005354440694,NO
0.5981841461995112,NO
0.5404493074147363,NO
0.6391572575951576,NO
0.7095797928064252,NO
0.8432080083808637,NO
0.7720870678617158,NO
0.2201140728669538,NO
0.2877429868467001,NO
0.3705040158305203,YES
0.6423000814806192,NO
0.24781748341287396,YES
0.3991386334536142,NO
0.7379816086602259,NO
0.4498894191595856,NO
0.6744267256431149,NO
0.8883715516237924,NO
0.578512396694215,NO
0.40414387149342335,NO
0.2072,NO
0.6580142009079271,NO
0.5994645559306251,YES
0.8362239553020603,YES
0.5210103596787335,YES
0.5834012338493773,YES
0.747992084739844,NO
0.8340123384937727,YES
0.28099173553719003,NO
0.8809218950064022,YES
0.7560237457804679,YES
0.2823,NO
0.5155395181003376,NO
0.6783843557211034,NO
0.5030846234431382,NO
0.6846700034920266,YES
0.8064253288324992,YES
0.13642183680595973,NO
0.41683156791991616,NO
0.6232103363985566,NO
0.3826097078337796,NO
0.3519962751716913,NO
0.6328716098242346,NO
0.3795832848329648,NO
0.4533814456989873,YES
0.7500873006634851,NO
0.621813525782796,YES
0.14387149342335,NO
0.3577,YES
0.4032126644162496,NO
0.7662670236293796,NO
0.649167733674776,NO
0.2123152135956233,NO
0.8087533465254336,NO
0.43755092538703294,NO
0.5846816435804912,NO
0.18368059597252945,NO
0.6494005354440694,NO
0.5981841461995112,NO
0.5404493074147363,NO
0.6391572575951576,NO
0.7095797928064252,NO
0.8432080083808637,NO
0.7720870678617158,NO
0.2201140728669538,NO
0.2877429868467001,NO
0.3705040158305203,YES
0.6423000814806192,NO
0.2818,YES
0.3991386334536142,NO
0.7379816086602259,NO
0.4498894191595856,NO
0.6744267256431149,NO
0.8883715516237924,NO
0.578512396694215,NO
0.40414387149342335,NO
0.2286,NO
0.6580142009079271,NO
0.5994645559306251,YES
0.8362239553020603,YES
0.5210103596787335,YES
0.5834012338493773,YES
0.747992084739844,NO
0.8340123384937727,YES
0.28099173553719003,NO
