ALLTRACED_SUM_MULTI_VSM_SUM.csv,Associated
0.025067013455771118,NO
0.022001645478913985,NO
0.021112556065713,NO
0.005865336128878157,NO
0.018193157992515727,NO
0.005958226067570795,NO
0.013057671381936888,NO
0.025491653175508906,NO
0.01585763953395791,NO
0.5812123463998514,YES
0.5774303988959368,YES
0.5665357360864142,YES
0.5679025451843202,YES
0.0282385413625627,NO
0.5527614851774199,YES
0.011690862284030892,NO
0.011770482231481728,NO
0.008970514079460708,NO
0.14558507391385123,YES
0.7105947610074578,YES
0.6957854507816025,YES
0.14906181161920434,YES
0.010443483107301149,NO
0.006714615568353725,NO
0.1588417951644152,YES
0.03317497810451445,NO
0.145465643992675,YES
0.01806045808009767,NO
0.028583561134849653,NO
0.0328166883409857,NO
0.030215770057591764,NO
0.017980838132646833,NO
0.691990233286446,YES
0.017410228509249184,NO
0.6970062899758487,YES
0.017542928421667242,NO
0.6961039305714058,YES
0.02588975291276308,NO
0.027973141537726585,NO
0.028265081345046315,NO
0.0123941718198466,NO
0.1507869104806391,YES
0.013508851084158285,NO
0.14899546166299532,YES
0.017476578465458213,NO
0.00858568433344834,NO
0.0302953900050426,NO
0.02391252421773402,NO
0.01922821730937658,NO
0.025199713368189176,NO
0.02063483638100799,NO
0.01908224740571671,NO
0.02522625335067279,NO
0.555893203110486,YES
0.025836672947795854,NO
0.561970859099233,YES
0.0321266487964118,NO
0.025717243026619603,NO
0.02567743305289419,NO
0.005772446190185515,NO
0.012633031662199102,NO
0.006130735953714271,NO
0.013469041110432867,NO
0.028636641099816874,NO
0.011823562196448952,NO
0.5544335040738874,YES
0.5486743278749436,YES
0.5547254438812071,YES
0.5707423233100667,YES
0.030613869794845937,NO
0.5514875660182065,YES
0.01636189920114653,NO
0.011292762546776719,NO
0.016468059131080973,NO
0.02842432123994798,NO
0.024801613630935006,NO
0.017755248281536136,NO
0.026287852650017252,NO
0.016468059131080973,NO
0.011531622389129224,NO
0.02786698160779214,NO
0.5749887205074445,YES
0.029804400329095784,NO
0.5525358953263092,YES
0.01636189920114653,NO
0.008452984421030282,NO
0.007285225191751373,NO
0.025770322991586825,NO
0.016308819236179307,NO
0.020661376363491604,NO
0.03983651370790096,NO
0.0160699593938268,NO
0.03610764616895353,NO
0.5831364951299133,YES
0.5732370816635262,YES
0.5950662172562966,YES
0.553159584914674,YES
0.024310623954988193,NO
0.5649698771198811,YES
0.02160354574165981,NO
0.017795058255261554,NO
0.008904164123251679,NO
0.024615833753549723,NO
0.029777860346612173,NO
0.025863212930279468,NO
0.02289073489211497,NO
0.02104620610950397,NO
0.014676610313437193,NO
0.021935295522704956,NO
0.5769924891849572,YES
0.022957084848324,NO
0.5571405822872157,YES
0.028583561134849653,NO
0.025783592982828632,NO
0.025332413280607233,NO
0.0053079964967223114,NO
0.017476578465458213,NO
0.005533586347833011,NO
0.01471642028716261,NO
0.024071764112635688,NO
0.01727752859683113,NO
0.5830834151649461,YES
0.5758645399294037,YES
0.5666418960163486,YES
0.5649964171023648,YES
0.027973141537726585,NO
0.5560789829878713,YES
0.014198890628732187,NO
0.008346824491095837,NO
0.008174314604952361,NO
0.013031131399453279,NO
0.03699673558215452,NO
0.017635818360359882,NO
0.010045383370046977,NO
0.006727885559595531,NO
0.005759176198943708,NO
0.01755619841290905,NO
0.5878473420207544,YES
0.006754425542079142,NO
0.5606438599750525,YES
0.026805382308447676,NO
0.025876482921521275,NO
0.025836672947795854,NO
0.009965763422596141,NO
0.012433981793572016,NO
0.009634013641550997,NO
0.01163778231906367,NO
0.02128506595185647,NO
0.01884338756336421,NO
0.5742456009979034,YES
0.5733299716022188,YES
0.5711669630298044,YES
0.5461795695214842,YES
0.016945778815785986,NO
0.5444677406512912,YES
0.011836832187690757,NO
0.012885161495793412,NO
0.0046843069083574405,NO
0.9952095331617082,YES
0.15038881074338492,YES
0.14768173253005654,YES
0.9653785928501288,YES
0.028384511266222566,NO
0.01283208153082619,NO
0.9709387191804454,YES
0.011624512327821863,NO
0.9712439289790069,YES
0.012752461583375355,NO
0.026977892194591156,NO
0.018551447756044483,NO
0.018259507948724756,NO
0.010669072958411848,NO
0.144576554579474,YES
0.010310783194883091,NO
0.16283606252819874,YES
0.02695135221210754,NO
0.14892911170678627,YES
0.015565699726638179,NO
0.009315533851747658,NO
0.038841264364765524,NO
0.01462353034846997,NO
0.9727036280156056,YES
0.032086838822686384,NO
0.9552137795589055,YES
0.022572255102311634,NO
0.01922821730937658,NO
0.31180498420871045,YES
0.0273096419756363,NO
0.019068977414474907,NO
0.3192892592690889,YES
0.022943814857082197,NO
0.013256721250563977,NO
0.33639427797977656,YES
0.024045224130152077,NO
0.3222351973247698,YES
0.018976087475782267,NO
0.04201279227155711,NO
0.04120332280580695,NO
0.03383847766660474,NO
0.02139122588179092,NO
0.02776082167785769,NO
0.017250988614347516,NO
0.04744021868945567,NO
0.017954298150163223,NO
0.03369250776294488,NO
0.025120093420738343,NO
0.022373205233684548,NO
0.048687597866185414,NO
0.024138114068844717,NO
0.3144457124658298,YES
0.04327344143952865,NO
0.3022373205233685,YES
0.009288993869264047,NO
0.003529817670320338,NO
0.16424268159983016,YES
0.6992754584781974,YES
0.6918177234003027,YES
0.16076594389447704,YES
0.015061440059449562,NO
0.004989516706918974,NO
0.16854215876217524,YES
0.029592080469226893,NO
0.1660075904349903,YES
0.013230181268080364,NO
0.030083070145173706,NO
0.026048992807664748,NO
0.025876482921521275,NO
0.0047506568645664694,NO
0.6860187372276335,YES
0.00456487698718119,NO
0.6980280793014677,YES
0.014942010138273308,NO
0.6875845961941666,YES
0.030507709864911487,NO
0.02671249236975504,NO
0.037646965153003004,NO
0.01402638074258871,NO
0.16364553199394888,YES
0.02469545370100056,NO
0.1576740359351363,YES
0.02040924652989729,NO
0.02054194644231535,NO
0.31560020170386693,YES
0.022081265426364818,NO
0.020581756416040764,NO
0.31979351893627755,YES
0.02100639613577855,NO
0.019002627458265878,NO
0.32697258419809444,YES
0.019798826932774224,NO
0.32952042251652114,YES
0.01802064810637225,NO
0.028477401204915206,NO
0.01916186735316755,NO
0.01564531967408902,NO
0.022253775312508293,NO
0.02664614241354601,NO
0.020648106372249793,NO
0.0459008997054062,NO
0.010669072958411848,NO
0.03403752753523183,NO
0.028132381432628254,NO
0.022107805408848432,NO
0.05046577669258739,NO
0.027362721940603525,NO
0.3174447304864779,YES
0.04625918946893496,NO
0.3070808673266276,YES
0.004896626768226333,NO
0.001141219246795297,NO
0.1386183285119032,YES
0.6883011757212241,YES
0.6787998619920911,YES
0.1383794686695507,YES
0.0038615674513654817,NO
0.0,NO
0.147376522731495,YES
0.013986570768863293,NO
0.13715862947530458,YES
0.01188991215265798,NO
0.02139122588179092,NO
0.021696435680352455,NO
0.02238647522492635,NO
0.007086175323124288,NO
0.6841211284800554,YES
0.006847315480771783,NO
0.6825419995222803,YES
0.01657421906101542,NO
0.6782823323336608,YES
0.0006900395445739007,NO
0.008174314604952361,NO
0.007961994745083469,NO
0.0033440377929350577,NO
0.14031688739085432,YES
0.0037155975477056184,NO
0.13985243769739114,YES
0.43692773162769716,YES
0.40319541389102687,YES
0.04692268903102525,NO
0.019241487300618382,NO
0.01806045808009767,NO
0.01868414766846254,NO
0.4285676371453595,YES
0.44580535576846525,YES
0.017330608561798348,NO
0.008758194219591816,NO
0.018830117572122402,NO
0.007590434990312906,NO
0.026977892194591156,NO
0.019931526845192282,NO
0.017887948193954194,NO
0.4079991507205606,YES
0.011306032538018526,NO
0.42889938692640467,YES
0.0021497385811725367,NO
0.4364102019692667,YES
0.003702327556463813,NO
0.012234931924944929,NO
0.011000822739456993,NO
0.015406459831736514,NO
0.014530640409777331,NO
0.02758831179171422,NO
0.018604527721011704,NO
0.01191645213514159,NO
0.009833063510178083,NO
0.007616974972796517,NO
0.9683112609145679,YES
0.1467130231694047,YES
0.1420419862522891,YES
0.9696117200562648,YES
0.010217893256190451,NO
0.007683324929005546,NO
1.0000000000000002,YES
0.011146792643116856,NO
0.9776400647575574,YES
0.008851084158284455,NO
0.039066854215876225,NO
0.023474614506754428,NO
0.025558003131717934,NO
0.00984633350141989,NO
0.14635473340587596,YES
0.0089572440882189,NO
0.1712359669842618,YES
0.00959420366782558,NO
0.15752806603147645,YES
0.016653839008466256,NO
0.01119987260808408,NO
0.038814724382281916,NO
0.014318320549908437,NO
0.9669577218079036,YES
0.03348018790307599,NO
0.9757822659837045,YES
0.014331590541150244,NO
0.004989516706918974,NO
0.984354680325911,YES
0.16077921388571886,YES
0.15803232569866504,YES
0.9603359961782425,YES
0.027787361660341306,NO
0.014159080655006769,NO
0.9678733512035882,YES
0.023726744340348736,NO
0.9663738421932643,YES
0.013137291329387723,NO
0.0289153109158948,NO
0.02209453541760663,NO
0.021842405584012316,NO
0.011279492555534914,NO
0.15156983996390563,YES
0.010403673133575733,NO
0.16148252342153457,YES
0.02481488362217681,NO
0.15228641949096314,YES
0.02701770216831657,NO
0.023195944690676505,NO
0.0385625945486876,NO
0.01624246927997028,NO
0.9679264311685555,YES
0.02976459035537037,NO
0.9559568990684467,YES
0.016507869104806394,NO
0.013283261233047586,NO
0.9973990817166061,YES
0.15293664906181165,YES
0.15788635579500518,YES
0.9713500889089414,YES
0.028822420977202154,NO
0.020223466652512012,NO
0.9723453382520768,YES
0.013323071206773006,NO
0.9793651636189922,YES
0.012261471907428542,NO
0.018378937869901007,NO
0.010138273308739617,NO
0.00704636534939887,NO
0.025690703044135992,NO
0.15371957854507817,YES
0.024907773560869453,NO
0.17680936330582026,YES
0.022227235330024686,NO
0.1647602112582606,YES
0.021975105496430374,NO
0.015963799463892352,NO
0.04672363916239816,NO
0.02145757583799995,NO
0.9734069375514213,YES
0.04194644231534808,NO
0.9618355051885666,YES
0.008107964648743332,NO
0.008413174447304866,NO
0.9686562806868548,YES
0.14587701372117096,YES
0.14022399745216169,YES
0.9666259720268585,YES
0.007510815042862072,NO
0.006077655988747047,NO
0.9969877119881102,YES
0.012009342073834231,NO
0.9754239762201758,YES
0.010377133151092122,NO
0.03663844581862576,NO
0.015459539796703736,NO
0.018564717747286286,NO
0.012593221688473686,NO
0.1450808142466626,YES
0.012181851959977707,NO
0.17208524642373738,YES
0.007179065261816928,NO
0.15989012447251788,YES
0.01564531967408902,NO
0.009488043737891133,NO
0.04030096340136416,NO
0.013230181268080364,NO
0.9676743013349611,YES
0.030136150110140928,NO
0.9841689004485258,YES
0.013973300777621487,NO
0.010708882932137264,NO
0.1450410042729372,YES
0.7095198917168716,YES
0.6973778497306192,YES
0.15186177977122536,YES
0.011173332625600468,NO
0.006051116006263436,NO
0.15843042543591923,YES
0.024854693595902227,NO
0.14634146341463417,YES
0.01751638843918363,NO
0.03171527906791582,NO
0.034939886939674626,NO
0.03217972876137903,NO
0.02123198598688925,NO
0.6922689031025241,YES
0.02056848642479896,NO
0.6986252289073489,YES
0.01871068765094615,NO
0.6974043897131028,YES
0.014703150295920807,NO
0.020104036731335758,NO
0.020077496748852147,NO
0.012208391942461318,NO
0.15156983996390563,YES
0.014437750471084688,NO
0.14741633270522042,YES
0.014636800339711778,NO
0.012367631837362988,NO
0.16510523103054753,YES
0.705791024177924,YES
0.7102895512088963,YES
0.16580854056636327,YES
0.011717402266514505,NO
0.009209373921813212,NO
0.17010801772870832,YES
0.02306324477825845,NO
0.17172695666020862,YES
0.016507869104806394,NO
0.017914488176437805,NO
0.012447251784813823,NO
0.00801507471005069,NO
0.022917274874598582,NO
0.7011730672257758,YES
0.022213965338782875,NO
0.7382096127816556,YES
0.01053637304599379,NO
0.7231614427134478,YES
0.020953316170811326,NO
0.01808699806258128,NO
0.03831046471509329,NO
0.016587489052257227,NO
0.1642957615647974,YES
0.02919398073197272,NO
0.1625175827383954,YES
0.01050983306351018,NO
0.00392791740757451,NO
0.017025398763236818,NO
0.02667268239602962,NO
0.007670054937763741,NO
0.011398922476711164,NO
0.011478542424162,NO
0.004471987048488548,NO
0.03309535815706362,NO
0.015831099551474295,NO
0.009116483983120571,NO
0.012659571644682715,NO
0.3201650786910481,YES
0.30879269619682054,YES
0.3163565912046499,YES
0.008864354149526263,NO
0.008134504631226943,NO
0.00927572387802224,NO
0.005745906207701903,NO
0.019281297274343797,NO
0.008917434114493484,NO
0.004843546803259111,NO
0.00858568433344834,NO
0.012155311977494096,NO
0.005878606120119961,NO
0.021059476100745777,NO
0.005878606120119961,NO
0.0266328724223042,NO
0.4132407972610738,YES
0.4351495528012952,YES
0.03521855675575255,NO
0.02063483638100799,NO
0.009501313729132939,NO
0.0069667454019480355,NO
0.44045754929801745,YES
0.41337349717349187,YES
0.011544892380371029,NO
0.018856657554606016,NO
0.005772446190185515,NO
0.022373205233684548,NO
0.020740996310942436,NO
0.01865760768597893,NO
0.019427267178003665,NO
0.4376045011810293,YES
0.006621725629661086,NO
0.4208843122163539,YES
0.0031582579155497756,NO
0.44636269540062107,YES
0.010337323177366704,NO
0.014132540672523158,NO
0.004246397197377849,NO
0.01666710899970806,NO
0.011279492555534914,NO
0.017370418535523766,NO
0.00959420366782558,NO
0.010562913028477401,NO
0.004219857214894238,NO
0.00043790971097959095,NO
0.14736325274025322,YES
0.7004962976724436,YES
0.7004034077337509,YES
0.14857082194325752,YES
0.0053079964967223114,NO
0.000544069640914037,NO
0.15792616576873061,YES
0.013415961145465644,NO
0.14983147111122908,YES
0.01191645213514159,NO
0.02493431354335306,NO
0.02160354574165981,NO
0.022651875049762467,NO
0.001406619071631413,NO
0.6903712943549458,YES
0.0013269991241805783,NO
0.7091217919796173,YES
0.01248706175853924,NO
0.6997133681891771,YES
0.004352557127312296,NO
0.003835027468881871,NO
0.014995090103240533,NO
0.0036492475914965895,NO
0.1494333713739749,YES
0.009421693781682105,NO
0.1462485734759415,YES
0.4426869078266409,YES
0.4003025558003132,YES
0.04478622044109452,NO
0.019334377239311022,NO
0.010722152923379072,NO
0.01289843148703522,NO
0.42678945831895754,YES
0.45232092146819186,YES
0.013442501127949256,NO
0.012195121951219513,NO
0.01157143236285464,NO
0.012739191592133551,NO
0.0218025956102869,NO
0.01691923883330237,NO
0.016215929297486664,NO
0.4119005281456514,YES
0.008864354149526263,NO
0.4398205897184108,YES
0.0026407282571193507,NO
0.44201013827330876,YES
0.003835027468881871,NO
0.006940205419464423,NO
0.008784734202075426,NO
0.01549934977042915,NO
0.00833355449985403,NO
0.024177924042570135,NO
0.013668090979059954,NO
0.009488043737891133,NO
0.015127790015658591,NO
0.007444465086653043,NO
0.011850102178932561,NO
0.027468881870537965,NO
0.011186602616842274,NO
0.014968550120756922,NO
0.00927572387802224,NO
0.010231163247432258,NO
0.02419119403381194,NO
0.5576183019719207,YES
0.00991268345762892,NO
0.555548183338199,YES
0.030680219751054966,NO
0.03359961782425224,NO
0.03192759892778471,NO
0.017463308474216406,NO
0.011743942248998116,NO
0.020701186337217018,NO
0.01638843918363014,NO
0.026194962711324613,NO
0.018856657554606016,NO
0.54578146978423,YES
0.5470686589346851,YES
0.5504790466838293,YES
0.5550704636534941,YES
0.0169855887895114,NO
0.542371082035086,YES
0.014490830436051913,NO
0.444730486477879,YES
0.4032750338384777,YES
0.036160726133920754,NO
0.019719206985323392,NO
0.007325035165476791,NO
0.007696594920247353,NO
0.4187213036439396,YES
0.4565009687093607,YES
0.011266222564293108,NO
0.01301786140821147,NO
0.007258685209267762,NO
0.013230181268080364,NO
0.02079407627590966,NO
0.018232967966241142,NO
0.01811353804506489,NO
0.4135327370683936,YES
0.0057060962339764865,NO
0.4471058149101622,YES
0.003065367976857135,NO
0.44426603678441573,YES
0.0069269354282226175,NO
0.0050293266806443904,NO
0.004763926855808275,NO
0.0156055097003636,NO
0.00773640489397277,NO
0.017635818360359882,NO
0.009368613816714881,NO
0.008904164123251679,NO
0.017569468404150853,NO
0.006834045489529978,NO
0.018392207861142814,NO
0.022293585286233715,NO
0.012301281881153958,NO
0.019201677326892964,NO
0.018989357467024074,NO
0.01326999124180578,NO
0.02196183550518857,NO
0.5534780647044774,YES
0.01648132912232278,NO
0.566894025849943,YES
0.031051779505825525,NO
0.030348469970009822,NO
0.027575041800472412,NO
0.009408423790440297,NO
0.011597972345338253,NO
0.010138273308739617,NO
0.009514583720374746,NO
0.029034740837071048,NO
0.009368613816714881,NO
0.5423976220175695,YES
0.5434326813344305,YES
0.5459141696966481,YES
0.5657395366119059,YES
0.024403513893680832,NO
0.5447729504498527,YES
0.012659571644682715,NO
