UPPERTRACED_RFNONE_MULTI_VSM_SUM.csv,Associated
0.5970654627539503,YES
0.22686230248307,NO
0.4618671396323767,YES
0.4191389874234118,NO
0.7796678490809418,NO
0.8574653337633021,NO
0.5815865849725895,NO
0.27749113189293784,NO
0.45412770074169617,YES
0.26725249919380845,NO
0.4199451789745243,YES
0.2554821025475653,NO
0.33545630441792973,YES
0.35561109319574336,NO
0.3257013866494679,NO
0.4728313447275073,NO
0.28539180909384076,NO
0.6319735569171235,YES
0.4156723637536278,NO
0.3644792002579813,YES
0.4304256691389875,NO
0.18437600773943894,NO
0.3252982908739116,YES
0.18510158013544017,NO
0.12697516930022573,NO
0.36270557884553367,YES
0.23113511770396647,NO
0.22871654305062886,NO
0.6439858110287005,YES
0.1652692679780716,NO
0.48540793292486295,YES
0.18284424379232508,NO
1.0,NO
0.9870203160270881,NO
0.3295711060948081,NO
0.11689777491131895,NO
0.44582392776523705,NO
0.1159303450499839,NO
0.2832150919058368,NO
0.1443889068042567,NO
0.19969364721057725,NO
0.1879232505643341,NO
0.7516930022573364,NO
0.33110287004192196,NO
0.1819574330861013,NO
0.3332795872299259,YES
0.29014833924540473,NO
0.25910996452757173,YES
0.18042566913898744,NO
0.2663656884875847,NO
0.7590293453724606,YES
0.5348274750080619,YES
0.3685907771686553,YES
0.39930667526604324,YES
0.22355691712350856,NO
0.1381812318606901,NO
0.8093356981618833,YES
0.28764914543695586,NO
0.8423089326023864,YES
0.47847468558529516,NO
0.3873750403095775,NO
0.41930022573363435,NO
0.3940664301838117,NO
0.43502096098032894,NO
0.3252982908739116,YES
0.1597871654305063,NO
0.5191873589164786,YES
0.16639793614962917,NO
0.46380199935504673,YES
0.285149951628507,NO
0.7619316349564658,NO
0.9573524669461465,NO
0.5155594969364722,NO
0.4087391164140599,YES
0.8867300870686877,NO
0.26765559496936475,YES
0.15930345049983877,NO
0.11173814898419865,NO
0.37254111576910676,YES
0.5564334085778782,NO
0.12004192196065785,NO
0.3577071912286359,YES
0.13068365043534344,NO
0.33618187681393097,NO
0.46581747823282815,YES
0.10722347629796841,NO
0.4248629474363108,YES
0.45114479200257984,NO
0.651725249919381,NO
0.13560141889712998,NO
0.323847146081909,NO
0.17050951306030313,NO
0.17300870686875203,NO
0.2413737504030958,NO
0.8220735246694616,NO
0.05175749758142535,NO
0.1937278297323444,NO
0.23847146081909062,NO
0.19380844888745563,NO
0.6805062882940988,NO
0.15317639471138345,NO
0.3434376007739439,YES
0.6630119316349565,NO
0.2885359561431796,YES
0.15374072879716222,NO
0.2518542405675589,NO
0.6033537568526283,YES
0.4681554337310545,YES
0.28950338600451464,YES
0.263302160593357,YES
0.1555143502096098,NO
0.10786842953885845,NO
0.6807481457594324,YES
0.1928410190261206,NO
0.6670428893905193,YES
0.47033215091905844,NO
0.33456949371170597,NO
0.3928571428571429,NO
0.3728635923895518,NO
0.4492099322799098,NO
0.31376975169300225,YES
0.17365366010964206,NO
0.4251048049016447,YES
0.17631409222831343,NO
0.40728797162205743,YES
0.10399871009351824,NO
0.6493066752660432,NO
0.7770074169622703,NO
0.4506610770719124,NO
0.26701064172847466,YES
0.7592712028377943,NO
0.15938406965495003,YES
0.5049983876168977,YES
0.3081264108352144,YES
0.45743308610125766,NO
0.2811996130280555,NO
0.5723153821347953,NO
0.3342470170912609,NO
0.5428893905191874,YES
0.34932279909706554,YES
0.5840051596259271,NO
0.4432441148016769,NO
0.13358594001934862,NO
0.5570783618187682,NO
0.513624637213802,NO
0.31763947113834257,NO
0.09561431796194776,NO
0.15188648822960338,YES
0.41035149951628513,NO
0.32723315059658176,YES
0.0,NO
0.4212350854563044,YES
0.24322799097065465,NO
0.18219929055143502,NO
0.23113511770396647,NO
0.4594485649790391,NO
0.3735085456304418,NO
0.33190906159303446,NO
0.4869396968719768,NO
0.2689455014511448,NO
0.42558851983231216,NO
0.3556917123508546,NO
0.5569171235085457,YES
0.3945501451144793,YES
0.18881006127055788,YES
0.43582715253144144,YES
0.46823605288616577,NO
0.39640438568203806,NO
0.7736214124475976,YES
0.22396001289906478,NO
0.5007255723960014,YES
0.39543695582070293,NO
0.8531118993872945,NO
0.8873750403095776,NO
0.6259271202837795,NO
0.27249274427604,NO
0.4649306675266044,YES
0.2590293453724605,NO
0.47097710415994853,YES
0.1500322476620445,NO
0.38769751693002263,YES
0.3622218639148662,NO
0.337149306675266,NO
0.4726701064172848,NO
0.28353756852628187,NO
0.5970654627539503,YES
0.42413737504030957,NO
0.4894388906804257,YES
0.45291841341502737,NO
0.33972911963882624,NO
0.6543856820380523,YES
0.480006449532409,YES
0.2859561431796195,YES
0.37947436310867466,YES
0.5749758142534668,NO
0.4357465333763302,NO
0.5784424379232507,YES
0.300386971944534,NO
0.4322799097065463,YES
0.4214769429216382,NO
0.7914382457271849,NO
0.878990648178007,NO
0.6033537568526283,NO
0.2811996130280555,NO
0.49661399548532736,YES
0.2678168332795873,NO
0.41172202515317635,YES
0.24250241857465335,NO
0.35585295066107714,YES
0.42518542405675586,NO
0.4100290228958401,NO
0.47113834247017095,NO
0.29522734601741374,NO
0.602950661077072,YES
0.40156401160915833,NO
0.3689938729442116,YES
0.4661399548532731,NO
0.39011609158336025,NO
0.7336343115124153,YES
0.43236052886165754,YES
0.2850693324733957,YES
0.44638826185101577,YES
0.5812641083521445,NO
0.47258948726217354,NO
0.6056110931957434,YES
0.23718155433731056,NO
0.5112060625604644,YES
0.4161560786842954,NO
0.7274266365688489,NO
0.8063527894227669,NO
0.5134633989035795,NO
0.3687520154788778,NO
0.5096742986133506,YES
0.3559335698161884,NO
0.5048371493066753,YES
0.22678168332795876,NO
0.4316349564656563,YES
0.3945501451144793,NO
0.3660915833602064,NO
0.5207191228635923,NO
0.3269106739761367,NO
0.6362463721380199,YES
0.47557239600129,NO
0.4047081586584973,YES
0.4151080296678491,NO
0.36052886165752984,NO
0.5590132215414383,YES
0.38947113834247016,YES
0.17776523702031602,YES
0.41768784263140923,YES
0.45178974524346993,NO
0.38664946791357635,NO
0.7553208642373429,YES
0.22920025798129637,NO
0.48726217349242185,YES
0.4047081586584973,NO
0.838358594001935,NO
0.83868107062238,NO
0.5834408255401484,NO
0.2891809093840697,NO
0.4571912286359239,YES
0.2786198000644954,NO
0.4761367300870687,YES
0.1353595614317962,NO
0.4020477265398258,YES
0.3560948081264108,NO
0.3267494356659142,NO
0.48169945178974527,NO
0.276926797807159,NO
0.6014188971299581,YES
0.4038213479522734,NO
0.5403901967107385,YES
0.20888423089326028,NO
0.3099806514027733,NO
0.6423734279264753,YES
0.5970654627539503,YES
0.40237020316027095,YES
0.34521122218639144,YES
0.199935504675911,NO
0.14463076426959046,NO
0.7479039019671074,YES
0.25886810706223795,NO
0.7228313447275074,YES
0.5045146726862303,NO
0.39729119638826194,NO
0.4733150596581748,NO
0.43236052886165754,NO
0.535149951628507,NO
0.3632699129313125,YES
0.25701386649467917,NO
0.5228152208964851,YES
0.1892937762012254,NO
0.5234601741373751,YES
0.1891325378910029,NO
0.721783295711061,NO
0.8506127055788455,NO
0.5045146726862303,NO
0.33537568526281847,YES
0.8244114801676878,NO
0.20533698806836506,YES
0.212915188648823,NO
0.3200580457916802,NO
0.7642695904546921,YES
0.5744114801676878,YES
0.4808126410835215,YES
0.4299419542083198,YES
0.20324089003547244,NO
0.16381812318606903,NO
0.8188487584650114,YES
0.24798452112221867,NO
0.8770557884553372,YES
0.498387616897775,NO
0.3134472750725573,NO
0.33666559174459854,NO
0.2855530474040632,NO
0.5453885843276363,NO
0.4173653660109643,YES
0.26701064172847466,NO
0.763302160593357,YES
0.13963237665269268,NO
0.6799419542083199,YES
0.22710415994840372,NO
0.7095291841341503,NO
0.9613834247017093,NO
0.5311189938729444,NO
0.4126894550145115,YES
0.9140599806514029,NO
0.2970815865849725,YES
0.20396646243147373,NO
0.2526604321186714,NO
0.16293131247984521,NO
0.17316994517897452,NO
0.11415672363753629,NO
0.21742986133505324,NO
0.1372944211544663,NO
0.024857572825970113,NO
0.2686230248306998,NO
0.0992421799419542,NO
0.13100612705578846,NO
0.10415994840374074,NO
0.36802644308287646,YES
0.5166075459529185,YES
0.33682683005482106,YES
0.08916478555304741,NO
0.06860690099967753,NO
0.04329248629474362,NO
0.05409545307965173,NO
0.16051273782650757,NO
0.1620445017736214,NO
0.01636568848758465,NO
0.04716220574008384,NO
0.21396323766526926,NO
0.054901644630764274,NO
0.21162528216704288,NO
0.3290067720090294,NO
0.7453240890035473,NO
0.36109319574330856,YES
0.5022573363431152,YES
0.3863269912931312,NO
0.28966462431473716,NO
0.5203160270880361,NO
0.2630603031280232,NO
0.6151241534988713,YES
0.1522895840051596,YES
0.5488552079974203,NO
0.5045952918413416,NO
0.054256691389874226,NO
0.6468881006127056,NO
0.4757336343115124,NO
0.30990003224766205,NO
0.1049661399548533,NO
0.33174782328281205,YES
0.3818929377620123,NO
0.2785391809093841,YES
0.006127055788455335,NO
0.48169945178974527,YES
0.28353756852628187,NO
0.1937278297323444,NO
0.19009996775233795,NO
0.4671073847146081,NO
0.35375685262818446,NO
0.2698323121573686,NO
0.432199290551435,NO
0.26072234762979685,NO
0.14962915188648823,NO
0.24758142534666236,NO
0.6564817800709448,YES
0.5422444372782974,YES
0.42075137052563694,YES
0.32521767171880045,YES
0.16430183811673654,NO
0.11117381489841985,NO
0.7448403740728797,YES
0.18937439535633668,NO
0.7440341825217673,YES
0.47049338922928097,NO
0.3560948081264108,NO
0.3922928087713642,NO
0.3744759754917768,NO
0.4147049338922928,NO
0.35174137375040315,YES
0.14011609158336022,NO
0.5865849725894874,YES
0.1514833924540471,NO
0.5374879071267333,YES
0.12624959690422446,NO
0.6229442115446631,NO
0.8197355691712351,NO
0.45251531763947117,NO
0.3223960012899064,YES
0.7939374395356338,NO
0.1982425024185747,YES
0.5399871009351822,YES
0.2905514350209609,YES
0.4444534021283457,NO
0.28176394711383423,NO
0.5277329893582715,NO
0.29909706546275394,NO
0.5320864237342794,YES
0.38890680425669133,YES
0.5603837471783296,NO
0.4641244759754918,NO
0.08948726217349241,NO
0.5883585940019349,NO
0.48218316672041284,NO
0.2993389229280877,NO
0.0854563044179297,NO
0.1755885198323122,YES
0.3955175749758142,NO
0.39358271525314414,YES
0.0029829087391164133,NO
0.45525636891325383,YES
0.2440341825217672,NO
0.1500322476620445,NO
0.21767171880038697,NO
0.4600128990648178,NO
0.3358594001934859,NO
0.3111899387294421,NO
0.4569493711705901,NO
0.25419219606578525,NO
0.25620767494356655,NO
0.1934053531118994,NO
0.14761367300870687,NO
0.5004837149306676,NO
0.18389229280877137,NO
0.3277974846823605,NO
0.3012737826507579,NO
0.613431151241535,NO
0.2548371493066752,NO
0.5045952918413416,YES
0.05522412125120929,NO
0.3549661399548534,YES
0.38294098677845856,NO
0.4248629474363108,NO
0.18090938406965495,NO
0.2542728152208965,NO
0.5016930022573365,NO
0.30619155111254437,NO
0.3283618187681393,NO
0.42824895195098345,NO
0.37560464366333446,NO
0.27950661077071914,YES
0.44050306352789426,YES
0.30804579168010326,YES
0.29563044179297004,YES
0.24330861012576585,NO
0.44421154466301194,YES
0.3893905191873589,NO
0.5524024508223154,YES
0.308610125765882,YES
0.3920509513060303,NO
0.2841019026120607,NO
0.5070944856497904,NO
0.26749435665914223,NO
0.4830699774266366,YES
0.4143018381167366,YES
0.5471622057400839,NO
0.4691228635923895,NO
0.06328603676233474,NO
0.5913415027410514,NO
0.47605611093195743,NO
0.3073202192841019,NO
0.0969848435988391,NO
0.18550467591099645,YES
0.3763302160593357,NO
0.43784263140922275,YES
0.0055627217026765555,NO
0.4689616252821671,YES
0.2628184456626894,NO
0.13842308932602385,NO
0.1932441148016769,NO
0.46065785230570777,NO
0.3322315382134795,NO
0.2714446952595937,NO
0.4308287649145437,NO
0.25064495324089,NO
0.2710415994840374,NO
0.18969687197678173,NO
0.18735891647855532,NO
0.46904224443727827,NO
0.19066430183811675,NO
0.3535149951628507,NO
0.36028700419219606,NO
0.6318929377620123,NO
0.24129313124798454,NO
0.4794421154466302,YES
0.09513060303128025,NO
0.4238955175749759,YES
0.38519832312157376,NO
0.4051112544340535,NO
0.15446630119316349,NO
0.20533698806836506,NO
0.5008061915511126,NO
0.24201870364398578,NO
0.28660109642050957,NO
0.445501451144792,NO
0.3179619477587875,NO
0.2589487262173492,YES
0.4184134150274106,YES
0.28031280232183176,YES
0.3604482425024186,YES
0.2883747178329572,NO
0.458803611738149,YES
0.37826507578200586,NO
