LOWERTRACED_RFSMOTE_RAW_LSA_SUM.csv,Associated
0.15934647440137586,NO
0.1150284429157296,NO
0.6894430480222251,NO
0.31829607090885037,NO
0.298782907792036,NO
0.6808440269876967,NO
0.1755523217356793,NO
0.14380209022357454,NO
0.676081492260881,NO
0.34058737928297395,YES
0.6811747585659478,NO
0.24163249107024742,YES
0.1403624818097632,NO
0.12640560920756713,NO
0.1241566344754597,NO
0.09710279137452044,NO
0.256978436301098,NO
0.09822727874057414,NO
0.24322000264585264,NO
0.1906336817039291,NO
0.25598624156634475,NO
0.3709485381664241,YES
0.33496494245270536,YES
0.28899325307580365,YES
0.2807911099351766,YES
0.7061780658817304,NO
0.23634078581822993,YES
0.6375181902368038,NO
0.09902103452837677,NO
0.09816113242492391,NO
0.6581558407196719,NO
0.31459187723243814,NO
0.2180844026987697,NO
0.6432729196983729,NO
0.09095118401905013,NO
0.08612250297658419,NO
0.6807117343563963,NO
0.3814658023548088,YES
0.6268686334171186,NO
0.24586585527186133,YES
0.13149887551263395,NO
0.12686863341711868,NO
0.126670194470168,NO
0.10709088503770339,NO
0.1921550469638841,NO
0.10543722714644793,NO
0.188186268024871,NO
0.16351369228733958,NO
0.22410371742293955,NO
0.31366582881333505,YES
0.30910173303347,YES
0.2983198835824844,YES
0.17376637121312344,YES
0.6776690038364863,NO
0.16523349649424526,YES
0.6522026723111523,NO
0.15471623230586057,NO
0.11383780923402567,NO
0.9237332980552982,YES
0.582153724037571,YES
0.5686598756449266,YES
0.7750363804736077,YES
0.23197512898531553,NO
0.1544516470432597,NO
0.802751686731049,YES
0.10874454292895885,NO
0.8042730519910042,YES
0.11436697975922741,NO
0.1323587776160868,NO
0.09035586717819817,NO
0.08890064823389336,NO
0.14366979759227413,NO
0.5531816377827754,YES
0.14188384706971824,NO
0.6441989681174758,YES
0.22483132689509194,NO
0.574877629316047,YES
0.1283899986770737,NO
0.09723508400582087,NO
0.24441063632755655,NO
0.12369361026590818,NO
0.8115491467125281,YES
0.21074216166159546,NO
0.7243683026855404,YES
0.26914935838073817,NO
0.2524804868368832,NO
0.8774308771001454,YES
0.1472416986373859,NO
0.10616483661860032,NO
0.9147373991268686,YES
0.27100145521894425,NO
0.22271464479428496,NO
1.0,YES
0.11774044185738854,NO
0.929421881201217,YES
0.09247254927900514,NO
0.20730255324778413,NO
0.20326762799312076,NO
0.16655642280724964,NO
0.26326233628786877,NO
0.1494906733694933,NO
0.24262468580500068,NO
0.24758565947876704,NO
0.2461304405344622,NO
0.1790580764651409,NO
0.12309829342505622,NO
0.10940600608546103,NO
0.2405741500198439,NO
0.11820346606694006,NO
0.8905939939145389,YES
0.21358645323455483,NO
0.829739383516338,YES
0.10371742293954227,NO
0.07500992194734754,NO
0.7702738457467919,YES
0.21590157428231246,YES
0.1787273448868898,YES
0.7529435110464346,YES
0.1324910702473872,NO
0.08228601666887153,NO
0.7917052520174626,YES
0.4165894959650748,NO
0.779071305728271,YES
0.3350310887683556,NO
0.14783701547823785,NO
0.1277285355205715,NO
0.12686863341711868,NO
0.0810953829871676,NO
0.1498214049477444,YES
0.08016933456806455,NO
0.20968382061119198,YES
0.13189575340653525,NO
0.15762667019447016,YES
0.42115359174493977,NO
0.40223574546897733,NO
0.45674030956475725,NO
0.3389998677073687,NO
0.7672972615425321,YES
0.3921815054901442,NO
0.737531419499934,YES
0.24513824579970894,NO
0.24579970895621112,NO
0.5788464082550602,YES
0.10795078714115623,NO
0.10047625347268156,NO
0.5997486440005291,YES
0.24811483000396878,NO
0.23812673634078582,NO
0.6355338007672973,YES
0.11641751554438416,NO
0.6482338933721391,YES
0.10755390924725493,NO
0.1530625744146051,NO
0.10662786082815186,NO
0.08909908718084401,NO
0.25433258367508926,NO
0.13070511972483134,NO
0.24632887948141285,NO
0.22668342373329806,NO
0.19658685011244875,NO
0.1675486175420029,NO
0.15795740177272127,NO
0.12792697446752216,NO
0.26928165101203866,NO
0.1541209154650086,NO
0.5880407461304406,YES
0.24831326895091943,NO
0.5363804736076201,YES
0.2207302553247784,NO
0.20201084799576666,NO
0.3515015213652599,YES
0.2207302553247784,YES
0.17336949331922213,YES
0.350310887683556,YES
0.21557084270406138,NO
0.19632226484984783,NO
0.39515808969440397,YES
0.1668210080698505,NO
0.34422542664373595,YES
0.15636989019711603,NO
0.10451117872734489,NO
0.1060325439872999,NO
0.10947215240111124,NO
0.2316443974070644,NO
0.19989416589495967,YES
0.2304537637253605,NO
0.19202275433258367,YES
0.2789390130969705,NO
0.1707897870088636,YES
0.10054239978833177,NO
0.1378489218150549,NO
0.13679058076465142,NO
0.11377166291837544,NO
0.3599682497684879,YES
0.11562375975658154,NO
0.35765312872073024,YES
0.7801296467786745,YES
0.6119857123958196,YES
0.6815716364598492,NO
0.29223442254266435,NO
0.2863474004497949,NO
0.5408122767561847,NO
0.7384574679190369,YES
0.8243815319486705,YES
0.5340653525598624,NO
0.08784230718348988,NO
0.5415398862283372,NO
0.08202143140627068,NO
0.18527583013626142,NO
0.1501521365259955,NO
0.1399656039158619,NO
0.6359306786611986,YES
0.25267892578383383,NO
0.7401111258102923,YES
0.20703796798518323,NO
0.7775499404683158,YES
0.21477708691625877,NO
0.10517264188384705,NO
0.09902103452837677,NO
0.12098161132424924,NO
0.11661595449133484,NO
0.5851964545574811,NO
0.13692287339595186,NO
0.5070776557745734,NO
0.19241963222648498,NO
0.18137319751289854,NO
0.8094986109273714,YES
0.25955814261145654,YES
0.23627463950257968,YES
0.8159809498610927,YES
0.19433787538034134,NO
0.18170392909114963,NO
0.9674560127000926,YES
0.7016801164175154,NO
0.8559994708294749,YES
0.6902368038100277,NO
0.19261807117343566,NO
0.11489615028442915,NO
0.12528112184151344,NO
0.1924857785421352,NO
0.2577721920889006,YES
0.18805397539357058,NO
0.38179653393305996,YES
0.1912289985447811,NO
0.31346738986638445,YES
0.7291308374123561,NO
0.7019447016801165,NO
0.8395951845482206,NO
0.7174890858579176,NO
0.802751686731049,YES
0.8130043656568329,NO
0.8467389866384442,YES
0.06932133880142875,NO
0.022754332583675083,NO
0.896084138113507,YES
0.30982934250562244,YES
0.29613705516602723,YES
0.7763593067866119,YES
0.13639370287075012,NO
0.06846143669797593,NO
0.8139304140759359,YES
0.11615293028178329,NO
0.8064558804074613,YES
0.06336817039290911,NO
0.14201613970101867,NO
0.10801693345680645,NO
0.1067601534594523,NO
0.054107686201878544,NO
0.26392379944437094,YES
0.049742029368964144,NO
0.313335097235084,YES
0.1215769281651012,NO
0.26749570048948274,YES
0.13255721656303746,NO
0.11350707765577456,NO
0.19010451117872734,NO
0.07884640825506019,NO
0.8141949993385368,YES
0.14624950390263264,NO
0.7545310226220399,YES
0.2653790183886758,NO
0.24930546368567275,NO
0.8420425982272788,YES
0.13182960709088504,YES
0.15650218282841646,YES
0.7121973806059003,YES
0.3267627993120783,NO
0.2838999867707369,NO
0.7171583542796666,YES
0.06429421881201217,NO
0.7521497552586321,YES
0.059002513559994696,NO
0.08949596507474532,NO
0.04841910305595978,NO
0.033007011509458915,NO
0.31115226881862684,NO
0.13573223971424792,YES
0.30724963619526396,NO
0.25082682894562774,YES
0.29388808043391984,NO
0.19076597433522954,YES
0.10742161661595448,NO
0.0774573356264056,NO
0.2307844953036116,NO
0.10484191030559598,NO
0.7224500595316841,YES
0.206971821669533,NO
0.6647704722846938,YES
0.2235084005820876,NO
0.2250297658420426,NO
0.42756978436301096,YES
0.12971292499007805,YES
0.10153459452308507,YES
0.4174493980685275,YES
0.2205318163778278,NO
0.21338801428760418,NO
0.568792168276227,YES
0.05774573356264055,NO
0.46130440534462225,YES
0.049609736737663716,NO
0.1805132954094457,NO
0.07494377563169731,NO
0.09042201349384839,NO
0.2458658552718614,NO
0.12574414605106496,YES
0.2438153194867046,NO
0.26035189839925915,YES
0.21887815848657233,NO
0.19956343431670856,YES
0.07586982405080037,NO
0.04517793358909908,NO
0.19876967852890595,NO
0.06383119460246063,NO
0.42267495700489477,YES
0.14810160074083875,NO
0.5048948273581161,YES
0.4181108612250298,NO
0.4018388675750761,NO
0.6944040216959915,YES
0.24050800370419367,YES
0.17998412488424395,YES
0.7284032279402036,YES
0.4041539886228337,NO
0.37862151078184947,NO
0.7611456541870617,YES
0.25406799841248845,NO
0.7008863606297129,YES
0.2174890858579177,NO
0.1758169069982802,NO
0.19189046170128327,NO
0.17813202804603784,NO
0.45429289588569916,NO
0.15451779335890992,YES
0.4509855801031883,NO
0.1862018785553645,YES
0.44172509591215775,NO
0.18011641751554439,YES
0.20346606694007144,NO
0.23038761740971028,NO
0.23025532477840982,NO
0.1910305595978304,NO
0.7269480089958988,YES
0.20214314062706706,NO
0.7062442121973805,YES
0.2825109141420823,NO
0.27119989416589496,NO
0.4570710411430083,YES
0.21530625744146054,YES
0.23772985844688452,YES
0.4605767958724699,YES
0.26795872469903426,NO
0.255457071041143,NO
0.4820082021431406,YES
0.14591877232438155,NO
0.49007805265246723,YES
0.11324249239317372,NO
0.0871808440269877,NO
0.05992856197909775,NO
0.03783569255192485,NO
0.32378621510781846,NO
0.19228733959518457,YES
0.3202804603783569,NO
0.37690170657494376,YES
0.26207170260616486,NO
0.30189178462759625,YES
0.13540150813599683,NO
0.12111390395554968,NO
0.22192088900648232,NO
0.11363937028707502,NO
0.45303611588834497,YES
0.17647837015478238,NO
0.44417250959121574,YES
0.3677735150152136,NO
0.33496494245270536,NO
0.31426114565418706,NO
0.44172509591215764,NO
0.3470035719010451,NO
0.2862151078184945,NO
0.3726021960576796,NO
0.3376769413943643,NO
0.39436433390660136,NO
0.0966397671649689,NO
0.27483794152665697,NO
0.08083079772456672,NO
0.2708691625876439,YES
0.21418177007540679,YES
0.2518851699960312,YES
0.35957137187458654,NO
0.3493186929488027,NO
0.36162190765974334,NO
0.33741235613176346,NO
0.41149622966000793,NO
0.35322132557216557,NO
0.04187061780658817,NO
0.06052387881994972,NO
0.07831723772985845,NO
0.0470300304273052,NO
0.3343696256118534,NO
0.0470300304273052,NO
0.3621510781849451,NO
0.07335626405609207,YES
0.18256383119460246,YES
0.7026061648366186,NO
0.2991797856859373,NO
0.2436830268554041,NO
0.5617806588173039,NO
0.20902235745468975,YES
0.07401772721259425,YES
0.5846011377166291,NO
0.0918772324381532,NO
0.5558274904087842,NO
0.10940600608546103,NO
0.10127000926048418,NO
0.09088503770339992,NO
0.09472152401111257,NO
0.19480089958989283,YES
0.2293292763593068,NO
0.11145654187061779,YES
0.21206508797459983,NO
0.2384574679190369,YES
0.2478502447413679,NO
0.06832914406667548,NO
0.019050138907262863,NO
0.08096309035586717,NO
0.054107686201878544,NO
0.613639370287075,NO
0.04570710411430083,NO
0.579706310358513,NO
0.01891784627596243,NO
6.614631565021734e-05,NO
0.7192088900648234,YES
0.2550601931472417,YES
0.25459716893769013,YES
0.7252282047889932,YES
0.02434184415928032,NO
0.000595316840851963,NO
0.771861357322397,YES
0.22350840058208757,NO
0.731512104775764,YES
0.21603386691361293,NO
0.12217224500595315,NO
0.10556951977774838,NO
0.1107950787141156,NO
0.004894827358116154,NO
0.20459055430612513,YES
0.004497949464214843,NO
0.2980552983198836,YES
0.06012700092604842,NO
0.25115756052387883,YES
0.17833046699298846,NO
0.17575076068263,NO
0.23137981214446357,NO
0.17482471226352692,NO
0.7295277153062574,YES
0.20359835957137185,NO
0.713652599550205,YES
0.22674957004894827,YES
0.015478237862151077,YES
0.6510781849450986,NO
0.6961899722185475,NO
0.6532610133615557,NO
0.49212858843762397,NO
0.1475062838999868,YES
0.27477179521100675,YES
0.49484058737928294,NO
0.05867178198174361,NO
0.4855139568726022,NO
0.06138378092340256,NO
0.7680248710146844,NO
0.7436830268554041,NO
0.7401772721259426,NO
0.07329011774044185,YES
0.6440005291705252,NO
0.21246196586850113,YES
0.6129779071305728,NO
0.22337610795078716,YES
0.6189310755390924,NO
0.03247784098425718,NO
0.04167217885963751,NO
0.07514221457864796,NO
0.039423204127530094,NO
0.5483529567403096,NO
0.06601402301891784,NO
0.47512898531551795,NO
0.09313401243550733,NO
0.05483529567403095,NO
0.5728932398465405,NO
0.359703664505887,NO
0.2785421352030692,NO
0.5884376240243419,NO
0.06396348723376107,NO
0.0687260219605768,NO
0.6344093134012435,NO
0.409379547559201,YES
0.5632358777616087,NO
0.39906072231776685,YES
0.1508135996824977,NO
0.16536578912554573,NO
0.1570313533536182,NO
0.10477576398994574,NO
0.2813202804603784,NO
0.12091546500859902,NO
0.3044714909379548,NO
0.1483000396877894,NO
0.31677470564889537,NO
0.3503770339992062,YES
0.3567932266172774,YES
0.3737928297393835,YES
0.396679454954359,YES
0.598491864003175,NO
0.33337743087710014,YES
0.586056356660934,NO
0.23032147109406007,YES
0.023680381002778146,YES
0.8131366582881333,NO
0.44675221590157427,NO
0.3849715570842704,NO
0.6712528112184152,NO
0.10067469241963223,YES
0.2889932530758037,YES
0.6890461701283238,NO
0.06277285355205714,NO
0.6690699828019578,NO
0.06383119460246063,NO
0.2991290280148475,NO
0.28636278909435536,NO
0.2857674722535034,NO
0.07481148300039686,YES
0.37690170657494376,NO
0.2421616615954491,YES
0.36373858976055035,NO
0.22800635004630243,YES
0.3829871676147639,NO
0.02295277153062574,NO
0.021629845217621374,NO
0.07567138510384971,NO
0.036446619923270265,NO
0.7207964016404286,NO
0.044582616748247116,NO
0.6772721259425849,NO
0.5087974599814791,NO
0.45528509062045247,NO
0.7179521100674693,NO
0.2413017594919963,NO
0.19149358380738193,NO
0.7219870353221326,NO
0.5158751157560524,NO
0.4873660537108083,NO
0.7357454689773779,NO
0.1969175816906998,YES
0.7084270406138379,NO
0.2637915068130705,YES
0.21219738060590024,NO
0.2086916258764387,NO
0.19486704590554305,NO
0.4681174758565948,NO
0.1879878290779204,NO
0.47175552321735675,NO
0.1776028575208361,NO
0.5659478767032676,NO
0.17687524804868368,NO
0.1416854081227676,YES
0.1468448207434846,YES
0.15921418177007543,YES
0.25803677735150155,YES
0.747916391057018,NO
0.15352559862415663,YES
0.6893769017065748,NO
