NONETRACED_MEDIAN_MULTI_LSA_MAX.csv,Associated
0.5887480190174326,NO
0.6004358161648178,YES
0.3617274167987321,YES
0.3652931854199683,NO
0.2868462757527734,NO
0.5227812995245642,NO
0.2931854199683043,NO
0.4679080824088749,NO
0.5612123613312203,NO
0.3839144215530904,NO
0.3926307448494453,YES
0.5342709984152139,NO
0.3694532488114105,YES
0.1394611727416799,NO
0.3081,YES
0.34825673534072904,NO
0.4480982567353407,NO
0.4659270998415214,NO
0.3496434231378764,NO
0.5003961965134707,NO
0.5368462757527734,NO
0.6384706814580032,NO
0.34033280507131536,NO
0.562202852614897,NO
0.6240095087163233,NO
0.511093502377179,YES
0.4649366085578448,YES
0.5843898573692552,YES
0.7892234548335975,YES
0.7151347068145799,NO
0.4746434231378763,NO
0.4655309033280506,YES
0.41283676703645017,NO
0.6341125198098256,YES
0.40332805071315375,NO
0.5412044374009508,NO
0.6303486529318539,NO
0.4722662440570522,NO
0.4861331220285262,NO
0.7424722662440569,YES
0.3961965134706815,NO
0.3609,YES
0.2533676703645008,NO
0.5200079239302695,YES
0.5653724247226624,NO
0.7020602218700476,NO
0.4803882725832012,NO
0.6176703645007924,NO
0.7099841521394612,YES
0.7460380348652931,NO
0.39342313787638666,YES
0.8205229793977813,NO
0.8185419968304279,NO
0.6085578446909667,NO
0.6196513470681457,NO
0.7266244057052298,NO
0.9427496038034866,NO
0.8858954041204439,NO
0.5911251980982568,NO
0.5312995245641838,NO
0.4992076069730586,YES
0.7943740095087164,NO
0.4914817749603803,YES
0.5818145800316958,NO
0.8399366085578446,NO
0.5966719492868462,NO
0.5746830427892236,NO
1.0,NO
0.5853803486529319,NO
0.2884310618066561,NO
0.32210776545166403,NO
0.6184627575277337,NO
0.7236529318541998,YES
0.8648969889064977,YES
0.5061410459587956,YES
0.7767432646592709,YES
0.8028922345483359,NO
0.9419572107765452,YES
0.5071315372424723,NO
0.6527337559429478,NO
0.6287638668779714,NO
0.4863312202852615,YES
0.3860935023771792,YES
0.4821711568938194,YES
0.7238510301109351,YES
0.6830427892234547,NO
0.3648969889064976,NO
0.4156101426307449,YES
0.4013470681458003,NO
0.6549128367670365,YES
0.39223454833597465,NO
0.4566164817749603,NO
0.6414421553090333,NO
0.3993660855784469,NO
0.4623613312202853,NO
0.6354992076069731,YES
0.3975832012678288,NO
0.2739698890649762,YES
0.233755942947702,NO
0.4625594294770205,YES
0.4960380348652933,NO
0.6406497622820919,NO
0.4066957210776545,NO
0.5857765451664025,NO
0.6224247226624404,YES
0.6911648177496037,NO
0.3853011093502377,YES
0.810419968304279,NO
0.7595087163232963,NO
0.6347068145800316,NO
0.5471473851030111,NO
0.6040015847860538,NO
0.960380348652932,NO
0.8910459587955626,NO
0.5742868462757527,NO
0.6010301109350238,NO
0.3971870047543581,YES
0.8391442155309035,NO
0.481973058637084,YES
0.6418383518225039,NO
0.8030903328050711,NO
0.5328843106180665,NO
0.5618066561014263,NO
0.8839144215530905,NO
0.5855784469096672,NO
0.2733755942947702,NO
0.3225039619651347,NO
0.5933042789223455,NO
0.605784469096672,YES
0.8050713153724247,YES
0.5196117274167988,YES
0.7448494453248811,YES
0.8827258320126783,NO
0.9259112519809828,YES
0.5287242472266245,NO
0.4994057052297939,NO
0.4809825673534073,NO
0.3276545166402536,NO
0.4330427892234549,NO
0.4441362916006339,NO
0.5679477020602219,NO
0.5433835182250395,NO
0.2462361331220285,NO
0.25,NO
0.3428,YES
0.4669175911251981,NO
0.30863708399366085,YES
0.2999207606973059,NO
0.4906893819334391,NO
0.3351822503961965,NO
0.376782884310618,NO
0.5736925515055469,NO
0.33082408874801905,NO
0.31,NO
0.1309,NO
0.4647385103011094,NO
0.4132329635499207,YES
0.5891442155309032,YES
0.4941,YES
0.4710776545166402,YES
0.5055467511885894,NO
0.6125198098256737,YES
0.2442551505546751,NO
0.8989698890649762,NO
0.7900158478605388,NO
0.6244057052297939,NO
0.6180665610142629,NO
0.6794770206022187,NO
0.9554278922345484,NO
0.9005546751188589,NO
0.5685419968304279,NO
0.565174326465927,NO
0.4679080824088749,YES
0.8450871632329635,NO
0.5075277337559431,YES
0.5938985736925515,NO
0.8175515055467513,NO
0.5709191759112521,NO
0.5839936608557845,NO
0.9881141045958796,NO
0.6683835182250397,NO
0.2892234548335975,NO
0.33716323296354994,NO
0.5729001584786053,NO
0.7032488114104596,YES
0.8946117274167988,YES
0.464540412044374,YES
0.8173534072900159,YES
0.8165610142630744,NO
0.9536450079239304,YES
0.5196117274167988,NO
0.7337559429477021,NO
0.7188985736925515,NO
0.5384310618066561,NO
0.3987717908082408,NO
0.6735340729001584,NO
0.7545562599049129,NO
0.7904120443740095,NO
0.4429477020602219,NO
0.4227416798732169,NO
0.4477020602218701,YES
0.6897781299524564,NO
0.4213549920760697,YES
0.5075277337559431,NO
0.7206814580031695,NO
0.4548335974643423,NO
0.5378367670364501,NO
0.8173534072900159,NO
0.5392234548335975,NO
0.19968304278922344,NO
0.2466323296354992,NO
0.5408082408874801,NO
0.6133122028526148,YES
0.686608557844691,YES
0.4498811410459588,YES
0.6782884310618067,YES
0.6840332805071314,NO
0.8011093502377178,YES
0.4027337559429477,NO
0.7198890649762282,NO
0.6664025356576861,NO
0.5095,YES
0.3450871632329635,YES
0.4833597464342314,YES
0.7604992076069731,YES
0.6980982567353406,NO
0.5118858954041206,NO
0.4738510301109351,YES
0.34488906497622823,NO
0.6612519809825672,YES
0.39342313787638666,NO
0.5027733755942947,NO
0.6428288431061806,NO
0.4195721077654517,NO
0.4835578446909667,NO
0.6770998415213945,YES
0.4714738510301109,NO
0.2369,YES
0.24821711568938196,NO
0.4486925515055467,YES
0.4776148969889064,NO
0.5903328050713152,NO
0.40451664025356576,NO
0.6309429477020603,NO
0.6921553090332804,YES
0.6945324881141046,NO
0.4132329635499207,YES
0.6410459587955626,NO
0.6539223454833598,NO
0.3601426307448495,YES
0.3438985736925515,NO
0.4752377179080824,NO
0.6584786053882725,YES
0.6438193343898573,NO
0.4241283676703645,NO
0.5448,YES
0.4015451664025356,NO
0.6192551505546751,YES
0.4322503961965135,NO
0.5059429477020603,NO
0.6075673534072901,NO
0.4158082408874802,NO
0.4451267828843107,NO
0.6566957210776545,NO
0.4074881141045959,NO
0.3673,NO
0.26030110935023776,NO
0.4221473851030112,NO
0.44473058637084,NO
0.5612123613312203,NO
0.3767,NO
0.6874009508716323,NO
0.6024167987321711,YES
0.6418383518225039,NO
0.3284469096671949,YES
0.8062599049128367,NO
0.7571315372424723,NO
0.6006339144215531,YES
0.5594294770206021,YES
0.7020602218700476,YES
0.8783676703645009,YES
0.824484944532488,NO
0.5927099841521395,NO
0.5241679873217115,YES
0.4536450079239302,NO
0.7349445324881141,YES
0.4821711568938194,NO
0.6301505546751187,NO
0.7896196513470681,NO
0.5608161648177497,NO
0.5954833597464342,NO
0.8617274167987323,YES
0.5950871632329635,NO
0.3019017432646593,YES
0.3036846275752773,NO
0.6210380348652931,YES
0.6770998415213945,NO
0.8048732171156894,NO
0.5849841521394612,NO
0.7226624405705229,NO
0.8359746434231379,YES
0.8561806656101427,NO
0.4964342313787638,YES
0.4980190174326466,NO
0.4716719492868463,NO
0.3881,YES
0.30071315372424723,NO
0.36390649762282096,NO
0.5748811410459589,YES
0.5608161648177497,NO
0.32805071315372425,NO
0.4738,YES
0.31061806656101426,NO
0.5412044374009508,YES
0.3538034865293185,NO
0.3720285261489699,NO
0.4795958795562599,NO
0.3593502377179081,NO
0.3680665610142631,NO
0.5283280507131536,NO
0.2856576862123613,NO
0.3557,NO
0.1919572107765452,NO
0.3159667194928685,NO
0.3268621236133122,NO
0.39679080824088747,NO
0.3901,NO
0.4952456418383518,NO
0.4920760697305863,YES
0.6533280507131536,NO
0.3239,YES
0.3795562599049128,NO
0.43106180665610144,NO
0.3102218700475436,YES
0.2557448494453249,YES
0.33478605388272586,YES
0.5198098256735342,YES
0.4643423137876386,NO
0.2353407290015848,NO
0.2436608557844691,YES
0.2610935023771791,NO
0.4326465927099841,YES
0.2202852614896989,NO
0.33419175911251986,NO
0.3918383518225039,NO
0.29100633914421553,NO
0.3553882725832013,NO
0.4288827258320128,YES
0.2579239302694136,NO
0.19294770206022188,YES
0.1347,NO
0.33716323296354994,YES
0.3506339144215531,NO
0.3946117274167987,NO
0.28664817749603805,NO
0.40986529318542,NO
0.42155309033280497,YES
0.4591917591125198,NO
0.2999207606973059,YES
0.3391442155309033,YES
0.3244849445324881,YES
0.3634,NO
0.20443740095087165,NO
0.266244057052298,NO
0.4225435816164817,NO
0.3793581616481776,YES
0.3693,YES
0.20760697305863707,NO
0.13153724247226628,NO
0.4076862123613311,NO
0.17135499207606975,NO
0.2480190174326466,NO
0.2890253565768621,NO
0.21929477020602214,NO
0.2290015847860539,YES
0.3993660855784469,NO
0.2419,YES
0.1327258320126783,NO
0.2985,YES
0.24247226624405704,NO
0.26426307448494457,NO
0.3599445324881141,NO
0.1885895404120444,NO
0.33082408874801905,NO
0.3666798732171157,NO
0.4076862123613311,NO
0.2060221870047544,NO
0.6606576862123614,NO
0.6790808240887479,NO
0.35221870047543585,YES
0.3777733755942948,YES
0.4841521394611727,YES
0.6564976228209192,YES
0.6588748019017432,NO
0.4425515055467511,NO
0.5456,YES
0.4049128367670365,NO
0.6089540412044374,YES
0.4718700475435817,NO
0.4809825673534073,NO
0.5847860538827259,NO
0.4257131537242472,NO
0.4583993660855785,NO
0.5974643423137875,YES
0.4108557844690967,NO
0.3002,YES
0.2430665610142631,NO
0.4247226624405705,YES
0.5007923930269413,NO
0.6267828843106179,NO
0.383122028526149,NO
0.5887480190174326,NO
0.6063787638668778,YES
0.6642234548335975,NO
0.3961965134706815,YES
0.7490095087163233,NO
0.7272187004754358,NO
0.5324881141045958,YES
0.3874801901743265,YES
0.5465530903328051,YES
0.8333993660855785,YES
0.7983359746434231,NO
0.5447702060221871,NO
0.5083201267828843,YES
0.3771790808240888,NO
0.7472266244057051,YES
0.4635499207606973,NO
0.5643819334389857,NO
0.7050316957210776,NO
0.4988114104595879,NO
0.5202060221870046,NO
0.7309825673534072,YES
0.5176307448494453,NO
0.23930269413629165,YES
0.2753565768621236,NO
0.5140649762282092,YES
0.5261489698890649,NO
0.6414421553090333,NO
0.4379952456418384,NO
0.7464342313787641,NO
0.7551505546751187,YES
0.7480190174326466,NO
0.4685023771790808,YES
0.43502377179080826,NO
0.4536450079239302,NO
0.526,YES
0.2323692551505547,YES
0.3211172741679873,YES
0.511093502377179,YES
0.4762282091917591,NO
0.2755546751188589,NO
0.3372,YES
0.22781299524564186,NO
0.44889064976228216,YES
0.30606180665610144,NO
0.3088351822503962,NO
0.4243264659270998,NO
0.3262678288431062,NO
0.33320126782884313,NO
0.43502377179080826,YES
0.3092313787638669,NO
0.3422,YES
0.1773,NO
0.3141838351822504,YES
0.2927892234548336,NO
0.39778129952456415,NO
0.3619,NO
0.40729001584786056,NO
0.4986133122028526,YES
0.5055467511885894,NO
0.258,YES
0.5477416798732171,NO
0.5833993660855783,NO
0.3094,YES
0.2987321711568938,YES
0.3948098256735341,YES
0.57270206022187,YES
0.5744849445324879,NO
0.3538034865293185,NO
0.5229,YES
0.35340729001584786,NO
0.5717115689381933,YES
0.36568938193343903,NO
0.4076862123613311,NO
0.4704833597464342,NO
0.3648969889064976,NO
0.3946117274167987,NO
0.5206022187004753,YES
0.3506339144215531,NO
0.3066,YES
0.21473851030110933,NO
0.3367670364500793,YES
0.4173930269413629,NO
0.5443740095087162,NO
0.3135,NO
0.5108954041204437,NO
0.5213946117274169,YES
0.5853803486529319,NO
0.4263,YES
0.6465927099841522,NO
0.6636291600633915,NO
0.4647385103011094,YES
0.3753961965134707,YES
0.5055467511885894,YES
0.7880348652931854,YES
0.6725435816164818,NO
0.3720285261489699,NO
0.3496434231378764,YES
0.4076862123613311,NO
0.7072107765451663,YES
0.3811410459587956,NO
0.5045562599049127,NO
0.5931061806656102,NO
0.4241283676703645,NO
0.4068938193343899,NO
0.6319334389857371,YES
0.3920364500792393,NO
0.2878367670364501,YES
0.22305863708399365,NO
0.4916798732171158,YES
0.5590332805071316,NO
0.6099445324881141,NO
0.4304675118858953,NO
0.6438193343898573,NO
0.6547147385103012,YES
0.7650554675118859,NO
0.3538034865293185,YES
0.5150554675118859,NO
0.44274960380348655,NO
0.3137876386687797,YES
0.3285,YES
0.4029318541996831,YES
0.6047939778129952,YES
0.5170364500792393,NO
0.3094294770206022,NO
0.2917,YES
0.2452456418383518,NO
0.512282091917591,YES
0.2721870047543581,NO
0.2567353407290016,NO
0.4235340729001585,NO
0.30229793977813,NO
0.33775752773375595,NO
0.512282091917591,YES
0.3387480190174327,NO
0.5728,YES
0.14084786053882725,NO
0.4594,YES
0.3601426307448495,NO
0.4730586370839937,NO
0.2985,NO
0.4506735340729001,NO
0.4972266244057053,YES
0.5570522979397781,NO
0.2345,YES
0.6125198098256737,NO
0.5899366085578446,NO
0.4591917591125198,NO
0.3704437400950871,NO
0.4778129952456418,NO
0.68026941362916,NO
0.6739302694136291,NO
0.3928288431061808,NO
0.4651347068145801,NO
0.3335974643423137,NO
0.6089540412044374,NO
0.38827258320126784,NO
0.4944532488114105,YES
0.6307448494453249,YES
0.41283676703645017,YES
0.4419572107765452,NO
0.7123613312202852,NO
0.4375990491283676,NO
0.21612519809825675,NO
0.25118858954041196,NO
0.4619651347068146,NO
0.4690966719492869,NO
0.6335182250396196,NO
0.39243264659271004,NO
0.5146592709984152,NO
0.6432250396196513,NO
0.6961172741679873,NO
0.4247226624405705,NO
0.3405309033280507,YES
0.3708399366085579,YES
0.2752,NO
0.16897781299524567,NO
0.2927892234548336,NO
0.4148177496038035,NO
0.4013470681458003,YES
0.18819334389857367,YES
0.13510301109350242,NO
0.17313787638668782,NO
0.3470681458003169,NO
0.18343898573692552,NO
0.2252377179080824,NO
0.3026941362916007,NO
0.2327654516640253,NO
0.3075,YES
0.4070919175911252,NO
0.20007923930269414,YES
0.10855784469096673,NO
0.3735,YES
0.2501980982567353,NO
0.26327258320126784,NO
0.2997226624405705,NO
0.20562599049128366,NO
0.33954041204437396,NO
0.31299524564183834,NO
0.3878763866877972,NO
0.11450079239302695,NO
0.5800316957210776,NO
0.6327258320126783,NO
0.4641442155309033,YES
0.4992076069730586,YES
0.581418383518225,YES
0.7614896988906497,YES
0.7599049128367671,NO
0.4465134706814579,NO
0.35221870047543585,YES
0.4152139461172742,NO
0.6143026941362915,YES
0.4130348652931854,NO
0.44492868462757534,NO
0.6719492868462758,NO
0.44334389857369255,NO
0.44492868462757534,NO
0.7373217115689381,YES
0.33438985736925514,NO
0.3536,YES
0.266838351822504,NO
0.512282091917591,YES
0.5328843106180665,NO
0.6731378763866878,NO
0.4334389857369255,NO
0.6113312202852614,NO
0.6713549920760697,YES
0.7341521394611727,NO
0.36113312202852615,YES
0.3458,YES
0.2713946117274168,YES
0.3473,NO
0.21374801901743265,NO
0.2387083993660856,NO
0.3472662440570523,NO
0.34944532488114105,YES
0.4184,YES
0.15729001584786054,NO
0.12282091917591124,NO
0.31636291600633915,NO
0.12698098256735346,NO
0.1741,NO
0.2852614896988907,NO
0.1386687797147385,NO
0.1483755942947702,YES
0.4118462757527734,NO
0.3242,YES
0.08438985736925518,NO
0.3407,YES
0.2119651347068146,NO
0.2234548335974644,NO
0.34944532488114105,NO
0.1438193343898574,NO
0.2604992076069731,NO
0.2939778129952457,NO
0.34370047543581617,NO
0.16897781299524567,NO
0.6489698890649762,NO
0.6299524564183836,NO
0.5095087163232963,NO
0.3817353407290016,NO
0.5570522979397781,NO
0.7307844690966718,NO
0.6881933438985737,NO
0.39659270998415214,NO
0.42828843106180653,NO
0.39659270998415214,YES
0.6513470681458002,NO
0.3633122028526149,YES
0.4368066561014264,NO
0.5847860538827259,NO
0.45007923930269417,NO
0.4659270998415214,NO
0.6642234548335975,NO
0.4702852614896989,NO
0.32408874801901744,NO
0.21038034865293187,NO
0.44334389857369255,NO
0.5202060221870046,YES
0.6463946117274166,YES
0.41006339144215537,YES
0.5847860538827259,YES
0.6525356576862125,NO
0.6721473851030111,YES
0.376782884310618,NO
0.3612,YES
0.23474643423137875,YES
0.2823,NO
0.1891838351822504,NO
0.18660855784469102,NO
0.3345879556259905,NO
0.3518225039619651,YES
0.4499,YES
0.09786053882725833,NO
0.1541204437400951,NO
0.2862519809825674,NO
0.1095,NO
0.1665,NO
0.2761489698890649,NO
0.1463,NO
0.16263866877971478,YES
0.3641045958795563,NO
0.3791,YES
0.06378763866877972,NO
0.3577,YES
0.231378763866878,NO
0.16481774960380347,NO
0.3185419968304279,NO
0.15768621236133126,NO
0.2466323296354992,NO
0.2670364500792393,NO
0.3815372424722662,NO
0.12995245641838354,NO
0.7914025356576861,NO
0.7785261489698891,NO
0.6311410459587956,NO
0.5209984152139462,NO
0.6372820919175911,NO
0.9029318541996828,NO
0.8755942947702062,NO
0.5071315372424723,NO
0.5574484944532487,NO
0.4524564183835182,YES
0.8312202852614896,NO
0.4766244057052298,YES
0.5855784469096672,NO
0.809231378763867,NO
0.4885103011093502,NO
0.5291204437400951,NO
0.8823296354992076,NO
0.4706814580031696,NO
0.30427892234548337,NO
0.3001188589540412,NO
0.5925118858954042,NO
0.5984548335974642,YES
0.8308240887480189,YES
0.4982171156893819,YES
0.7323692551505547,YES
0.8316164817749603,NO
0.918581616481775,YES
0.4976228209191758,NO
