LOWERTRACED_RFSMOTE_MULTI_LSA_SUM.csv,Associated
0.8693009118541033,NO
0.5509674549633033,NO
0.5394766105715767,NO
0.72733338275632,NO
0.24501445622358964,YES
0.08251167618059159,YES
0.7488323819408406,NO
0.38713025428126624,NO
0.7216250278004299,NO
0.3823115130847357,NO
0.16005634220475945,NO
0.1451553117354882,NO
0.1441915634961821,NO
0.13292312254429536,YES
0.49647861220253536,NO
0.05122692564311662,YES
0.45081177255541555,NO
0.218770850322485,YES
0.4578545481503447,NO
0.40929646378530654,NO
0.3840166061235081,NO
0.4040329157090964,NO
0.3946178367558752,NO
0.7836755875157536,NO
0.41670991177996886,NO
0.7189561865223515,NO
0.044035881088294176,NO
0.008451330713915042,NO
0.680109719030321,YES
0.2459782044628957,YES
0.2155089332048336,YES
0.6820372155089333,YES
0.05159759804284973,NO
0.0,NO
0.7319297205130105,YES
0.6127214767588405,NO
0.6742530951145378,YES
0.6162799317962784,NO
0.15086366669137818,NO
0.13373860182370823,NO
0.13373860182370823,NO
0.03276744013640745,NO
0.16961969011787384,YES
0.031581288457261464,NO
0.26532730372896435,YES
0.09541107569130403,NO
0.18681888946549044,YES
0.5480020757654385,NO
0.559492920157165,NO
0.6159833938764919,NO
0.545926310326933,NO
0.7031655422937209,YES
0.5807695159018459,NO
0.675587515753577,YES
0.7868633701534584,NO
0.7266661724368004,NO
0.27763362740010383,NO
0.38935428867966493,NO
0.34450292831195795,NO
0.25732077989472907,NO
0.7972421973459857,NO
0.7632144710504856,NO
0.2393061012676996,NO
0.44465861071984586,YES
0.2481281043813478,NO
0.36133145525984134,YES
0.13766772926087925,NO
0.12054266439320928,NO
0.11557565423678552,NO
0.7124323522870487,NO
0.3068426124990734,NO
0.7129512936466751,NO
0.2781525687597302,NO
0.8220772481281045,NO
0.2937949440284677,NO
0.4349469938468382,YES
0.4138186670620506,YES
0.35295425902587296,YES
0.3605901104603751,YES
0.2962413818667062,NO
0.27600266884127805,YES
0.20379568537326712,NO
0.2190673882422715,NO
0.203425012973534,NO
0.14374675661650235,YES
0.43124026984950703,YES
0.34850619022907553,YES
0.16316999036251761,YES
0.21165394024760917,NO
0.19082215138260805,NO
0.2178071020831789,YES
0.20520424049225292,NO
0.14307954629698275,YES
0.12076506783304915,NO
0.1573133664467344,NO
0.18096226554970718,NO
0.16643190748016903,NO
0.25376232485729117,NO
0.32730372896434134,YES
0.25057454221958636,NO
0.3553265623841649,YES
0.25131588701905255,NO
0.35028541774779454,YES
0.16450441100155683,NO
0.17614352435317668,NO
0.1777744829120024,NO
0.08910964489584104,NO
0.17280747275557864,YES
0.0953369412113574,NO
0.16279931796278452,YES
0.7179924382830454,NO
0.6683223367188079,NO
0.685818073986211,NO
0.3091407813774186,NO
0.2829713099562607,NO
0.6573504336867076,NO
0.7356364445103418,NO
0.7269627103565868,NO
0.6574987026466008,NO
0.4343539180072652,YES
0.6609088887241455,NO
0.46830750982281866,YES
0.1771072725924828,NO
0.1413003187782638,NO
0.14107791533842393,NO
0.6526058269701238,NO
0.24612647342278893,NO
0.6546074579286826,NO
0.25079694565942623,NO
0.7803395359181554,NO
0.2416042701460449,NO
0.42619912521313674,YES
0.3940247609163022,YES
0.4278300837719624,YES
0.5173104010675366,YES
0.6875973015049298,NO
0.4097412706649863,YES
0.6079768700422566,NO
0.060716139076284384,NO
0.08962858625546741,NO
0.26021202461264736,NO
0.6328860553043221,NO
0.5935206464526652,NO
0.24827637334124103,NO
0.08962858625546741,NO
0.0620505597153236,NO
0.2570983764548892,NO
0.24449551486396326,YES
0.2679220105270962,NO
0.11905997479427681,YES
0.43746756616502336,NO
0.3932834161168359,NO
0.3867595818815331,NO
0.14159685669805028,NO
0.5854399881384832,NO
0.11305508191860035,NO
0.7168804210838461,NO
0.08740455185706872,NO
0.6960486322188449,NO
0.2900140855511899,YES
0.234709763511009,YES
0.3566609830232041,YES
0.1225442953517681,YES
0.2372303358291942,NO
0.18852398250426275,YES
0.22210690192008303,NO
0.09704203425012974,NO
0.04737193268589221,NO
0.49099266068648534,NO
0.35673511750315073,NO
0.3348654459188969,NO
0.4813551782934243,NO
0.11520498183705241,NO
0.07962043146267328,NO
0.4760174957372674,NO
0.5596411891170583,YES
0.4817258506931574,NO
0.4487360071169101,YES
0.5353992141745126,NO
0.5197568389057751,NO
0.5172362665875898,NO
0.027281488620357324,NO
0.28801245459263103,NO
0.028541774779449924,NO
0.27259248276373343,NO
0.13210764326488253,NO
0.28690043739343174,NO
0.5936689154125583,YES
0.5533397583215953,YES
0.5018162947586922,YES
0.492623619245311,YES
0.5097486841129809,NO
0.4428052487211802,YES
0.4327970939283861,NO
0.08132552450144562,NO
0.08036177626213953,NO
0.7079842834902513,NO
0.4786122025353993,NO
0.37044999629327596,NO
0.6913040255022611,NO
0.0722811179479576,NO
0.0668693009118541,NO
0.7332641411520497,NO
0.7463118096226553,YES
0.6729186744754985,NO
0.594336125732078,YES
0.2882348580324709,NO
0.2830454444362073,NO
0.2828230409963674,NO
0.09036993105493367,NO
0.3413892801541997,NO
0.08851656905626808,NO
0.33694121135740235,NO
0.15360664244940325,NO
0.3771962339684188,NO
0.6703239676773667,YES
0.6652086885610496,YES
0.6531247683297501,YES
0.5135295425902587,YES
0.7298539550745051,NO
0.5039661946771443,YES
0.7013121802950552,NO
0.06961227666987915,NO
0.023797168062866043,NO
0.7016828526947884,YES
0.593149974052932,YES
0.5780265401438209,YES
0.5350285417747794,YES
0.15620134924753507,NO
0.06931573875009267,NO
0.5660908888724145,YES
0.3739343168507673,NO
0.5677959819111869,YES
0.3802357476462303,NO
0.14834309437319299,NO
0.10126769960708726,NO
0.09963674104826155,NO
0.057231818518793096,NO
0.5606790718363112,YES
0.05523018756023426,NO
0.6626881162428646,YES
0.14819482541329976,NO
0.5849951812588035,YES
0.39595225739491435,NO
0.3610349173400549,NO
0.5259841352212914,NO
0.3906887093187042,NO
0.5759507747053154,YES
0.4882496849284602,NO
0.4782415301356661,YES
0.12373044703091408,NO
0.10504855808436504,NO
0.694269404700126,YES
0.40225368819037743,NO
0.3562161761435244,NO
0.7360812513900215,YES
0.12580621246941953,NO
0.07168804210838461,NO
0.8316405960412186,YES
0.13195937430498927,NO
0.7525391059381719,YES
0.10364000296537919,NO
0.23233746015271706,NO
0.227815256875973,NO
0.18667062050559716,NO
0.11713247831566463,NO
0.4047742605085625,NO
0.09400252057231819,NO
0.5147156942694047,NO
0.09793164800948922,NO
0.43791237304470315,NO
0.13796426718066573,NO
0.12261842983171474,NO
0.2696271035658685,NO
0.13247831566461563,NO
0.7090221662095041,YES
0.23938023574764622,NO
0.6408184446586107,YES
0.33123285640151234,NO
0.2990584921046779,NO
0.8929498109570762,YES
0.5236859663429461,YES
0.48202238861294394,YES
0.8735265772110609,YES
0.36348135517829344,NO
0.30721328489880645,NO
0.916969382459782,YES
0.18518793090666474,NO
0.9028096967899769,YES
0.09378011713247833,NO
0.1656905626807028,NO
0.14315368077692936,NO
0.14218993253762327,NO
0.30587886425976724,NO
0.44962562087626956,YES
0.30484098154051453,NO
0.5167173252279634,YES
0.36281414485877383,NO
0.4583734895099711,YES
0.1903032100229817,NO
0.1691007487582475,NO
0.23018756023426498,NO
0.09822818592927572,NO
0.8896137593594782,YES
0.15783230780636073,NO
0.8562532433834976,YES
0.1116465267996145,NO
0.11238787159908073,NO
0.3373860182370821,YES
0.12098747127288902,NO
0.1126102750389206,NO
0.360812513900215,YES
0.11498257839721254,NO
0.10378827192527244,NO
0.4009192675513381,YES
0.10823634072206983,NO
0.4151530877010898,YES
0.09830232040922234,NO
0.1567202906071614,NO
0.10467788568463192,NO
0.08503224849877679,NO
0.1219512195121951,NO
0.14648973237452742,NO
0.11298094743865371,NO
0.2540588627770777,NO
0.057231818518793096,NO
0.1877826377047965,NO
0.1547927941285492,NO
0.12113574023278227,NO
0.279561123878716,NO
0.1504929942916451,NO
0.34769071094966275,YES
0.25606049373563644,NO
0.28979168211135004,YES
0.42530951145377716,NO
0.40432945362888284,NO
0.12706649862851213,YES
0.7292608792349322,YES
0.67618059159315,YES
0.12573207798947292,YES
0.4195270220179406,NO
0.3979538883534733,NO
0.17599525539328345,YES
0.19438060642004598,NO
0.11891170583438358,YES
0.18266735858847954,NO
0.11713247831566463,NO
0.11883757135443697,NO
0.12269256431166135,NO
0.43754170064497006,NO
0.7059085180517459,YES
0.43620728000593084,NO
0.6970865149380977,YES
0.4905478538068056,NO
0.6732893468752317,YES
0.12009785751352954,NO
0.16190970420342501,NO
0.16072355252427906,NO
0.1349247535028542,NO
0.13655571206167988,YES
0.13700051894135964,NO
0.1339610052635481,YES
0.3035065609014753,YES
0.11505671287715916,YES
0.45993031358885017,NO
0.7871599080732449,NO
0.7805619393579954,NO
0.3021721402624361,NO
0.2568018385351027,YES
0.3531025279857662,YES
0.2946104233078805,NO
0.7285936689154126,NO
0.30298761954184894,NO
0.7220698346801098,NO
0.15575654236785533,NO
0.11639113351619838,NO
0.10497442360441843,NO
0.14189339461783676,YES
0.7428274890651643,NO
0.2586552005337683,YES
0.6916746979019942,NO
0.30061531618355697,YES
0.7003484320557491,NO
0.7480169026614278,NO
0.741122396026392,NO
0.7657350433686708,NO
0.7608421676921937,NO
0.35191637630662026,NO
0.783601453035807,NO
0.2643635554896583,NO
0.052561346282155835,NO
0.040180888131069764,NO
0.6700274297575802,YES
0.07591370746534214,YES
0.04981837052413077,YES
0.6772926087923493,YES
0.054711246200607896,NO
0.040551560530802874,NO
0.8470605678701163,YES
0.18592927570613096,NO
0.7221439691600563,YES
0.17310401067536513,NO
0.21587960560456673,NO
0.12877159166728447,NO
0.1404107050189043,NO
0.05263548076210246,NO
0.0739120765067833,YES
0.04766847060567869,NO
0.2129142264067018,YES
0.05122692564311662,NO
0.13633330862184004,YES
0.21669508488397957,NO
0.18622581362591742,NO
0.3404996663948403,NO
0.2036474164133739,NO
0.6624657128030247,YES
0.31069760545629777,NO
0.711765141967529,YES
0.42612499073319005,NO
0.3739343168507673,NO
0.744829120023723,YES
0.36207280005930764,YES
0.34672696271035663,YES
0.6106457113203351,YES
0.5012973533990659,NO
0.42516124249388393,NO
0.652754095930017,YES
0.2932760026688413,NO
0.6443768996960486,YES
0.23411668767143598,NO
0.15916672844539997,NO
0.12106160575283566,NO
0.1196530506338498,NO
0.4090740603454667,NO
0.3106234709763512,YES
0.4041811846689896,NO
0.36600192749647864,YES
0.4846912298910223,NO
0.31462673289346876,YES
0.3116613536956038,NO
0.29031062347097636,NO
0.37615835124916597,NO
0.25146415597894584,NO
0.6530506338498034,YES
0.32700719104455483,NO
0.5861813329379494,YES
0.0898509896953073,NO
0.07183631106827786,NO
0.6471940099340203,YES
0.3923938023574765,YES
0.42004596337756694,YES
0.501668025798799,YES
0.1586477870857736,NO
0.11060864408036178,NO
0.5072281117947958,YES
0.8134035139743495,NO
0.5464452516865594,YES
0.8074727555786196,NO
0.10030395136778114,NO
0.05426643932092816,NO
0.03699310549336496,NO
0.14115204981837054,NO
0.3967677366743273,YES
0.13677811550151978,NO
0.5257617317814515,YES
0.12180295055230188,NO
0.45844762398991773,YES
0.8617391948995478,NO
0.8281562754837275,NO
0.9999999999999999,NO
0.8588479501816294,NO
0.5131588701905256,YES
0.9733115872192157,NO
0.4485136036770702,YES
0.04292386388909482,NO
0.044628956927867156,NO
0.29386907850841426,YES
0.7013863147750018,YES
0.6698050263177403,YES
0.28252650307658095,YES
0.03958781229149677,NO
0.031581288457261464,NO
0.45214619319445476,YES
0.8060642004596338,NO
0.33167766328119214,YES
0.7969456594261992,NO
0.20231299577433465,NO
0.08399436577952406,NO
0.10134183408703389,NO
0.06798131811105346,NO
0.6969382459782044,YES
0.06568314923270813,NO
0.8478019126695827,YES
0.03773445029283119,NO
0.7796723255986359,YES
0.8263770479650084,NO
0.7919786492697753,NO
0.9641189117058343,NO
0.812884572614723,NO
0.2883831269923642,YES
0.9073319000667209,NO
0.38053228556601676,YES
0.08310475202016457,NO
0.06486766995329526,NO
0.41500481874119655,YES
0.2917933130699088,YES
0.22396026391874863,YES
0.4531099414337609,YES
0.06746237675142708,NO
0.03884646749203055,NO
0.4898065090073393,YES
0.4256060493735636,NO
0.42226999777596563,YES
0.3846096819630811,NO
0.17480910371413746,NO
0.1928237823411669,NO
0.17740381051226928,NO
0.12365631255096747,NO
0.1954184891392987,YES
0.11994958855363631,NO
0.2309289050337312,YES
0.10957076136110905,NO
0.22410853287864185,YES
0.368893172214397,NO
0.3990659055526726,NO
0.39891763659277935,NO
0.3549558899844318,NO
0.45147898287493515,YES
0.3674104826154645,NO
0.4282748906516421,YES
0.1905997479427682,NO
0.17792275187189563,NO
0.3491734005485952,YES
0.6861146119059974,YES
0.7112462006079027,YES
0.3531025279857662,YES
0.17429016235451109,NO
0.16027874564459932,NO
0.37712209948847214,YES
0.1487137667729261,NO
0.3861665060419602,YES
0.11209133367929425,NO
0.10512269256431167,NO
0.07457928682630291,NO
0.04981837052413077,NO
0.23685966342946108,NO
0.6603158128845725,YES
0.23293053599229002,NO
0.8672251464155978,YES
0.16769219363926163,NO
0.7831566461561271,YES
0.136926384461413,NO
0.1209133367929424,NO
0.23389428423159614,NO
0.11253614055897398,NO
0.3446511972718512,YES
0.18296389650826603,NO
0.33471717695900366,YES
0.07858254874342058,NO
0.04181184668989546,NO
0.19653050633849806,NO
0.6878197049447697,NO
0.5816591296612054,NO
0.16509748684112985,NO
0.08399436577952406,NO
0.044851360367707024,NO
0.2863073615538587,NO
0.0860701312180295,NO
0.15234635629031065,NO
0.06835199051078657,NO
0.6149455111572393,YES
0.5514122618429831,YES
0.5936689154125583,YES
0.06938987323003928,NO
0.5842538364593372,NO
0.0716880421083846,NO
0.570909630068945,NO
0.12758543998813848,NO
0.5886277707761879,NO
0.024686781822225518,NO
0.045592705167173245,NO
0.06553488027281489,NO
0.03046927125806213,NO
0.2190673882422715,NO
0.03046927125806213,NO
0.25020386981985326,NO
0.08221513826080509,YES
0.20461116465267998,YES
0.3723033582919416,NO
0.14997405293201868,NO
0.08777522425680186,NO
0.21447105048558088,NO
0.2342649566313292,YES
0.08295648306027133,YES
0.24004744606716585,NO
0.16969382459782045,NO
0.20779894729038478,NO
0.18933946178367558,NO
0.1209133367929424,NO
0.10927422344132257,NO
0.11357402327822672,NO
0.21832604344280526,YES
0.07168804210838461,NO
0.12491659871006004,YES
0.052338942842315966,NO
0.2672548002075766,YES
0.09244569649343909,NO
0.1433019497368226,NO
0.08807176217658833,NO
0.15746163540662764,NO
0.1273630365482986,NO
0.27259248276373343,NO
0.11794795759507747,NO
0.23456149455111572,NO
0.03602935725405887,NO
0.01490103046927126,NO
0.7171028245236859,YES
0.2043146267328935,YES
0.20379568537326712,YES
0.7238490621988286,YES
0.04210838460968197,NO
0.015494106308844242,NO
0.7761138705611981,YES
0.5618652235154571,NO
0.7308918377937579,YES
0.5534880272814886,NO
0.136926384461413,NO
0.11831862999481059,NO
0.12417525391059382,NO
0.020312847505374754,NO
0.14775001853362,YES
0.019868040625695013,NO
0.2525020386981986,YES
0.0822151382608051,NO
0.19994069241604273,YES
0.5112313737119134,NO
0.508340128993995,NO
0.5706872266291052,NO
0.5073022462747424,NO
0.7286678033953592,YES
0.5395507450515235,NO
0.7108755282081696,YES
0.7211802209207502,YES
0.48439469197123586,YES
0.4109274223441323,NO
0.4911409296463785,NO
0.44302765216102014,NO
0.2327822670323968,NO
0.6323671139446957,YES
0.7750018533619987,YES
0.23582178071020835,NO
0.7626213952109124,NO
0.22536881903773448,NO
0.7656609088887241,NO
0.13425754318333458,NO
0.10697605456297724,NO
0.10304692712580621,NO
0.5491882274445845,YES
0.4326488249684929,NO
0.7051671732522796,YES
0.3978797538735266,NO
0.7173993624434725,YES
0.40455185706872265,NO
0.7332641411520497,NO
0.7435688338646305,NO
0.7810808807176217,NO
0.7410482615464452,NO
0.2957965749870265,NO
0.7708503224849877,NO
0.21372970568611463,NO
0.08214100378085847,NO
0.03921713989176366,NO
0.2491659871006005,NO
0.15849951812588037,NO
0.0675365112313737,NO
0.2665875898880569,NO
0.04944769812439766,NO
0.054785380680554524,NO
0.3181110534509601,NO
0.5403662243309363,YES
0.23834235302839354,NO
0.5288012454592631,YES
0.16902661427830087,NO
0.18533619986655797,NO
0.17599525539328345,NO
0.09518867225146416,NO
0.07065015938913188,NO
0.11327748535844022,NO
0.09659722737045,NO
0.14396916005634222,NO
0.11038624064052192,NO
0.47423826821854853,YES
0.4814293127733709,YES
0.5004818741196531,YES
0.5261324041811847,YES
0.2778560308399437,NO
0.45518570687226634,YES
0.2639187486099785,NO
0.8512120987471273,YES
0.6196159833938765,YES
0.28119208243754173,NO
0.456223589591519,NO
0.38698198532137296,NO
0.122173622952035,NO
0.7059085180517459,YES
0.916969382459782,YES
0.14211579805767663,NO
0.16672844539995554,NO
0.11972718511379642,NO
0.1679145970791015,NO
0.8403143301949737,NO
0.8260063755652753,NO
0.8253391652457559,NO
0.6769219363926162,YES
0.3779375787678849,NO
0.8644821706575728,YES
0.363184817258507,NO
0.8486173919489955,YES
0.3847579509229743,NO
0.12209948847208836,NO
0.12061679887315589,NO
0.18118466898954708,NO
0.1372229223811995,NO
0.17770034843205576,NO
0.14634146341463417,NO
0.12891986062717772,NO
0.14026243605901106,NO
0.08028764178219289,NO
0.6044925494847654,NO
0.7374898065090073,NO
0.6816665431092,NO
0.6090147527615094,NO
0.14819482541329976,NO
0.11624286455630516,NO
0.624434724590407,NO
0.12432352287048708,YES
0.5938171843724517,NO
0.1992734820965231,YES
0.1711023797168063,NO
0.16717325227963525,NO
0.15167914597079102,NO
0.09466973089183779,NO
0.6777374156720289,NO
0.09874712728890206,NO
0.6660983023204092,NO
0.20431462673289347,NO
0.6652828230409963,NO
0.06242123211505671,YES
0.06820372155089331,YES
0.08206686930091185,YES
0.1928237823411669,YES
0.6380754689005856,NO
0.07569130402550225,YES
0.5724664541478242,NO
