NONETRACED_MEDIAN_SINGLE_LSA_SUM.csv,Associated
0.21716703451169223,NO
0.24062362107256818,NO
0.27391722961113746,NO
0.11267547033291024,NO
0.2524722288171767,NO
0.2611450261214251,YES
0.2694373381467419,NO
0.18425214216258812,YES
0.20644258484020722,NO
0.3056820827634436,NO
0.2506212042997917,NO
0.370501357006284,NO
0.30374892662953706,NO
0.27422898248820937,NO
0.3281762191327878,NO
0.17781209956946592,NO
0.30856124310902805,NO
0.44329290188561044,YES
0.5445750429241714,YES
0.5583967095984276,YES
0.3380710968882143,YES
0.23979807874918307,NO
0.4409859109387291,YES
0.2212880301408291,NO
0.3730222767349306,NO
0.3392074420221061,NO
0.228868152612272,NO
0.28516578841748963,NO
0.2560726207294632,NO
0.2978747633392377,NO
0.3235695101623871,NO
0.24898994000722774,NO
0.22116599572856632,NO
0.2840809762045346,YES
0.30368179951256347,NO
0.17345732204344122,YES
0.26860219687495596,NO
0.49097802047210004,NO
0.3141236535222556,NO
0.17755784210005077,NO
0.43039240664867073,NO
0.3134064515482269,NO
0.1355504523512624,NO
0.2937186807690181,NO
0.1525220155812883,NO
0.5119334421367038,YES
0.6399190713643156,YES
0.37018387096890454,YES
0.41526538127465334,YES
0.2783405102126096,NO
0.41634413271814014,YES
0.19728548291408482,NO
0.34074910520929047,NO
0.5487198885001879,NO
0.30389972512608615,NO
0.2869133867229247,NO
0.36763598900635397,NO
0.29959248368924085,NO
0.3155552400315331,NO
0.18307261814135078,NO
0.32538403901929946,NO
0.41741521810727295,YES
0.27787697601150724,NO
0.2781960673337729,YES
0.4508041936724453,NO
0.680734389661022,NO
0.44559773061203267,NO
0.25095215507366514,NO
0.44476199964375795,NO
0.3408390994456624,NO
0.1344486372228808,NO
0.33287747610689067,NO
0.28370386529995556,NO
0.5577212122705226,YES
0.6075466670239791,YES
0.5092798734589963,YES
0.3667622553754685,YES
0.3678832684006519,NO
0.3718015722422262,YES
0.27963731831328337,NO
0.4012992061997282,NO
0.5138421913881578,NO
0.6695366102745376,YES
0.0929292868403954,YES
0.13551834665353962,YES
0.5165481120097031,YES
0.45610061820831416,NO
0.37902820442955765,NO
0.6204647221119182,YES
0.07933000126424376,NO
0.49372495776053216,YES
0.19492148797328768,NO
0.49705811888065,NO
0.5985715847473956,NO
0.40400705971532025,NO
0.33743779562017356,NO
0.31083727499024794,YES
0.36180611847454563,NO
0.21411316020084675,YES
0.41925415384663783,NO
0.20793287891103507,YES
0.26272387294831906,NO
0.3400586033818374,NO
0.4830100415156158,NO
0.40592114899608944,NO
0.6183674665495487,YES
0.495211549847847,NO
0.433418401419963,YES
0.37801372990334847,NO
0.6362466709585651,NO
0.34712005503047644,YES
0.18046563548625738,NO
0.1618878700644411,NO
0.5154248057203967,YES
0.3722356216188894,NO
0.3026439009313831,NO
0.6244970011804086,YES
0.1716874790760125,NO
0.5936946309805504,YES
0.22799425517680633,NO
0.5736198227392012,NO
0.6430889848397879,NO
0.47042896521010225,NO
0.35989238956385305,NO
0.33799106197031953,NO
0.29994934834770487,NO
0.33814939547755873,NO
0.3646489797251537,NO
0.28231706296290976,NO
0.28597495028285297,NO
0.34617781832414357,NO
0.3818981261968178,NO
0.37192734139891803,NO
0.47350344613713913,YES
0.4108912748081628,NO
0.34639371276087155,YES
0.1623338444145439,NO
0.22707812892056034,NO
0.26701568399370773,YES
0.21875456298133777,YES
0.23161446744329917,YES
0.286765209099659,YES
0.19398695008222505,NO
0.13631761472225773,NO
0.32956033507471805,YES
0.14857524250367177,NO
0.2367440406337573,YES
0.07348450377548267,NO
0.2816070683904107,NO
0.3828348918301714,NO
0.28170643224877123,NO
0.10866353579328288,NO
0.24271756778241727,YES
0.16405195789553972,NO
0.23119080327702207,YES
0.18048751977817462,NO
0.21058625102324635,YES
0.34953460006472914,NO
0.3137928993138784,NO
0.3755349079518181,NO
0.1477554661015103,NO
0.3050086821341655,YES
0.323373763689026,NO
0.25986577787175075,YES
0.4134114737966564,NO
0.5475513721467413,NO
0.42610616495900955,YES
0.15128568413163113,NO
0.16645520041375728,NO
0.5686002934657338,YES
0.34822691533992883,NO
0.3418352278588872,NO
0.6369392694846451,YES
0.16663181451214892,NO
0.6304064807382033,YES
0.3014942876264937,NO
0.5149771278026595,NO
0.4726958240348299,NO
0.43880416497388286,NO
0.4484882262345682,NO
0.33452220513594855,NO
0.3396705175703837,NO
0.3904254650338322,NO
0.33645496813886255,NO
0.3348565958060065,NO
0.30059866970369103,NO
0.3904371606808597,NO
0.4760344562279273,NO
0.40536290298670474,NO
0.5671644807982867,YES
0.509713759031079,NO
0.43762025098989576,YES
0.1544292578306043,NO
0.37610163903845795,NO
0.2094258921378946,YES
0.16643613356061987,YES
0.1557915877633655,YES
0.2533544147644014,YES
0.2857619388067368,NO
0.07614970257838567,NO
0.2715949720773799,YES
0.08526883460281341,NO
0.16586665055703226,YES
0.04719219784369619,NO
0.37627284758570245,NO
0.4208726741428607,NO
0.352646493957888,NO
0.2808672286233959,NO
0.3121545586634491,YES
0.17638880157194742,NO
0.2437933707434603,YES
0.18413947737231373,NO
0.22145792825143173,YES
0.18335822780741973,NO
0.20620451126331768,NO
0.2860030263879023,NO
0.1918826181619901,NO
0.26524158210719334,YES
0.22689185035193582,NO
0.25014584340799756,YES
0.30962449863922625,YES
0.19134311139658255,YES
0.3821935313767838,NO
0.13574017081607154,NO
0.13514592055995484,NO
0.2987931500986907,NO
0.28262524490013285,YES
0.39610411117718275,YES
0.21394231202367886,NO
0.005800877121109618,NO
0.18566842932407324,NO
0.02969380632277166,NO
0.2839483600163897,NO
0.27947711743382964,NO
0.23172958930227677,NO
0.12311070663756148,YES
0.18813476936659096,NO
0.28070136010546665,YES
0.06344049833022523,NO
0.2958456177213231,YES
0.0679211105347738,NO
0.15018354139408907,NO
0.24083486345921795,NO
0.1669174569391339,NO
0.20158617216772146,NO
0.3179458695970739,NO
0.29044874821686434,NO
0.1684043766356093,NO
0.4195231209673565,NO
0.6921163181565879,NO
0.3783517897960034,YES
0.10115466831423502,YES
0.1672415606815542,YES
0.44944946427220633,YES
0.23495070808952534,NO
0.3367342549481352,NO
0.7895991757615612,YES
0.11853708619236487,NO
0.5402907341285565,YES
0.28712400665216953,NO
0.6134530998165816,NO
0.6819258714166152,NO
0.5222100828467874,NO
0.39355848971783924,NO
0.26999863092131865,YES
0.35033973233741905,NO
0.3270231004098818,YES
0.38810153669335645,NO
0.28748450777231443,YES
0.3723413083340463,NO
0.3868425674507131,NO
0.471055517729438,NO
0.3641060003026455,NO
0.5164389853983616,YES
0.38406539183677263,NO
0.593751962583627,YES
0.37466979044185206,NO
0.49668769120294387,NO
0.5619196874661028,YES
0.17644121903761734,YES
0.20273653897367983,YES
0.48210394009967916,YES
0.385982593404566,NO
0.33070912935670643,NO
0.5829147826000355,YES
0.13519758452455577,NO
0.48505913853140104,YES
0.1980691240258502,NO
0.4928924373620295,NO
0.5815168087906188,NO
0.454353052663795,NO
0.31688837998809943,NO
0.2945117570246039,YES
0.321089443296047,NO
0.24097704583484764,YES
0.3924029466871458,NO
0.22988606703466574,YES
0.31170842050876596,NO
0.35459612883256447,NO
0.43660515400628175,NO
0.4255456584464178,NO
0.5666917080188602,YES
0.4254660166595156,NO
0.4398806886750788,YES
0.4523775039045279,NO
0.6217320126272365,NO
0.6700088588793075,YES
0.20449960043148746,YES
0.2595124841531355,YES
0.5081269185406703,YES
0.5029776560396699,NO
0.35610234470858965,NO
0.6078454138173816,YES
0.11598055534797878,NO
0.573825790618368,YES
0.24649742399279112,NO
0.4764761388980284,NO
0.5601124315325521,NO
0.4036435773518152,NO
0.5302204544286322,NO
0.4403653864279453,YES
0.48797168225043386,NO
0.4223383647657397,YES
0.4162219345012972,NO
0.3492648794429413,YES
0.3142840837281216,NO
0.42713551294110264,NO
0.5713299985123269,NO
0.47184479371876265,NO
0.6345809421823235,YES
0.5684680048867494,NO
0.48102161771634344,YES
0.4026961316598314,NO
0.653689729292292,NO
0.33490183863106293,YES
0.0870867050731622,YES
0.12282473660141606,YES
0.40795858312576294,YES
0.1974393281758261,NO
0.28967087302632283,NO
0.7297653922004189,YES
0.10835876099132831,NO
0.5334333174650379,YES
0.24885483398946356,NO
0.588439059306988,NO
0.5708531306183947,NO
0.4566333107031846,NO
0.3734877438300794,NO
0.25049618864416895,YES
0.35396286032543983,NO
0.31053990415531935,YES
0.3335191641694386,NO
0.2744220098055389,YES
0.320045844315475,NO
0.31276427207193835,NO
0.4192772830533646,NO
0.3234502931889041,NO
0.4845742114521221,YES
0.35252803048547393,NO
0.5915907904740562,YES
0.24113049796559632,NO
0.47691257982156254,NO
0.21585633578261587,YES
0.2517504403149019,YES
0.277708060728386,YES
0.35672218124013644,YES
0.22942957643051282,NO
0.09081532321084367,NO
0.2834440384748131,YES
0.1646278620386719,NO
0.3143093751553073,YES
0.0913940120318396,NO
0.35831586876199817,NO
0.527545427350916,NO
0.34638385172514247,NO
0.2563871582843988,NO
0.23205130149782588,YES
0.20224810647638436,NO
0.28116086471389556,YES
0.23539756698436132,NO
0.30653445627706855,YES
0.26553099203952335,NO
0.30296220599166374,NO
0.32688088527333603,NO
0.3031802298879345,NO
0.3153149387123526,YES
0.3771140168660404,NO
0.19779619283429006,YES
0.37061965667411784,NO
0.47630240776024857,NO
0.2697779206299322,YES
0.26784486277877373,YES
0.39940906514858704,YES
0.36838510011260917,YES
0.32805601933182355,NO
0.2586605692923351,NO
0.3966945939279543,YES
0.13609687166995532,NO
0.569640190462793,YES
0.16064154653539064,NO
0.2756260062310608,NO
0.4127365989261563,NO
0.3099120739602579,NO
0.41974216045202484,NO
0.5208263600358497,YES
0.41188271841039337,NO
0.5860448588015986,YES
0.30027020875943694,NO
0.45764061058878025,YES
0.30269566317873214,NO
0.447845653627287,NO
0.4571931292365393,NO
0.284795786631692,NO
0.32761695753500586,YES
0.43560902559305703,NO
0.2655863252267212,YES
0.3839775598208595,NO
0.6540685110035892,NO
0.4828644520047174,NO
0.31404342203886454,NO
0.17858253803206559,NO
0.4563535324801714,NO
0.49827787330678897,NO
0.33171718274337103,NO
0.7396497864627112,NO
0.16408140995906295,NO
0.386029867406417,NO
0.28576236469864535,NO
0.8568514066734708,YES
1.0,YES
0.7764745630979667,YES
0.45838008998571855,NO
0.5035965425046512,NO
0.47544790478708077,NO
0.22656433947424698,NO
0.5599073154372025,NO
0.2881807099991591,NO
0.33396549888961796,NO
0.5942897002595682,NO
0.474690046516242,NO
0.35841097370127295,NO
0.6053936851434193,NO
0.4607888363378315,NO
0.5996415235044669,NO
0.1279640725448552,YES
0.4308911915954361,YES
0.2081746872323536,NO
0.05932058381131784,NO
0.08089728348777432,NO
0.10110614939757427,NO
0.38536662266111227,YES
0.09027296624574023,YES
0.05198426807707217,NO
0.05986330114649778,NO
0.11369977313393252,NO
0.10128997089749549,NO
0.19690358891576343,NO
0.23376594232172093,NO
0.2358022953411652,NO
0.2930802687980745,YES
0.11343323032100099,NO
0.15455859792714483,YES
0.045136188274625746,NO
0.30758221589397816,YES
0.07039455969607307,NO
0.12612041923358003,NO
0.0689200236258622,NO
0.13588779150376445,NO
0.1630758791629337,NO
0.11934035109284032,NO
0.1248675762822369,NO
0.039326301901604105,NO
0.0921834845866606,NO
0.33777454507618665,NO
0.2464525742987273,YES
0.23597016227497314,YES
0.29634338707969105,YES
0.3317305819580329,YES
0.24291586960722977,NO
0.03668888435550614,NO
0.3323188042055975,YES
0.0598662496289417,NO
0.19488315770151649,YES
0.012462416267603221,NO
0.3248191097830419,NO
0.5140068149912771,NO
0.2929895210606334,NO
0.18458197906531604,NO
0.36160457331904483,YES
0.05256511911852692,NO
0.2999571454457233,YES
0.15727854022075682,NO
0.32869636419681364,YES
0.17161265314376867,NO
0.19829350353983344,NO
0.22044941621194253,NO
0.15146786758575015,NO
0.3263025895833326,YES
0.28238654886583847,NO
0.2318450060094987,YES
0.34578383554780207,YES
0.2025041657961819,YES
0.3691019089556454,NO
0.18511601475774436,NO
0.13005477592401593,NO
0.2677149657466605,NO
0.3144546370570451,YES
0.42144274684293703,YES
0.2002435643064185,NO
0.0364260762870036,NO
0.2162770514664491,NO
0.04184771304399135,NO
0.23068271423010034,NO
0.35527352629360015,NO
0.20441268572122362,NO
0.13328605059523801,YES
0.2978516013715948,NO
0.3385955663931578,YES
0.059859304314740416,NO
0.3197388745321455,YES
0.0929671584593419,NO
0.1600790088460043,NO
0.32488898881696315,NO
0.17845444285033474,NO
0.15769909210000976,NO
0.30353411330303853,NO
0.27007892792654176,NO
0.1745132063675296,NO
0.3185523069139588,NO
0.468298227991536,NO
0.30133981990734754,NO
0.20583608200149023,NO
0.2853672352902424,NO
0.33298637339181997,NO
0.36979395054615233,NO
0.21586586920918466,NO
0.3547214393364317,NO
0.20697947073233136,YES
0.3295847747180866,NO
0.21247164174156113,YES
0.3813737222137063,NO
0.5702148496911155,NO
0.45100357660748747,NO
0.3646264729758316,NO
0.30954289119736145,NO
0.3945386308040346,NO
0.2996441804147579,NO
0.330154061156178,NO
0.2172795027364703,NO
0.3268420963487403,YES
0.43029278070298194,YES
0.3392143873363073,YES
0.37240270229071215,YES
0.39335006476996914,NO
0.31243034005470494,YES
0.28521322622392087,NO
0.3953332140617585,YES
0.25898477131750364,YES
0.3265733257935178,NO
0.2072649821156522,NO
0.11637853495607763,NO
0.22002188625757219,NO
0.3370528548566601,YES
0.4573836012024175,YES
0.17642755773562713,NO
0.04337014557345807,NO
0.19558607591615002,NO
0.040232173991128425,NO
0.27617858460196987,NO
0.4331674855639843,NO
0.22424919105927094,NO
0.16249152270346223,YES
0.2802151553504621,NO
0.3653153367574825,YES
0.08143013978722503,NO
0.33502741122225843,YES
0.11560767060156941,NO
0.1788200874342985,NO
0.29679149088933676,NO
0.2270915608961383,NO
0.1830791375636434,NO
0.24347211720073575,NO
0.27256469519227333,NO
0.15558250759717457,NO
0.3927880184943234,NO
0.5822162543481517,NO
0.46590913818904933,NO
0.28590736451305476,NO
0.2421517867623426,NO
0.4732643242109362,NO
0.4477364942550295,NO
0.2819210162488575,NO
0.5590916341495464,NO
0.18700474708949572,YES
0.44369907172272005,NO
0.33632772474094896,YES
0.5410382399499257,NO
0.8101723430577672,NO
0.4852738535751514,NO
0.3343961083700964,NO
0.48556857077588034,NO
0.2796789901984909,NO
0.21316787672932186,NO
0.4888647775827011,NO
0.24537313487600343,NO
0.3066939691772854,YES
0.5652161891211678,YES
0.3880889565015956,YES
0.5357356563618408,YES
0.5607619166931184,NO
0.5335216736556075,YES
0.38797642275498545,NO
