UPPERTRACED_RFSMOTE_RAW_VSM_SUM.csv,Associated
0.5119291070211317,NO
0.6722563053851398,NO
0.2257668711656442,YES
0.18691206543967284,NO
0.9298568507157465,YES
0.21554192229038857,NO
0.6355146557600546,NO
0.6136332651670076,NO
0.10013633265167007,NO
0.18227675528289025,NO
0.6286298568507158,YES
0.17825494205862305,NO
0.8903885480572599,YES
0.123585548738923,NO
0.6989775051124746,YES
0.19045671438309478,NO
0.561758691206544,NO
0.7879345603271984,NO
0.19461486025903205,NO
0.783367416496251,YES
0.8588275391956375,NO
0.839809134287662,YES
0.03742331288343558,NO
0.5570552147239265,NO
0.23408316291751877,YES
0.1043626448534424,YES
0.11622358554873893,YES
0.19638718473074301,YES
0.40245398773006147,NO
0.5995910020449898,NO
0.3523517382413089,YES
0.1801635991820041,NO
0.9096114519427404,YES
0.20586230402181324,NO
0.7293115201090663,NO
0.6409679618268576,NO
0.15930470347648262,NO
0.11499659168370824,NO
0.5842535787321065,YES
0.11288343558282207,NO
0.8661213360599864,YES
0.04628493524199046,NO
0.6739604635310157,YES
0.15794137695978192,NO
0.5284935241990457,NO
0.7549420586230403,NO
0.1523517382413088,NO
0.7539195637355147,YES
0.798159509202454,NO
0.9545330606680301,YES
0.08118609406952967,NO
0.38479890933878674,NO
0.19550102249488752,YES
0.2594410361281527,YES
0.8446489434219496,YES
0.4827539195637356,YES
0.053169734151329244,NO
0.5721881390593049,NO
0.7005453306066804,YES
0.14389911383776416,NO
0.41349693251533753,YES
0.16073619631901845,NO
0.2813905930470348,NO
0.6183367416496252,NO
0.31104294478527617,NO
0.2957055214723927,NO
0.8184049079754602,YES
0.34001363326516704,NO
0.23074301295160196,YES
0.26912065439672805,NO
0.21765507839127474,YES
0.07811860940695298,NO
0.6511929107021133,NO
0.6919563735514657,NO
0.12665303340149967,NO
0.2085889570552147,YES
0.3153374233128835,NO
0.38493524199045676,YES
0.08459441036128154,NO
0.39331970006816636,NO
0.29856850715746425,YES
0.24028629856850717,YES
0.9109747784594412,YES
0.55439672801636,YES
0.05596455351056579,NO
0.5884117246080438,NO
0.7605316973415134,YES
0.1346966598500341,NO
0.5438991138377642,YES
0.15555555555555556,NO
0.21049761417859578,NO
0.5027948193592366,NO
0.18691206543967284,NO
0.30436264485344244,NO
0.8641445126107704,YES
0.3484662576687117,NO
0.4340831629175188,YES
0.22713019768234496,NO
0.34996591683708256,YES
0.11022494887525561,NO
0.6408316291751875,NO
0.7856169052488072,NO
0.14914792092706206,NO
0.2739604635310157,YES
0.3911383776414452,NO
0.4625085207907294,YES
0.7246080436264486,NO
0.08411724608043628,NO
0.36952965235173835,NO
0.6713019768234494,NO
0.2873892297205181,NO
0.7291751874573961,NO
0.5387184730743014,NO
0.011929107021131556,NO
0.8406271301976824,NO
0.7246762099522837,NO
0.1584867075664622,NO
0.3811860940695297,NO
0.2839127471029312,YES
0.7776414451261077,YES
0.9323790047716429,YES
0.1094751192910702,NO
0.05800954328561691,NO
0.05705521472392638,NO
0.7001363326516701,NO
0.7423994546693934,NO
0.5323790047716429,NO
0.04792092706203136,NO
0.04669393319700068,NO
0.7330606680299933,NO
0.6871847307430131,NO
0.24710293115201096,NO
0.27818677573278805,NO
0.7733469665985003,NO
0.07355146557600545,YES
0.3565098841172461,YES
0.2448534423994547,NO
0.7493524199045672,NO
0.07866394001363328,NO
0.6518745739604637,NO
0.3019768234492161,YES
0.6331970006816633,YES
0.055078391274710294,NO
0.4062031356509885,NO
0.018609406952965236,NO
0.1107021131561009,NO
0.4567825494205863,NO
0.09843217450579414,NO
0.08875255623721884,NO
0.2805044308111793,YES
0.6364689843217451,NO
0.11281526925698707,YES
0.005180640763462845,NO
0.8844580777096115,YES
0.3897068847989094,NO
0.1365371506475801,NO
0.6719836400817997,NO
0.21090661213360604,NO
0.046898432174505796,NO
0.7394001363326518,NO
0.5494887525562373,NO
0.09093387866394001,NO
0.031083844580777092,NO
0.3320381731424677,NO
0.20743012951601908,YES
0.21308793456032724,YES
0.8601908657123383,YES
0.46584867075664627,YES
0.02304021813224267,NO
0.5438991138377642,NO
0.697955010224949,YES
0.08513974096796184,NO
0.4314246762099524,YES
0.1319700068166326,NO
0.24655760054533063,NO
0.5498295841854125,NO
0.2620995228357192,NO
0.19386503067484664,NO
0.8086571233810499,YES
0.24117246080436264,NO
0.28466257668711664,YES
0.23715064758009544,NO
0.22951601908657127,YES
0.024948875255623726,NO
0.5676209952283572,NO
0.6658486707566462,NO
0.08268575323790048,NO
0.19761417859577368,YES
0.2895705521472393,NO
0.3789366053169735,YES
0.22481254260395367,YES
0.17750511247443762,YES
0.2940013633265167,NO
0.7426721199727335,NO
0.08493524199045674,NO
0.6823449216087255,NO
0.23176550783912747,YES
0.8332651670074984,YES
0.06482617586912065,NO
0.3719836400817996,NO
0.04839809134287661,NO
0.061213360599863674,NO
0.4622358554873893,NO
0.08950238582140424,NO
0.07225630538513975,NO
0.1484662576687117,YES
0.6479890933878665,NO
0.21008861622358557,YES
0.002522154055896387,NO
0.8620995228357192,YES
0.356305385139741,NO
0.09959100204498977,NO
0.6952965235173826,NO
0.2049079754601227,NO
0.031765507839127474,NO
0.7743694614860259,NO
0.5704158145875938,NO
0.08541240627130198,NO
0.07348329925017041,NO
0.6066121336059986,NO
0.1452624403544649,NO
0.3822767552828903,NO
0.06687116564417178,NO
0.19536468984321745,NO
0.5274028629856852,NO
0.3550783912747104,NO
0.5903885480572597,NO
0.1403544648943422,YES
0.16257668711656445,NO
0.25923653715064765,YES
0.2760736196319019,NO
0.18200408997955014,NO
0.29611451942740297,NO
0.194546693933197,NO
0.4650988411724608,NO
0.19754601226993865,NO
0.09359236537150648,NO
0.7574642126789367,NO
0.5629856850715748,NO
0.07955010224948875,YES
0.08616223585548738,YES
0.10368098159509201,YES
0.5703476482617588,YES
0.5601908657123382,NO
0.10974778459441037,YES
0.1929107021131561,NO
0.23531015678254943,YES
0.19277436946148604,YES
0.24969325153374236,NO
0.7446489434219498,NO
0.06748466257668712,NO
0.6556237218813907,NO
0.1903203817314247,YES
0.8547375596455352,YES
0.05364689843217451,NO
0.37620995228357196,NO
0.026244035446489435,NO
0.06373551465576005,NO
0.45705521472392646,NO
0.09625085207907294,NO
0.08200408997955011,NO
0.1568507157464213,YES
0.6317655078391275,NO
0.24751192910702116,YES
0.004703476482617583,NO
0.8736877982276757,YES
0.3721881390593048,NO
0.08977505112474438,NO
0.6746421267893662,NO
0.20545330606680304,NO
0.028698023176550784,NO
0.7407634628493526,NO
0.5483299250170417,NO
0.08241308793456034,NO
0.08602590320381731,NO
0.603476482617587,NO
0.17886843899113838,NO
0.35569188820722575,NO
0.07259713701431494,NO
0.21710974778459444,NO
0.5773006134969326,NO
0.37068847989093395,NO
0.5789366053169734,NO
0.1190865712338105,YES
0.19631901840490798,NO
0.3175187457396047,YES
0.2779822767552829,NO
0.1653033401499659,NO
0.2737559645535106,NO
0.15316973415132928,NO
0.4643490115882754,NO
0.14328561690524882,NO
0.05828220858895706,NO
0.7720518064076348,NO
0.5142467620995229,NO
0.06216768916155419,YES
0.06748466257668712,YES
0.08023176550783914,YES
0.625153374233129,YES
0.5982958418541241,NO
0.12208588957055216,YES
0.18350374914792095,NO
