LOWERTRACED_SUM_MULTI_LSA_MEDIAN.csv,Associated
0.26567782197004247,NO
0.2734278219700425,NO
0.3115278219700425,NO
0.26427782197004246,NO
0.5797931665176698,YES
0.2877778219700425,NO
0.5611931665176698,YES
0.25640672857638064,NO
0.21580672857638064,NO
0.49649862710039955,NO
0.5256171224754156,NO
0.49536712247541553,NO
0.48279862710039956,NO
0.26340672857638064,NO
0.24045672857638065,NO
0.47064862710039956,NO
0.48091506084545077,YES
0.4765986271003996,NO
0.42471506084545074,YES
0.218140023900312,NO
0.206590023900312,NO
0.20324002390031198,NO
0.20620672857638064,NO
0.46996712247541556,NO
0.20655672857638063,NO
0.4506171224754155,NO
0.28015672857638063,NO
0.4611671224754155,NO
0.4743650608454507,YES
0.46011506084545073,YES
0.41906506084545075,YES
0.42421506084545074,YES
0.5090486271003996,NO
0.36716506084545075,YES
0.44669862710039954,NO
0.19129265567130688,NO
0.18074265567130687,NO
0.43006235883308097,YES
0.4139002362664429,YES
0.35810023626644283,YES
0.44316235883308097,YES
0.18629265567130687,NO
0.17224265567130687,NO
0.48001235883308097,YES
0.39590499899655174,NO
0.42961235883308097,YES
0.3389549989965518,NO
0.21316375545054828,NO
0.22911375545054824,NO
0.21931375545054826,NO
0.21469265567130685,NO
0.34380023626644285,YES
0.21254265567130687,NO
0.3627002362664429,YES
0.21304265567130687,NO
0.35930023626644286,YES
0.36845499899655176,NO
0.3763049989965518,NO
0.3774049989965518,NO
0.31760499899655176,NO
0.449662358833081,YES
0.3218049989965518,NO
0.442912358833081,YES
0.2163777024684826,NO
0.18287770246848262,NO
0.5671899719034501,NO
0.4715941143201182,NO
0.4539441143201183,NO
0.54798997190345,NO
0.2282777024684826,NO
0.2224277024684826,NO
0.5480899719034501,NO
0.3419560663005601,YES
0.5503899719034501,NO
0.3648560663005601,YES
0.25043231194468263,NO
0.22628231194468265,NO
0.22613231194468264,NO
0.17227770246848262,NO
0.42909411432011824,NO
0.1736277024684826,NO
0.4322441143201182,NO
0.2584277024684826,NO
0.42604411432011824,NO
0.33645606630056013,YES
0.3147560663005601,YES
0.3375560663005601,YES
0.39790606630056014,YES
0.5683899719034501,NO
0.3253560663005601,YES
0.5146899719034501,NO
0.28856036105891153,NO
0.30806036105891155,NO
0.34721738337195085,NO
0.2879925899910602,NO
0.2614425899910602,NO
0.3391673833719509,NO
0.30806036105891155,NO
0.28946036105891154,NO
0.34511738337195086,NO
0.3720896425899911,YES
0.3524173833719509,NO
0.2874896425899911,YES
0.13071595208990897,NO
0.10091595208990897,NO
0.09651595208990896,NO
0.3431103610589115,NO
0.2559925899910602,NO
0.32386036105891153,NO
0.34464258999106023,NO
0.30656036105891155,NO
0.3305925899910602,NO
0.40278964258999106,YES
0.36548964258999106,YES
0.4477396425899911,YES
0.28983964258999106,YES
0.3317173833719509,NO
0.33433964258999105,YES
0.3215173833719509,NO
0.2648674800678696,NO
0.2313674800678696,NO
0.5143546760686724,NO
0.5146296929448468,NO
0.49987969294484685,NO
0.5078546760686723,NO
0.2771174800678696,NO
0.2531174800678696,NO
0.5042546760686724,NO
0.45484352502234954,YES
0.5081046760686724,NO
0.38004352502234956,YES
0.22929190490959844,NO
0.21874190490959844,NO
0.21704190490959846,NO
0.2178174800678696,NO
0.46827969294484684,NO
0.2186674800678696,NO
0.45787969294484687,NO
0.2885174800678696,NO
0.46752969294484686,NO
0.4777935250223495,YES
0.4505935250223495,YES
0.41584352502234956,YES
0.4096435250223496,YES
0.5270046760686723,NO
0.37604352502234956,YES
0.47510467606867235,NO
0.20942657222090455,NO
0.20877657222090457,NO
0.37619809892174927,NO
0.454082707850614,NO
0.3811327078506139,NO
0.3649480989217493,NO
0.20332657222090456,NO
0.19967657222090457,NO
0.3932480989217493,NO
0.5068179443907245,YES
0.35254809892174926,NO
0.4043179443907245,YES
0.22011977340314898,NO
0.216619773403149,NO
0.216469773403149,NO
0.21552657222090454,NO
0.361532707850614,NO
0.21427657222090457,NO
0.358532707850614,NO
0.25817657222090457,NO
0.385682707850614,NO
0.45556794439072446,YES
0.4521179443907245,YES
0.4439679443907245,YES
0.3498179443907245,YES
0.3909480989217493,NO
0.3433679443907245,YES
0.37169809892174926,NO
0.19592140172593092,NO
0.16502140172593094,NO
0.6902738911897247,YES
0.4023686312966376,YES
0.3921686312966376,YES
0.5778738911897248,YES
0.25432140172593093,NO
0.19572140172593092,NO
0.5988238911897248,YES
0.15161729762273998,NO
0.5999738911897248,YES
0.15586729762274,NO
0.20625626334130015,NO
0.17450626334130015,NO
0.17340626334130013,NO
0.18757140172593093,NO
0.38046863129663755,YES
0.18622140172593094,NO
0.4492686312966376,YES
0.2489214017259309,NO
0.3968686312966376,YES
0.16646729762273998,NO
0.14291729762273997,NO
0.25416729762274,NO
0.16291729762274,NO
0.6054738911897247,YES
0.22871729762273996,NO
0.5395738911897248,YES
0.2589854125996607,NO
0.24638541259966065,NO
0.6127379038879057,YES
0.3114543759464341,NO
0.2804043759464341,NO
0.6409379038879057,YES
0.26038541259966064,NO
0.22388541259966066,NO
0.7053879038879057,YES
0.22700644943533232,NO
0.6520379038879057,YES
0.20790644943533232,NO
0.271618018281002,NO
0.26856801828100196,NO
0.240818018281002,NO
0.25453541259966067,NO
0.3131543759464341,NO
0.23893541259966067,NO
0.3873043759464341,NO
0.24158541259966065,NO
0.3355043759464341,NO
0.23105644943533232,NO
0.22070644943533232,NO
0.3198564494353323,NO
0.22735644943533234,NO
0.6226879038879057,YES
0.29945644943533234,NO
0.5766879038879058,YES
0.2151567915199504,NO
0.1934567915199504,NO
0.62375,YES
0.4563608892375618,YES
0.4282608892375618,YES
0.61065,YES
0.23690679151995042,NO
0.1989567915199504,NO
0.63995,YES
0.3629745926912481,NO
0.6304,YES
0.3013245926912481,NO
0.2251446014486143,NO
0.20994460144861432,NO
0.20929460144861434,NO
0.19805679151995043,NO
0.4064108892375618,YES
0.19735679151995042,NO
0.4516608892375618,YES
0.23645679151995042,NO
0.4123108892375618,YES
0.3664245926912481,NO
0.3521245926912481,NO
0.3933245926912481,NO
0.3043245926912481,NO
0.6214999999999999,YES
0.3445245926912481,NO
0.599,YES
0.26428161865319005,NO
0.26478161865319005,NO
0.5630179079016986,YES
0.24606099323128572,NO
0.2404109932312857,NO
0.5788179079016985,YES
0.26653161865319003,NO
0.25898161865319,NO
0.6058679079016985,YES
0.14390313075842442,NO
0.6154679079016985,YES
0.13720313075842444,NO
0.1888816879823393,NO
0.15378168798233932,NO
0.14053168798233934,NO
0.27123161865319,NO
0.2632609932312857,NO
0.26518161865319,NO
0.3358109932312857,NO
0.22758161865319004,NO
0.2911109932312857,NO
0.1753031307584244,NO
0.1526031307584244,NO
0.2594531307584244,NO
0.17240313075842445,NO
0.5699679079016986,YES
0.24360313075842444,NO
0.5309179079016986,YES
0.10223015179434786,NO
0.08808015179434786,NO
0.3459954972542008,YES
0.2713262273996096,YES
0.2355262273996096,YES
0.3450954972542008,YES
0.09833015179434786,NO
0.08378015179434786,NO
0.3789954972542008,YES
0.2514388279724873,NO
0.3404954972542008,YES
0.2435388279724873,NO
0.13696777106785135,NO
0.13811777106785134,NO
0.14071777106785133,NO
0.11048015179434786,NO
0.2555762273996096,YES
0.10958015179434787,NO
0.2496262273996096,YES
0.14623015179434784,NO
0.2335762273996096,YES
0.2013388279724873,NO
0.2295388279724873,NO
0.2287388279724873,NO
0.21133882797248732,NO
0.35239549725420083,YES
0.2127388279724873,NO
0.3506454972542008,YES
0.22412331831201765,YES
0.09702331831201766,YES
0.4741960318184306,NO
0.4133270949262009,NO
0.40887709492620095,NO
0.36779603181843057,NO
0.19262331831201768,YES
0.2575733183120177,YES
0.3626960318184306,NO
0.15389861341701486,NO
0.3683460318184306,NO
0.14949861341701487,NO
0.13856912024958495,NO
0.11201912024958494,NO
0.10431912024958494,NO
0.11512331831201766,YES
0.3834270949262009,NO
0.19387331831201765,YES
0.34892709492620094,NO
0.22217331831201764,YES
0.3547770949262009,NO
0.16699861341701486,NO
0.16234861341701484,NO
0.17894861341701485,NO
0.17564861341701485,NO
0.4013460318184306,NO
0.19099861341701485,NO
0.3422960318184306,NO
0.21317475415518783,NO
0.20482475415518783,NO
0.6035377460728686,YES
0.28212575395449824,YES
0.2645257539544982,YES
0.6084377460728686,YES
0.21462475415518784,NO
0.20507475415518783,NO
0.7229377460728685,YES
0.14707149842184963,NO
0.6386877460728686,YES
0.13842149842184964,NO
0.25566497783291675,NO
0.19691497783291675,NO
0.20476497783291675,NO
0.21322475415518785,NO
0.2807757539544982,YES
0.20987475415518783,NO
0.3745257539544982,YES
0.21227475415518784,NO
0.3228757539544982,YES
0.16782149842184965,NO
0.14727149842184967,NO
0.25132149842184964,NO
0.15902149842184965,NO
0.5984377460728686,YES
0.23122149842184964,NO
0.6316877460728686,YES
0.21398748243965626,NO
0.17878748243965625,NO
0.6655202851617376,YES
0.47387527503603294,YES
0.4635252750360329,YES
0.5750202851617375,YES
0.26468748243965623,NO
0.21333748243965625,NO
0.6034202851617376,YES
0.2418160095601248,NO
0.5977702851617376,YES
0.20191600956012482,NO
0.22171156063563885,NO
0.19601156063563885,NO
0.19506156063563884,NO
0.20248748243965625,NO
0.43917527503603293,YES
0.19918748243965625,NO
0.4765252750360329,YES
0.25348748243965624,NO
0.4418752750360329,YES
0.2542160095601248,NO
0.2398160095601248,NO
0.2977160095601248,NO
0.21361600956012483,NO
0.6036202851617376,YES
0.2645660095601248,NO
0.5585202851617376,YES
0.23601682326540296,NO
0.22386682326540294,NO
0.6024482859280071,YES
0.29570547244166323,YES
0.3143554724416632,YES
0.5042982859280072,YES
0.28241682326540296,NO
0.250016823265403,NO
0.5080482859280071,YES
0.1119134133659302,NO
0.5344982859280072,YES
0.1079134133659302,NO
0.13798755085657988,NO
0.1069375508565799,NO
0.09528755085657989,NO
0.27061682326540293,NO
0.2986554724416632,YES
0.2676668232654029,NO
0.3856554724416632,YES
0.2575668232654029,NO
0.3402554724416632,YES
0.1445134133659302,NO
0.1218634133659302,NO
0.2377634133659302,NO
0.1425634133659302,NO
0.5120482859280071,YES
0.21976341336593022,NO
0.46844828592800714,YES
0.19845560106547955,NO
0.19960560106547953,NO
0.5514725456568936,YES
0.23485139935414423,YES
0.21355139935414424,YES
0.5438225456568937,YES
0.19620560106547955,NO
0.19080560106547953,NO
0.6582225456568938,YES
0.11893181386947876,NO
0.5769725456568937,YES
0.11278181386947878,NO
0.22932864662202845,NO
0.14952864662202844,NO
0.16122864662202846,NO
0.21535560106547955,NO
0.23185139935414423,YES
0.21380560106547952,NO
0.33360139935414423,YES
0.19495560106547954,NO
0.28765139935414424,YES
0.13263181386947875,NO
0.10943181386947876,NO
0.22553181386947876,NO
0.12353181386947876,NO
0.5477725456568937,YES
0.18723181386947876,NO
0.6099225456568937,YES
0.1934807438287935,NO
0.1811807438287935,NO
0.47125185455474267,YES
0.38767403076024887,YES
0.34192403076024885,YES
0.49695185455474267,YES
0.18293074382879349,NO
0.1636307438287935,NO
0.5217018545547427,YES
0.3656131807483899,NO
0.4761518545547427,YES
0.33796318074838994,NO
0.20853457152761307,NO
0.22068457152761306,NO
0.2102845715276131,NO
0.2208307438287935,NO
0.32267403076024886,YES
0.2183307438287935,NO
0.34662403076024884,YES
0.2113307438287935,NO
0.34202403076024884,YES
0.32736318074838994,NO
0.3477131807483899,NO
0.3476131807483899,NO
0.3179631807483899,NO
0.4958518545547427,YES
0.32636318074838994,NO
0.4802018545547427,YES
0.2164966986553794,NO
0.2079466986553794,NO
0.49477289230264,YES
0.29644974092791593,YES
0.3133997409279159,YES
0.49742289230264,YES
0.20549669865537942,NO
0.1960466986553794,NO
0.51362289230264,YES
0.2497336264618416,NO
0.51972289230264,YES
0.2250336264618416,NO
0.12614833518819218,NO
0.10554833518819216,NO
0.08884833518819216,NO
0.2476966986553794,NO
0.2790497409279159,YES
0.24504669865537942,NO
0.4185997409279159,YES
0.2010466986553794,NO
0.3618997409279159,YES
0.2417836264618416,NO
0.23098362646184162,NO
0.3071836264618416,NO
0.22533362646184163,NO
0.49172289230264,YES
0.2728336264618416,NO
0.48502289230263995,YES
0.13907955519877402,NO
0.114279555198774,NO
0.46097862746528984,NO
0.3688142781558446,NO
0.2972142781558446,NO
0.43977862746528984,NO
0.142729555198774,NO
0.116329555198774,NO
0.5215286274652898,NO
0.24814453394391633,NO
0.43117862746528984,NO
0.23619453394391635,NO
0.3275587701373812,YES
0.28470877013738116,YES
0.3132087701373812,YES
0.132879555198774,NO
0.2989642781558446,NO
0.134429555198774,NO
0.28996427815584463,NO
0.172129555198774,NO
0.3019142781558446,NO
0.20674453394391634,NO
0.22084453394391634,NO
0.23429453394391633,NO
0.21064453394391633,NO
0.4761786274652898,NO
0.21064453394391633,NO
0.49717862746528985,NO
0.1554804957034172,YES
0.23803049570341722,YES
0.38113688128295414,NO
0.3245083860903833,NO
0.2825583860903833,NO
0.27468688128295415,NO
0.2580304957034172,YES
0.1559804957034172,YES
0.29193688128295414,NO
0.22881165185820368,NO
0.27018688128295415,NO
0.24206165185820366,NO
0.14001849172611336,NO
0.1321684917261134,NO
0.13506849172611338,NO
0.2472804957034172,YES
0.2717083860903833,NO
0.1842804957034172,YES
0.2586583860903833,NO
0.28028049570341723,YES
0.2857083860903833,NO
0.21101165185820367,NO
0.17376165185820366,NO
0.22056165185820364,NO
0.20026165185820366,NO
0.31388688128295417,NO
0.19391165185820367,NO
0.28823688128295416,NO
0.1228689277699732,NO
0.1086189277699732,NO
0.5391414433234204,YES
0.37762907628030873,YES
0.37727907628030866,YES
0.5436914433234205,YES
0.1269689277699732,NO
0.1090189277699732,NO
0.5789414433234205,YES
0.2832144998266771,NO
0.5484414433234204,YES
0.27756449982667714,NO
0.18770077812847785,NO
0.17515077812847787,NO
0.17910077812847786,NO
0.1122689277699732,NO
0.3394790762803087,YES
0.1119689277699732,NO
0.4101290762803087,YES
0.1540189277699732,NO
0.3746790762803087,YES
0.24906449982667717,NO
0.24711449982667716,NO
0.28916449982667713,NO
0.24641449982667715,NO
0.5469414433234204,YES
0.26816449982667717,NO
0.5349414433234204,YES
0.23550604623159585,YES
0.07580604623159586,YES
0.4349296701392056,NO
0.38800706518764483,NO
0.35555706518764485,NO
0.3147796701392056,NO
0.17560604623159587,YES
0.2718060462315959,YES
0.3168296701392056,NO
0.16888287661235885,NO
0.3097796701392056,NO
0.17093287661235884,NO
0.1011165194942621,NO
0.0827165194942621,NO
0.0800665194942621,NO
0.11950604623159586,YES
0.34855706518764484,NO
0.22470604623159585,YES
0.3251070651876448,NO
0.23295604623159585,YES
0.3296070651876448,NO
0.14908287661235886,NO
0.15603287661235885,NO
0.18133287661235886,NO
0.15433287661235884,NO
0.3572796701392056,NO
0.17443287661235884,NO
0.30192967013920563,NO
0.2118151630147233,NO
0.18286516301472333,NO
0.4334510417616902,NO
0.34283286931455365,NO
0.28148286931455363,NO
0.44520104176169023,NO
0.18976516301472332,NO
0.19336516301472334,NO
0.47995104176169023,NO
0.3634986672383281,YES
0.4261510417616902,NO
0.3556986672383281,YES
0.20998021382569196,NO
0.22098021382569194,NO
0.21468021382569197,NO
0.22061516301472334,NO
0.2835828693145537,NO
0.23281516301472333,NO
0.30108286931455364,NO
0.2535151630147233,NO
0.31038286931455367,NO
0.3188986672383281,YES
0.32374866723832807,YES
0.3365986672383281,YES
0.3538986672383281,YES
0.4528010417616902,NO
0.3060486672383281,YES
0.4434010417616902,NO
0.24437369506121037,YES
0.08817369506121035,YES
0.34839854500009126,NO
0.33531647297075395,NO
0.288616472970754,NO
0.24114854500009125,NO
0.14637369506121034,YES
0.2887236950612104,YES
0.25459854500009127,NO
0.19006318895842075,NO
0.23949854500009124,NO
0.19086318895842075,NO
0.08325,NO
0.0736,NO
0.07315,NO
0.12682369506121033,YES
0.28251647297075394,NO
0.25332369506121033,YES
0.272566472970754,NO
0.24262369506121034,YES
0.28711647297075393,NO
0.15996318895842077,NO
0.15896318895842076,NO
0.19981318895842076,NO
0.17016318895842075,NO
0.27859854500009124,NO
0.17631318895842074,NO
0.24569854500009125,NO
0.19793585411687434,NO
0.15748585411687435,NO
0.520679721223842,NO
0.4358376584992064,NO
0.3981876584992064,NO
0.523729721223842,NO
0.20328585411687433,NO
0.18173585411687435,NO
0.534129721223842,NO
0.3490845605809053,YES
0.513479721223842,NO
0.3996345605809053,YES
0.24879970991224387,NO
0.24614970991224389,NO
0.23569970991224387,NO
0.16718585411687434,NO
0.39553765849920636,NO
0.16993585411687434,NO
0.3876876584992064,NO
0.24113585411687433,NO
0.3871376584992064,NO
0.3073345605809053,YES
0.3112345605809053,YES
0.32058456058090534,YES
0.39528456058090533,YES
0.5433297212238419,NO
0.3162845605809053,YES
0.4990797212238419,NO
