LOWERTRACED_SUM_RAW_LSA_SUM.csv,Associated
0.6081224183737757,NO
0.5634322431823732,YES
0.2511439379036794,NO
0.2332528363303935,NO
0.22806364236757898,NO
0.22487986517740732,NO
0.6368660150633519,NO
0.22542201977053722,NO
0.6068926111288859,NO
0.33942938564013364,NO
0.6232346995789436,NO
0.6403407447506538,YES
0.6182673077446519,YES
0.5546803190361338,YES
0.562657736620759,YES
0.6583878942225313,NO
0.4742865379405895,YES
0.5618069259892522,NO
0.1944916213457673,NO
0.17814953289570962,NO
0.5319028967554899,YES
0.5176139517315099,YES
0.4311790194553755,YES
0.5521949686697795,YES
0.18674655572962623,NO
0.1649829213482698,NO
0.6092761022607391,YES
0.5161307364583426,NO
0.5312058408500372,YES
0.42791443909049587,NO
0.23985682427707983,NO
0.2645635835925699,NO
0.2493832549849333,NO
0.23073852842930742,NO
0.40902813179321207,YES
0.22740815021436678,NO
0.4383044798222253,YES
0.22818265677598087,NO
0.43303783520324934,YES
0.4736103262257282,NO
0.4857700792430697,NO
0.48747399367862065,NO
0.39484300890957347,NO
0.5622635539707629,YES
0.4013488640271321,NO
0.5518077153889724,YES
0.23405800784324826,NO
0.18216606821510317,NO
0.7583340433028745,NO
0.635460194363322,NO
0.6081201127383442,NO
0.7285929913368926,NO
0.25249126400966404,NO
0.24342953723877897,NO
0.7287478926492156,NO
0.4279603648557151,YES
0.7323106228326404,NO
0.4634327653776411,YES
0.30227126650822506,NO
0.2648625995822637,NO
0.2646302476137795,NO
0.16574652910888416,NO
0.5696271366261231,NO
0.1678376968252422,NO
0.5745065279642919,NO
0.2991940096749947,NO
0.564902646600277,NO
0.41944079267796,YES
0.38582720790390773,YES
0.42114470711351093,YES
0.5146276491003337,YES
0.7601928590507483,NO
0.40224674701012675,YES
0.6770108543333933,NO
0.3646104764783809,NO
0.394816232381331,NO
0.3758167308472485,NO
0.31437081751501256,NO
0.2732445190933035,NO
0.3633471752052614,NO
0.394816232381331,NO
0.3660045882892863,NO
0.3725638032884693,NO
0.4664260347666892,YES
0.3838715990880352,NO
0.3353795245415824,YES
0.1049951666403617,NO
0.05883457556816095,NO
0.05201891782595679,NO
0.44910914235047983,NO
0.26480239757170976,NO
0.4192906397283368,NO
0.40212241094589074,NO
0.3924927126964888,NO
0.3803587765645344,NO
0.5139807376497953,YES
0.456202548153383,YES
0.5836088775389034,YES
0.3390197053811687,YES
0.35180702743721126,NO
0.4079507893648241,YES
0.3360070935802834,NO
0.3184523405963425,NO
0.2665604009681974,NO
0.6703016920223419,NO
0.7062408217015481,NO
0.6833928781339319,NO
0.6602331067213585,NO
0.33742775135588815,NO
0.300251436398411,NO
0.654656659477737,NO
0.6093865172721257,YES
0.6606203600021655,NO
0.4935203356546555,YES
0.26800738660785245,NO
0.2516652981577948,NO
0.24903197584830683,NO
0.24557127314845512,NO
0.6344440634399203,NO
0.24688793430319905,NO
0.618334326958347,NO
0.3550865009606897,NO
0.6332823035974993,NO
0.6449363684502132,YES
0.6028032114984058,YES
0.5489750054662255,YES
0.5393711241022106,YES
0.6898967080311788,NO
0.4873242831617426,YES
0.6095029269356346,NO
0.22867620608163308,NO
0.22766934755153478,NO
0.43775644274302117,NO
0.5952205872455937,NO
0.4822200799060956,NO
0.4203300451067038,NO
0.219227226029941,NO
0.213573328130158,NO
0.4641671164940623,NO
0.6920742186787278,YES
0.401122282378674,NO
0.533300373547836,YES
0.2533137215568089,NO
0.2478921756255102,NO
0.247659823657026,NO
0.23812518613332517,NO
0.4518594226908226,NO
0.23618891972928996,NO
0.447212383321138,NO
0.3041905958390085,NO
0.4892680896167839,NO
0.6126872961132819,YES
0.6073432008381446,YES
0.5947187438838347,YES
0.4488791583318984,YES
0.46060438631063727,NO
0.43888802368707647,YES
0.43078588368849424,NO
0.20174525011682715,NO
0.1538807446090753,NO
0.9465381158177759,YES
0.5192486846412179,YES
0.5034487507842901,YES
0.7724290407669246,YES
0.29220761651335475,NO
0.20143544749218145,NO
0.8048808656985558,YES
0.10571394537044858,NO
0.8066622307902682,YES
0.11229725114416846,NO
0.22898974757454638,NO
0.1798085809120506,NO
0.17810466647649953,NO
0.18881099053787154,NO
0.48532529724252005,YES
0.18671982282151345,NO
0.591897400120621,YES
0.28384294564792245,NO
0.5107291124634626,YES
0.1287167902503875,NO
0.09223753119836313,NO
0.2645652411575018,NO
0.12321779366292736,NO
0.8151818029680235,YES
0.2251428571713438,NO
0.7131018381472841,YES
0.30463061701396443,NO
0.2851130516612889,NO
0.8259222255079951,YES
0.35345184282834713,NO
0.3053549853521112,NO
0.8696043955830307,YES
0.3067992353864839,NO
0.2502602563886541,NO
0.969438291375089,YES
0.22812165090874942,NO
0.8867984412508638,YES
0.1985355002550906,NO
0.33194607195995374,NO
0.3272215819341076,NO
0.2842364677645247,NO
0.29773750861559883,NO
0.35608516513783517,NO
0.27357290389323874,NO
0.4709444882252072,NO
0.27767778866979353,NO
0.39070560844198565,NO
0.23439515405782368,NO
0.21836286823241163,NO
0.371947519400489,NO
0.2286638055018793,NO
0.8413349060841158,YES
0.3403476516866334,NO
0.7700803024156181,YES
0.2379763854077256,NO
0.20436280063367335,NO
0.8561261742912828,YES
0.6001062411881106,YES
0.5565789724253979,YES
0.8358341023769932,YES
0.2716674208379392,NO
0.21288237281142852,NO
0.8812201868875799,YES
0.46131998700269694,NO
0.8664271115607503,YES
0.3658233279556776,NO
0.25966956704802796,NO
0.23612456757495914,NO
0.2351177090448608,NO
0.21148826100052315,NO
0.5227330356828613,YES
0.2104039518142634,NO
0.5928258795089381,YES
0.27097036493248655,NO
0.5318722131099078,YES
0.4666640822778343,NO
0.44451319461567074,NO
0.5083325352926732,NO
0.37047036732536226,NO
0.8526408947640192,YES
0.43274069487913636,NO
0.8177880994913844,YES
0.31549871567382426,NO
0.3162732222354384,NO
0.7363121092072573,YES
0.24317376126059886,NO
0.23442183711435943,NO
0.7607865165542631,YES
0.3189839952010878,NO
0.3072889461207148,NO
0.8026873215375862,YES
0.0862173924574365,NO
0.817557847520577,YES
0.07583900453180746,NO
0.19754883784508387,NO
0.14317847721977361,NO
0.12265405333699982,NO
0.3262643568802604,NO
0.26981678698012407,NO
0.3168928274847297,NO
0.38219768907033097,NO
0.2586499340513489,NO
0.3129568024620298,NO
0.13485640452680242,NO
0.09969380662952197,NO
0.26520585884645653,NO
0.13036426646944055,NO
0.7470777504136934,YES
0.2406540008432893,NO
0.6865887879516316,YES
0.0441378820338207,NO
0.022219346340141485,NO
0.39027628043027485,YES
0.28526995949958195,YES
0.22981528968801185,YES
0.3888821686193695,YES
0.03809673085323066,NO
0.01555858991026017,NO
0.4413937134968059,YES
0.278199541505077,NO
0.3817567082525197,YES
0.2659623378315741,NO
0.11219617084055648,NO
0.1139775359322689,NO
0.11800497005266224,NO
0.05691724030045346,NO
0.26087300280873754,YES
0.05552312848954809,NO
0.25165637472552965,YES
0.11229445945586204,NO
0.2267947140977169,YES
0.20059398403134354,NO
0.24427615410637915,NO
0.24303694360779654,NO
0.2160841152636257,NO
0.4001899644189355,YES
0.21825273363614517,NO
0.39747919145328603,YES
0.23178827177843414,YES
0.03490870381612825,YES
0.5837509358387274,NO
0.5372369594007761,NO
0.5303438510024107,NO
0.4189359395272455,NO
0.18299435839674538,YES
0.28360276075041785,YES
0.41103597259878166,NO
0.1118228573069401,NO
0.41978789674502115,NO
0.10500719956473599,NO
0.11085708893910169,NO
0.0697307905173926,NO
0.0578033894685354,NO
0.06294584134655891,YES
0.4909214670162525,NO
0.1849306248007807,YES
0.4374805142648792,NO
0.22876769618813908,YES
0.44654224103576423,NO
0.1321149292212297,NO
0.12491201819821847,NO
0.1506256360438068,NO
0.1455138927371537,NO
0.4709053298115521,NO
0.16929124417870678,NO
0.37943610488492613,NO
0.234110327073205,NO
0.2211760674942494,NO
0.8150478330865515,YES
0.312113307549433,YES
0.2848506765806166,YES
0.8226379973903698,YES
0.2363563961018859,NO
0.22156332077505647,NO
1.0,YES
0.0981430860897849,NO
0.8694956443680231,YES
0.08474412257386087,NO
0.30629283683688563,NO
0.21528831584722807,NO
0.22744806886456959,NO
0.23418777772936644,NO
0.310022139833075,YES
0.2289985837665519,NO
0.45524212013571996,YES
0.23271621526229963,NO
0.3752355923209827,YES
0.13028510839677032,NO
0.0984528887144306,NO
0.2596277041863261,NO
0.11665379291236207,NO
0.8071478661580876,YES
0.228492540409439,NO
0.8586525525054257,YES
0.23219995856336928,NO
0.17767469662573615,NO
0.9113496200262958,YES
0.6363650378727416,YES
0.6203327520473295,YES
0.7711639323741424,YES
0.31073492391103963,NO
0.23119310003327093,NO
0.8151559050738238,YES
0.2541952968427102,NO
0.8064039809275844,YES
0.19238967322590456,NO
0.254536400026202,NO
0.2147267627592369,NO
0.2132552002921701,NO
0.21438630764624478,NO
0.5826142824967225,YES
0.20927456433959168,NO
0.6404699226492963,YES
0.2933859769308837,NO
0.5867966179294387,YES
0.27340305957074007,NO
0.2510972705962538,NO
0.3407851304311673,NO
0.21051312676767459,NO
0.8154657076984694,YES
0.28943534539615207,NO
0.7456052158408769,YES
0.26904872373482436,NO
0.2502282142876015,NO
0.7916292322867127,YES
0.3312232926408205,YES
0.3601123873890267,YES
0.6395935942418637,YES
0.3409229326526134,NO
0.29073490746001934,NO
0.6454023934539695,YES
0.03517964713658027,NO
0.6863737905633557,YES
0.028983594643667412,NO
0.11619125751898875,NO
0.06809440004275273,NO
0.05004839715714403,NO
0.32264457779852046,NO
0.33579288135434376,YES
0.3180749890849972,NO
0.4705570230751983,YES
0.30242995654039223,NO
0.40023182728063744,YES
0.08567747495382004,NO
0.05059232771270099,NO
0.2301229486948509,NO
0.08265689936352501,NO
0.6515984459468823,YES
0.20224071247674302,NO
0.5840614737741322,YES
0.20970941341344418,NO
0.21149077850515657,NO
0.7239169944324763,YES
0.23021322990061688,YES
0.19721925037585597,YES
0.7120670440397804,YES
0.20622413388618066,NO
0.1978594630207483,NO
0.889274145337088,YES
0.04840295862129683,NO
0.7634168290747957,YES
0.03887652791344333,NO
0.26211494891260256,NO
0.13850370167899112,NO
0.15662715522076126,NO
0.23588773519600098,NO
0.22556619053093224,YES
0.23348676485499725,NO
0.3831782758194029,YES
0.2042878674821454,NO
0.31200112280706654,YES
0.06962443840952336,NO
0.0336873339506288,NO
0.2135277575574243,NO
0.0555284189881466,NO
0.7181856458765319,YES
0.15420055493778378,NO
0.8144568114851654,YES
0.19669265570616606,NO
0.177639794290459,NO
0.6041746657676101,YES
0.4726587406315178,YES
0.40179139024382704,YES
0.6439843030345752,YES
0.18035056725610843,NO
0.1504546139778039,NO
0.6823223778344735,YES
0.4694386091788917,NO
0.6117648300714283,YES
0.4266083963216316,NO
0.22947052241361798,NO
0.24829103186084078,NO
0.23218129537926735,NO
0.23905816462645768,NO
0.371972887621684,YES
0.23518563181838714,NO
0.4090717519229997,YES
0.22434253995578968,NO
0.4019462915561499,YES
0.41018885721541254,NO
0.44171127427310664,NO
0.44155637296078387,NO
0.3956281338570673,NO
0.6422803885990241,YES
0.40863984409218435,NO
0.6180383332205026,YES
0.23636485217561753,NO
0.22312078997201634,NO
0.6303788231298953,YES
0.31618679829543506,YES
0.3424425707341533,YES
0.6344837079064501,YES
0.21932570782010724,NO
0.20468753380560062,NO
0.6595777205027471,YES
0.2685185896031745,NO
0.6690267005544392,YES
0.23025796545943766,NO
0.09587664646049322,NO
0.063966976121992,NO
0.03809845696408083,NO
0.2846940616203378,NO
0.2892339699512642,YES
0.28058917684378304,NO
0.5053987512977612,YES
0.21243259942174164,NO
0.4175697072107216,YES
0.2562039352735102,NO
0.2394745935426455,NO
0.35750939353263533,NO
0.23072266939640607,NO
0.6256543331040493,YES
0.30430079274974625,NO
0.6152759451784203,YES
0.1043022982673686,NO
0.0658867728113089,NO
0.5827848309727449,NO
0.45404863599604894,NO
0.34313929637290896,NO
0.5499457527603068,NO
0.10995619616715156,NO
0.06906224971392676,NO
0.6765775755842132,NO
0.2710809294986038,NO
0.5366242399005442,NO
0.2525702226760267,NO
0.4201476506497207,YES
0.35377243831939165,YES
0.39791931233139577,YES
0.09469841690335369,NO
0.3458500693385584,NO
0.09709938724435742,NO
0.3319089512295044,NO
0.15549718199006102,NO
0.35041965805208153,NO
0.2069517861969558,NO
0.22879287123447362,NO
0.24962709774189307,NO
0.21299293737754582,NO
0.6063298304458137,NO
0.21299293737754582,NO
0.6388591060336062,NO
0.12949430036950993,YES
0.2573653336919988,YES
0.429959581338481,NO
0.3811706468830351,NO
0.3161895463636116,NO
0.26506713437083773,NO
0.28834559615656313,YES
0.13026880693112403,YES
0.29178761074652443,NO
0.2351024980824591,NO
0.2580965753163108,NO
0.2556269219652329,NO
0.11799751724191566,NO
0.10583776422457424,NO
0.11032990228193602,NO
0.2716937050818598,YES
0.2993827539765854,NO
0.1741058783184824,YES
0.27916813271845725,NO
0.32281113814839085,YES
0.3210689377017804,NO
0.2075300644889969,NO
0.14982932564874596,NO
0.22232313981582635,NO
0.19087817341429358,NO
0.3257884488013837,NO
0.18104194008179447,NO
0.28605626219058,NO
0.08066114756535371,NO
0.05858771055935168,NO
0.7209368733968357,YES
0.4617897259489322,YES
0.4612475713558024,YES
0.727984883107524,YES
0.08701210137058939,NO
0.059207315808642955,NO
0.7825875957013185,YES
0.3340834894767808,NO
0.735342695442858,YES
0.3253315653305414,NO
0.19811874730365286,NO
0.17867863260713873,NO
0.18479723444389023,NO
0.06424160845913467,NO
0.4026948752977759,YES
0.06377690452216621,NO
0.5121326524538492,YES
0.12891290635391256,NO
0.457220137235409,YES
0.2811846913185373,NO
0.27816411572824223,NO
0.3433001175599887,NO
0.27707980654198255,NO
0.7330191757580157,YES
0.3107708419721962,NO
0.7144310182792772,YES
0.2473773957795456,YES
0.0,YES
0.5167873751978236,NO
0.49295943063716396,NO
0.44269395478840845,NO
0.3306734484419538,NO
0.15459150969817564,YES
0.3036065721527297,YES
0.3338489253445716,NO
0.13543450210687724,NO
0.3229283828258127,NO
0.13860997900949512,NO
0.04932273267799782,NO
0.0208208912105987,NO
0.01671600643404396,NO
0.0676918734850729,YES
0.431850862925811,NO
0.23064805404868088,YES
0.3955265051861093,NO
0.24342741231531367,YES
0.40249706424063636,NO
0.10476404226695864,NO
0.11552968347339469,NO
0.15471971549106844,NO
0.11289636116390676,NO
0.39650650617915284,NO
0.1440315249407938,NO
0.3107686298084713,NO
0.22782697823769293,NO
0.18298304832023615,NO
0.5385427404488616,NO
0.4081119034299182,NO
0.3130799483198673,NO
0.5567436446467932,NO
0.1936712388705108,NO
0.19924768611413235,NO
0.6105718506789736,NO
0.4642944997359362,YES
0.5272349446492957,NO
0.45221219737475615,YES
0.2327453846662333,NO
0.24978452902174358,NO
0.24002574634540585,NO
0.24145829372210115,NO
0.3163328758786465,NO
0.2603562538254854,NO
0.3434406055351403,NO
0.29242082547630943,NO
0.3578464275811627,NO
0.39520851443995797,YES
0.4027212280876148,YES
0.4226260467210974,YES
0.4494239737529454,YES
0.5685161443833275,NO
0.3753036958064754,YES
0.5539554210249823,NO
0.26133001713996923,YES
0.01937416729172238,YES
0.37211591802725746,NO
0.4007211828223829,NO
0.3283822699676254,NO
0.2059842605610317,NO
0.1095267310636044,YES
0.33002874915514047,YES
0.2268184870684511,NO
0.1717987224137575,NO
0.2034283889077051,NO
0.17303793291234004,NO
0.01888458118643367,NO
0.003936604547281397,NO
0.003239548641828724,NO
0.0792435245044928,YES
0.3189332899159333,NO
0.27519368459286175,YES
0.3035206093398126,NO
0.25861924417431986,YES
0.32605875028278314,NO
0.1251734274045883,NO
0.1236244142813601,NO
0.18690160036523257,NO
0.14097336126151605,NO
0.26399480202592823,NO
0.15049979196936958,NO
0.21303227027172006,NO
0.201791593389003,NO
0.13913401255442182,NO
0.6859476032009898,NO
0.5742590460422186,NO
0.5159387019526763,NO
0.6906720932268358,NO
0.2100788135982739,NO
0.17669758079270592,NO
0.7067818297084092,NO
0.442186272560705,YES
0.6747947087137467,NO
0.5204888859398912,YES
0.30021956877787764,NO
0.2961146840013229,NO
0.27992749686358803,NO
0.15415943984973546,NO
0.5118338171761215,NO
0.15841922593861302,NO
0.49967406415878013,NO
0.2687089603124618,NO
0.4988221069410046,NO
0.3775149746659271,YES
0.38355612584651716,YES
0.39803939854870096,YES
0.5137506788538485,YES
0.7210327504421087,NO
0.3913786421188197,YES
0.6524889197392603,NO
