NONETRACED_MEDIAN_MULTI_VSM_SUM.csv,Associated
0.21820381823070722,NO
0.0833557407905351,NO
0.4025275611723582,YES
0.39432643183651517,NO
0.22815272922828717,YES
0.21739714977144392,NO
0.3833019628932509,NO
0.45778435063189027,NO
0.32979295509545575,NO
0.23030384511965585,NO
0.3967464372143049,YES
0.22304382898628666,NO
0.423635385856413,YES
0.22936273191718204,NO
0.41637536972304384,YES
0.31298736219413825,NO
0.38330196289325086,NO
0.39177198171551497,NO
0.17262705028233397,NO
0.3088195751546115,YES
0.2627050282333961,NO
0.2727883839741866,YES
0.31554181231513845,NO
0.11602581339069643,NO
0.4245764990588869,NO
0.362194138209196,NO
0.2863673030384512,NO
0.43156762570583496,NO
0.350497445549879,NO
0.22492605539123417,NO
0.4181231513847809,NO
0.3170207044904544,YES
0.3521107824684055,NO
0.3607152460338801,YES
0.4463565474589944,NO
0.3978219951599893,NO
0.2859639688088196,NO
0.12274805055122345,NO
0.2781661737026082,NO
0.12207582683517076,NO
0.2781661737026082,NO
0.340548534552299,NO
0.2598816886259747,NO
0.3198440440978758,YES
0.3026351169669266,YES
0.41086313525141166,YES
0.47512772250605007,YES
0.4596665770368379,NO
0.3795375100833557,YES
0.2984673299273998,NO
0.22761495025544504,NO
0.1950793223984942,NO
0.44232320516267815,NO
0.36313525141166986,NO
0.2666039257865017,NO
0.513175584834633,NO
0.2959128798063995,NO
0.147754772788384,NO
0.4603388007528906,NO
0.5047055660123689,YES
0.4299542887873084,NO
0.2570583490185534,YES
0.26848615219144933,NO
0.22371605270233935,NO
0.0840279645065878,NO
0.3055929013175585,NO
0.29913955364345257,NO
0.25907502016671147,NO
0.5634579187953751,NO
0.19817155149233665,NO
0.49314331809626244,NO
0.6101102446894326,YES
0.5404678677063727,YES
0.8349018553374563,YES
0.29443398763108364,YES
0.43748319440709865,NO
0.5118311374025276,YES
0.3500941113202474,NO
0.30250067222371607,NO
0.12315138478085508,NO
0.4061575692390428,NO
0.3939230976068836,NO
0.33301962893250875,NO
0.43089540198978216,NO
0.3465985479967733,NO
0.17813928475396612,NO
0.4403065340145201,NO
0.5337456305458457,YES
0.3556063457918796,NO
0.3111051357891907,YES
0.4202742672761495,NO
0.40535090077977953,NO
0.28784619521376714,NO
0.10970691045980102,NO
0.30962624361387475,NO
0.1076902393116429,NO
0.29537510083355745,NO
0.29040064533476745,NO
0.28959397687550414,NO
0.592766872815273,YES
0.5708523796719548,YES
0.4986555525678946,YES
0.40830868513041146,YES
0.44312987362194134,NO
0.40548534552299015,YES
0.31312180693734876,NO
0.1856681903737564,NO
0.09290131755848346,NO
0.22371605270233935,NO
0.48346329658510356,NO
0.2346060769023931,NO
0.2311105135789191,NO
0.14560365689701535,NO
0.07044904544232321,NO
0.30397956439903207,NO
0.609706910459801,YES
0.1429147620328045,NO
0.31876848615219144,YES
0.3439096531325625,NO
0.34807744017208925,NO
0.2727883839741866,NO
0.134579187953751,NO
0.22156493681097073,NO
0.13363807475127723,NO
0.20475934390965314,NO
0.25584834632965847,NO
0.2637805861790804,NO
0.4710943802097338,YES
0.4865555256789459,YES
0.4877655283678408,YES
0.18217262705028237,YES
0.2730572734606077,NO
0.2234471632159183,YES
0.19682710406023124,NO
0.3112395805324012,NO
0.07623016940037644,NO
0.7998117773595051,YES
0.34565743479429956,YES
0.27843506318902933,YES
0.539526754503899,YES
0.45966657703683794,NO
0.17894595321322937,NO
0.6614681365958592,YES
0.2218338262973918,NO
0.5255445012100027,YES
0.19749932777628393,NO
0.41301425114278034,NO
0.3857219682710406,NO
0.2030115622479161,NO
0.1777359505243345,NO
0.2991395536434525,YES
0.17101371336380747,NO
0.45590212422694276,YES
0.3327507394460877,NO
0.31258402796450657,YES
0.2585372411938693,NO
0.2692928206507125,NO
0.5527023393385319,NO
0.23474052164560366,NO
0.5773057273460608,YES
0.4653132562516805,NO
0.4351976337725195,YES
0.37227749394998655,NO
0.22492605539123423,NO
0.6379403065340146,YES
0.4826566281258403,NO
0.3500941113202474,NO
0.7696961548803442,YES
0.39593976875504167,NO
0.18378596396880884,NO
0.9838666308147351,YES
0.3476741059424577,NO
0.7204893788652864,YES
0.2690239311642915,NO
0.5759612799139554,NO
0.6122613605808013,NO
0.3588330196289325,NO
0.28098951331002964,NO
0.48507663350362995,NO
0.2613605808012907,NO
0.66415703146007,NO
0.23312718472707722,NO
0.5221833826297392,NO
0.3772519494487766,NO
0.42618983597741333,NO
0.7157838128529174,NO
0.3413552030115623,NO
0.6714170475934391,YES
0.6489647754772788,NO
0.5744823877386394,YES
0.3137940306534015,NO
0.08873353051895672,NO
0.5137133638074751,YES
0.5826835170744824,YES
0.4474321054046787,YES
0.5613068029040065,YES
0.3668997042215649,NO
0.10916913148695886,NO
0.6882226404947567,YES
0.43156762570583496,NO
0.5194944877655283,YES
0.2251949448776553,NO
0.48668997042215656,NO
0.5246033880075289,NO
0.3105673568163485,NO
0.1437214304920678,NO
0.4895133100295779,YES
0.13646141435869857,NO
0.6262436138746976,YES
0.24038720086044635,NO
0.47969884377520833,YES
0.4669265931702071,NO
0.4946222102715784,NO
0.6656359236353858,NO
0.2897284216187147,NO
0.5228556063457919,YES
0.5508201129335843,NO
0.47069104598010225,YES
0.34538854530787844,NO
0.23339607421349823,NO
0.6282602850228557,YES
0.3549341220758268,NO
0.3152729228287174,NO
0.725598279107287,YES
0.35399300887335305,NO
0.2134982522183383,NO
0.8065340145200323,YES
0.28287173971497714,NO
0.7618983597741329,YES
0.24307609572465716,NO
0.41382091960204354,NO
0.3662274805055123,NO
0.15635923635385857,NO
0.27843506318902933,NO
0.42766872815272927,NO
0.2594783543963431,NO
0.5903468674374832,NO
0.11871470825490724,NO
0.49596665770368376,NO
0.3701263780586179,NO
0.36394191987093305,NO
0.6914493143318097,NO
0.35883301962893255,NO
0.6567625705834902,YES
0.6452003226673838,NO
0.554987899973111,YES
0.1023124495832213,NO
0.012637805861790807,NO
0.11051357891906427,YES
0.29739177198171557,YES
0.17961817692928206,YES
0.13605808012906695,YES
0.08940575423500939,NO
0.0,NO
0.21067491261091692,YES
0.176122613605808,NO
0.08375907502016672,YES
0.13713363807475126,NO
0.2477816617370261,NO
0.27977951062113476,NO
0.22143049206776017,NO
0.09653132562516809,NO
0.26458725463834365,YES
0.09411132024737834,NO
0.22922828717397148,YES
0.18755041677870396,NO
0.18862597472438827,YES
0.0252756117235816,NO
0.13256251680559292,NO
0.1438558752352783,NO
0.05297122882495295,NO
0.1458725463834364,YES
0.10083355740790534,NO
0.11253025006722239,YES
0.47741328314062925,YES
0.057004571121269165,YES
0.6039257865017478,NO
0.2904006453347674,NO
0.24818499596665772,NO
0.34619521376714174,NO
0.40225867168593704,YES
0.49919333154073686,YES
0.2877117504705566,NO
0.1374025275611724,NO
0.27171282602850233,NO
0.10607690239311646,NO
0.3472707717128261,NO
0.3003495563323474,NO
0.1980371067491261,NO
0.13511696692659317,YES
0.21282602850228557,NO
0.3375907502016671,YES
0.11132024737832752,NO
0.41072869050820116,YES
0.1219413820919602,NO
0.1745092766872815,NO
0.19548265662812583,NO
0.2647216993815542,NO
0.19602043560096802,NO
0.4148964775477279,NO
0.31164291476203276,NO
0.2066415703146007,NO
0.26230169400376446,NO
0.10486689970422156,NO
0.5735412745361658,YES
0.3326162947028772,YES
0.21215380478623289,YES
0.6417047593439097,YES
0.2785695079322399,NO
0.11871470825490724,NO
1.0,YES
0.21551492336649639,NO
0.6356547458994354,YES
0.1653670341489648,NO
0.5256789459532133,NO
0.43936542081204627,NO
0.26566281258402796,NO
0.17746706103791346,NO
0.31473514385587525,YES
0.17518150040333422,NO
0.5393923097606884,YES
0.14291476203280454,NO
0.4212153804786233,YES
0.26821726270502827,NO
0.27399838666308146,NO
0.6220758268351708,NO
0.24159720354934122,NO
0.5673568163484808,YES
0.5477278838397419,NO
0.6583759075020167,YES
0.3164829255176123,NO
0.08644796988437753,NO
0.7028771175047056,YES
0.45482656628125845,YES
0.39217531594514654,YES
0.5084700188222641,YES
0.4626243613874698,NO
0.18620596934659858,NO
0.6031191180424845,YES
0.3347674105942457,NO
0.5119655821457381,YES
0.20301156224791608,NO
0.4292820650712557,NO
0.42000537778972846,NO
0.2570583490185534,NO
0.19171820381823074,NO
0.3886797526216725,YES
0.17464372143049206,NO
0.49731110513578924,YES
0.31970959935466525,NO
0.40198978219951603,YES
0.3893519763377253,NO
0.4050820112933584,NO
0.5891368647485884,NO
0.2680828179618177,NO
0.5372411938693198,YES
0.4884377520838936,NO
0.4148964775477279,YES
0.32992739983866637,NO
0.16657703683785963,NO
0.805458456574348,YES
0.3543963431029847,YES
0.37536972304382904,YES
0.5957246571659048,YES
0.4354665232589406,NO
0.24522721161602584,NO
0.601236891637537,YES
0.22600161333691854,NO
0.6180424845388546,YES
0.18687819306265124,NO
0.29887066415703145,NO
0.285829524065609,NO
0.0797257327238505,NO
0.32737294971766606,NO
0.3707986017746706,YES
0.31634848077440175,NO
0.5942457649905889,YES
0.270637268082818,NO
0.483328851841893,YES
0.32602850228556063,NO
0.29860177467061033,NO
0.6039257865017478,NO
0.30760957246571663,NO
0.5730034955633234,YES
0.5867168593707986,NO
0.4509276687281527,YES
0.22815272922828717,NO
0.11158913686474858,NO
0.5496101102446894,YES
0.2917450927668728,YES
0.1841892981984405,YES
0.576633503630008,YES
0.23299273998386666,NO
0.0803979564399032,NO
0.9521376714170476,YES
0.20287711750470555,NO
0.5963968808819575,YES
0.16684592632428072,NO
0.4928744286098413,NO
0.3476741059424577,NO
0.1883570852379672,NO
0.19144931433180962,NO
0.28354396343102983,YES
0.18445818768486152,NO
0.5256789459532132,YES
0.09169131486958859,NO
0.4292820650712557,YES
0.25100833557407903,NO
0.2461683248184996,NO
0.6239580532401183,NO
0.22492605539123423,NO
0.5458456574347943,YES
0.4919333154073675,NO
0.7296316214036032,YES
0.2520838935197634,NO
0.12489916644259208,NO
0.22546383436407635,YES
0.5777090615756924,YES
0.40239311642914766,YES
0.31930626512503363,YES
0.2105404678677064,NO
0.07421349825221833,NO
0.406964237698306,YES
0.3135251411669803,NO
0.22976606614681366,YES
0.2116160258133907,NO
0.40924979833288516,NO
0.4692121538047863,NO
0.343775208389352,NO
0.2625705834901856,NO
0.39042753428340954,YES
0.25947835439634315,NO
0.436542081204625,YES
0.22667383705297123,NO
0.41852648561441247,YES
0.19951599892444205,NO
0.29322398494218876,NO
0.31312180693734876,NO
0.16563592363538585,NO
0.29658510352245226,YES
0.2460338800752891,NO
0.2541005646679215,YES
0.29658510352245226,NO
0.15192255982791072,NO
0.4631621403603119,YES
0.5626512503361119,YES
0.5747512772250605,YES
0.5766335036300081,YES
0.2625705834901856,NO
0.12261360580801292,NO
0.5625168055929014,YES
0.32844850766335043,NO
0.5354934122075827,YES
0.22506050013444479,NO
0.32293627319171825,NO
0.2952406560903469,NO
0.0959935466523259,NO
0.2897284216187147,NO
0.5509545576767949,YES
0.2793761763915031,NO
0.9224253831675182,YES
0.146275880613068,NO
0.7547727883839742,YES
0.313928475396612,NO
0.3268351707448239,NO
0.5709868244151654,NO
0.24684054853455228,NO
0.5294433987631084,YES
0.49126109169131493,NO
0.42067760150578115,YES
0.18123151384780858,NO
0.038988975531056735,NO
0.23272385049744554,NO
0.35681634848077437,NO
0.13014251142780317,NO
0.1921215380478623,NO
0.18902930895401993,NO
0.05633234740521646,NO
0.39553643452541004,NO
0.2052971228824953,NO
0.14399031997848882,NO
0.15582145738101644,NO
0.5984135520301157,YES
0.5130411400914224,YES
0.5221833826297392,YES
0.11804248453885455,NO
0.1617370260822802,NO
0.11965582145738102,NO
0.14130142511427804,NO
0.2229093842430761,NO
0.16187147082549075,NO
0.10473245496101105,NO
0.1738370529712288,NO
0.2202204893788653,NO
0.0926324280720624,NO
0.2787039526754504,NO
0.1301425114278032,NO
0.30908846464103257,NO
0.19454154342565208,YES
0.37456305458456574,YES
0.4127453616563593,NO
0.27789728421618715,NO
0.1289325087389083,NO
0.14103253562785698,NO
0.4762032804517343,YES
0.15286367303038453,YES
0.16523258940575422,NO
0.23299273998386666,NO
0.08994353320785158,NO
0.24482387738639422,NO
0.2527561172358161,NO
0.23689163753697234,NO
0.20354934122075827,NO
0.4174509276687282,YES
0.1308147351438559,NO
0.24589943533207853,YES
0.07623016940037644,NO
0.493277762839473,YES
0.14600699112664695,NO
0.164425920946491,NO
0.12100026888948645,NO
0.22143049206776017,NO
0.13283140629201398,NO
0.23608496907770904,NO
0.15178811508470022,NO
0.14304920677601507,NO
0.18284485076633503,NO
0.036568970153267,NO
0.3112395805324012,YES
0.4786232858295242,YES
0.4448776552836784,YES
0.40844312987362197,YES
0.19870933046517883,NO
0.02406560903468674,NO
0.4663888141973649,YES
0.24267276149502554,NO
0.3166173702608228,YES
0.1734337187415972,NO
0.4128798063995698,NO
0.37765528367840817,NO
0.2577305727346061,NO
0.07152460338800755,NO
0.40427534283409516,YES
0.06668459263242808,NO
0.5953213229362733,YES
0.18781930626512505,NO
0.47714439365420813,YES
0.13578919064264586,NO
0.17276149502554453,NO
0.31688625974724394,NO
0.1106480236622748,NO
0.36125302500672224,YES
0.28569507932239846,NO
0.28448507663350364,YES
0.5208389351976338,YES
0.02877117504705566,YES
0.5422156493681097,NO
0.2754772788383974,NO
0.16227480505512235,NO
0.25584834632965847,NO
0.35990857757461686,YES
0.5561979026620059,YES
0.24455498789997315,NO
0.16832481849959666,NO
0.19144931433180962,NO
0.1524603388007529,NO
0.28677063726808283,NO
0.2593439096531326,NO
0.1777359505243345,NO
0.159451465447701,YES
0.174374831944071,NO
0.4394998655552568,YES
0.10688357085237968,NO
0.456708792686206,YES
0.10634579187953752,NO
0.11333691852648561,NO
0.17262705028233397,NO
0.25033611185802634,NO
0.12180693734874967,NO
0.3414896477547728,NO
0.21780048400107554,NO
0.1786770637268083,NO
0.22559827910728691,NO
0.08295240656090347,NO
0.21726270502823336,NO
0.3707986017746706,NO
0.17518150040333424,NO
0.2809895133100296,NO
0.17975262167249262,NO
0.11481581070180158,NO
0.3549341220758268,NO
0.31271847270771713,YES
0.19978488841086317,NO
0.27547727883839745,YES
0.37940306534014523,NO
0.4243076095724657,NO
0.33328851841892987,NO
0.21107824684054852,NO
0.22586716859370798,NO
0.23904275342834097,NO
0.2492605539123421,NO
0.28878730841624095,NO
0.274132831406292,NO
0.18593707986017746,YES
0.24038720086044635,YES
0.2909384243076096,YES
0.2766872815272923,YES
0.274132831406292,NO
0.22169938155418123,YES
0.22371605270233935,NO
0.5111589136864749,YES
0.049206776015057824,YES
0.4173164829255176,NO
0.28058617908039796,NO
0.1056735681634848,NO
0.14197364883033073,NO
0.2565205700457112,YES
0.5884646410325357,YES
0.18244151653670343,NO
0.174374831944071,NO
0.10392578650174777,NO
0.14735143855875235,NO
0.24831944070986828,NO
0.2371605270233934,NO
0.1879537510083356,NO
0.1714170475934391,YES
0.11239580532401183,NO
0.5086044635654746,YES
0.07098682441516536,NO
0.47095993546652326,YES
0.11253025006722239,NO
0.08187684861521914,NO
0.1169669265931702,NO
0.20570045711212695,NO
0.09908577574616834,NO
0.23084162409249798,NO
0.14667921484269963,NO
0.12812584027964508,NO
0.2737294971766604,NO
0.08456574347942995,NO
0.30115622479161064,NO
0.3296585103522453,NO
0.19615488034417852,NO
0.3261629470287712,NO
0.3027695617101372,NO
0.15541812315138478,NO
0.3472707717128261,NO
0.29201398225329395,YES
0.23931164291476203,NO
0.40535090077977953,YES
0.3944608765797258,NO
0.42188760419467597,NO
0.295778435063189,NO
0.13498252218338264,NO
0.23581607959128803,NO
0.13834364076364616,NO
0.20623823608496908,NO
0.31742403872008607,NO
0.19602043560096802,NO
0.17370260822801828,YES
0.23420274267276148,YES
0.2660661468136596,YES
0.40306534014520035,YES
0.35789190642645874,NO
0.25235278300618447,YES
0.22371605270233935,NO
