LOWERTRACED_MAX_MULTI_VSM_SUM.csv,Associated
0.4791846109675567,YES
0.17039908125179443,NO
0.1204421475739305,NO
0.5274906689635371,YES
0.2146138386448464,NO
0.471648004593741,YES
0.21805914441573354,NO
0.3658484065460809,NO
0.3492678725236864,NO
0.3492678725236864,NO
0.15216767154751648,NO
0.6668102210737868,YES
0.15101923629055414,NO
0.7594745908699397,YES
0.21281940855584264,NO
0.6834625322997415,YES
0.1519523399368361,NO
0.16307780648865922,NO
0.217772035601493,NO
0.1499425782371519,NO
0.49964111398219924,YES
0.183677863910422,NO
0.4729399942578236,YES
0.28208440999138673,NO
0.22380132070054548,NO
0.3989376973873098,NO
0.4425064599483204,NO
0.39908125179443005,NO
0.3792707436118289,NO
0.29213321848980767,NO
0.2591874820556991,NO
0.3618288831467126,NO
0.9018087855297157,YES
0.37037037037037035,NO
0.8211312087281081,YES
0.3020384725811082,NO
0.2854579385587137,NO
0.28064886592018373,NO
0.2100200976169968,NO
0.3626184323858742,NO
0.2105225380419179,NO
0.3348406546080964,NO
0.31617858168245766,NO
0.34998564455928793,NO
0.8924059718633363,YES
0.8719494688486937,YES
0.8130203847258111,YES
0.8204134366925064,YES
0.41695377548090723,NO
0.7385156474303762,YES
0.32744760264140105,NO
0.12776342233706572,NO
0.11261843238587423,NO
0.38594602354292273,YES
0.6328596037898364,YES
0.5527562446167097,YES
0.4047516508756818,YES
0.12058570198105077,NO
0.10041630778064888,NO
0.4576514498995119,YES
0.44939707149009467,NO
0.38530002871088137,YES
0.3676428366350847,NO
0.333189778926213,NO
0.35608670686190064,NO
0.34201837496411136,NO
0.16135515360321562,NO
0.5322279643985071,YES
0.15826873385012918,NO
0.5593597473442434,YES
0.15898650588573066,NO
0.5544788975021533,YES
0.4099913867355727,NO
0.4212604076945162,NO
0.4228395061728395,NO
0.3369939707149009,NO
0.4140826873385013,YES
0.3430232558139535,NO
0.40439276485788106,YES
0.2559575078954923,NO
0.20786678151019233,NO
0.40956072351421186,NO
0.37503588860178005,NO
0.34969853574504745,NO
0.38199827734711456,NO
0.2730404823428079,NO
0.2646425495262704,NO
0.38214183175423483,NO
0.6209445879988515,YES
0.38544358311800175,NO
0.6538185472293999,YES
0.42276772896927933,NO
0.3880993396497272,NO
0.38788400803904677,NO
0.1926500143554407,NO
0.3140252655756532,NO
0.1945879988515647,NO
0.31854722939994257,NO
0.31632213608957793,NO
0.3096468561584841,NO
0.6130490956072352,YES
0.5818977892621303,YES
0.6146281940855585,YES
0.7012632787826587,YES
0.41128337639965545,NO
0.5971145564168819,YES
0.3341946597760551,NO
0.1345822566752799,NO
0.16257536606373812,NO
0.37324145851277635,NO
0.3716623600344531,NO
0.3335486649440138,NO
0.3616853287395923,NO
0.16257536606373812,NO
0.13587424633936263,NO
0.3702268159632501,NO
0.8385012919896642,YES
0.38070628768303183,NO
0.7170542635658915,YES
0.10443583118001722,NO
0.06165661785816824,NO
0.05534022394487509,NO
0.2128911857594028,NO
0.3257249497559575,NO
0.18525696238874534,NO
0.4529859316681022,NO
0.16042204995693365,NO
0.4328165374677002,NO
0.8825724949755958,YES
0.8290267011197244,YES
0.9471002009761701,YES
0.7204277921332185,YES
0.35099052540913006,NO
0.7843095033017513,YES
0.33634797588285964,NO
0.25581395348837205,NO
0.20772322710307206,NO
0.41752799310938843,NO
0.4454493252942865,NO
0.42427505024404244,NO
0.408196956646569,NO
0.27339936836060863,NO
0.238946310651737,NO
0.4030289979902383,NO
0.8346971002009762,YES
0.40855584266436973,NO
0.7273184036749927,YES
0.35572782084409993,NO
0.34058283089290836,NO
0.3381424059718633,NO
0.1882716049382716,NO
0.37891185759402807,NO
0.18949181739879412,NO
0.3639821992535171,NO
0.28976457077232265,NO
0.3778351995406259,NO
0.8676428366350846,YES
0.8285960378983633,YES
0.7787108814240596,YES
0.7698105081826012,YES
0.4356876256101062,NO
0.7215762273901808,YES
0.36118288831467127,NO
0.1682457651449899,NO
0.167312661498708,NO
0.2716049382716049,NO
0.4154464542061441,NO
0.31072351421188626,NO
0.25545506747057134,NO
0.15948894631065175,NO
0.15424921045076084,NO
0.29608096468561584,NO
0.9278639104220499,YES
0.23765432098765427,NO
0.7807206431237438,YES
0.330749354005168,NO
0.3257249497559575,NO
0.32550961814527707,NO
0.1770025839793281,NO
0.2825868504163077,NO
0.17520815389032446,NO
0.27828021820269877,NO
0.23822853861613552,NO
0.31725523973585984,NO
0.8542922767728969,YES
0.8493396497272466,YES
0.8376399655469423,YES
0.7024834912431811,YES
0.2927792133218489,NO
0.6932242319839219,YES
0.26514498995119146,NO
0.20513924777490666,NO
0.16078093597473442,NO
0.7852426069480332,YES
0.39814814814814814,YES
0.38350559862187766,YES
0.6238874533448177,YES
0.288975021533161,NO
0.20485213896066606,NO
0.6539621016365202,YES
0.3866637955785243,NO
0.6556129773184036,YES
0.39276485788113696,NO
0.3639821992535171,NO
0.3184036749928223,NO
0.316824576514499,NO
0.19315245478036175,NO
0.36670973298880266,YES
0.19121447028423771,NO
0.46547516508756814,YES
0.2812230835486649,NO
0.3902526557565317,YES
0.4079816250358886,NO
0.37417456215905825,NO
0.5338788400803904,NO
0.402885443583118,NO
0.66350846971002,YES
0.49734424346827455,NO
0.5689061154177433,YES
0.12884008039046801,NO
0.11075222509331038,NO
0.8381424059718633,YES
0.5459374102784955,NO
0.5013637668676427,NO
0.8786247487797875,YES
0.13084984209015216,NO
0.07845248349124319,NO
0.9711455641688197,YES
0.4256388171116853,NO
0.8945592879701406,YES
0.39821992535170825,NO
0.5419178868791272,NO
0.537539477461958,NO
0.4977031294860752,NO
0.1224519092736147,NO
0.5483778351995405,NO
0.10005742176284811,NO
0.654823428079242,NO
0.10386161355153604,NO
0.5804622451909274,NO
0.4314527706000574,NO
0.4165948894631065,NO
0.5589290841228826,NO
0.42614125753660637,NO
0.8524260694803331,YES
0.5296439850703416,NO
0.7863910422049956,YES
0.20578524260694803,NO
0.1746339362618432,NO
0.5902239448751077,YES
0.6188630490956072,YES
0.5785242606948033,YES
0.5714183175423485,YES
0.23700832615561296,NO
0.18252942865345967,NO
0.6134797588285961,YES
0.5465116279069767,NO
0.5997703129486074,YES
0.45801033591731266,NO
0.4357594028136663,NO
0.41393913293138096,NO
0.41300602928509905,NO
0.18123743898937694,NO
0.547157622739018,YES
0.18023255813953487,NO
0.6121159919609532,YES
0.2363623313235716,NO
0.5556273327591157,YES
0.5514642549526271,NO
0.5309359747344243,NO
0.5900803904679873,NO
0.4623169681309216,NO
0.5869939707149009,YES
0.5200258397932815,NO
0.5546942291128337,YES
0.06524547803617571,NO
0.06596325007177721,NO
0.8247200689061154,YES
0.45729256388171113,NO
0.44918173987941423,NO
0.8474016652311226,YES
0.06847545219638244,NO
0.0576370944587999,NO
0.8862331323571634,YES
0.41788687912718925,NO
0.9000143554407121,YES
0.4082687338501292,NO
0.3012489233419466,NO
0.2508613264427218,NO
0.23184036749928222,NO
0.07522250933103646,NO
0.4819839219064025,NO
0.06653746770025838,NO
0.5861326442721791,NO
0.012561010623026128,NO
0.5219638242894057,NO
0.462962962962963,NO
0.4303761125466552,NO
0.5837639965546942,NO
0.4587998851564743,NO
0.8346971002009762,YES
0.5610106230261269,NO
0.7786391042204995,YES
0.0508182601205857,NO
0.03050531151306346,NO
0.14671260407694514,YES
0.33785529715762275,YES
0.28646281940855584,YES
0.14542061441286247,YES
0.04521963824289406,NO
0.024332472006890607,NO
0.19408555842664366,YES
0.14599483204134367,NO
0.13881711168532873,YES
0.13465403387884012,NO
0.2703847258110824,NO
0.27203560149296585,NO
0.2757680160780936,NO
0.06266149870801034,NO
0.31524547803617575,YES
0.06136950904392764,NO
0.306703990812518,YES
0.11398219925351706,NO
0.28366350846971,YES
0.07407407407407406,NO
0.11455641688199826,NO
0.11340798162503589,NO
0.08842951478610393,NO
0.15590008613264428,YES
0.0904392764857881,NO
0.15338788400803904,YES
0.6326442721791559,YES
0.4501866207292564,YES
0.4362618432385873,NO
0.28653459661211594,NO
0.2801464254952627,NO
0.2835199540625897,NO
0.5874246339362619,YES
0.6806632213608957,YES
0.2761986792994544,NO
0.18812805053115128,NO
0.2843095033017513,NO
0.18181165661785814,NO
0.3886017800746483,NO
0.35048808498420897,NO
0.339434395635946,NO
0.4761699684180304,YES
0.24361182888314664,NO
0.5892190640252656,YES
0.19408555842664366,NO
0.62984496124031,YES
0.20248349124318116,NO
0.20693367786391037,NO
0.20025839793281652,NO
0.22408842951478608,NO
0.2193511340798162,NO
0.3316824576514499,NO
0.24138673557278206,NO
0.24691358024691357,NO
0.05447889750215332,NO
0.04249210450760839,NO
0.8014642549526271,YES
0.40991960953201256,YES
0.3846540338788401,YES
0.8084984209015216,YES
0.05656043640539765,NO
0.04285099052540914,NO
0.9728682170542634,YES
0.3425208153890324,NO
0.8519236290554121,YES
0.3301033591731266,NO
0.5120585701981051,NO
0.42772035601492964,NO
0.4389893769738731,NO
0.05455067470571345,NO
0.4079816250358886,YES
0.04974160206718346,NO
0.5425638817111685,YES
0.05318690783807063,NO
0.46841803043353425,YES
0.37230835486649433,NO
0.34280792420327305,NO
0.49217628481194375,NO
0.3596755670399081,NO
0.7941429801894917,YES
0.4633218489807637,NO
0.8418748205569909,YES
0.2565317255239736,NO
0.20600057421762846,NO
0.6974590869939707,YES
0.5493827160493827,YES
0.5345248349124317,YES
0.5675423485501004,YES
0.329313809933965,NO
0.2555986218776916,NO
0.6083118001722653,YES
0.4680591444157335,NO
0.6002009761699684,YES
0.41078093597473436,NO
0.3730261269020959,NO
0.3361326442721791,NO
0.33476887740453626,NO
0.24002296870513923,NO
0.499569336778639,YES
0.23528567327016936,NO
0.5531869078380706,YES
0.31323571633649155,NO
0.5034453057708871,YES
0.48585989089865056,NO
0.4651880562733275,NO
0.5483060579959804,NO
0.42757680160780925,NO
0.6085989089865058,YES
0.5007177720356014,NO
0.5438558713752512,YES
0.1609244903818547,NO
0.14348262991673844,NO
0.8322566752799311,YES
0.42470571346540337,YES
0.45147861039333903,YES
0.6913580246913581,YES
0.22753373528567322,NO
0.1810221073786965,NO
0.6967413149583691,YES
0.39089865058857304,NO
0.7347114556416883,YES
0.3851564743037611,NO
0.19128624748779782,NO
0.14671260407694514,NO
0.12998851564743036,NO
0.21059431524547806,NO
0.4289405684754522,YES
0.20635946023542923,NO
0.553832902670112,YES
0.19186046511627908,NO
0.48865920183749645,YES
0.43769738730979046,NO
0.40518231409704275,NO
0.5715618719494688,NO
0.4348980763709446,NO
0.7024834912431811,YES
0.5457220786678151,NO
0.6398937697387309,YES
0.010981912144702857,NO
0.012632787826586278,NO
0.8467556703990812,YES
0.4150157909847832,YES
0.3844387022681596,YES
0.8357737582543783,YES
0.007751937984496124,NO
0.0,NO
0.9999999999999999,YES
0.3244329600918748,NO
0.8833620442147573,YES
0.31560436405397646,NO
0.4540625897215044,NO
0.3395061728395061,NO
0.3563020384725811,NO
0.035242606948033314,NO
0.4107091587711742,YES
0.033017513637668666,NO
0.5567757680160781,YES
0.005957507895492389,NO
0.4908125179443008,YES
0.34409991386735567,NO
0.31079529141544643,NO
0.4774619580821131,NO
0.3310364628194085,NO
0.8414441573356302,YES
0.4224806201550388,NO
0.9306632213608957,YES
0.15798162503588858,NO
0.1403244329600919,NO
0.32393051966695374,YES
0.6160637381567613,YES
0.5503875968992248,YES
0.36082400229687045,YES
0.14283663508469707,NO
0.11513063451047949,NO
0.3963537180591443,YES
0.3715188056273327,NO
0.33096468561584835,YES
0.33182601205857015,NO
0.367355727820844,NO
0.3847975882859604,NO
0.3698679299454493,NO
0.19724375538329025,NO
0.5227533735285673,YES
0.19365489520528278,NO
0.5571346540338789,YES
0.1836060867068619,NO
0.550531151306345,YES
0.3166092449038185,NO
0.3458225667527993,NO
0.34567901234567894,NO
0.3031151306345104,NO
0.3592449038185472,YES
0.31517370083261553,NO
0.33677863910422046,YES
0.11986792994544933,NO
0.10759402813666379,NO
0.5529715762273901,YES
0.7431093884582256,YES
0.7674418604651162,YES
0.5567757680160781,YES
0.10407694516221648,NO
0.09051105368934827,NO
0.5800315819695665,YES
0.34991386735572777,NO
0.5887884008039047,YES
0.314455928797014,NO
0.15180878552971577,NO
0.12223657766293426,NO
0.09826299167384438,NO
0.16465690496698243,NO
0.7181309216192937,YES
0.16085271317829458,NO
0.9184610967556702,YES
0.09768877404536318,NO
0.837065747918461,YES
0.338501291989664,NO
0.3229974160206718,NO
0.43238587424633934,NO
0.31488659201837493,NO
0.5485931668102211,YES
0.38307493540051674,NO
0.538975021533161,YES
0.13695090439276486,NO
0.10134941142693081,NO
0.2711024978466839,NO
0.2919178868791272,NO
0.18913293138099335,NO
0.2406689635371806,NO
0.1421906402526557,NO
0.10429227677289694,NO
0.3580246913580246,NO
0.19444444444444442,NO
0.2283232845248349,NO
0.17728969279356876,NO
0.7874677002583979,YES
0.7259546368073501,YES
0.7668676428366351,YES
0.12805053115130638,NO
0.19164513350559859,NO
0.130275624461671,NO
0.1787252368647717,NO
0.18439563594602354,NO
0.19587998851564742,NO
0.13501291989664083,NO
0.15525409130060291,NO
0.1745621590582831,NO
0.14061154177433244,NO
0.2929227677289693,NO
0.14061154177433244,NO
0.32306919322423194,NO
0.5132070054550675,YES
0.6317111685328739,YES
0.27246626471432667,NO
0.19358311800172262,NO
0.1333620442147574,NO
0.11965259833476886,NO
0.6604220499569337,YES
0.5139247774906689,YES
0.14441573356302034,NO
0.22839506172839502,NO
0.11319265001435543,NO
0.2474160206718346,NO
0.23743898937697389,NO
0.2261699684180304,NO
0.23033304622451906,NO
0.6449899511915015,YES
0.117786391042205,NO
0.5545506747057134,YES
0.09905254091300601,NO
0.6923629055412001,YES
0.13788400803904677,NO
0.20284237726098187,NO
0.14936836060867065,NO
0.21655182314097038,NO
0.18741027849554975,NO
0.17592592592592593,NO
0.17829457364341084,NO
0.13910422049956933,NO
0.07156187194946885,NO
0.05110536893482631,NO
0.4640396210163652,YES
0.6897789262130348,YES
0.6892764857881136,YES
0.4705713465403387,YES
0.07744760264140112,NO
0.0516795865633075,NO
0.521174275050244,YES
0.1888458225667528,NO
0.477390180878553,YES
0.1807349985644559,NO
0.35644559287970135,NO
0.33842951478610395,NO
0.3440999138673558,NO
0.0563451047947172,NO
0.6350129198966409,YES
0.055914441573356316,NO
0.7364341085271318,YES
0.11627906976744186,NO
0.685544071202986,YES
0.1398219925351708,NO
0.13702268159632497,NO
0.19738730979041053,NO
0.13601780074648295,NO
0.47523686477174854,YES
0.16724088429514788,NO
0.45801033591731266,YES
0.7523686477174849,YES
0.5231122595463681,YES
0.39319552110249784,NO
0.24117140396210163,NO
0.19458799885156475,NO
0.22071490094745905,NO
0.6663795578524261,YES
0.8044788975021533,YES
0.2236577662934252,NO
0.17176284811943726,NO
0.2135371805914441,NO
0.17470571346540337,NO
0.276916451335056,NO
0.25050244042492104,NO
0.24669824863623313,NO
0.5858455354579386,YES
0.18453919035314387,NO
0.7368647717484926,YES
0.1508756818834338,NO
0.7487080103359173,YES
0.15733563020384728,NO
0.14333907550961816,NO
0.15331610680447888,NO
0.18963537180591444,NO
0.1508756818834338,NO
0.28172552397358597,NO
0.17973011771461384,NO
0.20226815963250067,NO
0.20635946023542923,NO
0.16480045937410276,NO
0.1661642262417456,NO
0.2901952339936836,NO
0.2021246052253804,NO
0.18303186907838065,NO
0.17470571346540337,NO
0.1798736721217341,NO
0.23291702555268445,NO
0.4610249784668389,YES
0.15568475452196384,NO
0.44982773471145565,YES
0.3654895205282802,NO
0.3812805053115131,NO
0.3722365776629342,NO
0.21899224806201545,NO
0.20513924777490666,NO
0.23650588573069192,NO
0.23026126902095895,NO
0.2662216480045937,NO
0.24361182888314664,NO
0.3969997128911858,YES
0.4039621016365202,YES
0.4224088429514786,YES
0.4472437553832902,YES
0.19394200401952338,NO
0.37855297157622736,YES
0.1804478897502153,NO
0.7774906689635371,YES
0.5532586850416307,YES
0.28316106804478897,NO
0.19422911283376398,NO
0.12718920470858452,NO
0.12919896640826872,NO
0.6368073499856446,YES
0.8411570485213895,YES
0.1485070341659489,NO
0.15424921045076084,NO
0.12683031869078382,NO
0.15539764570772324,NO
0.21971002009761698,NO
0.20585701981050814,NO
0.20521102497846683,NO
0.6087424633936261,YES
0.11843238587424636,NO
0.7903387884008038,YES
0.10414872236577662,NO
0.7749784668389319,YES
0.12503588860178005,NO
0.11103933390755096,NO
0.10960378983634798,NO
0.16824576514498996,NO
0.12568188343382142,NO
0.18296009187482054,NO
0.1345104794717198,NO
0.1357306919322423,NO
0.30447889750215323,NO
0.24641113982199253,NO
0.33584553545793855,NO
0.26708297444731555,NO
0.21303474016652307,NO
0.34022394487510765,NO
0.31215905828308926,NO
0.28122308354866493,NO
0.3551536032156187,NO
0.5637381567614126,YES
0.32550961814527707,NO
0.6363049095607235,YES
0.37309790410565596,NO
0.3692937123169681,NO
0.3542922767728969,NO
0.2603359173126615,NO
0.20923054837783517,NO
0.2642836635084697,NO
0.19796152741889178,NO
0.3664944013781223,NO
0.1971719781797301,NO
0.5038041917886878,YES
0.5094028136663795,YES
0.5228251507321275,YES
0.6300602928509905,YES
0.36836060867068615,NO
0.5166523112259547,YES
0.30483778351995405,NO
