LOWERTRACED_RFNONE_RAW_LSA_MEDIAN.csv,Associated
0.11445,NO
0.1044,NO
0.10375,NO
0.09615,YES
0.36562710843373497,NO
0.04105,YES
0.334827108433735,NO
0.15405,YES
0.33957710843373495,NO
0.06255,NO
0.0455,NO
0.059000000000000004,NO
0.05265,NO
0.29077289156626507,NO
0.06755,NO
0.24712289156626505,NO
0.0362,NO
0.0122,NO
0.48586265060240963,YES
0.1854722891566265,YES
0.16492228915662652,YES
0.48716265060240965,YES
0.0413,NO
0.006500000000000001,NO
0.5208126506024097,YES
0.08179819277108435,NO
0.4819126506024096,YES
0.08419819277108434,NO
0.12029819277108433,NO
0.10874819277108433,NO
0.10874819277108433,NO
0.0286,NO
0.1339722891566265,YES
0.0278,NO
0.1985222891566265,YES
0.07085,NO
0.1455722891566265,YES
0.03814819277108435,NO
0.04589819277108434,NO
0.08399819277108433,NO
0.03674819277108434,NO
0.5014126506024097,YES
0.06024819277108434,NO
0.48281265060240963,YES
0.11334457831325301,NO
0.07274457831325301,NO
0.2915210843373494,NO
0.43030481927710845,NO
0.40005481927710845,NO
0.2778210843373494,NO
0.12034457831325301,NO
0.09739457831325302,NO
0.26567108433734943,NO
0.5327253012048193,YES
0.27162108433734944,NO
0.47652530120481934,YES
0.09935,NO
0.0878,NO
0.08445,NO
0.06314457831325301,NO
0.3746548192771085,NO
0.063494578313253,NO
0.35530481927710844,NO
0.137094578313253,NO
0.36585481927710845,NO
0.5261753012048194,YES
0.5119253012048194,YES
0.47087530120481935,YES
0.47602530120481934,YES
0.3040710843373494,NO
0.41897530120481935,YES
0.2417210843373494,NO
0.15165963855421688,NO
0.14110963855421688,NO
0.2642933734939759,YES
0.18837409638554217,YES
0.13257409638554216,YES
0.2773933734939759,YES
0.14665963855421688,NO
0.13260963855421687,NO
0.3142433734939759,YES
0.37086385542168676,NO
0.2638433734939759,YES
0.3139138554216868,NO
0.1126,NO
0.12855,NO
0.11875,NO
0.17505963855421688,NO
0.11827409638554218,YES
0.17290963855421687,NO
0.13717409638554215,YES
0.17340963855421687,NO
0.13377409638554216,YES
0.3434138554216868,NO
0.3512638554216868,NO
0.3523638554216868,NO
0.2925638554216868,NO
0.2838933734939759,YES
0.2967638554216868,NO
0.2771433734939759,YES
0.07677409638554217,NO
0.043274096385542166,NO
0.6009777108433736,NO
0.378132530120482,NO
0.3604825301204819,NO
0.5817777108433736,NO
0.08867409638554218,NO
0.08282409638554217,NO
0.5818777108433736,NO
0.3705343373493976,YES
0.5841777108433736,NO
0.39343433734939764,YES
0.18619096385542172,NO
0.16204096385542172,NO
0.1618909638554217,NO
0.03267409638554217,NO
0.33563253012048194,NO
0.034024096385542164,NO
0.33878253012048193,NO
0.11882409638554217,NO
0.33258253012048195,NO
0.3650343373493976,YES
0.3433343373493976,YES
0.3661343373493976,YES
0.4264843373493976,YES
0.6021777108433736,NO
0.3539343373493976,YES
0.5484777108433736,NO
0.2643174698795181,NO
0.28381746987951806,NO
0.18428915662650602,NO
0.09835,NO
0.0718,NO
0.17623915662650602,NO
0.28381746987951806,NO
0.26521746987951805,NO
0.18218915662650603,NO
0.1714,YES
0.189489156626506,NO
0.0868,YES
0.06655,NO
0.03675,NO
0.03235,NO
0.3188674698795181,NO
0.06635,NO
0.2996174698795181,NO
0.155,NO
0.28231746987951806,NO
0.14095,NO
0.2021,YES
0.1648,YES
0.24705,YES
0.08915,YES
0.168789156626506,NO
0.13365,YES
0.15858915662650602,NO
0.3129138554216868,NO
0.2794138554216868,NO
0.35066204819277114,NO
0.41830481927710844,NO
0.40355481927710846,NO
0.34416204819277113,NO
0.3251638554216868,NO
0.3011638554216868,NO
0.34056204819277114,NO
0.46208253012048195,YES
0.3444120481927711,NO
0.38728253012048197,YES
0.1126,NO
0.10205,NO
0.10035,NO
0.2658638554216868,NO
0.37195481927710844,NO
0.2667138554216868,NO
0.3615548192771085,NO
0.3365638554216868,NO
0.37120481927710847,NO
0.485032530120482,YES
0.457832530120482,YES
0.4230825301204819,YES
0.41688253012048193,YES
0.36331204819277113,NO
0.38328253012048197,YES
0.31141204819277113,NO
0.06647048192771085,NO
0.06582048192771084,NO
0.0961686746987952,NO
0.27080602409638554,NO
0.19785602409638556,NO
0.08491867469879519,NO
0.06037048192771084,NO
0.05672048192771084,NO
0.11321867469879518,NO
0.4306933734939759,YES
0.07251867469879518,NO
0.3281933734939759,YES
0.1059,NO
0.1024,NO
0.10225,NO
0.07257048192771084,NO
0.17825602409638555,NO
0.07132048192771084,NO
0.17525602409638558,NO
0.11522048192771084,NO
0.20240602409638556,NO
0.37944337349397594,YES
0.3759933734939759,YES
0.3678433734939759,YES
0.27369337349397593,YES
0.11091867469879518,NO
0.2672433734939759,YES
0.0916686746987952,NO
0.059474096385542165,NO
0.028574096385542168,NO
0.6041475903614457,YES
0.4329957831325301,YES
0.42279578313253013,YES
0.4917475903614458,YES
0.11787409638554218,NO
0.059274096385542166,NO
0.5126975903614458,YES
0.1691819277108434,NO
0.5138475903614458,YES
0.1734319277108434,NO
0.12462228915662651,NO
0.09287228915662651,NO
0.09177228915662651,NO
0.05112409638554217,NO
0.41109578313253015,YES
0.049774096385542164,NO
0.4798957831325301,YES
0.11247409638554218,NO
0.4274957831325301,YES
0.1840319277108434,NO
0.1604819277108434,NO
0.2717319277108434,NO
0.1804819277108434,NO
0.5193475903614457,YES
0.2462819277108434,NO
0.4534475903614458,YES
0.12609457831325302,NO
0.11349457831325302,NO
0.67975,YES
0.1078,NO
0.07675,NO
0.70795,YES
0.127494578313253,NO
0.09099457831325301,NO
0.7724,YES
0.0955,NO
0.71905,YES
0.0764,NO
0.1632,NO
0.16015,NO
0.1324,NO
0.12164457831325301,NO
0.10949999999999999,NO
0.10604457831325301,NO
0.18365,NO
0.10869457831325302,NO
0.13185,NO
0.09955,NO
0.0892,NO
0.18835,NO
0.09585,NO
0.6897,YES
0.16795,NO
0.6436999999999999,YES
0.0399,NO
0.0182,NO
0.5092921686746988,YES
0.3023506024096386,YES
0.2742506024096386,YES
0.49619216867469884,YES
0.06165,NO
0.0237,NO
0.5254921686746988,YES
0.14049638554216867,NO
0.5159421686746988,YES
0.07884638554216868,NO
0.11825,NO
0.10305,NO
0.1024,NO
0.0228,NO
0.2524006024096386,YES
0.0221,NO
0.2976506024096386,YES
0.0612,NO
0.2583006024096386,YES
0.14394638554216868,NO
0.12964638554216867,NO
0.17084638554216866,NO
0.08184638554216868,NO
0.5070421686746989,YES
0.12204638554216868,NO
0.4845421686746988,YES
0.11192048192771084,NO
0.11242048192771084,NO
0.3928451807228916,YES
0.0881,NO
0.08245,NO
0.4086451807228916,YES
0.11417048192771084,NO
0.10662048192771084,NO
0.4356951807228916,YES
0.0795,NO
0.4452951807228916,YES
0.0728,NO
0.1122,NO
0.0771,NO
0.06385,NO
0.11887048192771084,NO
0.1053,NO
0.11282048192771084,NO
0.17785,NO
0.07522048192771084,NO
0.13315,NO
0.1109,NO
0.0882,NO
0.19505,NO
0.10800000000000001,NO
0.3997951807228916,YES
0.1792,NO
0.36074518072289163,YES
0.035398192771084344,NO
0.02124819277108434,NO
0.2561156626506024,YES
0.11642228915662652,YES
0.0806222891566265,YES
0.25521566265060247,YES
0.03149819277108434,NO
0.016948192771084343,NO
0.28911566265060246,YES
0.06964819277108433,NO
0.2506156626506025,YES
0.06174819277108434,NO
0.0855,NO
0.08665,NO
0.08925,NO
0.043648192771084345,NO
0.10067228915662652,YES
0.04274819277108434,NO
0.0947222891566265,YES
0.07939819277108434,NO
0.07867228915662651,YES
0.01954819277108434,NO
0.047748192771084344,NO
0.04694819277108434,NO
0.029548192771084343,NO
0.26251566265060244,YES
0.03094819277108434,NO
0.26076566265060247,YES
0.22951325301204822,YES
0.1024132530120482,YES
0.2841096385542169,NO
0.4569180722891567,NO
0.4524680722891567,NO
0.1777096385542169,NO
0.1980132530120482,YES
0.2629632530120482,YES
0.17260963855421688,NO
0.0379,NO
0.1782596385542169,NO
0.0335,NO
0.13064638554216867,NO
0.10409638554216868,NO
0.09639638554216867,NO
0.12051325301204821,YES
0.42701807228915667,NO
0.19926325301204822,YES
0.3925180722891567,NO
0.22756325301204822,YES
0.39836807228915666,NO
0.051,NO
0.04635,NO
0.06295,NO
0.05965,NO
0.21125963855421687,NO
0.075,NO
0.15220963855421688,NO
0.22869698795180726,NO
0.22034698795180724,NO
0.46062891566265063,YES
0.0577,YES
0.0401,YES
0.46552891566265064,YES
0.23014698795180724,NO
0.22059698795180724,NO
0.5800289156626506,YES
0.13726144578313254,NO
0.49577891566265064,YES
0.12861144578313252,NO
0.1521,NO
0.09335,NO
0.1012,NO
0.22874698795180726,NO
0.05635,YES
0.22539698795180724,NO
0.1501,YES
0.22779698795180725,NO
0.09845,YES
0.15801144578313253,NO
0.13746144578313252,NO
0.24151144578313255,NO
0.14921144578313253,NO
0.45552891566265064,YES
0.22141144578313254,NO
0.48877891566265064,YES
0.07094819277108434,NO
0.03574819277108434,NO
0.5873439759036145,YES
0.41792891566265067,YES
0.40757891566265064,YES
0.49684397590361457,YES
0.12164819277108435,NO
0.07029819277108434,NO
0.5252439759036145,YES
0.0943,NO
0.5195939759036146,YES
0.0544,NO
0.11385,NO
0.08815,NO
0.0872,NO
0.05944819277108434,NO
0.38322891566265066,YES
0.05614819277108434,NO
0.42057891566265065,YES
0.11044819277108434,NO
0.38592891566265064,YES
0.1067,NO
0.0923,NO
0.1502,NO
0.0661,NO
0.5254439759036146,YES
0.11705,NO
0.48034397590361455,YES
0.18155783132530123,NO
0.16940783132530124,NO
0.47384337349397593,YES
0.09319819277108435,YES
0.11184819277108435,YES
0.3756933734939759,YES
0.22795783132530123,NO
0.19555783132530125,NO
0.37944337349397594,YES
0.0551,NO
0.4058933734939759,YES
0.0511,NO
0.07415,NO
0.0431,NO
0.03145,NO
0.21615783132530123,NO
0.09614819277108433,YES
0.21320783132530124,NO
0.18314819277108435,YES
0.20310783132530125,NO
0.13774819277108435,YES
0.0877,NO
0.06505,NO
0.18095,NO
0.08575,NO
0.38344337349397595,YES
0.16295,NO
0.3398433734939759,YES
0.05954638554216868,NO
0.06069638554216868,NO
0.46192891566265065,YES
0.06057409638554217,YES
0.03927409638554217,YES
0.45427891566265066,YES
0.057296385542168676,NO
0.051896385542168674,NO
0.5686789156626506,YES
0.05015,NO
0.4874289156626507,YES
0.044000000000000004,NO
0.14295,NO
0.06315,NO
0.07485,NO
0.07644638554216868,NO
0.057574096385542166,YES
0.07489638554216868,NO
0.15932409638554215,YES
0.056046385542168675,NO
0.11337409638554218,YES
0.06385,NO
0.04065,NO
0.15675,NO
0.05475,NO
0.45822891566265067,YES
0.11845,NO
0.5203789156626506,YES
0.08164638554216867,NO
0.06934638554216868,NO
0.35260481927710846,YES
0.1783,YES
0.13255,YES
0.37830481927710846,YES
0.07109638554216868,NO
0.05179638554216867,NO
0.40305481927710846,YES
0.32746566265060245,NO
0.3575048192771085,YES
0.29981566265060244,NO
0.1244,NO
0.13655,NO
0.12615,NO
0.10899638554216867,NO
0.1133,YES
0.10649638554216867,NO
0.13725,YES
0.09949638554216866,NO
0.13265,YES
0.28921566265060245,NO
0.3095656626506025,NO
0.30946566265060244,NO
0.2798156626506024,NO
0.37720481927710847,YES
0.28821566265060244,NO
0.3615548192771085,YES
0.08414638554216868,NO
0.07559638554216869,NO
0.3739879518072289,YES
0.16425,YES
0.1812,YES
0.3766379518072289,YES
0.07314638554216868,NO
0.06369638554216868,NO
0.3928379518072289,YES
0.13999277108433736,NO
0.3989379518072289,YES
0.11529277108433736,NO
0.0724,NO
0.0518,NO
0.0351,NO
0.11534638554216867,NO
0.14685,YES
0.11269638554216868,NO
0.2864,YES
0.06869638554216867,NO
0.2297,YES
0.13204277108433735,NO
0.12124277108433736,NO
0.19744277108433733,NO
0.11559277108433735,NO
0.3709379518072289,YES
0.16309277108433734,NO
0.3642379518072289,YES
0.1649819277108434,NO
0.1401819277108434,NO
0.31603795180722893,NO
0.1234722891566265,NO
0.051872289156626505,NO
0.2948379518072289,NO
0.1686319277108434,NO
0.1422319277108434,NO
0.3765879518072289,NO
0.13081506024096384,NO
0.2862379518072289,NO
0.11886506024096385,NO
0.21125,YES
0.1684,YES
0.1969,YES
0.1587819277108434,NO
0.05362228915662651,NO
0.1603319277108434,NO
0.044622289156626506,NO
0.19803192771084338,NO
0.0565722891566265,NO
0.08941506024096386,NO
0.10351506024096385,NO
0.11696506024096387,NO
0.09331506024096387,NO
0.3312379518072289,NO
0.09331506024096387,NO
0.3522379518072289,NO
0.06195,YES
0.1445,YES
0.3785638554216868,NO
0.28746927710843373,NO
0.24551927710843374,NO
0.2721138554216868,NO
0.16449999999999998,YES
0.06245,YES
0.2893638554216868,NO
0.07595,NO
0.2676138554216868,NO
0.0892,NO
0.08305,NO
0.0752,NO
0.0781,NO
0.15375,YES
0.23466927710843377,NO
0.09075,YES
0.22161927710843377,NO
0.18675,YES
0.24866927710843376,NO
0.05815,NO
0.0209,NO
0.0677,NO
0.0474,NO
0.31131385542168677,NO
0.04105,NO
0.2856638554216868,NO
0.0208,NO
0.00655,NO
0.4999090361445783,YES
0.2226132530120482,YES
0.2222632530120482,YES
0.5044590361445783,YES
0.0249,NO
0.00695,NO
0.5397090361445783,YES
0.18798012048192772,NO
0.5092090361445784,YES
0.1823301204819277,NO
0.3157174698795181,NO
0.3031674698795181,NO
0.30711746987951805,NO
0.0102,NO
0.1844632530120482,YES
0.0099,NO
0.25511325301204824,YES
0.05195,NO
0.2196632530120482,YES
0.15383012048192773,NO
0.15188012048192773,NO
0.19393012048192773,NO
0.15118012048192772,NO
0.5077090361445783,YES
0.1729301204819277,NO
0.49570903614457834,YES
0.1729,YES
0.0132,YES
0.2700355421686747,NO
0.48136445783132537,NO
0.4489144578313254,NO
0.1498855421686747,NO
0.113,YES
0.2092,YES
0.15193554216867472,NO
0.05085,NO
0.1448855421686747,NO
0.0529,NO
0.08705,NO
0.06865,NO
0.066,NO
0.0569,YES
0.4419144578313254,NO
0.1621,YES
0.41846445783132535,NO
0.17035,YES
0.42296445783132536,NO
0.03105,NO
0.038,NO
0.0633,NO
0.0363,NO
0.1923855421686747,NO
0.0564,NO
0.1370355421686747,NO
0.06792409638554217,NO
0.03897409638554217,NO
0.3266584337349398,NO
0.1264722891566265,NO
0.0651222891566265,NO
0.33840843373493984,NO
0.045874096385542164,NO
0.04947409638554217,NO
0.37315843373493984,NO
0.2866728915662651,YES
0.31935843373493983,NO
0.27887289156626505,YES
0.12050000000000001,NO
0.1315,NO
0.1252,NO
0.07672409638554217,NO
0.06722228915662651,NO
0.08892409638554218,NO
0.08472228915662651,NO
0.10962409638554217,NO
0.09402228915662651,NO
0.24207289156626505,YES
0.24692289156626507,YES
0.25977289156626504,YES
0.2770728915662651,YES
0.34600843373493984,NO
0.22922289156626505,YES
0.3366084337349398,NO
0.1806,YES
0.0244,YES
0.496571686746988,NO
0.37438072289156626,NO
0.32768072289156625,NO
0.38932168674698797,NO
0.0826,YES
0.22495,YES
0.402771686746988,NO
0.05395,NO
0.387671686746988,NO
0.05475,NO
0.08890381787242964,NO
0.07925381787242963,NO
0.07880381787242964,NO
0.06305,YES
0.32158072289156625,NO
0.18955,YES
0.3116307228915663,NO
0.17885,YES
0.3261807228915663,NO
0.02385,NO
0.02285,NO
0.0637,NO
0.03405,NO
0.42677168674698795,NO
0.0402,NO
0.39387168674698797,NO
0.0711,NO
0.03065,NO
0.5320313253012048,NO
0.41420120481927714,NO
0.3765512048192772,NO
0.5350813253012048,NO
0.07645,NO
0.0549,NO
0.5454813253012047,NO
0.10239819277108433,YES
0.5248313253012048,NO
0.15294819277108435,YES
0.1821409638554217,NO
0.17949096385542168,NO
0.1690409638554217,NO
0.04035,NO
0.37390120481927713,NO
0.0431,NO
0.36605120481927717,NO
0.1143,NO
0.36550120481927717,NO
0.06064819277108434,YES
0.06454819277108434,YES
0.07389819277108434,YES
0.14859819277108435,YES
0.5546813253012048,NO
0.06959819277108434,YES
0.5104313253012048,NO
