UPPERTRACED_RFNONE_RAW_LSA_SUM.csv,Associated
0.14489483214932442,NO
0.1305195709708873,NO
0.32093606351859594,NO
0.0876723777684914,NO
0.2695918651622789,NO
0.37180665830895665,YES
0.30945814180247944,YES
0.4469424710962529,YES
0.19693550633793006,YES
0.2092213400195013,NO
0.25738960858058224,YES
0.17824209499930352,NO
0.15425546733528345,NO
0.09825881041927845,NO
0.2529321632539351,NO
0.22972558852207828,NO
0.2050703440590611,NO
0.18634907368714304,NO
0.17473185680456887,NO
0.3435575985513303,NO
0.12461345591307979,NO
0.695277893857083,YES
0.1867669591865162,NO
0.24986766959186515,YES
0.3754283326368575,NO
0.2184983981055857,NO
0.14600919348098618,NO
0.07560941635325255,NO
0.15224961693829223,NO
0.035241677113804146,NO
0.16272461345591305,NO
0.13806936899289593,NO
0.15099596044017272,NO
0.37147234990945815,YES
0.3260064075776571,YES
0.2679203231647862,YES
0.2714862794261039,YES
0.23228861958490035,NO
0.2013929516645772,YES
0.13160607326925752,NO
0.09474857222454383,NO
0.09366206992617354,NO
0.17996935506337927,NO
0.27519153085387943,NO
0.15325254213678782,NO
0.10544644100849698,NO
0.08455216603983842,NO
0.287393787435576,NO
0.09703301295445046,NO
0.763643961554534,YES
0.0847193202395877,NO
0.27193202395876864,YES
0.3642290012536565,NO
0.21908343780470815,NO
0.14918512327622227,NO
0.10494497840924918,NO
0.12049031898593118,NO
0.061067000975066156,NO
0.14333472628499788,NO
0.12051817801922271,NO
0.16085805822537955,NO
0.3158100013929517,YES
0.3100431815016019,YES
0.2964201142220365,YES
0.15297395180387238,YES
0.16283604958907924,NO
0.12826298927427215,YES
0.11672934949157263,NO
0.12333194038166875,NO
0.08561080930491713,NO
0.45981334447694655,YES
0.2093049171193759,YES
0.17832567209917813,YES
0.27193202395876864,YES
0.22094999303524165,NO
0.12299763198217023,NO
0.3069508288062404,YES
0.1153921158935785,NO
0.30887310210335706,YES
0.1224961693829224,NO
0.21209082044853045,NO
0.15901936202813763,NO
0.15718066583089566,NO
0.10937456470260482,NO
0.13090959743696892,YES
0.12104749965176206,NO
0.2877002368017829,YES
0.21192366624878115,NO
0.1443933695500766,YES
0.14021451455634487,NO
0.1008497005153921,NO
0.28680874773645354,NO
0.13428054046524585,NO
0.31806658308956676,YES
0.24426800390026468,NO
0.20791196545479873,YES
0.12862515670706226,NO
0.1075637275386544,NO
0.6966151274550773,YES
0.42312299763198213,NO
0.10656080234015877,NO
0.3397966290569717,YES
0.130965315503552,NO
0.06995403259506894,NO
0.4335979941496029,YES
0.2075497980220086,NO
0.3583507452291405,YES
0.2592004457445326,NO
0.7803872405627525,NO
0.24596740493104882,NO
0.21351163114639918,NO
0.12118679481821981,NO
0.3981055857361749,NO
0.12296977294887865,NO
0.28524864187212706,NO
0.09954032595068951,NO
0.310098899568185,NO
0.20039002646608164,NO
0.23880763337512181,NO
0.2931048892603426,NO
0.1524167711380415,NO
0.2953614709569578,YES
0.25900543251149183,NO
0.9149463713609137,YES
0.10068254631564286,NO
0.16191670149045825,NO
0.24084134280540467,YES
0.267502437665413,YES
0.22053210753586852,YES
0.21894414263825046,YES
0.15096810140688116,NO
0.07360356595626133,NO
0.2679203231647862,YES
0.22855550912383335,NO
0.25195709708873104,YES
0.12550494497840925,NO
0.23164786181919486,NO
0.20624042345730603,NO
0.20515392115893577,NO
0.07209917815851791,NO
0.19793843153642568,YES
0.07092909876027303,NO
0.49644797325532797,YES
0.13628639086223707,NO
0.19387101267586013,YES
0.23432232901518316,NO
0.21041927845103775,NO
0.2792868087477364,NO
0.13051957097088732,NO
0.23708037331104606,YES
0.1977155592700933,NO
0.19947067836746066,YES
0.11500208942749685,NO
0.1158378604262432,NO
0.31656219529182333,YES
0.18125087059479034,NO
0.13001810837163946,NO
0.32904304220643543,YES
0.1187630589218554,NO
0.23150856665273709,NO
0.38818776988438497,YES
0.26438222593676,NO
0.3903050564145424,YES
0.12781724474160744,NO
0.29118261596322603,NO
0.10714584203928121,NO
0.08499791057250314,NO
0.126619306310071,NO
0.154283326368575,NO
0.14436551051678503,NO
0.331271764869759,NO
0.05365649811951525,NO
0.22869480429029107,NO
0.1915029948460788,NO
0.12569995821145005,NO
0.31823373728931603,NO
0.15879648976180527,NO
0.32817941217439756,YES
0.27781027998328456,NO
0.2629056971723081,YES
0.07301852625713887,NO
0.14687282351302405,NO
0.07945396294748572,YES
0.1983841760690904,YES
0.1385429725588522,YES
0.07794957514974232,YES
0.08042902911268979,NO
0.04217857640339882,NO
0.13461484886474437,YES
0.1302688396712634,NO
0.07026048196127593,YES
0.11706365789107118,NO
0.17690486140130937,NO
0.17882713469842595,NO
0.18317314389190692,NO
0.08680874773645356,NO
0.18598690625435296,YES
0.08530435993871013,NO
0.3989134977016297,YES
0.14656637414681709,NO
0.13528346566374147,YES
0.046524585596879796,NO
0.09366206992617354,NO
0.09232483632817942,NO
0.06324000557180667,NO
0.09015183173143893,YES
0.06558016436829642,NO
0.08722663323582672,YES
0.4538793703858475,YES
0.25535589915029955,YES
0.5884385011840089,NO
0.9434183033848725,NO
0.3230812090820448,NO
0.4802340158796491,NO
0.40122579746482795,YES
0.5097924502019779,YES
0.09561220225658168,NO
0.3202117286530157,NO
0.3279286808747736,NO
0.2849979105725031,NO
0.17030227051121324,NO
0.3487950968101407,NO
0.39164229001253653,NO
0.2856108093049171,YES
0.29446998189162843,NO
0.5426103914194177,YES
0.0,NO
0.5481264800111435,YES
0.26050982030923525,NO
0.31424989552862514,NO
0.2786181919487394,NO
0.08349352277475972,NO
0.3008497005153921,NO
0.3970190834378048,NO
0.34043738682267727,NO
0.11723081209082042,NO
0.10410920741050286,NO
0.10408134837721131,NO
0.2904025630310629,YES
0.1861540604541022,YES
0.14280540465245853,YES
0.298593118818777,YES
0.10653294330686724,NO
0.09056971723081211,NO
0.4899846775316896,YES
0.11238334029809163,NO
0.34915726424293075,YES
0.0979245020197799,NO
0.28822955843432235,NO
0.19002646608162696,NO
0.20314807076194455,NO
0.10419278451037747,NO
0.14210892882016993,YES
0.11252263546454938,NO
0.3406045410224265,YES
0.10260481961275944,NO
0.19855133026883964,YES
0.1470678367460649,NO
0.11271764869759018,NO
0.28664159353670426,NO
0.13235826716812926,NO
0.28187769884385006,YES
0.25304359938710125,NO
0.3374564702604819,YES
0.13244184426800387,NO
0.08753308260203371,NO
0.3914472767794958,YES
0.27474578632121466,YES
0.2435158100013929,YES
0.24017272600640757,YES
0.21718902354088315,NO
0.13135534196963367,NO
0.28764451873519986,YES
0.19161443097924497,NO
0.2782003064493662,YES
0.12491990527928679,NO
0.22429307703022702,NO
0.181334447694665,NO
0.1797464827970469,NO
0.11321911129683798,NO
0.1749547290709012,YES
0.1216325393508845,NO
0.27917537261457026,YES
0.19846775316896503,NO
0.1655383758183591,YES
0.21234155174815433,NO
0.1882713469842596,NO
0.2850536286390862,NO
0.14447694664995125,NO
0.28797882713469847,YES
0.2296420114222036,NO
0.2125922830477782,YES
0.14614848864744392,NO
0.13976877002368016,NO
0.4736035659562613,YES
0.2253517202953057,YES
0.24259646190277198,YES
0.30954171890235405,YES
0.22370803733110456,NO
0.16955007661234153,NO
0.3158100013929517,YES
0.12608998467753169,NO
0.3600222872266332,YES
0.11940381668756092,NO
0.15793285972976737,NO
0.10603148070761945,NO
0.08655801643682962,NO
0.20398384176069087,NO
0.18849421925059198,YES
0.21298230951385988,NO
0.375706922969773,YES
0.18217021869341132,NO
0.2441008497005154,YES
0.18058225379579326,NO
0.14272182755258392,NO
0.3364535450619863,NO
0.17732274690068253,NO
0.3224961693829224,YES
0.30636578910711804,NO
0.24961693829224121,YES
0.09324418442680038,NO
0.10909597436968937,NO
0.2925755676278033,YES
0.18088870316200026,YES
0.13135534196963364,YES
0.27978827134698425,YES
0.08948321493244182,NO
0.08045688814598134,NO
0.4710126758601476,YES
0.11781585178994289,NO
0.33519988856386684,YES
0.10753586850536284,NO
0.27293494915726424,NO
0.1395458977573478,NO
0.15910293912801224,NO
0.12149324418442678,NO
0.13408552723220502,YES
0.1328318707340855,NO
0.3459534754144031,YES
0.08739378743557596,NO
0.21342805404652454,YES
0.1407159771555927,NO
0.10193620281376237,NO
0.2960022287226633,NO
0.12550494497840925,NO
0.2863908622370804,YES
0.23198217021869336,NO
0.39027719738125083,YES
0.13018526257138877,NO
0.2071319125226354,NO
0.11990527928680875,YES
0.3320239587686307,YES
0.25555091238334027,YES
0.1628639086223708,YES
0.1264800111436133,NO
0.08028973394623207,NO
0.20423457306031476,YES
0.19871848446858895,NO
0.1280958350745229,YES
0.15250034823791614,NO
0.24192784510377488,NO
0.26223708037331106,NO
0.24485304359938712,NO
0.17590193620281375,NO
0.23730324557737845,YES
0.17172308120908203,NO
0.5002089427496866,YES
0.16002228722663323,NO
0.25571806658308954,YES
0.13478200306449367,NO
0.16879788271346982,NO
0.16863072851372055,NO
0.1190695082880624,NO
0.16102521242512882,YES
0.13311046106700097,NO
0.13486558016436828,YES
0.13436411756512048,NO
0.21757905000696473,NO
0.24627385429725582,YES
0.30853879370385845,YES
0.33687143056135954,YES
0.25070344059061145,YES
0.1299066722384733,NO
0.10018108371639506,NO
0.27778242094999306,YES
0.1874355759855133,NO
0.28797882713469847,YES
0.14614848864744392,NO
0.15500766123415516,NO
0.12057389608580582,NO
0.09265914472767797,NO
0.18651622788689232,NO
0.2933834795932581,YES
0.18208664159353669,NO
0.7495194316757208,YES
0.10853879370385847,NO
0.4179412174397548,YES
0.1741468171054464,NO
0.15609416353252542,NO
0.28346566374146814,NO
0.14664995124669172,NO
0.24117565120490317,YES
0.22604819612759433,NO
0.22997631982170216,YES
0.10837163950410919,NO
0.06691739796629056,NO
0.0936899289594651,NO
0.18230951385986902,NO
0.048697590193620265,NO
0.05825323861262013,NO
0.05875470121186794,NO
0.014625992478061005,NO
0.19490179690764728,NO
0.08616798997074801,NO
0.04387797743418303,NO
0.12191112968379994,NO
1.0,YES
0.32940520963922554,YES
0.30739657333890513,YES
0.22337372893160606,NO
0.03769327204346008,NO
0.11452848586154057,NO
0.05050842735757068,NO
0.10789803593815292,NO
0.04262432093606352,NO
0.01696615127455077,NO
0.04053489343919765,NO
0.06301713330547429,NO
0.023485165064772252,NO
0.11909736732135393,NO
0.023485165064772252,NO
0.16812926591447272,NO
0.3046942471096253,YES
0.456609555648419,YES
0.5147234990945814,NO
0.9521938988717091,NO
0.2691739796629057,NO
0.4064354366903469,NO
0.47611087895250026,YES
0.30553001810837166,YES
0.059172586711241114,NO
0.38381390165761253,NO
0.24568881459813344,NO
0.3781027998328458,NO
0.1310210335701351,NO
0.3407716952221758,NO
0.4013372335979941,NO
0.4720713191252263,YES
0.2649672656358825,NO
0.49212982309513853,YES
0.006351859590472207,NO
0.6108093049171194,YES
0.30229837024655243,NO
0.32620142081069786,NO
0.23607744811255046,NO
0.09143334726284996,NO
0.2803733110461067,NO
0.33266471653433627,NO
0.2836885360078006,NO
0.10870594790360774,NO
0.06875609416353254,NO
0.14244323721966845,NO
0.13453127176486973,YES
0.27519153085387943,YES
0.27460649115475694,YES
0.14213678785346145,YES
0.0895389329990249,NO
0.04560523749825881,NO
0.2010586432650787,YES
0.12667502437665412,NO
0.15007661234155173,YES
0.11723081209082042,NO
0.1992199470678367,NO
0.17824209499930352,NO
0.18484468588939962,NO
0.05103774899011005,NO
0.2253517202953057,YES
0.05053628639086224,NO
0.5663184287505223,YES
0.12082462738542973,NO
0.270260481961276,YES
0.06959186516227886,NO
0.06633235826716813,NO
0.1366206992617356,NO
0.06516227886892326,NO
0.1475692993453127,YES
0.1015183173143892,NO
0.12751079537540047,YES
0.49015183173143895,YES
0.23713609137762917,YES
0.5749825881041927,NO
0.9440033430839949,NO
0.27686307285137207,NO
0.4437944003343085,NO
0.390026466081627,YES
0.5508288062404234,YES
0.07112411199331384,NO
0.3418581975205461,NO
0.2822120072433486,NO
0.31742582532386127,NO
0.13770720156010585,NO
0.32982309513859875,NO
0.3811115754283326,NO
0.31018247666805965,YES
0.27909179551469565,NO
0.6113943446162419,YES
0.0030923526953614694,NO
0.5833960161582392,YES
0.26134559130798163,NO
0.280902632678646,NO
0.26466081626967547,NO
0.08407856247388215,NO
0.26181919487393784,NO
0.3755397687700237,NO
0.3093467056693133,NO
0.10193620281376237,NO
0.13745647026048194,NO
0.08906532943306866,NO
0.17253099317453682,NO
0.21518317314389185,NO
0.11263407159771555,NO
0.13645354506198634,NO
0.10059896921576822,NO
0.3155592700933278,NO
0.13882156289176764,NO
0.5732553280401169,YES
0.10461067000975063,NO
0.23983841760690902,YES
0.3886335144170497,NO
0.2677253099317454,NO
0.18754701211867947,NO
0.1521660398384176,NO
0.11614430979245019,NO
0.1307703022705112,NO
0.17325532804011698,NO
0.1514417049728374,NO
0.1609416353252542,NO
0.13653712216186098,YES
0.1446441008497005,YES
0.16612341551748153,YES
0.2089706087198774,YES
0.16308678088870315,NO
0.11505780749407996,YES
0.13344476946649952,NO
0.5030227051121325,YES
0.2558573617495473,YES
0.5206574731856805,NO
0.9464270789803594,NO
0.25546733528346566,NO
0.41103217718345186,NO
0.3392115893578493,YES
0.5771555927009333,YES
0.05741746761387379,NO
0.3470399777127734,NO
0.2550494497840925,NO
0.3205181780192227,NO
0.13135534196963364,NO
0.3380972280261875,NO
0.3930631007104053,NO
0.32046245995263967,YES
0.2592004457445327,NO
0.657278172447416,YES
0.005766819891349768,NO
0.5976041231369272,YES
0.2808190555787714,NO
0.2688675302966987,NO
0.2393369550076612,NO
0.08474717927287923,NO
0.2580582253795793,NO
0.33433625853182897,NO
0.28226772530993177,NO
0.09825881041927845,NO
0.15283465663741466,NO
0.0852207828388355,NO
0.21373450341273156,NO
0.1825881041927845,NO
0.11965454798718483,NO
0.16311463992199468,NO
0.16177740632400056,NO
0.3346984259646191,NO
0.12478061011282907,NO
0.5471792728792311,YES
0.14598133444769465,NO
0.31129683799972135,YES
0.3909736732135395,NO
0.24724892046245991,NO
0.1601337233597994,NO
0.10143474021451454,NO
0.1152249616938292,NO
0.06424293077030227,NO
0.12996239030505638,NO
0.16932720434600917,NO
0.10118400891489066,NO
0.1152249616938292,YES
0.12174397548405069,YES
0.13737289316060733,YES
0.27616659701908347,YES
0.20980637971862376,NO
0.13018526257138877,YES
0.12191112968379994,NO
