UPPERTRACED_SUM_MULTI_LSA_MAX.csv,Associated
0.2318773320462604,NO
0.43100855779762015,NO
0.21149455159739367,NO
0.3170840372013589,NO
0.5967996435797954,NO
0.23696374538231635,NO
0.2614305073418849,NO
0.1702,NO
0.40087991238003307,NO
0.3904843230800646,YES
0.543615066179064,YES
0.314,YES
0.3713081735320871,YES
0.3953294102359428,NO
0.5174775845105719,YES
0.17377341328036533,NO
0.8528467207484824,NO
0.8662867326291559,NO
0.8428595295995842,YES
0.5760084649798586,YES
0.660268428966567,YES
1.0,YES
0.9223672241920214,NO
0.6770684438174089,NO
0.7650411182683918,YES
0.4853997660992408,NO
0.9844623067070112,YES
0.5490356234569047,NO
0.7540886223987822,NO
0.7977500974586497,NO
0.6579665484787168,NO
0.7422450760177468,NO
0.8198407247210825,YES
0.6955763054818169,NO
0.5037034286881138,YES
0.4432605023297258,NO
0.6695687686795745,YES
0.6786834728693683,NO
0.7269672724572575,NO
0.6785349644507973,NO
0.8239803968887486,NO
0.9402624886298242,YES
0.9915907107984184,NO
0.7456978967495219,YES
0.1799,NO
0.21052924687668229,NO
0.3595,YES
0.2156,NO
0.1535,NO
0.4159,YES
0.2154857153464887,NO
0.125879448291225,NO
0.5448,YES
0.191,NO
0.4381,YES
0.1528,NO
0.3264,NO
0.3203,NO
0.2648,NO
0.171,NO
0.21899999999999997,NO
0.1398,NO
0.3673,NO
0.1451,NO
0.2637,NO
0.1991,NO
0.1784,NO
0.3767,NO
0.1917,NO
0.3794,YES
0.3359,NO
0.2874,YES
0.6098683844140415,NO
0.5202064267018136,NO
0.5041860810484694,YES
0.644953498301435,YES
0.5164565891328964,YES
0.6159386660231302,YES
0.5899496927732091,NO
0.4621396350405613,NO
0.5176075293768215,YES
0.7003285748760882,NO
0.5476990476897658,YES
0.6717778314058178,NO
0.5912862685403479,NO
0.593383949952663,NO
0.4812786574838961,NO
0.4855297109654904,NO
0.6514693051662366,YES
0.5014572388572277,NO
0.3724776773283335,YES
0.4531177486123745,NO
0.5761755369507509,YES
0.5785887987525293,NO
0.6810039169095398,NO
0.5963541183240825,NO
0.5697154207429134,NO
0.6610480981640646,YES
0.6550520707642614,NO
0.5433180493419221,YES
0.20147023334385267,NO
0.1910003898345988,NO
0.3881,YES
0.1762,NO
0.1649,NO
0.4197,YES
0.2104921197720396,NO
0.153,NO
0.4738,YES
0.159,NO
0.493,YES
0.1456,NO
0.2244,NO
0.19246691046798714,NO
0.1392637695149344,NO
0.1775,NO
0.2106,NO
0.1654,NO
0.3557,NO
0.0902,NO
0.2663,NO
0.2218,NO
0.1764,NO
0.3901,NO
0.21600000000000003,NO
0.402,YES
0.3584,NO
0.3239,YES
0.6098683844140415,NO
0.5202064267018136,NO
0.5041860810484694,YES
0.644953498301435,YES
0.5164565891328964,YES
0.6159386660231302,YES
0.5899496927732091,NO
0.4621396350405613,NO
0.5176075293768215,YES
0.7003285748760882,NO
0.5476990476897658,YES
0.6717778314058178,NO
0.5912862685403479,NO
0.593383949952663,NO
0.4812786574838961,NO
0.4855297109654904,NO
0.6514693051662366,YES
0.5014572388572277,NO
0.3724776773283335,YES
0.4531177486123745,NO
0.5761755369507509,YES
0.5785887987525293,NO
0.6810039169095398,NO
0.5963541183240825,NO
0.5697154207429134,NO
0.6610480981640646,YES
0.6550520707642614,NO
0.5433180493419221,YES
0.3872728285284672,YES
0.3533200913326774,YES
0.3634,NO
0.18782602238764406,NO
0.3320648239247062,NO
0.26516178135848073,NO
0.3112179546678052,YES
0.3887207856095342,YES
0.1404,NO
0.19547420594404946,NO
0.29011119567840504,NO
0.2089327813770443,NO
0.2131,NO
0.2347361191037517,NO
0.1788041359594572,NO
0.21611687612541536,YES
0.33085819302381697,NO
0.2792329540180809,YES
0.0849282518702779,NO
0.2985,YES
0.20657521023223,NO
0.3077836974883514,NO
0.30572314318067895,NO
0.1259,NO
0.3572370008724869,NO
0.2208505819673653,NO
0.2845050028773506,NO
0.0996,NO
0.8528467207484824,NO
0.8662867326291559,NO
0.8428595295995842,YES
0.5760084649798586,YES
0.660268428966567,YES
1.0,YES
0.9223672241920214,NO
0.6770684438174089,NO
0.7650411182683918,YES
0.4853997660992408,NO
0.9844623067070112,YES
0.5490356234569047,NO
0.7540886223987822,NO
0.7977500974586497,NO
0.6579665484787168,NO
0.7422450760177468,NO
0.8198407247210825,YES
0.6955763054818169,NO
0.5037034286881138,YES
0.4432605023297258,NO
0.6695687686795745,YES
0.6786834728693683,NO
0.7269672724572575,NO
0.6785349644507973,NO
0.8239803968887486,NO
0.9402624886298242,YES
0.9915907107984184,NO
0.7456978967495219,YES
0.8528467207484824,NO
0.8662867326291559,NO
0.8428595295995842,YES
0.5760084649798586,YES
0.660268428966567,YES
1.0,YES
0.9223672241920214,NO
0.6770684438174089,NO
0.7650411182683918,YES
0.4853997660992408,NO
0.9844623067070112,YES
0.5490356234569047,NO
0.7540886223987822,NO
0.7977500974586497,NO
0.6579665484787168,NO
0.7422450760177468,NO
0.8198407247210825,YES
0.6955763054818169,NO
0.5037034286881138,YES
0.4432605023297258,NO
0.6695687686795745,YES
0.6786834728693683,NO
0.7269672724572575,NO
0.6785349644507973,NO
0.8239803968887486,NO
0.9402624886298242,YES
0.9915907107984184,NO
0.7456978967495219,YES
0.8528467207484824,NO
0.8662867326291559,NO
0.8428595295995842,YES
0.5760084649798586,YES
0.660268428966567,YES
1.0,YES
0.9223672241920214,NO
0.6770684438174089,NO
0.7650411182683918,YES
0.4853997660992408,NO
0.9844623067070112,YES
0.5490356234569047,NO
0.7540886223987822,NO
0.7977500974586497,NO
0.6579665484787168,NO
0.7422450760177468,NO
0.8198407247210825,YES
0.6955763054818169,NO
0.5037034286881138,YES
0.4432605023297258,NO
0.6695687686795745,YES
0.6786834728693683,NO
0.7269672724572575,NO
0.6785349644507973,NO
0.8239803968887486,NO
0.9402624886298242,YES
0.9915907107984184,NO
0.7456978967495219,YES
0.8528467207484824,NO
0.8662867326291559,NO
0.8428595295995842,YES
0.5760084649798586,YES
0.660268428966567,YES
1.0,YES
0.9223672241920214,NO
0.6770684438174089,NO
0.7650411182683918,YES
0.4853997660992408,NO
0.9844623067070112,YES
0.5490356234569047,NO
0.7540886223987822,NO
0.7977500974586497,NO
0.6579665484787168,NO
0.7422450760177468,NO
0.8198407247210825,YES
0.6955763054818169,NO
0.5037034286881138,YES
0.4432605023297258,NO
0.6695687686795745,YES
0.6786834728693683,NO
0.7269672724572575,NO
0.6785349644507973,NO
0.8239803968887486,NO
0.9402624886298242,YES
0.9915907107984184,NO
0.7456978967495219,YES
0.6098683844140415,NO
0.5202064267018136,NO
0.5041860810484694,YES
0.644953498301435,YES
0.5164565891328964,YES
0.6159386660231302,YES
0.5899496927732091,NO
0.4621396350405613,NO
0.5176075293768215,YES
0.7003285748760882,NO
0.5476990476897658,YES
0.6717778314058178,NO
0.5912862685403479,NO
0.593383949952663,NO
0.4812786574838961,NO
0.4855297109654904,NO
0.6514693051662366,YES
0.5014572388572277,NO
0.3724776773283335,YES
0.4531177486123745,NO
0.5761755369507509,YES
0.5785887987525293,NO
0.6810039169095398,NO
0.5963541183240825,NO
0.5697154207429134,NO
0.6610480981640646,YES
0.6550520707642614,NO
0.5433180493419221,YES
0.6098683844140415,NO
0.5202064267018136,NO
0.5041860810484694,YES
0.644953498301435,YES
0.5164565891328964,YES
0.6159386660231302,YES
0.5899496927732091,NO
0.4621396350405613,NO
0.5176075293768215,YES
0.7003285748760882,NO
0.5476990476897658,YES
0.6717778314058178,NO
0.5912862685403479,NO
0.593383949952663,NO
0.4812786574838961,NO
0.4855297109654904,NO
0.6514693051662366,YES
0.5014572388572277,NO
0.5728,YES
0.4531177486123745,NO
0.5761755369507509,YES
0.5785887987525293,NO
0.6810039169095398,NO
0.5963541183240825,NO
0.5697154207429134,NO
0.6610480981640646,YES
0.6550520707642614,NO
0.5433180493419221,YES
0.15847704616755465,NO
0.19088900852067048,NO
0.1381,NO
0.2108,NO
0.14403460246152697,NO
0.2290927991980545,NO
0.2020271399134938,NO
0.09252074476971912,NO
0.2592,NO
0.1291,NO
0.19775752287957826,NO
0.15311217954667805,NO
0.4225,YES
0.3368,YES
0.3938,YES
0.11459280847983068,NO
0.21077057305686012,NO
0.0797,NO
0.0531,NO
0.1551,NO
0.1312257513597802,NO
0.13618221982958656,NO
0.14767305871651598,NO
0.1014,NO
0.19439751990940984,NO
0.21227422079489133,NO
0.1896638140674599,NO
0.2105,NO
0.3872728285284672,YES
0.3533200913326774,YES
0.2752,NO
0.18782602238764406,NO
0.3320648239247062,NO
0.26516178135848073,NO
0.32899999999999996,YES
0.3887207856095342,YES
0.0968,NO
0.19547420594404946,NO
0.29011119567840504,NO
0.2089327813770443,NO
0.1661,NO
0.2347361191037517,NO
0.1788041359594572,NO
0.3075,YES
0.33085819302381697,NO
0.2792329540180809,YES
0.0849282518702779,NO
0.3735,YES
0.20657521023223,NO
0.3077836974883514,NO
0.30572314318067895,NO
0.1354,NO
0.3572370008724869,NO
0.2208505819673653,NO
0.2845050028773506,NO
0.0894,NO
0.6098683844140415,NO
0.5202064267018136,NO
0.5041860810484694,YES
0.644953498301435,YES
0.5164565891328964,YES
0.6159386660231302,YES
0.5899496927732091,NO
0.4621396350405613,NO
0.5176075293768215,YES
0.7003285748760882,NO
0.5476990476897658,YES
0.6717778314058178,NO
0.5912862685403479,NO
0.593383949952663,NO
0.4812786574838961,NO
0.4855297109654904,NO
0.6514693051662366,YES
0.5014572388572277,NO
0.3724776773283335,YES
0.4531177486123745,NO
0.5761755369507509,YES
0.5785887987525293,NO
0.6810039169095398,NO
0.5963541183240825,NO
0.5697154207429134,NO
0.6610480981640646,YES
0.6550520707642614,NO
0.5433180493419221,YES
0.3872728285284672,YES
0.3533200913326774,YES
0.3473,NO
0.18782602238764406,NO
0.3320648239247062,NO
0.26516178135848073,NO
0.3112179546678052,YES
0.4184,YES
0.1111,NO
0.19547420594404946,NO
0.29011119567840504,NO
0.2089327813770443,NO
0.1741,NO
0.2347361191037517,NO
0.1788041359594572,NO
0.21611687612541536,YES
0.33085819302381697,NO
0.3242,YES
0.0849282518702779,NO
0.3407,YES
0.20657521023223,NO
0.3077836974883514,NO
0.30572314318067895,NO
0.1266,NO
0.3572370008724869,NO
0.2208505819673653,NO
0.2845050028773506,NO
0.0813,NO
0.4055950546696616,NO
0.4044998050827006,NO
0.2806623475468265,NO
0.3810911656054502,NO
0.4440401715272234,NO
0.495238448829568,NO
0.5021440902931185,NO
0.16619948393324546,NO
0.1921,NO
0.25528597152351074,YES
0.41630622435909337,NO
0.1963,YES
0.24100000000000002,NO
0.43100855779762015,NO
0.2504,NO
0.3170840372013589,NO
0.5967996435797954,NO
0.23696374538231635,NO
0.2614305073418849,NO
0.2072,NO
0.40087991238003307,NO
0.3904843230800646,YES
0.543615066179064,YES
0.2807737288607548,YES
0.3713081735320871,YES
0.3953294102359428,NO
0.5174775845105719,YES
0.17377341328036533,NO
0.3872728285284672,YES
0.3533200913326774,YES
0.2823,NO
0.18782602238764406,NO
0.3320648239247062,NO
0.26516178135848073,NO
0.3112179546678052,YES
0.4499,YES
0.0947,NO
0.19547420594404946,NO
0.29011119567840504,NO
0.2089327813770443,NO
0.1665,NO
0.2347361191037517,NO
0.1788041359594572,NO
0.21611687612541536,YES
0.33085819302381697,NO
0.3791,YES
0.0849282518702779,NO
0.3577,YES
0.20657521023223,NO
0.3077836974883514,NO
0.30572314318067895,NO
0.1274,NO
0.3572370008724869,NO
0.2208505819673653,NO
0.2845050028773506,NO
0.0769,NO
0.4055950546696616,NO
0.4044998050827006,NO
0.2806623475468265,NO
0.3810911656054502,NO
0.4440401715272234,NO
0.495238448829568,NO
0.5021440902931185,NO
0.16619948393324546,NO
0.1753,NO
0.25528597152351074,YES
0.41630622435909337,NO
0.2818,YES
0.2438,NO
0.43100855779762015,NO
0.2176,NO
0.3170840372013589,NO
0.5967996435797954,NO
0.23696374538231635,NO
0.2614305073418849,NO
0.2286,NO
0.40087991238003307,NO
0.3904843230800646,YES
0.543615066179064,YES
0.2807737288607548,YES
0.3713081735320871,YES
0.3953294102359428,NO
0.5174775845105719,YES
0.17377341328036533,NO
