NONETRACED_RFSMOTE_RAW_LSA_MEDIAN.csv,Associated
0.0387,NO
0.3060273195876289,YES
0.2545149484536083,YES
0.16778711340206187,YES
0.06655,YES
0.04940463917525773,NO
0.10751958762886597,NO
0.16525567010309278,YES
0.17113711340206184,NO
0.053,YES
0.09872319587628867,NO
0.12290927835051547,NO
0.19556030927835052,NO
0.3043170103092784,NO
0.20151597938144333,NO
0.12255927835051547,YES
0.14781958762886596,NO
0.13115,YES
0.071,NO
0.3854819587628866,YES
0.18492422680412374,NO
0.1927742268041237,NO
0.2041835051546392,NO
0.0516,NO
0.08335927835051547,YES
0.0558,NO
0.0817639175257732,YES
0.07075,NO
0.03725,NO
0.5468850515463918,NO
0.12077319587628867,NO
0.13920567010309276,NO
0.09985,NO
0.08265,NO
0.23143917525773194,NO
0.11025927835051547,NO
0.1149139175257732,YES
0.10225,NO
0.14296855670103092,YES
0.13110463917525775,NO
0.1018,NO
0.11195927835051547,NO
0.02665,NO
0.0525,NO
0.05892783505154639,NO
0.0865778350515464,NO
0.13341855670103092,NO
0.08037783505154639,NO
0.11456855670103094,YES
0.07225,YES
0.10020463917525772,YES
0.16570927835051547,YES
0.12025,NO
0.08285,YES
0.07685927835051547,NO
0.06291391752577319,NO
0.08756855670103092,NO
0.11199999999999999,NO
0.09835,NO
0.1027278350515464,NO
0.22250670103092784,NO
0.07725927835051546,NO
0.05865927835051546,NO
0.3624773195876289,NO
0.19201855670103093,YES
0.13781855670103094,NO
0.09195463917525773,YES
0.06655,NO
0.16561597938144332,NO
0.03235,NO
0.25663917525773194,NO
0.06635,NO
0.12914175257731958,NO
0.3251030927835052,NO
0.06545,NO
0.16672319587628864,NO
0.24333711340206188,YES
0.20088247422680414,YES
0.6594211340206186,YES
0.10461391752577319,YES
0.11711855670103094,NO
0.22127886597938146,YES
0.30279484536082474,NO
0.07195,NO
0.03845,NO
0.10795927835051547,NO
0.12225463917525772,NO
0.10235,NO
0.09115,NO
0.0842,NO
0.06535463917525773,NO
0.13909639175257732,NO
0.1944139175257732,YES
0.10170927835051546,NO
0.11445927835051548,YES
0.12290927835051547,NO
0.10205,NO
0.10550463917525772,NO
0.03005463917525773,NO
0.07075,NO
0.02575,NO
0.08612319587628867,NO
0.12137319587628867,NO
0.07,NO
0.20705463917525774,YES
0.1747,YES
0.1554139175257732,YES
0.13890463917525775,YES
0.1103,NO
0.10015,YES
0.17180206185567012,NO
0.3095458762886598,NO
0.0357,NO
0.2241030927835052,NO
0.15460927835051547,NO
0.07135,NO
0.04275,NO
0.03025,NO
0.1554659793814433,NO
0.28754484536082475,NO
0.2353139175257732,YES
0.03035,NO
0.1482778350515464,YES
0.15744639175257732,NO
0.12817319587628867,NO
0.16410567010309277,NO
0.09399639175257733,NO
0.05175,NO
0.10305567010309277,NO
0.07452319587628867,NO
0.10571855670103092,NO
0.08105463917525772,NO
0.1686,YES
0.16515,YES
0.26009278350515463,YES
0.06285,YES
0.18215206185567012,NO
0.0564,YES
0.10104639175257733,NO
0.05345,NO
0.21842628865979385,NO
0.2702139175257732,YES
0.08185927835051547,YES
0.08712319587628867,YES
0.14235,YES
0.11185,NO
0.16149742268041237,NO
0.1787639175257732,YES
0.06416391752577319,NO
0.4273365979381444,YES
0.0684139175257732,NO
0.1220139175257732,NO
0.0902639175257732,NO
0.1046278350515464,NO
0.06571855670103094,NO
0.04965,YES
0.06436855670103092,NO
0.1339139175257732,YES
0.14253247422680415,NO
0.08666855670103094,YES
0.07901391752577319,NO
0.10185567010309277,NO
0.1667139175257732,NO
0.3795876288659794,NO
0.17510463917525773,YES
0.13095463917525774,NO
0.12982319587628866,YES
0.17757886597938147,NO
0.07735,NO
0.23129639175257732,YES
0.1078,NO
0.12314175257731959,NO
0.20795,YES
0.09135,NO
0.12701494845360828,NO
0.2930185567010309,YES
0.10580927835051547,NO
0.5695654639175258,YES
0.14341030927835052,NO
0.240519587628866,NO
0.17045927835051544,NO
0.1324,NO
0.16281958762886597,NO
0.11465463917525771,NO
0.17299278350515462,NO
0.18365,NO
0.09832319587628867,NO
0.18339639175257733,NO
0.10985927835051547,NO
0.14074639175257733,NO
0.19350463917525773,NO
0.09585,NO
0.1897,YES
0.16795,NO
0.16431855670103093,YES
0.0399,NO
0.023354639175257732,NO
0.1392139175257732,YES
0.17578247422680413,YES
0.11675463917525773,YES
0.11065,YES
0.06165,NO
0.0237,NO
0.1554139175257732,YES
0.1318639175257732,NO
0.1304,YES
0.05475,NO
0.18526030927835052,NO
0.10305,NO
0.23642061855670105,NO
0.03310927835051547,NO
0.08975,YES
0.07364639175257734,NO
0.1504639175257732,YES
0.06635463917525773,NO
0.3379180412371134,YES
0.41366443298969074,NO
0.10555,NO
0.15705927835051545,NO
0.05775,NO
0.1215,YES
0.09795,NO
0.13508247422680414,YES
0.11272783505154639,NO
0.12353711340206186,NO
0.19920463917525774,YES
0.09325463917525773,NO
0.09275927835051546,NO
0.20985,YES
0.17167886597938148,NO
0.12804639175257732,NO
0.2369,YES
0.10527319587628867,NO
0.2568092783505155,YES
0.12434639175257733,NO
0.1122,NO
0.14926494845360827,NO
0.06385,NO
0.22277061855670105,NO
0.39911443298969074,NO
0.14455567010309278,NO
0.17785,NO
0.18942989690721654,NO
0.13315,NO
0.13151855670103094,NO
0.09335463917525773,NO
0.19505,NO
0.19047422680412374,NO
0.201,YES
0.24621030927835053,NO
0.16195,YES
0.02335,NO
0.019509278350515465,NO
0.0272,YES
0.09835,YES
0.06255,YES
0.03145463917525773,YES
0.029759278350515464,NO
0.015209278350515465,NO
0.06535463917525773,YES
0.35656907216494843,NO
0.0217,YES
0.2094938144329897,NO
0.0855,NO
0.09180463917525773,NO
0.15626030927835052,NO
0.0316,NO
0.16507422680412373,YES
0.0307,NO
0.08695927835051546,YES
0.06735,NO
0.0606,YES
0.01265463917525773,NO
0.18002989690721655,NO
0.040054639175257735,NO
0.0329639175257732,NO
0.0336,YES
0.0189,NO
0.03185,YES
0.1666639175257732,YES
0.034409278350515465,YES
0.20747319587628865,NO
0.08770927835051547,NO
0.09356855670103092,NO
0.0907639175257732,NO
0.1660917525773196,YES
0.19495927835051546,YES
0.09597319587628866,NO
0.04820927835051547,NO
0.11193247422680414,NO
0.0489639175257732,NO
0.11685927835051547,NO
0.10577319587628867,NO
0.1032278350515464,NO
0.0576639175257732,YES
0.06811855670103092,NO
0.13125927835051546,YES
0.023309278350515467,NO
0.1801778350515464,YES
0.03946855670103093,NO
0.06130927835051546,NO
0.05665927835051547,NO
0.08356855670103094,NO
0.08026855670103093,NO
0.1243139175257732,NO
0.09561855670103092,NO
0.0652639175257732,NO
0.047104639175257736,NO
0.03875463917525773,NO
0.15855463917525775,YES
0.09378247422680414,YES
0.18958453608247422,YES
0.16345463917525774,YES
0.06401855670103093,NO
0.10086030927835052,NO
0.3243463917525773,YES
0.062363917525773194,NO
0.21432319587628867,YES
0.03825,NO
0.30158453608247426,NO
0.11912319587628867,NO
0.10635463917525773,NO
0.44921649484536086,NO
0.05635,YES
0.09019639175257732,NO
0.1655639175257732,YES
0.04105,NO
0.2582438144329897,YES
0.3511551546391753,NO
0.10380103092783508,NO
0.1975417525773196,NO
0.05885,NO
0.1483,YES
0.14135927835051545,NO
0.39804484536082474,YES
0.0589,NO
0.22988556701030932,NO
0.4612726804123711,YES
0.12100927835051548,YES
0.12612319587628867,YES
0.12335,YES
0.11990927835051547,NO
0.09433247422680413,NO
0.1826778350515464,YES
0.10460927835051546,NO
0.1461,YES
0.1007917525773196,NO
0.17055103092783508,NO
0.08815,NO
0.09750927835051547,NO
0.07317319587628866,NO
0.076,YES
0.09049175257731959,NO
0.11850463917525773,YES
0.14479175257731958,NO
0.13024639175257735,YES
0.11700927835051547,NO
0.09745463917525772,NO
0.17597319587628868,NO
0.0661,NO
0.15195,YES
0.11705,NO
0.12746855670103094,YES
0.10833711340206187,NO
0.09618711340206186,NO
0.263,YES
0.11207783505154639,YES
0.13588247422680413,YES
0.32979845360824744,YES
0.2062835051546392,NO
0.10171855670103094,NO
0.1686,YES
0.07571855670103093,NO
0.29298814432989695,YES
0.0511,NO
0.07415,NO
0.06887319587628866,NO
0.03145,NO
0.10685463917525773,NO
0.1665742268041237,YES
0.1296778350515464,NO
0.18140927835051546,YES
0.09895927835051548,NO
0.1257,YES
0.10831855670103094,NO
0.14752422680412372,NO
0.18095,NO
0.11152319587628867,NO
0.17775463917525774,YES
0.24026958762886597,NO
0.129,YES
0.0663778350515464,NO
0.28402268041237116,NO
0.17531855670103094,YES
0.059704639175257736,YES
0.03325,YES
0.17797783505154638,YES
0.04350927835051546,NO
0.11542886597938146,NO
0.26145,YES
0.29757268041237117,NO
0.1802,YES
0.054309278350515466,NO
0.14295,NO
0.11469639175257733,NO
0.0903139175257732,NO
0.15028814432989693,NO
0.12371494845360827,YES
0.1332742268041237,NO
0.22031030927835052,YES
0.12988814432989693,NO
0.10735,YES
0.2236438144329897,NO
0.06126855670103093,NO
0.15675,NO
0.07021391752577319,NO
0.2901752577319588,YES
0.12360463917525773,NO
0.21315,YES
0.13486958762886597,NO
0.13287886597938148,NO
0.1905752577319588,YES
0.20922783505154638,YES
0.18409639175257733,YES
0.0771,YES
0.047,NO
0.12048350515463921,NO
0.16370567010309278,YES
0.20164278350515463,NO
0.0563,YES
0.07605463917525773,NO
0.13470927835051547,NO
0.29118917525773197,NO
0.28078917525773195,NO
0.14160103092783508,NO
0.1287639175257732,YES
0.1751835051546392,NO
0.13725,YES
0.0754,NO
0.26151597938144333,YES
0.1530835051546392,NO
0.2610623711340206,NO
0.10632319587628866,NO
0.11275567010309277,NO
0.23063917525773198,YES
0.0593,NO
0.1582881443298969,YES
0.19407061855670105,NO
0.09273711340206187,NO
0.18370103092783507,YES
0.16425,YES
0.23790103092783507,YES
0.14511391752577318,YES
0.14183350515463922,NO
0.11691958762886598,NO
0.14585,YES
0.09695463917525773,NO
0.27050670103092783,YES
0.24751237113402058,NO
0.0724,NO
0.12911958762886597,NO
0.0351,NO
0.16856958762886598,NO
0.22932422680412373,YES
0.09375463917525773,NO
0.3070185567010309,YES
0.049754639175257735,NO
0.24516391752577318,YES
0.18178814432989693,NO
0.1194417525773196,NO
0.15440463917525774,NO
0.13956494845360828,NO
0.20642422680412373,YES
0.2746938144329897,NO
0.11725,YES
0.044500000000000005,NO
0.4526896907216495,NO
0.4968850515463918,NO
0.12601855670103093,NO
0.4255525773195877,NO
0.04785,NO
0.04815,NO
0.10937886597938146,NO
0.15537319587628867,NO
0.11609639175257733,NO
0.16296134020618558,NO
0.23816701030927837,NO
0.47413659793814433,YES
0.1684,YES
0.39277628865979386,YES
0.1671659793814433,NO
0.03555,NO
0.2305716494845361,NO
0.02655,NO
0.07755,NO
0.04880927835051546,NO
0.19840773195876293,NO
0.03725,NO
0.055854639175257736,NO
0.09921494845360827,NO
0.21311597938144333,NO
0.02705,NO
0.1361778350515464,NO
0.0774139175257732,YES
0.16511855670103093,YES
0.14275463917525774,NO
0.10326855670103094,NO
0.0407,NO
0.046613917525773194,NO
0.26243814432989687,YES
0.06245,YES
0.05355463917525773,NO
0.09656855670103093,NO
0.02665,NO
0.10981855670103094,NO
0.10882319587628866,NO
0.1061278350515464,NO
0.12449175257731959,NO
0.15375,YES
0.06593247422680414,NO
0.10105927835051547,YES
0.0168,NO
0.2692242268041237,YES
0.06962319587628867,NO
0.08392319587628866,NO
0.051827835051546395,NO
0.08831855670103092,NO
0.08863711340206186,NO
0.09612319587628866,NO
0.06682319587628867,NO
0.0447,NO
0.0208,NO
0.00655,NO
0.06015,YES
0.15460927835051547,YES
0.2625067010309278,YES
0.0647,YES
0.0249,NO
0.13066134020618558,NO
0.13087783505154638,YES
0.060604639175257734,NO
0.07460463917525773,YES
0.10134639175257733,NO
0.24833453608247422,NO
0.0863,NO
0.12117783505154639,NO
0.08751958762886597,NO
0.10615,YES
0.03051855670103093,NO
0.19741855670103095,YES
0.05195,NO
0.25990670103092783,YES
0.08831030927835053,NO
0.15337061855670106,NO
0.12325567010309277,NO
0.51865,NO
0.06795,YES
0.0404,NO
0.14357886597938146,YES
0.2038278350515464,YES
0.028663917525773196,YES
0.20973247422680413,NO
0.09836855670103092,NO
0.07107319587628866,NO
0.07411855670103093,NO
0.12846391752577319,YES
0.2092,YES
0.08132319587628867,NO
0.06115927835051546,NO
0.07942783505154638,NO
0.07351855670103094,NO
0.10766855670103093,NO
0.0841139175257732,NO
0.0969278350515464,NO
0.0723639175257732,YES
0.05891855670103093,NO
0.1775639175257732,YES
0.01485,NO
0.20643247422680414,YES
0.03996855670103093,NO
0.05166855670103093,NO
0.06377319587628866,NO
0.08391855670103093,NO
0.062073195876288664,NO
0.11661855670103094,NO
0.06670927835051546,NO
0.06642319587628867,NO
0.20107525773195878,NO
0.05356855670103093,NO
0.05470463917525773,NO
0.11355463917525772,NO
0.13467886597938147,NO
0.0613,NO
0.20995309278350519,NO
0.16716134020618556,NO
0.17852422680412372,NO
0.20388814432989694,YES
0.0731778350515464,NO
0.20124278350515462,YES
0.27513917525773196,NO
0.29129381443298974,NO
0.20767422680412373,NO
0.45729793814432995,NO
0.054304639175257734,NO
0.09320927835051547,NO
0.06665,NO
0.1036,NO
0.1687335051546392,NO
0.06135,YES
0.11259175257731958,YES
0.11513247422680413,YES
0.14789639175257735,YES
0.1616835051546392,NO
0.05365463917525773,YES
0.11104639175257733,NO
0.20637319587628866,YES
0.0244,YES
0.14115,NO
0.09981855670103093,NO
0.0634278350515464,NO
0.04420927835051547,NO
0.1135278350515464,YES
0.22495,YES
0.04735,NO
0.07972319587628866,NO
0.03225,NO
0.08052319587628867,NO
0.11933247422680414,NO
0.13545567010309278,NO
0.11438711340206187,NO
0.06820463917525772,YES
0.05732783505154639,NO
0.19985927835051545,YES
0.01645,NO
0.1943139175257732,YES
0.06192783505154639,NO
0.05993247422680413,NO
0.05893247422680413,NO
0.08431855670103094,NO
0.044359278350515466,NO
0.09712319587628866,NO
0.055663917525773196,NO
0.03845,NO
0.0711,NO
0.03065,NO
0.3525505154639176,NO
0.14560103092783508,NO
0.05640463917525773,NO
0.07725,NO
0.07645,NO
0.21984845360824745,NO
0.15466030927835053,NO
0.1058139175257732,YES
0.067,NO
0.1563639175257732,YES
0.15798247422680411,NO
0.11925,NO
0.1088,NO
0.07643247422680413,NO
0.0486,NO
0.058563917525773196,NO
0.0716778350515464,NO
0.13491855670103092,NO
0.07112783505154639,NO
0.05890927835051546,YES
0.0525,YES
0.07215927835051547,YES
0.1520139175257732,YES
0.09685,NO
0.05755,YES
0.07321855670103093,NO
