NONETRACED_RFNONE_SINGLE_VSM_SUM.csv,Associated
0.19078636835646182,NO
0.1222505428112905,NO
0.5757575757575758,YES
0.46389124893797806,YES
0.26366468422543193,YES
0.43387142452563016,YES
0.20088737845747193,NO
0.15623524969319363,YES
0.1114887189653545,NO
0.08373454167846692,NO
0.06381572736712923,NO
0.10110450297366186,YES
0.5238364957991126,YES
0.5978476352308129,YES
0.11639762107051826,YES
0.07429434532238272,NO
0.047767393561786095,NO
0.2048522609270273,YES
0.24544510525818938,NO
0.11913527801378271,YES
0.15680166147455868,NO
0.31662418578306434,NO
0.29009723402246773,NO
0.21495327102803738,NO
0.127914660624941,NO
0.6841310299254225,YES
0.12385537619182477,NO
0.37052770697630516,YES
0.13423959218351741,NO
0.3263475880298311,YES
0.23137921268762393,NO
0.19899933918625506,NO
0.21051637874067783,NO
0.0881714339658265,NO
0.23251203625035402,YES
0.10554139526102144,NO
0.1442462003209667,YES
0.124327386009629,NO
0.06107807042386482,NO
0.2627206645898235,NO
0.17955253469272162,NO
0.13678844519966016,NO
0.17926932880203908,NO
0.14679505333710943,NO
0.13575002360049088,NO
0.24553950722175025,NO
0.18795430944963656,YES
0.23100160483338056,NO
0.5993580666477863,YES
0.33238931369772495,NO
0.20183139809308034,NO
0.1826677994902294,NO
0.0410648541489663,NO
0.11819125837817429,NO
0.04361370716510903,NO
0.0958179930142547,NO
0.22259983007646558,NO
0.08411214953271029,NO
0.16812989710185974,YES
0.13659964127253846,YES
0.19852732936845086,YES
0.4635136410837346,YES
0.2366657226470311,NO
0.16605305390352118,YES
0.1258378174266025,NO
0.08033607099027659,NO
0.11715283677900501,NO
0.2210893986594921,NO
0.2236382516756349,NO
0.1263098272444067,NO
0.18701028981402815,NO
0.11715283677900501,NO
0.08203530633437175,NO
0.19824412347776835,NO
0.7202869819692249,YES
0.2214670065137355,NO
0.19239120173699614,YES
0.11639762107051826,NO
0.06013405078825639,NO
0.051826677994902294,NO
0.18332861323515529,NO
0.19154158406494856,NO
0.1469838572642311,NO
0.28339469460964795,NO
0.11432077787217973,NO
0.2568677428490513,NO
0.6460870386104031,YES
0.5095817993014254,YES
0.636552440290758,YES
0.28178986122911365,YES
0.17294439724346267,NO
0.3374870197300104,YES
0.1536863966770509,NO
0.1265930331350892,NO
0.06334371754932502,NO
0.17511564240536204,NO
0.22127820258661382,NO
0.22175021240441803,NO
0.1911639762107052,NO
0.15916171056357972,NO
0.10440857169829132,NO
0.15604644576607193,NO
0.64013971490607,YES
0.16331539696025676,NO
0.3950722175021241,YES
0.21278202586613804,NO
0.18342301519871615,NO
0.1802133484376475,NO
0.03776078542433683,NO
0.124327386009629,NO
0.03936561880487114,NO
0.11413197394505809,NO
0.17124516189936753,NO
0.12291135655621638,NO
0.522986878127065,YES
0.47163220994996696,YES
0.25497970357783445,YES
0.375436609081469,YES
0.19899933918625506,NO
0.19871613329557256,YES
0.10101010101010102,NO
0.05937883507976966,NO
0.05815160955347872,NO
0.09270272821674694,NO
0.2631926744076277,NO
0.1254602095723591,NO
0.07146228641555746,NO
0.04786179552534693,NO
0.04097045218540546,NO
0.12489379779099405,NO
0.6512791466062494,YES
0.04805059945246861,NO
0.26895119418483904,YES
0.19069196639290098,NO
0.18408382894364206,NO
0.1838006230529595,NO
0.07089587463419239,NO
0.09789483621259323,NO
0.06853582554517135,NO
0.0827905220428585,NO
0.15142074955159066,NO
0.13405078825639571,NO
0.6677994902293969,YES
0.5008024166902671,YES
0.3154913622203342,YES
0.11885207212310017,YES
0.12055130746719533,NO
0.12555461153591993,YES
0.09364674785235533,NO
0.13886528839799867,NO
0.042764089493061465,NO
0.7171717171717171,YES
0.1352780137826867,YES
0.10657981686019069,YES
0.5143962994430283,YES
0.2113659964127254,NO
0.09128669876333428,NO
0.5161899367506844,YES
0.08269612007929766,NO
0.7638062871707731,YES
0.09072028698196924,NO
0.19191919191919193,NO
0.14141414141414144,NO
0.1298971018597187,NO
0.07589917870291704,NO
0.10337015009912207,YES
0.0827905220428585,NO
0.28046823373926183,YES
0.19173038799207026,NO
0.16265458321533088,YES
0.13905409232512037,NO
0.06627017841971114,NO
0.3612763145473426,NO
0.14179174926838478,NO
0.5665061833286132,YES
0.313225715094874,NO
0.22495987916548665,YES
0.18889832908524498,NO
0.13678844519966016,NO
0.433965826489191,YES
0.2603606155008025,NO
0.13565562163693004,NO
0.6099310865666006,YES
0.17266119135278016,NO
0.09430756159728124,NO
0.8543377702256206,YES
0.17105635797224583,NO
0.6497687151892759,YES
0.13499480789200416,NO
0.33663740205796283,NO
0.29311809685641466,NO
0.24072500708014727,NO
0.15217596526007743,NO
0.23524969319361838,NO
0.1227225526290947,NO
0.46020957235910515,NO
0.13716605305390353,NO
0.23968658548097801,NO
0.17870291702067403,NO
0.15916171056357972,NO
0.34636080430472954,NO
0.17171717171717174,NO
0.4527518172377986,YES
0.355045784952327,NO
0.601906919663929,YES
0.07552157084867364,NO
0.1572736712923629,NO
0.3282356273010479,YES
0.5093929953743038,YES
0.4374586991409422,YES
0.3129425092041915,YES
0.10714622864155576,NO
0.03549513829887662,NO
0.689228735957708,YES
0.3615595204380252,NO
0.4635136410837345,YES
0.11299915038232797,NO
0.3084112149532711,NO
0.18531105446993298,NO
0.21240441801189466,NO
0.033795902954781465,NO
0.3301236665722647,YES
0.032474275464929675,NO
0.4155574435948268,YES
0.1534975927499292,NO
0.17133956386292834,YES
0.358633059567639,NO
0.3316340979892382,NO
0.5887850467289719,NO
0.10922307183989427,NO
0.23902577173605213,YES
0.307844803171906,NO
0.3570282261871047,YES
0.1451902199565751,NO
0.14613423959218352,NO
0.5742471443406023,YES
0.18540545643349382,NO
0.25969980175587654,NO
0.4435948267723969,YES
0.1683187010289814,NO
0.13518361181912583,NO
0.9949966959312755,YES
0.14084772963277636,NO
0.956480694798452,YES
0.12819786651562354,NO
0.23090720286981967,NO
0.17407722080619278,NO
0.1112999150382328,NO
0.15831209289153214,NO
0.2084395355423393,NO
0.14688945530067024,NO
0.4492589445860475,NO
0.07589917870291704,NO
0.24214103653355987,NO
0.2095723591050694,NO
0.34607759841404706,NO
0.40621164920230346,NO
0.22297743793070898,NO
0.4080052865099595,YES
0.3290852449730955,NO
0.4853204946662891,YES
0.06315491362220335,NO
0.008118568866232419,NO
0.14594543566506182,YES
0.6484470876994242,YES
0.6563768526385348,YES
0.04040404040404041,YES
0.027470971396205038,NO
0.0,NO
0.1704899461908808,YES
0.09949966959312753,NO
0.041159256112527146,YES
0.0845841593505145,NO
0.45426224865477205,NO
0.1732276031341452,NO
0.5557443594826773,NO
0.050410648541489675,NO
0.533748701973001,YES
0.04871141319739451,NO
0.3809119229679978,YES
0.12734824884357596,NO
0.3600490890210517,YES
0.014349098461247996,NO
0.05815160955347872,NO
0.056641178136505245,NO
0.04266968752950062,NO
0.05418672708392335,YES
0.0453129425092042,NO
0.0697630510714623,YES
0.7671103558954027,YES
0.03625035400736336,YES
0.3621259322193902,NO
0.136882847163221,NO
0.12848107240630605,NO
0.14235816104974985,NO
0.23562730104786184,YES
0.877466251298027,YES
0.15160955347871236,NO
0.06230529595015578,NO
0.17171717171717174,NO
0.053997923156801665,NO
0.20135938827527616,NO
0.14179174926838478,NO
0.12725384688001512,NO
0.11762484659680925,YES
0.08043047295383746,NO
0.5967148116680827,YES
0.10025488530161428,NO
0.6973473048239403,YES
0.04521854054564335,NO
0.08703861040309638,NO
0.08769942414802229,NO
0.10960067969413767,NO
0.17889172094779573,NO
0.23402246766732748,NO
0.13235155291230058,NO
0.1602945341263098,NO
0.07939205135466817,NO
0.06362692344000756,NO
0.3086944208439536,YES
0.10912866987633343,YES
0.07589917870291701,YES
0.5728311148871897,YES
0.08212970829793259,NO
0.05465873690172756,NO
0.921174360426697,YES
0.07929764939110734,NO
0.8659492117436043,YES
0.06296610969508165,NO
0.4195223260643822,NO
0.17643726989521383,NO
0.21013877088643446,NO
0.07004625696214484,NO
0.19154158406494856,YES
0.0637213254035684,NO
0.41574624752194855,YES
0.06825261965448884,NO
0.20494666289058813,YES
0.19399603511753044,NO
0.09855564995751914,NO
0.2761257434154631,NO
0.1018597186821486,NO
0.8371566128575474,YES
0.27593693948834136,NO
0.966015293118097,YES
0.10195412064570944,NO
0.04493533465496083,NO
0.668271500047201,YES
0.21863494760691024,YES
0.18965354479373173,YES
0.27083923345605593,YES
0.2071179080524875,NO
0.10072689511941849,NO
0.362220334182951,YES
0.17823090720286983,NO
0.3232323232323233,YES
0.09345794392523366,NO
0.29066364580383275,NO
0.16661946568488628,NO
0.16482582837723025,NO
0.08024166902671576,NO
0.17200037760785425,YES
0.07401113943170018,NO
0.26139903709997175,YES
0.17653167185877466,NO
0.17709808364013974,YES
0.2582837723024639,NO
0.17445482866043613,NO
0.42537524780515445,NO
0.13442839611063911,NO
0.35315774568111025,YES
0.3722269423204003,NO
0.25856697819314645,YES
0.11743604266968755,NO
0.09449636552440291,NO
0.7327480411592562,YES
0.15340319078636838,YES
0.2641366940432361,YES
0.33031247049938645,YES
0.22392145756631737,NO
0.14386859246672332,NO
0.34683281412253375,YES
0.11365996412725388,NO
0.7743793070895876,YES
0.08722741433021808,NO
0.13074671953176625,NO
0.07212310016048334,NO
0.05012744265080714,NO
0.18276220145379024,NO
0.16841310299254222,YES
0.17719248560370057,NO
0.3798735013688285,YES
0.1675634853204947,NO
0.24695553667516287,YES
0.15632965165675447,NO
0.17020674030019825,NO
0.3418295100538092,NO
0.15264797507788164,NO
0.35438497120740114,YES
0.30784480317190605,NO
0.47975077881619943,YES
0.05767959973567451,NO
0.0881714339658265,NO
0.39611063910129335,YES
0.1220617388841688,YES
0.06296610969508165,YES
0.3439063532521477,YES
0.06287170773152082,NO
0.04323609931086567,NO
0.956386292834891,YES
0.08543377702256208,NO
0.9068252619654489,YES
0.0738223355045785,NO
0.40224676673274806,NO
0.10997828754838102,NO
0.1981497215142075,NO
0.08958746341923912,NO
0.10695742471443406,YES
0.08666100254885303,NO
0.402907580477674,YES
0.05107146228641556,NO
0.1934296233361654,YES
0.17738128953082227,NO
0.0674974039460021,NO
0.3244595487586142,NO
0.09411875767015954,NO
0.3513641083734542,YES
0.3087888228075144,NO
0.7613518361181913,YES
0.0994052676295667,NO
0.07618238459359955,NO
0.08779382611158312,YES
0.8371566128575475,YES
0.750778816199377,YES
0.14575663173794018,YES
0.07948645331822904,NO
0.04304729538374399,NO
0.18304540734447278,YES
0.1768148777494572,NO
0.1725667893892193,YES
0.13405078825639574,NO
0.22562069291041253,NO
0.25800056641178143,NO
0.22892476163504205,NO
0.1510431416973473,NO
0.6861134711602002,YES
0.1463230435193052,NO
0.41036533559898053,YES
0.14254696497687153,NO
0.3733597658831304,YES
0.10459737562541302,NO
0.14301897479467574,NO
0.15227036722363826,NO
0.0868498064759747,NO
0.15311998489568582,YES
0.11214953271028039,NO
0.15189275936939492,YES
0.10412536580760881,NO
0.09742282639478902,NO
0.3721325403568395,YES
0.7445482866043613,YES
0.5122250542811291,YES
0.282733880864722,YES
0.13055791560464458,NO
0.0655149627112244,NO
0.42660247333144535,YES
0.16407061266874354,NO
0.343717549325026,YES
0.11743604266968755,NO
0.16520343623147363,NO
0.09798923817615407,NO
0.10421976777116965,NO
0.16303219106957426,NO
0.7588973850656094,YES
0.15802888700084963,NO
0.6825261965448881,YES
0.0749551590673086,NO
0.9153214386859247,YES
0.1490607004625696,NO
0.17587085811384878,NO
0.35750023600490893,NO
0.1274426508071368,NO
0.3758142169357124,YES
0.2832058906825263,NO
0.4009251392428963,YES
0.08420655149627113,NO
0.03738317757009346,NO
0.12111771924856038,NO
0.18974794675729253,NO
0.05456433493816671,NO
0.2510148211082791,NO
0.12885868026054942,NO
0.03181346172000377,NO
0.3581610497498348,NO
0.1126215425280846,NO
0.10261493439063532,NO
0.09005947323704333,NO
0.9371282922684792,YES
0.648541489662985,YES
0.9100349287265176,YES
0.06306051165864252,NO
0.057868403662796185,NO
0.0659869725290286,NO
0.059756442934013033,NO
0.18436703483432457,NO
0.07287831586897006,NO
0.04389691305579157,NO
0.08939865949211745,NO
0.09591239497781553,NO
0.04182006985745304,NO
0.19701689795147742,NO
0.04182006985745304,NO
0.19890493722269426,NO
0.14547342584725761,YES
0.848862456339092,YES
0.2505428112904749,NO
0.14679505333710943,NO
0.14311337675823657,NO
0.04956103086944209,NO
0.6506183328613235,YES
0.14641744548286603,YES
0.08212970829793259,NO
0.13414519021995658,NO
0.0410648541489663,NO
0.15916171056357972,NO
0.14755026904559615,NO
0.13272916076654395,NO
0.13820447465307278,NO
0.979609175870858,YES
0.0471065798168602,NO
0.17152836779005004,YES
0.022467667327480415,NO
0.4471821013877089,YES
0.07353912961389597,NO
0.10053809119229681,NO
0.03020862833946946,NO
0.11856886623241764,NO
0.08024166902671576,NO
0.12357217030114226,NO
0.06825261965448884,NO
0.0751439629944303,NO
0.03001982441234778,NO
0.0031152647975077902,NO
0.11375436609081468,YES
0.8579250448409328,YES
0.5646181440573964,YES
0.16954592655527234,YES
0.08496176720475787,NO
0.21155480033984708,NO
0.23609931086566605,YES
0.09544038516001133,NO
0.17851411309355233,YES
0.08477296327763617,NO
0.22458227131124325,NO
0.1725667893892193,NO
0.1611441517983574,NO
0.01000660813744926,NO
0.9463796846974417,YES
0.009440196356084209,NO
0.777683375814217,YES
0.11715283677900504,NO
0.5125082601718115,YES
0.0309638440479562,NO
0.02728216746908336,NO
0.13499480789200416,NO
0.05428112904748419,NO
0.11904087605022184,YES
0.06702539412819786,NO
0.15302558293212498,YES
0.7136788445199661,YES
0.015670725951099786,YES
0.33748701973001044,NO
0.1375436609081469,NO
0.07627678655716039,NO
0.11063910129330692,NO
0.20409704521854055,YES
0.8671764372698952,YES
0.18059095629189087,NO
0.08675540451241387,NO
0.08231851222505429,NO
0.0906258850184084,NO
0.15510242613046352,NO
0.12036250354007363,NO
0.11535919947134901,NO
0.09817804210327574,YES
0.06306051165864252,NO
0.8915321438685925,YES
0.018785990748607574,NO
0.9165486642122157,YES
0.03672236382516757,NO
0.04937222694232041,NO
0.06249409987727745,NO
0.11026149343906352,NO
0.059284433116208825,NO
0.18144057396393848,NO
0.09723402246766732,NO
0.0769376003020863,NO
0.10761823845935994,NO
0.07183989426980081,NO
0.08430095345983196,NO
0.25205324270744833,NO
0.10790144435004248,NO
0.10648541489662985,NO
0.0659869725290286,NO
0.07278391390540925,NO
0.20985556499575192,NO
0.21910695742471445,YES
0.07051826677994905,NO
0.49702633814783354,YES
0.2371377324648353,NO
0.2673463608043048,NO
0.22713112432738602,NO
0.12423298404606817,NO
0.11186632681959785,NO
0.14726706315491364,NO
0.11658642499763996,NO
0.19578967242518647,NO
0.13414519021995658,NO
0.1254602095723591,YES
0.12517700368167659,YES
0.13999811196072878,YES
0.35202492211838016,YES
0.12083451335787784,NO
0.11063910129330692,YES
0.12196733692060796,NO
0.7470971396205042,YES
0.03681676578872841,YES
0.2572453507032947,NO
0.14028131785141132,NO
0.08987066930992166,NO
0.054753138865288396,NO
0.1467006513735486,YES
0.8780326630793921,YES
0.08014726706315492,NO
0.09260832625318607,NO
0.051637874067780615,NO
0.09411875767015954,NO
0.14792787689983952,NO
0.129708297932597,NO
0.12885868026054945,NO
0.10978948362125932,YES
0.040592844331162094,NO
1.0,YES
0.02180685358255452,NO
0.9042764089493062,YES
0.049277824978759564,NO
0.03577834418955914,NO
0.0338903049183423,NO
0.1110167091475503,NO
0.05503634475597092,NO
0.1254602095723591,NO
0.06664778627395451,NO
0.06334371754932502,NO
0.12498819975455489,NO
0.04861701123383367,NO
0.13084112149532712,NO
0.15859529878221468,NO
0.08751062022090059,NO
0.13659964127253846,NO
0.135089209855565,NO
0.09440196356084207,NO
0.16567544604927786,NO
0.1613329557254791,YES
0.16444822052298688,NO
0.7948645331822901,YES
0.2586613801567073,NO
0.28197866515623526,NO
0.26224865477201925,NO
0.06693099216463702,NO
0.1013877088643444,NO
0.07212310016048334,NO
0.06768620787312377,NO
0.3387142452563014,NO
0.06664778627395451,NO
0.11082790522042857,YES
0.08987066930992166,YES
0.10752383649579914,YES
0.5600868498064759,YES
0.1830454073444728,NO
0.0994052676295667,YES
0.09949966959312753,NO
