NONETRACED_RFSMOTE_SINGLE_VSM_SUM.csv,Associated
0.23749642755072878,NO
0.24106887682194914,YES
0.086024578450986,NO
0.879036867676479,YES
0.06601886253215204,NO
0.11324664189768505,NO
0.44041154615604466,NO
0.20227207773649614,NO
0.1383252357816519,NO
0.3346670477279222,YES
0.13410974564161188,NO
0.24464132609316946,YES
0.18398113746784794,NO
0.22977993712489284,YES
0.2683623892540726,NO
0.34316947699342665,NO
0.2801514718490997,NO
0.1155330094312661,NO
0.26107459274078304,YES
0.2472849385538725,NO
0.30594455558731065,YES
0.04365533009431266,NO
0.0953129465561589,NO
0.221206058873964,YES
0.07094884252643613,YES
0.24771363246641898,YES
0.22456416118891107,YES
0.061874821377536436,NO
0.08988282366390397,NO
0.8524578450985997,YES
0.06466133180908831,NO
0.6148899685624465,YES
0.06301800514432696,NO
0.2329951414689911,NO
0.08323806801943412,NO
0.14997142040583022,NO
0.06780508716776222,NO
0.19527007716490427,YES
0.06559016861960561,NO
0.397827950843098,YES
0.2530008573878251,NO
0.15354386967705058,YES
0.09852815090025722,NO
0.10824521291797656,NO
0.35274364104029726,NO
0.09266933409545586,NO
0.21591883395255787,YES
0.2122749356959131,NO
0.4762074878536725,YES
0.07523578165190055,NO
0.06480422977993712,NO
0.06644755644469849,YES
0.34781366104601313,YES
0.8468848242354959,YES
0.23178050871677622,YES
0.5674478422406402,NO
0.03258073735352958,NO
0.1385395827379251,YES
0.16240354386967704,NO
0.5878822520720206,YES
0.4444126893398114,NO
0.17076307516433264,NO
0.21670477279222633,NO
0.2447127750785939,NO
0.11431837667905116,NO
0.40497284938553874,YES
0.11074592740783082,NO
0.3534581308945413,YES
0.2722206344669906,NO
0.318305230065733,YES
0.27207773649614175,NO
0.13682480708773936,NO
0.3581737639325521,NO
0.3515290082880823,NO
0.2873678193769649,YES
0.15633038010860245,NO
0.17212060588739642,YES
0.08595312946556159,NO
0.06659045441554731,NO
0.48170905973135175,YES
0.8564589882823663,YES
0.45198628179479855,YES
0.22827950843098027,YES
0.07737925121463277,NO
0.05673049442697913,NO
0.2657187767933696,YES
0.21706201771934838,NO
0.23871106030294367,YES
0.0888825378679623,NO
0.1679051157473564,NO
0.22420691626178907,NO
0.15747356387539296,NO
0.12339239782795085,NO
0.7172763646756217,YES
0.13389539868533865,NO
0.4594169762789368,YES
0.07102029151186054,NO
1.0,YES
0.11996284652757931,NO
0.19741354672763647,NO
0.5135038582452129,NO
0.12503572449271222,NO
0.6059588453843956,YES
0.6287510717347814,NO
0.4249071163189483,YES
0.07802229208345243,NO
0.11403258073735353,NO
0.12024864246927695,NO
0.143612460703058,NO
0.20563018005144323,NO
0.3543155187196341,NO
0.6905544441268934,NO
0.02407830808802515,NO
0.26393255215775935,NO
0.09238353815375823,NO
0.0990997427836525,NO
0.06816233209488426,NO
0.6521148899685625,YES
0.39797084881394684,YES
0.31723349528436695,YES
0.04772792226350386,NO
0.2224206916261789,NO
0.04994284081166047,NO
0.030937410688768225,NO
0.26100314375535866,NO
0.29094026864818523,NO
0.02607887967990855,NO
0.0819519862817948,NO
0.12260645898828239,NO
0.03165190054301229,NO
0.13482423549585595,NO
0.053086596170334385,NO
0.17197770791654757,NO
0.08152329236924837,YES
0.8711060302943698,YES
0.1896256073163761,NO
0.16826236067447842,NO
0.10831666190340097,NO
0.04465561589025436,NO
0.3209488425264361,YES
0.08223778222349243,YES
0.07645041440411547,NO
0.10152900828808233,NO
0.031080308659617032,NO
0.12046298942555016,NO
0.1116747642183481,NO
0.10045727350671621,NO
0.10460131466133182,NO
0.8843240925978852,YES
0.03565304372677908,NO
0.23699628465275793,YES
0.024149757073449556,NO
0.7242783652472136,YES
0.05565875964561303,NO
0.07609316947699343,NO
0.02286367533581023,NO
0.08973992569305515,NO
0.060731637610745924,NO
0.09352672192054873,NO
0.10167190625893113,NO
0.05687339239782794,NO
0.022720777364961416,NO
0.09524149757073451,NO
0.6576879108316662,YES
0.356387539296942,YES
0.35588739639897116,YES
0.3283795370105745,YES
0.43583881108888245,NO
0.045798799657044864,NO
0.4859245498713918,YES
0.07223492426407545,NO
0.30658759645613026,YES
0.06416118891111747,NO
0.5843812517862247,NO
0.16633323806801945,NO
0.1291083166619034,NO
0.293369534152615,NO
0.5805230065733067,YES
0.18576736210345812,NO
0.7600743069448413,YES
0.06723349528436696,NO
0.5379394112603602,YES
0.023435267219205486,NO
0.0492283509574164,NO
0.12360674478422408,NO
0.18398113746784794,NO
0.28300943126607603,YES
0.17219205487282083,NO
0.1301086024578451,YES
0.8045155758788227,YES
0.011860531580451559,YES
0.2840097170620177,NO
0.10410117176336096,NO
0.05773078022292084,NO
0.32666476136038863,NO
0.18305230065733066,YES
0.8778222349242641,YES
0.2224206916261789,NO
0.06566161760503002,NO
0.12660760217204914,NO
0.06859102600743071,NO
0.11739068305230067,NO
0.0910974564161189,NO
0.08731066018862534,NO
0.07430694484138325,YES
0.04772792226350386,NO
0.8105172906544726,YES
0.01421834809945699,NO
0.5793798228065162,YES
0.027793655330094317,NO
0.037367819376964845,NO
0.047299228350957415,NO
0.08345241497570734,NO
0.05915975993140898,NO
0.1444698485281509,NO
0.07359245498713919,NO
0.18683909688482422,NO
0.09574164046870534,NO
0.0758073735352958,NO
0.06380394398399543,NO
0.31223206630465844,NO
0.16026007430694486,NO
0.08773935410117177,NO
0.04994284081166047,NO
0.07652186338953988,NO
0.1373963989711346,NO
0.1944126893398114,YES
0.05337239211203201,NO
0.7691483280937411,YES
0.16519005430122893,NO
0.2595027150614461,NO
0.18619605601600459,NO
0.09402686481851959,NO
0.06323235210060017,NO
0.14718490997427836,NO
0.08823949699914262,NO
0.24821377536438977,NO
0.10152900828808233,NO
0.11639039725635898,YES
0.20191483280937408,YES
0.2274221206058874,YES
0.4950700200057159,YES
0.09145470134324094,NO
0.06230351529008287,YES
0.08516719062589312,NO
0.8512432123463848,YES
0.02786510431551872,YES
0.194698485281509,NO
0.12046298942555016,NO
0.046584738496713345,NO
0.04144041154615604,NO
0.11103172334952845,YES
0.907473563875393,YES
0.09638468133752501,NO
0.07009145470134324,NO
0.1033866819091169,NO
0.07123463846813376,NO
0.11196056016004574,NO
0.09817090597313519,NO
0.09752786510431553,NO
0.08309517004858531,YES
0.030723063732495,NO
0.8568876821949127,YES
0.01650471563303801,NO
0.6201057444984283,YES
0.037296370391540434,NO
0.03422406401829094,NO
0.03993998285224349,NO
0.16261789082595027,NO
0.04165475850242926,NO
0.09495570162903687,NO
0.07187767933695342,NO
0.05508716776221777,NO
0.09459845670191483,NO
0.03679622749356959,NO
0.09902829379822807,NO
0.24149757073449557,NO
0.09481280365818805,NO
0.23199485567304945,NO
0.20941697627893682,NO
0.07144898542440697,NO
0.13253786796227493,NO
0.12925121463275221,YES
0.4888539582737926,NO
0.8230923120891683,YES
0.16719062589311232,NO
0.3277364961417548,NO
0.19848528150900255,NO
0.05065733066590454,NO
0.21963418119462702,NO
0.05458702486424692,NO
0.0726636181766219,NO
0.4778508145184338,NO
0.05044298370963132,NO
0.06959131180337239,YES
0.06801943412403544,YES
0.31716204629894257,YES
0.295298656759074,YES
0.2671477565018577,NO
0.08952557873678194,YES
0.33252357816519007,NO
