NONETRACED_MAX_SINGLE_LSA_MEDIAN.csv,Associated
0.3820921609881906,NO
0.3869357472512556,NO
0.30765099769241216,NO
0.40195741142934704,YES
0.4688596986561694,NO
0.3821357472512556,YES
0.2962851092710737,NO
0.34568103705714676,NO
0.3295766594271753,NO
0.5717496538618162,NO
0.33076258314103435,NO
0.29354735306094754,NO
0.3380346681145649,NO
0.22312050359712232,NO
0.405871358762047,NO
0.7014,YES
0.28761883398941224,NO
0.6310829917198316,YES
0.47134674222885853,NO
0.5608555178498711,NO
0.4970331410343424,NO
0.3402211212162346,NO
0.311538774263608,NO
0.2718185760825303,NO
0.2849266594271753,NO
0.60095,NO
0.39517803040586397,NO
0.5800814374915162,YES
0.6727270530745214,YES
0.4657343355504276,YES
0.4260899823537397,YES
0.39764450929822187,NO
0.4340596647210534,YES
0.40757630650196824,NO
0.3243280507669336,NO
0.38829956563051443,NO
0.34997504411565095,YES
0.47887504411565096,YES
0.4650188475634586,YES
0.2851600176462604,YES
0.35563862494909737,NO
0.270732102619791,NO
0.36890834803855027,YES
0.25525631871861004,NO
0.32393796660784574,YES
0.2169706325505633,NO
0.409125044115651,NO
0.5478522940138455,NO
0.41527504411565097,NO
0.4222495656305144,NO
0.5315522940138455,YES
0.4200995656305144,NO
0.42767504411565094,YES
0.31221080494095294,NO
0.424275044115651,YES
0.39897504411565093,NO
0.5296022940138455,NO
0.40792504411565095,NO
0.31724408850278263,NO
0.36957504411565095,YES
0.29823246911904444,NO
0.362825044115651,YES
0.2513526876611918,NO
0.31246379123116597,NO
0.41605013574046423,NO
0.5264510655626442,NO
0.3743501357404643,NO
0.2309074182163703,NO
0.33153014117008284,NO
0.2937132618433555,NO
0.43292135876204696,NO
0.59945,YES
0.37366305823265916,NO
0.6082329917198316,YES
0.49794674222885854,NO
0.5748555178498711,NO
0.5142331410343424,NO
0.3398711212162346,NO
0.3689110221256957,NO
0.2857711415773042,NO
0.3526501357404642,NO
0.6128,NO
0.35812381566444945,NO
0.4791814374915162,YES
0.5643770530745215,YES
0.42123433555042755,YES
0.42151918012759604,YES
0.4172501357404642,NO
0.3047177887878376,YES
0.37223752545133704,NO
0.33623783765440474,NO
0.5657283358219084,NO
0.21984579883263203,NO
0.16201227772498983,NO
0.34640295914212027,NO
0.16537256006515544,NO
0.21768978553006657,NO
0.54835,NO
0.15774851364191664,NO
0.24632873625627796,YES
0.25579101398126786,NO
0.15643485815121488,YES
0.14887659155694313,NO
0.241243009366092,NO
0.12994739378308678,NO
0.27262576354011137,NO
0.270843009366092,NO
0.2750263675851772,NO
0.2186622777249898,NO
0.18551244061354688,NO
0.22205492737885163,NO
0.6503150128953441,YES
0.41795596579340305,YES
0.31071227772498977,YES
0.5584047848513641,YES
0.1601622777249898,NO
0.28438978553006655,YES
0.14996227772498982,NO
0.4255539093253699,NO
0.29527095832767747,NO
0.2984780168318176,NO
0.5485510655626442,NO
0.2902148024976246,NO
0.20673300529387814,NO
0.3330801411700828,NO
0.2614352382245147,NO
0.420521358762047,NO
0.6789499999999999,YES
0.2551708700963758,NO
0.5900329917198316,YES
0.4845967422288585,NO
0.5751055178498711,NO
0.5129331410343423,NO
0.33812112121623455,NO
0.38403899144835074,NO
0.2702185760825303,NO
0.2827607506447672,NO
0.5956,NO
0.37867381566444946,NO
0.5871314374915162,YES
0.6668270530745214,YES
0.4661343355504276,YES
0.3657983236052667,YES
0.36827475227365275,NO
0.3907703339215421,YES
0.3594044794353197,NO
0.36267007601465995,NO
0.31009934844577164,NO
0.3501856929550699,NO
0.4404856929550699,NO
0.40981884756345865,NO
0.27120120130310843,NO
0.23664337586534548,NO
0.28219929414958606,NO
0.33621899687796936,NO
0.5106060743857744,YES
0.3009486154472648,NO
0.3983327609610425,YES
0.4020856929550699,NO
0.5335795846341794,NO
0.3984356929550699,NO
0.313116485679381,NO
0.4829295846341794,NO
0.29815669879190987,NO
0.34493569295506993,NO
0.37585607438577445,NO
0.3720856929550699,NO
0.4647856929550699,YES
0.5963295846341794,YES
0.45318569295506994,YES
0.32815473734220174,YES
0.3649356929550699,NO
0.3092844848649383,YES
0.3456856929550699,NO
0.305520042079544,NO
0.49139756345866703,NO
0.75475,YES
0.57155,YES
0.56135,YES
0.40555076014659974,YES
0.3984659902266866,NO
0.43902439934844584,NO
0.6189807384281254,YES
0.4259906203339216,NO
0.6279358151214878,YES
0.41870268087416856,NO
0.60655,NO
0.42996492466404235,NO
0.5737,NO
0.4874781729333515,NO
0.31794102755531417,YES
0.48775705850414003,NO
0.6184499999999999,YES
0.5273811795846342,NO
0.5660499999999999,YES
0.56355,NO
0.4108429482828831,NO
0.65125,NO
0.5159522193565902,NO
0.66995,YES
0.5185650332564138,NO
0.60405,YES
0.5539109067463011,NO
0.42552429075607445,NO
0.4440366838604588,YES
0.3641458667028642,NO
0.3330958667028642,NO
0.4429846138183793,YES
0.42201377087009634,NO
0.4288149789602281,NO
0.7724,YES
0.19520137097868878,NO
0.5528358015474413,YES
0.19313679923985344,NO
0.4195458667028642,NO
0.4902708090131669,NO
0.38874586670286415,NO
0.43367429075607444,NO
0.3581086602416181,NO
0.41807429075607444,NO
0.43999586670286417,NO
0.2782646735441835,NO
0.3881958667028642,NO
0.3558958667028642,NO
0.2566358626306502,NO
0.4446958667028642,NO
0.3239618501425275,NO
0.44604586670286417,YES
0.49861377087009634,NO
0.41260185964435997,YES
0.20482466404235103,NO
0.39365812406678435,NO
0.5258811252884484,YES
0.5418311252884485,YES
0.5137311252884484,YES
0.61065,YES
0.25392636758517717,NO
0.3280301208090132,NO
0.5041416655354962,YES
0.30935506990633904,NO
0.6304,YES
0.2705094678973803,NO
0.5203811252884485,NO
0.47939043708429474,NO
0.5045311252884485,NO
0.37558946653997555,NO
0.2960076354011131,YES
0.3763147414144157,NO
0.5371311252884485,YES
0.39566450386860325,NO
0.4977811252884485,YES
0.5219811252884484,NO
0.3375304533731505,NO
0.5488811252884485,NO
0.4221452762318448,NO
0.5236311252884485,YES
0.5354415162209855,NO
0.5011311252884485,YES
0.5818,NO
0.5068961721189087,NO
0.45528252341523007,YES
0.2953078186507398,NO
0.2896578186507398,NO
0.5093613343287634,YES
0.4650734831003122,NO
0.48148167503732864,NO
0.5829703135604724,YES
0.14770958327677483,NO
0.5460113343287634,YES
0.15614464503868603,NO
0.3842917605538211,NO
0.48106362155558574,NO
0.36241115107913674,NO
0.5133461721189087,NO
0.37786685217863447,NO
0.5072961721189087,NO
0.38505781865073985,NO
0.2590948418623592,NO
0.3403578186507398,NO
0.4510656033663635,NO
0.30585983439663367,NO
0.40225781865073984,NO
0.4793180399076965,NO
0.40820781865073985,YES
0.4871951133432877,NO
0.3691578186507398,YES
0.307658402334736,NO
0.36959093253698927,NO
0.3259647617754853,YES
0.39711476177548527,YES
0.4010188475634586,YES
0.3327340980046152,YES
0.35791884756345865,NO
0.25398375186643135,NO
0.32774445500203603,YES
0.18438159359305012,NO
0.3281340980046152,YES
0.1952137776571196,NO
0.3842647617754853,NO
0.43048059590063803,NO
0.3880147617754853,NO
0.3919909325369893,NO
0.5076033935116058,YES
0.3910909325369893,NO
0.3754147617754853,YES
0.31046117144020635,NO
0.35936476177548526,YES
0.3062647617754853,NO
0.4503871182299443,NO
0.33366476177548526,NO
0.28524806569838473,NO
0.3323647617754853,YES
0.2941816614632823,NO
0.33061476177548527,YES
0.3739501018053482,YES
0.492947563458667,YES
0.6817,NO
0.5774,NO
0.57295,NO
0.3385007601465998,NO
0.33125151350617615,YES
0.5704243993484458,YES
0.5258807384281254,NO
0.4787171575946789,NO
0.5393358151214878,NO
0.4889771277317768,NO
0.60655,NO
0.4961802633365006,NO
0.5723,NO
0.4845781729333515,YES
0.3157910275553142,NO
0.56495705850414,YES
0.513,NO
0.590067157594679,YES
0.51885,NO
0.551,NO
0.4799729129903624,NO
0.5629500000000001,NO
0.5156022193565902,NO
0.60885,NO
0.4677650332564138,NO
0.5498,NO
0.54195,NO
0.504551540654269,NO
0.47734461789059324,YES
0.3625730826659427,YES
0.34497308266594273,YES
0.5653856522329306,YES
0.4673853400298629,NO
0.4388316750373286,NO
0.6076038550291842,YES
0.17761806705578934,NO
0.5956356522329306,YES
0.1879038618162074,NO
0.45880557893307994,NO
0.5420401045201575,NO
0.43634320618976513,NO
0.512951540654269,NO
0.3289168521786345,YES
0.509601540654269,NO
0.4549730826659427,YES
0.28959079000950183,NO
0.4033230826659427,YES
0.3725230826659427,NO
0.29516569838468854,NO
0.4560230826659427,NO
0.3459410818515,NO
0.4559557621827067,YES
0.5278193769512691,NO
0.4864230826659427,YES
0.32176140898601874,NO
0.492547563458667,NO
0.71385,YES
0.6107,YES
0.6003499999999999,YES
0.3865507601465998,YES
0.3282100176462604,NO
0.44402439934844584,NO
0.6074307384281254,YES
0.4892368806841319,NO
0.6095858151214878,YES
0.4373917198316818,NO
0.61385,NO
0.46028248269309086,NO
0.5871999999999999,NO
0.48977817293335146,NO
0.3442910275553142,YES
0.48810705850414005,NO
0.6133500000000001,YES
0.5193311795846342,NO
0.5787,YES
0.6067,NO
0.480585597936745,NO
0.6502,NO
0.5220522193565902,NO
0.65195,YES
0.5098150332564138,NO
0.60685,YES
0.47133510248405047,NO
0.55495,NO
0.7416887471155151,YES
0.5598387471155151,YES
0.5784887471155151,YES
0.44305008144427854,YES
0.5644298221799917,NO
0.575466770734356,NO
0.6043268901859644,YES
0.34090154744129225,NO
0.6383783561829781,YES
0.32726397448079275,NO
0.5528387471155152,NO
0.5198883806162617,NO
0.5101387471155151,NO
0.6017,NO
0.33834188950726213,YES
0.59875,NO
0.6497887471155152,YES
0.49078112528844847,NO
0.6043887471155152,YES
0.5663887471155151,NO
0.351123028369757,NO
0.6596387471155152,NO
0.5827637097868875,NO
0.6512887471155151,YES
0.5377294217456224,NO
0.6076887471155151,YES
0.53545,NO
0.4639788516356726,NO
0.45468642595357683,YES
0.28361203339215424,YES
0.26231203339215425,YES
0.5109023143749152,YES
0.4167346816886114,NO
0.4327816750373286,NO
0.5365959209990498,YES
0.13240872132482695,NO
0.5440523143749152,YES
0.14220822587213247,NO
0.4170778675173069,NO
0.4697605606081173,NO
0.37558299850685495,NO
0.4797288516356726,NO
0.32411685217863445,YES
0.4781788516356726,NO
0.38236203339215424,YES
0.2459448418623592,NO
0.33641203339215425,YES
0.2933192547848514,NO
0.26007446043165466,NO
0.38581203339215425,NO
0.3030871793131533,NO
0.41820510384145515,YES
0.4901752613003936,NO
0.47261789738020904,YES
0.3811552667300122,NO
0.4513854689833039,NO
0.36075251798561153,YES
0.4876525179856115,YES
0.47101884756345863,YES
0.2644897108728112,YES
0.41085231437491515,NO
0.31309432604859505,NO
0.3793713791231166,YES
0.2321186168046695,NO
0.33938673815664455,YES
0.22360802226143617,NO
0.43375251798561154,NO
0.5534768358897788,NO
0.43550251798561157,NO
0.49103546898330386,NO
0.5302268358897787,YES
0.4885354689833039,NO
0.44660251798561157,YES
0.3279451337043573,NO
0.4420025179856115,YES
0.36965251798561155,NO
0.49757683588977875,NO
0.38990251798561154,NO
0.32855711958734896,NO
0.38535251798561154,YES
0.31890363784444153,NO
0.36970251798561155,YES
0.46428510248405047,NO
0.5515,NO
0.5272307587891949,YES
0.4055286751730691,YES
0.43971771413058236,YES
0.47477013031084564,YES
0.5360189154336908,NO
0.455916003800733,NO
0.39954892765033256,YES
0.18179592778607306,NO
0.4970701303108457,YES
0.1735883941903082,NO
0.40082405321026193,NO
0.5285883806162617,NO
0.39325121487715486,NO
0.59125,NO
0.42477860051581373,YES
0.5886,NO
0.5276786751730691,YES
0.26097029998642596,NO
0.47097867517306913,YES
0.4946006447672051,NO
0.34018723360933895,NO
0.3905286751730691,NO
0.5136467761639745,NO
0.3652286751730691,YES
0.6018689154336908,NO
0.36687671372336095,YES
0.34523299850685496,NO
0.488547563458667,NO
0.5690500000000001,NO
0.6053999999999999,NO
0.5338,NO
0.43538902538346685,NO
0.3872975498846206,NO
0.4075243993484458,NO
0.5852807384281253,NO
0.4455734831003122,NO
0.5027358151214878,NO
0.4652510112664585,NO
0.7112499999999999,YES
0.6471566173476313,YES
0.6969,YES
0.48067817293335147,NO
0.35067148771548806,NO
0.48385705850414,NO
0.52655,NO
0.4984811795846341,NO
0.5385,NO
0.52315,NO
0.36261989276503326,NO
0.5507,NO
0.4830022193565902,NO
0.58425,NO
0.4198150332564138,NO
0.60525,NO
0.26291375729604993,YES
0.613347563458667,YES
0.6376,NO
0.58265,NO
0.5407,NO
0.2943507601465998,NO
0.285309013166825,YES
0.4482243993484458,YES
0.5040807384281254,NO
0.49667756888828557,NO
0.4901358151214878,NO
0.5437948147142664,NO
0.58305,NO
0.40912154201167367,NO
0.5781000000000001,NO
0.5961281729333514,YES
0.2981410275553142,NO
0.53475705850414,YES
0.5168,NO
0.6076811795846341,YES
0.54385,NO
0.55815,NO
0.3738252070042079,NO
0.5677,NO
0.5033522193565902,NO
0.57035,NO
0.4338150332564138,NO
0.5447,NO
0.2589566444957242,NO
0.2749767680195467,NO
0.4121928939866974,YES
0.4342416316003801,YES
0.43389163160038013,YES
0.40065764897515943,YES
0.3676446721867788,NO
0.21795855164924668,NO
0.4288491448350753,YES
0.17659836432740603,NO
0.42821204696620063,YES
0.1893411972308945,NO
0.3887916316003801,NO
0.3284609881905796,NO
0.3801916316003801,NO
0.38599747522736527,NO
0.44400801547441293,YES
0.27995565359033536,NO
0.4667416316003801,YES
0.28732396497896023,NO
0.4312916316003801,YES
0.3112416316003801,NO
0.31852198316818237,NO
0.3513416316003801,NO
0.3318032509841184,NO
0.4028217252613004,YES
0.3942753902538346,NO
0.38193072485407903,YES
0.3738637572960499,YES
0.482047563458667,YES
0.67365,NO
0.57775,NO
0.5453,NO
0.31670076014659976,NO
0.30568358897787434,YES
0.5949743993484458,YES
0.5112307384281254,NO
0.48555883670422156,NO
0.5119858151214878,NO
0.5222226550834804,NO
0.58705,NO
0.45605328491923436,NO
0.5660000000000001,NO
0.49927817293335147,YES
0.3065910275553142,NO
0.60610705850414,YES
0.51485,NO
0.5912811795846341,YES
0.51935,NO
0.53105,NO
0.4420314917877019,NO
0.5633,NO
0.4922522193565902,NO
0.596,NO
0.44916503325641377,NO
0.54065,NO
0.4072237410071942,NO
0.464333195330528,NO
0.3725444346409664,NO
0.43139443464096644,NO
0.3855188475634586,NO
0.2133971901723904,NO
0.4271854146871182,NO
0.3488660445228723,NO
0.3862631125288448,NO
0.25424645717388356,YES
0.33823208225872137,NO
0.26490716030948824,YES
0.44349443464096644,NO
0.5780182570924393,NO
0.4481944346409664,NO
0.502083195330528,NO
0.49566825709243933,NO
0.514283195330528,NO
0.38964443464096643,NO
0.3681581647889236,NO
0.39894443464096646,NO
0.38434443464096646,YES
0.5127182570924393,YES
0.40204443464096645,YES
0.3867667232251935,YES
0.39189443464096646,NO
0.3269715623727433,YES
0.38249443464096644,NO
0.38156375729604997,YES
0.493247563458667,YES
0.64115,NO
0.5792,NO
0.5325,NO
0.29710076014659975,NO
0.2344935794760418,YES
0.6107243993484458,YES
0.5030307384281254,NO
0.42743988733541466,NO
0.4957358151214878,NO
0.4593923238767477,NO
0.58325,NO
0.4075215420116737,NO
0.57315,NO
0.5054281729333514,YES
0.2946910275553142,NO
0.63355705850414,YES
0.51645,NO
0.5997811795846342,YES
0.531,NO
0.52385,NO
0.3628119926700149,NO
0.5637,NO
0.49000221935659016,NO
0.57135,NO
0.4329650332564138,NO
0.53845,NO
0.31719746165331886,NO
0.38208206189765176,NO
0.45115126917334053,NO
0.5704392968643952,NO
0.42820126917334056,NO
0.299932231573232,NO
0.35661831817564826,NO
0.33832608931722546,NO
0.4282906949911769,NO
0.59035,YES
0.41408836704221536,NO
0.6267829917198317,YES
0.49885126917334055,NO
0.5923055178498711,NO
0.5213831410343424,NO
0.3823480996335007,NO
0.30922169132618427,NO
0.3741709922627936,NO
0.41770126917334055,NO
0.6143,NO
0.41715126917334056,NO
0.44699826252205777,YES
0.5446270530745214,YES
0.43880126917334056,YES
0.47739430568752544,YES
0.47380126917334053,NO
0.34667718881498577,YES
0.44482207139948415,NO
