UPPERTRACED_SUM_RAW_LSA_MEDIAN.csv,Associated
0.35921859105325626,YES
0.19926024264004827,NO
0.14632468429552664,NO
0.33783787091627265,YES
0.12682161967583133,NO
0.38899022240382924,YES
0.14938630552799018,NO
0.20277653766077092,NO
0.18308719669993967,NO
0.14263504854746756,NO
0.15912923452610278,NO
0.21409886365847489,NO
0.15066645457552585,NO
0.2583278860934368,NO
0.0925772828984492,NO
0.22158616834977524,NO
0.17999501293950537,NO
0.16655697468526842,NO
0.27024506547584304,NO
0.22492253808884477,NO
0.33293431012005525,YES
0.31771108127566006,NO
0.2563792024205631,YES
0.33141724651217086,NO
0.27143415640262286,NO
0.28122292140953054,YES
0.42436716187029355,YES
0.3228578240227268,YES
0.3374805109645282,YES
0.3173407633335279,NO
0.2374219387854377,NO
0.3211012900589574,YES
0.41192841048391793,NO
0.2979827622438853,YES
0.389434983363493,NO
0.38406206098106743,NO
0.38629197458797887,NO
0.33157872181036324,NO
0.2760885490241861,NO
0.4119444632537505,YES
0.28333168135738324,NO
0.26333884867588964,YES
0.295270144766797,NO
0.3514372735586558,YES
0.2995728503881851,NO
0.38015352479909714,NO
0.3360499620570894,NO
0.30503915902943973,NO
0.3678478547662133,YES
0.350083235070924,NO
0.30589510341875353,YES
0.3530173681240636,YES
0.20855118985075785,YES
0.25260459790243806,NO
0.17722877045512034,NO
0.24653395112174803,NO
0.214676957951472,NO
0.28262102037242426,YES
0.38720676843149837,YES
0.10269469772147957,NO
0.14164953787480783,NO
0.22799134220613698,NO
0.1441181775728212,NO
0.16752133850913548,NO
0.20382036464109896,NO
0.16752697643647968,NO
0.15649572120716826,YES
0.22047102718269024,NO
0.26751665304613464,YES
0.060214601210281535,NO
0.2284728513610803,YES
0.12827151654894633,NO
0.21216980911797323,NO
0.20645935341388902,NO
0.11236334422975891,NO
0.2461053538419629,NO
0.2255585011577452,NO
0.22427130153912006,NO
0.08226551086723871,NO
0.46669656081567523,NO
0.4652249294651022,NO
0.57304859027494,YES
0.3409000466989667,YES
0.3663895725098748,YES
0.6583,YES
0.5037058782324441,NO
0.36872050765668474,NO
0.6526377210904208,YES
0.28376105111591066,NO
0.6806111756464888,YES
0.30765439359445834,NO
0.5263533029790048,NO
0.48992151752184143,NO
0.4263123693888272,NO
0.4102018951997353,NO
0.464226559064464,YES
0.3829867773821337,NO
0.39631057342439635,YES
0.25636142373474985,NO
0.4294775718483061,YES
0.4033377395754285,NO
0.4074992761660148,NO
0.48675990796411955,NO
0.4688474704726324,NO
0.6177608215126573,YES
0.6267400745237677,NO
0.5515031064541863,YES
0.48364656081567525,NO
0.45532492946510217,NO
0.63349859027494,YES
0.3939000466989667,YES
0.42663957250987483,YES
0.62335,YES
0.569905878232444,NO
0.39312050765668477,NO
0.5315877210904209,YES
0.33116105111591065,NO
0.6381611756464889,YES
0.32380439359445834,NO
0.4881033029790049,NO
0.48472151752184145,NO
0.4123123693888272,NO
0.41560189519973534,NO
0.483876559064464,YES
0.38843677738213367,NO
0.3595605734243963,YES
0.31371142373474986,NO
0.4097275718483061,YES
0.44238773957542854,NO
0.4526992761660148,NO
0.48580990796411955,NO
0.4760974704726324,NO
0.6214108215126574,YES
0.6127400745237677,NO
0.47680310645418633,YES
0.49184656081567524,NO
0.48657492946510217,NO
0.6826485902749401,YES
0.3643500466989667,YES
0.42608957250987484,YES
0.6648499999999999,YES
0.573805878232444,NO
0.41597050765668475,NO
0.5484377210904209,YES
0.2919610511159107,NO
0.6871111756464888,YES
0.3205043935944583,NO
0.4484033029790049,NO
0.4396715175218414,NO
0.3565623693888272,NO
0.46990189519973535,NO
0.49197655906446397,YES
0.4430867773821337,NO
0.4173105734243963,YES
0.3039614237347499,NO
0.45672757184830615,YES
0.4233877395754285,NO
0.4254492761660148,NO
0.5165599079641195,NO
0.4957474704726324,NO
0.6420608215126574,YES
0.6586400745237677,NO
0.49895310645418633,YES
0.4601965608156752,NO
0.4682249294651022,NO
0.5743485902749401,YES
0.3377500466989667,YES
0.35953957250987484,YES
0.64705,YES
0.493505878232444,NO
0.36267050765668474,NO
0.6412877210904209,YES
0.2870110511159107,NO
0.6722611756464888,YES
0.3134043935944583,NO
0.5172033029790049,NO
0.4597215175218414,NO
0.39996236938882723,NO
0.42055189519973535,NO
0.45942655906446395,YES
0.3951367773821337,NO
0.39951057342439633,YES
0.24726142373474985,NO
0.4383775718483061,YES
0.39953773957542854,NO
0.4010492761660148,NO
0.49235990796411955,NO
0.46474747047263243,NO
0.6204608215126574,YES
0.6141400745237677,NO
0.5831031064541863,YES
0.36561724651217087,NO
0.3074841564026229,NO
0.30542292140953053,YES
0.5043171618702935,YES
0.3928578240227268,YES
0.3882805109645282,YES
0.34489076333352786,NO
0.2602219387854377,NO
0.3627512900589574,YES
0.45287841048391797,NO
0.33258276224388533,YES
0.410634983363493,NO
0.4229620609810674,NO
0.43619197458797887,NO
0.36847872181036323,NO
0.32938854902418613,NO
0.4426444632537505,YES
0.33503168135738326,NO
0.3239388486758897,YES
0.30332014476679703,NO
0.4234872735586558,YES
0.3523728503881851,NO
0.42510352479909713,NO
0.38169996205708945,NO
0.3384391590294397,NO
0.4102478547662133,YES
0.39048323507092403,NO
0.33439510341875356,YES
0.36811724651217087,NO
0.31373415640262287,NO
0.38102292140953054,YES
0.49026716187029357,YES
0.4415078240227268,YES
0.4408305109645282,YES
0.34694076333352786,NO
0.2721219387854377,NO
0.4067512900589574,YES
0.44612841048391794,NO
0.4282327622438853,YES
0.406834983363493,NO
0.37096206098106743,NO
0.3514419745879789,NO
0.27742872181036327,NO
0.3357385490241861,NO
0.4761944632537505,YES
0.34123168135738324,NO
0.47308884867588963,YES
0.272520144766797,NO
0.5205372735586558,YES
0.37592285038818507,NO
0.41750352479909714,NO
0.45039996205708943,NO
0.35493915902943973,NO
0.4581978547662133,YES
0.446083235070924,NO
0.3912951034187535,YES
0.13311128947522036,NO
0.1248894226840231,NO
0.13210333411164943,NO
0.14980293425174634,NO
0.11502701535228532,NO
0.1725654281711517,NO
0.15903085926098884,NO
0.07663101492421145,NO
0.21149831299982486,NO
0.12965614285992255,NO
0.14795157414433874,NO
0.13846772517658046,NO
0.30793631914852215,YES
0.2905275270951297,YES
0.3083645963458058,YES
0.1044763275154204,NO
0.15089644795983886,NO
0.08448642908567314,NO
0.03981056077675948,NO
0.12358739808923394,NO
0.11316970209950772,NO
0.10035895841846165,NO
0.12032551612087247,NO
0.07510993909676415,NO
0.13401982079271493,NO
0.2003650351215146,NO
0.13160704084213803,NO
0.15688154515206348,NO
0.26376736812406354,YES
0.32895118985075783,YES
0.20850459790243808,NO
0.18247877045512034,NO
0.21428395112174803,NO
0.17052695795147202,NO
0.32742102037242427,YES
0.2650067684314984,YES
0.08089469772147957,NO
0.17969953787480786,NO
0.178791342206137,NO
0.19981817757282122,NO
0.14402133850913548,NO
0.19902036464109896,NO
0.17332697643647965,NO
0.2680457212071683,YES
0.20282102718269024,NO
0.23731665304613464,YES
0.06401460121028153,NO
0.2659728513610803,YES
0.15327151654894633,NO
0.21931980911797325,NO
0.18100935341388902,NO
0.11711334422975891,NO
0.23385535384196288,NO
0.1870585011577452,NO
0.19032130153912005,NO
0.07716551086723872,NO
0.32886724651217086,NO
0.2687841564026229,NO
0.3141729214095305,YES
0.4703171618702936,YES
0.4042578240227268,YES
0.3758805109645282,YES
0.32279076333352785,NO
0.2394719387854377,NO
0.3608512900589574,YES
0.40977841048391794,NO
0.3457327622438853,YES
0.389534983363493,NO
0.3974120609810674,NO
0.38594197458797885,NO
0.33257872181036324,NO
0.2546885490241861,NO
0.4354944632537505,YES
0.26253168135738325,NO
0.3634888486758897,YES
0.279870144766797,NO
0.4321872735586558,YES
0.3133728503881851,NO
0.3638035247990971,NO
0.36254996205708945,NO
0.3061891590294397,NO
0.4021978547662133,YES
0.371583235070924,NO
0.32999510341875354,YES
0.37471736812406353,YES
0.19765118985075783,YES
0.24455459790243805,NO
0.17757877045512033,NO
0.21888395112174805,NO
0.192876957951472,NO
0.2759210203724243,YES
0.4117567684314984,YES
0.08804469772147958,NO
0.15459953787480785,NO
0.20064134220613697,NO
0.16351817757282122,NO
0.14802133850913549,NO
0.19247036464109896,NO
0.16122697643647965,NO
0.17119572120716828,YES
0.21127102718269022,NO
0.3086666530461346,YES
0.06206460121028154,NO
0.24957285136108032,YES
0.12877151654894634,NO
0.19221980911797323,NO
0.19810935341388902,NO
0.1127133442297589,NO
0.22275535384196288,NO
0.2127085011577452,NO
0.20567130153912005,NO
0.07311551086723872,NO
0.26929205728406586,NO
0.2397875070534897,NO
0.19306176230225902,NO
0.3032708968147413,NO
0.2741139970423987,NO
0.3145446052964411,NO
0.29662621465958394,NO
0.12844211954935497,NO
0.17663490455898662,NO
0.23648334111649444,YES
0.25512918588134564,NO
0.18962160119082364,YES
0.23905700192633236,NO
0.35190939427548495,NO
0.23335675286517618,NO
0.2328524332107485,NO
0.3543180189909131,NO
0.20407408985659525,NO
0.20032579242309262,NO
0.1036,NO
0.2809487352363162,NO
0.2610269988130679,YES
0.3441755997898546,YES
0.22262986496215437,YES
0.28622994473955593,YES
0.27105788142354015,NO
0.31311774949895893,YES
0.1483545132605608,NO
0.3824173681240636,YES
0.20885118985075785,YES
0.21205459790243808,NO
0.17902877045512033,NO
0.20608395112174804,NO
0.17327695795147202,NO
0.24552102037242426,YES
0.4275067684314984,YES
0.07984469772147958,NO
0.15769953787480784,NO
0.18439134220613698,NO
0.1653681775728212,NO
0.1442213385091355,NO
0.19742036464109897,NO
0.16837697643647967,NO
0.17734572120716827,YES
0.19937102718269023,NO
0.33611665304613464,YES
0.06366460121028153,NO
0.2580728513610803,YES
0.14042151654894636,NO
0.18501980911797325,NO
0.18295935341388903,NO
0.11311334422975891,NO
0.22050535384196288,NO
0.1880585011577452,NO
0.18947130153912006,NO
0.07091551086723871,NO
0.2784920572840659,NO
0.2374875070534897,NO
0.21771176230225903,NO
0.2837708968147413,NO
0.27831399704239873,NO
0.3304946052964411,NO
0.33322621465958396,NO
0.13989211954935496,NO
0.16823490455898665,NO
0.22088334111649444,YES
0.27987918588134564,NO
0.23237160119082362,YES
0.24045700192633235,NO
0.33965939427548497,NO
0.21695675286517618,NO
0.2025024332107485,NO
0.3537680189909131,NO
0.16427408985659525,NO
0.1744257924230926,NO
0.1143,NO
0.2451987352363162,NO
0.2482769988130679,YES
0.33047559978985463,YES
0.20542986496215437,YES
0.3264299447395559,YES
0.2990078814235401,NO
0.32216774949895893,YES
0.14145451326056077,NO
