LOWERTRACED_SUM_RAW_VSM_SUM.csv,Associated
0.45068572160984355,NO
0.07321840553704176,NO
0.06129838502947961,NO
0.45449884644962824,NO
0.5441233017175082,YES
0.4591771340681876,NO
0.4899064342476288,YES
0.02191745706229173,NO
0.002819789797487815,NO
0.0,NO
0.09568059471930274,NO
0.22516662394257883,NO
0.08334401435529351,NO
0.2819789797487824,NO
0.07225711356062545,NO
0.2729748782363496,NO
0.563797744168162,YES
0.5398936170212766,YES
0.5926044603947705,YES
0.49141245834401426,YES
0.4459113047936426,NO
0.519930786977698,YES
0.43937451935401173,NO
0.14320046142014867,NO
0.12173160728018456,NO
0.41024737246859777,NO
0.28813124839784676,NO
0.27867854396308633,NO
0.40608177390412714,NO
0.1510510125608818,NO
0.13567034093822095,NO
0.403774673160728,NO
0.5627082799282235,YES
0.40624198923352983,NO
0.5147718533709305,YES
0.14569982055883104,NO
0.13893873365803638,NO
0.13784926941809791,NO
0.11304793642655728,NO
0.25842732632658294,NO
0.11359266854652653,NO
0.25176236862342993,NO
0.1583568315816457,NO
0.25794668033837476,NO
0.5774160471673929,YES
0.5599846193283773,YES
0.5377146885413996,YES
0.5337413483722122,YES
0.4183542681363752,NO
0.512208408100487,YES
0.3850935657523712,NO
0.09327736477826196,NO
0.09286080492181492,NO
0.23506793129966672,NO
0.29931427839015634,NO
0.2525634452704434,NO
0.22785824147654446,NO
0.08936811074083567,NO
0.08702896693155598,NO
0.24599461676493203,NO
0.5791784157908227,YES
0.21991156113816965,NO
0.5134901307357087,YES
0.1327544219430915,NO
0.13051140733145347,NO
0.13041527813381185,NO
0.09718661881568827,NO
0.2400025634452704,NO
0.09638554216867468,NO
0.23807997949243784,NO
0.12451935401179182,NO
0.25547936426557294,NO
0.5463342732632658,YES
0.5441233017175082,YES
0.5389002819789797,YES
0.4785631889259163,YES
0.24452063573442703,NO
0.47442963342732625,YES
0.23218405537041778,NO
0.12487182773647784,NO
0.10506921302230196,NO
0.8143745193540117,YES
0.2872981286849525,YES
0.28076134324532165,YES
0.74234170725455,YES
0.16229812868495258,NO
0.12474365547295563,NO
0.7557677518584976,YES
0.17988977185337093,NO
0.7565047423737502,YES
0.1826134324532171,NO
0.13919507818508073,NO
0.11884773135093565,NO
0.11814278390156371,NO
0.11952063573442706,NO
0.2732632658292745,YES
0.11865547295565237,NO
0.3173545244809023,YES
0.1588374775698539,NO
0.28377339143809277,YES
0.18940656241989232,NO
0.17431427839015634,NO
0.24561009997436553,NO
0.18713150474237372,NO
0.76002947962061,YES
0.2293001794411689,NO
0.7177967187900537,YES
0.06677774929505256,NO
0.05870289669315561,NO
0.8714752627531402,YES
0.3383106895667777,NO
0.3184119456549602,NO
0.8895475519097668,YES
0.06767495513970775,NO
0.04428351704691104,NO
0.9308510638297872,YES
0.19719302742886438,NO
0.8966611125352473,YES
0.1849525762624968,NO
0.20376185593437582,NO
0.20180722891566263,NO
0.184023327351961,NO
0.06392591643168419,NO
0.3394001538067162,NO
0.05392847987695462,NO
0.38692002050756213,NO
0.05562676236862342,NO
0.3537234042553191,NO
0.19978851576518844,NO
0.19315560112791588,NO
0.25669700076903357,NO
0.1974173288900282,NO
0.8778518328633683,YES
0.24362342988977184,NO
0.8483722122532683,YES
0.11862342988977184,NO
0.10471673929761599,NO
0.7461227890284541,YES
0.542104588567034,YES
0.5240963855421686,YES
0.7377275057677517,YES
0.13256216354780823,NO
0.10824147654447577,NO
0.7565047423737502,YES
0.4164957703153038,NO
0.7503845167905664,YES
0.37698667008459363,NO
0.1775185849782107,NO
0.1677774929505255,NO
0.16736093309407843,NO
0.10766470135862596,NO
0.5100935657523711,YES
0.10721609843629837,NO
0.5390925403742629,YES
0.13227377595488335,NO
0.5138746475262752,YES
0.41870674186106127,NO
0.4095424250192259,NO
0.43594591130479354,NO
0.37890925403742626,NO
0.7446808510638296,YES
0.40467187900538326,NO
0.7302614714175851,YES
0.024512945398615746,NO
0.024833376057421183,NO
0.8451358625993334,YES
0.26002947962061007,NO
0.25640861317610864,NO
0.8552614714175851,YES
0.025954883363240186,NO
0.021116380415278135,NO
0.8725967700589591,YES
0.1846641886695719,NO
0.8787490387080235,YES
0.1803704178415791,NO
0.09667392976159958,NO
0.07417969751345807,NO
0.06568828505511405,NO
0.028966931556011266,NO
0.27105229428351707,NO
0.025089720584465514,NO
0.31754678287618554,NO
0.0009933350422968446,NO
0.28890028197897977,NO
0.2047872340425532,NO
0.19023968213278644,NO
0.25871571391950776,NO
0.2029287362214817,NO
0.8495898487567289,YES
0.24855806203537553,NO
0.8245642143040245,YES
0.03806716226608563,NO
0.028998974621891827,NO
0.16194565496026658,YES
0.30069213022301977,YES
0.2777492950525505,YES
0.16136887977441677,YES
0.03556780312740322,NO
0.026243270956165077,NO
0.18309407844142522,YES
0.09007305819020764,NO
0.1584209177134068,YES
0.08501025378108176,NO
0.10487695462701871,NO
0.10561394514227121,NO
0.10728018456805946,NO
0.043354268136375274,NO
0.2905985644706486,YES
0.042777492950525506,NO
0.2867854396308638,YES
0.06626506024096385,NO
0.27649961548320945,YES
0.057965906177903107,NO
0.0760381953345296,NO
0.07552550628044091,NO
0.06437451935401178,NO
0.16604716739297615,YES
0.065271725198667,NO
0.16492566008715712,YES
0.3080940784414252,YES
0.22664060497308383,YES
0.3994488592668546,NO
0.1610484491156114,NO
0.15819661625224302,NO
0.33126121507305817,NO
0.28790694693668284,YES
0.3295308895155088,YES
0.3279928223532428,NO
0.12503204306588053,NO
0.3316136887977441,NO
0.12221225326839275,NO
0.15877339143809277,NO
0.14175852345552423,NO
0.1368238913099205,NO
0.23824019482184053,YES
0.14188669571904639,NO
0.2887080235836965,YES
0.1197769802614714,NO
0.30684439887208415,YES
0.12352601896949497,NO
0.1334273263265829,NO
0.13044732119969238,NO
0.14108561907203282,NO
0.13897077672391692,NO
0.35276211227890286,NO
0.1488079979492438,NO
0.31491925147398103,NO
0.03402973596513713,NO
0.028678543963086375,NO
0.9234811586772621,YES
0.2777813381184311,YES
0.2665021789284798,YES
0.9266213791335555,YES
0.034958984875672894,NO
0.028838759292489094,NO
0.9999999999999998,YES
0.1646693155601128,NO
0.9460074339912843,YES
0.15912586516277877,NO
0.2036657267367342,NO
0.16601512432709561,NO
0.17104588567034093,NO
0.03406177903101769,NO
0.2769161753396565,YES
0.03191489361702127,NO
0.3369969238656755,YES
0.03345296077928736,NO
0.30389643681107403,YES
0.1779671879005383,NO
0.16479748782363499,NO
0.2314791079210459,NO
0.17232760830556268,NO
0.9202127659574466,YES
0.2185977954370674,NO
0.9415214047680082,YES
0.13605485772878748,NO
0.11349653934888487,NO
0.7193668290182004,YES
0.3687836452191746,YES
0.36215073058190206,YES
0.6613688797744167,YES
0.16854652653165855,NO
0.1356382978723404,NO
0.6795693411945654,YES
0.33164573186362467,NO
0.675948474750064,YES
0.30607536529095103,NO
0.1451550884388618,NO
0.1286849525762625,NO
0.1280761343245322,NO
0.1286849525762625,NO
0.34654575749807737,YES
0.12657011022814663,NO
0.3704819277108433,YES
0.16136887977441683,NO
0.34827608305562674,YES
0.3395924122019994,NO
0.3303640092284029,NO
0.3674698795180722,NO
0.31357344270699816,NO
0.6796975134580875,YES
0.3462253268392719,NO
0.6507946680338375,YES
0.08552294283517048,NO
0.07773647782619841,NO
0.8006921302230195,YES
0.2828761855934375,YES
0.2948282491668802,YES
0.7377915918995127,YES
0.11525890797231478,NO
0.09449500128172264,NO
0.7401948218405536,YES
0.2053319661625224,NO
0.757145603691361,YES
0.2027685208920789,NO
0.05754934632145603,NO
0.03765060240963855,NO
0.030184568059471936,NO
0.10769674442450652,NO
0.2847667264803896,YES
0.10580620353755443,NO
0.34052166111253523,YES
0.09933350422968468,NO
0.31142655729300184,YES
0.2262240451166367,NO
0.21170853627275052,NO
0.2859843629838502,NO
0.22497436554729552,NO
0.7427582671109971,YES
0.2744488592668546,NO
0.7148167136631631,YES
0.006921302230197393,NO
0.0076582927454498795,NO
0.9175211484234811,YES
0.2607664701358625,YES
0.2471161240707511,YES
0.9126185593437579,YES
0.005479364265572939,NO
0.0020187131504742287,NO
0.9859330940784414,YES
0.14175852345552423,NO
0.9338631120225582,YES
0.13781722635221735,NO
0.17642912073827222,NO
0.12528838759292488,NO
0.13278646500897204,NO
0.01775185849782107,NO
0.25884388618303,YES
0.016758523455524227,NO
0.32405152524993586,YES
0.004678287618559346,NO
0.2946039477057164,YES
0.1505383235067931,NO
0.13567034093822095,NO
0.21007433991284283,NO
0.1447064855165342,NO
0.915149961548321,YES
0.18552935144834656,NO
0.9549794924378363,YES
0.08991284286080489,NO
0.08203024865419123,NO
0.27518584978210714,YES
0.49653934888490125,YES
0.46721994360420394,YES
0.2916559856447065,YES
0.08315175596001023,NO
0.07078313253012047,NO
0.30751730325557547,YES
0.22000769033581133,NO
0.2783260702384004,YES
0.20228787490387082,NO
0.15242886439374517,NO
0.16021532940271724,NO
0.1535503716995642,NO
0.10744039989746221,NO
0.45488336324019474,YES
0.105838246603435,NO
0.47023199179697506,YES
0.10135221738015893,NO
0.46728402973596506,YES
0.19549474493719562,NO
0.20853627275057676,NO
0.2084721866188157,NO
0.18947064855165344,NO
0.2909510381953345,YES
0.19485388361958475,NO
0.28092155857472434,YES
0.05703665726736734,NO
0.05155729300179443,NO
0.5725775442194309,YES
0.6292296846962316,YES
0.640092284029736,YES
0.5742758267110997,YES
0.04998718277364779,NO
0.04393104332222507,NO
0.5846577800563958,YES
0.20696616252243014,NO
0.588567034093822,YES
0.1911368879774417,NO
0.03976544475775441,NO
0.026563701614970514,NO
0.015861317610869008,NO
0.07703153037682645,NO
0.6180786977698025,YES
0.07533324788515763,NO
0.7075108946423994,YES
0.047135349910279414,NO
0.6711740579338631,YES
0.2018713150474237,NO
0.19495001281722638,NO
0.2437836452191746,NO
0.19132914637272494,NO
0.5706229172007177,YES
0.2217700589592412,NO
0.5663291463727249,YES
0.08773391438092798,NO
0.07184055370417841,NO
0.3183478595231991,NO
0.22343629838502946,NO
0.17755062804409125,NO
0.3047615995898487,NO
0.09007305819020764,NO
0.0731543194052807,NO
0.3571520123045373,NO
0.09801973852858242,NO
0.29925019225839533,NO
0.09036144578313254,NO
0.33151755960010254,YES
0.3040566521404767,YES
0.3223211996923865,YES
0.08376057421174057,NO
0.17867213534991025,NO
0.08475390925403742,NO
0.17290438349141246,NO
0.10891438092796718,NO
0.18056267623686234,NO
0.07148807997949244,NO
0.0805242245578057,NO
0.08914380927967189,NO
0.07398743911817482,NO
0.32808895155088436,NO
0.07398743911817482,NO
0.3415470392207126,NO
0.2145603691361189,YES
0.2674634709048961,YES
0.23711868751602153,NO
0.15976672648038964,NO
0.1328825942066137,NO
0.16889900025634452,NO
0.28028069725711346,YES
0.21488079979492433,YES
0.179953857985132,NO
0.1247116124070751,NO
0.16601512432709561,NO
0.13320302486541913,NO
0.09209177134068186,NO
0.08706100999743657,NO
0.08891950781850808,NO
0.27339143809279676,YES
0.12592924891053575,NO
0.23301717508331196,YES
0.1175660087157139,NO
0.2945398615739554,YES
0.13490130735708794,NO
0.11330428095360165,NO
0.08943219687259676,NO
0.11942450653678544,NO
0.10641502178928477,NO
0.19402076390669057,NO
0.10234555242245577,NO
0.1775826711099718,NO
0.0517815944629582,NO
0.042649320687003334,NO
0.4699115611381697,YES
0.6359266854652653,YES
0.6357023840041015,YES
0.472827480133299,YES
0.05440912586516278,NO
0.04290566521404768,NO
0.4954178415790822,YES
0.12185977954370672,NO
0.4758715713919507,YES
0.11823891309920531,NO
0.14172648038964367,NO
0.13368367085362726,NO
0.1362150730581902,NO
0.04498846449628299,NO
0.6114778261984106,YES
0.04479620610099974,NO
0.6567546782876186,YES
0.07174442450653679,NO
0.6340361445783133,YES
0.09997436554729555,NO
0.09872468597795436,NO
0.1256729043834914,NO
0.09827608305562674,NO
0.4749102794155343,YES
0.11221481671366315,NO
0.46721994360420394,YES
0.3745193540117918,YES
0.272173801589336,YES
0.3434055370417841,NO
0.16678415790822865,NO
0.14598820815175595,NO
0.26640604973083826,NO
0.3361317610869008,YES
0.39778261984106633,YES
0.26771981543194057,NO
0.11324019482184053,NO
0.2632017431427839,NO
0.11455396052294284,NO
0.1101961035631889,NO
0.09840425531914895,NO
0.09670597282748014,NO
0.300179441168931,YES
0.14150217892847985,NO
0.36759805178159444,YES
0.12647398103050497,NO
0.3728851576518841,YES
0.12935785695975388,NO
0.10055114073314533,NO
0.10500512689054087,NO
0.12121891822609585,NO
0.10391566265060237,NO
0.29364265572930015,NO
0.11679697513458084,NO
0.25817098179953857,NO
0.12109074596257369,NO
0.10253781081773902,NO
0.24205331966162522,NO
0.2333376057421174,NO
0.19402076390669057,NO
0.2495834401435529,NO
0.10695975390925402,NO
0.10926685465265315,NO
0.27185337093053064,NO
0.2650281978979748,YES
0.23737503204306584,NO
0.26002947962061007,YES
0.15047423737503204,NO
0.1575237118687516,NO
0.1534862855678031,NO
0.12673032555754932,NO
0.19536657267367338,NO
0.13454883363240194,NO
0.20658164573186358,NO
0.1478146629069469,NO
0.2125416559856447,NO
0.2364457831325301,YES
0.23955396052294278,YES
0.24778902845424247,YES
0.25887592924891045,YES
0.25445398615739556,NO
0.2282107152012304,YES
0.24842988977185335,NO
0.3878172263522174,YES
0.2877146885413996,YES
0.22875544732119965,NO
0.15316585490899767,NO
0.1232376313765701,NO
0.16002307100743396,NO
0.3250128172263522,YES
0.41623942578825945,YES
0.16864265572930015,NO
0.09180338374775698,NO
0.15896564983337605,NO
0.09231607280184567,NO
0.08584337349397592,NO
0.07965906177903101,NO
0.07937067418610613,NO
0.31248397846705966,YES
0.11932837733914378,NO
0.3935529351448347,YES
0.11295180722891568,NO
0.38669571904639843,YES
0.12227633940015381,NO
0.07251345808766982,NO
0.07187259677005894,NO
0.09805178159446296,NO
0.07905024352730067,NO
0.184023327351961,NO
0.08299154063060754,NO
0.16293899000256343,NO
0.16604716739297615,NO
0.1401243270956165,NO
0.3406818764419379,NO
0.21263778518328633,NO
0.18850935657523712,NO
0.3426365034606511,NO
0.1694757754421943,NO
0.15566521404768008,NO
0.3493014611638041,NO
0.27508972058446546,YES
0.3360676749551397,NO
0.3074852601896949,YES
0.15342219943604202,NO
0.1517239169443732,NO
0.14502691617533964,NO
0.14634068187644192,NO
0.18681107408356828,NO
0.14810305049987182,NO
0.181780312740323,NO
0.1937323763137657,NO
0.18142783901563703,NO
0.24833376057421166,YES
0.2508331197128941,YES
0.2568251730325557,YES
0.3046975134580876,YES
0.3551973852858241,NO
0.25406946936682895,YES
0.32683927198154317,NO
