NONETRACED_MAX_RAW_VSM_SUM.csv,Associated
0.6060606060606061,YES
0.2630021141649049,YES
0.23171247357293873,NO
0.2587737843551797,YES
0.16645525017618046,NO
0.19844961240310083,NO
0.05525017618040874,NO
0.8562367864693446,YES
0.27019027484143765,YES
0.2269203664552502,YES
0.538125440451022,YES
0.3650458069062721,NO
0.1743481324876674,NO
0.5968992248062016,YES
0.17984496124031008,NO
0.5599718111346019,YES
0.1492600422832981,NO
0.3730796335447499,NO
0.27089499647639187,NO
0.24890768146582104,NO
0.15856236786469347,NO
0.182522903453136,YES
0.1699788583509514,NO
0.418322762508809,YES
0.32544045102184643,NO
0.23044397463002114,YES
0.2284707540521494,NO
0.18872445384073294,NO
0.5351656095842142,NO
0.18407329105003523,NO
0.6028188865398169,YES
0.45454545454545453,NO
0.39718111346018325,YES
0.3185341789992953,NO
0.222692036645525,NO
0.652431289640592,YES
0.35475687103594084,NO
0.2656800563777308,NO
0.800140944326991,YES
0.3337561663143058,NO
0.15306553911205073,NO
1.0,YES
0.3127554615926709,NO
0.7591261451726569,YES
0.22551092318534183,NO
0.5557434813248768,NO
0.5448907681465821,NO
0.4418604651162791,NO
0.2645525017618041,NO
0.3883016208597604,NO
0.21846370683579985,NO
0.6483439041578577,NO
0.2225510923185342,NO
0.4613107822410148,NO
0.3233262861169838,NO
0.31895701198026777,NO
0.6459478505990134,NO
0.30105708245243135,NO
0.7007751937984498,YES
0.6000000000000001,NO
0.530232558139535,YES
0.17350246652572232,NO
0.04115574348132489,NO
0.46229739252995067,YES
0.5148696264975335,YES
0.41536293164200144,YES
0.4441155743481325,YES
0.21888653981677242,NO
0.10246652572233968,NO
0.5392529950669486,YES
0.48202959830866815,NO
0.4594785059901339,YES
0.21578576462297389,NO
0.4143763213530655,NO
0.3695560253699789,NO
0.3454545454545455,NO
0.09203664552501763,NO
0.3329105003523608,YES
0.11346018322762509,NO
0.5210711768851305,YES
0.19844961240310083,NO
0.3668780831571529,YES
0.46751233262861175,NO
0.46272022551092323,NO
0.546018322762509,NO
0.21071176885130372,NO
0.4417195207892882,YES
0.39816772374911913,NO
0.37829457364341085,YES
0.2704721634954193,NO
0.23312191684284705,NO
0.6862579281183934,YES
0.30288935870331224,NO
0.2741367159971811,NO
0.7408033826638478,YES
0.2872445384073291,NO
0.20930232558139533,NO
0.8511627906976745,YES
0.289922480620155,NO
0.8456659619450319,YES
0.2084566596194503,NO
0.41423537702607466,NO
0.2762508809020437,NO
0.20084566596194503,NO
0.2713178294573643,NO
0.34756871035940806,NO
0.25214940098661026,NO
0.6101479915433404,NO
0.14038054968287528,NO
0.448062015503876,NO
0.35997181113460186,NO
0.3265680056377731,NO
0.6597603946441156,NO
0.331923890063425,NO
0.680479210711769,YES
0.6116983791402396,NO
0.5922480620155041,YES
0.0686398872445384,NO
0.0,NO
0.08104298801973221,YES
0.3306553911205074,YES
0.21155743481324873,YES
0.08851303735024664,YES
0.052995066948555325,NO
0.004651162790697674,NO
0.19041578576462298,YES
0.1681465821000705,NO
0.06483439041578577,YES
0.13699788583509515,NO
0.2862579281183933,NO
0.2806201550387597,NO
0.2744186046511628,NO
0.08583509513742073,NO
0.26483439041578577,YES
0.0875264270613108,NO
0.2659619450317125,YES
0.17350246652572232,NO
0.21902748414376322,YES
0.018040873854827347,NO
0.1171247357293869,NO
0.10613107822410149,NO
0.04059196617336151,NO
0.10246652572233968,YES
0.059901338971106416,NO
0.09668780831571529,YES
0.6032417195207893,YES
0.05863284002818887,YES
0.5351656095842143,NO
0.25144467935165604,NO
0.2287526427061311,NO
0.2491895701198027,NO
0.3702607470049331,YES
0.6456659619450318,YES
0.24425651867512332,NO
0.1436222692036646,NO
0.23481324876673715,NO
0.11064129668780832,NO
0.3784355179704017,NO
0.2916138125440451,NO
0.2517265680056378,NO
0.14841437632135307,YES
0.14897815362931643,NO
0.497815362931642,YES
0.0652572233967583,NO
0.5078224101479916,YES
0.06328400281888653,NO
0.17026074700493304,NO
0.1722339675828048,NO
0.2083157152924595,NO
0.17632135306553914,NO
0.3377026074700494,NO
0.23777307963354471,NO
0.1668780831571529,NO
0.17646229739253,NO
0.0982381959126145,NO
0.5674418604651164,YES
0.24045102184637068,YES
0.17519379844961241,YES
0.6443974630021142,YES
0.1937984496124031,NO
0.0948555320648344,NO
0.9843551797040169,YES
0.17744890768146582,NO
0.691754756871036,YES
0.11430584918957014,NO
0.5488372093023257,NO
0.35250176180408743,NO
0.3499647639182523,NO
0.1315010570824524,NO
0.2307258632840028,YES
0.12022551092318533,NO
0.5368569415081045,YES
0.129245947850599,NO
0.34432699083861873,YES
0.23030303030303034,NO
0.19633544749823822,NO
0.5436222692036646,NO
0.19704016913319244,NO
0.5711064129668781,YES
0.4854122621564482,NO
0.6752642706131079,YES
0.2372093023255814,NO
0.05778717406624383,NO
0.6879492600422834,YES
0.4084566596194504,YES
0.36138125440451024,YES
0.45510923185341795,YES
0.34503171247357295,NO
0.20775193798449615,NO
0.546018322762509,YES
0.38111346018322767,NO
0.49316420014094436,YES
0.19929527836504585,NO
0.3822410147991544,NO
0.3081042988019732,NO
0.28653981677237494,NO
0.16349541930937278,NO
0.2785059901338971,YES
0.18477801268498945,NO
0.40775193798449616,YES
0.3006342494714588,NO
0.2773784355179704,YES
0.3963354474982383,NO
0.3846370683579986,NO
0.538125440451022,NO
0.22057787174066246,NO
0.5119097956307259,YES
0.4355179704016913,NO
0.3892882311486963,YES
0.2204369274136716,NO
0.14460887949260043,NO
0.8920366455250178,YES
0.2854122621564482,YES
0.32487667371388307,YES
0.5915433403805498,YES
0.3763213530655391,NO
0.23622269203664553,NO
0.6143763213530656,YES
0.23565891472868217,NO
0.6555320648343905,YES
0.15391120507399575,NO
0.27681465821000706,NO
0.17054263565891475,NO
0.09372797744890769,NO
0.31205073995771676,NO
0.2825933756166314,YES
0.30162085976039466,NO
0.5829457364341086,YES
0.2669485553206484,NO
0.4207188160676533,YES
0.3068357998590557,NO
0.2773784355179704,NO
0.6170542635658915,NO
0.25581395348837216,NO
0.5898520084566597,YES
0.5591261451726569,NO
0.4613107822410148,YES
0.16124031007751938,NO
0.11035940803382664,NO
0.5763213530655392,YES
0.23439041578576464,YES
0.1584214235377026,YES
0.5859055673009163,YES
0.16842847075405215,NO
0.07906976744186044,NO
0.9599718111346021,YES
0.18125440451021846,NO
0.6828752642706132,YES
0.1291050035236082,NO
0.5276955602536999,NO
0.2713178294573643,NO
0.262861169837914,NO
0.159830866807611,NO
0.21888653981677236,YES
0.1536293164200141,NO
0.5571529245947852,YES
0.10500352360817479,NO
0.3692741367159972,YES
0.21804087385482734,NO
0.17378435517970403,NO
0.5709654686398873,NO
0.1911205073995772,NO
0.5591261451726568,YES
0.4591966173361523,NO
0.7702607470049332,YES
0.1846370683579986,NO
0.1127554615926709,NO
0.17857646229739255,YES
0.6129668780831572,YES
0.46511627906976744,YES
0.2721634954193094,YES
0.15391120507399575,NO
0.08231148696264974,NO
0.32403100775193794,YES
0.3536293164200141,NO
0.18379140239605357,YES
0.23002114164904863,NO
0.41113460183227624,NO
0.43735024665257227,NO
0.3902748414376322,NO
0.25806906272022556,NO
0.39534883720930236,YES
0.25384073291050036,NO
0.47174066243833696,YES
0.21494009866102887,NO
0.4618745595489781,YES
0.22579281183932343,NO
0.3164200140944327,NO
0.2938689217758985,NO
0.1639182522903453,NO
0.26018322762508805,YES
0.20563777307963355,NO
0.19323467230443975,YES
0.19971811134601836,NO
0.12642706131078224,NO
0.4438336856941508,YES
0.6002818886539817,YES
0.6259337561663143,YES
0.45877378435517974,YES
0.17096546863988726,NO
0.10894996476391829,NO
0.504862579281184,YES
0.3302325581395349,NO
0.4993657505285412,YES
0.19492600422832984,NO
0.24045102184637068,NO
0.2,NO
0.09570119802677941,NO
0.26145172656800564,NO
0.5062720225510924,YES
0.2555320648343904,NO
0.9801268498942919,YES
0.1455954897815363,NO
0.7788583509513743,YES
0.28851303735024664,NO
0.29006342494714593,NO
0.4990838618745596,NO
0.19760394644115575,NO
0.42762508809020444,YES
0.39985905567300917,NO
0.3901338971106413,YES
0.18069062720225515,NO
0.05863284002818887,NO
0.23861874559548973,NO
0.35095137420718814,NO
0.124031007751938,NO
0.20436927413671596,NO
0.19859055673009163,NO
0.07174066243833686,NO
0.47892882311486956,NO
0.2053558844256519,NO
0.14305849189570125,NO
0.1557434813248767,NO
0.7663143058491897,YES
0.6248062015503876,YES
0.6737138830162087,YES
0.1233262861169838,NO
0.15109231853417898,NO
0.13572938689217762,NO
0.09513742071881608,NO
0.2346723044397463,NO
0.1269908386187456,NO
0.07455954897815364,NO
0.15391120507399575,NO
0.17744890768146582,NO
0.08555320648343905,NO
0.2831571529245948,NO
0.11585623678646935,NO
0.3784355179704017,NO
0.23594080338266382,YES
0.4591966173361523,YES
0.41804087385482736,NO
0.24975334742776606,NO
0.11190979563072588,NO
0.09626497533474278,NO
0.5971811134601833,YES
0.21042988019732206,YES
0.14940098661028894,NO
0.23608174770965473,NO
0.07033121916842848,NO
0.2637068357998591,NO
0.2683579985905567,NO
0.24834390415785768,NO
0.23453136011275544,NO
0.5832276250880902,YES
0.08851303735024664,NO
0.31571529245947855,YES
0.04806201550387597,NO
0.6008456659619451,YES
0.1372797744890768,NO
0.168569415081043,NO
0.07695560253699789,NO
0.18999295278365047,NO
0.13826638477801267,NO
0.20606060606060606,NO
0.12233967582804793,NO
0.12642706131078224,NO
0.09443269908386188,NO
0.003946441155743476,NO
0.2328400281888654,YES
0.5692741367159972,YES
0.5430584918957013,YES
0.27455954897815366,YES
0.10500352360817479,NO
0.018322762508809015,NO
0.35912614517265684,YES
0.2125440451021846,NO
0.24749823819591266,YES
0.1501057082452431,NO
0.3416490486257928,NO
0.3045806906272022,NO
0.2965468639887245,NO
0.03340380549682875,NO
0.41057082452431287,YES
0.0390415785764623,NO
0.6329809725158564,YES
0.16730091613812548,NO
0.5523608174770966,YES
0.09809725158562367,NO
0.15052854122621562,NO
0.23269908386187454,NO
0.056095842142353775,NO
0.27159971811134603,YES
0.1682875264270613,NO
0.20690627202255113,YES
0.6966878083157154,YES
0.033685694150810436,YES
0.5237491190979564,NO
0.2389006342494715,NO
0.1389711064129669,NO
0.1929527836504581,NO
0.36307258632840034,YES
0.7396758280479211,YES
0.18012684989429179,NO
0.1663143058491896,NO
0.14756871035940805,NO
0.1557434813248767,NO
0.2921775898520085,NO
0.23382663847780133,NO
0.2101479915433404,NO
0.20126849894291754,YES
0.1251585623678647,NO
0.6576462297392531,YES
0.05778717406624383,NO
0.5946441155743482,YES
0.05637773079633544,NO
0.10176180408738549,NO
0.13403805496828752,NO
0.19732205778717404,NO
0.10204369274136717,NO
0.30641296687808317,NO
0.17406624383368569,NO
0.12248062015503876,NO
0.2177589852008457,NO
0.08033826638477802,NO
0.14799154334038056,NO
0.3378435517970402,NO
0.1477096546863989,NO
0.19844961240310083,NO
0.12938689217758986,NO
0.14404510218463706,NO
0.3071176885130374,NO
0.380831571529246,YES
0.12417195207892885,NO
0.3408033826638478,YES
0.4016913319238901,NO
0.42241014799154336,NO
0.38844256518675124,NO
0.2222692036645525,NO
0.15391120507399575,NO
0.2758280479210712,NO
0.20817477096546866,NO
0.30260747004933053,NO
0.22903453136011276,NO
0.22029598308668075,YES
0.2645525017618041,YES
0.2801973220577872,YES
0.32191684284707545,YES
0.2062015503875969,NO
0.1681465821000705,YES
0.1846370683579986,NO
0.7272727272727274,YES
0.06582100070472163,YES
0.43410852713178294,NO
0.24425651867512332,NO
0.09020436927413673,NO
0.11797040169133192,NO
0.28062015503875976,YES
0.7909795630725865,YES
0.1433403805496829,NO
0.1616631430584919,NO
0.08301620859760393,NO
0.15489781536293168,NO
0.26215644820295986,NO
0.2504580690627202,NO
0.2155038759689923,NO
0.21973220577871738,YES
0.09386892177589852,NO
0.7408033826638478,YES
0.04862579281183933,NO
0.6224101479915435,YES
0.10472163495419311,NO
0.0697674418604651,NO
0.0886539816772375,NO
0.1746300211416491,NO
0.09048625792811839,NO
0.23128964059196616,NO
0.11909795630725863,NO
0.10584918957011981,NO
0.2789288231148696,NO
0.08456659619450317,NO
0.24242424242424243,NO
0.30317124735729384,NO
0.15828047921071176,NO
0.29119097956307255,NO
0.2518675123326286,NO
0.20098661028893583,NO
0.2920366455250177,NO
0.37660324171952086,YES
0.22015503875968995,NO
0.4954193093727978,YES
0.40493305144467934,NO
0.3918252290345314,NO
0.3440451021846371,NO
0.1577167019027484,NO
0.16758280479210708,NO
0.19844961240310083,NO
0.13347427766032421,NO
0.35560253699788585,NO
0.12755461592670897,NO
0.20112755461592668,YES
0.26018322762508805,YES
0.22311486962649751,YES
0.4652572233967583,YES
0.3378435517970402,NO
0.2054968287526427,YES
0.16701902748414377,NO
