UPPERTRACED_RFNONE_MULTI_LSA_SUM.csv,Associated
0.11042324699936834,NO
0.9603962836848838,YES
0.12912808344760646,NO
0.1253162411598848,NO
0.1043341602083109,NO
0.008736113893040395,NO
0.10143752985224108,NO
0.17880221253254863,NO
0.05383110179806791,NO
0.1317905181578664,NO
0.7493212948553998,NO
0.42671062970895046,YES
0.2797374543549606,YES
0.2114293638198543,YES
0.38948276659014236,YES
0.8269479068764158,NO
0.12506663790579794,YES
0.04526139007441876,NO
0.06116820485955968,NO
0.059020384265750445,NO
0.4533473028981713,YES
0.28264949231930736,YES
0.3746883811225985,YES
0.08995578016424513,YES
0.05284809638999739,NO
0.12191424125233044,NO
0.16668258786188628,YES
0.19537155447359913,NO
0.15985393587353441,YES
0.10060551900528486,NO
0.16658397916891368,NO
0.3009783831255875,NO
0.3771166201870485,NO
0.13092152905104545,NO
0.19681678812997866,YES
0.3276427900097069,NO
0.4439733140224645,YES
0.32847480085666314,NO
0.4845384650940636,YES
0.1805093755296366,NO
0.162756729272915,NO
0.16458715313621872,NO
0.06507865584025394,NO
0.1007719211746761,YES
0.07206754695468626,NO
0.08953977474076702,YES
0.09694467127867742,NO
0.11823798591744603,NO
0.16190931081768184,NO
0.22974284701785747,NO
0.7242315455371864,NO
0.14536770257152987,NO
0.11674652943623565,NO
0.10701200252684778,NO
0.14553410474092113,NO
0.46826186771027556,YES
0.14936135463691977,NO
0.9223733879789842,YES
0.1733910605056778,NO
0.14861254487465916,NO
0.13295533334360513,NO
0.00815370630017103,NO
0.06657627536477514,NO
0.1798838266335917,NO
0.056410335423632205,NO
0.151509175230729,NO
0.7240281651079306,NO
0.2588108407931838,YES
0.09944070381954612,YES
0.1373803984407501,YES
0.4072877987150056,YES
0.8418409010369323,NO
0.11707933377501814,YES
0.07454817188727797,NO
0.05817296581051726,NO
0.16765943022664595,NO
0.150177957875599,NO
0.23531731969246422,NO
0.7149962251359722,NO
0.15219019151657093,NO
0.09062138884181012,NO
0.059670585335038454,NO
0.16209112059535005,NO
0.5879882285872766,YES
0.174238478960911,NO
0.8632174167603964,YES
0.07454817188727797,NO
0.04036793368565399,NO
0.017638629955472017,NO
0.13353774093647447,NO
0.08962297582546266,NO
0.2709890143752986,NO
0.22173089071383456,NO
0.07271774802397425,NO
0.87628615010092,NO
0.4387747869898157,YES
0.25344591159114377,YES
0.3903116959154432,YES
0.29704636149330543,YES
0.8023203858065114,NO
0.2016116358257708,YES
0.10741260034204894,NO
0.09894149731137239,NO
0.12023481195014099,NO
0.1262992465679553,NO
0.2665177264533227,NO
0.7658320878849978,NO
0.13089071383449152,NO
0.11932576306179996,NO
0.07938924240790103,NO
0.12490023573640668,NO
0.6005515923763156,YES
0.13130671925796963,NO
0.8920881931497775,YES
0.15117637089194652,NO
0.14902855029813727,NO
0.13079210514151893,NO
0.0052416683358242275,NO
0.09694467127867742,NO
0.1761397778222887,NO
0.06423123738502075,NO
0.12288800209543477,NO
0.7582238109178315,NO
0.43844198265103324,YES
0.26991972636087713,YES
0.21209497249741932,YES
0.37126172904180094,YES
0.8252838851825034,NO
0.14586690907970362,YES
0.060986395081891465,NO
0.03970232500808901,NO
0.11565875229188174,NO
0.053664699628676676,NO
0.3117791165277415,NO
0.7142474153737117,NO
0.05035206384912873,NO
0.029551792675223038,NO
0.023478113492442575,NO
0.09744387778685118,NO
0.6686100796573351,YES
0.029718194844614285,NO
0.9140532795094218,YES
0.14002742554273304,NO
0.14961095789100665,NO
0.13395374635995258,NO
0.03444524906398781,NO
0.0653282590943408,NO
0.20184891299323612,NO
0.04492858573563628,NO
0.105415774309354,NO
0.768041538911915,NO
0.3830300602437485,YES
0.25402831918401314,YES
0.2404665423786267,YES
0.2532825909434079,YES
0.756143783800441,NO
0.07306595997103371,YES
0.04617660200607061,NO
0.06815709597399199,NO
0.016738825632097137,NO
0.403124662958569,YES
0.31398240451134773,YES
0.4356778577261453,YES
0.21608862456280925,YES
0.16533596289847935,NO
0.39138406545152005,NO
0.2509498790502751,YES
0.10647581775880932,NO
0.2528635039982745,YES
0.051917476850068575,NO
0.2797775141364807,NO
0.18072200052385876,NO
0.22511440149145656,NO
0.22374620587646182,NO
0.09264903009105899,YES
0.1444617352048442,NO
0.22254133090920303,YES
0.23338828713618792,NO
0.5051291927954026,YES
0.0695561068055406,NO
0.04577600419086947,NO
0.8317951404403497,NO
0.07905643806911855,NO
0.2620156233147929,YES
0.18854906552855807,NO
0.1523565936859622,YES
0.1134862795248294,NO
0.10792721445849965,NO
0.278323035915135,YES
0.14318906676116672,NO
0.091521193165185,NO
0.3868788807913349,YES
0.11581590989630683,NO
0.0858943346224366,NO
0.4170870375791567,YES
0.12272159992604353,NO
0.3283114802089273,YES
0.09093878557231563,NO
0.26619108515785106,NO
0.23030060243748368,NO
0.18412400043141308,NO
0.2755650740335579,NO
0.7315070181655703,NO
0.09553025283885186,NO
0.2694051122444264,NO
0.0845323020507527,NO
0.19861639677672843,NO
0.7149500023111414,NO
0.2509067377470996,NO
0.27722601420581494,NO
0.1233040075189129,NO
0.27947244349259676,YES
0.24327997165000081,NO
0.21833505384959095,YES
0.04560960202147822,NO
0.024907939540545133,NO
0.5703280279802169,YES
0.21167896707394115,YES
0.3498112567986073,YES
0.16333913686578438,YES
0.0818020738640741,NO
0.11109810024189948,NO
0.22750258077438645,YES
0.172907261605781,NO
0.28864921498235835,YES
0.07032032417607818,NO
0.17598570173951905,NO
0.2585458299308199,NO
0.3499098654915799,NO
0.0479700476095096,NO
0.1593763000169484,YES
0.2471041400243441,NO
0.45037979754402746,YES
0.31216738825632107,NO
0.4311233687194738,YES
0.2094633530037133,NO
0.15485262622683088,NO
0.22341032001602396,NO
0.07531238925781555,NO
0.1813937722447345,YES
0.1422060613530962,NO
0.1439532841317043,YES
0.09992450271944289,NO
0.13157173012033346,NO
0.2867109378611159,YES
0.11040783939109136,NO
0.10100611682048599,NO
0.31300248062493274,YES
0.1190761598077131,NO
0.0911051877417069,NO
0.3580142674452646,YES
0.09609725282344425,NO
0.37398887570682415,YES
0.08494830747423081,NO
0.1505107622143815,NO
0.10751120903502154,NO
0.27035422091428757,NO
0.11148945349213446,NO
0.13902901252638558,NO
0.1014221222439641,NO
0.2597537864197342,NO
0.03885490655285581,NO
0.29322527464061765,NO
0.14834753401229533,NO
0.11057424156048262,NO
0.2883749595550284,NO
0.14352187109994924,NO
0.2982758886338075,YES
0.262000215706516,NO
0.23329584148652616,YES
0.018070042987227093,NO
0.009931744295333035,NO
0.4096667334329694,YES
0.1428716700306612,YES
0.26819099271220137,YES
0.022978906984268847,YES
0.011580358380968526,NO
0.07981449239634535,NO
0.09479685068486823,YES
0.07506278600372866,NO
0.10777005685407456,YES
0.06191701462182028,NO
0.12148899126388615,NO
0.23125587415065568,NO
0.3280279802166311,NO
0.0626134385159392,NO
0.14747854490547438,YES
0.2614147265919912,NO
0.35328413170423567,YES
0.3224011216738827,NO
0.37279940834784236,YES
0.022510515692649023,NO
0.03862071090704591,NO
0.03728949355191595,NO
0.008335516077839243,NO
0.03512626534982975,YES
0.010665146449316674,NO
0.03221422738548296,YES
0.4002989076005732,YES
0.1888017503043003,YES
0.5126820023727718,NO
0.18504845692803112,NO
0.3163120348828252,NO
0.5975594348489285,NO
0.3632898325192982,YES
0.45596043326194485,YES
0.08062185107005843,NO
0.026873950356686147,NO
0.10543118191763096,NO
0.09659029628830723,NO
0.14110903964377616,NO
0.09692926367040047,NO
0.08411629662727459,NO
0.049436851917476876,YES
0.243147466218819,NO
0.7197448500069336,YES
0.7404126157496573,NO
0.3970540652974439,YES
0.1800656364112599,NO
0.04867263454693929,NO
0.2104186247168853,NO
0.06855769378919314,NO
0.24795772152288803,NO
0.1449362895397748,NO
0.24268523797050995,NO
0.8786866554704715,NO
0.04902084649399875,NO
0.03512626534982975,NO
0.23447606428054185,YES
0.29093570405066027,YES
0.4003173967305057,YES
0.24262977058071283,YES
0.05143367795017181,NO
0.3591020445896185,NO
0.43316025453368884,YES
0.1034805787097669,NO
0.29296642682156454,YES
0.027456357949555504,NO
0.355573702294193,NO
0.21158960294593476,NO
0.2708749980740491,NO
0.2185877386253332,NO
0.10379797544027244,YES
0.1359752245658907,NO
0.2752076175215323,YES
0.12456126835431339,NO
0.559043495678166,YES
0.07637859575058167,NO
0.0575905582176479,NO
0.8316287382709585,NO
0.07714281312111923,NO
0.22598955364158824,YES
0.19728517942159843,NO
0.2813182749641774,YES
0.07722601420581485,NO
0.018652450580096458,NO
0.33506617567754976,YES
0.37912885382802036,YES
0.500574703788731,YES
0.18447221237847256,YES
0.16159191408717632,NO
0.3997041739210824,NO
0.23173042848558623,YES
0.18235520700121727,NO
0.22232870591498088,YES
0.05433030830624164,NO
0.2919248725020416,NO
0.20293669013758997,NO
0.24757869435927465,NO
0.22757345577246046,NO
0.13649600172565218,YES
0.14504414279771355,NO
0.21405482027024952,YES
0.21999291250019265,NO
0.526179067223395,YES
0.141358642897863,NO
0.13280433878249084,NO
0.8300479176617417,NO
0.08920697040198455,NO
0.2320632328243688,YES
0.1739888757068241,NO
0.15701585442891705,YES
0.090870992095897,NO
0.07065312851486066,NO
0.4168528419333468,YES
0.3299570127729073,YES
0.49965949185707914,YES
0.2535291126758394,YES
0.16808159869343486,NO
0.43772706962698194,NO
0.25976919402801113,YES
0.11712555659984905,NO
0.30378256783199553,YES
0.04883903671633054,NO
0.2258632112537171,NO
0.12797251282683392,NO
0.15480948492365534,NO
0.31792983375190675,NO
0.14997457744634304,YES
0.2359829283700292,NO
0.3101520730936938,YES
0.2037687009845462,NO
0.6043880868372804,YES
0.10974223071352637,NO
0.08745974762337645,NO
0.8812165847495497,NO
0.12190499668736426,NO
0.26642528080366096,YES
0.2503674714574058,NO
0.1938739349490779,YES
0.0382047054835678,NO
0.04011833043156712,NO
0.236639292482628,YES
0.285694035714836,YES
0.38891884812720534,YES
0.2239095265241977,YES
0.03446065667226478,NO
0.3490347133414481,NO
0.41427360830778254,YES
0.1088886492149824,NO
0.2790718456773956,YES
0.03702448268955212,NO
0.34034790379489405,NO
0.16133614778977862,NO
0.2270280264394559,NO
0.23581036315732712,NO
0.09581067130949267,YES
0.156193088146927,NO
0.2805324869420521,YES
0.10941867093971003,NO
0.5738532887539869,YES
0.07005531331371434,NO
0.04685761829191257,NO
0.8409472597568683,NO
0.07032032417607818,NO
0.23048241221515192,YES
0.17631850607830152,NO
0.33390136049181096,YES
0.07497958491903306,NO
0.06991972636087702,NO
0.44993605842565076,YES
0.2759102044589619,YES
0.38467251128607327,YES
0.10751120903502154,YES
0.05742415604825665,NO
0.1177541870175493,NO
0.16410335423632194,YES
0.14320447436944367,NO
0.1653452074634455,YES
0.09719427453276433,NO
0.18621943515708064,NO
0.31429055667688716,NO
0.3894303807220007,NO
0.15130579480147302,NO
0.19856401090858672,YES
0.3474446481672651,NO
0.45412384635533043,YES
0.3357964963098779,NO
0.4926921713942346,YES
0.11037086113122663,NO
0.11341848604841073,NO
0.1132520838790195,NO
0.06391384065451522,NO
0.10568078517171783,YES
0.07789162288337985,NO
0.07963884566198792,YES
0.0791396391538142,NO
0.08031986194782988,NO
0.5757360984854324,YES
0.25253069965949193,YES
0.4656271666949141,YES
0.19495554905012097,YES
0.06083540052077718,NO
0.13755604517510753,NO
0.23732030876847,YES
0.13197232793553462,NO
0.32450888248617177,YES
0.090870992095897,NO
0.099690307073633,NO
0.17326471811780667,NO
0.23792120549127166,NO
0.1618723325578171,NO
0.25439193873934957,YES
0.35776158266952235,NO
0.7023126820023731,YES
0.28454462813737436,NO
0.6541854767884384,YES
0.14955857202286493,NO
0.1007719211746761,NO
0.22757037425080512,NO
0.09137019860407072,NO
0.18547062539482,YES
0.17041122906491232,NO
0.1743216800456066,YES
0.05326410181347552,NO
0.135257230020184,NO
0.0787082261220591,NO
0.13919541469577681,NO
0.020051461411645072,NO
0.04343096621111506,NO
0.0439301727192888,NO
0.0,NO
0.19487234796542535,NO
0.07122012849945306,NO
0.02912037964346796,NO
0.06674267753416639,NO
0.5464462351509176,YES
0.44432768901283465,YES
0.29145339968876643,YES
0.02753955903425112,NO
0.05377871592992621,NO
0.03011879265981543,NO
0.007987304130779783,NO
0.09285241052031495,NO
0.3360245289123771,NO
0.06396006347934613,NO
0.025792336255643047,NO
0.06358103631573274,NO
0.14748778947044056,NO
0.21185461380829862,NO
0.10126496463953902,NO
0.13894581144168996,NO
0.25178497141888667,YES
0.3891499622513598,YES
0.4392986456712326,NO
0.19378457082107148,NO
0.2626473352541485,NO
0.5240928770626936,NO
0.43783800440657605,YES
0.2526169822658429,YES
0.04434617814276691,NO
0.09018997581005506,NO
0.023561314577138198,NO
0.18927630463923095,NO
0.10200452983683347,NO
0.0889419595396207,NO
0.09376762245196682,NO
0.23505847187341117,YES
0.21377748332126414,NO
0.6694913948507775,YES
0.7467358981865246,NO
0.45945487881916103,YES
0.22166617875907124,NO
0.060570389658413354,NO
0.1680692726068133,NO
0.07646179683527728,NO
0.22757345577246046,NO
0.08087145432414529,NO
0.18619170146218209,NO
0.8702001448315181,NO
0.013826787667750341,NO
0.005522086806465036,NO
0.46449624824738467,YES
0.21933346686593852,YES
0.4036423585966752,YES
0.08687734003050708,YES
0.020649276612791402,NO
0.08322573686886586,NO
0.1609417130178883,YES
0.07148513936181689,NO
0.18722709273839427,YES
0.062083416791211515,NO
0.14370368087761742,NO
0.2306734665577863,NO
0.32969200191054354,NO
0.02700337426621266,NO
0.18666625579711266,YES
0.22680307535861216,NO
0.519935904349568,YES
0.2967751875876309,NO
0.507169160131273,YES
0.045474015068640905,NO
0.01141395621157728,NO
0.081386068440596,NO
0.010249141025838564,NO
0.09228541053572256,YES
0.04644161286843444,NO
0.07231715020877312,YES
0.43640817835847356,YES
0.17066391384065452,YES
0.49928662773677657,NO
0.18563086452090047,NO
0.2703018350461458,NO
0.561283761921637,NO
0.35214088717008474,YES
0.49681216584749566,YES
0.05624393325424097,NO
0.04842303129285243,NO
0.05992018858912532,NO
0.12887231715020883,NO
0.1086606166124833,NO
0.07804261744449413,NO
0.07363295995562612,NO
0.07389797081798993,YES
0.22783846663482438,NO
0.7882193427114311,YES
0.7434910558833953,NO
0.43216492303899673,YES
0.18089764725821614,NO
0.015475401753385833,NO
0.19652404357271624,NO
0.06914010138206247,NO
0.20910281497003222,NO
0.12355361077299976,NO
0.21173443446373827,NO
0.8634608569711726,NO
0.08221807928755222,NO
0.1110826926336225,NO
0.04625980309076623,NO
0.2520407377162844,NO
0.673811688211639,NO
0.08121966627120476,NO
0.04552640093678259,NO
0.051516879034867444,NO
0.13904442013466253,NO
0.4790780087207065,YES
0.04952005300217249,NO
0.8821040629863027,YES
0.16432214227385492,NO
0.19803398918385906,NO
0.17214304423524343,NO
0.08145386191701465,NO
0.06100180269016843,NO
0.27123861762938545,NO
0.07471457405666922,NO
0.1362001756467344,NO
0.7681247399966106,NO
0.20456373357163773,YES
0.08937337257137576,YES
0.11075605133815081,YES
0.30902731768947517,YES
0.7563933870545277,NO
0.05992018858912532,YES
0.06281681894519517,NO
0.44922114540159946,YES
0.18930095681247402,YES
0.44520592268462184,NO
0.18804369597707354,NO
0.2490023573640664,NO
0.5286689367209528,NO
0.3015546276751461,YES
0.5230205075266168,YES
0.04259895536415885,NO
0.05358149854398103,NO
0.03287983606304795,NO
0.13195075728394687,NO
0.10233733417561597,NO
0.08627952482936077,NO
0.08553071506710018,NO
0.08413170423555154,YES
0.20803660847726618,NO
0.833896738209328,YES
0.7461534905936553,NO
0.44630910743725266,YES
0.20028349999229622,NO
0.003494445557216154,NO
0.17131411490994258,NO
0.06980571005962748,NO
0.2053587661587292,NO
0.08253547601805775,NO
0.18477728302235652,NO
0.8598000092445652,NO
0.0975270788715468,NO
0.10725544273762386,NO
0.08727793784570825,NO
0.21959231468499152,NO
0.6808005793260713,NO
0.10776081228910839,NO
0.10642959493397844,NO
0.07056992743016502,NO
0.12506663790579794,NO
0.45311927029567217,YES
0.09070458992650574,NO
0.9532409904010603,YES
0.16665177264533232,NO
0.17764972343343152,NO
0.14485308845507916,NO
0.03095080350677165,NO
0.06008659075851658,NO
0.20501055421166978,NO
0.03161641218433664,NO
0.15400520777159768,NO
0.7086359644392404,NO
0.18334745697425392,YES
0.06657627536477514,YES
0.0821348782028566,YES
0.3759209897847558,YES
0.802902793399381,NO
0.07497958491903306,YES
0.05133506925719923,NO
