UPPERTRACED_MAX_SINGLE_LSA_MEDIAN.csv,Associated
0.1282751714107625,NO
0.2789443901932267,NO
0.20582855807188866,YES
0.3481984728859339,NO
0.16546240390608769,YES
0.3382396322460004,NO
0.6018,NO
0.3913341886557241,NO
0.47517482858923754,NO
0.5525,NO
0.3801192603365885,NO
0.3261673488468731,NO
0.1927397465198421,NO
0.3822465925618118,NO
0.4102288281736963,YES
0.57225,YES
0.3913828485352172,YES
0.38877835030126745,YES
0.47958928942447543,NO
0.5128832432993975,YES
0.22601395179721584,NO
0.29745000000000005,NO
0.3936693018907127,NO
0.39139954290463336,NO
0.40766851236235196,NO
0.44817648036567637,NO
0.5085832848535218,NO
0.46166223768959075,NO
0.09982517141076253,NO
0.2888943901932267,NO
0.27777855807188867,YES
0.36314847288593394,NO
0.12991240390608766,YES
0.2788396322460004,NO
0.53675,NO
0.3220341886557241,NO
0.5505248285892376,NO
0.56635,NO
0.43486926033658846,NO
0.4255173488468731,NO
0.1453897465198421,NO
0.47374659256181184,NO
0.5183788281736963,YES
0.6648000000000001,YES
0.5433828485352172,YES
0.3225283503012674,YES
0.4558392894244754,NO
0.5636832432993975,YES
0.24576395179721583,NO
0.32195000000000007,NO
0.36516930189071267,NO
0.3770495429046334,NO
0.42641851236235195,NO
0.47872648036567633,NO
0.4957832848535218,NO
0.47891223768959074,NO
0.11167517141076252,NO
0.2665443901932267,NO
0.2853285580718886,YES
0.33734847288593395,NO
0.1472624039060877,YES
0.3248896322460004,NO
0.60205,NO
0.3900341886557241,NO
0.4734248285892375,NO
0.57075,NO
0.37786926033658846,NO
0.33086734884687313,NO
0.1755397465198421,NO
0.40279659256181183,NO
0.5181788281736963,YES
0.6747,YES
0.43628284853521715,YES
0.36712835030126745,YES
0.4696392894244754,NO
0.5301832432993975,YES
0.21786395179721585,NO
0.28635000000000005,NO
0.3624193018907127,NO
0.33339954290463336,NO
0.45361851236235196,NO
0.4477264803656763,NO
0.4473832848535218,NO
0.42496223768959074,NO
0.07807517141076252,NO
0.25004439019322666,NO
0.32622855807188866,YES
0.27629847288593395,NO
0.16046240390608768,YES
0.3181896322460004,NO
0.6024,NO
0.3919341886557241,NO
0.4909748285892375,NO
0.55175,NO
0.3933192603365885,NO
0.31926734884687313,NO
0.1650397465198421,NO
0.4086965925618118,NO
0.4848788281736963,YES
0.66515,YES
0.45333284853521716,YES
0.29622835030126743,YES
0.42808928942447544,NO
0.4864332432993975,YES
0.20896395179721583,NO
0.48015891335965094,NO
0.52255,NO
0.75475,YES
0.57155,YES
0.56135,YES
0.64235,YES
0.61185,NO
0.4658305111157283,NO
0.6633,YES
0.3616544982339498,NO
0.66445,YES
0.3862660191148972,NO
0.60655,NO
0.5570356118844796,NO
0.5737,NO
0.5451,NO
0.3723177747766466,YES
0.54375,NO
0.6184499999999999,YES
0.5459368065655517,NO
0.5660499999999999,YES
0.56355,NO
0.38780801994597963,NO
0.65125,NO
0.5262892167047579,NO
0.66995,YES
0.6258,NO
0.60405,YES
0.2845791294410971,NO
0.5097206627882818,NO
0.44642359235404117,YES
0.14992549345522543,NO
0.15933882194057758,NO
0.5046983897776854,YES
0.47962134843133186,NO
0.2811122065239975,NO
0.7724,YES
0.15850644088925825,NO
0.5918424371493871,YES
0.15452175358404321,NO
0.43444454602119265,NO
0.4549765115312695,NO
0.38655541242468316,NO
0.4605779139829628,NO
0.1556770205692915,NO
0.3162120714730937,NO
0.3688775088302514,NO
0.25362209640556826,NO
0.2265934032827758,NO
0.2633771348431332,NO
0.3014896322460004,NO
0.3893161333887388,NO
0.222486193642219,NO
0.4992262829835862,YES
0.4214301579056722,NO
0.46683525867442344,YES
0.4301451693330563,NO
0.49435832121338047,NO
0.62375,YES
0.6396999999999999,YES
0.6116,YES
0.4294220756285062,YES
0.4431168605859132,NO
0.4362805111157283,NO
0.6060314460835238,YES
0.6164000000000001,NO
0.6024548514440059,YES
0.55475,NO
0.61825,NO
0.58242876584251,NO
0.6024,NO
0.4787006856430502,NO
0.4124177747766466,YES
0.479247309370455,NO
0.635,YES
0.5612,NO
0.59565,YES
0.61985,NO
0.5995246519842096,NO
0.6467499999999999,NO
0.524039216704758,NO
0.6214999999999999,YES
0.5659533243299398,NO
0.599,YES
0.3253591107417411,NO
0.46257217951381674,NO
0.5808150114273842,YES
0.13064103469769373,NO
0.15366338042800748,NO
0.70985,YES
0.33747821525036364,NO
0.2628183045917307,NO
0.6059525659671723,YES
0.11861281944733014,NO
0.7464999999999999,YES
0.23304309162684397,NO
0.395703012674008,NO
0.4824604820278413,NO
0.4048535321005611,NO
0.270185694992728,NO
0.2987863910243092,NO
0.2776407853729483,NO
0.5130878973613131,NO
0.31286438811552053,NO
0.3392065136089757,NO
0.23093947641803447,NO
0.20117527529607315,NO
0.42920749013089554,NO
0.4650018699355911,NO
0.5746235196343238,YES
0.6313608144608354,NO
0.5287690317889051,YES
0.4135951693330563,NO
0.48535832121338046,NO
0.5272,YES
0.59835,YES
0.56255,YES
0.34507207562850617,YES
0.40091686058591325,NO
0.4174805111157283,NO
0.5262814460835238,YES
0.5576,NO
0.4937548514440059,YES
0.5497,NO
0.5855,NO
0.56602876584251,NO
0.58925,NO
0.4875006856430502,NO
0.4052677747766466,YES
0.487847309370455,NO
0.57665,YES
0.56735,NO
0.5606,YES
0.5075,NO
0.5296746519842096,NO
0.5349,NO
0.483789216704758,NO
0.5336,YES
0.48690332432993977,NO
0.53185,YES
0.6512,YES
0.5231650322044464,YES
0.22912364429669643,NO
0.2979485144400582,NO
0.4169142634531478,NO
0.0753,NO
0.3869969042177437,YES
0.68465,YES
0.15112665697070435,NO
0.17331450238936214,NO
0.300709754830667,NO
0.16756399335134012,NO
0.28782986702680247,NO
0.46037606482443394,NO
0.30058797008103055,NO
0.2878887596093912,YES
0.3734401620610846,NO
0.5085980365676294,YES
0.1091458549761064,NO
0.4303636505298151,YES
0.12948785580718888,NO
0.5215485144400582,NO
0.35743456264284235,NO
0.17634081653854145,NO
0.55965,NO
0.1635975586952005,NO
0.20672657386245585,NO
0.14833521712029918,NO
0.46865891335965093,NO
0.5336,NO
0.6534,YES
0.5577,YES
0.5401,YES
0.6583,YES
0.5434,NO
0.4464305111157283,NO
0.7727999999999999,YES
0.35985449823394977,NO
0.68855,YES
0.37156601911489723,NO
0.6521,NO
0.5755856118844797,NO
0.6012,NO
0.542,NO
0.3790177747766466,YES
0.53865,NO
0.6501,YES
0.48053680656555164,NO
0.59845,YES
0.56765,NO
0.3949080199459797,NO
0.65115,NO
0.5251392167047579,NO
0.6483,YES
0.63105,NO
0.68155,YES
0.48560891335965095,NO
0.5237,NO
0.71385,YES
0.6107,YES
0.6003499999999999,YES
0.62335,YES
0.6096,NO
0.4708305111157283,NO
0.65175,YES
0.40725449823394977,NO
0.6461,YES
0.3877160191148972,NO
0.61385,NO
0.5703856118844797,NO
0.5871999999999999,NO
0.5474,NO
0.3986677747766466,YES
0.5441,NO
0.6133500000000001,YES
0.5378868065655517,NO
0.5787,YES
0.6067,NO
0.44010801994597964,NO
0.6502,NO
0.532389216704758,NO
0.65195,YES
0.61705,NO
0.60685,YES
0.49380891335965094,NO
0.55495,NO
0.763,YES
0.58115,YES
0.5998,YES
0.6648499999999999,YES
0.6134999999999999,NO
0.4936805111157283,NO
0.6686,YES
0.36805449823394976,NO
0.69505,YES
0.3844160191148972,NO
0.5741499999999999,NO
0.5253356118844796,NO
0.53145,NO
0.6017,NO
0.4067677747766466,YES
0.59875,NO
0.6711,YES
0.5281368065655516,NO
0.6257,YES
0.5877,NO
0.41285801994597965,NO
0.6809499999999999,NO
0.552039216704758,NO
0.6726,YES
0.66295,NO
0.629,YES
0.4621589133596509,NO
0.5366,NO
0.6547000000000001,YES
0.55455,YES
0.53325,YES
0.64705,YES
0.5332,NO
0.4403805111157283,NO
0.76145,YES
0.36310449823394975,NO
0.6802,YES
0.3773160191148972,NO
0.64295,NO
0.5453856118844796,NO
0.57485,NO
0.55235,NO
0.3742177747766466,YES
0.5508,NO
0.6533,YES
0.47143680656555165,NO
0.6073500000000001,YES
0.56385,NO
0.38845801994597967,NO
0.65675,NO
0.521039216704758,NO
0.651,YES
0.6184499999999999,NO
0.71315,YES
0.4477951693330563,NO
0.5214083212133804,NO
0.5514,YES
0.6783,YES
0.63255,YES
0.3958720756285062,YES
0.4284668605859132,NO
0.4402805111157283,NO
0.5679314460835239,YES
0.59855,NO
0.5283548514440058,YES
0.5709,NO
0.6244,NO
0.61592876584251,NO
0.62615,NO
0.5408006856430502,NO
0.4359677747766466,YES
0.539547309370455,NO
0.63725,YES
0.5754,NO
0.6326499999999999,YES
0.5603,NO
0.5746246519842095,NO
0.58055,NO
0.517189216704758,NO
0.576,YES
0.5273033243299398,NO
0.56035,YES
0.4502951693330563,NO
0.5276583212133805,NO
0.627,YES
0.66425,YES
0.6812,YES
0.44842207562850617,YES
0.4305168605859132,NO
0.4521805111157283,NO
0.6119314460835238,YES
0.5918,NO
0.6240048514440059,YES
0.5671,NO
0.5724,NO
0.53117876584251,NO
0.5351,NO
0.5471506856430501,NO
0.4695177747766466,YES
0.545747309370455,NO
0.7864,YES
0.5446,NO
0.7297,YES
0.58385,NO
0.5670246519842096,NO
0.64925,NO
0.533689216704758,NO
0.62395,YES
0.5829033243299397,NO
0.61725,YES
0.16765603573654686,NO
0.3473542696862664,NO
0.24259041138583004,NO
0.14394145023893623,NO
0.22172852690629544,NO
0.37186828381466863,NO
0.3137327965925618,NO
0.17243564305007272,NO
0.4251537087055891,NO
0.17020136089756904,NO
0.27938089549137757,NO
0.2811996260128818,NO
0.5277365987949305,YES
0.6609202576355704,YES
0.647398649490962,YES
0.2598354248909205,NO
0.28508251610222324,NO
0.15334470184915855,NO
0.08695930812383128,NO
0.29841017037190937,NO
0.18118647413255765,NO
0.2011055370870559,NO
0.22663292125493462,NO
0.12487411178059424,NO
0.3710662061084563,NO
0.41444945979638487,NO
0.23414536671514646,NO
0.3073069291502181,NO
0.56195,YES
0.6435650322044464,YES
0.18502364429669643,NO
0.3031985144400582,NO
0.3846642634531478,NO
0.03115,NO
0.43179690421774364,YES
0.56245,YES
0.12932665697070433,NO
0.21136450238936216,NO
0.25150975483066695,NO
0.22326399335134012,NO
0.26432986702680245,NO
0.4555760648244339,NO
0.3063879700810306,NO
0.39943875960939124,YES
0.3557901620610846,NO
0.47839803656762936,YES
0.1129458549761064,NO
0.46786365052981516,YES
0.15448785580718888,NO
0.5286985144400582,NO
0.3319845626428423,NO
0.18109081653854145,NO
0.5474,NO
0.1250975586952005,NO
0.17277657386245585,NO
0.14323521712029919,NO
0.4110451693330563,NO
0.4827083212133805,NO
0.56015,YES
0.6443,YES
0.64395,YES
0.38347207562850616,YES
0.4063668605859132,NO
0.4195305111157283,NO
0.5660314460835238,YES
0.55545,NO
0.5415048514440058,YES
0.5498,NO
0.59885,NO
0.56567876584251,NO
0.5902499999999999,NO
0.4661006856430502,NO
0.4288177747766466,YES
0.467047309370455,NO
0.6768000000000001,YES
0.55195,NO
0.64135,YES
0.5213,NO
0.5133246519842096,NO
0.5614,NO
0.484939216704758,NO
0.56795,YES
0.5084033243299398,NO
0.5559499999999999,YES
0.6729,YES
0.5122650322044464,YES
0.22107364429669643,NO
0.2982985144400582,NO
0.3892642634531478,NO
0.0535,NO
0.38029690421774365,YES
0.7092,YES
0.13647665697070435,NO
0.18626450238936215,NO
0.27335975483066693,NO
0.18696399335134012,NO
0.26832986702680245,NO
0.4490260648244339,NO
0.2942879700810306,NO
0.3025887596093912,YES
0.3642401620610846,NO
0.5497480365676294,YES
0.11099585497610641,NO
0.45146365052981513,YES
0.12998785580718888,NO
0.5015985144400582,NO
0.3490845626428423,NO
0.17669081653854146,NO
0.5363,NO
0.1507475586952005,NO
0.18812657386245585,NO
0.1391852171202992,NO
0.31190000000000007,NO
0.35966930189071267,NO
0.32894954290463335,NO
0.41771851236235197,NO
0.4234264803656763,NO
0.4659332848535218,NO
0.43456223768959074,NO
0.09492517141076252,NO
0.2750443901932267,NO
0.21232855807188866,YES
0.2881984728859339,NO
0.14126240390608769,YES
0.3327896322460004,NO
0.6315,NO
0.4148841886557241,NO
0.5192248285892376,NO
0.54915,NO
0.43501926033658844,NO
0.3371673488468731,NO
0.1835397465198421,NO
0.40874659256181184,NO
0.3776288281736963,YES
0.5662,YES
0.3753828485352172,YES
0.32972835030126746,YES
0.4282392894244754,NO
0.4785332432993975,YES
0.21896395179721584,NO
0.6806,YES
0.5234650322044464,YES
0.18857364429669643,NO
0.29974851444005823,NO
0.37646426345314776,NO
0.0339,NO
0.34989690421774367,YES
0.72495,YES
0.12827665697070434,NO
0.18936450238936214,NO
0.25710975483066695,NO
0.1888139933513401,NO
0.2645298670268025,NO
0.4539760648244339,NO
0.30143797008103057,NO
0.30873875960939123,YES
0.3523401620610846,NO
0.5771980365676294,YES
0.11259585497610641,NO
0.45996365052981514,YES
0.14163785580718888,NO
0.49439851444005817,NO
0.3339345626428423,NO
0.17709081653854147,NO
0.53405,NO
0.1260975586952005,NO
0.17192657386245586,NO
0.1369852171202992,NO
0.32110000000000005,NO
0.3573693018907127,NO
0.35359954290463336,NO
0.39821851236235195,NO
0.42762648036567635,NO
0.4818832848535218,NO
0.47116223768959076,NO
0.10637517141076253,NO
0.2666443901932267,NO
0.19672855807188866,YES
0.31294847288593397,NO
0.18401240390608767,YES
0.3341896322460004,NO
0.61925,NO
0.3984841886557241,NO
0.48887482858923753,NO
0.5486,NO
0.3952192603365885,NO
0.3112673488468731,NO
0.1942397465198421,NO
0.37299659256181183,NO
0.36487882817369627,YES
0.5525,YES
0.3581828485352172,YES
0.3699283503012675,YES
0.4561892894244754,NO
0.4875832432993975,YES
0.21206395179721585,NO
