UPPERTRACED_RFUNDER_SINGLE_VSM_SUM.csv,Associated
0.6872920825016634,YES
0.5051230871590154,NO
0.20432468396540251,NO
0.5158349966733201,NO
0.9645375914836992,YES
0.6276114437791086,YES
0.5674650698602796,YES
0.6885562208915503,YES
0.8076513639387892,NO
0.09760479041916167,NO
0.7829673985362609,YES
0.43087159015302734,NO
0.7844976713240188,YES
0.08389886892880905,NO
0.8005988023952098,NO
0.6385894876912842,NO
0.577245508982036,NO
0.06679973386560213,NO
0.585163007318696,YES
0.09827012641383899,NO
0.7565535595475716,YES
0.7938123752495011,NO
0.733399866932801,YES
0.583699268130406,NO
0.4991350632069195,NO
0.6005988023952097,NO
0.6188955422488357,NO
0.6055222887558217,YES
0.36713240186294077,NO
0.7041250831669995,YES
0.11317365269461079,NO
0.1895542248835662,NO
0.25928143712574847,YES
0.13692614770459083,NO
0.16879574184963408,NO
0.6095143047238856,YES
0.5475049900199601,NO
0.06646706586826348,NO
0.5489021956087825,YES
0.12055888223552894,NO
0.8904191616766468,YES
0.09514304723885561,NO
0.869328010645376,NO
0.4527611443779108,NO
0.16966067864271456,NO
0.11390552228875583,NO
0.7845642049234864,NO
0.08649367930805058,NO
0.23785761809713907,NO
0.16986027944111778,NO
0.18223552894211578,NO
0.12594810379241517,NO
0.11217564870259482,NO
0.47032601463739193,NO
0.3206254158349967,NO
0.8979374584165004,YES
0.7292747837658019,NO
0.6637391882900866,YES
0.046573519627411845,NO
0.037658017298735864,NO
0.8234863606121092,YES
0.5652694610778444,YES
0.7341317365269462,YES
0.5665335994677313,YES
0.24850299401197606,NO
0.025016633399866935,NO
0.8383898868928811,YES
0.1483699268130406,NO
0.7125748502994013,YES
0.08629407850964738,NO
0.337125748502994,NO
0.383433133732535,NO
0.42914171656686634,NO
0.023819028609447776,NO
0.6850964737192282,YES
0.022887558216899535,NO
0.79853626081171,YES
0.4208915502328676,NO
0.7528276779773787,YES
0.5255489021956089,NO
0.7127744510978045,NO
0.8474384564204925,NO
0.15016633399866933,NO
0.6741184298070527,YES
0.7891550232867599,NO
0.7772455089820359,YES
0.10898203592814372,NO
0.1029940119760479,NO
0.29161676646706586,YES
0.11071190951430472,NO
0.10319361277445109,NO
0.3326014637391883,YES
0.10532268795741849,NO
0.10858283433133732,NO
0.8809048569527613,YES
0.09926813040585496,NO
0.5144377910844977,YES
0.09035262807717898,NO
0.7415834996673322,NO
0.2424484364604125,NO
0.0784431137724551,NO
0.11157684630738522,NO
0.18017298735861612,NO
0.10352628077178976,NO
0.7890219560878244,NO
0.13998669328010646,NO
0.17065868263473052,NO
0.14105123087159016,NO
0.11084497671324019,NO
0.8518296739853627,NO
0.5230871590153028,NO
0.38735861610113115,YES
0.8440452428476382,NO
0.21563539587491687,YES
0.024550898203592818,NO
0.02568196939454425,NO
0.6950099800399202,YES
0.5102461743180307,YES
0.6688622754491018,YES
0.4542914171656687,YES
0.19234863606121091,NO
0.0,NO
0.7322687957418498,YES
0.07012641383898868,NO
0.5679308050565536,YES
0.07957418496340653,NO
0.2935462408516301,NO
0.3616101131071191,NO
0.411643379906853,NO
0.03552894211576847,NO
0.6755821689953426,YES
0.034331337325349306,NO
0.7208915502328677,YES
0.4290751829673986,NO
0.706187624750499,YES
0.3760479041916168,NO
0.619827012641384,NO
0.6986027944111778,NO
0.09660678642714571,NO
0.5571523619427813,YES
0.6839654025282769,NO
0.6878908848968731,YES
0.5339986693280108,YES
0.6842315369261478,YES
0.3550232867598137,NO
0.1164337990685296,NO
0.09055222887558217,NO
0.09367930805056554,NO
0.8180971390552231,YES
0.2458416500332668,YES
0.08689288090485695,NO
0.4630738522954092,NO
0.09441117764471058,NO
0.038057218895542255,NO
0.13526280771789756,NO
0.09993346640053227,NO
0.09634065202927479,NO
0.7149700598802397,YES
0.05668662674650699,NO
0.5137059214903528,YES
0.017431803060545578,NO
0.7243512974051898,YES
0.018562874251497004,NO
0.061343978709248174,NO
0.055156353958749176,NO
0.07724550898203593,NO
0.07285429141716566,NO
0.1383233532934132,NO
0.09328010645375914,NO
0.059747172322022625,NO
0.18902195608782435,NO
0.5305389221556888,NO
0.8296739853626082,YES
0.609181636726547,YES
0.5391882900864938,YES
0.7097804391217566,YES
0.7165668662674651,NO
0.07178975382568197,NO
0.9286759813705923,YES
0.428476380572189,NO
0.8165668662674651,YES
0.06433799068529607,NO
0.8612109115103128,NO
0.6632734530938125,NO
0.6138389886892882,NO
0.0626746506986028,NO
0.5940785096473721,YES
0.0914836992681304,NO
0.7986693280106454,YES
0.7067864271457087,NO
0.776513639387891,YES
0.5891550232867598,NO
0.5085828343313374,NO
0.6004657351962742,NO
0.617365269461078,NO
0.5767132401862941,YES
0.3741184298070526,NO
0.8072521623419828,YES
0.2115768463073852,NO
0.517365269461078,NO
0.9101131071190952,YES
0.6797072521623422,YES
0.6193612774451098,YES
0.6632734530938125,YES
0.8046573519627414,NO
0.1042581503659348,NO
0.767598137059215,YES
0.4915502328675982,NO
0.7600798403193615,YES
0.08582834331337325,NO
0.8103127079174984,NO
0.6563539587491684,NO
0.5952095808383234,NO
0.06986027944111776,NO
0.6202262142381905,YES
0.09873586161011311,NO
0.7497671324018631,YES
0.7831004657351964,NO
0.7502328675981371,YES
0.641117764471058,NO
0.5687292082501665,NO
0.5992015968063873,NO
0.6270126413838989,NO
0.5815701929474385,YES
0.35548902195608784,NO
0.7078509647371924,YES
0.22248835662009317,NO
0.55894876912841,NO
0.975515635395875,YES
0.640385894876913,YES
0.6186294078509648,YES
0.7184963406520295,YES
0.8098469727212242,NO
0.13466400532268796,NO
0.7900199600798404,YES
0.4393878908848969,NO
0.8252162341982702,YES
0.08143712574850298,NO
0.7574850299401198,NO
0.5964071856287425,NO
0.5210246174318031,NO
0.14211576846307386,NO
0.6310046573519629,YES
0.17145708582834332,NO
0.8266134397870926,YES
0.7701264138389888,NO
0.8127744510978046,YES
0.6158349966733201,NO
0.5324683965402529,NO
0.640119760479042,NO
0.6531603459747173,NO
0.6090485695276115,YES
0.4165668662674651,NO
0.7373253493013973,YES
0.1803725881570193,NO
0.5345309381237526,NO
0.8314038589487691,YES
0.60499001996008,YES
0.5300731869594146,YES
0.6948103792415171,YES
0.702994011976048,NO
0.06373918829008648,NO
0.9135728542914173,YES
0.4328010645375916,NO
0.805455755156354,YES
0.07198935462408516,NO
0.849035262807718,NO
0.6230871590153028,NO
0.5787757817697938,NO
0.07644710578842316,NO
0.5876912840984698,YES
0.10765136393878909,NO
0.8029274783765804,YES
0.6946773120425817,NO
0.7883566200931472,YES
0.5840984697272124,NO
0.5000000000000001,NO
0.6079174983366601,NO
0.611909514304724,NO
0.5803060545575516,YES
0.35735196274118425,NO
0.849301397205589,YES
0.07005988023952095,NO
0.07365269461077843,NO
0.7272122421823022,YES
0.6166333998669328,YES
0.7620093147039256,YES
0.5218895542248837,YES
0.2290086493679308,NO
0.030339321357285433,NO
0.7876912840984698,YES
0.12461743180306054,NO
0.6139720558882237,YES
0.10778443113772455,NO
0.34530938123752497,NO
0.4280106453759149,NO
0.4607451763140386,NO
0.10645375914836994,NO
0.7164337990685297,YES
0.10312707917498337,NO
0.8015302727877579,YES
0.43978709248170333,NO
0.8020625415834998,YES
0.446307385229541,NO
0.6796407185628742,NO
0.7593479707252163,NO
0.14105123087159016,NO
0.6135728542914173,YES
0.7377245508982037,NO
0.7258150365934798,YES
0.07338656021290751,NO
0.08196939454424484,NO
0.8278110445775118,YES
0.5979374584165004,YES
0.826746506986028,YES
0.5918163672654692,YES
0.2317365269461078,NO
0.04617431803060546,NO
0.8462408516300733,YES
0.11563539587491685,NO
0.7412508316699934,YES
0.10272787757817699,NO
0.2761144377910846,NO
0.3152361942781105,NO
0.3395874916833001,NO
0.11490352628077179,NO
0.7610778443113773,YES
0.11137724550898204,NO
1.0,YES
0.39880239520958083,NO
0.931204258150366,YES
0.47764471057884234,NO
0.6695276114437791,NO
0.850765136393879,NO
0.16300731869594148,NO
0.6773785761809715,YES
0.8117099135063208,NO
0.8015302727877579,YES
0.06600133067198936,NO
0.019693945442448436,NO
0.11862940785096474,NO
0.1337325349301397,NO
0.3378576180971391,NO
0.05715236194278111,NO
0.24384564204923487,NO
0.02907518296739854,NO
0.3389221556886228,NO
0.1924817032601464,NO
0.44491017964071855,NO
0.06347305389221557,NO
0.2812375249500998,YES
0.41051230871590155,YES
0.4484364604125083,YES
0.044444444444444446,NO
0.1538922155688623,NO
0.04650698602794411,NO
0.028809048569527616,NO
0.4759148369926813,NO
0.07132401862940785,NO
0.024284763805721893,NO
0.04304723885562209,NO
0.0675981370592149,NO
0.2224218230206254,NO
0.10558882235528944,NO
0.03612774451097805,NO
0.25329341317365267,NO
0.4152361942781105,YES
0.8444444444444444,YES
0.2963406520292748,NO
0.1234198270126414,NO
0.047638057218895545,NO
0.03493013972055889,NO
0.8777112441783101,YES
0.08323353293413173,YES
0.05788423153692616,NO
0.5137059214903528,NO
0.028942115768463075,NO
0.11217564870259482,NO
0.10399201596806387,NO
0.09354624085163007,NO
0.10405854956753162,NO
0.863406520292748,YES
0.033200266134397874,NO
0.473519627411843,YES
0.02248835662009315,NO
0.7742514970059882,YES
0.05182967398536261,NO
0.07085828343313373,NO
0.021290751829673986,NO
0.08356620093147038,NO
0.056553559547571526,NO
0.08709248170326014,NO
0.04810379241516967,NO
0.052960745176314036,NO
0.02115768463073852,NO
0.022155688622754494,NO
0.7388556220891551,YES
0.5713905522288757,YES
0.7771789753825683,YES
0.5053892215568863,YES
0.19960079840319364,NO
0.0027278775781769786,NO
0.785163007318696,YES
0.06726546906187625,NO
0.6314703925482369,YES
0.07970725216234198,NO
0.3113107119095143,NO
0.36114437791084497,NO
0.4129740518962076,NO
0.007052561543579508,NO
0.7069194943446442,YES
0.006653359946773121,NO
0.8541583499667333,YES
0.40858283433133735,NO
0.813639387890885,YES
0.3944111776447106,NO
0.5980705256154358,NO
0.7338656021290753,NO
0.09813705921490352,NO
0.6028609447771126,YES
0.7125748502994013,NO
0.7199600798403194,YES
0.5628742514970061,YES
0.6697272122421823,YES
0.344311377245509,NO
0.11689953426480372,NO
0.05375914836992682,NO
0.06467065868263473,NO
0.809181636726547,YES
0.27850964737192285,YES
0.06739853626081171,NO
0.4803060545575516,NO
0.05801729873586161,NO
0.06387225548902196,NO
0.10931470392548237,NO
0.08483033932135729,NO
0.08795741849634066,NO
0.7345309381237525,YES
0.044444444444444446,NO
0.5684630738522956,YES
0.01989354624085163,NO
0.7524284763805723,YES
0.01922821024617432,NO
0.03479707252162342,NO
0.04404524284763806,NO
0.07771124417831005,NO
0.0417831004657352,NO
0.12122421823020627,NO
0.06852960745176313,NO
0.04757152361942781,NO
0.28210246174318027,NO
0.15043246839654026,NO
0.3055888223552894,NO
0.7697937458416501,NO
0.581703260146374,NO
0.3877578176979375,NO
0.5521623419827013,NO
0.05129740518962077,NO
0.40738522954091816,NO
0.6534264803725882,YES
0.5487025948103793,NO
0.6363938789088491,YES
0.31350632069194945,NO
0.34145043246839657,NO
0.1600798403193613,NO
0.12082501663339987,NO
0.7042581503659349,NO
0.1104457751164338,NO
0.740851630073187,NO
0.1313373253493014,NO
0.6667332002661345,NO
0.6073852295409183,YES
0.4674650698602794,YES
0.4446440452428477,YES
0.6805721889554226,YES
0.47105788423153694,NO
0.676779773785762,YES
0.5184298070525617,NO
0.5731204258150366,YES
0.6846307385229542,YES
0.3010645375914837,NO
0.11882900864936793,NO
0.03672654690618763,NO
0.038589487691284105,NO
0.7687292082501664,YES
0.2994677312042582,YES
0.05648702594810381,NO
0.48443113772455093,NO
0.03639387890884897,NO
0.06633399866932801,NO
0.1042581503659348,NO
0.09141716566866268,NO
0.09747172322022624,NO
0.7427145708582836,YES
0.028609447771124417,NO
0.60499001996008,YES
0.022022621423819028,NO
0.7637391882900867,YES
0.03473053892215569,NO
0.025216234198270127,NO
0.023885562208915502,NO
0.07824351297405191,NO
0.03878908848968729,NO
0.08842315369261476,NO
0.046972721224218236,NO
0.04464404524284764,NO
0.29434464404524285,NO
0.14737192282102463,NO
0.3383898868928809,NO
0.7438456420492349,NO
0.5872920825016634,NO
0.4089820359281437,NO
0.6008649367930806,NO
0.0665335994677312,NO
0.3962075848303393,NO
0.6326679973386561,YES
0.5816367265469062,NO
0.6932801064537593,YES
0.3153692614770459,NO
0.3251497005988024,NO
0.13825681969394543,NO
0.08043912175648701,NO
0.7035262807717898,NO
0.05748502994011976,NO
0.7063872255489022,NO
0.14557551563539586,NO
0.6191616766467066,NO
0.5904191616766468,YES
0.4492348636061211,YES
0.42175648702594815,YES
0.7340652029274785,YES
0.5082501663339987,NO
0.6888223552894214,YES
0.5092481703260148,NO
