LOWERTRACED_MAX_SINGLE_LSA_MEDIAN.csv,Associated
0.4770604952196799,YES
0.3477783381673649,NO
0.3236283381673649,NO
0.32347833816736493,NO
0.17403425179933402,NO
0.5525,NO
0.175384251799334,NO
0.55565,NO
0.260184251799334,NO
0.54945,NO
0.4486604952196799,YES
0.4269604952196799,YES
0.44976049521967987,YES
0.5101104952196799,YES
0.45959901708024486,NO
0.4375604952196799,YES
0.4058990170802449,NO
0.54745,NO
0.56695,NO
0.35133827478783974,NO
0.2619551133311849,NO
0.23540511333118486,NO
0.34328827478783974,NO
0.56695,NO
0.54835,NO
0.34923827478783975,NO
0.4375402943388119,YES
0.3565382747878397,NO
0.3529402943388119,YES
0.198895042432055,NO
0.169095042432055,NO
0.164695042432055,NO
0.602,NO
0.22995511333118485,NO
0.58275,NO
0.31860511333118485,NO
0.56545,NO
0.30455511333118485,NO
0.4682402943388119,YES
0.4309402943388119,YES
0.5131902943388119,YES
0.35529029433881193,YES
0.3358382747878398,NO
0.3997902943388119,YES
0.32563827478783974,NO
0.29458401009775487,NO
0.26108401009775484,NO
0.34697860672467506,NO
0.6171,NO
0.6023499999999999,NO
0.34047860672467506,NO
0.30683401009775485,NO
0.28283401009775483,NO
0.33687860672467507,NO
0.5311897679664841,YES
0.34072860672467503,NO
0.45638976796648406,YES
0.26755756794499946,NO
0.25700756794499946,NO
0.2553075679449994,NO
0.24753401009775486,NO
0.57075,NO
0.24838401009775485,NO
0.56035,NO
0.31823401009775487,NO
0.5700000000000001,NO
0.554139767966484,YES
0.526939767966484,YES
0.49218976796648406,YES
0.4859897679664841,YES
0.35962860672467506,NO
0.45238976796648406,YES
0.30772860672467506,NO
0.39890236867547535,NO
0.39825236867547537,NO
0.39270447953593296,NO
0.48300447953593295,NO
0.410054479535933,NO
0.381454479535933,NO
0.39280236867547536,NO
0.38915236867547537,NO
0.40975447953593297,NO
0.71985,YES
0.36905447953593296,NO
0.61735,YES
0.3984663336556021,NO
0.3949663336556021,NO
0.3948163336556021,NO
0.40500236867547534,NO
0.390454479535933,NO
0.40375236867547537,NO
0.387454479535933,NO
0.44765236867547537,NO
0.41460447953593293,NO
0.6686,YES
0.66515,YES
0.657,YES
0.56285,YES
0.40745447953593295,NO
0.5564,YES
0.38820447953593296,NO
0.2774805081104308,NO
0.2465805081104308,NO
0.75475,YES
0.57155,YES
0.56135,YES
0.64235,YES
0.3358805081104308,NO
0.2772805081104308,NO
0.6633,YES
0.19694363519174996,NO
0.66445,YES
0.20119363519174996,NO
0.3735496777312278,NO
0.3417996777312279,NO
0.34069967773122783,NO
0.2691305081104308,NO
0.54965,YES
0.2677805081104308,NO
0.6184499999999999,YES
0.3304805081104308,NO
0.5660499999999999,YES
0.21179363519174996,NO
0.18824363519174997,NO
0.29949363519175,NO
0.20824363519174996,NO
0.66995,YES
0.27404363519174996,NO
0.60405,YES
0.5614292136641958,NO
0.5488292136641958,NO
0.67975,YES
0.41497585132667314,NO
0.3839258513266731,NO
0.70795,YES
0.5628292136641958,NO
0.5263292136641958,NO
0.7724,YES
0.1912138253303255,NO
0.71905,YES
0.1721138253303255,NO
0.4898731120421098,NO
0.4868231120421098,NO
0.45907311204210977,NO
0.5569792136641958,NO
0.4166758513266731,NO
0.5413792136641958,NO
0.4908258513266731,NO
0.5440292136641958,NO
0.43902585132667316,NO
0.1952638253303255,NO
0.18491382533032547,NO
0.2840638253303255,NO
0.19156382533032548,NO
0.6897,YES
0.26366382533032545,NO
0.6436999999999999,YES
0.18572661940058008,NO
0.16402661940058008,NO
0.62375,YES
0.5622480717585132,YES
0.5341480717585133,YES
0.61065,YES
0.2074766194005801,NO
0.1695266194005801,NO
0.63995,YES
0.4423211515737458,NO
0.6304,YES
0.3806711515737458,NO
0.19613161993769473,NO
0.18093161993769474,NO
0.18028161993769473,NO
0.1686266194005801,NO
0.5122980717585133,YES
0.1679266194005801,NO
0.5575480717585133,YES
0.2070266194005801,NO
0.5181980717585133,YES
0.4457711515737458,NO
0.4314711515737458,NO
0.4726711515737458,NO
0.3836711515737458,NO
0.6214999999999999,YES
0.4238711515737458,NO
0.599,YES
0.5818,NO
0.5823,NO
0.634376565689118,YES
0.3563887528198518,NO
0.3507387528198518,NO
0.6501765656891181,YES
0.58405,NO
0.5765,NO
0.6772265656891181,YES
0.20378832312815554,NO
0.686826565689118,YES
0.19708832312815555,NO
0.3645901600601569,NO
0.32949016006015686,NO
0.31624016006015687,NO
0.58875,NO
0.37358875281985177,NO
0.5827,NO
0.44613875281985177,NO
0.5451,NO
0.40143875281985175,NO
0.23518832312815555,NO
0.21248832312815555,NO
0.3193383231281556,NO
0.23228832312815556,NO
0.641326565689118,YES
0.30348832312815555,NO
0.602276565689118,YES
0.1277650821785369,NO
0.1136150821785369,NO
0.41671552261252554,YES
0.43909551509292083,YES
0.40329551509292083,YES
0.4158155226125255,YES
0.1238650821785369,NO
0.1093150821785369,NO
0.4497155226125255,YES
0.5576,NO
0.41121552261252553,YES
0.5497,NO
0.16268337093135676,NO
0.16383337093135675,NO
0.16643337093135674,NO
0.13601508217853692,NO
0.42334551509292084,YES
0.1351150821785369,NO
0.41739551509292083,YES
0.1717650821785369,NO
0.4013455150929208,YES
0.5075,NO
0.5357,NO
0.5349,NO
0.5175,NO
0.42311552261252555,YES
0.5189,NO
0.4213655226125255,YES
0.23289513374154044,YES
0.10579513374154044,YES
0.6817,NO
0.5774,NO
0.57295,NO
0.5753,NO
0.20139513374154044,YES
0.26634513374154045,YES
0.5702,NO
0.1864659039639059,NO
0.57585,NO
0.1820659039639059,NO
0.15424577827908478,NO
0.12769577827908477,NO
0.11999577827908478,NO
0.12389513374154044,YES
0.5475,NO
0.20264513374154045,YES
0.513,NO
0.23094513374154044,YES
0.51885,NO
0.1995659039639059,NO
0.1949159039639059,NO
0.2115159039639059,NO
0.2082159039639059,NO
0.60885,NO
0.2235659039639059,NO
0.5498,NO
0.54195,NO
0.5336,NO
0.6304114942528736,YES
0.40327954667526056,YES
0.3856795466752605,YES
0.6353114942528736,YES
0.5434,NO
0.53385,NO
0.7498114942528735,YES
0.13735010205177783,NO
0.6655614942528736,YES
0.12870010205177784,NO
0.5161025781501773,NO
0.45735257815017727,NO
0.4652025781501773,NO
0.542,NO
0.40192954667526054,YES
0.53865,NO
0.49567954667526054,YES
0.54105,NO
0.4440295466752605,YES
0.15810010205177782,NO
0.13755010205177784,NO
0.24160010205177784,NO
0.14930010205177785,NO
0.6253114942528736,YES
0.22150010205177784,NO
0.6585614942528736,YES
0.3048984960790632,NO
0.26969849607906327,NO
0.71385,YES
0.6107,YES
0.6003499999999999,YES
0.62335,YES
0.35559849607906324,NO
0.30424849607906324,NO
0.65175,YES
0.19237712965946932,NO
0.6461,YES
0.15247712965946933,NO
0.36054674508540124,NO
0.33484674508540124,NO
0.33389674508540124,NO
0.2933984960790632,NO
0.576,YES
0.29009849607906324,NO
0.6133500000000001,YES
0.34439849607906325,NO
0.5787,YES
0.20477712965946931,NO
0.19037712965946932,NO
0.24827712965946933,NO
0.16417712965946935,NO
0.65195,YES
0.21512712965946934,NO
0.60685,YES
0.5647366956708563,NO
0.5525866956708563,NO
0.763,YES
0.5642846009238371,YES
0.5829346009238372,YES
0.6648499999999999,YES
0.6111366956708562,NO
0.5787366956708562,NO
0.6686,YES
0.21150777741970136,NO
0.69505,YES
0.20750777741970136,NO
0.3168720968954776,NO
0.28582209689547755,NO
0.27417209689547756,NO
0.5993366956708562,NO
0.5672346009238372,YES
0.5963866956708562,NO
0.6542346009238372,YES
0.5862866956708562,NO
0.6088346009238372,YES
0.24410777741970136,NO
0.22145777741970135,NO
0.33735777741970135,NO
0.24215777741970135,NO
0.6726,YES
0.3193577774197014,NO
0.629,YES
0.53545,NO
0.5366,NO
0.5972287356321839,YES
0.34029497797830055,YES
0.31899497797830056,YES
0.5895787356321839,YES
0.5332,NO
0.5278,NO
0.7039787356321839,YES
0.13769968310237404,NO
0.6227287356321839,YES
0.13154968310237405,NO
0.4448084165860995,NO
0.36500841658609945,NO
0.37670841658609944,NO
0.55235,NO
0.33729497797830055,YES
0.5508,NO
0.43904497797830055,YES
0.53195,NO
0.39309497797830056,YES
0.15139968310237406,NO
0.12819968310237403,NO
0.24429968310237404,NO
0.14229968310237404,NO
0.5935287356321839,YES
0.20599968310237404,NO
0.6556787356321839,YES
0.23909474164786765,NO
0.22679474164786767,NO
0.47711704801804705,YES
0.5274245031689763,YES
0.48167450316897625,YES
0.502817048018047,YES
0.22854474164786764,NO
0.20924474164786766,NO
0.527567048018047,YES
0.59855,NO
0.48201704801804707,YES
0.5709,NO
0.2690449672360081,NO
0.2811949672360081,NO
0.27079496723600815,NO
0.2664447416478677,NO
0.46242450316897626,YES
0.26394474164786763,NO
0.48637450316897624,YES
0.2569447416478676,NO
0.48177450316897624,YES
0.5603,NO
0.58065,NO
0.58055,NO
0.5509,NO
0.5017170480180471,YES
0.5593,NO
0.48606704801804707,YES
0.5175105220754109,NO
0.5089605220754109,NO
0.627,YES
0.45950190675690195,YES
0.47645190675690197,YES
0.62965,YES
0.5065105220754109,NO
0.4970605220754109,NO
0.64585,YES
0.48529017080244924,NO
0.65195,YES
0.46059017080244924,NO
0.1961512085078956,NO
0.1755512085078956,NO
0.1588512085078956,NO
0.5487105220754109,NO
0.442101906756902,YES
0.5460605220754109,NO
0.5816519067569019,YES
0.5020605220754109,NO
0.524951906756902,YES
0.4773401708024492,NO
0.46654017080244925,NO
0.5427401708024493,NO
0.46089017080244926,NO
0.62395,YES
0.5083901708024492,NO
0.61725,YES
0.3546299817381029,NO
0.3298299817381029,NO
0.5690500000000001,NO
0.6053999999999999,NO
0.5338,NO
0.54785,NO
0.35827998173810294,NO
0.3318799817381029,NO
0.6295999999999999,NO
0.447351589859276,NO
0.53925,NO
0.43540158985927596,NO
0.7020116285315285,YES
0.6591616285315286,YES
0.6876616285315286,YES
0.3484299817381029,NO
0.53555,NO
0.3499799817381029,NO
0.52655,NO
0.3876799817381029,NO
0.5385,NO
0.405951589859276,NO
0.420051589859276,NO
0.433501589859276,NO
0.409851589859276,NO
0.58425,NO
0.409851589859276,NO
0.60525,NO
0.20138495541948653,YES
0.28393495541948655,YES
0.6376,NO
0.58265,NO
0.5407,NO
0.53115,NO
0.3039349554194865,YES
0.20188495541948653,YES
0.5484,NO
0.3123341443764099,NO
0.52665,NO
0.3255841443764099,NO
0.19337334300139652,NO
0.18552334300139653,NO
0.18842334300139651,NO
0.2931849554194865,YES
0.52985,NO
0.23018495541948653,YES
0.5168,NO
0.32618495541948656,YES
0.54385,NO
0.2945341443764099,NO
0.2572841443764099,NO
0.3040841443764099,NO
0.28378414437640986,NO
0.57035,NO
0.2774341443764099,NO
0.5447,NO
0.027943624449457513,NO
0.013693624449457514,NO
0.56015,YES
0.47806302502954134,YES
0.47771302502954127,YES
0.5647,YES
0.03204362444945751,NO
0.014093624449457514,NO
0.59995,YES
0.5053909173917714,NO
0.56945,YES
0.49974091739177146,NO
0.30075138575572025,NO
0.2882013857557203,NO
0.2921513857557203,NO
0.017343624449457515,NO
0.4399130250295413,YES
0.017043624449457513,NO
0.5105630250295413,YES
0.05909362444945752,NO
0.47511302502954134,YES
0.47124091739177143,NO
0.4692909173917714,NO
0.5113409173917715,NO
0.46859091739177144,NO
0.56795,YES
0.49034091739177144,NO
0.5559499999999999,YES
0.31088474594478466,YES
0.15118474594478465,YES
0.67365,NO
0.57775,NO
0.5453,NO
0.5535,NO
0.25098474594478465,YES
0.34718474594478466,YES
0.55555,NO
0.23411350843269957,NO
0.5485,NO
0.23616350843269956,NO
0.10692324094961865,NO
0.08852324094961865,NO
0.08587324094961865,NO
0.19488474594478467,YES
0.5383,NO
0.3000847459447846,YES
0.51485,NO
0.30833474594478466,YES
0.51935,NO
0.21431350843269956,NO
0.22126350843269957,NO
0.24656350843269956,NO
0.21956350843269956,NO
0.596,NO
0.23966350843269957,NO
0.54065,NO
0.2958134171232141,NO
0.2668634171232141,NO
0.4952477118917177,NO
0.4683205070362015,NO
0.40697050703620147,NO
0.5069977118917177,NO
0.27376341712321406,NO
0.2773634171232141,NO
0.5417477118917177,NO
0.60595,YES
0.4879477118917177,NO
0.59815,YES
0.35822693092705993,NO
0.36922693092705994,NO
0.3629269309270599,NO
0.3046134171232141,NO
0.4090705070362015,NO
0.3168134171232141,NO
0.4265705070362015,NO
0.3375134171232141,NO
0.4358705070362015,NO
0.56135,YES
0.5662,YES
0.57905,YES
0.59635,YES
0.5145977118917177,NO
0.5485,YES
0.5051977118917177,NO
0.44174512837039426,YES
0.28554512837039425,YES
0.64115,NO
0.5792,NO
0.5325,NO
0.5339,NO
0.3437451283703943,YES
0.48609512837039426,YES
0.54735,NO
0.28936733805994197,NO
0.53225,NO
0.290167338059942,NO
0.08325,NO
0.0736,NO
0.07315,NO
0.32419512837039427,YES
0.5264,NO
0.45069512837039427,YES
0.51645,NO
0.4399951283703943,YES
0.531,NO
0.259267338059942,NO
0.258267338059942,NO
0.299117338059942,NO
0.269467338059942,NO
0.57135,NO
0.275617338059942,NO
0.53845,NO
0.28471048447738745,NO
0.24426048447738746,NO
0.4768211193468686,NO
0.5889,NO
0.55125,NO
0.4798711193468686,NO
0.29006048447738747,NO
0.26851048447738746,NO
0.4902711193468686,NO
0.4404413094854442,YES
0.4696211193468686,NO
0.4909913094854442,YES
0.45335343216242346,NO
0.4507034321624235,NO
0.44025343216242346,NO
0.25396048447738745,NO
0.5486,NO
0.2567104844773874,NO
0.54075,NO
0.32791048447738746,NO
0.5402,NO
0.3986913094854442,YES
0.4025913094854442,YES
0.4119413094854442,YES
0.4866413094854442,YES
0.4994711193468686,NO
0.4076413094854442,YES
0.4552211193468686,NO
