UPPERTRACED_MAX_SINGLE_LSA_SUM.csv,Associated
0.5879176810185205,NO
0.6903012247600133,NO
0.46205794152477797,NO
0.3906221103566675,NO
0.2139553082023729,NO
0.46487466741054195,NO
0.5019249628251524,YES
0.7164515061238002,YES
0.47697166307211813,YES
0.47352313843266136,YES
0.5937627135709705,NO
0.6378460685857631,YES
0.2580125147927386,NO
0.352598477325389,NO
0.4799990756580109,NO
0.47699376750034217,NO
0.4985349385797444,NO
0.5521701163398562,NO
0.6321526446256496,NO
0.5700261339815833,NO
0.09093038253659388,NO
0.3412702948602804,NO
0.32655221194556594,YES
0.43958751788935313,NO
0.13076783039534945,YES
0.32795714299371126,NO
0.6694472029129427,NO
0.385149538107546,NO
0.6876859696646642,NO
0.7086395233366436,NO
0.5345504936598325,NO
0.5221679561031091,NO
0.15126083617324346,NO
0.5860266038554278,NO
0.6451225795083698,YES
0.838993710691824,YES
0.6782295247073383,YES
0.3858038401870473,YES
0.5623161726904673,NO
0.7051085644480602,YES
0.28416279615652545,NO
0.38503806686527653,NO
0.4422632266014071,NO
0.4579934364841224,NO
0.5233611550643522,NO
0.5926202983987771,NO
0.6152046141721573,NO
0.5928662531474224,NO
0.10662055135486598,NO
0.31167744481062787,NO
0.33654890178336794,YES
0.4054266440065329,NO
0.15374035604910652,YES
0.3889303306799079,NO
0.7559086395233366,NO
0.47518594989172347,NO
0.585600567479957,NO
0.7144654088050315,NO
0.459078795546625,NO
0.3968452152888092,NO
0.19118139228049272,NO
0.4920842006776721,NO
0.6448577665325341,YES
0.8521019529956968,YES
0.5364221761472587,YES
0.4448571337984343,YES
0.5805882680231387,NO
0.6607523909955612,YES
0.24722138602742916,NO
0.33790135716650127,NO
0.4386220481836646,NO
0.4001980045079555,NO
0.5593757197780231,NO
0.5515742871442255,NO
0.5511198740198899,NO
0.521432952915711,NO
0.062131971414448886,NO
0.289830374304173,NO
0.3907031553417924,YES
0.3245924831326501,NO
0.17121801245427037,YES
0.380059095989408,NO
0.7563720622310495,NO
0.4777016731621637,NO
0.6088379061095499,NO
0.6893081761006289,NO
0.4795355979299417,NO
0.38148606269033186,NO
0.17727871104911236,NO
0.49989618346482867,NO
0.6007664060558707,YES
0.8394571333995366,YES
0.5589974823372621,YES
0.35098093386463747,YES
0.5255733722932479,NO
0.6028245525314764,YES
0.23543720860273532,NO
0.5945169326178762,NO
0.6506454816285998,NO
0.9580933465739823,YES
0.7155246607083747,YES
0.7020191989407482,YES
0.8092684541542536,YES
0.7688844753392917,NO
0.5755451984319475,NO
0.8370076133730554,YES
0.43760939852227715,NO
0.8385302879841112,YES
0.4701966489439222,NO
0.7618669314796426,NO
0.6963066691618399,NO
0.7183714001986098,NO
0.6805031446540881,NO
0.45172826848943615,YES
0.6787156570671963,NO
0.7776233035418736,YES
0.6816111308382016,NO
0.7082423038728898,YES
0.7049321416749421,NO
0.4722383580880234,NO
0.8210526315789475,NO
0.6555964471430096,NO
0.8458126448195963,YES
0.7873551804038399,NO
0.7585567692816948,YES
0.3355566096538856,NO
0.6336586068034185,NO
0.549849178886516,YES
0.15726645939122866,NO
0.16973031703485944,NO
0.627008791496439,YES
0.5938051617760105,NO
0.33096617878053297,NO
0.981463091691493,YES
0.16862819051871336,NO
0.7423931640508271,YES
0.1633522060033674,NO
0.5339881443511323,NO
0.5611737987835412,NO
0.4705798244616791,NO
0.568590419043976,NO
0.16488185444460976,NO
0.37744067722356006,NO
0.4471731331747784,NO
0.29456748944795536,NO
0.2587797461539567,NO
0.30748379323817704,NO
0.3579472125071174,NO
0.4742351981313987,NO
0.25334153411746974,NO
0.6197633670752548,YES
0.516756250123366,NO
0.5768755493868566,YES
0.5282954906760097,NO
0.613317869862139,NO
0.7846408474015227,YES
0.805759682224429,YES
0.768553459119497,YES
0.5273380676974594,YES
0.545470851487472,NO
0.5364190812522057,NO
0.7611803324508757,YES
0.7749089705395565,NO
0.7564446891016299,YES
0.6932803707381662,NO
0.7773584905660378,NO
0.7299288524892553,NO
0.7563720622310495,NO
0.5925861445124796,NO
0.5048232701445172,YES
0.5933099097920623,NO
0.7995365772922874,YES
0.7018205892088714,NO
0.7474346242965906,YES
0.7794769943727243,NO
0.752564914907924,NO
0.8150943396226416,NO
0.6526173011648566,NO
0.7816617014233698,YES
0.7081142990134921,NO
0.7518702416418405,YES
0.389551950667648,NO
0.5712309559931371,NO
0.7277921369445671,YES
0.1317325848364035,NO
0.16221566425423037,NO
0.8986428334988414,YES
0.4055984313146159,NO
0.30674386572887224,NO
0.7610758900591491,YES
0.11580644746419086,NO
0.9471698113207547,YES
0.2673195519719881,NO
0.4826918406805799,NO
0.597564358858446,NO
0.49480772207952484,NO
0.3164987686100338,NO
0.35436794574552694,NO
0.3263697919535893,NO
0.6381170438415268,NO
0.3730081272631851,NO
0.407886810471997,NO
0.26453422895469647,NO
0.22512449559228492,NO
0.527053942576492,NO
0.5744480237478863,NO
0.7195942001116502,YES
0.7947180595310631,NO
0.6588798832027873,YES
0.5063822169255959,NO
0.6014012859495274,NO
0.6568023833167825,YES
0.7510095994703742,YES
0.7036080767957631,YES
0.415653195138704,YES
0.48959531358611486,NO
0.511526661523639,NO
0.655586158336344,YES
0.6970539556438266,NO
0.6125188367348638,YES
0.6865938430983118,NO
0.733995365772923,NO
0.7082141884707185,NO
0.7389606090698445,NO
0.6042379154492555,NO
0.49535620625838683,YES
0.6046968677530024,NO
0.7222773915921881,YES
0.7099635882158226,NO
0.7010261502813638,YES
0.6307183051969546,NO
0.6600789830972653,NO
0.6669976828864616,NO
0.5993236897778987,NO
0.6652763985435286,YES
0.6034469703143858,NO
0.6629592850049654,YES
0.8209864283349885,YES
0.6514598241700714,YES
0.2621299494163475,NO
0.3532585427872337,NO
0.5107769128806989,NO
0.05845746441575639,NO
0.4711643882393164,YES
0.8652763985435287,YES
0.15885687781622557,NO
0.18823502467972478,NO
0.35691460421140947,NO
0.18062097762507795,NO
0.3398607971225455,NO
0.568323157662276,NO
0.35675335330159624,NO
0.3399387747227954,YES
0.45321438207359765,NO
0.6321721768522071,YES
0.10327157229540737,NO
0.528584773955399,YES
0.13020570116807534,NO
0.649319449771676,NO
0.432021930013694,NO
0.19224206095801583,NO
0.6997682886461437,NO
0.17536916080132475,NO
0.2324747750578694,NO
0.15516083034796319,NO
0.5792901865073168,NO
0.6652763985435286,NO
0.8238993710691824,YES
0.6971863621317445,YES
0.6738828202581928,YES
0.83038728897716,YES
0.6782522343594837,NO
0.5498583397758733,NO
0.9819927176431644,YES
0.4352260817397548,NO
0.8704402515723271,YES
0.45073289521998977,NO
0.8221780867262497,NO
0.720868072670612,NO
0.7547831843760344,NO
0.676398543528633,NO
0.4605995031799359,YES
0.671962926183383,NO
0.8195299569678915,YES
0.5950172877398897,NO
0.7511420059582921,YES
0.7103608076795763,NO
0.4816392187301949,NO
0.8209202250910296,NO
0.6540737725319536,NO
0.8171466401853691,YES
0.79430652101953,NO
0.8611717974180736,YES
0.6017330862094021,NO
0.6521681562396558,NO
0.9039390930155579,YES
0.7673618007282358,YES
0.7536577292287322,YES
0.784111221449851,YES
0.7659053293611388,NO
0.582165522827843,NO
0.8217146640185371,YES
0.4979867570128431,NO
0.8142336974511752,YES
0.47211654301873185,NO
0.7715326050976499,NO
0.7139829352988808,NO
0.7362462760675273,NO
0.6835484938762,NO
0.48661737805580485,YES
0.6791790797749091,NO
0.7708705726580604,YES
0.67095240856081,NO
0.7249917245945052,YES
0.7620655412115195,NO
0.5414869512690893,NO
0.8196623634558095,NO
0.663673242906002,NO
0.8219794769943728,YES
0.7757696127110228,NO
0.7622641509433963,YES
0.6125904182186707,NO
0.6935451837140021,NO
0.9690168818272096,YES
0.728235683548494,YES
0.7529294935451838,YES
0.8390599139357828,YES
0.771069182389937,NO
0.6124204053170849,NO
0.8440251572327044,YES
0.4460834137490232,NO
0.879046673286991,YES
0.46774712891744086,NO
0.7189672293942403,NO
0.6543338124918632,NO
0.6624296590532937,NO
0.755445216815624,NO
0.4973423035771555,YES
0.7515392254220458,NO
0.8473353194306522,YES
0.6580427759888139,NO
0.787222773915922,YES
0.7369083085071169,NO
0.5054061833114594,NO
0.8603773584905661,NO
0.689691117781871,NO
0.8493214167494207,YES
0.8365441906653427,NO
0.7915921880172129,YES
0.5706837647926527,NO
0.6692485931810659,NO
0.8256206554121154,YES
0.6930155577623304,YES
0.664812975835816,YES
0.8154915590863954,YES
0.6647467725918571,NO
0.5418477472568399,NO
0.966964581264482,YES
0.4395292925970868,NO
0.8593843098311819,YES
0.4583462682752694,NO
0.8100628930817612,NO
0.6808813133194037,NO
0.7198940748096657,NO
0.6901026150281364,NO
0.45424399175987634,YES
0.6880503144654088,NO
0.8237669645812645,YES
0.5829682973393601,NO
0.7629261833829859,YES
0.7053293611386958,NO
0.4730990002594898,NO
0.8283349884144323,NO
0.6486451065273194,NO
0.8207216153591527,YES
0.7776233035418736,NO
0.9030122476001324,YES
0.5516652357935204,NO
0.6491338248439331,NO
0.6888447533929163,YES
0.8568685865607416,YES
0.7962926183382986,YES
0.4829156910010013,YES
0.5260733010074985,NO
0.541715340768922,NO
0.7107334605541528,YES
0.75127441244621,NO
0.65833148155446,YES
0.7146640185369083,NO
0.785501489572989,NO
0.7742850259417544,NO
0.7878186031115525,NO
0.6748105735095005,NO
0.5360049980491846,YES
0.6731510220065609,NO
0.8025157232704403,YES
0.7206223104932142,NO
0.7964250248262165,YES
0.7006289308176101,NO
0.7195956994163649,NO
0.7274412446209865,NO
0.64354745674248,NO
0.7214167494207216,YES
0.6569391914332205,NO
0.7006951340615691,YES
0.5549753979914682,NO
0.6574092303388025,NO
0.7889440582588547,YES
0.8382654750082755,YES
0.8607083747103609,YES
0.5524953004018619,YES
0.5287876340098157,NO
0.557471712831153,NO
0.7689923152380322,YES
0.7423369745117512,NO
0.7849782872479389,YES
0.7096325719960279,NO
0.7166501158556771,NO
0.6620705274313274,NO
0.6672624958622974,NO
0.6832183854922875,NO
0.5804273747456427,YES
0.6813602242574711,NO
1.0,YES
0.6798411122144985,NO
0.9249255213505463,YES
0.7318106587222775,NO
0.7095328063346039,NO
0.8184045018205893,NO
0.6653945272489349,NO
0.7849056603773585,YES
0.7305571987155773,NO
0.7760344256868587,YES
0.18074284771472607,NO
0.41867496813805555,NO
0.279960822755154,NO
0.14934319793305031,NO
0.2523383342023111,NO
0.4511331132931727,NO
0.37415795642841687,NO
0.18707135789483315,NO
0.5216864729633752,NO
0.18411302336652638,NO
0.32867381064730566,NO
0.33108192785552043,NO
0.6575128749353599,YES
0.8338566800868196,YES
0.8159531936325218,YES
0.30279433947821316,NO
0.33622312625253,NO
0.1617937131402298,NO
0.07389514481804871,NO
0.3538698051928625,NO
0.19865802599478008,NO
0.22503215767898826,NO
0.25883207051298857,NO
0.12409680474093909,NO
0.4500711103720044,NO
0.5075133529247069,NO
0.2687790357036034,NO
0.36564969102974926,NO
0.7028136378682556,YES
0.8108772356232327,YES
0.20373868824455008,NO
0.3602098834029238,NO
0.46807582052717356,NO
0.0,NO
0.5304824948265391,YES
0.7034756703078452,YES
0.1299922634501216,NO
0.23861569333248883,NO
0.2917706121557987,NO
0.2543713913953527,NO
0.3087452724618371,NO
0.5619676462422164,NO
0.36443292960083495,NO
0.48763821199522184,YES
0.4298446369560869,NO
0.5921854175009988,YES
0.10830301883628787,NO
0.5782372069246147,YES
0.1633073231475523,NO
0.6587865136578064,NO
0.39832447883858635,NO
0.19853136913411648,NO
0.6835484938762,NO
0.12439266295293017,NO
0.18752277240973964,NO
0.14840809946414987,NO
0.5030058514836893,NO
0.5978925140197028,NO
0.7004303210857333,YES
0.8118503806686528,YES
0.8113869579609402,YES
0.46649728649918065,YES
0.4968114671776408,NO
0.5142409945259561,NO
0.7082177372837125,YES
0.6942072161535916,NO
0.6757429347156648,YES
0.6867262495862297,NO
0.7516716319099637,NO
0.7077507657630057,NO
0.7402846739490235,NO
0.5759029270348232,NO
0.5265379341630542,YES
0.5771563182660775,NO
0.8548824892419731,YES
0.6895729890764649,NO
0.8079443892750745,YES
0.648990400529626,NO
0.6384305223226874,NO
0.7020854021847072,NO
0.6008463643889547,NO
0.71075802714333,YES
0.631914365216736,NO
0.694869248593181,YES
0.8497186362131746,YES
0.6370275169870194,YES
0.2514712271389559,NO
0.3537219654949464,NO
0.4741665189713973,NO
0.02959285004965244,NO
0.4622931535488165,YES
0.8977821913273752,YES
0.13945932733625205,NO
0.2053816648650939,NO
0.3207014297658616,NO
0.20630783628115212,NO
0.31404153197855345,NO
0.5532950212835934,NO
0.3484117445627681,NO
0.3594025284467279,YES
0.44103298518515016,NO
0.6866574466304263,YES
0.10572109232188867,NO
0.5565225429060777,YES
0.13086773360766488,NO
0.6229043554320532,NO
0.4209659882725486,NO
0.19270548366572854,NO
0.6688513737173122,NO
0.15835492710387358,NO
0.20784716830513852,NO
0.14304563670347462,NO
0.37173121482952676,NO
0.43498086976592215,NO
0.3943059157956086,NO
0.5118417906154942,NO
0.519399510580174,NO
0.5756812775286618,NO
0.5341439757558302,NO
0.0844424646286164,NO
0.32293199628365005,NO
0.23989216560329518,YES
0.3403488551948811,NO
0.14579596677403203,YES
0.3993904432254226,NO
0.7949023502151605,NO
0.5080889621393235,NO
0.646242738946359,NO
0.6858656074147634,NO
0.5347491033917093,NO
0.4051868240276374,NO
0.20177391131392533,NO
0.4999623867087877,NO
0.45876044776391434,YES
0.7084409136047668,YES
0.45578662500525285,YES
0.39533710731713667,YES
0.5257719820251248,NO
0.5923644399859617,YES
0.24867785739452614,NO
0.8599139357828535,YES
0.6518570436338251,YES
0.2084391185656358,NO
0.355641859569756,NO
0.45721848851790503,NO
0.0036411784177424675,NO
0.42204158122177254,YES
0.9186362131744457,YES
0.12860199532698358,NO
0.20948626599054904,NO
0.29918537547920154,NO
0.20875735630763342,NO
0.30901008543767294,NO
0.5598491424355299,NO
0.3578788084488985,NO
0.36754552745367924,YES
0.4252766131229191,NO
0.723003027563892,YES
0.10783959612857519,NO
0.5677770943790998,YES
0.14629308945010114,NO
0.6133710883019639,NO
0.40090640535298555,NO
0.19323510961740017,NO
0.6658722277391593,NO
0.12571672783210924,NO
0.18639731726243744,NO
0.14013269396928066,NO
0.3839126117179743,NO
0.4319355205438103,NO
0.4269441150673729,NO
0.48602252547150215,NO
0.5249605830727261,NO
0.5968001123515682,NO
0.5826047503337846,NO
0.09960300749521686,NO
0.3118098512985458,NO
0.2192367534881015,YES
0.3731194609545634,NO
0.20239974035893768,YES
0.40124413405627335,NO
0.7786825554452168,NO
0.4863742981207867,NO
0.6060573698632739,NO
0.6851373717312148,NO
0.4820513212003821,NO
0.37089354365689925,NO
0.2159414055211415,NO
0.45262706727813556,NO
0.44187862055438104,YES
0.6903012247600133,YES
0.4330127090833727,YES
0.4485645154601357,YES
0.56277959539818,NO
0.6043472271425323,YES
0.2395418097281905,NO
