NONETRACED_SUM_SINGLE_LSA_MEDIAN.csv,Associated
0.16760445246690736,NO
0.27202653429602885,NO
0.2686407942238267,NO
0.24717689530685918,NO
0.2493106498194946,NO
0.3210066787003609,NO
0.25628646209386285,NO
0.26816293622142,NO
0.19473188929001203,NO
0.29902310469314075,NO
0.29442382671480144,YES
0.2515696750902527,YES
0.23228922984356196,YES
0.2995324909747292,YES
0.28182346570397104,NO
0.12402105896510225,NO
0.31309223826714805,YES
0.09158513838748494,NO
0.296328219013237,YES
0.1334135379061372,NO
0.3037012635379061,NO
0.37894428399518654,NO
0.2833486161251504,NO
0.2688346570397112,NO
0.29964849578820696,YES
0.21257135980746086,NO
0.31708658243080623,YES
0.2092134175691937,NO
0.2556949458483755,YES
0.17608796630565587,NO
0.23568513838748492,NO
0.263863357400722,NO
0.20157725631768955,NO
0.3176031889290012,YES
0.3264190132370638,NO
0.25130162454873645,YES
0.30135162454873643,NO
0.35516799037304453,NO
0.2822758724428399,NO
0.3217955475330927,NO
0.272454091456077,NO
0.2655854993983153,NO
0.3224611311672684,NO
0.2370442238267148,NO
0.28465090252707587,NO
0.35292827918170877,YES
0.25393423586040914,NO
0.31749843561973523,YES
0.3409925992779783,NO
0.4551886883273164,NO
0.33441991576413954,NO
0.2817593261131167,NO
0.35370270758122746,NO
0.258818110709988,NO
0.20027328519855597,NO
0.31598008423586044,NO
0.2496199157641396,NO
0.4476839350180505,YES
0.5305578820697954,YES
0.36584963898916967,YES
0.37441720818291213,YES
0.3395310469314079,NO
0.3519700962695548,YES
0.24278874849578813,NO
0.19418983152827918,NO
0.3313413959085439,NO
0.1952009025270758,YES
0.28529223826714806,YES
0.2713574608904934,YES
0.234714861612515,YES
0.24025481347773764,NO
0.1546705174488568,NO
0.2582134777376655,YES
0.15954500601684715,NO
0.23853549939831525,YES
0.1084373646209386,NO
0.27906811070998805,NO
0.40909753309265945,NO
0.3032145006016847,NO
0.26686780986762937,NO
0.33272533092659445,YES
0.22028339350180504,NO
0.2447179903730445,YES
0.1766016847172082,NO
0.24842990373044527,YES
0.3036774368231047,NO
0.36412671480144404,NO
0.2674409145607701,NO
0.232701083032491,NO
0.23330270758122743,YES
0.2836880866425992,NO
0.19503044524669072,YES
0.2364178700361011,NO
0.30472894103489767,NO
0.28987430806257525,NO
0.2505475330926595,NO
0.19012978339350178,NO
0.2650425391095066,NO
0.2765007821901324,NO
0.20792515042117926,NO
0.33229055354993986,NO
0.21982906137184116,YES
0.2617506016847172,NO
0.2680419374247894,YES
0.36675625752105895,NO
0.4326182912154031,NO
0.34520595667870035,NO
0.24754049338146808,NO
0.25700661853188933,NO
0.2135956678700361,NO
0.18474145607701564,NO
0.3039853188929001,NO
0.20768104693140796,NO
0.28787298435619735,YES
0.33383844765342957,YES
0.2895566185318893,YES
0.3309776173285198,YES
0.3350514440433213,NO
0.29893303249097475,YES
0.26991341756919374,NO
0.21090968712394703,NO
0.31398971119133573,NO
0.18227075812274365,NO
0.17197214199759323,NO
0.20640890493381464,NO
0.16682003610108304,NO
0.20291871239470516,NO
0.20859067388688327,NO
0.18060998796630562,NO
0.2130546329723225,YES
0.22078002406738867,NO
0.1402657039711191,YES
0.16540078219013235,NO
0.23474638989169674,NO
0.16544867629362212,NO
0.25225872442839953,NO
0.22834157641395908,NO
0.23926624548736464,NO
0.2164560770156438,NO
0.17564855595667866,NO
0.22091991576413955,NO
0.38374861612515043,YES
0.38156895306859206,YES
0.3437948856799037,YES
0.26670114320096266,YES
0.17677075812274368,NO
0.2712191937424789,YES
0.14832166064981947,NO
0.2574253309265945,NO
0.2831852587244284,NO
0.2256223225030084,NO
0.28036113116726835,NO
0.2414173886883273,NO
0.21056636582430804,NO
0.2544105896510228,NO
0.20707123947051742,NO
0.25452954271961487,NO
0.31779476534296025,YES
0.2078259927797834,NO
0.25054590854392295,YES
0.3059212996389892,NO
0.40052773766546323,NO
0.2982441034897714,NO
0.2156220216606498,NO
0.29942027677496985,NO
0.21151413959085436,NO
0.17224530685920575,NO
0.2690356197352587,NO
0.22181107099879663,NO
0.4230432009626955,YES
0.4847300842358604,YES
0.3236804452466907,YES
0.3143276173285199,YES
0.27790529482551135,NO
0.3006433814681107,YES
0.21300890493381472,NO
0.24298658243080623,NO
0.34786606498194944,NO
0.20332611311672683,NO
0.32338543922984353,NO
0.26775192539109505,NO
0.21577647412755716,NO
0.24237996389891694,NO
0.18843513838748494,NO
0.2555686522262335,NO
0.3383397713598074,YES
0.2030936823104693,NO
0.2537459085439229,YES
0.3228614921780987,NO
0.4600413959085439,NO
0.34048706377858007,NO
0.26073519855595667,NO
0.3497163056558364,NO
0.23909410348977134,NO
0.19793170878459687,NO
0.26514211793020454,NO
0.2591611311672683,NO
0.41027268351383883,YES
0.4982787605294825,YES
0.34693381468110707,YES
0.2897513237063778,YES
0.2676368832731648,NO
0.2972724428399519,YES
0.21190673886883277,NO
0.26034530685920576,NO
0.3521047533092659,NO
0.471374548736462,YES
0.2145223225030084,YES
0.19038730445246688,YES
0.33301787003610106,YES
0.3134865824308063,NO
0.26884566787003605,NO
0.4208932611311672,YES
0.16685884476534296,NO
0.3888723826714801,YES
0.21927972322503006,NO
0.3635295427196149,NO
0.39253766546329716,NO
0.3474484957882069,NO
0.301568110709988,NO
0.21902424789410352,YES
0.2837138989169675,NO
0.2622466305655836,YES
0.3469794825511432,NO
0.22168778580024065,YES
0.29125156438026467,NO
0.2799338146811071,NO
0.36665312876052947,NO
0.307503008423586,NO
0.422970457280385,YES
0.36591432009626956,NO
0.3301510830324909,YES
0.28874663056558364,NO
0.3976327918170879,NO
0.36020126353790616,YES
0.16252924187725631,NO
0.16209296028880865,NO
0.38709560770156437,YES
0.29957503008423586,NO
0.26346010830324906,NO
0.4917862815884476,YES
0.11377918170878458,NO
0.43384542719614916,YES
0.15209795427196146,NO
0.3663046931407943,NO
0.4416963297232249,NO
0.36243008423586043,NO
0.3072809867629362,NO
0.2438261131167268,NO
0.2744427196149217,NO
0.2720254512635379,NO
0.25203856799037305,NO
0.21643483754512635,NO
0.25052472924187724,NO
0.24717833935018052,NO
0.3299805655836342,NO
0.2957898315282792,NO
0.3888395908543923,YES
0.3737863417569193,NO
0.31783357400722023,YES
0.19378086642599276,NO
0.24477641395908545,NO
0.2932626353790614,YES
0.2053919374247894,YES
0.17670228640192537,YES
0.2867871841155234,YES
0.21786540312876052,NO
0.15540878459687124,NO
0.3156599879663057,YES
0.1409968712394705,NO
0.317241155234657,YES
0.11112184115523466,NO
0.27962184115523464,NO
0.32805601684717206,NO
0.2594517448856799,NO
0.19179518652226235,NO
0.22158513838748495,YES
0.182322623345367,NO
0.25147412755716003,YES
0.18974392298435622,NO
0.19874867629362214,YES
0.25365264741275567,NO
0.27139235860409144,NO
0.30008333333333326,NO
0.20571028880866424,NO
0.3079139590854393,YES
0.3086599879663056,NO
0.2557148014440433,YES
0.3180876052948255,NO
0.4321495788206979,NO
0.37314145607701565,YES
0.15654765342960286,NO
0.18988080625752105,NO
0.3838752707581227,YES
0.2952232851985559,NO
0.3244783393501805,NO
0.4519902527075812,YES
0.12053489771359806,NO
0.46870216606498194,YES
0.17022478941034902,NO
0.3183371841155235,NO
0.37000012033694346,NO
0.3059017448856799,NO
0.32957430806257526,NO
0.25181022864019253,NO
0.3247878459687124,NO
0.27251305655836344,NO
0.24590625752105894,NO
0.2282041516245487,NO
0.29763886883273166,NO
0.28174993983152824,NO
0.3517948856799037,NO
0.3461107099879662,NO
0.3989061371841155,YES
0.39815908543922984,NO
0.333863357400722,YES
0.17180367027677496,NO
0.2946693140794223,NO
0.21081010830324906,YES
0.20668333333333333,YES
0.191521119133574,YES
0.2156983152827918,YES
0.2415919975932611,NO
0.11917797833935015,NO
0.2406993983152828,YES
0.08850252707581226,NO
0.22627882069795424,YES
0.0969202166064982,NO
0.27100541516245485,NO
0.37684855595667865,NO
0.2727397713598074,NO
0.22957833935018046,NO
0.2971908543922984,YES
0.1792258724428399,NO
0.2133106498194946,YES
0.18514181708784594,NO
0.18736293622141997,YES
0.19270457280385075,NO
0.2807180505415162,NO
0.21580252707581227,NO
0.2023074608904934,NO
0.21440625752105888,YES
0.28044632972322503,NO
0.19645288808664257,YES
0.2912180505415162,YES
0.23681359807460892,YES
0.3273498194945848,NO
0.22847701564380266,NO
0.1756996991576414,NO
0.18547448856799037,NO
0.253376293622142,YES
0.3137173886883273,YES
0.2523660649819494,NO
0.15480132370637784,NO
0.19801606498194946,NO
0.16363237063778577,NO
0.30046696750902524,NO
0.32080024067388685,NO
0.2577572803850783,NO
0.22606883273164863,YES
0.19512334536702763,NO
0.29230379061371836,YES
0.12596028880866425,NO
0.31935228640192537,YES
0.15266468110709985,NO
0.2346883273164862,NO
0.27353411552346574,NO
0.24180078219013237,NO
0.21081125150421176,NO
0.2843012635379062,NO
0.24546931407942235,NO
0.22489025270758123,NO
0.3080932009626955,NO
0.41751696750902517,NO
0.3843145607701564,YES
0.16016089049338145,YES
0.16301817087845966,YES
0.38700036101083035,YES
0.2955239470517449,NO
0.29904855595667873,NO
0.548161010830325,YES
0.114252587244284,NO
0.45388092659446444,YES
0.17451955475330927,NO
0.4199399518652226,NO
0.45824169675090254,NO
0.39845631768953066,NO
0.3213140794223826,NO
0.24168092659446444,YES
0.3121096871239471,NO
0.28336113116726835,YES
0.2805927196149217,NO
0.23331762936221417,YES
0.27464157641395903,NO
0.2747353790613718,NO
0.350855174488568,NO
0.33259849578820694,NO
0.4075839951865222,YES
0.4009477135980746,NO
0.413240734055355,YES
0.263677376654633,NO
0.3356314079422383,NO
0.4177188327316486,YES
0.2554292418772563,YES
0.22698056558363416,YES
0.3074956077015644,YES
0.2923015643802647,NO
0.26951353790613714,NO
0.4068703369434416,YES
0.22298832731648616,NO
0.36169566787003604,YES
0.2238043321299639,NO
0.3683145006016847,NO
0.4061704572803851,NO
0.35828303249097465,NO
0.2850835138387485,NO
0.24856919374247893,YES
0.27482202166064984,NO
0.2552092057761733,YES
0.3309330926594464,NO
0.23670240673886883,YES
0.34081552346570393,NO
0.34625908543922984,NO
0.36481492178098673,NO
0.3090181708784597,NO
0.3957586642599278,YES
0.3531751504211793,NO
0.32944927797833934,YES
0.3359567990373044,NO
0.47524482551143193,NO
0.4914957882069796,YES
0.23383351383874848,YES
0.2847638989169675,YES
0.37214241877256315,YES
0.35206197352587243,NO
0.3749507821901324,NO
0.4394483754512635,YES
0.17849350180505416,NO
0.46619320096269545,YES
0.2203539109506618,NO
0.34695385078219004,NO
0.40075944645006023,NO
0.344031227436823,NO
0.4022836341756919,NO
0.29021311672683514,YES
0.39439380264741275,NO
0.3308172081829121,YES
0.35633351383874845,NO
0.29500204572803845,YES
0.38272406738868825,NO
0.36139175691937425,NO
0.4149632370637786,NO
0.40319283995186517,NO
0.4302714801444043,YES
0.4385456678700361,NO
0.36034175691937426,YES
0.2804981347773767,NO
0.386016365824308,NO
0.35497677496991564,YES
0.13506143200962692,YES
0.13853279181708783,YES
0.3453532490974729,YES
0.2591927797833935,NO
0.2713740072202166,NO
0.4988808062575211,YES
0.09911510228640191,NO
0.41465848375451264,YES
0.15752587244283994,NO
0.3746708182912154,NO
0.38826432009626943,NO
0.3357465102286401,NO
0.30150162454873647,NO
0.21499765342960286,YES
0.2991574007220216,NO
0.2633240673886883,YES
0.24262388688327322,NO
0.2188361612515042,YES
0.24552268351383877,NO
0.24222039711191334,NO
0.32854302045728034,NO
0.30174759326113115,NO
0.3746642599277978,YES
0.35859440433212997,NO
0.41091173285198557,YES
0.18639476534296023,NO
0.3338059566787004,NO
0.2021521058965102,YES
0.26968989169675084,YES
0.27166552346570394,YES
0.24424801444043318,YES
0.2410373044524669,NO
0.14149663056558365,NO
0.25803531889290005,YES
0.10699765342960288,NO
0.25208820697954265,YES
0.08385427196149217,NO
0.2807658243080626,NO
0.38822268351383876,NO
0.293430385078219,NO
0.28272190132370634,NO
0.3005984356197352,YES
0.22824235860409142,NO
0.2534714199759326,YES
0.16692827918170877,NO
0.24053808664259924,YES
0.24712912154031283,NO
0.30565,NO
0.22866672683513833,NO
0.22381817087845965,NO
0.23238989169675084,YES
0.2782109506618532,NO
0.194248916967509,YES
0.2955313477737665,NO
0.4265120336943441,NO
0.3286305655836341,YES
0.24181317689530685,YES
0.32234320096269553,YES
0.33294723225030076,YES
0.3009031889290012,NO
0.2662726835138387,NO
0.3372398916967509,YES
0.1179552346570397,NO
0.4039957280385078,YES
0.12999410348977136,NO
0.26025800240673885,NO
0.3506808664259928,NO
0.2533490974729242,NO
0.35973977135980745,NO
0.34541799037304455,YES
0.33711985559566787,NO
0.41044933814681106,YES
0.21074320096269555,NO
0.34951949458483755,YES
0.3037176293622142,NO
0.3215277376654633,NO
0.33451474127557157,NO
0.3211545126353791,NO
0.321747833935018,YES
0.3959529482551143,NO
0.27568561973525874,YES
0.3186516245487364,NO
0.4567998796630564,NO
0.36451931407942234,NO
0.3160438026474127,NO
0.22948592057761732,NO
0.35605096269554753,NO
0.37321016847172084,NO
0.2549208784596871,NO
0.4931980746089049,NO
0.20966432009626954,NO
0.34881077015643797,NO
0.2511980746089049,NO
0.5804858604091456,YES
0.6684,YES
0.5744511432009627,YES
0.3711399518652225,NO
0.3589796028880866,NO
0.3228524067388688,NO
0.24157406738868825,NO
0.36301931407942234,NO
0.27448074608904927,NO
0.30840872442839945,NO
0.39780354993983147,NO
0.3380706377858002,NO
0.33043748495788205,NO
0.4349840553549939,NO
0.38410174488567983,NO
0.4275965703971119,NO
0.12640848375451263,YES
0.3292232250300843,YES
0.22992851985559565,NO
0.2006343561973526,NO
0.15621143200962695,NO
0.1063124548736462,NO
0.24182851985559564,YES
0.1376846570397112,YES
0.17675740072202165,NO
0.1466780385078219,NO
0.13113255114320096,NO
0.17654657039711186,NO
0.22144350180505412,NO
0.25286546329723225,NO
0.2255969915764139,NO
0.2775466305655836,YES
0.16275012033694347,NO
0.18476323706377856,YES
0.12428495788206977,NO
0.3056308664259928,YES
0.1636815282791817,NO
0.20651943441636583,NO
0.18055102286401925,NO
0.18517894103489768,NO
0.18284524669073404,NO
0.19311173285198552,NO
0.15467815884476535,NO
0.16087328519855595,NO
0.1611971119133574,NO
0.26360174488567983,NO
0.2632968110709988,YES
0.2002867629362214,YES
0.20575505415162454,YES
0.28033778580024066,YES
0.2407363417569194,NO
0.10932063778580023,NO
0.2974951263537906,YES
0.05545,NO
0.28447406738868825,YES
0.08908399518652223,NO
0.27378381468110713,NO
0.3438270758122743,NO
0.25568321299638985,NO
0.2219027677496992,NO
0.2649706979542719,YES
0.17027906137184112,NO
0.2978168471720818,YES
0.1624072803850782,NO
0.24941859205776173,YES
0.1455057761732852,NO
0.191630385078219,NO
0.23049747292418765,NO
0.1744863417569194,NO
0.2770354392298435,YES
0.29828206979542715,NO
0.22467442839951865,YES
0.3152345367027677,YES
0.23507725631768947,YES
0.3256897111913358,NO
0.23466937424789402,NO
0.15921696750902525,NO
0.16735679903730444,NO
0.2610024067388688,YES
0.3373468110709988,YES
0.2261697352587244,NO
0.15957442839951863,NO
0.17476955475330924,NO
0.17502996389891695,NO
0.27546756919374243,NO
0.30865,NO
0.24479061371841151,NO
0.25067858002406734,YES
0.19940709987966304,NO
0.33779795427196146,YES
0.13435661853188927,NO
0.3380395306859205,YES
0.15774951865222625,NO
0.2149609506618532,NO
0.2679338146811071,NO
0.24423261131167268,NO
0.19030722021660648,NO
0.27282912154031286,NO
0.23467918170878457,NO
0.20974747292418763,NO
0.2396075812274368,NO
0.3711449458483754,NO
0.21379789410348976,NO
0.2601148014440433,NO
0.23414987966305656,NO
0.2358788206979543,NO
0.25909187725631766,NO
0.20714434416365823,NO
0.29376359807460883,NO
0.17490306859205773,YES
0.24462063778580026,NO
0.17431726835138384,YES
0.33214259927797835,NO
0.4522581227436823,NO
0.35507966305655836,NO
0.30515848375451265,NO
0.28561209386281583,NO
0.27396498194945845,NO
0.20909885679903722,NO
0.26062767749699156,NO
0.22529416365824306,NO
0.3019035499398315,YES
0.35490637785800233,YES
0.25876119133574,YES
0.31178922984356194,YES
0.25900830324909746,NO
0.2775012033694344,YES
0.2340908543922984,NO
0.3262016847172082,YES
0.25113285198555957,YES
0.28095746089049334,NO
0.24105318892900124,NO
0.16372743682310464,NO
0.14458592057761732,NO
0.23160722021660649,YES
0.35268164861612517,YES
0.2064173886883273,NO
0.15136877256317688,NO
0.1558480746089049,NO
0.16221089049338144,NO
0.2644353188929001,NO
0.32012226233453667,NO
0.24837864019253914,NO
0.25140138387484956,YES
0.21059374247894105,NO
0.360657099879663,YES
0.1424367629362214,NO
0.33449981949458485,YES
0.1760842358604091,NO
0.20729163658243077,NO
0.2594384476534296,NO
0.2349575210589651,NO
0.1875939229843562,NO
0.2346712996389892,NO
0.21527821901323707,NO
0.19640427196149218,NO
0.2957028880866426,NO
0.41063194945848375,NO
0.32466329723225024,NO
0.29719121540312876,NO
0.23150872442839948,NO
0.32498164861612516,NO
0.3724548134777377,NO
0.23272791817087843,NO
0.37938285198555954,NO
0.2340864620938628,YES
0.3100324909747292,NO
0.31845716004813474,YES
0.4302032490974729,NO
0.5483294223826713,NO
0.42205511432009624,NO
0.3536652827918171,NO
0.34162045728038504,NO
0.2947726835138388,NO
0.2287163056558363,NO
0.3623625752105896,NO
0.2552962695547533,NO
0.30907533092659445,YES
0.3947563176895307,YES
0.3233602286401926,YES
0.38541883273164856,YES
0.3929871841155235,NO
0.3681336341756919,YES
0.3146397111913357,NO
