NONETRACED_MAX_SINGLE_VSM_SUM.csv,Associated
0.19094071901221094,NO
0.27757691520567573,NO
0.532232758032608,YES
0.315437615116993,NO
0.7761784569206631,YES
0.3758783000204653,NO
0.3665325056279419,NO
0.3663278531959888,NO
0.09004707005934923,NO
0.22061532164540554,NO
0.1180844532369193,NO
0.22013779930418176,NO
0.25206357868886015,NO
0.1410737430929804,NO
0.4086909066102735,YES
0.4318166314209701,YES
0.4084180367010028,YES
0.8212702094276554,YES
0.38031243604611503,NO
0.3917729722354867,YES
0.2675489460399754,NO
0.10580530731973534,NO
0.23214407531209497,NO
0.4300429770107101,NO
0.3910225799849922,NO
0.25117675148373014,NO
0.42861040998703864,NO
0.2427860017736544,NO
0.06235077426836755,NO
0.33685790299474727,NO
0.7370216249403096,YES
0.46285558360051854,NO
0.41251108534006403,YES
0.14680401118766626,NO
0.1041680878641108,NO
0.05143597789753736,NO
0.2878777542806467,NO
0.4258817108943312,NO
0.23685108124701554,NO
0.4369329422197968,NO
0.13295586329217543,NO
0.441025990858858,NO
0.7591923050685585,YES
0.7621256565932191,YES
0.8843031584691998,YES
0.4100552561566273,YES
0.3342656388566751,NO
0.6405621120130978,YES
0.2856947950064807,NO
0.16801964663346752,NO
0.11842554062350774,NO
0.3274438911249062,NO
0.5056279418787093,NO
0.29756463605975847,NO
0.32587488914659934,NO
0.2252541101030084,NO
0.15198853946381063,NO
0.22641380721740906,NO
0.8534006412442867,YES
0.3384951224503718,NO
0.6819019032676172,YES
0.26686677126679853,NO
0.2618186779452896,NO
0.25949928371648817,NO
0.10505491506924075,NO
0.30847943243058873,NO
0.09939286445187256,NO
0.2308479432430589,NO
0.2112013097755645,NO
0.23159833549355346,NO
0.8847124633331058,YES
0.8476021556722833,YES
0.6311481001432566,YES
0.7222866498396889,YES
0.2903335834640835,NO
0.4689269390817928,YES
0.1831639265979944,NO
0.07920049116583669,NO
0.13711712940855447,NO
0.19844464151715674,NO
0.5427382495395321,NO
0.2542465379630261,NO
0.18848488982877415,NO
0.1516474520772222,NO
0.04822975646360597,NO
0.1571048502626373,NO
0.9092025376901562,YES
0.1806398799372399,NO
0.5949246196875639,YES
0.26570707415239786,NO
0.2543147554403438,NO
0.26024967596698273,NO
0.15232962685039908,NO
0.30588716829251655,NO
0.13193260113241015,NO
0.19496555017395462,NO
0.17054369329422198,NO
0.2734838665666144,NO
0.8392796234395252,YES
0.8345726175046047,YES
0.6544102599085886,YES
0.5205675694112832,YES
0.17641039634354325,NO
0.34552152261409375,YES
0.13472951770243538,NO
0.1411419605702981,NO
0.14189235282079266,NO
0.9568183368579031,YES
0.3633262841940105,YES
0.35977897537349074,YES
0.7327239238692953,YES
0.3515928780953681,NO
0.13738999931782525,NO
0.6868817791118085,YES
0.19564772494713145,NO
0.7484139436523638,YES
0.13302408076949315,NO
0.42178866225526984,NO
0.3299679377856607,NO
0.3284671532846716,NO
0.1630397707892762,NO
0.3369943379493826,YES
0.14243809263933419,NO
0.5422607271983082,YES
0.4015280714919162,NO
0.26079541578552423,YES
0.3032266866771267,NO
0.27232416945221366,NO
0.6276007913227368,NO
0.2801691793437479,NO
0.8095368033290129,YES
0.5928780953680333,NO
0.6952043113445665,YES
0.19285080837710622,NO
0.2531550583259431,NO
0.6943857016167543,YES
0.2745071287263798,NO
0.2805102667303363,NO
0.8929667780885462,YES
0.3090251722491302,NO
0.0933215089705983,NO
0.9622757350433182,YES
0.20874548059212772,NO
0.8340950951633808,YES
0.14243809263933419,NO
0.48932396479978174,NO
0.5140869090661027,NO
0.47622620915478536,NO
0.1772290060713555,NO
0.4315437615116992,NO
0.14161948291152193,NO
0.6422675489460399,NO
0.23903404052118155,NO
0.4460740841803669,NO
0.2658435091070332,NO
0.2525411010300839,NO
0.5741865065829865,NO
0.30977556449962484,NO
0.7948018282283922,YES
0.5952657070741523,NO
0.6640971416877004,YES
0.10464561020533461,NO
0.13718534688587217,NO
0.6331946244627873,YES
0.6912476976601405,YES
0.6529094754075995,YES
0.6509993860427041,YES
0.264138072174091,NO
0.06426086363326286,NO
0.675353025445119,YES
0.6619823998908521,NO
0.6638924892557474,YES
0.4295654546694863,NO
0.4166041339791255,NO
0.42383518657480046,NO
0.4229483593696705,NO
0.11556040657616481,NO
0.6230984378197695,YES
0.09707347022307114,NO
0.7934374786820384,YES
0.34470291288628147,NO
0.5554949177979398,YES
0.6666894058257726,NO
0.6471792073129137,NO
0.7261068285694796,NO
0.43365850330854766,NO
0.6042704140800874,YES
0.6595265707074154,NO
0.6483389044273142,YES
0.1502831025308684,NO
0.2550651476908384,NO
0.7366123200764036,YES
0.30738795279350567,NO
0.30766082270277645,NO
0.7456852445596562,YES
0.25895354389794667,NO
0.11726584350910704,NO
0.8121972849444026,YES
0.28842349409918816,NO
0.9455624531004843,YES
0.18752984514632653,NO
0.4268367555767787,NO
0.2616822429906542,NO
0.24360461150146667,NO
0.1874616276690088,NO
0.40343816085681156,NO
0.16426768538099462,NO
0.6117061191077153,NO
0.20117334060986425,NO
0.4313391090797462,NO
0.32266866771266794,NO
0.3153011801623576,NO
0.6050890238078996,NO
0.32942219796711925,NO
0.6763762876048844,YES
0.5834640834981921,NO
0.7694249266662119,YES
0.10157582372603863,NO
0.14127839552493346,NO
0.210655569957023,YES
0.6899515655911044,YES
0.5889896991609249,YES
0.2496077495054233,YES
0.17129408554471656,NO
0.07640357459581146,NO
0.33071833003615525,YES
0.2031516474520772,NO
0.2964049389453578,YES
0.2818746162766901,NO
0.5806671669281671,NO
0.5638856675080155,NO
0.5844873456579576,NO
0.12047206494303839,NO
0.7064601951019851,YES
0.11972167269254383,NO
0.6299201855515384,YES
0.22777815676376284,NO
0.6024967596698274,YES
0.13363803806535235,NO
0.2392386929531346,NO
0.2574527593969575,NO
0.2379425608840985,NO
0.26877686063169387,YES
0.22313936830616005,NO
0.32369192987243334,YES
0.8155399413329696,YES
0.195306637560543,YES
0.365850330854765,NO
0.28392114059622076,NO
0.28555836005184526,NO
0.28549014257452765,NO
0.325738454191964,YES
0.8611774336585032,YES
0.2829660959137731,NO
0.20178729790572347,NO
0.2944266321031448,NO
0.2508356640971417,NO
0.49662323487277443,NO
0.44586943174841404,NO
0.4488027832730745,NO
0.22000136434954637,YES
0.24578757077563268,NO
0.7473906814925986,YES
0.1932601132410124,NO
0.7935739136366737,YES
0.12047206494303839,NO
0.21966027696295792,NO
0.2133160515724129,NO
0.25492871273620304,NO
0.28651340473429293,NO
0.34763626441094214,NO
0.27136912476976605,NO
0.27402960638515583,NO
0.12094958728426225,NO
0.18718875775973803,NO
0.5980626236441777,YES
0.29551811174022785,YES
0.28044204925301863,YES
0.7763831093526161,YES
0.23930691043045227,NO
0.0674670850671942,NO
0.9158878504672898,YES
0.14564431407326558,NO
0.8618596084316801,YES
0.08247493007708576,NO
0.5151783887031858,NO
0.4055529026536599,NO
0.41626304659253704,NO
0.09434477113036363,NO
0.3335834640834982,YES
0.0779725765741183,NO
0.5486731700661709,YES
0.1773654410259909,NO
0.3077290401800941,YES
0.21249744184460057,NO
0.18527866839484275,NO
0.5311412783955249,NO
0.2606589808308889,NO
0.6947267890033426,YES
0.5134729517702437,NO
0.8569479500648065,YES
0.1669963844737022,NO
0.11276349000613958,NO
0.6152534279282351,YES
0.585510607817723,YES
0.5870113923187121,YES
0.5674329763285355,YES
0.3063646906337404,NO
0.1661095572685722,NO
0.6106146394706324,YES
0.47008663619619345,NO
0.6561839143188484,YES
0.3296950678763899,NO
0.39238692953134596,NO
0.2969506787638993,NO
0.29565454669486324,NO
0.09311685653864521,NO
0.5435568592673443,YES
0.14052800327443893,NO
0.5834640834981923,YES
0.40159628896923394,NO
0.37301316597312234,YES
0.4870045705709803,NO
0.4673579371034859,NO
0.6759669827409782,NO
0.34565795756872914,NO
0.6165495599972712,YES
0.6307387952793506,NO
0.6284876185278669,YES
0.12913568456238492,NO
0.1908725015348932,NO
0.9680742206153217,YES
0.31762057439115904,YES
0.35166109557268577,YES
0.678900334265639,YES
0.3538440548468517,NO
0.12210928439866298,NO
0.6695545398731155,YES
0.3032266866771267,NO
0.7903676922027423,YES
0.18855310730609187,NO
0.3354253359710758,NO
0.17920731291356845,NO
0.16119789890169864,NO
0.24026195511289988,NO
0.38638379152738933,YES
0.21747731768879186,NO
0.6182549969302134,YES
0.3141414830479569,NO
0.43263524114878243,YES
0.3374036428132887,NO
0.3346067262432635,NO
0.6490892966778088,NO
0.2983150283102531,NO
0.6570707415239785,YES
0.6125929463128454,NO
0.6537280851354117,YES
0.10798826659390137,NO
0.19271437342247083,NO
0.5828501262023331,YES
0.29040180094140117,YES
0.2702094276553653,YES
0.6396070673306502,YES
0.21781840507538036,NO
0.055801896445869414,NO
0.8819155467630808,YES
0.14844123064329082,NO
0.8551060781772291,YES
0.0845896718739341,NO
0.4887100075039224,NO
0.31202674125110846,NO
0.32798963094344763,NO
0.10280373831775702,NO
0.3140050480933215,YES
0.0895013302408077,NO
0.5558360051845284,YES
0.16440412033562998,NO
0.30875230233985945,YES
0.19135002387611705,NO
0.16044750665120402,NO
0.5415103349478136,NO
0.2567705846237806,NO
0.5900129613206904,YES
0.4840712190463197,NO
0.8749573640766763,YES
0.12217750187598062,NO
0.12893103213043183,NO
0.24824339995906952,YES
0.8073538440548469,YES
0.7449348523091617,YES
0.3457261750460468,YES
0.16651886213247832,NO
0.04256770584623781,NO
0.29592741660413396,YES
0.4134661300225118,NO
0.2914932805784842,YES
0.3481820042294836,NO
0.4284739750324033,NO
0.4459376492257316,NO
0.4317484139436523,NO
0.1783204857084385,NO
0.7483457261750459,YES
0.15976533187802716,NO
0.6385838051708848,YES
0.25833958660208745,NO
0.6209836960229209,YES
0.34927348386656665,NO
0.40985060372467425,NO
0.4158537417286309,NO
0.32089501330240805,NO
0.35432157718807555,YES
0.2843304454601269,NO
0.2776451326829934,YES
0.10123473633945015,NO
0.12388293880892284,NO
0.48338904427314283,YES
0.7125315505832595,YES
0.7356572753939559,YES
0.4514632648884644,YES
0.14666757623303092,NO
0.058257725629306256,NO
0.4611501466675763,YES
0.3163926597994406,NO
0.5344839347840917,YES
0.18684767037314964,NO
0.21734088273415647,NO
0.16781499420151444,NO
0.1339791254519408,NO
0.15314823657821136,NO
0.6887918684767038,YES
0.1382086090456375,NO
1.0,YES
0.24108056484071216,NO
0.7832730745617027,YES
0.2965413738999932,NO
0.3064329081110581,NO
0.45310048434408895,NO
0.18712054028242037,NO
0.4549423562316666,YES
0.39204584214475746,NO
0.43679650726516145,YES
0.1638583805170885,NO
0.22177501875980626,NO
0.22184323623712393,NO
0.3284671532846716,NO
0.23077972576574118,NO
0.25936284876185284,NO
0.2819428337540078,NO
0.1308411214953271,NO
0.5137458216795143,NO
0.16031107169656866,NO
0.2631148100143257,NO
0.208472610682857,NO
0.8974691315915138,YES
0.8156763762876049,YES
0.8761852786683948,YES
0.14509857425472406,NO
0.2822157036632785,NO
0.15376219387407053,NO
0.15724128521727265,NO
0.27839552493348796,NO
0.14448461695886486,NO
0.10382700047752236,NO
0.15198853946381063,NO
0.18254996930213524,NO
0.173613479773518,NO
0.28037383177570097,NO
0.14953271028037385,NO
0.5193396548195648,NO
0.2799645269117948,YES
0.8063987993723991,YES
0.28207926870864314,NO
0.15867385224094416,NO
0.10123473633945015,NO
0.08254314755440345,NO
0.8336857902994748,YES
0.2740978238624735,YES
0.12483798349137049,NO
0.18336857902994752,NO
0.07988266593901358,NO
0.2706187325192715,NO
0.26045432839893584,NO
0.2422402619551129,NO
0.2531550583259431,NO
0.8190190326761717,YES
0.09523159833549355,NO
0.3354253359710758,YES
0.06378334129203903,NO
0.766559792618869,YES
0.13425199536121157,NO
0.12156354458012145,NO
0.08765945835323011,NO
0.11999454260181458,NO
0.21358892148168362,NO
0.14332491984446416,NO
0.08111058053073197,NO
0.13281942833754007,NO
0.06351047138276827,NO
0.07647179207312915,NO
0.2990654205607477,YES
0.8061259294631284,YES
0.8056484071219046,YES
0.3774473019987721,YES
0.1235418514223344,NO
0.007231052595675011,NO
0.3296950678763899,YES
0.20867726311481,NO
0.35404870727880483,YES
0.14782727334743162,NO
0.32949041544443686,NO
0.335152466061805,NO
0.34054164676990245,NO
0.005730268094685867,NO
0.7540759942697319,YES
0.0,NO
0.732792141346613,YES
0.2617504604679719,NO
0.7707892762125657,YES
0.18841667235145643,NO
0.265229551811174,NO
0.2892421038270005,NO
0.12736203015212497,NO
0.3935466266457467,YES
0.2372603861109216,NO
0.3131864383655093,YES
0.8274097823862474,YES
0.1606521590831571,YES
0.3311276349000614,NO
0.18916706460195104,NO
0.1496691452350092,NO
0.2142028787775428,NO
0.29681424380926397,YES
0.8769356709188896,YES
0.14905518793915004,NO
0.12224571935329834,NO
0.16385838051708845,NO
0.17020260590763353,NO
0.2838529231189031,NO
0.25063101166518864,NO
0.2545876253496146,NO
0.22027423425881715,YES
0.13698069445391908,NO
0.8304113513882256,YES
0.1015758237260386,NO
0.8416672351456442,YES
0.057575550856129365,NO
0.09523159833549355,NO
0.1047138276826523,NO
0.156286240534825,NO
0.14755440343816087,NO
0.28589944743843376,NO
0.14687222866498398,NO
0.13909543625076748,NO
0.1936694181049185,NO
0.12824885735725494,NO
0.11105805307319735,NO
0.3058189508151988,NO
0.18254996930213524,NO
0.16542738249539532,NO
0.15007845009891532,NO
0.1640630329490416,NO
0.29715533119585236,NO
0.5411010300839074,YES
0.13247834095095162,NO
0.7431611978989017,YES
0.47622620915478536,NO
0.47806808104236304,NO
0.4816836073402005,NO
0.1572412852172727,NO
0.240466607544853,NO
0.2333037724264957,NO
0.20001364349546358,NO
0.26154580803601885,NO
0.2247765877617846,NO
0.3642131113991405,YES
0.42356231666552974,YES
0.4091002114741797,YES
0.740705368715465,YES
0.1404597857971212,NO
0.26611637901630397,YES
0.26134115560406573,NO
0.8463060236032471,YES
0.18459649362166586,YES
0.2567023671464629,NO
0.15437615116992978,NO
0.09113854969643223,NO
0.098642472201378,NO
0.26400163721945563,YES
0.906814925984037,YES
0.10471382768265228,NO
0.10505491506924075,NO
0.07094617641039636,NO
0.15342110648748208,NO
0.2204788866907702,NO
0.2028105600654888,NO
0.20628965140869093,NO
0.23732860358823932,YES
0.09761921004161267,NO
0.8678627464356368,YES
0.06439729858789822,NO
0.8532642062896514,YES
0.12504263592332357,NO
0.05723446346954089,NO
0.05587011392318714,NO
0.09618664301794122,NO
0.12517907087795893,NO
0.15778702503581418,NO
0.057439115901493976,NO
0.09782386247356573,NO
0.29306228255679106,NO
0.15151101712258683,NO
0.22641380721740906,NO
0.27921413466130024,NO
0.13288764581485776,NO
0.34374786820383385,NO
0.21399822634558974,NO
0.2643427246060441,NO
0.22573163244423222,NO
0.5198171771607887,YES
0.2664574664028924,NO
0.8014871410055255,YES
0.35834640834981923,NO
0.36755576778770715,NO
0.3532983150283103,NO
0.16474520772221843,NO
0.1940787229688246,NO
0.27102803738317754,NO
0.1267480728562658,NO
0.3681697250835664,NO
0.10164404120335632,NO
0.3468176546831298,YES
0.404870727880483,YES
0.259976806057712,YES
0.7955522204788865,YES
0.39040862268913296,NO
0.2118834845487414,YES
0.17757009345794394,NO
