NONETRACED_RFNONE_RAW_VSM_SUM.csv,Associated
0.09310692185926032,NO
0.3764570441790186,NO
0.07814073967477336,NO
0.22837818391135414,NO
0.06375017988199742,NO
0.3607713340048928,NO
0.17858684702834937,YES
0.4305655489998561,YES
0.4107065764858253,NO
0.22377320477766585,NO
0.13181752770182759,NO
0.2626277162181609,NO
0.5312994675492876,YES
0.16563534321485104,YES
0.12519787019715065,NO
0.21888041444812203,NO
0.06259893509857534,NO
0.2426248381062023,NO
0.39761116707439925,NO
0.2023312706864297,NO
0.21067779536623973,NO
0.5435314433731473,YES
0.08619945315872787,NO
0.2902575910202907,YES
0.451575766297309,NO
0.7680241761404518,YES
0.12649302057850048,NO
0.25399338034249536,NO
0.046049791336883,NO
0.18074543099726578,NO
0.1367103180313714,NO
0.188372427687437,NO
0.13282486688732192,NO
0.11454885595049648,NO
0.04576198014102748,NO
0.0047488847316160595,NO
0.17340624550295006,YES
0.5595049647431285,YES
0.5872787451431861,YES
0.28723557346380774,YES
0.05756223917110375,NO
0.005900129515038136,NO
0.3023456612462225,YES
0.15987911929774065,NO
0.34407828464527274,YES
0.1580083465246798,NO
0.2703986185062599,NO
0.2918405525974961,NO
0.2888185350410131,NO
0.28867462944308536,NO
0.39214275435314433,YES
0.02878111958555188,NO
0.5379191250539647,YES
0.14980572744279752,NO
0.5222334148798389,YES
0.07598215570585697,NO
0.07036983738667435,NO
0.1626133256583681,NO
0.09713627860123761,NO
0.18146495898690457,YES
0.1165635343214851,NO
0.19009929486257013,YES
0.5986472873794791,YES
0.023888329256008055,YES
0.48568139300618796,NO
0.20967045618074542,NO
0.260181321053389,NO
0.13987624118578212,NO
0.32551446251259175,YES
0.81824722981724,YES
0.14577637070082025,NO
0.13224924449561087,NO
0.12548568139300617,NO
0.138149374010649,NO
0.25082745718808463,NO
0.19787019715066917,NO
0.17585264066772197,NO
0.17844294143042164,YES
0.09612893941574328,NO
0.7690315153259462,YES
0.043027773780400055,NO
0.4905741833357318,YES
0.08476039717945028,NO
0.07526262771621817,NO
0.09526550582817672,NO
0.21125341775795076,NO
0.0903727154986329,NO
0.26219599942437766,NO
0.17700388545114404,NO
0.17484530148222766,NO
0.16405238163764568,NO
0.08073104043747302,NO
0.17167937832781693,NO
0.29788458771046195,NO
0.12131241905310118,NO
0.2918405525974961,NO
0.10059001295150381,NO
0.1109512160023025,NO
0.26233990502230536,NO
0.3340048927903296,YES
0.2657936393725716,NO
0.2683839401352713,YES
0.34710030220175564,NO
0.3643689739530868,NO
0.3462368686141891,NO
0.18937976687293134,NO
0.12735645416606706,NO
0.2388832925600806,NO
0.17772341344078285,NO
0.28406965030939707,NO
0.24766153403367389,NO
0.16246942006044035,YES
0.19081882285220894,YES
0.27097424089797095,YES
0.26320333860987194,YES
0.18419916534753203,NO
0.15426680097855805,YES
0.15714491293711325,NO
0.5056842711181465,YES
0.056123183191826166,YES
0.39214275435314433,NO
0.21384371852065046,NO
0.07943589005612318,NO
0.08346524679810045,NO
0.23801985897251407,YES
0.8060152539933805,YES
0.12217585264066773,NO
0.15556195135990789,NO
0.09310692185926032,NO
0.1434738811339761,NO
0.23989063174557493,NO
0.2696790905166211,NO
0.19643114117139157,NO
0.1817527701827601,YES
0.06187940710893653,NO
0.8048640092099582,YES
0.07641387249964024,NO
0.6013814937401065,YES
0.13268096128939416,NO
0.08332134120017269,NO
0.05166210965606561,NO
0.183623542955821,NO
0.08389696359188371,NO
0.20564109943876815,NO
0.11598791192977408,NO
0.18290401496618217,NO
0.21931213124190527,NO
0.0741113829327961,NO
0.22823427831342638,NO
0.2417614045186358,NO
0.14779104907180887,NO
0.22262195999424378,NO
0.20592891063462368,NO
0.14390559792775937,NO
0.29572600374154556,NO
0.41862138437185203,YES
0.23629299179738092,NO
0.39142322636350557,YES
0.33673909915095696,NO
0.3291121024607857,NO
0.299035832493884,NO
0.20276298748021296,NO
0.14016405238163762,NO
0.16750611598791193,NO
0.27586703122751477,NO
0.3724276874370413,NO
0.13037847172255002,NO
0.19772629155274138,YES
0.2089509281911066,YES
0.16390847603971795,YES
0.39329399913656643,YES
0.30781407396747734,NO
0.15153259461793062,YES
0.1948481795941862,NO
