NONETRACED_RFSMOTE_SINGLE_LSA_SUM.csv,Associated
0.10443516222135202,NO
0.31240772164933506,NO
0.03660531697341513,NO
0.14303760750699795,NO
0.17123816153968877,NO
0.1267211997273347,YES
0.1994155100146485,NO
0.11608725289706887,YES
0.24808191561879075,NO
0.3646028223759592,NO
0.2254826030834385,NO
0.07866394001363328,NO
0.13630509507026933,NO
0.1097999970993053,NO
0.10214941478484099,NO
0.16702780315885654,NO
0.12933182497208084,NO
0.12393073141017275,YES
0.11603939143424852,YES
0.19157203150154464,YES
0.2296610538223905,YES
0.10521689944741769,NO
0.12091545925249098,YES
0.1504155245181221,NO
0.34452131285442866,YES
0.015541922290388546,YES
0.1747102931152011,NO
0.09025221540558967,NO
0.026584867075664625,NO
0.057500471362891416,NO
0.12389447272621795,YES
0.288957055214724,YES
0.04683026584867076,NO
0.07033169444081858,NO
0.026244035446489435,NO
0.05691888207225631,NO
0.0957736877982277,NO
0.11162453407591119,NO
0.08200408997955011,NO
0.06823449216087252,YES
0.03277204890571292,NO
0.2551987701054403,YES
0.004703476482617583,NO
0.2261077027948194,YES
0.024539877300613494,NO
0.014792092706203137,NO
0.013428766189502384,NO
0.06912065439672804,NO
0.028698023176550784,NO
0.07955010224948875,NO
0.06608942841810614,NO
0.03469665985003408,NO
0.23874748002146515,NO
0.0385661866016911,NO
0.11244252998593166,NO
0.10347648261758693,NO
0.09565766000957229,NO
0.6532291983930152,NO
0.10100654106658546,NO
0.15864769612322152,NO
0.101772324471711,NO
0.105453306066803,YES
0.08812310548376337,NO
0.17436946148602592,YES
0.14846625766871166,NO
0.14485344239945466,NO
0.13060668029993183,NO
0.051790453813688374,NO
0.10654831832223818,NO
0.1280569696442298,NO
0.06683925800229154,NO
0.13810497614178596,NO
0.0370824812542604,NO
0.048534423994546695,YES
0.053851397409679626,YES
0.06659850034083165,YES
0.3134737269576064,YES
0.1143149284253579,NO
0.3508056679574759,YES
0.053987730061349694,NO
