LOWERTRACED_RFNONE_MULTI_VSM_SUM.csv,Associated
0.6881466564821888,YES
0.1601972085271856,NO
0.5873897645996805,YES
0.08561905423234498,NO
0.059093118533435185,NO
0.08617457121033262,NO
0.14873967085619053,NO
0.12978265398236233,NO
0.09291021456843275,NO
0.13755989167418928,NO
0.08617457121033262,NO
0.06034303173390737,NO
0.14582320672175542,NO
0.8423026178737587,YES
0.15596139157002983,NO
0.724810777029373,YES
0.08561905423234498,NO
0.04423303937226582,NO
0.03812235261440178,NO
0.13485174640649952,NO
0.08534129574335117,NO
0.10811749184084439,NO
0.2084577459898618,NO
0.08409138254287896,NO
0.18894521213804594,NO
0.8849385459343102,YES
0.8331365877369628,YES
0.9473647663356711,YES
0.7280744392750504,YES
0.1272133879591695,NO
0.7898757030761753,YES
0.1130477050204847,NO
0.09311853343517812,NO
0.046593986528713285,NO
0.2329699326435664,NO
0.22526213457398792,NO
0.20477744601069367,NO
0.22394278175126725,NO
0.11013124088604957,NO
0.0768002222067912,NO
0.2189431289493785,NO
0.8805638497326576,YES
0.22428997986250954,NO
0.776682174848969,YES
0.149572946323172,NO
0.134921186028748,NO
0.1325602388723005,NO
0.027775848899381988,NO
0.16089160474967015,NO
0.028956322477605722,NO
0.1464481633219915,NO
0.12596347475869732,NO
0.15985001041594335,NO
0.9124366363446984,YES
0.8746614818415389,YES
0.8264009443788626,YES
0.8177904312200542,YES
0.2505381570724255,NO
0.7711270050690925,YES
0.17845982917852923,NO
0.043677522394278176,NO
0.04277480730504827,NO
0.08207763349767377,NO
0.21442955350322893,NO
0.11311714464273315,NO
0.06645371849177141,NO
0.03520588847996667,NO
0.030136796055829456,NO
0.10575654468439692,NO
0.9095896118325117,YES
0.049232692174154574,NO
0.767238386223179,YES
0.140268036941879,NO
0.1354072633844872,NO
0.1351989445177418,NO
0.052149156308589684,NO
0.08589681272133881,NO
0.05041316575237831,NO
0.0817304353864315,NO
0.11138115408652177,NO
0.11943615026734254,NO
0.8384139990278454,YES
0.8336226650927019,YES
0.8223040066662037,YES
0.6915491979723631,YES
0.10256232206096799,NO
0.6825914867023124,YES
0.07582806749531283,NO
0.06742587320324978,NO
0.024512186653704606,NO
0.7497396014165683,YES
0.09256301645719048,YES
0.07839733351850567,YES
0.5936393306020415,YES
0.14853135198944517,NO
0.06714811471425595,NO
0.6227345323241442,YES
0.06082910908964656,NO
0.6243316436358587,YES
0.06673147698076522,NO
0.14117075203110896,NO
0.09707659190334006,NO
0.09554892021387404,NO
0.0558294562877578,NO
0.0621484619123672,YES
0.05395458648704951,NO
0.1576973821262412,YES
0.14103187278661203,NO
0.08492465800986043,YES
0.08145267689743768,NO
0.04874661481841539,NO
0.20324977432122768,NO
0.07652246371779738,NO
0.6319700020831887,YES
0.1679050065967641,NO
0.5404485799597251,YES
0.1181167974446219,NO
0.10061801263801126,NO
0.8122352614401778,YES
0.45538504270536767,NO
0.41226303728907715,NO
0.8513992083883064,YES
0.12006110686757863,NO
0.06937018262620652,NO
0.9409068814665648,YES
0.1258245955142004,NO
0.8668148045274634,YES
0.0992986598152906,NO
0.21984584403860843,NO
0.21561002708145266,NO
0.17707103673356014,NO
0.11193667106450943,NO
0.4577459898618152,NO
0.09027150892299146,NO
0.560724949656274,NO
0.09395180890215958,NO
0.4887855010068745,NO
0.13144920491632525,NO
0.11707520311089509,NO
0.25477397402958124,NO
0.12631067286993958,NO
0.8260537462676204,YES
0.22644260815221162,NO
0.7621692937990417,YES
0.04860773557391848,NO
0.018470939518089022,NO
0.5330879800013889,YES
0.5344073328241095,YES
0.4953822651204777,YES
0.5148947989722937,YES
0.07881397125199639,NO
0.026109297965419064,NO
0.5555864176098883,YES
0.6548156378029304,NO
0.5423234497604333,YES
0.5691965835705854,NO
0.1574196236372474,NO
0.1363099784737171,NO
0.1354072633844872,NO
0.02485938476494688,NO
0.4650371501979029,YES
0.02388723005346851,NO
0.5278800083327547,YES
0.0781890146517603,NO
0.4732310256232206,YES
0.6596069717380738,NO
0.6397472397750157,NO
0.6969654885077426,NO
0.5733629609054928,NO
0.5299631970002083,YES
0.6291924171932505,NO
0.4987153669884035,YES
0.10679813901812374,NO
0.1074925352406083,NO
0.8182070689535449,YES
0.11554753142142907,NO
0.10770085410735365,NO
0.8401499895840567,YES
0.10992292201930422,NO
0.09943753905978751,NO
0.8777168252204709,YES
0.10360391639469482,NO
0.8910492326921743,YES
0.09429900701340185,NO
0.14901742934518433,NO
0.10027081452676898,NO
0.08186931463092842,NO
0.11645024651065898,NO
0.13943476147489758,NO
0.10804805221859592,NO
0.24019165335740575,NO
0.0558294562877578,NO
0.17811263106728698,NO
0.14721199916672453,NO
0.11568641066592598,NO
0.2640788834108742,NO
0.14318450107631414,NO
0.8278591764460802,YES
0.242066523158114,NO
0.773626831470037,YES
0.02562322060967988,NO
0.005971807513367127,NO
0.03097007152281091,YES
0.13672661620720783,YES
0.08700784667731408,YES
0.029720158322338725,YES
0.020206930074300394,NO
0.0,NO
0.0768002222067912,YES
0.07318936184987154,NO
0.02333171307548087,YES
0.06221790153461565,NO
0.11193667106450943,NO
0.11353378237622389,NO
0.11714464273314353,NO
0.03708075828067496,NO
0.11485313519894454,YES
0.03583084508020277,NO
0.10658982015137838,YES
0.08673008818832025,NO
0.08429970140962434,YES
0.0036108603569196583,NO
0.04277480730504827,NO
0.04166377334907299,NO
0.017498784806610653,NO
0.03985834317061315,YES
0.01944309422956739,NO
0.03742795639191723,YES
0.8281369349350739,YES
0.6516214151795015,YES
0.24553850427053675,NO
0.1006874522602597,NO
0.09450732588014722,NO
0.0977709881258246,NO
0.7843899729185474,YES
0.8745920422192904,YES
0.09068814665648219,NO
0.04583015068398029,NO
0.0985348239705576,NO
0.03971946392611625,NO
0.14117075203110896,NO
0.10429831261717937,NO
0.09360461079091731,NO
0.6767585584334422,YES
0.05916255815568364,NO
0.7861259634747588,YES
0.011249218804249707,NO
0.8254287896673843,YES
0.019373654607318935,NO
0.06402333171307548,NO
0.05756544684396918,NO
0.08061940143045623,NO
0.0760363863620582,NO
0.14436497465453788,NO
0.09735435039233387,NO
0.06235678077911257,NO
0.05145476008610514,NO
0.03985834317061315,NO
0.7617526560655511,YES
0.07332824109436845,YES
0.048885494062912295,YES
0.7685577390458996,YES
0.05346850913131033,NO
0.040205541281855425,NO
0.9275744739948616,YES
0.25970418720922156,NO
0.8105687105062149,YES
0.24769113256023884,NO
0.20443024789945144,NO
0.12283869175751684,NO
0.13374071245052427,NO
0.05152419970835359,NO
0.07145337129366017,YES
0.0468717450177071,NO
0.20165266300951323,YES
0.050204846885632946,NO
0.12992153322685923,YES
0.28852163044233037,NO
0.25998194569821537,NO
0.40448579959725023,NO
0.27630025692660226,NO
0.7546698145962086,YES
0.3765710714533713,NO
0.8008471633914312,YES
0.07499479202833137,NO
0.026109297965419064,NO
0.6582181792931047,YES
0.45941254079577803,YES
0.4450385389903479,YES
0.5325324630234013,YES
0.1454065689882647,NO
0.07409207693910146,NO
0.5719741684605236,YES
0.12415804458023748,NO
0.5641274911464482,YES
0.06874522602597041,NO
0.15825289910422888,NO
0.12256093326852303,NO
0.1212415804458024,NO
0.05902367891118672,NO
0.4112214429553503,YES
0.0544406638427887,NO
0.4630928407749462,YES
0.12985209360461078,NO
0.4149711825567669,YES
0.14137907089785431,NO
0.12138045969029927,NO
0.20179154225401014,NO
0.0849940976321089,NO
0.5722519269495175,YES
0.15575307270328448,NO
0.5096173876814111,YES
0.08638289007707799,NO
0.06950906187070342,NO
0.712589403513645,YES
0.10589542392889383,YES
0.1317964030275675,YES
0.5762794250399278,YES
0.15082285952364416,NO
0.10582598430664539,NO
0.5814873967085619,YES
0.0766613429622943,NO
0.6182209568779946,YES
0.07110617318241788,NO
0.09617387681411013,NO
0.0530518713978196,NO
0.03687243941392959,NO
0.1344351086730088,NO
0.10999236164155267,YES
0.13033817096034997,NO
0.2308173043538643,YES
0.11631136726616209,NO
0.1677661273522672,YES
0.12193597666828694,NO
0.09047982778973683,NO
0.25144087216165545,NO
0.11922783140059719,NO
0.5870425664884383,YES
0.22644260815221168,NO
0.5264912158877856,YES
0.04242760919380599,NO
0.044024720505520455,NO
0.7635580862440109,YES
0.4369835428095271,YES
0.4074022637316853,YES
0.7529338240399973,YES
0.03930282619262552,NO
0.031803346989792376,NO
0.9118116797444623,YES
0.06284285813485176,NO
0.798972293590723,YES
0.0543017845982918,NO
0.19172279702798414,NO
0.08089715991945004,NO
0.0971460315255885,NO
0.06589820151378377,NO
0.4328171654746198,YES
0.06374557322408166,NO
0.5741267967502257,YES
0.037566835636414136,NO
0.5103117839038956,YES
0.08186931463092842,NO
0.049649329907645305,NO
0.21088813276855772,NO
0.0692313033817096,NO
0.7584195541976253,YES
0.1576973821262412,NO
0.8447330046524548,YES
0.07311992222762308,NO
0.05603777515450316,NO
0.06457884869106313,YES
0.49079925005207964,YES
0.4272619956947434,YES
0.10027081452676898,YES
0.05846816193319909,NO
0.031664467745295466,NO
0.13464342753975417,YES
0.13006041247135613,NO
0.07138393167141172,YES
0.09166030136796056,NO
0.17984862162349835,NO
0.19672244982987294,NO
0.1822790084021943,NO
0.11110339559752795,NO
0.40052774112908823,YES
0.1076314144851052,NO
0.4337893201860982,YES
0.09790986737032151,NO
0.4274008749392403,YES
0.07693910145128811,NO
0.10520102770640928,NO
0.10506214846191236,NO
0.06388445246857857,NO
0.09874314283730297,YES
0.07555030900631901,NO
0.07700854107353657,YES
0.07659190334004583,NO
0.06471772793556003,NO
0.3570585376015554,YES
0.5685021873481009,YES
0.5920422192903272,YES
0.36073883758072356,YES
0.06131518644538575,NO
0.04819109784042776,NO
0.383237275189223,YES
0.12763002569266024,NO
0.3917089091035345,YES
0.0933268523019235,NO
0.09374349003541421,NO
0.06513436566905076,NO
0.0419415318380668,NO
0.11992222762308173,NO
0.5443371988056386,YES
0.11624192764391361,NO
0.7381431845010763,YES
0.05513506006527325,NO
0.6593986528713285,YES
0.1165891257551559,NO
0.10159016734948963,NO
0.20741615165613497,NO
0.09374349003541421,NO
0.3528227206443997,YES
0.15971113117144642,NO
0.3435178112631067,YES
0.05499618082077634,NO
0.02055412818554267,NO
0.08909103534476773,NO
0.13957364071939446,NO
0.04013610165960697,NO
0.05964863551142281,NO
0.06006527324491355,NO
0.02340115269772932,NO
0.17318241788764668,NO
0.08284146934240677,NO
0.04770502048468857,NO
0.06624539962502604,NO
0.8907020345809319,YES
0.8311922783140059,YES
0.8707728629956254,YES
0.04638566766196792,NO
0.042566488438302894,NO
0.04853829595167002,NO
0.030067356433581004,NO
0.10089577112700507,NO
0.046663426150961744,NO
0.02534546212068606,NO
0.04492743559475037,NO
0.06360669397958475,NO
0.03076175265606555,NO
0.11020068050829805,NO
0.03076175265606555,NO
0.1393653218526491,NO
0.718075133671273,YES
0.8327199500034721,YES
0.18429275744739948,NO
0.10797861259634749,NO
0.049718769529893764,NO
0.03645580168043886,NO
0.8604957989028541,YES
0.7187695298937574,YES
0.06041247135615582,NO
0.09867370321505452,NO
0.030206235678077908,NO
0.11707520311089509,NO
0.10853412957433511,NO
0.09763210888132769,NO
0.10165960697173808,NO
0.8455662801194362,YES
0.034650371501979034,NO
0.758072356086383,YES
0.01652663009513228,NO
0.8913964308034166,YES
0.05409346573154642,NO
0.07395319769460454,NO
0.022220679119505586,NO
0.08721616554405943,NO
0.05902367891118672,NO
0.09089646552322755,NO
0.050204846885632946,NO
0.055273939309770155,NO
0.02208179987500868,NO
0.002291507534199014,NO
0.5836400249982641,YES
0.49218804249704884,YES
0.4917019651413096,YES
0.5899590306228735,YES
0.027775848899381988,NO
0.0028470245121866534,NO
0.6389139643080342,YES
0.07020345809318798,NO
0.5965557947364767,YES
0.06235678077911257,NO
0.13047705020484687,NO
0.1130477050204847,NO
0.11853343517811264,NO
0.007360599958336228,NO
0.4392056107214777,YES
0.006943962224845499,NO
0.5373237969585446,YES
0.06534268453579613,NO
0.48809110478438994,YES
0.022776196097493227,NO
0.020068050829803483,NO
0.07846677314075412,NO
0.019095896118325115,NO
0.5944726060690231,YES
0.049302131796403026,NO
0.5778070967293938,YES
0.8443858065412124,YES
0.6225956530796473,YES
0.2343587250885355,NO
0.10117352961599889,NO
0.056107214776751624,NO
0.06749531282549823,NO
0.7611971390875635,YES
0.8947989722935907,YES
0.07034233733768488,NO
0.06381501284633012,NO
0.060551350600652726,NO
0.06666203735851678,NO
0.11408929935421153,NO
0.08853551836678009,NO
0.08485521838761198,NO
0.683285882924797,YES
0.04638566766196792,NO
0.8293868481355462,YES
0.013818484827442537,NO
0.8408443858065412,YES
0.020068050829803483,NO
0.03631692243594195,NO
0.04596902992847719,NO
0.0811054787861954,NO
0.043608082772029724,NO
0.12651899173668493,NO
0.07152281091590862,NO
0.049649329907645305,NO
0.07916116936323866,NO
0.03895562808138324,NO
0.06200958266787028,NO
0.14374001805430178,NO
0.058537601555447544,NO
0.0783278938962572,NO
0.04853829595167002,NO
0.05353794875355879,NO
0.12658843135893338,NO
0.14033747656412748,YES
0.05187139781959587,NO
0.1295048954933685,YES
0.1605444066384279,NO
0.175821123533088,NO
0.16707173112978266,NO
0.09138254287896674,NO
0.06145406568988265,NO
0.10832581070758976,NO
0.0857579334768419,NO
0.1370738143184501,NO
0.09867370321505452,NO
0.07839733351850567,YES
0.08513297687660579,YES
0.10297895979445872,YES
0.12700506909242412,YES
0.08888271647802237,NO
0.060551350600652726,YES
0.07582806749531283,NO
0.9384070550656205,YES
0.7214776751614471,YES
0.18922297062703977,NO
0.1031872786612041,NO
0.03833067148114715,NO
0.040274980904103884,NO
0.8023053954586488,YES
1.0,YES
0.05895423928893828,NO
0.06812026942573432,NO
0.037983473369904874,NO
0.0692313033817096,NO
0.10881188806332895,NO
0.09541004096937712,NO
0.09478508436914104,NO
0.775154503159503,YES
0.029859037566835635,NO
0.9508367474480939,YES
0.016040552739393095,NO
0.9359766682869245,YES
0.0362474828136935,NO
0.026317616832164433,NO
0.02492882438719533,NO
0.08166099576418305,NO
0.040483299770849246,NO
0.09228525796819666,NO
0.04902437330740921,NO
0.046593986528713285,NO
0.09193805985695437,NO
0.03576140545795431,NO
0.0962433164363586,NO
0.11665856537740436,NO
0.06437052982431775,NO
0.10047913339351434,NO
0.09936809943753906,NO
0.06943962224845497,NO
0.11492257482119299,NO
0.500590236789112,YES
0.08624401083258108,NO
0.5707936948822999,YES
0.1624887160613846,NO
0.1588084160822165,NO
0.1442955350322894,NO
0.049232692174154574,NO
0.06069022984514964,NO
0.0530518713978196,NO
0.049788209152142215,NO
0.15193389347961947,NO
0.04902437330740921,NO
0.44260815221165195,YES
0.44802444274703146,YES
0.46100965210749256,YES
0.5647524477466843,YES
0.1276994653149087,NO
0.45503784459412544,YES
0.06624539962502604,NO
