LOWERTRACED_RFNONE_MULTI_LSA_MEDIAN.csv,Associated
0.12591176470588236,NO
0.13953235294117647,YES
0.11571176470588236,NO
0.10136176470588236,NO
0.06786176470588236,NO
0.1152970588235294,NO
0.31121764705882354,NO
0.29646764705882356,NO
0.1087970588235294,NO
0.11361176470588236,NO
0.08961176470588235,NO
0.10519705882352941,NO
0.22600882352941176,YES
0.1090470588235294,NO
0.15120882352941178,YES
0.1126,NO
0.10205,NO
0.10035,NO
0.05431176470588235,NO
0.26486764705882354,NO
0.055161764705882355,NO
0.2544676470588236,NO
0.12501176470588235,NO
0.26411764705882357,NO
0.24895882352941176,YES
0.22175882352941176,YES
0.18700882352941176,YES
0.18080882352941177,YES
0.1279470588235294,NO
0.14720882352941178,YES
0.07604705882352941,NO
0.03635,NO
0.0357,NO
0.054000000000000006,NO
0.1443,NO
0.07135,NO
0.04275,NO
0.03025,NO
0.0266,NO
0.07105,NO
0.4727911764705882,YES
0.03035,NO
0.37029117647058823,YES
0.1059,NO
0.1024,NO
0.10225,NO
0.04245,NO
0.05175,NO
0.0412,NO
0.04875,NO
0.0851,NO
0.0759,NO
0.4215411764705882,YES
0.41809117647058824,YES
0.40994117647058825,YES
0.31579117647058824,YES
0.06875,NO
0.30934117647058823,YES
0.0495,NO
0.05345,NO
0.02255,NO
0.3665147058823529,YES
0.13625588235294117,YES
0.12605588235294118,YES
0.25411470588235296,YES
0.11185,NO
0.05325,NO
0.27506470588235293,YES
0.10752352941176471,NO
0.276214705882353,YES
0.11177352941176472,NO
0.10655,NO
0.0748,NO
0.0737,NO
0.0451,NO
0.11435588235294117,YES
0.04375,NO
0.18315588235294117,YES
0.10645,NO
0.13075588235294117,YES
0.12237352941176471,NO
0.09882352941176471,NO
0.21007352941176471,NO
0.11882352941176472,NO
0.2817147058823529,YES
0.18462352941176471,NO
0.21581470588235296,YES
0.08995,NO
0.07735,NO
0.28563235294117645,YES
0.11368235294117648,NO
0.08263235294117646,NO
0.31383235294117645,YES
0.09135,NO
0.05485,NO
0.37828235294117646,YES
0.10726470588235294,NO
0.32493235294117645,YES
0.08816470588235294,NO
0.1632,NO
0.16015,NO
0.1324,NO
0.0855,NO
0.11538235294117646,NO
0.0699,NO
0.18953235294117649,NO
0.07255,NO
0.13773235294117647,NO
0.11131470588235294,NO
0.10096470588235294,NO
0.20011470588235292,NO
0.10761470588235295,NO
0.29558235294117646,YES
0.17971470588235294,NO
0.24958235294117648,YES
0.24578235294117645,NO
0.22408235294117645,NO
0.43551470588235297,YES
0.19264117647058823,YES
0.16454117647058825,YES
0.42241470588235297,YES
0.26753235294117644,NO
0.22958235294117646,NO
0.45171470588235296,YES
0.13992941176470589,NO
0.4421647058823529,YES
0.07827941176470588,NO
0.11825,NO
0.10305,NO
0.1024,NO
0.22868235294117645,NO
0.14269117647058824,YES
0.22798235294117647,NO
0.18794117647058825,YES
0.26708235294117644,NO
0.14859117647058823,YES
0.14337941176470587,NO
0.1290794117647059,NO
0.17027941176470587,NO
0.08127941176470588,NO
0.43326470588235294,YES
0.12147941176470588,NO
0.4107647058823529,YES
0.21709411764705883,NO
0.21759411764705883,NO
0.19993235294117648,YES
0.0881,NO
0.08245,NO
0.2157323529411765,YES
0.21934411764705886,NO
0.21179411764705885,NO
0.24278235294117648,YES
0.0971470588235294,NO
0.25238235294117645,YES
0.09044705882352941,NO
0.1122,NO
0.0771,NO
0.06385,NO
0.22404411764705884,NO
0.1053,NO
0.21799411764705884,NO
0.17785,NO
0.18039411764705884,NO
0.13315,NO
0.1285470588235294,NO
0.1058470588235294,NO
0.2126970588235294,NO
0.12564705882352942,NO
0.2068823529411765,YES
0.1968470588235294,NO
0.1678323529411765,YES
0.02335,NO
0.0092,NO
0.033082352941176466,YES
0.19246764705882352,YES
0.15666764705882352,YES
0.03218235294117647,YES
0.01945,NO
0.0049,NO
0.06608235294117647,YES
0.0987764705882353,NO
0.02758235294117647,YES
0.09087647058823531,NO
0.09138235294117647,NO
0.09253235294117648,NO
0.09513235294117647,NO
0.0316,NO
0.17671764705882353,YES
0.0307,NO
0.17076764705882352,YES
0.06735,NO
0.15471764705882352,YES
0.0486764705882353,NO
0.0768764705882353,NO
0.0760764705882353,NO
0.0586764705882353,NO
0.03948235294117647,YES
0.0600764705882353,NO
0.037732352941176474,YES
0.16296470588235296,YES
0.03586470588235294,YES
0.3522882352941177,NO
0.20092941176470586,NO
0.19647941176470587,NO
0.24588823529411766,NO
0.13146470588235293,YES
0.19641470588235294,YES
0.24078823529411764,NO
0.043782352941176474,NO
0.24643823529411765,NO
0.03938235294117647,NO
0.10655,NO
0.08,NO
0.0723,NO
0.05396470588235294,YES
0.17102941176470587,NO
0.13271470588235296,YES
0.13652941176470587,NO
0.16101470588235295,YES
0.14237941176470587,NO
0.05688235294117647,NO
0.05223235294117647,NO
0.06883235294117648,NO
0.06553235294117647,NO
0.27943823529411765,NO
0.08088235294117646,NO
0.22038823529411766,NO
0.04195,NO
0.0336,NO
0.3828117647058824,YES
0.06358235294117648,YES
0.04598235294117647,YES
0.3877117647058824,YES
0.0434,NO
0.03385,NO
0.5022117647058824,YES
0.0645470588235294,NO
0.4179617647058824,YES
0.05589705882352941,NO
0.1521,NO
0.09335,NO
0.1012,NO
0.042,NO
0.06223235294117647,YES
0.03865,NO
0.1559823529411765,YES
0.04105,NO
0.10433235294117646,YES
0.0852970588235294,NO
0.06474705882352941,NO
0.1687970588235294,NO
0.0764970588235294,NO
0.3777117647058824,YES
0.1486970588235294,NO
0.4109617647058824,YES
0.0589,NO
0.0237,NO
0.3314970588235294,YES
0.28128823529411767,YES
0.27093823529411765,YES
0.24099705882352943,YES
0.1096,NO
0.05825,NO
0.26939705882352943,YES
0.10018235294117647,NO
0.26374705882352945,YES
0.06028235294117647,NO
0.11385,NO
0.08815,NO
0.0872,NO
0.0474,NO
0.24658823529411766,YES
0.0441,NO
0.28393823529411766,YES
0.0984,NO
0.24928823529411764,YES
0.11258235294117647,NO
0.09818235294117647,NO
0.15608235294117648,NO
0.07198235294117647,NO
0.2695970588235294,YES
0.12293235294117646,NO
0.22449705882352944,YES
0.0671,NO
0.05495,NO
0.29241176470588237,YES
0.08703235294117648,YES
0.10568235294117648,YES
0.19426176470588236,YES
0.11349999999999999,NO
0.0811,NO
0.19801176470588236,YES
0.17862941176470587,NO
0.22446176470588236,YES
0.17462941176470587,NO
0.07415,NO
0.0431,NO
0.03145,NO
0.1017,NO
0.08998235294117646,YES
0.09875,NO
0.17698235294117648,YES
0.08865,NO
0.13158235294117648,YES
0.2112294117647059,NO
0.18857941176470588,NO
0.3044794117647059,NO
0.20927941176470588,NO
0.20201176470588236,YES
0.28647941176470587,NO
0.15841176470588236,YES
0.04133235294117647,NO
0.04248235294117647,NO
0.16058235294117648,YES
0.08984411764705882,YES
0.06854411764705882,YES
0.15293235294117646,YES
0.03908235294117647,NO
0.03368235294117647,NO
0.26733235294117647,YES
0.2677970588235294,NO
0.18608235294117648,YES
0.2616470588235294,NO
0.14883235294117647,NO
0.06903235294117646,NO
0.08073235294117648,NO
0.05823235294117647,NO
0.08684411764705882,YES
0.05668235294117647,NO
0.1885941176470588,YES
0.03783235294117647,NO
0.1426441176470588,YES
0.2814970588235294,NO
0.2582970588235294,NO
0.37439705882352936,NO
0.2723970588235294,NO
0.15688235294117647,YES
0.33609705882352936,NO
0.21903235294117648,YES
0.05755,NO
0.04525,NO
0.11022352941176472,YES
0.1783,YES
0.13255,YES
0.13592352941176472,YES
0.047,NO
0.0277,NO
0.16067352941176472,YES
0.09855,NO
0.11512352941176471,YES
0.0709,NO
0.1244,NO
0.13655,NO
0.12615,NO
0.0849,NO
0.1133,YES
0.0824,NO
0.13725,YES
0.0754,NO
0.13265,YES
0.0603,NO
0.08065,NO
0.08055,NO
0.0509,NO
0.1348235294117647,YES
0.0593,NO
0.1191735294117647,YES
0.56005,NO
0.5515,NO
0.127,YES
0.23483823529411765,YES
0.25178823529411765,YES
0.12965,YES
0.54905,NO
0.5396,NO
0.14585,YES
0.12709411764705883,NO
0.15195,YES
0.10239411764705883,NO
0.08416470588235295,NO
0.06356470588235294,NO
0.04686470588235294,NO
0.59125,NO
0.21743823529411765,YES
0.5886,NO
0.3569882352941176,YES
0.5446,NO
0.30028823529411763,YES
0.11914411764705882,NO
0.10834411764705883,NO
0.1845441176470588,NO
0.10269411764705882,NO
0.12395,YES
0.1501941176470588,NO
0.11725,YES
0.050382352941176475,NO
0.02558235294117647,NO
0.0866970588235294,NO
0.1054,NO
0.0338,NO
0.06549705882352941,NO
0.05403235294117647,NO
0.02763235294117647,NO
0.1472470588235294,NO
0.07631470588235294,NO
0.05689705882352941,NO
0.06436470588235293,NO
0.21125,YES
0.1684,YES
0.1969,YES
0.04418235294117647,NO
0.03555,NO
0.04573235294117647,NO
0.02655,NO
0.08343235294117646,NO
0.0385,NO
0.034914705882352945,NO
0.04901470588235294,NO
0.06246470588235294,NO
0.038814705882352946,NO
0.10189705882352941,NO
0.038814705882352946,NO
0.1228970588235294,NO
0.06783235294117647,YES
0.15038235294117647,YES
0.14348235294117648,NO
0.11206176470588236,NO
0.07011176470588236,NO
0.037032352941176475,NO
0.17038235294117646,YES
0.06833235294117647,YES
0.05428235294117647,NO
0.09947941176470589,NO
0.03253235294117647,NO
0.11272941176470588,NO
0.08305,NO
0.0752,NO
0.0781,NO
0.15963235294117648,YES
0.05926176470588236,NO
0.09663235294117647,YES
0.046211764705882355,NO
0.19263235294117648,YES
0.07326176470588236,NO
0.08167941176470589,NO
0.044429411764705884,NO
0.09122941176470588,NO
0.07092941176470588,NO
0.07623235294117647,NO
0.06457941176470589,NO
0.05058235294117647,NO
0.02668235294117647,NO
0.01243235294117647,NO
0.23073823529411766,YES
0.1501823529411765,YES
0.14983235294117647,YES
0.23528823529411763,YES
0.03078235294117647,NO
0.01283235294117647,NO
0.27053823529411763,YES
0.05545,NO
0.24003823529411766,YES
0.0498,NO
0.09885,NO
0.0863,NO
0.09025,NO
0.01608235294117647,NO
0.11203235294117647,YES
0.01578235294117647,NO
0.1826823529411765,YES
0.057832352941176474,NO
0.14723235294117648,YES
0.0213,NO
0.01935,NO
0.0614,NO
0.01865,NO
0.23853823529411766,YES
0.0404,NO
0.22653823529411765,YES
0.30819411764705884,YES
0.14849411764705883,YES
0.3442382352941177,NO
0.10716176470588236,NO
0.07471176470588235,NO
0.22408823529411764,NO
0.24829411764705883,YES
0.34449411764705884,YES
0.22613823529411764,NO
0.06261470588235293,NO
0.21908823529411764,NO
0.06466470588235294,NO
0.08705,NO
0.06865,NO
0.066,NO
0.19219411764705885,YES
0.06771176470588236,NO
0.2973941176470588,YES
0.044261764705882355,NO
0.30564411764705884,YES
0.04876176470588235,NO
0.04281470588235294,NO
0.04976470588235294,NO
0.07506470588235294,NO
0.04806470588235294,NO
0.2665882352941177,NO
0.06816470588235293,NO
0.21123823529411764,NO
0.17954705882352942,NO
0.15059705882352942,NO
0.04955,NO
0.1436941176470588,NO
0.08234411764705882,NO
0.0613,NO
0.15749705882352943,NO
0.16109705882352943,NO
0.09605,NO
0.11771470588235294,YES
0.04225,NO
0.10991470588235294,YES
0.12050000000000001,NO
0.1315,NO
0.1252,NO
0.18834705882352942,NO
0.08444411764705882,NO
0.2005470588235294,NO
0.10194411764705882,NO
0.2212470588235294,NO
0.11124411764705883,NO
0.07311470588235294,YES
0.07796470588235294,YES
0.09081470588235294,YES
0.10811470588235295,YES
0.0689,NO
0.060264705882352936,YES
0.059500000000000004,NO
0.24530588235294118,YES
0.08910588235294117,YES
0.1764441176470588,NO
0.09684705882352941,NO
0.050147058823529406,NO
0.06919411764705882,NO
0.14730588235294118,YES
0.28965588235294115,YES
0.08264411764705883,NO
0.0715970588235294,NO
0.06754411764705882,NO
0.07239705882352941,NO
0.08325,NO
0.0736,NO
0.07315,NO
0.12775588235294116,YES
0.04404705882352941,NO
0.25425588235294116,YES
0.03409705882352941,NO
0.24355588235294118,YES
0.048647058823529404,NO
0.04149705882352941,NO
0.04049705882352941,NO
0.08134705882352941,NO
0.0516970588235294,NO
0.10664411764705882,NO
0.057847058823529404,NO
0.07374411764705882,NO
0.07698235294117647,NO
0.036532352941176474,NO
0.12125882352941177,NO
0.26537058823529414,NO
0.22772058823529412,NO
0.12430882352941176,NO
0.08233235294117647,NO
0.06078235294117647,NO
0.13470882352941177,NO
0.10211470588235294,YES
0.11405882352941177,NO
0.15266470588235292,YES
0.1219,NO
0.11925,NO
0.1088,NO
0.04623235294117647,NO
0.22507058823529413,NO
0.04898235294117647,NO
0.21722058823529414,NO
0.12018235294117646,NO
0.21667058823529411,NO
0.06036470588235294,YES
0.06426470588235295,YES
0.07361470588235294,YES
0.14831470588235296,YES
0.14390882352941176,NO
0.06931470588235294,YES
0.09965882352941177,NO
