NONETRACED_RFSMOTE_MULTI_LSA_SUM.csv,Associated
0.2132087117538136,NO
0.17485230579313993,YES
0.30791330359927727,NO
0.12776651088969226,NO
0.46627676361162185,YES
0.1814654792346354,NO
0.126708403139053,NO
0.35808129794550747,YES
0.23141895671102208,NO
0.21969291186251966,NO
0.47173970549334276,YES
0.18609535867089033,NO
0.377656291332334,YES
0.21821498275310688,NO
0.279164094876995,NO
0.286945924640092,NO
0.2248478970108456,NO
0.14213914116920906,NO
0.21078453951914,NO
0.127788883814768,NO
0.3152279340446169,NO
0.13246219304675808,NO
0.23703850906827292,NO
0.16691649766334538,NO
0.14866413896481792,NO
0.415640253893218,NO
0.1998731323542766,NO
0.36537881968343633,YES
0.30070132539840255,NO
0.2710966813055786,YES
0.061722952120624286,NO
0.49723431164431775,NO
0.22275405443464275,YES
0.23772154131029008,YES
0.20132737248419746,YES
0.25229421186107204,YES
0.10007935808129796,NO
0.07263567533990395,NO
0.2381624195397231,YES
0.20979223448931167,NO
0.23448141533756134,YES
0.10107166311112632,NO
0.21305473338711606,NO
0.5547445735786283,NO
0.17194250947888193,NO
0.031566881227404996,NO
0.1627946152317506,YES
0.04349296634717253,NO
0.22943303059694914,YES
0.0992857772683185,NO
0.1600387972841901,YES
0.20271580989330745,NO
0.4670295467376985,NO
0.2501543073803016,NO
0.09320165770214268,NO
0.2714283270184656,YES
0.36150303942767426,NO
0.24490983053167284,YES
0.1356141433736002,NO
0.1496564439946463,NO
0.5178160866595511,YES
0.14672427475531258,NO
0.1367604267701261,NO
0.37459251665137855,YES
0.15274259160067752,NO
0.12626752490961995,NO
0.4091349969138524,YES
0.14471860782499635,NO
0.4260647209240808,YES
0.6593248377633918,NO
0.21554602439701678,NO
0.17996780930897932,NO
0.10395908650030863,NO
0.14787055815183844,NO
0.1770566969403051,NO
0.15036184916173911,NO
0.3049995591217706,NO
0.08405376345501135,NO
0.22617053169914467,NO
0.18693236927960497,NO
0.14690062604708579,NO
0.3484925254689431,NO
0.18181818181818185,NO
0.3458248831672693,YES
0.38634356653378904,NO
0.27695970372982986,YES
0.11150007830523777,NO
0.21815181214112842,NO
0.03932633806542633,YES
0.17796082632424687,YES
0.10166651970725685,YES
0.03773917643946743,YES
0.025659112953002383,NO
0.0,NO
0.09752226435058636,YES
0.09293713076448286,NO
0.04278756118007968,YES
0.0790053787143991,NO
0.1552996853313891,NO
0.2889331668085812,NO
0.1487523146107045,NO
0.04708579490344768,NO
0.13702495370778592,YES
0.05865917743966878,NO
0.12653205184727978,YES
0.11013138171237104,NO
0.09822766951767922,YES
0.04406676607264357,NO
0.15960055116358948,NO
0.05290538753196368,NO
0.04854135108778479,NO
0.06377336490109194,YES
0.02468918084824972,NO
0.04752667313288071,YES
0.25800193986420955,YES
0.06018053634481679,YES
0.3117890838550393,NO
0.12785468653557885,NO
0.12000705405167093,NO
0.15047239773270146,NO
0.25509345960436774,YES
0.31699144696234904,YES
0.12831793769008762,NO
0.08451701460952009,NO
0.1251212415130941,NO
0.07675755777149874,NO
0.17926108808747024,NO
0.14560036428386242,NO
0.14518185897950509,NO
0.10526066431794823,YES
0.11460728278192847,NO
0.2178162182649928,YES
0.014284454633630194,NO
0.29404472216117195,YES
0.024601005202363108,NO
0.08129794550745084,NO
0.0862581546021765,NO
0.10237192487434972,NO
0.12287342057019375,NO
0.18331716779825413,NO
0.1367827996952018,NO
0.07918173000617229,NO
0.06533815360197515,NO
0.050612820738911914,NO
0.26188166828322024,YES
0.09311348205625607,YES
0.0620756547041707,YES
0.2968439699044676,YES
0.06789524733268672,NO
0.15633805226578507,NO
0.5645689197956957,YES
0.07406754254474913,NO
0.3238691473415043,YES
0.09829478829290635,NO
0.25958910149016845,NO
0.19546435005994628,NO
0.16982629397760338,NO
0.06542632924786175,NO
0.0907327396173177,YES
0.07267910513563915,NO
0.2692226198168842,YES
0.06375099197601623,NO
0.16497663345384003,YES
0.11066043558769069,NO
0.0875807892904756,NO
0.25791376421832296,NO
0.12146261023600806,NO
0.2528877524027864,YES
0.22246715457190724,NO
0.31152455691737946,YES
0.09522969755753462,NO
0.0331540428533639,NO
0.36848602416012705,YES
0.18657966669605855,YES
0.20780894048407111,YES
0.22204864926754994,YES
0.9084697314064543,NO
0.10724395832318877,NO
0.31161404861768227,YES
0.15765805484525172,NO
0.24900802398377572,YES
0.10045443358992008,NO
0.19213473238691475,NO
0.1468124504011992,NO
0.15829765729153367,NO
0.0749492990036152,NO
0.1253857684507539,YES
0.08229025053727923,NO
0.19125297592804869,YES
0.2175306344566735,NO
0.13014725332863064,YES
0.17952561502513006,NO
0.37786027976684783,NO
0.2562384269464774,NO
0.10792699056520591,NO
0.2988062070390487,YES
0.23725960621019757,NO
0.1797901419627899,YES
0.13601159180729805,NO
0.08826382153249274,NO
0.49464431655320096,YES
0.13446785997707433,YES
0.1673573758927784,YES
0.282073891191253,YES
0.19151750286570848,NO
0.14754022849336773,NO
0.28868706463274846,YES
0.08852834847015256,NO
0.3353319813067631,YES
0.09463484096140408,NO
0.12212326955294948,NO
0.09368728178172712,NO
0.05998181212796787,NO
0.1838685945986495,NO
0.13967022308438407,YES
0.16550568732915968,NO
0.2930958469270788,YES
0.14769420686006526,NO
0.21303236046204038,YES
0.14601886958821972,NO
0.10607530200158716,NO
0.31046644916674015,NO
0.15574056356082214,NO
0.29574111630367694,YES
0.3576864816206421,NO
0.2320124972527364,YES
0.26444402623159663,NO
0.055903359492108284,NO
0.26417423507627197,YES
0.08755841636539989,YES
0.1552799445151458,YES
0.2506833612556212,YES
0.10254959222053914,NO
0.0403844458160656,NO
0.4524292390441761,YES
0.13244113617609862,NO
0.5591941535598615,YES
0.06895335508332599,NO
0.2434529582929195,NO
0.10272462745789614,NO
0.6761005834069227,NO
0.2284446737303694,NO
0.08226787761220351,YES
0.08094524292390443,NO
0.261705316991447,YES
0.04770302442465391,NO
0.18067189842165593,YES
0.10395908650030863,NO
0.06304558680892337,NO
0.2809499807198028,NO
0.0879111189489463,NO
0.2576492372806631,YES
0.22656798013284252,NO
0.3672515651177145,YES
0.09284895511859624,NO
0.07115774623049115,NO
0.0820033506745437,YES
0.3321142282591101,YES
0.2514335122728655,YES
0.17996780930897932,YES
0.07424389383652236,NO
0.040208094524292394,NO
0.17097257737412927,YES
0.16515298474561327,NO
0.13012619645797113,YES
0.1163918525703201,NO
0.21073979366898862,NO
0.28480865226815405,NO
0.22698648543719988,NO
0.2463653867160099,NO
0.2701280652552422,YES
0.13667225112423947,NO
0.23340093466184642,YES
0.12432766070011463,NO
0.27793095188899875,YES
0.12401970396671964,NO
0.13358610351820827,NO
0.13340975222643506,NO
0.16008485918875773,NO
0.1253857684507539,YES
0.2670221768329677,NO
0.09778679128824619,YES
0.11041828157510658,NO
0.09534024612849694,NO
0.22848547141727216,YES
0.28101578344061373,YES
0.3109073273961732,YES
0.3910853105954225,YES
0.11734072780441328,NO
0.06119389824530466,NO
0.4196542198626829,YES
0.15324927255092144,NO
0.2724851187146886,YES
0.10969050348293803,NO
0.11903712194691828,NO
0.09586930000381656,NO
0.0532580901155101,NO
0.1917609729327088,NO
0.2503306586720748,YES
0.14760603121417865,NO
0.49642888634159243,YES
0.07001146283396527,NO
0.3964377039061811,YES
0.13922934485495106,NO
0.12018340534344417,NO
0.25456308967463187,NO
0.11021955735825766,NO
0.2231067570181892,YES
0.19398642095053348,NO
0.224451764631564,YES
0.0961561998665521,NO
0.02609999118243541,NO
0.11312935367251566,NO
0.20355413655643834,NO
0.07728661164681838,NO
0.20734832143839477,NO
0.9580283925579756,NO
0.029715192663786263,NO
0.21991006084119566,NO
0.4473676937594016,NO
0.08689775704845845,NO
0.08411956617582225,NO
0.3639008905740235,YES
0.39361871534664217,YES
0.3385944802045675,YES
0.08522241977661293,NO
0.05405167092848956,NO
0.11427695312345776,NO
0.07766168715544051,NO
0.12811921347323868,NO
0.05925403403579932,NO
0.03218411074861124,NO
0.12285236369953424,NO
0.08076889163213122,NO
0.06538289945212657,NO
0.13993475002204392,NO
0.10486453193866659,NO
0.1901290654565985,NO
0.10060841195661759,YES
0.24618640331540428,YES
0.23401816418305263,NO
0.1371131293536725,NO
0.07629430661699,NO
0.04629221409046822,NO
0.2946172058322267,YES
0.10149016841548365,YES
0.07671281192134732,NO
0.1252975928048673,NO
0.03835640596067367,NO
0.17498522728917795,NO
0.1641396228451254,NO
0.12397495811656821,NO
0.12908914557799137,NO
0.2624988978044264,YES
0.20192617724357667,NO
0.1513975839873027,YES
0.020985803721012254,NO
0.3206948240895865,YES
0.09500991647002621,NO
0.12022815119359555,NO
0.08085838333243402,NO
0.13706969955793732,NO
0.10127038732797525,NO
0.11542192046556742,NO
0.06375099197601623,NO
0.09650890245009851,NO
0.028039855391940746,NO
0.0029097963142580025,NO
0.09743408870469977,YES
0.24583370073185787,YES
0.24521647121065163,YES
0.184421337453461,YES
0.33796277408478287,NO
0.00361520148135085,NO
0.18078244699261825,YES
0.08914557799135879,NO
0.29808237711012875,YES
0.07918173000617229,NO
0.1656820386209329,NO
0.14354995150339475,NO
0.15051582752843665,NO
0.00934661846398025,NO
0.17855568292037738,YES
0.008817564588660615,NO
0.3031478705581519,YES
0.08297328277929637,NO
0.2669524259489082,YES
0.028921611850806807,NO
0.025482761661229168,NO
0.09963847985186493,NO
0.024248302618816685,NO
0.11118948946301031,YES
0.2073706943634705,NO
0.15583005526112492,YES
0.3225912585033566,YES
0.04095824554153666,YES
0.29759280486729567,NO
0.14163246021896514,NO
0.07124592187637775,NO
0.09886727196396117,NO
0.25643846721774255,YES
0.3602856890926726,YES
0.08932192928313201,NO
0.10735450689415106,NO
0.07688916321312053,NO
0.12413025253768194,NO
0.14487258619169385,NO
0.13874503682978284,NO
0.10775063927343269,NO
0.1180237600464304,YES
0.08522241977661293,NO
0.27722423066748964,YES
0.017546953531434623,NO
0.29177321223877967,YES
0.025482761661229168,NO
0.05927640696087502,NO
0.0846933659012933,NO
0.10298915439555595,NO
0.08169539394114869,NO
0.16065602680539634,NO
0.09082091526320431,NO
0.06304558680892337,NO
0.16632295712163103,NO
0.04946653734238604,NO
0.1050619401010993,NO
0.5773399118506752,NO
0.126974246131129,NO
0.0994621285600917,NO
0.06163477647473768,NO
0.06798342297857332,NO
0.16074420245128296,NO
0.191363524499011,YES
0.09218829580165482,NO
0.1644475795785204,YES
0.20386209328983337,NO
0.2627423678714268,NO
0.21215060400317434,NO
0.14236023831113367,NO
0.11751707909618646,NO
0.15071455174528556,NO
0.1220574668321386,NO
0.1872192691423405,NO
0.16477922529140734,NO
0.12587139253033836,YES
0.1081033418569791,YES
0.1439250270120169,YES
0.1612732563266026,YES
0.11286482673485584,NO
0.07688916321312053,YES
0.0962878053081739,NO
0.30984921964553397,YES
0.03438850189577639,YES
0.24027863504100166,NO
0.1310290097874967,NO
0.048672956529406584,NO
0.05114187461423155,NO
0.13702495370778592,YES
0.3880610175469536,YES
0.07486112335772861,NO
0.11282139693912065,NO
0.04823207829997355,NO
0.11423220727330637,NO
0.13817123710431178,NO
0.12115333744819683,NO
0.12035975663521738,NO
0.10254827616612291,YES
0.037915527731240635,NO
0.32563266025923643,YES
0.020368574199806012,NO
0.30676307203950276,YES
0.07234877547716843,NO
0.03341856979102372,NO
0.07113668935983165,NO
0.11685510372482881,NO
0.05140640155189137,NO
0.11718543338329952,NO
0.062252005995943924,NO
0.0591658583899127,NO
0.23518945261348662,NO
0.08489209011814221,NO
0.1222114451988361,NO
0.1481350850894983,NO
0.08173882373688388,NO
0.12759015959791906,NO
0.12617934926373336,NO
0.10133619004878615,NO
0.14593069394233313,NO
0.15069217882020985,YES
0.12267469635334481,NO
0.23983775681156863,YES
0.2063310113746583,NO
0.20165770214266818,NO
0.20955008047672755,NO
0.07567707709578377,NO
0.07706551450489375,NO
0.09368728178172712,NO
0.0632219381006966,NO
0.21924940152425423,NO
0.16753635929338404,NO
0.09022605866707377,YES
0.6235255255334297,YES
0.5610511063411451,YES
0.23216647561943393,YES
0.29376045440726883,NO
0.1454911317673163,YES
0.11044065450018227,NO
