NONETRACED_RFNONE_MULTI_LSA_MEDIAN.csv,Associated
0.13412941176470589,YES
0.08102941176470588,NO
0.05040588235294118,NO
0.07901764705882353,NO
0.03220588235294118,NO
0.16595294117647055,YES
0.04831176470588236,NO
0.03185,YES
0.18061176470588236,YES
0.053511764705882356,YES
0.25522941176470587,NO
0.5038705882352941,NO
0.48471470588235294,NO
0.10471176470588237,NO
0.20793529411764705,YES
0.3022970588235294,YES
0.15843529411764706,NO
0.22907647058823527,NO
0.07585,NO
0.31291176470588233,NO
0.4889029411764706,NO
0.15352941176470586,NO
0.21935882352941177,NO
0.14514117647058825,YES
0.15044117647058824,NO
0.19447941176470587,YES
0.2041764705882353,NO
0.3404264705882353,YES
0.4159088235294117,NO
0.19805882352941176,NO
0.17870294117647056,NO
0.44530294117647057,NO
0.1184735294117647,NO
0.19708529411764705,NO
0.16323529411764703,NO
0.18215294117647057,NO
0.2037147058823529,NO
0.0336,NO
0.22692941176470588,YES
0.07240588235294118,YES
0.0401,YES
0.18771176470588236,YES
0.0434,NO
0.10737941176470586,NO
0.28750588235294117,YES
0.09101764705882352,NO
0.18855,YES
0.06766176470588235,NO
0.1668058823529412,NO
0.18158529411764707,NO
0.1012,NO
0.042,NO
0.14458529411764703,YES
0.05335588235294118,NO
0.41480588235294114,YES
0.17340294117647057,NO
0.17197941176470588,YES
0.06765,NO
0.0471,NO
0.15115,NO
0.07355588235294118,NO
0.1483,YES
0.20457941176470587,NO
0.18155,YES
0.2353705882352941,NO
0.0237,NO
0.2726735294117647,YES
0.24305294117647058,YES
0.11505588235294117,YES
0.13805588235294117,YES
0.1684235294117647,NO
0.05825,NO
0.16645588235294118,YES
0.30018235294117646,NO
0.2637470588235294,YES
0.33381176470588236,NO
0.20208529411764706,NO
0.08815,NO
0.11661176470588236,NO
0.09151764705882352,NO
0.12011764705882352,YES
0.07351176470588236,NO
0.4662911764705882,YES
0.48075294117647055,NO
0.18164117647058825,YES
0.15081764705882353,NO
0.4599470588235294,NO
0.2090235294117647,NO
0.0661,NO
0.1960676470588235,YES
0.11705,NO
0.10685,YES
0.1406294117647059,NO
0.05495,NO
0.3806470588235294,YES
0.4340911764705882,YES
0.11450588235294118,YES
0.17955588235294118,YES
0.11349999999999999,NO
0.18404117647058826,NO
0.24212941176470587,YES
0.43745294117647054,NO
0.19505,YES
0.09521764705882352,NO
0.08885588235294117,NO
0.05780588235294118,NO
0.17850882352941178,NO
0.2781705882352941,NO
0.24586470588235293,YES
0.12816176470588236,NO
0.43580588235294115,YES
0.33865,NO
0.1257,YES
0.10240588235294118,NO
0.06505,NO
0.2985970588235294,NO
0.10045588235294119,NO
0.1726,YES
0.1776558823529412,NO
0.379,YES
0.06486176470588235,NO
0.0366,NO
0.36058235294117646,YES
0.08396176470588236,YES
0.15089705882352938,YES
0.14705,YES
0.10672941176470588,NO
0.13074117647058825,NO
0.3349794117647059,YES
0.05015,NO
0.1802,YES
0.044000000000000004,NO
0.1870676470588235,NO
0.06315,NO
0.16308529411764705,NO
0.2288205882352941,NO
0.13978529411764706,YES
0.06550588235294118,NO
0.38859411764705876,YES
0.3260676470588235,NO
0.21029117647058826,YES
0.07855588235294118,NO
0.07006176470588235,NO
0.24498529411764705,NO
0.05475,NO
0.151,YES
0.11845,NO
0.25726764705882355,YES
0.08696176470588235,NO
0.13348529411764704,NO
0.0514,YES
0.23712352941176468,YES
0.14725588235294118,YES
0.0771,YES
0.06170588235294118,NO
0.0277,NO
0.17537941176470587,YES
0.09855,NO
0.0563,YES
0.10031176470588236,NO
0.1244,NO
0.1953735294117647,NO
0.1408558823529412,NO
0.0849,NO
0.27506470588235293,YES
0.21475294117647056,NO
0.13725,YES
0.28128235294117643,NO
0.19147352941176468,YES
0.07500588235294117,NO
0.16888529411764705,NO
0.08055,NO
0.0509,NO
0.076,YES
0.08871176470588235,NO
0.10446764705882353,YES
0.28063823529411763,NO
0.06620588235294118,NO
0.2887647058823529,YES
0.19366176470588237,YES
0.1812,YES
0.12965,YES
0.07846176470588236,NO
0.17195294117647056,NO
0.23408529411764706,YES
0.5035647058823529,NO
0.16665588235294118,YES
0.1406294117647059,NO
0.14592941176470586,NO
0.2576823529411765,NO
0.0351,NO
0.10595588235294118,NO
0.14685,YES
0.10330588235294118,NO
0.49228235294117645,YES
0.2210705882352941,NO
0.31793529411764704,YES
0.09855588235294117,NO
0.07305,NO
0.19336764705882353,NO
0.0674,NO
0.12395,YES
0.1149,NO
0.5290147058823529,YES
0.07391176470588236,NO
0.0197,NO
0.06905,NO
0.12010588235294117,NO
0.0338,NO
0.1066735294117647,NO
0.5040323529411764,NO
0.02175,NO
0.1296,NO
0.10866764705882352,NO
0.05395588235294118,NO
0.1114235294117647,NO
0.21125,YES
0.1684,YES
0.1969,YES
0.0383,NO
0.05025588235294118,NO
0.12808529411764705,NO
0.4089029411764706,NO
0.57755,NO
0.0385,NO
0.052561764705882356,NO
0.03725,NO
0.0507,NO
0.05646176470588236,NO
0.11366176470588236,NO
0.02705,NO
0.1640735294117647,NO
0.10606764705882352,YES
0.15920588235294117,YES
0.5640705882352941,NO
0.31794411764705877,NO
0.11422941176470587,NO
0.03115,NO
0.16449999999999998,YES
0.4153911764705882,YES
0.43075294117647056,NO
0.2671264705882353,NO
0.0854735294117647,NO
0.2803764705882353,NO
0.18599117647058824,NO
0.16343529411764707,NO
0.47515882352941174,NO
0.3302205882352941,YES
0.05926176470588236,NO
0.2672205882352941,YES
0.1932705882352941,NO
0.3926323529411765,YES
0.11737941176470587,NO
0.39638529411764695,NO
0.10913529411764705,NO
0.24417058823529408,NO
0.06210588235294118,NO
0.1291735294117647,NO
0.04105,NO
0.2211705882352941,NO
0.0208,NO
0.02125588235294118,NO
0.1189735294117647,YES
0.1443,YES
0.14395,YES
0.25587647058823526,YES
0.0249,NO
0.00695,NO
0.2617147058823529,YES
0.09956764705882352,NO
0.2753323529411765,YES
0.13803529411764703,NO
0.11355588235294117,NO
0.1451235294117647,NO
0.16377941176470587,NO
0.0102,NO
0.1502676470588235,YES
0.08342941176470588,NO
0.6179764705882352,YES
0.12547941176470587,NO
0.15605588235294118,YES
0.0213,NO
0.0781735294117647,NO
0.0614,NO
0.01865,NO
0.06795,YES
0.11392941176470586,NO
0.11477352941176469,YES
0.2905470588235294,YES
0.11614117647058825,YES
0.5412970588235294,NO
0.4895147058823529,NO
0.20706470588235293,NO
0.09761764705882353,NO
0.12770588235294117,YES
0.5768470588235294,YES
0.26143235294117645,NO
0.2714382352941176,NO
0.048499999999999995,NO
0.36172352941176467,NO
0.24881470588235294,NO
0.15688529411764707,NO
0.2424705882352941,NO
0.43925294117647057,YES
0.05300588235294118,NO
0.25033529411764704,YES
0.20602647058823528,NO
0.37623235294117646,YES
0.38699705882352936,NO
0.19281470588235292,NO
0.288,NO
0.43094705882352935,NO
0.37453529411764697,NO
0.12541176470588236,NO
0.12992941176470588,NO
0.2024147058823529,NO
0.0619,NO
0.0917735294117647,NO
0.04955,NO
0.22604705882352938,NO
0.06175588235294118,NO
0.0613,NO
0.06926176470588236,NO
0.1610970588235294,NO
0.09605,NO
0.15006764705882353,YES
0.08636764705882352,NO
0.09815,YES
0.17932352941176471,NO
0.16091176470588237,NO
0.13990588235294119,NO
0.0707,NO
0.2844441176470588,NO
0.0829,NO
0.06665,NO
0.2947764705882353,NO
0.12006764705882353,NO
0.06135,YES
0.21325882352941178,YES
0.07905,YES
0.11105588235294118,YES
0.0689,NO
0.048499999999999995,YES
0.059500000000000004,NO
0.1806,YES
0.09792941176470588,YES
0.3176205882352941,NO
0.18214117647058825,NO
0.13544117647058823,NO
0.0339,NO
0.0826,YES
0.6367147058823529,YES
0.2238205882352941,NO
0.2745382352941176,NO
0.06166176470588236,NO
0.24592647058823527,NO
0.2597205882352941,NO
0.17654117647058826,NO
0.2643264705882353,NO
0.4306970588235294,YES
0.0264,NO
0.5424911764705882,YES
0.1929205882352941,NO
0.38473235294117647,YES
0.19276470588235292,NO
0.39149705882352936,NO
0.09637941176470587,NO
0.2401705882352941,NO
0.40169705882352935,NO
0.17429117647058823,NO
0.0402,NO
0.22962647058823527,NO
0.0711,NO
0.060061764705882356,NO
0.0742,NO
0.23595882352941178,NO
0.06595588235294117,NO
0.07725,NO
0.07645,NO
0.0549,NO
0.11706176470588237,NO
0.19329117647058824,YES
0.067,NO
0.2585470588235294,YES
0.3571941176470588,NO
0.11925,NO
0.1676235294117647,NO
0.04035,NO
0.0486,NO
0.07251176470588236,NO
0.14369117647058824,NO
0.12900588235294116,NO
0.2902,NO
0.3427176470588235,YES
0.19955882352941176,YES
0.2530264705882353,YES
0.2541970588235294,YES
0.40567352941176466,NO
0.05755,YES
0.1702470588235294,NO
