UPPERTRACED_SUM_SINGLE_LSA_SUM.csv,Associated
0.46122996497823415,NO
0.465371379956763,YES
0.5274085853903074,NO
0.5308638735632407,YES
0.5430891289753035,NO
0.6502006164368885,NO
0.5947432575239409,NO
0.38267446941515415,NO
0.5015875773188787,YES
0.4202940145343405,NO
0.5003700268410132,YES
0.21171382046185522,NO
0.2937871437624044,NO
0.2683596262525298,NO
0.3206921015652416,NO
0.3519649672276158,NO
0.33376318279573136,NO
0.3785306345574899,NO
0.09356895913309415,NO
0.206692753397416,NO
0.18020795686703348,YES
0.27640954934786016,NO
0.14866779864102447,YES
0.2791840058270689,NO
0.44504339344178667,NO
0.22395734205835932,NO
0.21313944151505354,NO
0.4953351690675228,NO
0.11946301893218458,NO
0.2637120532215207,NO
0.15573279189795322,NO
0.2706802122827262,NO
0.35056471587503035,YES
0.5010211694799691,YES
0.30038945873067213,YES
0.3199891396865213,YES
0.2886463317110732,NO
0.38680355081615436,YES
0.16248926357522597,NO
0.1785447453150717,NO
0.3360670378336263,NO
0.25832348978107805,NO
0.3254610458460023,NO
0.3440641789415795,NO
0.3395998011691997,NO
0.35618065688347694,NO
0.053068521883051584,NO
0.22085722969400384,NO
0.2826334914941183,YES
0.2976918529291655,NO
0.09806004664668305,YES
0.194624217684625,NO
0.352440460467612,NO
0.12530425589217475,NO
0.3204050986957463,NO
0.5150515506461903,NO
0.19740322769984123,NO
0.40514328136885747,NO
0.08832696751167846,NO
0.40093645159305646,NO
0.5045233200434698,YES
0.63277215252009,YES
0.5167714081860841,YES
0.22567792816401439,YES
0.2548366521086651,NO
0.4591206760288841,YES
0.1906046813498601,NO
0.2134220990101875,NO
0.2954954223107366,NO
0.23789532547393888,NO
0.3521528981636929,NO
0.38755410365120335,NO
0.32137816332032293,NO
0.3807371610157524,NO
0.06993777254783205,NO
0.1890405417313166,NO
0.2933814106940417,YES
0.26096386414002315,NO
0.1227589073246528,YES
0.26017940697687325,NO
0.4453992848060226,NO
0.22210670696433277,NO
0.2106482019654024,NO
0.5213152386567417,NO
0.1162599966540617,NO
0.27040281086915513,NO
0.13124746603852502,NO
0.29993448242291515,NO
0.5042386069520812,YES
0.6468654505438307,YES
0.36430754774743535,YES
0.28916894754369454,YES
0.2744818554144854,NO
0.4114312332212769,YES
0.15088720510113643,NO
0.16274316874299885,NO
0.291580617304142,NO
0.17575669327835508,NO
0.3908738785925562,NO
0.3434235744859548,NO
0.2524775952042575,NO
0.3039358046136505,NO
0.02210597319453045,NO
0.16555171169174884,NO
0.35160523788303094,YES
0.1740551929936225,NO
0.14154997135630698,YES
0.25064151841535176,NO
0.44589753271595284,NO
0.22481148133252538,NO
0.23563177573476085,NO
0.4942674949748152,NO
0.1382540829638388,NO
0.25388945156861054,NO
0.11630002874061826,NO
0.3083335186188818,NO
0.4568338772358626,YES
0.6332704004300203,YES
0.388579338788322,YES
0.18823815664640034,YES
0.21533271067848292,NO
0.3491502444799987,YES
0.13821747253433928,NO
0.4880488479404284,NO
0.6995400655420361,NO
0.9674743394910625,YES
0.32070642568851054,YES
0.29823688516904606,YES
0.7555943019548341,YES
0.667980236040475,NO
0.5063295516563728,NO
0.8441195824646865,YES
0.1774099390915121,NO
0.8809099807173364,YES
0.28035933852109446,NO
0.6869759489904048,NO
0.6809771857047644,NO
0.6259137206665601,NO
0.6256481584466083,NO
0.32720760011700234,YES
0.5542654058124952,NO
0.5398980109413143,YES
0.5685067067665792,NO
0.3882963820608219,YES
0.44756325521776996,NO
0.37723270766404204,NO
0.6828006687140837,NO
0.5507796739988267,NO
0.8112904482960102,YES
0.7792609670906454,NO
0.7031013210029129,YES
0.12822622091781774,NO
0.261791944178124,NO
0.34110944146678607,YES
0.1307260731555743,NO
0.0835450521583481,NO
0.39440720136255325,YES
0.21075174937421076,NO
0.12555079734171853,NO
0.5704614617139407,YES
0.10315940851024394,NO
0.43733484243587994,YES
0.0874181988155264,NO
0.32337795924384916,NO
0.2926776161687373,NO
0.2650909289750772,NO
0.2213535911390167,NO
0.11887405157488398,NO
0.13111614206007147,NO
0.2748715990664106,NO
0.14932980471588386,NO
0.16285518572878102,NO
0.1788931818903583,NO
0.13158198180373185,NO
0.3245087063153108,NO
0.14380683390260557,NO
0.369585030929503,YES
0.29801795115781005,NO
0.31933585038059037,YES
0.3616993994133198,NO
0.34338879848096115,NO
0.4888323943963769,YES
0.6199384406166148,YES
0.39092547666057154,YES
0.3807522397249883,YES
0.3116740576844283,NO
0.31769137337677333,NO
0.6063735219010706,YES
0.589189244605195,NO
0.387804300939656,YES
0.5208375076790506,NO
0.6048849839903527,NO
0.6099955605625949,NO
0.5381651823288507,NO
0.37489057690347916,NO
0.45476830223218356,YES
0.3923293968621687,NO
0.4708521069659955,YES
0.5134576439122611,NO
0.4851674223953543,YES
0.5678591679261205,NO
0.643438680516407,NO
0.6450662964268936,NO
0.3914293969753566,NO
0.5705593237077913,YES
0.48029729854450903,NO
0.5469206172830656,YES
0.18626724315126394,NO
0.23532456817549557,NO
0.4042826760735609,YES
0.09967649988890023,NO
0.10630875110389096,NO
0.4709833398737288,YES
0.18896287141713314,NO
0.15141414028791328,NO
0.4743244774040078,YES
0.08185250282439577,NO
0.5305987927170954,YES
0.13947276532065486,NO
0.25729418248175856,NO
0.23754950392933077,NO
0.18476992342110335,NO
0.17253467625002988,NO
0.18541339009936114,NO
0.16323256978297182,NO
0.35807594265058185,NO
0.13363208779508845,NO
0.23999528617952515,NO
0.16783351460526508,NO
0.12686686031857863,NO
0.3496717284336696,NO
0.27621654447166055,NO
0.4276289023754796,YES
0.4057672979433122,NO
0.3443401622539369,YES
0.33813939110090485,NO
0.33057670936846967,NO
0.35138714952848193,YES
0.5610740089720012,YES
0.32109959099749275,YES
0.260674493431804,YES
0.2515995954014126,NO
0.2909283427862355,NO
0.49284417670982633,YES
0.505483595736917,NO
0.2330627357698975,YES
0.5136485021214858,NO
0.5582632152754532,NO
0.5866490870687213,NO
0.5194452965700438,NO
0.38741795292458203,NO
0.44458980921503755,YES
0.4045720597918828,NO
0.3877870625533422,YES
0.5222125714724637,NO
0.43527145312948456,YES
0.4079215888385182,NO
0.5440026333489034,NO
0.48584050006776297,NO
0.33413088733338075,NO
0.44542792004245774,YES
0.36776444917312534,NO
0.4513281968493095,YES
0.4476499415332481,YES
0.3090626568245932,YES
0.23642194433307434,NO
0.13975029683525475,NO
0.2910718572310861,NO
0.06285041492405555,NO
0.23225819100790346,YES
0.5703104794700382,YES
0.08473286154103393,NO
0.08608245155301142,NO
0.17654805880613336,NO
0.10795961606822124,NO
0.16229151001147582,NO
0.19018385656215864,NO
0.19419703095661608,NO
0.16521648037088368,YES
0.16417470939300677,NO
0.3657519293689841,YES
0.0400064176235478,NO
0.3480137729632707,YES
0.05227633671879192,NO
0.2620623331462437,NO
0.20971224215423467,NO
0.09901411652105738,NO
0.3156442206787701,NO
0.13278025130913182,NO
0.12436444509055505,NO
0.0479381049039202,NO
0.47167784518557815,NO
0.7152704638412617,NO
0.8231959804298388,YES
0.30099004410984315,YES
0.2679861192089966,YES
0.778300170993083,YES
0.5705371805126924,NO
0.4787123817916688,NO
1.0,YES
0.17484752126901376,NO
0.9152179082296747,YES
0.25943292630402504,NO
0.7518193555541812,NO
0.7073843249310663,NO
0.6650617707325064,NO
0.6212351055300833,NO
0.3367454886785238,YES
0.5470052219820833,NO
0.584953857653576,YES
0.47540552588247426,NO
0.4344199028657913,YES
0.4533998735912383,NO
0.38734002240834087,NO
0.6826583121683893,NO
0.5491425737233417,NO
0.7804702561531833,YES
0.7867346857395989,NO
0.813427643916034,YES
0.4958072796807705,NO
0.7011771658175212,NO
0.9092505123020735,YES
0.3764390133278486,YES
0.3537559379898425,YES
0.7285465582729076,YES
0.6647772137623522,NO
0.5134473789410903,NO
0.8276774014369892,YES
0.24232452392813564,NO
0.8547875545824231,YES
0.28242350843366254,NO
0.6973679768260925,NO
0.6999817845549601,NO
0.6451318543352973,NO
0.6289223589975783,NO
0.36471854990746355,YES
0.5547636537224254,NO
0.5326378271109025,YES
0.5570470048381839,NO
0.40630448509115713,YES
0.5089901046848819,NO
0.45168518106218714,NO
0.681305924984293,NO
0.5594634232861819,NO
0.7856662700710273,YES
0.7668047693423898,NO
0.7070873042823544,YES
0.5074805164277072,NO
0.7456635863470056,NO
0.9792187545108464,YES
0.33437265407516825,YES
0.3529729769885236,YES
0.7876245247360629,YES
0.6703291190444316,NO
0.5459758496322493,NO
0.8516644793864871,YES
0.18652075801595047,NO
0.9244710836998073,YES
0.277725742425749,NO
0.6408524281854355,NO
0.6358501607196554,NO
0.5657680801106972,NO
0.7062219633096103,NO
0.3762494301087059,YES
0.6325615059443876,NO
0.6148487322493896,YES
0.5431672416329849,NO
0.4732120615675017,YES
0.48194236100295545,NO
0.41289302236047676,NO
0.7250805627853056,NO
0.5874364845151219,NO
0.8150628967569105,YES
0.8321464238160965,NO
0.7386192791536532,YES
0.46242466971544544,NO
0.7195411602120922,NO
0.8250466155238654,YES
0.2965058129204711,YES
0.25823469582893366,YES
0.7622850596024686,YES
0.5560168128518688,NO
0.4700998107771606,NO
0.9838425320636914,YES
0.17947410900408017,NO
0.9033311366641963,YES
0.26761842768145017,NO
0.7387937316231483,NO
0.6643926481313724,NO
0.6275508209420453,NO
0.6359690080094487,NO
0.329912374485195,YES
0.5643015422839468,NO
0.5895092671157953,YES
0.4624510802242883,NO
0.44708963543258845,YES
0.447990324854853,NO
0.37815802521105535,NO
0.6906302787272729,NO
0.5433059553498734,NO
0.7843138828869309,YES
0.7687977609821108,NO
0.8584123123554488,YES
0.3868253297283726,NO
0.38189624409128287,NO
0.3858374335865146,YES
0.674888067254634,YES
0.42074917298353787,YES
0.3329916186445338,YES
0.290818823740206,NO
0.32338563520454733,NO
0.5521356779915232,YES
0.5637786011987536,NO
0.2823181005801426,YES
0.543828089808688,NO
0.6136399115505553,NO
0.657685003370202,NO
0.5719748619312588,NO
0.4632939917796706,NO
0.48829326874320306,YES
0.47817039391586175,NO
0.47405512924411836,YES
0.533672273400859,NO
0.5378393443022638,YES
0.483085844965135,NO
0.6079919006385137,NO
0.5508262631772338,NO
0.3816779735952937,NO
0.5057870954168622,YES
0.4252764936336427,NO
0.4918998123721993,YES
0.39038424337073135,NO
0.3907935281971797,NO
0.4934589821314433,YES
0.6548869725845778,YES
0.49000563246383916,YES
0.4077999834069147,YES
0.2937371329269402,NO
0.34032606414217503,NO
0.6147725580970371,YES
0.5541695343643849,NO
0.4184821365367884,YES
0.5384185410723028,NO
0.5396145077894934,NO
0.5370378308942403,NO
0.44235922707655323,NO
0.47233363243126175,NO
0.5360538898236575,YES
0.4869964997489115,NO
0.6863799171472413,YES
0.4898264573269992,NO
0.6759963718986306,YES
0.5166108114761545,NO
0.5971728031657431,NO
0.6486252100692522,NO
0.4051668036348614,NO
0.574047059077303,YES
0.5044267330397014,NO
0.5729006868722846,YES
0.060298665385917466,NO
0.14605324933629285,NO
0.1131621090172984,NO
0.11112494807830567,NO
0.056957749027387455,NO
0.15028378351953806,NO
0.11848482832707391,NO
0.03834665374884878,NO
0.28369048429236293,NO
0.09472171929862586,NO
0.12088079489334724,NO
0.12995868524740067,NO
0.4106449286235182,YES
0.42393283622857775,YES
0.4618243705585378,YES
0.0888896154308563,NO
0.11143735967872226,NO
0.04345314514878698,NO
0.004354065110074641,NO
0.17714670567997542,NO
0.06837117401984454,NO
0.06595653795594082,NO
0.06897256602539392,NO
0.051756283876437686,NO
0.1248238448332907,NO
0.21377162843411585,NO
0.06440492706646914,NO
0.1813741304486327,NO
0.3205967245010407,YES
0.48045993784059055,YES
0.173642707681866,NO
0.1472240154842081,NO
0.24516187124465816,NO
0.0,NO
0.2960339234789723,YES
0.3963507806315424,YES
0.05369913457966562,NO
0.1402491171897116,NO
0.10650863832451313,NO
0.18725221201997422,NO
0.12883772177330355,NO
0.18335074236882984,NO
0.20245371060688838,NO
0.32401520709293113,YES
0.139048779077954,NO
0.32276025256929036,YES
0.0454159663599331,NO
0.4013974775986519,YES
0.08786547314237941,NO
0.2722408261633898,NO
0.1734825012750226,NO
0.10577605244153898,NO
0.2982055438312122,NO
0.07797298121680706,NO
0.07603439782732323,NO
0.04067792107350833,NO
0.33450929918569894,NO
0.32680426090756937,NO
0.39829363133477025,YES
0.626486841718555,YES
0.43697781919269374,YES
0.31533940697843443,YES
0.25935802714175465,NO
0.2938466519729697,NO
0.5494309036233305,YES
0.5024229300044885,NO
0.3010379863389497,YES
0.5137908586671802,NO
0.5772678141256489,NO
0.5861508391587911,NO
0.5208688620269872,NO
0.35695365214599106,NO
0.47811477572605693,YES
0.374961898287458,NO
0.5303571430662339,YES
0.5002896634355338,NO
0.5502243637776723,YES
0.4275667921443385,NO
0.5207273381278772,NO
0.5235649846767658,NO
0.33576798760886584,NO
0.49432739348846694,YES
0.39837110649741053,NO
0.4856361243616479,YES
0.4785413119489221,YES
0.293545793343909,YES
0.22496224240467916,NO
0.14024854474518497,NO
0.2517102723465983,NO
0.03181668796268723,NO
0.22272030244638202,YES
0.605259011438001,YES
0.06387762759681165,NO
0.10451762422042976,NO
0.13761354355872862,NO
0.13557678593292516,NO
0.13453198360107754,NO
0.1740263886258499,NO
0.18522856857787204,NO
0.18614289258795313,YES
0.15107790718912656,NO
0.4243316479222091,YES
0.04264001371889327,NO
0.37805100410477854,YES
0.05298811944726367,NO
0.2336622022802209,NO
0.19782547058875646,NO
0.0995123644309876,NO
0.2824039672591394,NO
0.11448743518740787,NO
0.09788612759140597,NO
0.034912480972887155,NO
0.19911526616790529,NO
0.28766581229754734,NO
0.1694218269949565,NO
0.33976787868828445,NO
0.30883093388222776,NO
0.2788847344305594,NO
0.31760203300030815,NO
0.046093051144028424,NO
0.2011408481153363,NO
0.18946113233716622,YES
0.19099562193125014,NO
0.11421751458299179,YES
0.2714255740867269,NO
0.48732328751300874,NO
0.25748230856937876,NO
0.2758474998934147,NO
0.4905662247867621,NO
0.19761676251838273,NO
0.27937127324789923,NO
0.14263598969407304,NO
0.30840469689172895,NO
0.3041564819786722,YES
0.49240859846546087,YES
0.27761241141957615,YES
0.2359275994540076,YES
0.2155462454970245,NO
0.3379040773701451,YES
0.1524531271037743,NO
0.489502765967387,YES
0.3094897264616763,YES
0.1786963650540154,NO
0.14231271465775305,NO
0.2334886344977215,NO
0.003914805006594621,NO
0.17944391255529962,YES
0.6276801673848611,YES
0.05220439084987495,NO
0.10893067713695459,NO
0.11448060488339676,NO
0.1382103820282706,NO
0.12912243486469224,NO
0.1810730376377202,NO
0.19540706159501808,NO
0.19489782014815563,YES
0.1341374782514989,NO
0.4634085197153082,YES
0.044917718450002864,NO
0.39015131048879825,YES
0.06957265702065545,NO
0.22341253099022773,NO
0.17625845391606243,NO
0.10008179061376501,NO
0.2792009449810165,NO
0.07939654667375057,NO
0.07482436718892124,NO
0.03178063696761145,NO
0.21221206837178547,NO
0.2843916117465773,NO
0.20451271550861377,NO
0.31200835227788626,NO
0.3148099088013905,NO
0.3015906034688082,NO
0.3697045287244402,NO
0.062392875626031505,NO
0.18918289827701096,NO
0.16725351120884763,YES
0.22622886699060174,NO
0.17507493786732642,YES
0.2734185657264478,NO
0.4698846106654508,NO
0.23413583507550534,NO
0.23264228827517947,NO
0.4897832637854432,NO
0.14095885733203142,NO
0.24250092791306255,NO
0.15786814008336847,NO
0.2575122318059988,NO
0.2860060224026426,YES
0.47290575170533494,YES
0.25312708556014796,YES
0.2931549308231363,YES
0.2553349000185953,NO
0.3507873447554838,YES
0.14263052545086413,NO
