UPPERTRACED_RFSMOTE_MULTI_VSM_SUM.csv,Associated
0.8536511995186883,NO
0.13973076633827175,NO
0.13236068286079566,YES
0.821689102805144,NO
0.5149281792885613,YES
0.5746408964428066,NO
0.8024366398435736,NO
0.863352635932917,YES
0.22749492366699253,YES
0.2529893961043844,YES
0.17545310972399786,YES
0.7085056779724749,NO
0.3784312250883658,NO
0.9518688425960742,YES
0.6825599759344212,NO
0.9610438444761975,YES
0.1716176581183725,NO
0.7060239151688349,NO
0.6750394825900577,NO
0.11596600737008345,NO
0.2154621343160111,NO
0.20132360682860795,YES
0.21147627284349851,NO
0.4112205760697901,YES
0.07761149131383017,NO
0.3259381815447092,YES
0.392344137775438,NO
0.8423704595021433,NO
0.9569827780702412,NO
0.16454839437467098,NO
0.20448221403324054,YES
0.9053169887944648,NO
0.6005113935474166,YES
0.6565390689629239,NO
0.7395653154846957,NO
0.4152064375423028,NO
0.883507558095811,NO
0.21177709257727304,NO
0.4134015191396555,NO
0.8049184026472136,NO
0.09588629014063321,NO
0.17537790479055423,NO
0.07753628638038654,NO
0.1071670301571783,NO
0.5634353613597051,NO
0.29818756110400835,YES
0.2337369331428141,YES
0.2766037452056854,YES
0.5043242836730089,NO
0.673159359253967,NO
0.33368428968940356,NO
0.34376175077085047,NO
0.09708956907573134,NO
0.1737233962547943,NO
0.5642626156275851,NO
0.7133187937128674,NO
0.5004136271339399,NO
0.5024441603369181,NO
0.31022035045498986,NO
0.773181920734,NO
0.7779950364743926,NO
0.07362562984131757,YES
0.9347973227043692,YES
0.6536812814920657,NO
0.12732195232007218,NO
0.7260284274648416,NO
0.35820109799202815,NO
0.24291193502293743,YES
0.07437767917575391,YES
0.4367902534406256,NO
0.575994585244792,NO
0.21606377378356018,NO
0.19733774535609533,NO
0.7822065127472361,NO
0.777919831540949,NO
0.09791682334361133,NO
0.2192223809881928,YES
0.3863277430999472,NO
0.11694367150485069,YES
0.005715574941716171,NO
0.26133714371662775,YES
0.6104384447619763,NO
0.6093855756937654,NO
0.06452583289463788,NO
0.6839136647364066,NO
0.10438444761976384,NO
0.11634203203730162,NO
0.726554861998947,NO
0.3409791682334361,NO
0.515605023689554,NO
0.7348274046777467,NO
0.7628036399187785,YES
0.1974881552229826,YES
0.19696172068887716,YES
0.07776190118071744,YES
0.6721816951191997,NO
0.3293224035496728,NO
0.8828307136948182,YES
0.6278859893208993,NO
0.8369557042942016,YES
0.1455967511468752,NO
0.7458073249605173,NO
0.7269308866661651,NO
0.19891704895841164,NO
0.09355493720388057,NO
0.14010679100548992,YES
0.09310370760321877,NO
0.24637136196134465,YES
0.08866661653004436,NO
0.19305106414980822,YES
0.29826276603745194,NO
0.7616003609836803,NO
0.8248477100097765,NO
0.0912235842671279,NO
0.12025268857637059,YES
0.7932616379634503,NO
0.5083101451455214,YES
0.2405053771527412,YES
0.7373091674813866,YES
0.7079040385049258,NO
0.11995186884259607,NO
0.7329472813416559,NO
0.3918177032413326,NO
0.16545085357599457,YES
0.2951041588328194,YES
0.4475445589230653,NO
0.5382417086560878,NO
0.24892832969842818,NO
0.14273896367601713,NO
0.7882229074227268,NO
0.768067985259833,NO
0.07971722945025193,NO
0.07355042490787395,YES
0.3990373768519214,NO
0.22426111152891626,YES
0.002782582537414452,NO
0.23666992554711588,YES
0.5735880273745957,NO
0.5686245017673158,NO
0.09024592013236069,NO
0.6772956305933668,NO
0.08768895239527712,NO
0.15492216289388583,NO
0.7496427765661425,NO
0.33488756862450175,NO
0.7955177859667592,NO
0.06760923516582687,NO
0.06249529969165975,NO
0.1886139730766338,NO
0.44228021358201086,NO
0.1102504324283673,NO
0.6721064901857561,NO
0.7301646988042414,NO
0.4482966082575016,NO
0.1398059712717154,YES
0.28465067308415426,NO
0.1506354816875987,YES
0.7858915544859741,NO
0.8174776265323004,NO
0.17628036399187785,NO
0.0943069865383169,NO
0.8064225013160863,NO
0.10513649695420019,NO
0.8177032413326313,NO
0.6175829134391214,NO
0.575994585244792,NO
0.07272317063999398,YES
0.08001804918402645,YES
0.09934571707904036,YES
0.37354290441452953,YES
0.38489884936451835,NO
0.05339550274498005,YES
0.7016620290291041,NO
0.25208693690306083,YES
0.7541550725727606,YES
0.6590208317665638,NO
0.12213281191246145,NO
0.7136948183800856,NO
0.3623373693314281,NO
0.11972625404226517,YES
0.3187937128675641,YES
0.4352109498383093,NO
0.542904414529593,NO
0.22448672632924718,NO
0.14552154621343158,NO
0.7825073324810107,NO
0.7755132736707526,NO
0.09047153493269158,NO
0.0828006317214409,YES
0.38113860269233657,NO
0.2655486199894712,YES
0.005189140407610735,NO
0.24945476423253363,YES
0.5911107768669625,NO
0.5577949913514325,NO
0.0674588252989396,NO
0.6778972700609158,NO
0.0843047303903136,NO
0.1178461307061743,NO
0.7252763781304052,NO
0.33157855155298177,NO
0.8093554937203878,NO
0.06414980822741971,NO
0.09957133187937128,NO
0.1592840490336166,NO
0.4485974279912762,NO
0.1342408061968865,NO
0.7271565014664961,NO
0.7473866285628337,NO
0.4356621794389711,NO
0.11634203203730162,YES
0.32187711513875306,NO
0.21493569978190563,YES
0.7879972926223958,NO
0.7990524178386101,NO
0.15161314582236593,NO
0.04865759193803111,NO
0.8055952470482062,NO
0.0452733699330676,NO
0.7787470858088288,NO
0.6336767691960592,NO
0.5222230578325937,NO
0.05354591261186732,YES
0.059411897420470774,YES
0.07347521997443031,YES
0.43400767090321113,YES
0.4269384071595096,NO
0.06700759569827779,YES
0.6912837482138826,NO
