NONETRACED_SUM_MULTI_LSA_SUM.csv,Associated
0.4294742990905961,NO
0.6156529541166842,NO
0.5712271397810458,NO
0.6750330183518352,NO
0.6380817429340082,NO
0.3659261012638091,NO
0.3776302390957448,NO
0.7043324333166024,YES
0.5855952719805841,NO
0.5303184923750822,YES
0.52334362238821,NO
0.6851663548029387,NO
0.4835246208447401,NO
0.4288831926278471,NO
0.7213995803048501,NO
0.3970399495614781,NO
0.23423267713433266,NO
0.2459341694853135,NO
0.5364808628310446,NO
0.719676842116136,YES
0.8417515055647617,YES
0.5471061547040106,YES
0.6151788333978891,YES
0.6501022832606127,NO
0.7101525756370377,YES
0.33174195929224065,NO
0.5645039224085389,NO
0.48716608079254253,NO
0.748510409682698,YES
0.42224211397113415,YES
0.46076394306558377,YES
0.764138880715338,YES
0.6877505190579778,NO
0.3926822727089087,NO
0.5415530325670843,YES
0.3740730629821886,NO
0.7539458227793794,YES
0.3980513010775059,NO
0.5063570139465643,NO
0.5556950108235592,NO
0.4085014710286022,NO
0.3989380871007759,NO
0.5884632012236787,YES
0.3761538130186445,NO
0.31502169232457045,YES
0.3061158342661667,NO
0.4484305424145031,YES
0.4785545944164349,NO
0.5203125848773952,NO
0.5174346335219938,NO
0.5483863891392008,NO
0.771898284427894,YES
0.7429452243507801,NO
0.4300177968043233,YES
0.5948829115826512,NO
0.5497206676787696,NO
0.5797718252859974,YES
0.4139022848013329,NO
0.449962830744878,NO
0.8397163281487273,YES
0.628916459303152,NO
0.3663197280227598,NO
0.6742069297680043,YES
0.3658183301164401,NO
0.8115422234985044,YES
0.35718794886324945,NO
0.5425962933393502,NO
0.662370557520992,NO
0.4628280473791766,NO
0.4274402016649141,NO
0.6553645362527618,NO
0.37777756860533435,NO
0.3764123468559437,NO
0.1881722379513019,NO
0.5038093365215507,NO
0.48406868827814886,NO
0.5513236062037122,NO
0.5089958167960841,NO
0.5642043786623531,NO
0.7515531735107793,YES
0.7734227552134243,NO
0.438026821956729,YES
0.7169133647840065,NO
0.642122358398712,NO
0.6520427980360326,YES
0.6512676473457961,YES
0.6961747658222983,YES
0.9065081729632293,YES
0.7949280284273276,NO
0.451180906285794,NO
0.5935898956102627,YES
0.5781183055615218,NO
0.8710134726071717,YES
0.48541881493302663,NO
0.6288489153193683,NO
0.76807389987563,NO
0.5557260432068966,NO
0.48325005063693294,NO
0.8608239568414056,YES
0.4503257124573742,NO
0.4321561430235186,YES
0.26518600815031057,NO
0.6350634968685606,YES
0.7115753043956523,NO
0.811508089858467,NO
0.611504617045453,NO
0.6981690869060557,NO
0.8508709292383138,YES
0.8932035934647802,NO
0.5092761733742202,YES
0.45822330539419764,NO
0.4337851548935291,NO
0.4931655262818996,YES
0.2708949263266992,NO
0.3429872993877668,NO
0.6920294606505887,YES
0.4722325389649248,NO
0.32318021192135454,NO
0.5117329334462632,YES
0.24077605629682558,NO
0.7222406104065838,YES
0.25439613169253733,NO
0.34569552381897656,NO
0.3910832875431462,NO
0.2502418695366204,NO
0.3299039692890377,NO
0.496569353673581,NO
0.31387479706523025,NO
0.287853078508784,NO
0.08408622078208096,NO
0.389332251625565,NO
0.391053226160309,NO
0.41408487252806986,NO
0.42227327516066027,NO
0.4645074026526792,NO
0.6292952039932097,YES
0.6440274019313645,NO
0.3674512111261993,YES
0.308221151606098,NO
0.271184016955254,NO
0.20217620037645578,YES
0.3033091771362772,YES
0.3024064835486877,YES
0.36793626055470735,YES
0.3427454409978357,NO
0.12249806920761479,NO
0.19292504265033006,YES
0.19775644389495933,NO
0.3189748285707286,YES
0.18464939364115057,NO
0.28290974964015386,NO
0.3916333741888398,NO
0.2578967024401911,NO
0.2034356078417307,NO
0.46046905120444803,YES
0.1708737699101856,NO
0.13952300244451848,YES
0.07053489321260988,NO
0.272129236401491,YES
0.20781118380046165,NO
0.3351249448517541,NO
0.16757131794319002,NO
0.27676906321067113,NO
0.3271900179365094,YES
0.3671701807926144,NO
0.14074432291057593,YES
0.534909139990554,YES
0.29358978414336856,YES
0.4728902976763041,NO
0.3293565974814774,NO
0.32884670827486373,NO
0.4408448239394029,NO
0.5012242904395265,YES
0.44967403736137446,YES
0.2507758653168801,NO
0.25098036000388496,NO
0.3993483100417477,NO
0.2344722814159595,NO
0.36510616565253673,NO
0.39041451590262266,NO
0.2583045573289223,NO
0.2438207274473182,YES
0.40068160767264765,NO
0.359714219690498,YES
0.055392690313187526,NO
0.2767737448202263,YES
0.23372346663725257,NO
0.3078692679604934,NO
0.3771087821025584,NO
0.2626036669982517,NO
0.35384470992115546,NO
0.4764666560038261,NO
0.4549528568110397,NO
0.22208945882104536,NO
0.5272065546695203,NO
0.4802018620866686,NO
0.5441688583741523,YES
0.33539781580868566,YES
0.38881837933526636,YES
0.7627196990809999,YES
0.5510778241791064,NO
0.344398202747431,NO
0.6836774345255229,YES
0.29535538011437035,NO
0.7667609189439745,YES
0.3102854491289741,NO
0.5366664824573031,NO
0.559877729239037,NO
0.42146556622915743,NO
0.3614761248687818,NO
0.5670751218252649,YES
0.3411278730622935,NO
0.3258787213934769,YES
0.1497215594139229,NO
0.45367263723810203,YES
0.43333358516594606,NO
0.48387229351878713,NO
0.4564923929665775,NO
0.5140830172235424,NO
0.6912946857464631,YES
0.7185722943684125,NO
0.5130871373124256,YES
0.6563281848921684,NO
0.5628459638246331,NO
0.7344887364065812,YES
0.5509669616832056,YES
0.5982172876681375,YES
0.819740251916667,YES
0.7671356805503471,NO
0.4579013047843994,NO
0.5736192490544696,YES
0.5148125705229365,NO
0.8022210497005864,YES
0.4589593039571168,NO
0.5770380328263067,NO
0.658644689886839,NO
0.48753343108897373,NO
0.4573988665204005,NO
0.7269724048345817,YES
0.43106958355547237,NO
0.3480846854123102,YES
0.3211275664044825,NO
0.5384010262286308,YES
0.6251268276514488,NO
0.6996381561681406,NO
0.5698545562625557,NO
0.6352327432465862,NO
0.8177606196925192,YES
0.8176839007448241,NO
0.48276686394407853,YES
0.40997122890838905,NO
0.3744514311618484,NO
0.598107658739199,YES
0.2771852607771705,YES
0.3739470013560072,YES
0.5919257493752094,YES
0.49303187995283015,NO
0.3232547411638397,NO
0.39259829602788215,YES
0.22800930208571157,NO
0.6202880200509622,YES
0.23297052015233505,NO
0.2821840308019193,NO
0.31552973861186706,NO
0.19505269795585312,NO
0.3429684490974414,NO
0.442244015844053,YES
0.33375527433476493,NO
0.28815307307663063,YES
0.16918647323973401,NO
0.3810522777008918,YES
0.3686109870044217,NO
0.3772198427618265,NO
0.41383461696544455,NO
0.42367279403486646,NO
0.5694618757336843,YES
0.5977970029821852,NO
0.3139772574343526,YES
0.4128568293697728,NO
0.38304444375802854,NO
0.4604962689429626,YES
0.24321944529565231,YES
0.28439193731716167,YES
0.6278741100823763,YES
0.4226073835522076,NO
0.2585461680146441,NO
0.5843059913876715,YES
0.2172886985871026,NO
0.645246800212758,YES
0.23709036628541597,NO
0.43311928139225414,NO
0.40630593486157074,NO
0.2966098186332073,NO
0.2939437782288361,NO
0.44399648844604767,YES
0.2833919901029288,NO
0.2703595285406152,YES
0.07962783730619095,NO
0.3774978758744794,YES
0.33309397345319314,NO
0.36544390538779187,NO
0.3866853042616443,NO
0.40609401895645636,NO
0.5858032989296131,YES
0.5817793093714354,NO
0.48722099186165335,YES
0.5725591344878049,NO
0.5405957697421926,NO
0.39831923281250453,YES
0.5941857183611561,YES
0.6073987315216064,YES
0.6753189135960902,YES
0.6063104331700112,NO
0.3216641036299293,NO
0.4017740278222854,YES
0.4105989262369313,NO
0.588671426336075,YES
0.3610334576304798,NO
0.5020390292164885,NO
0.6685051801514319,NO
0.47120850003929826,NO
0.462522628089147,NO
0.7341727797794892,YES
0.41751303933535405,NO
0.34788625452434835,YES
0.17788904045359,NO
0.561015692284591,YES
0.48275588073943965,NO
0.6181497580511979,NO
0.3799404771739209,NO
0.5334514403516745,NO
0.6025654427709024,YES
0.6550582351357472,NO
0.32006725862853463,YES
0.42653923705270524,NO
0.3953339710395632,NO
0.39642173930415076,YES
0.40966259441772307,YES
0.5277068924018243,YES
0.5781151101772221,YES
0.4344482342913236,NO
0.24744333215071074,NO
0.3445056072925704,YES
0.25786726031787727,NO
0.582689325095451,YES
0.22746276751837857,NO
0.26900247607604627,NO
0.357109456353416,NO
0.19210804481097948,NO
0.3485875546816331,NO
0.5937760007367713,YES
0.3262373475476577,NO
0.488557380841085,YES
0.05462393534563442,NO
0.5684284240481055,YES
0.36697396438028335,NO
0.4209204138513121,NO
0.3685729247756251,NO
0.4081295084797944,NO
0.5080019482431467,YES
0.5677681833405493,NO
0.28454927903088995,YES
0.5058646423816303,NO
0.4392090646067319,NO
0.39938718969443476,NO
0.4443801277712805,NO
0.38497855785668084,NO
0.579033339772817,NO
0.5551558528875784,NO
0.2725882867961939,NO
0.44909734728360495,NO
0.34660820979436807,NO
0.5057842128248805,NO
0.33829043620736016,NO
0.6446178643631694,YES
0.6926828894923898,YES
0.5761776421635763,YES
0.34317416248915583,NO
0.5513800282684999,NO
0.3116360513759337,NO
0.1371033583711922,NO
0.19420978034804465,NO
0.37279377973116207,NO
0.36329655759763174,NO
0.48800757162410546,NO
0.3032607707797017,NO
0.44409343987355593,NO
0.587379465583618,NO
0.5457314310211524,NO
0.3957502379632412,NO
0.3267385472906101,YES
0.4606041292638471,YES
0.34963479358349986,NO
0.29077535405539223,NO
0.2551199531165289,NO
0.32258944233633013,NO
0.5258533812528685,YES
0.1999391093512773,YES
0.16512840949052915,NO
0.2537448727396093,NO
0.28322612241031747,NO
0.274132687862402,NO
0.271680609399914,NO
0.3344835395722708,NO
0.23304869560078056,NO
0.37984658737043925,YES
0.33422964771185343,NO
0.2488961718330045,YES
0.04668208262069859,NO
0.29403501264319437,YES
0.24234109607774995,NO
0.27908158512165643,NO
0.2772252154661256,NO
0.207975798109774,NO
0.30069127556793557,NO
0.35903311238035296,NO
0.34552678275753784,NO
0.15545646176186406,NO
0.5272607473964244,NO
0.4800310105853669,NO
0.4499691521562985,YES
0.5297689506786487,YES
0.6101591274133729,YES
0.6841503811263661,YES
0.5886615379840409,NO
0.29122915807494293,NO
0.433763213254672,YES
0.34068969422426354,NO
0.6312069008609232,YES
0.34662522707354493,NO
0.4818893965531612,NO
0.5998983719170207,NO
0.42098584739523287,NO
0.3568705505976594,NO
0.7272811483150998,YES
0.3146704626180784,NO
0.4262164536976058,YES
0.1566579014880855,NO
0.5864252792450055,YES
0.4051577812648476,NO
0.5106026244607758,NO
0.37377372730753866,NO
0.48663527048841393,NO
0.6221943813700078,YES
0.6506825600953322,NO
0.34466817061103,YES
0.5095582886522415,YES
0.21829698847910373,YES
0.4175837588871006,NO
0.29258217791498486,NO
0.23599245205641672,NO
0.3390173291635466,NO
0.42990163839242834,YES
0.442506156254639,YES
0.1745466238894708,NO
0.2249571155895096,NO
0.2928021640232375,NO
0.21780830770688797,NO
0.282354481022402,NO
0.31136472609326793,NO
0.19814670683074825,NO
0.22645100481336344,YES
0.3243783670897611,NO
0.3858810037400609,YES
0.03344688507126607,NO
0.2816800419095705,YES
0.18909246899690768,NO
0.22247030404279772,NO
0.3041645047249702,NO
0.22608685980940002,NO
0.2566150164583345,NO
0.39555804426726865,NO
0.3605527628419708,NO
0.16342626047568964,NO
0.5820982681735438,NO
0.5187585530715308,NO
0.3853288363790093,NO
0.4935663562792557,NO
0.47226632581906924,NO
0.6405045229426238,NO
0.5908383278965149,NO
0.35270988776497497,NO
0.39134066707883,NO
0.44109941927977464,YES
0.5554460334146538,NO
0.4213113604507186,YES
0.5019739028257872,NO
0.6639404523044182,NO
0.4763932810629562,NO
0.4368169355169713,NO
0.6301613810262687,NO
0.42011428031858034,NO
0.22955159271205672,NO
0.238431654854107,NO
0.4709021989222836,NO
0.4894282741622886,YES
0.5996297911969937,YES
0.37361307131149046,YES
0.6087072636856637,YES
0.5877606873157685,NO
0.6272920200528446,YES
0.3202058788581262,NO
0.44871657637311546,YES
0.16549818233412722,YES
0.2947147922587777,NO
0.24030917349502534,NO
0.15975409016002207,NO
0.2249587355750382,NO
0.301898724598274,YES
0.4099117749440801,YES
0.0949347486425252,NO
0.16281226118991998,NO
0.18924310288064877,NO
0.15060198934718316,NO
0.20835169915550944,NO
0.25021147623014306,NO
0.1505632285925167,NO
0.17227790103676838,YES
0.23540169733364497,NO
0.36976112223481894,YES
0.0,NO
0.2429796775292476,YES
0.15076138700584835,NO
0.14396883722516696,NO
0.20712280884881673,NO
0.1613055507961944,NO
0.18064009789666674,NO
0.2712474341869113,NO
0.2509928542042006,NO
0.09571825687278239,NO
0.7321975467820981,NO
0.6377035283309583,NO
0.552214845948665,NO
0.5774205228040086,NO
0.580430768023497,NO
0.8204345469989135,NO
0.8000667612384823,NO
0.45853855358725104,NO
0.49830540844058535,NO
0.5424273640227123,YES
0.7291657760668242,NO
0.6299599727337115,YES
0.6370311352548954,NO
0.7868056290583392,NO
0.5621589017052973,NO
0.5053757684001311,NO
0.7762881529195,NO
0.4623985183721345,NO
0.2650811648666951,NO
0.35285761360129936,NO
0.5350996740683244,NO
0.5737850077572287,YES
0.7106621230118424,YES
0.4644947152430804,YES
0.7989363085845536,YES
0.790626535843505,NO
0.7972268522955405,YES
0.42715679832500425,NO
