LOWERTRACED_SUM_RAW_LSA_MEDIAN.csv,Associated
0.17212863866763212,NO
0.46095312977713404,NO
0.18702863866763214,NO
0.4173031297771341,NO
0.14417328827741574,NO
0.12017328827741573,NO
0.5635019551049963,YES
0.4096157856625633,YES
0.38906578566256333,YES
0.5648019551049963,YES
0.14927328827741573,NO
0.11447328827741574,NO
0.5984519551049963,YES
0.31432920991230184,NO
0.5595519551049963,YES
0.31672920991230186,NO
0.2125423807225038,NO
0.2009923807225038,NO
0.2009923807225038,NO
0.13657328827741572,NO
0.3581157856625633,YES
0.13577328827741572,NO
0.4226657856625633,YES
0.17882328827741573,NO
0.3697157856625633,YES
0.2706792099123018,NO
0.27842920991230186,NO
0.3165292099123018,NO
0.2692792099123018,NO
0.5790519551049963,YES
0.29277920991230183,NO
0.5604519551049963,YES
0.2664348539705527,NO
0.2258348539705527,NO
0.48354563923083105,NO
0.5378517097111593,NO
0.5076017097111594,NO
0.46984563923083106,NO
0.27343485397055267,NO
0.2504848539705527,NO
0.45769563923083106,NO
0.4909948990264703,YES
0.463645639230831,NO
0.4347948990264703,YES
0.2331902124064687,NO
0.2216402124064687,NO
0.2182902124064687,NO
0.2162348539705527,NO
0.48220170971115933,NO
0.21658485397055272,NO
0.4628517097111593,NO
0.2901848539705527,NO
0.4734017097111593,NO
0.48444489902647025,YES
0.47019489902647027,YES
0.4291448990264703,YES
0.4342948990264703,YES
0.49609563923083105,NO
0.3772448990264703,YES
0.43374563923083104,NO
0.19661704481454662,NO
0.1860670448145466,NO
0.4144404256175074,YES
0.40521587818810845,YES
0.3494158781881084,YES
0.4275404256175074,YES
0.1916170448145466,NO
0.1775670448145466,NO
0.4643904256175074,YES
0.4042583554590071,NO
0.4139904256175074,YES
0.3473083554590071,NO
0.22590356424491104,NO
0.24185356424491106,NO
0.23205356424491103,NO
0.2200170448145466,NO
0.3351158781881084,YES
0.2178670448145466,NO
0.3540158781881084,YES
0.2183670448145466,NO
0.3506158781881084,YES
0.3768083554590071,NO
0.3846583554590071,NO
0.3857583554590071,NO
0.3259583554590071,NO
0.4340404256175074,YES
0.3301583554590071,NO
0.4272904256175074,YES
0.22216000885026949,NO
0.1886600088502695,NO
0.5606181068468903,NO
0.4812941507764099,NO
0.46364415077640997,NO
0.5414181068468902,NO
0.2340600088502695,NO
0.22821000885026949,NO
0.5415181068468903,NO
0.34733800386193575,YES
0.5438181068468902,NO
0.3702380038619357,YES
0.26619660069193013,NO
0.24204660069193012,NO
0.24189660069193014,NO
0.1780600088502695,NO
0.43879415077640993,NO
0.1794100088502695,NO
0.4419441507764099,NO
0.2642100088502695,NO
0.43574415077640993,NO
0.34183800386193575,YES
0.32013800386193575,YES
0.34293800386193574,YES
0.40328800386193575,YES
0.5618181068468903,NO
0.33073800386193575,YES
0.5081181068468903,NO
0.30644106927347325,NO
0.32594106927347327,NO
0.31367551693619755,NO
0.27400773594013994,NO
0.24745773594013995,NO
0.30562551693619755,NO
0.32594106927347327,NO
0.30734106927347327,NO
0.31157551693619756,NO
0.37217037573417006,YES
0.31887551693619753,NO
0.28757037573417005,YES
0.13884061066859762,NO
0.10904061066859763,NO
0.10464061066859762,NO
0.36099106927347324,NO
0.24200773594013997,NO
0.34174106927347325,NO
0.3306577359401399,NO
0.32444106927347327,NO
0.3166077359401399,NO
0.40287037573417006,YES
0.36557037573417006,YES
0.44782037573417005,YES
0.28992037573417007,YES
0.2981755169361976,NO
0.33442037573417005,YES
0.28797551693619755,NO
0.27664265427628926,NO
0.24314265427628928,NO
0.5037868573497465,NO
0.5269881647759272,NO
0.5122381647759272,NO
0.4972868573497465,NO
0.2888926542762893,NO
0.2648926542762893,NO
0.4936868573497465,NO
0.4644617064928795,YES
0.49753685734974645,NO
0.3896617064928795,YES
0.2440767881567302,NO
0.2335267881567302,NO
0.2318267881567302,NO
0.22959265427628928,NO
0.4806381647759272,NO
0.23044265427628927,NO
0.4702381647759272,NO
0.30029265427628926,NO
0.4798881647759272,NO
0.48741170649287946,YES
0.46021170649287946,YES
0.4254617064928795,YES
0.4192617064928795,YES
0.5164368573497464,NO
0.3856617064928795,YES
0.4645368573497465,NO
0.21868566658620958,NO
0.2180356665862096,NO
0.35366208061790966,NO
0.4553165741411215,NO
0.3823665741411215,NO
0.3424120806179097,NO
0.2125856665862096,NO
0.2089356665862096,NO
0.37071208061790967,NO
0.5178425979563922,YES
0.33001208061790965,NO
0.4153425979563922,YES
0.23459096467937884,NO
0.23109096467937884,NO
0.23094096467937886,NO
0.22478566658620958,NO
0.3627665741411215,NO
0.2235356665862096,NO
0.3597665741411215,NO
0.2674356665862096,NO
0.38691657414112146,NO
0.4665925979563922,YES
0.46314259795639223,YES
0.45499259795639224,YES
0.36084259795639223,YES
0.36841208061790964,NO
0.3543925979563922,YES
0.34916208061790965,NO
0.20129978678896124,NO
0.17039978678896123,NO
0.6821174470995253,YES
0.40627121650977555,YES
0.39607121650977556,YES
0.5697174470995252,YES
0.2596997867889612,NO
0.20109978678896123,NO
0.5906674470995252,YES
0.13930463432295437,NO
0.5918174470995252,YES
0.14355463432295434,NO
0.21888808029608176,NO
0.18713808029608175,NO
0.18603808029608174,NO
0.19294978678896124,NO
0.38437121650977557,YES
0.19159978678896122,NO
0.45317121650977554,YES
0.25429978678896126,NO
0.40077121650977554,YES
0.15415463432295434,NO
0.13060463432295435,NO
0.24185463432295434,NO
0.15060463432295434,NO
0.5973174470995253,YES
0.21640463432295437,NO
0.5314174470995252,YES
0.2677197320782042,NO
0.2551197320782042,NO
0.6042511666264381,YES
0.29923736422881964,NO
0.26818736422881967,NO
0.6324511666264381,YES
0.2691197320782042,NO
0.23261973207820422,NO
0.6969011666264381,YES
0.21832766111513396,NO
0.6435511666264381,YES
0.19922766111513396,NO
0.28535383377584683,NO
0.2823038337758468,NO
0.2545538337758468,NO
0.2632697320782042,NO
0.30093736422881967,NO
0.2476697320782042,NO
0.37508736422881966,NO
0.25031973207820424,NO
0.32328736422881965,NO
0.22237766111513396,NO
0.21202766111513394,NO
0.31117766111513395,NO
0.21867766111513395,NO
0.6142011666264381,YES
0.2907776611151339,NO
0.5682011666264382,YES
0.2246896049561509,NO
0.2029896049561509,NO
0.62375,YES
0.4584706171051572,YES
0.4303706171051572,YES
0.61065,YES
0.24643960495615091,NO
0.2084896049561509,NO
0.63995,YES
0.3688740526188752,NO
0.6304,YES
0.3072240526188752,NO
0.2386941226164615,NO
0.2234941226164615,NO
0.2228441226164615,NO
0.20758960495615092,NO
0.4085206171051572,YES
0.2068896049561509,NO
0.4537706171051572,YES
0.2459896049561509,NO
0.4144206171051572,YES
0.3723240526188752,NO
0.35802405261887515,NO
0.39922405261887517,NO
0.3102240526188752,NO
0.6214999999999999,YES
0.35042405261887516,NO
0.599,YES
0.2747358757743985,NO
0.2752358757743985,NO
0.5464013557003781,YES
0.22804488695792097,NO
0.22239488695792095,NO
0.5622013557003781,YES
0.27698587577439854,NO
0.26943587577439854,NO
0.589251355700378,YES
0.12671819937243542,NO
0.5988513557003781,YES
0.12001819937243542,NO
0.19859069917129293,NO
0.16349069917129294,NO
0.15024069917129296,NO
0.2816858757743985,NO
0.24524488695792096,NO
0.2756358757743985,NO
0.31779488695792096,NO
0.23803587577439853,NO
0.27309488695792095,NO
0.15811819937243543,NO
0.13541819937243543,NO
0.24226819937243543,NO
0.15521819937243542,NO
0.5533513557003781,YES
0.2264181993724354,NO
0.514301355700378,YES
0.09955283208624988,NO
0.08540283208624988,NO
0.3230102019470592,YES
0.2552210274358355,YES
0.2194210274358355,YES
0.3221102019470592,YES
0.09565283208624988,NO
0.08110283208624988,NO
0.3560102019470592,YES
0.25065656126800223,NO
0.3175102019470592,YES
0.24275656126800224,NO
0.1434893796765629,NO
0.14463937967656287,NO
0.14723937967656286,NO
0.10780283208624988,NO
0.2394710274358355,YES
0.10690283208624989,NO
0.2335210274358355,YES
0.14355283208624986,NO
0.21747102743583552,YES
0.20055656126800225,NO
0.22875656126800226,NO
0.22795656126800223,NO
0.21055656126800226,NO
0.3294102019470592,YES
0.21195656126800225,NO
0.3276602019470592,YES
0.2206947300667793,YES
0.09359473006677929,YES
0.4479120846407595,NO
0.41788394882935065,NO
0.4134339488293507,NO
0.34151208464075944,NO
0.18919473006677928,YES
0.2541447300667793,YES
0.33641208464075945,NO
0.14324837879153593,NO
0.3420620846407595,NO
0.13884837879153594,NO
0.14262490546303003,NO
0.11607490546303001,NO
0.10837490546303002,NO
0.1116947300667793,YES
0.38798394882935067,NO
0.1904447300667793,YES
0.3534839488293507,NO
0.2187447300667793,YES
0.35933394882935066,NO
0.15634837879153593,NO
0.15169837879153591,NO
0.16829837879153592,NO
0.16499837879153592,NO
0.37506208464075946,NO
0.18034837879153592,NO
0.31601208464075947,NO
0.2221937846970794,NO
0.2138437846970794,NO
0.5972309598519591,YES
0.2725503499879314,YES
0.2549503499879314,YES
0.6021309598519591,YES
0.2236437846970794,NO
0.2140937846970794,NO
0.716630959851959,YES
0.13441709711159383,NO
0.632380959851959,YES
0.12576709711159384,NO
0.2687928151902808,NO
0.21004281519028078,NO
0.2178928151902808,NO
0.22224378469707942,NO
0.2712003499879314,YES
0.2188937846970794,NO
0.3649503499879314,YES
0.22129378469707942,NO
0.3133003499879314,YES
0.15516709711159385,NO
0.13461709711159386,NO
0.23866709711159384,NO
0.14636709711159385,NO
0.5921309598519591,YES
0.21856709711159383,NO
0.6253809598519591,YES
0.22096050366079326,NO
0.18576050366079325,NO
0.6594007281358113,YES
0.48187829270255045,YES
0.4715282927025504,YES
0.5689007281358113,YES
0.27166050366079325,NO
0.22031050366079324,NO
0.5973007281358114,YES
0.23516008528441545,NO
0.5916507281358113,YES
0.19526008528441546,NO
0.2353802920588945,NO
0.2096802920588945,NO
0.20873029205889448,NO
0.20946050366079325,NO
0.44717829270255044,YES
0.20616050366079325,NO
0.48452829270255043,YES
0.26046050366079326,NO
0.4498782927025504,YES
0.24756008528441548,NO
0.23316008528441545,NO
0.29106008528441546,NO
0.20696008528441545,NO
0.5975007281358113,YES
0.25791008528441545,NO
0.5524007281358113,YES
0.2447490465846005,NO
0.23259904658460048,NO
0.5821125593370342,YES
0.2848872274519269,YES
0.3035372274519269,YES
0.48396255933703425,YES
0.2911490465846005,NO
0.2587490465846005,NO
0.4877125593370343,YES
0.09376964357550888,NO
0.5141625593370343,YES
0.08976964357550887,NO
0.14606849706331965,NO
0.11501849706331964,NO
0.10336849706331963,NO
0.27934904658460047,NO
0.2878372274519269,YES
0.27639904658460046,NO
0.37483722745192694,YES
0.26629904658460046,NO
0.32943722745192694,YES
0.1263696435755089,NO
0.10371964357550888,NO
0.2196196435755089,NO
0.12441964357550889,NO
0.4917125593370343,YES
0.20161964357550888,NO
0.44811255933703426,YES
0.20644123018746477,NO
0.20759123018746475,NO
0.5383994126639311,YES
0.21967792662321983,YES
0.19837792662321985,YES
0.530749412663931,YES
0.20419123018746477,NO
0.19879123018746475,NO
0.6451494126639311,YES
0.10230624748571887,NO
0.5638994126639311,YES
0.09615624748571888,NO
0.24027279346689193,NO
0.16047279346689192,NO
0.17217279346689193,NO
0.22334123018746477,NO
0.21667792662321983,YES
0.22179123018746477,NO
0.31842792662321984,YES
0.20294123018746477,NO
0.27247792662321985,YES
0.11600624748571887,NO
0.09280624748571886,NO
0.20890624748571887,NO
0.10690624748571886,NO
0.5346994126639311,YES
0.17060624748571887,NO
0.5968494126639311,YES
0.19803797167913748,NO
0.18573797167913747,NO
0.4610970794110547,YES
0.37619403813661595,YES
0.33044403813661594,YES
0.4867970794110547,YES
0.1874879716791375,NO
0.1681879716791375,NO
0.5115470794110547,YES
0.3741152103950438,NO
0.4659970794110547,YES
0.3464652103950438,NO
0.21919845522568188,NO
0.23134845522568187,NO
0.22094845522568188,NO
0.2253879716791375,NO
0.31119403813661595,YES
0.2228879716791375,NO
0.335144038136616,YES
0.21588797167913748,NO
0.3305440381366159,YES
0.3358652103950438,NO
0.3562152103950438,NO
0.3561152103950438,NO
0.3264652103950438,NO
0.4856970794110547,YES
0.3348652103950438,NO
0.4700470794110547,YES
0.22364924370424005,NO
0.21509924370424005,NO
0.47801375814627073,YES
0.2751800828707056,YES
0.29213008287070563,YES
0.4806637581462707,YES
0.21264924370424007,NO
0.20319924370424006,NO
0.4968637581462707,YES
0.24440680666183923,NO
0.5029637581462707,YES
0.21970680666183923,NO
0.13295394641564084,NO
0.11235394641564082,NO
0.09565394641564082,NO
0.25484924370424006,NO
0.25778008287070564,YES
0.2521992437042401,NO
0.3973300828707056,YES
0.20819924370424006,NO
0.3406300828707056,YES
0.23645680666183921,NO
0.2256568066618392,NO
0.3018568066618392,NO
0.2200068066618392,NO
0.47496375814627073,YES
0.26750680666183924,NO
0.46826375814627075,YES
0.13839331402365435,NO
0.11359331402365434,NO
0.44728839407836507,NO
0.36417986965966687,NO
0.29257986965966687,NO
0.4260883940783651,NO
0.14204331402365433,NO
0.11564331402365435,NO
0.5078383940783651,NO
0.2460609823799179,NO
0.4174883940783651,NO
0.2341109823799179,NO
0.3422943318046504,YES
0.29944433180465035,YES
0.3279443318046504,YES
0.13219331402365436,NO
0.2943298696596669,NO
0.13374331402365436,NO
0.2853298696596669,NO
0.17144331402365434,NO
0.29727986965966685,NO
0.2046609823799179,NO
0.2187609823799179,NO
0.23221098237991789,NO
0.20856098237991788,NO
0.46248839407836506,NO
0.20856098237991788,NO
0.4834883940783651,NO
0.1546565733365516,YES
0.2372065733365516,YES
0.3486286426904819,NO
0.3171318569474615,NO
0.2751818569474615,NO
0.24217864269048192,NO
0.2572065733365516,YES
0.1551565733365516,YES
0.25942864269048194,NO
0.2228343028401319,NO
0.23767864269048192,NO
0.2360843028401319,NO
0.14723456834821785,NO
0.13938456834821789,NO
0.14228456834821787,NO
0.2464565733365516,YES
0.2643318569474615,NO
0.1834565733365516,YES
0.25128185694746147,NO
0.2794565733365516,YES
0.2783318569474615,NO
0.2050343028401319,NO
0.1677843028401319,NO
0.2145843028401319,NO
0.1942843028401319,NO
0.2813786426904819,NO
0.1879343028401319,NO
0.2557286426904819,NO
0.1231312414514442,NO
0.1088812414514442,NO
0.5364755290047469,YES
0.36917730308150287,YES
0.3688273030815029,YES
0.5410255290047469,YES
0.1272312414514442,NO
0.1092812414514442,NO
0.5762755290047469,YES
0.2867336913669643,NO
0.5457755290047469,YES
0.2810836913669643,NO
0.19895861694424327,NO
0.18640861694424327,NO
0.19035861694424328,NO
0.1125312414514442,NO
0.33102730308150285,YES
0.11223124145144421,NO
0.4016773030815029,YES
0.1542812414514442,NO
0.36622730308150286,YES
0.2525836913669643,NO
0.2506336913669643,NO
0.2926836913669643,NO
0.2499336913669643,NO
0.5442755290047468,YES
0.2716836913669643,NO
0.532275529004747,YES
0.23075863705849223,YES
0.07105863705849222,YES
0.40468226325529,NO
0.38929960173787104,NO
0.35684960173787106,NO
0.28453226325529,NO
0.17085863705849222,YES
0.2670586370584922,YES
0.28658226325529,NO
0.15849140317000562,NO
0.27953226325529,NO
0.16054140317000565,NO
0.1029000281599485,NO
0.0845000281599485,NO
0.08185002815994852,NO
0.11475863705849222,YES
0.34984960173787105,NO
0.21995863705849222,YES
0.326399601737871,NO
0.22820863705849223,YES
0.33089960173787103,NO
0.13869140317000564,NO
0.14564140317000562,NO
0.1709414031700056,NO
0.14394140317000564,NO
0.32703226325529,NO
0.16404140317000562,NO
0.27168226325529005,NO
0.21813742859441626,NO
0.18918742859441626,NO
0.4187269249336229,NO
0.3345243865154075,NO
0.2731743865154075,NO
0.43047692493362294,NO
0.19608742859441625,NO
0.19968742859441624,NO
0.46522692493362294,NO
0.3707943157132512,YES
0.41142692493362293,NO
0.36299431571325125,YES
0.22131261565693136,NO
0.23231261565693134,NO
0.22601261565693137,NO
0.22693742859441624,NO
0.2752743865154075,NO
0.23913742859441625,NO
0.2927743865154075,NO
0.2598374285944163,NO
0.3020743865154075,NO
0.32619431571325125,YES
0.3310443157132512,YES
0.34389431571325124,YES
0.3611943157132512,YES
0.43807692493362294,NO
0.3133443157132512,YES
0.4286769249336229,NO
0.23976606323919863,YES
0.08356606323919864,YES
0.3112863746077721,NO
0.32975314184568344,NO
0.2830531418456834,NO
0.20403637460777213,NO
0.14176606323919866,YES
0.28411606323919864,YES
0.21748637460777212,NO
0.18196713734009168,NO
0.20238637460777212,NO
0.18276713734009167,NO
0.08325,NO
0.0736,NO
0.07315,NO
0.12221606323919863,YES
0.2769531418456834,NO
0.24871606323919865,YES
0.26700314184568347,NO
0.23801606323919866,YES
0.2815531418456835,NO
0.1518671373400917,NO
0.1508671373400917,NO
0.1917171373400917,NO
0.16206713734009168,NO
0.24148637460777211,NO
0.1682171373400917,NO
0.20858637460777213,NO
0.20132970472282566,NO
0.16087970472282567,NO
0.5138874245715664,NO
0.44178438329712766,NO
0.40413438329712764,NO
0.5169374245715664,NO
0.20667970472282565,NO
0.18512970472282567,NO
0.5273374245715664,NO
0.35652185614289156,YES
0.5066874245715665,NO
0.40707185614289154,YES
0.26487208142247964,NO
0.26222208142247966,NO
0.25177208142247964,NO
0.17057970472282566,NO
0.4014843832971276,NO
0.17332970472282566,NO
0.39363438329712763,NO
0.24452970472282565,NO
0.39308438329712764,NO
0.31477185614289155,YES
0.31867185614289156,YES
0.3280218561428916,YES
0.4027218561428916,YES
0.5365374245715664,NO
0.32372185614289156,YES
0.4922874245715664,NO
