UPPERTRACED_MAX_MULTI_LSA_MEDIAN.csv,Associated
0.41906142474682806,NO
0.4103659760214178,NO
0.4233550401583053,YES
0.4231586835059946,NO
0.49174763706204166,YES
0.4031558549644977,NO
0.49091322896054007,YES
0.46263043301129086,NO
0.3827424048422768,NO
0.5836210860202538,NO
0.4501175648934932,NO
0.6156489873123036,YES
0.5720809917355372,NO
0.5166911360726342,YES
0.3889838726574322,NO
0.42480664067046914,NO
0.4420011931090676,YES
0.24142821557443842,NO
0.28982181934582707,NO
0.5842158596205331,YES
0.4752401175648935,NO
0.27915450471423586,NO
0.6640307763939006,YES
0.24600634384821324,NO
0.5975856768711442,YES
0.22626613898265624,NO
0.4075254568734723,NO
0.439046519613549,NO
0.3370327552089396,NO
0.38267145850308465,NO
0.3733808054941218,NO
0.29467010825282275,NO
0.322050651844954,NO
0.1560094342917006,NO
0.3243770632056804,NO
0.31687045163543237,NO
0.36483729484344085,NO
0.36836396810615757,NO
0.3424452741240833,NO
0.5383206495169364,YES
0.5112162088231871,NO
0.41503046211151196,YES
0.4295519613549063,NO
0.38573579327202884,NO
0.5326081073216157,YES
0.5919174368525202,YES
0.5260453497846583,YES
0.4961697299499477,YES
0.44321209987195903,NO
0.3697598300547084,NO
0.5053905773483879,YES
0.6164000000000001,NO
0.5538664183447796,YES
0.5172107147014317,NO
0.5364201780933535,NO
0.4630197357699919,NO
0.44776142474682806,NO
0.36402919334186934,NO
0.46345504015830524,YES
0.3753766849028053,NO
0.5082976370620417,YES
0.40784183447794203,NO
0.5205132289605401,YES
0.5189304330112908,NO
0.5206937550925387,NO
0.5791210860202538,NO
0.4478675648934932,NO
0.5671989873123036,YES
0.530844890001164,NO
0.5116411360726342,YES
0.40353204516354324,NO
0.4058944593178908,NO
0.5317289663601443,YES
0.22201921778605516,NO
0.29005097776743105,NO
0.671554108951228,YES
0.42161256547549764,NO
0.2746725061110464,NO
0.5274948085205448,YES
0.21091659876615065,NO
0.6825959143289488,YES
0.28348560121056926,NO
0.36583752764521005,NO
0.40453568851123267,NO
0.31818593295309044,NO
0.28040405657082995,NO
0.42773045047142355,NO
0.2761582702828541,NO
0.4282283028751019,NO
0.2000877779071121,NO
0.38946474799208475,NO
0.30453287160982423,NO
0.3147161215225236,NO
0.4030583808636946,NO
0.45196461413106737,NO
0.5822710976603422,YES
0.6054600395763008,NO
0.4681425270632057,YES
0.4130019613549063,NO
0.37673579327202883,NO
0.43605810732161565,YES
0.5505674368525202,YES
0.47699534978465835,YES
0.41181972994994764,YES
0.40101209987195907,NO
0.35095983005470843,NO
0.42564057734838784,YES
0.5576,NO
0.44516641834477955,YES
0.5121607147014317,NO
0.5036701780933536,NO
0.44661973576999187,NO
0.43461142474682807,NO
0.37282919334186937,NO
0.45630504015830525,YES
0.3839766849028053,NO
0.44994763706204166,YES
0.4139918344779421,NO
0.48546322896054006,YES
0.4065804330112909,NO
0.4508437550925387,NO
0.46727108602025375,NO
0.4076175648934932,NO
0.4792989873123036,YES
0.451794890001164,NO
0.44449113607263413,YES
0.5916609475032011,YES
0.402111872890234,YES
0.3061325456873472,NO
0.33516975905016877,NO
0.41214217786055174,NO
0.3268423117215691,NO
0.4620350017460133,YES
0.5878626644162496,YES
0.13841091840297987,NO
0.24631578395995807,NO
0.3874551681992783,NO
0.2248048539168898,NO
0.2825481375858456,NO
0.39643580491211733,NO
0.2620916424164824,NO
0.26889072284949367,YES
0.4225436503317425,NO
0.431856762891398,YES
0.084935746711675,NO
0.3152958619485508,YES
0.2204563322081248,NO
0.4341335118146898,NO
0.370933866837388,NO
0.16910760679781167,NO
0.4640266732627168,NO
0.32762546269351644,NO
0.36734082179024563,NO
0.1416402979862647,NO
0.4484800896286812,NO
0.4120192759864975,NO
0.5622581073216156,YES
0.5099174368525202,YES
0.4545453497846583,YES
0.620004108951228,YES
0.4656442090559888,NO
0.3799098300547084,NO
0.6644307763939006,YES
0.39732486322896055,NO
0.6246459143289489,YES
0.3772093760912583,NO
0.5702701780933536,NO
0.4545419450587824,NO
0.4465614247468281,NO
0.40726597602141773,NO
0.43005504015830526,YES
0.4180586835059946,NO
0.5233976370620417,YES
0.33775585496449767,NO
0.5233132289605401,YES
0.46673043301129086,NO
0.38984240484227684,NO
0.5835210860202538,NO
0.4489675648934932,NO
0.5939989873123035,YES
0.5773309917355371,NO
0.5941911360726342,YES
0.4654300896286812,NO
0.4021192759864975,NO
0.6227081073216156,YES
0.5629174368525202,YES
0.5147953497846584,YES
0.585054108951228,YES
0.5318442090559888,NO
0.40430983005470844,NO
0.5433807763939006,YES
0.44472486322896054,NO
0.5821959143289489,YES
0.3933593760912583,NO
0.5320201780933536,NO
0.44934194505878244,NO
0.43256142474682807,NO
0.41266597602141775,NO
0.44970504015830526,YES
0.4235086835059946,NO
0.48664763706204167,YES
0.3951058549644977,NO
0.5035632289605401,YES
0.5057804330112908,NO
0.4350424048422768,NO
0.5825710860202538,NO
0.4562175648934932,NO
0.5976489873123035,YES
0.5633309917355371,NO
0.5194911360726342,YES
0.4736300896286812,NO
0.4333692759864975,NO
0.6718581073216157,YES
0.5333674368525202,YES
0.5142453497846584,YES
0.626554108951228,YES
0.5357442090559887,NO
0.4271598300547084,NO
0.5602307763939006,YES
0.40552486322896053,NO
0.6311459143289488,YES
0.3900593760912583,NO
0.49232017809335354,NO
0.4042919450587824,NO
0.37681142474682805,NO
0.46696597602141776,NO
0.45780504015830525,YES
0.4781586835059946,NO
0.5443976370620417,YES
0.3853558549644977,NO
0.5505632289605401,YES
0.48678043301129087,NO
0.4077924048422768,NO
0.6133210860202538,NO
0.4758675648934932,NO
0.6182989873123036,YES
0.6092309917355372,NO
0.5416411360726341,YES
0.4419800896286812,NO
0.4150192759864975,NO
0.5635581073216156,YES
0.5067674368525202,YES
0.44769534978465836,YES
0.608754108951228,YES
0.4554442090559888,NO
0.3738598300547084,NO
0.6530807763939006,YES
0.4005748632289605,NO
0.6162959143289489,YES
0.3829593760912583,NO
0.5611201780933536,NO
0.4243419450587824,NO
0.42021142474682804,NO
0.41761597602141776,NO
0.42525504015830523,YES
0.4302086835059946,NO
0.5265976370620417,YES
0.3286558549644977,NO
0.5322132289605401,YES
0.4629304330112909,NO
0.3833924048422768,NO
0.5891210860202538,NO
0.4448675648934932,NO
0.5966989873123035,YES
0.5647309917355372,NO
0.6257911360726341,YES
0.4472019613549063,NO
0.41278579327202886,NO
0.46025810732161565,YES
0.6305174368525202,YES
0.5469953497846584,YES
0.46261972994994766,YES
0.42856209987195903,NO
0.3737598300547084,NO
0.46729057734838786,YES
0.59855,NO
0.47976641834477957,YES
0.5333607147014316,NO
0.5425701780933535,NO
0.49651973576999187,NO
0.47151142474682806,NO
0.4261291933418694,NO
0.48700504015830526,YES
0.4356766849028053,NO
0.5105476370620416,YES
0.4220418344779421,NO
0.55751322896054,YES
0.4593804330112909,NO
0.4957937550925387,NO
0.5129210860202538,NO
0.4410175648934932,NO
0.5216989873123036,YES
0.492194890001164,NO
0.47299113607263416,YES
0.4497019613549063,NO
0.41903579327202883,NO
0.5358581073216157,YES
0.6164674368525203,YES
0.5956453497846583,YES
0.5151697299499476,YES
0.43061209987195903,NO
0.38565983005470844,NO
0.5112905773483879,YES
0.5918,NO
0.5754164183447795,YES
0.5295607147014317,NO
0.49057017809335357,NO
0.4117697357699919,NO
0.3804614247468281,NO
0.43247919334186935,NO
0.5205550401583052,YES
0.4418766849028053,NO
0.6596976370620417,YES
0.39124183447794203,NO
0.6545632289605401,YES
0.48293043301129085,NO
0.4881937550925387,NO
0.5816210860202538,NO
0.4575175648934932,NO
0.5696489873123036,YES
0.547794890001164,NO
0.5298911360726342,YES
0.3104178209754394,NO
0.31919947619601907,NO
0.27275154813176583,NO
0.2365255965545338,NO
0.2976808054941218,NO
0.4355813467582354,NO
0.38990299732277967,NO
0.1966423291817018,NO
0.3634493772552671,NO
0.2491618030497032,NO
0.35778102083575836,NO
0.3139199860318938,NO
0.489971918286579,YES
0.5341315795600046,YES
0.5139760097776743,YES
0.2517792224420906,NO
0.3802130194389477,NO
0.18366329298102665,NO
0.07182994412757537,NO
0.19383448376207657,NO
0.25849767198230705,NO
0.2480947095797928,NO
0.3015964090327086,NO
0.12374155511581889,NO
0.36554377255267145,NO
0.4434049295774648,NO
0.3508772610871843,NO
0.2797931265277616,NO
0.502410947503201,YES
0.5225118728902339,YES
0.26203254568734724,NO
0.3404197590501688,NO
0.37989217786055174,NO
0.2826923117215691,NO
0.5068350017460133,YES
0.4656626644162496,YES
0.11661091840297987,NO
0.2843657839599581,NO
0.3382551681992783,NO
0.28050485391688984,NO
0.25904813758584566,NO
0.3916358049121173,NO
0.2678916424164824,NO
0.38044072284949365,YES
0.4048936503317425,NO
0.401656762891398,YES
0.088735746711675,NO
0.35279586194855084,YES
0.2454563322081248,NO
0.4412835118146898,NO
0.34548386683738797,NO
0.17385760679781165,NO
0.4517766732627168,NO
0.28912546269351647,NO
0.3333908217902456,NO
0.1365402979862647,NO
0.4104519613549063,NO
0.37408579327202884,NO
0.46900810732161563,YES
0.5965174368525202,YES
0.5583953497846583,YES
0.45021972994994763,YES
0.406462099871959,NO
0.35300983005470843,NO
0.46539057734838785,YES
0.55545,NO
0.49291641834477956,YES
0.5122607147014316,NO
0.5170201780933535,NO
0.44626973576999185,NO
0.43561142474682807,NO
0.35142919334186934,NO
0.47985504015830527,YES
0.3631766849028053,NO
0.5500976370620416,YES
0.39859183447794205,NO
0.56621322896054,YES
0.42038043301129085,NO
0.4344937550925387,NO
0.49377108602025377,NO
0.4087675648934932,NO
0.5136489873123036,YES
0.473294890001164,NO
0.46859113607263414,YES
0.6133609475032011,YES
0.39121187289023396,YES
0.2980825456873472,NO
0.3355197590501688,NO
0.38449217786055173,NO
0.3050423117215691,NO
0.45533500174601327,YES
0.6124126644162495,YES
0.12376091840297987,NO
0.2592657839599581,NO
0.3601051681992783,NO
0.2442048539168898,NO
0.26304813758584566,NO
0.3850858049121173,NO
0.2557916424164824,NO
0.28359072284949366,YES
0.41334365033174253,NO
0.473006762891398,YES
0.08678574671167501,NO
0.3363958619485508,YES
0.2209563322081248,NO
0.4141835118146898,NO
0.36258386683738797,NO
0.16945760679781163,NO
0.4406766732627168,NO
0.3147754626935165,NO
0.3487408217902456,NO
0.13249029798626472,NO
0.3866002677220347,NO
0.3320420730997556,NO
0.31977465370736813,NO
0.4279786287975788,NO
0.4018398964032126,NO
0.4829040041904319,NO
0.4258935339308579,NO
0.1535070364334769,NO
0.23992149342335004,NO
0.29120200791526013,YES
0.3634000407403096,NO
0.22205874170643697,YES
0.3200693167268071,NO
0.500490804330113,NO
0.3501447095797928,NO
0.40791336282155743,NO
0.49333577581189625,NO
0.37215619834710745,NO
0.26872193574671166,NO
0.1036,NO
0.40495710045396355,NO
0.36108227796531256,YES
0.4843119776510301,YES
0.3395551798393668,YES
0.3880506169246886,YES
0.442896042369922,NO
0.4655061692468863,YES
0.19999586776859501,NO
0.6210609475032011,YES
0.40241187289023395,YES
0.26558254568734724,NO
0.3369697590501688,NO
0.37169217786055175,NO
0.2854423117215691,NO
0.4249350017460133,YES
0.6281626644162496,YES
0.11556091840297987,NO
0.2623657839599581,NO
0.3438551681992783,NO
0.2460548539168898,NO
0.25924813758584564,NO
0.3900358049121173,NO
0.2629416424164824,NO
0.28974072284949365,YES
0.4014436503317425,NO
0.5004567628913981,YES
0.08838574671167501,NO
0.3448958619485508,YES
0.2326063322081248,NO
0.4069835118146898,NO
0.347433866837388,NO
0.16985760679781164,NO
0.4384266732627168,NO
0.29012546269351647,NO
0.33254082179024563,NO
0.13029029798626474,NO
0.3958002677220347,NO
0.3297420730997556,NO
0.34442465370736813,NO
0.4084786287975788,NO
0.40603989640321264,NO
0.49885400419043185,NO
0.4624935339308579,NO
0.1649570364334769,NO
0.23152149342335004,NO
0.2756020079152601,YES
0.3881500407403096,NO
0.264808741706437,YES
0.3214693167268071,NO
0.48824080433011297,NO
0.3337447095797928,NO
0.37756336282155745,NO
0.4927857758118962,NO
0.3323561983471075,NO
0.24282193574671168,NO
0.1143,NO
0.36920710045396354,NO
0.3483322779653125,YES
0.47061197765103013,YES
0.3223551798393668,YES
0.42825061692468863,YES
0.470846042369922,NO
0.4745561692468863,YES
0.19309586776859503,NO
