NONETRACED_MEDIAN_SINGLE_LSA_MAX.csv,Associated
0.33700530395756834,NO
0.2674418604651163,NO
0.31,NO
0.18196654426764586,NO
0.2819,NO
0.4042,YES
0.4400244798041616,YES
0.4941,YES
0.3341493268053856,YES
0.197062423500612,NO
0.3733170134638923,YES
0.1944104447164423,NO
0.4120767033863729,NO
0.43696450428396577,NO
0.1953,NO
0.2342,NO
0.2056303549571604,NO
0.2800897592819257,NO
0.3259893920848633,NO
0.281109751121991,NO
0.19175846593227255,NO
0.3579,YES
0.2868217054263565,NO
0.2083,YES
0.2252,NO
0.4987760097919217,NO
0.28192574459404324,NO
0.262749898000816,NO
0.4859241126070991,NO
0.4302325581395348,NO
0.1395348837209302,NO
0.2660138718890249,NO
0.14137086903304774,NO
0.4038,YES
0.5389636882904936,YES
0.2799,YES
0.34108527131782945,YES
0.2206,NO
0.40962872297021613,YES
0.22031823745410034,NO
0.4430844553243574,NO
0.7033863729090166,NO
0.3618931048551611,NO
0.2886,NO
0.4065687474500204,NO
0.37902896776825773,NO
0.4239086087311302,NO
0.2662178702570379,NO
0.35454916360669114,NO
0.4397,YES
0.3767849857201142,NO
0.2347,YES
0.4410444716442268,NO
0.7343941248470012,NO
0.4418604651162791,NO
0.31905344757241944,NO
0.5418196654426765,NO
0.4334965320277437,NO
0.16136270909832726,NO
0.33578131374949,NO
0.29294165646674825,NO
0.44879640962872297,YES
0.5177478580171357,YES
0.4116687066503468,YES
0.4224806201550388,YES
0.4120767033863729,NO
0.4416564667482659,YES
0.34067727458180336,NO
0.4842921256629947,NO
0.6862505099959201,NO
0.5095,YES
0.1431,YES
0.13749490004079967,YES
0.4500203998368013,YES
0.4357405140758875,NO
0.4569563443492452,NO
0.5375356997144023,YES
0.0974,NO
0.3773969808241534,YES
0.2282741738066096,NO
0.4973480212158302,NO
0.6872705018359853,NO
0.4471644226846186,NO
0.4214606283149735,NO
0.3792329661362709,YES
0.4545083639330885,NO
0.2369,YES
0.40065279477764176,NO
0.2182782537739698,YES
0.2915136678906569,NO
0.4349245206038352,NO
0.39045287637698906,NO
0.4769481844145248,NO
0.5216238270093838,YES
0.4565483476132191,NO
0.42309261525907793,YES
0.3822929416564667,NO
0.7290901672786617,NO
0.3595,YES
0.2156,NO
0.1535,NO
0.4159,YES
0.3722970216238271,NO
0.35862913096695226,NO
0.5448,YES
0.191,NO
0.4381,YES
0.222562219502244,NO
0.4793961648306813,NO
0.5720114239086087,NO
0.41248470012239896,NO
0.368625050999592,NO
0.2933496532027744,NO
0.3251733986128111,NO
0.3673,NO
0.4004487964096287,NO
0.2637,NO
0.2484700122399021,NO
0.3441452468380253,NO
0.3767,NO
0.3629130966952264,NO
0.3794,YES
0.3359,NO
0.2874,YES
0.21379028967768252,NO
0.3378212974296206,NO
0.2475,YES
0.2794,YES
0.2232,YES
0.2272541819665443,YES
0.20971032231742145,NO
0.21379028967768252,NO
0.2799,YES
0.2328,NO
0.2608,YES
0.1095,NO
0.2365,NO
0.36209710322317423,NO
0.23745410036719705,NO
0.18115055079559367,NO
0.2141982864137087,YES
0.25152998776009794,NO
0.27,YES
0.1937984496124031,NO
0.1913,YES
0.28702570379436965,NO
0.2711138310893513,NO
0.2935,NO
0.15993472052223578,NO
0.243,YES
0.29824561403508776,NO
0.21705426356589147,YES
0.4426764585883312,NO
0.6087311301509587,NO
0.3881,YES
0.1762,NO
0.1649,NO
0.4197,YES
0.3569971440228478,NO
0.3641370869033048,NO
0.4738,YES
0.159,NO
0.493,YES
0.3212974296205631,NO
0.5083639330885352,NO
0.525907792737658,NO
0.5101999184006527,NO
0.4724602203182374,NO
0.2974296205630355,NO
0.3490412076703386,NO
0.3557,NO
0.4202366381068951,NO
0.2663,NO
0.24398204814361485,NO
0.40126478988168096,NO
0.3901,NO
0.3802529579763362,NO
0.402,YES
0.3678090575275398,NO
0.3239,YES
0.23704610363117096,NO
0.5414116687066503,NO
0.2978376172990616,YES
0.1967,YES
0.16034271725826196,YES
0.3543451652386781,YES
0.4084047327621379,NO
0.17645858833129335,NO
0.3092615259077927,YES
0.1152,NO
0.25458996328029376,YES
0.0994,NO
0.3890248878008976,NO
0.4422684618523052,NO
0.3521011831905345,NO
0.3780089759281926,NO
0.3149734802121583,YES
0.2496940024479804,NO
0.2417380660954713,YES
0.18604651162790695,NO
0.24602203182374546,YES
0.3047735618115055,NO
0.27682578539371683,NO
0.3778049775601795,NO
0.2953896368829049,NO
0.35454916360669114,YES
0.3361893104855161,NO
0.3392492860057119,YES
0.3024,YES
0.28151774785801714,YES
0.3634,NO
0.1548,NO
0.1459,NO
0.3129334965320277,NO
0.2394,YES
0.3693,YES
0.2174622603019176,NO
0.0758,NO
0.17095063239494085,NO
0.067,NO
0.2319461444308445,NO
0.27947776417788656,NO
0.2354141166870665,NO
0.16034271725826196,YES
0.2307221542227662,NO
0.2419,YES
0.14443084455324354,NO
0.2985,YES
0.13831089351285186,NO
0.17645858833129335,NO
0.2986536107711138,NO
0.17339861281109753,NO
0.2231742146062832,NO
0.2696858425132599,NO
0.30314157486740106,NO
0.20155038759689925,NO
0.5299877600979191,NO
0.8861689106487147,NO
0.3068,YES
0.1154,YES
0.21950224398204812,YES
0.3345573235414117,YES
0.2972256221950225,NO
0.4430844553243574,NO
0.5456,YES
0.1452468380252958,NO
0.3871889024887801,YES
0.37250101999184,NO
0.551203590371277,NO
0.7539779681762545,NO
0.5393716850265197,NO
0.4975520195838434,NO
0.3149734802121583,YES
0.4504283965728274,NO
0.3002,YES
0.49265605875153007,NO
0.25254997960016323,YES
0.419828641370869,NO
0.4789881680946553,NO
0.3757649938800489,NO
0.4271725826193391,NO
0.4379844961240311,YES
0.3076295389636883,NO
0.4677682578539372,YES
0.44022847817217453,NO
0.6625866993064055,NO
0.4277,YES
0.2214,YES
0.2007,YES
0.445124439004488,YES
0.3529171766625867,NO
0.386780905752754,NO
0.5138718890248878,YES
0.1886,NO
0.4033047735618115,YES
0.2292941656466749,NO
0.4775601795185638,NO
0.6393308853529172,NO
0.4828641370869033,NO
0.3912688698490413,NO
0.3062015503875969,YES
0.4031007751937984,NO
0.2267,YES
0.38331293349653206,NO
0.22031823745410034,YES
0.2662178702570379,NO
0.34842921256629944,NO
0.3347613219094248,NO
0.489188086495308,NO
0.4932680538555692,YES
0.3871889024887801,NO
0.42554059567523456,YES
0.5206038351693185,NO
0.7558139534883721,NO
0.526,YES
0.1838025295797633,YES
0.2150142798857609,YES
0.3945328437372501,YES
0.4908200734394124,NO
0.3727050183598531,NO
0.511219910240718,YES
0.12566299469604242,NO
0.41595267237862105,YES
0.2962056303549572,NO
0.5365157078743371,NO
0.7027743778049774,NO
0.5312117503059974,NO
0.5483476132190942,NO
0.4716442268461852,YES
0.5016319869441044,NO
0.3422,YES
0.4324765401876785,NO
0.2749898000815993,YES
0.3074255405956753,NO
0.4932680538555692,NO
0.4410444716442268,NO
0.5075479396164829,NO
0.5365157078743371,YES
0.4734802121583026,NO
0.4324765401876785,YES
0.5220318237454099,NO
0.832313341493268,NO
0.3094,YES
0.1091,YES
0.1778865769073848,YES
0.3053855569155447,YES
0.27090983272133823,NO
0.3965728274173807,NO
0.5229,YES
0.12607099143206854,NO
0.3953488372093024,YES
0.31334149326805383,NO
0.5383516931864544,NO
0.6760505915952671,NO
0.5104039167686658,NO
0.4518563851489187,NO
0.3002855977152183,YES
0.430640554875561,NO
0.3066,YES
0.4428804569563443,NO
0.2184822521419829,YES
0.3623011015911873,NO
0.3996328029375765,NO
0.3135,NO
0.38474092207262345,NO
0.3929008567931457,YES
0.29355365157078744,NO
0.4263,YES
0.27662178702570384,NO
0.5948592411260709,NO
0.2574459404324765,YES
0.3566,YES
0.2651,YES
0.3814769481844145,YES
0.2831497348021216,NO
0.14912280701754382,NO
0.240718074255406,YES
0.1971,NO
0.3702570379436965,YES
0.1418,NO
0.28886168910648713,NO
0.4753161974704202,NO
0.2705018359853121,NO
0.24092207262341905,NO
0.2266,YES
0.17849857201142394,NO
0.2745,YES
0.23378212974296206,NO
0.2653,YES
0.30150958792329663,NO
0.3074255405956753,NO
0.3374133006935945,NO
0.36719706242350064,NO
0.33210934312525503,YES
0.4424724602203182,NO
0.21705426356589147,YES
0.4328845369237046,NO
0.5815993472052222,NO
0.254,YES
0.3285,YES
0.3624,YES
0.2909016727866177,YES
0.4018767849857201,NO
0.3343533251733986,NO
0.2937576499388005,YES
0.1836,NO
0.4969400244798042,YES
0.1572827417380661,NO
0.2898816809465524,NO
0.5018359853121175,NO
0.4071807425540596,NO
0.4316605467156263,NO
0.4463484292125663,YES
0.4271725826193391,NO
0.5728,YES
0.3761729906160751,NO
0.4594,YES
0.3006935944512444,NO
0.5030599755201958,NO
0.3623011015911873,NO
0.3113015095879233,NO
0.25152998776009794,YES
0.4041207670338637,NO
0.2345,YES
0.4806201550387597,NO
0.8665850673194614,NO
0.5546715626274988,NO
0.2717258261933905,NO
0.24622603019175845,NO
0.5640554875560995,NO
0.6156670746634026,NO
0.4610363117095063,NO
0.7533659730722153,NO
0.16666666666666666,NO
0.4936760505915953,NO
0.34210526315789475,NO
0.7360261117911057,YES
0.9999999999999998,YES
0.664626682986536,YES
0.5856793145654834,NO
0.6474908200734393,NO
0.6038351693186453,NO
0.3204814361485108,NO
0.6336189310485515,NO
0.3733170134638923,NO
0.4610363117095063,NO
0.7570379436964504,NO
0.5811913504691962,NO
0.4836801305589555,NO
0.6768665850673193,NO
0.6111791105671154,NO
0.6277029783761731,NO
0.12688698490412076,YES
0.3390452876376989,YES
0.2752,NO
0.1653,NO
0.11077111383108937,NO
0.15503875968992248,NO
0.32899999999999996,YES
0.1249,YES
0.0968,NO
0.1519,NO
0.17972256221950222,NO
0.1784,NO
0.17054263565891475,NO
0.2321501427988576,NO
0.2288861689106487,NO
0.3075,YES
0.17299061607507138,NO
0.1815,YES
0.11403508771929825,NO
0.3735,YES
0.09139126886984904,NO
0.13219094247246022,NO
0.1354549163606691,NO
0.1354,NO
0.1997144022847817,NO
0.1407,NO
0.16483068135454915,NO
0.0894,NO
0.1646266829865361,NO
0.4989800081599346,NO
0.2780497756017952,YES
0.2886,YES
0.2879,YES
0.37515299877600977,YES
0.3441452468380253,NO
0.12321501427988575,NO
0.3053855569155447,YES
0.1109,NO
0.1952264381884945,YES
0.0996,NO
0.29824561403508776,NO
0.5589555283557729,NO
0.2758057935536516,NO
0.30089759281925743,NO
0.32945736434108525,YES
0.13708690330477352,NO
0.3536,YES
0.18339453284373725,NO
0.2827,YES
0.2625458996328029,NO
0.2996736026111791,NO
0.24316605467156266,NO
0.2427580579355365,NO
0.3618931048551611,YES
0.3623011015911873,NO
0.2682578539371685,YES
0.3458,YES
0.31721746226030195,YES
0.3473,NO
0.16646266829865364,NO
0.16279069767441856,NO
0.3178294573643411,NO
0.25703794369645044,YES
0.4184,YES
0.2297021623827009,NO
0.1017,NO
0.2637698898408813,NO
0.1058,NO
0.20461036311709507,NO
0.3965728274173807,NO
0.21399428804569565,NO
0.14361485108119135,YES
0.3857609139126887,NO
0.3242,YES
0.13627090983272133,NO
0.3407,YES
0.16850265197878414,NO
0.2286821705426356,NO
0.4200326397388821,NO
0.18706650346797227,NO
0.21521827825377396,NO
0.277437780497756,NO
0.3149734802121583,NO
0.2274581803345573,NO
0.3643410852713178,NO
0.6087311301509587,NO
0.3676050591595267,NO
0.2168,NO
0.3527131782945737,NO
0.3835169318645451,NO
0.4722562219502244,NO
0.2733578131374949,NO
0.34108527131782945,NO
0.2119,YES
0.4173806609547123,NO
0.1963,YES
0.3253773969808241,NO
0.5385556915544676,NO
0.4026927784577724,NO
0.4041207670338637,NO
0.37862097103223175,NO
0.4169726642186863,NO
0.3312933496532028,NO
0.2953896368829049,NO
0.2101183190534476,NO
0.3757649938800489,YES
0.4949000407996736,YES
0.3557731538147695,YES
0.3625050999592003,YES
0.4434924520603835,NO
0.3835169318645451,YES
0.32762137902896776,NO
0.3612,YES
0.3651570787433701,YES
0.2823,NO
0.19114647082823336,NO
0.17135862913096694,NO
0.2976336189310485,NO
0.3459812321501428,YES
0.4499,YES
0.21644226846185236,NO
0.1079,NO
0.2705018359853121,NO
0.1095,NO
0.2688698490412077,NO
0.4836801305589555,NO
0.2243982048143615,NO
0.16768665850673192,YES
0.38759689922480617,NO
0.3791,YES
0.15993472052223578,NO
0.3577,YES
0.17339861281109753,NO
0.266421868625051,NO
0.4153406772745818,NO
0.2468380252957977,NO
0.25132598939208484,NO
0.25193798449612403,NO
0.35046919624642997,NO
0.2082823337413301,NO
0.43839249286005705,NO
0.7552019583843328,NO
0.5232558139534883,NO
0.2696858425132599,NO
0.2904936760505916,NO
0.5263157894736842,NO
0.4961240310077519,NO
0.3327213382292942,NO
0.6124031007751937,NO
0.1807,YES
0.5099959200326397,NO
0.2818,YES
0.5214198286413708,NO
0.8618931048551611,NO
0.478172174622603,NO
0.4271725826193391,NO
0.598939208486332,NO
0.35352917176662585,NO
0.27539779681762544,NO
0.4716442268461852,NO
0.31660546715626275,NO
0.3761729906160751,YES
0.690330477356181,YES
0.4510403916768666,YES
0.4855161158710731,YES
0.5960832313341492,NO
0.6407588739290085,YES
0.4694002447980416,NO
