NONETRACED_SUM_MULTI_LSA_MAX.csv,Associated
0.5939306877356796,NO
0.6017238283354283,NO
0.6828036152510923,NO
0.9241156401508349,NO
0.8977674028850182,NO
0.5427186209373317,NO
0.5161309630693721,NO
0.5700005985515054,YES
0.8342132040462082,NO
0.573376429041719,YES
0.6119470880469264,NO
0.8008020590171783,NO
0.5483330340575807,NO
0.6065122403782846,NO
0.9292990961872271,NO
0.5592865266056144,NO
0.31220446519422995,NO
0.2802059017178429,NO
0.6507212545639554,NO
0.6881187526186627,YES
0.8469144669898845,YES
0.5175914287424432,YES
0.7843658346800741,YES
0.8471658586221344,NO
0.9359549889267972,YES
0.4945471957861974,NO
0.5279942539055485,NO
0.4902256539175196,NO
0.2830310648231281,NO
0.31410785898126536,NO
0.429089603160352,NO
0.5267851798647274,NO
0.5397857185610823,NO
0.34493326150715264,NO
0.2198,NO
0.3428,YES
0.4842281678338422,NO
0.2787095229544503,YES
0.2661519123720597,NO
0.4447357395103848,NO
0.2617226312324176,NO
0.3288441970431556,NO
0.5728137906266834,NO
0.32239181181540666,NO
0.31,NO
0.1309,NO
0.35121805231340153,NO
0.4236188424013886,YES
0.5240916980906207,YES
0.4941,YES
0.4875920272939486,YES
0.4545998683186688,NO
0.5552762315197223,YES
0.1726,NO
0.9066499072245168,NO
0.847213742742563,NO
0.6204225773627821,NO
0.6485425270844557,NO
0.7441671155802958,NO
0.9742862273298618,NO
0.9544981145627579,NO
0.5971868079248219,NO
0.5192314598671216,NO
0.6209971868079248,YES
0.8810079607350212,NO
0.6151912372059615,YES
0.6297240677560304,NO
0.8462680313640989,NO
0.5720476446998265,NO
0.6413000538696355,NO
1.0,NO
0.6042736577482493,NO
0.3339079427784761,NO
0.2978751421559825,NO
0.6953851678936973,NO
0.7506554138983659,YES
0.922930508170228,YES
0.5510265158316873,YES
0.8439576225534207,YES
0.8881546657089843,NO
0.9957981684323938,YES
0.5041599329622315,NO
0.729466690608727,NO
0.6825761656790568,NO
0.4750224456814509,NO
0.5193631411983001,NO
0.6115879571437122,NO
0.7942060214281439,NO
0.7745615610223259,NO
0.4530436344047405,NO
0.37828455138564665,NO
0.4754055186448794,YES
0.7109475070329803,NO
0.4701622074579517,YES
0.484635182857485,NO
0.6871490991799845,NO
0.44382594122224217,NO
0.497408271981804,NO
0.8322260130484229,NO
0.4614353265098462,NO
0.2496318908242053,NO
0.19106961154007307,NO
0.5605075716765427,NO
0.5964446040581791,YES
0.7508349793499731,YES
0.411145029029748,YES
0.6816903094511283,YES
0.7120847548931586,NO
0.8093374034835699,YES
0.3659424193451847,NO
0.6392649787514215,NO
0.6076255461782487,NO
0.5095,YES
0.4311845334291016,YES
0.4981265337882325,YES
0.7026635541988389,YES
0.6713712814987729,NO
0.4320703896570299,NO
0.3918357574669301,YES
0.4186867779972466,NO
0.6461483210630273,YES
0.4391572394804573,NO
0.4628119949721673,NO
0.5859220685940025,NO
0.4102831148620337,NO
0.4559286526605614,NO
0.6758125336685222,YES
0.4311007362183515,NO
0.2369,YES
0.2210809840186748,NO
0.4738253426707368,YES
0.5152211647812294,NO
0.6127730891243189,NO
0.3867959537918237,NO
0.6066918058298917,NO
0.6568384509487042,YES
0.7101574190459088,NO
0.3755790985814329,YES
0.6029688154665709,NO
0.5736038786137547,NO
0.4051116298557491,YES
0.3486083677500449,NO
0.454276650505776,NO
0.662776081881846,YES
0.6412880828395283,NO
0.3970192135033219,NO
0.5448,YES
0.3151134255102652,NO
0.6065361824384988,YES
0.3428862153588317,NO
0.3932962231400012,NO
0.54410726042976,NO
0.35852038067875736,NO
0.4095648530556054,NO
0.6369425989106362,NO
0.3807625546178249,NO
0.3673,NO
0.14638175615011673,NO
0.4091338959717484,NO
0.44988328245645537,NO
0.5518405458789729,NO
0.3767,NO
0.5541030705692225,NO
0.5927575267851799,YES
0.6626803136409889,NO
0.3059555874783025,YES
0.8505057760220267,NO
0.8035434249117135,NO
0.6044292811396421,YES
0.5715927455557551,YES
0.6820494403543425,YES
0.9380738612557612,YES
0.9012629436763032,NO
0.5618483270485425,NO
0.501406596037589,YES
0.5298138504818339,NO
0.8556892320584186,YES
0.5411145029029748,NO
0.5874064763272879,NO
0.7860178368348596,NO
0.5307595618602982,NO
0.6023942060214281,NO
0.9246782785658704,YES
0.564015083497935,NO
0.31626264440055063,YES
0.2621296462560603,NO
0.6401149218890286,YES
0.6841563416531993,NO
0.8334949422397797,NO
0.5094511282695876,NO
0.7921589752798228,NO
0.8491530496199198,YES
0.9473992937092236,NO
0.4814389178188784,YES
0.4541569402047047,NO
0.4236308134314958,NO
0.3881,YES
0.21522715029628287,NO
0.3136290177769797,NO
0.4805410905608428,YES
0.4665828694559167,NO
0.3015981325193033,NO
0.4738,YES
0.1960375890345365,NO
0.493,YES
0.2258933381217454,NO
0.2574010893637397,NO
0.3824384988328247,NO
0.2387741665170288,NO
0.2852217633327349,NO
0.4534865625187048,NO
0.2779553480577004,NO
0.3557,NO
0.0902,NO
0.2682229005805949,NO
0.3148021787274795,NO
0.3880289698928593,NO
0.3901,NO
0.4093493745136768,NO
0.4224456814508888,YES
0.4838450948704136,NO
0.3239,YES
0.3898246244089304,NO
0.3733764290417191,NO
0.2540013168133117,YES
0.23388998623331536,YES
0.3043993535643742,YES
0.4560723050218472,YES
0.4393368049320644,NO
0.20233435087089247,NO
0.17682408571257566,YES
0.18786137547135928,NO
0.40611719638474897,YES
0.18782546238103792,NO
0.23494343688274374,NO
0.3640031124678278,NO
0.19722272101514335,NO
0.2467229305081703,NO
0.4552702460046687,YES
0.2091817800921769,NO
0.1533,YES
0.1347,NO
0.2717184413718801,YES
0.3002094930268749,NO
0.39762973603878615,NO
0.19679176393128628,NO
0.3635242712635423,NO
0.3922427724905728,YES
0.4699467289160233,NO
0.17047943975579094,YES
0.4080086191416772,YES
0.37064703417729095,YES
0.3634,NO
0.3072604297599809,NO
0.3155443825941222,NO
0.44616029209313457,NO
0.4303106482312803,YES
0.3693,YES
0.2267193391991381,NO
0.2915664092895194,NO
0.3949242832345723,NO
0.28042138025977137,NO
0.2921529897647693,NO
0.375830490213683,NO
0.2316154905129587,NO
0.2743161549051296,YES
0.4532351708864547,NO
0.2568384509487041,YES
0.10505776022026696,NO
0.2985,YES
0.30881666367390914,NO
0.33409947926019035,NO
0.4270545280421381,NO
0.2555096666068115,NO
0.37234692045250495,NO
0.4220985215777818,NO
0.4638055904710601,NO
0.2328604776441013,NO
0.6172023702639612,NO
0.5771113904351469,NO
0.414796193212426,YES
0.35395941820793675,YES
0.4537020410606333,YES
0.6690489016579876,YES
0.6431435925061353,NO
0.4125336685221763,NO
0.5456,YES
0.3271802238582629,NO
0.6134314957802119,YES
0.3625187047345424,NO
0.40833183695457004,NO
0.5538756209971868,NO
0.3709463099299695,NO
0.4168671814209613,NO
0.6365714969773149,YES
0.39898246244089297,NO
0.3002,YES
0.1629257197581852,NO
0.4153588316274616,YES
0.4523852277488478,NO
0.5545459986831867,NO
0.3133656551146225,NO
0.5675465373795415,NO
0.6027533369246424,YES
0.6702100915783803,NO
0.3631,YES
0.7393068773567963,NO
0.6967618363560184,NO
0.5238403064583708,YES
0.5084096486502664,YES
0.5861974022864668,YES
0.8078410247201773,YES
0.7717842820374692,NO
0.5008678996827677,NO
0.453678099000419,YES
0.4975279822828754,NO
0.7411743580535106,YES
0.5098461722631232,NO
0.5336086670257976,NO
0.6836056742682708,NO
0.4787693781049859,NO
0.5219608547315496,NO
0.7904590890046088,YES
0.4967498653259113,NO
0.2579876698389897,YES
0.2553181301250973,NO
0.5572275094271862,YES
0.6060094571137846,NO
0.7248339019572634,NO
0.452229604357455,NO
0.6994194050398037,NO
0.7482492368468305,YES
0.8179565451607109,NO
0.4337104207817082,YES
0.42525887352606695,NO
0.4066439217094631,NO
0.526,YES
0.2367271203687078,YES
0.3163344705811936,YES
0.449595977733884,YES
0.4328125935236728,NO
0.2924881786077692,NO
0.3372,YES
0.2294128209732448,NO
0.42346321900999584,YES
0.2434069551684922,NO
0.2567666247680613,NO
0.35915484527443586,NO
0.23689471479020766,NO
0.2751062428922009,NO
0.4302507930807447,YES
0.2698749027353804,NO
0.3422,YES
0.1773,NO
0.27311905189441554,YES
0.3340875082300833,NO
0.3897887113186089,NO
0.3619,NO
0.404513078350392,NO
0.4069551684922488,YES
0.46048961513138204,NO
0.258,YES
0.492045250493805,NO
0.4537259831208476,NO
0.311103130424373,YES
0.24888968695756264,YES
0.3412342132040461,YES
0.5286287185012271,YES
0.5083258514395164,NO
0.3209074040821213,NO
0.5229,YES
0.22636020829592385,NO
0.4833183695456994,YES
0.26258454540013165,NO
0.3015263063386604,NO
0.4287304722571377,NO
0.27279583408152275,NO
0.3145747291554438,NO
0.4974681271323398,YES
0.3049260788890885,NO
0.3066,YES
0.09643861854312563,NO
0.30552463039444544,YES
0.3388759202729396,NO
0.4243610462680313,NO
0.3135,NO
0.4452744358652062,NO
0.4698988447955947,YES
0.5301370682947267,NO
0.4263,YES
0.6407972706051356,NO
0.6267791943496738,NO
0.4425809540910995,YES
0.4254264679475669,YES
0.5328904052193689,YES
0.7258514395163704,YES
0.702675525228946,NO
0.3973663733764291,NO
0.3458550308254026,YES
0.3631172562398994,NO
0.6627641108517389,YES
0.3585323517088645,NO
0.4218950140659603,NO
0.5987190997785359,NO
0.38114562758125337,NO
0.4531513736757048,NO
0.7245585682647993,YES
0.4037708744837493,NO
0.2745,YES
0.1508,NO
0.4766505057760221,YES
0.5267971508948345,NO
0.6496797749446339,NO
0.3620757766205782,NO
0.6068474292212844,NO
0.6401508349793499,YES
0.7369725264859042,NO
0.3301370682947268,YES
0.4593763093314179,NO
0.4387741665170287,NO
0.2890884060573412,YES
0.3285,YES
0.3624,YES
0.5033099898246244,YES
0.490931944693841,NO
0.2838929789908421,NO
0.2917,YES
0.19208714909917998,NO
0.4642365475549172,YES
0.2047524989525349,NO
0.24434069551684925,NO
0.3919913808583229,NO
0.22603699048303105,NO
0.3027952355300174,NO
0.4878314478960914,YES
0.28109175794577124,NO
0.5728,YES
0.0892,NO
0.4594,YES
0.3398096606212965,NO
0.4265876578679595,NO
0.2985,NO
0.4224337104207817,NO
0.4299994014484947,YES
0.5203088525767643,NO
0.2345,YES
0.5863171125875382,NO
0.5553839707906865,NO
0.4085712575567128,NO
0.3902316394325731,NO
0.4616627760818819,NO
0.6680193930687736,NO
0.6385706590052074,NO
0.3499730651822589,NO
0.3475309750404022,NO
0.353803794816544,NO
0.5967199377506435,NO
0.36765427665050576,NO
0.4225,YES
0.5642305620398634,YES
0.3938,YES
0.4021547854192854,NO
0.6592087149099181,NO
0.36095049979050703,NO
0.17668043335128986,NO
0.1551,NO
0.4375411504159933,NO
0.4567666247680613,NO
0.5792422337942179,NO
0.3291315017657269,NO
0.5465852636619382,NO
0.6053031663374634,NO
0.6693840905009876,NO
0.33177709941940503,NO
0.3349973065182259,YES
0.33163344705811937,YES
0.2752,NO
0.2501466451188125,NO
0.29096785778416234,NO
0.39158436583468,NO
0.3704674687256838,YES
0.18079846770814634,YES
0.16684024660322022,NO
0.21880648829831809,NO
0.35302567785957983,NO
0.21693900760160406,NO
0.22627641108517396,NO
0.31785479140480044,NO
0.18950140659603756,NO
0.3075,YES
0.40824803974382,NO
0.1833482971209673,YES
0.08693362063805588,NO
0.3735,YES
0.2692284671095948,NO
0.2850182558209133,NO
0.35727539354761473,NO
0.18000837972107495,NO
0.33262704255701203,NO
0.3572155383970791,NO
0.3994972167355001,NO
0.16255461782486386,NO
0.6595678458131323,NO
0.6310049679774945,NO
0.4874842880229844,YES
0.4155982522296043,YES
0.5134255102651584,YES
0.7613216017238285,YES
0.7255521637636919,NO
0.4020949302687496,NO
0.3883043035853235,YES
0.3648530556054348,NO
0.6878553899563058,YES
0.383324355060753,NO
0.44865026635542,NO
0.6163284850661399,NO
0.3922667145507871,NO
0.4749027353803794,NO
0.7305321122882624,YES
0.42451666965942425,NO
0.3536,YES
0.1495061950080805,NO
0.4899503202250554,YES
0.5110432752738374,NO
0.6423415334889567,NO
0.3929251212066798,NO
0.6147842221823188,NO
0.6799664811157,YES
0.7694858442568981,NO
0.3686598431795056,YES
0.3458,YES
0.30147842221823185,YES
0.3473,NO
0.2621296462560603,NO
0.25865804752498944,NO
0.3667325073322559,NO
0.3575387562099719,YES
0.4184,YES
0.16391931525707792,NO
0.2342251750763153,NO
0.3208954330520142,NO
0.22148799904231764,NO
0.2311725623989944,NO
0.3030226851020531,NO
0.1715328904052194,NO
0.22393008918417434,YES
0.37944574130603936,NO
0.3242,YES
0.07484288022984376,NO
0.3407,YES
0.25389357754234754,NO
0.2708206141138445,NO
0.3556233913928294,NO
0.2106901298856767,NO
0.3015741904590889,NO
0.3500448913629017,NO
0.3869515771832166,NO
0.1802837134135392,NO
0.6436224337104208,NO
0.6249955108637097,NO
0.4305859819237445,NO
0.4436583468007421,NO
0.5406236906685821,NO
0.7153887592027293,NO
0.6982821571796254,NO
0.4033758304902136,NO
0.34484946429640273,NO
0.3851678936972526,YES
0.6507212545639554,NO
0.37685999880289706,YES
0.42961632848506615,NO
0.6033040043095709,NO
0.3893098701143233,NO
0.4504938049919195,NO
0.7271921948883702,NO
0.4059136888729276,NO
0.2081762135631772,NO
0.2072,NO
0.4811755551565212,NO
0.5327587238881907,YES
0.6562039863530258,YES
0.3574310169390076,YES
0.6068713712814988,YES
0.6364637577063507,NO
0.7250254384389776,YES
0.3320045489914407,NO
0.3612,YES
0.2152870054468188,YES
0.2823,NO
0.19607350212485786,NO
0.19214700424971565,NO
0.26812713233973784,NO
0.26368588016998873,YES
0.4499,YES
0.0947,NO
0.15294188064882985,NO
0.22827557311306634,NO
0.1365894535224756,NO
0.1665,NO
0.2192374453821752,NO
0.1463,NO
0.14617824863829534,YES
0.29574429879691144,NO
0.3791,YES
0.0329,NO
0.3577,YES
0.18428203746932426,NO
0.19037529179385893,NO
0.2686777997246663,NO
0.13162147602801222,NO
0.21428143891781887,NO
0.2491530496199198,NO
0.2869815047584845,NO
0.10287903274076733,NO
0.8065720955288203,NO
0.7733046028610762,NO
0.5829173400371102,NO
0.5839707906865386,NO
0.6629077632130245,NO
0.9008798707128748,NO
0.8778715508469503,NO
0.5083378224696234,NO
0.4908840605734124,NO
0.5387921230621895,YES
0.8111091159394266,NO
0.5434488537738673,YES
0.5899922188304304,NO
0.7762494762674328,NO
0.5257317292152989,NO
0.5940264559765367,NO
0.9048422816783386,NO
0.5366014245525828,NO
0.3029029748009816,NO
0.26185431256359604,NO
0.6302388220506374,NO
0.6601783683485963,YES
0.8177530376488897,YES
0.5016340456096247,YES
0.7563057401089364,YES
0.8256658885497097,NO
0.9122403782845514,YES
0.4750224456814509,NO
