UPPERTRACED_SUM_MULTI_LSA_MEDIAN.csv,Associated
0.36065376468841076,YES
0.4487142874380441,NO
0.33014952384488294,YES
0.4067889157029089,NO
0.420043134270174,NO
0.4332419749763315,NO
0.36678932874194803,NO
0.3276648554827452,NO
0.4390346525831183,YES
0.3331286194286138,NO
0.3234888386641668,YES
0.3019588743061873,NO
0.4207377684753754,YES
0.3495943993762647,NO
0.4211519584547699,NO
0.37872705916204125,NO
0.3357577103714567,NO
0.4065240490820323,YES
0.38682603538213073,NO
0.33200902467096105,YES
0.3649841922070207,NO
0.3116032133509068,NO
0.3790930405242347,YES
0.4867267491507175,YES
0.43942829456644816,YES
0.4376193330115651,YES
0.3440248463866045,NO
0.2706698175202807,NO
0.40465376468841074,YES
0.4419642874380441,NO
0.42579952384488295,YES
0.4029889157029089,NO
0.368043134270174,NO
0.3484919749763315,NO
0.27573932874194806,NO
0.33401485548274523,NO
0.4725846525831183,YES
0.33932861942861386,NO
0.4726388386641667,YES
0.27115887430618724,NO
0.5177877684753754,YES
0.37314439937626465,NO
0.4135519584547699,NO
0.44742705916204123,NO
0.3522577103714567,NO
0.4544740490820323,YES
0.4424260353821307,NO
0.388909024670961,YES
0.12373852308377734,NO
0.11514450426033523,NO
0.1233019816592103,NO
0.1414132915034621,NO
0.10581730123076348,NO
0.16239639959902724,NO
0.1491635699567469,NO
0.06801037238485956,NO
0.20227630733817223,NO
0.12080684530991849,NO
0.13812876143978914,NO
0.12915608977333903,NO
0.2983873145965212,YES
0.2804124747071599,YES
0.29848904007870947,YES
0.09559640423991533,NO
0.14093528652843007,NO
0.07608605413131855,NO
0.032109783920250975,NO
0.1151690387792608,NO
0.10411287567989011,NO
0.09124110991479328,NO
0.111086529358258,NO
0.06716587090905715,NO
0.12424875995470493,NO
0.19038711039744566,NO
0.12188190703372996,NO
0.14833600493790491,NO
0.25558641426423356,YES
0.3211600456663387,YES
0.2032221574560508,NO
0.17656301119382203,NO
0.2067324119623531,NO
0.16373089067924038,NO
0.3201089773339026,YES
0.2568103928047671,YES
0.07646809110991479,NO
0.17368710297202472,NO
0.17170559783920253,NO
0.19366639068852215,NO
0.13896341959197311,NO
0.19256805955187584,NO
0.1675020679797286,NO
0.2618084380627077,YES
0.1952790965119085,NO
0.23036647700904045,YES
0.05926412593513895,NO
0.26052155692513324,YES
0.147137605116115,NO
0.2120418487441757,NO
0.17376157159033948,NO
0.11231749800441812,NO
0.22601850043624344,NO
0.18077529098368264,NO
0.1833025014386753,NO
0.07274024578143273,NO
0.3257341922070207,NO
0.2666532133509068,NO
0.3122430405242347,YES
0.46677674915071754,YES
0.40217829456644816,YES
0.3726693330115651,YES
0.3198748463866045,NO
0.23801981752028067,NO
0.35875376468841075,YES
0.4056142874380441,NO
0.34329952384488294,YES
0.3856889157029089,NO
0.39449313427017396,NO
0.3829919749763315,NO
0.33088932874194804,NO
0.2529648554827452,NO
0.43188465258311826,YES
0.2606286194286139,NO
0.36303883866416675,YES
0.27850887430618726,NO
0.4294377684753754,YES
0.31059439937626465,NO
0.35985195845476986,NO
0.35957705916204125,NO
0.3035077103714567,NO
0.3984740490820323,YES
0.3679260353821307,NO
0.32760902467096104,YES
0.36653641426423356,YES
0.18986004566633868,YES
0.2392721574560508,NO
0.17166301119382205,NO
0.2113324119623531,NO
0.18608089067924036,NO
0.2686089773339026,YES
0.4035603928047671,YES
0.08361809110991479,NO
0.14858710297202474,NO
0.1935555978392025,NO
0.15736639068852215,NO
0.14296341959197312,NO
0.18601805955187584,NO
0.1554020679797286,NO
0.16495843806270769,YES
0.2037290965119085,NO
0.3017164770090405,YES
0.05731412593513895,NO
0.2441215569251332,YES
0.12263760511611499,NO
0.18494184874417569,NO
0.19086157159033948,NO
0.10791749800441813,NO
0.21491850043624344,NO
0.20642529098368265,NO
0.1986525014386753,NO
0.06869024578143273,NO
0.2646975273348308,NO
0.23519990254135031,NO
0.18988117377341324,NO
0.2989455828027251,NO
0.2690700857636117,NO
0.30891922441478403,NO
0.2909220451465592,NO
0.12654974196662272,NO
0.1748429978280644,NO
0.23359298576175536,YES
0.2504031121795467,NO
0.187598476860532,YES
0.2364386660231302,NO
0.3470042788988101,NO
0.23094727579869684,NO
0.22924201860067944,NO
0.3475498217898977,NO
0.20138187269115818,NO
0.19736525367094243,NO
0.1036,NO
0.27638995619001655,NO
0.2565921615400323,YES
0.33800753308953196,YES
0.2194368644303774,YES
0.28200408676604355,YES
0.2665647051179714,NO
0.30723879225528594,YES
0.14638670664018266,NO
0.3742364142642336,YES
0.2010600456663387,YES
0.2067721574560508,NO
0.17311301119382205,NO
0.1985324119623531,NO
0.16648089067924038,NO
0.23820897733390262,YES
0.4193103928047671,YES
0.07541809110991479,NO
0.15168710297202473,NO
0.17730559783920252,NO
0.15921639068852214,NO
0.13916341959197312,NO
0.19096805955187585,NO
0.1625520679797286,NO
0.17110843806270767,YES
0.1918290965119085,NO
0.32916647700904045,YES
0.05891412593513895,NO
0.2526215569251332,YES
0.13428760511611498,NO
0.1777418487441757,NO
0.17571157159033948,NO
0.10831749800441814,NO
0.21266850043624344,NO
0.18177529098368264,NO
0.1824525014386753,NO
0.06649024578143273,NO
0.2738975273348308,NO
0.23289990254135032,NO
0.21453117377341324,NO
0.27944558280272513,NO
0.2732700857636117,NO
0.324869224414784,NO
0.32752204514655925,NO
0.13799974196662274,NO
0.1664429978280644,NO
0.21799298576175535,YES
0.2751531121795467,NO
0.230348476860532,YES
0.2378386660231302,NO
0.33475427889881004,NO
0.2145472757986968,NO
0.19889201860067945,NO
0.3469998217898977,NO
0.16158187269115817,NO
0.17146525367094245,NO
0.1143,NO
0.24063995619001655,NO
0.2438421615400323,YES
0.324307533089532,YES
0.20223686443037742,YES
0.32220408676604356,YES
0.2945147051179714,NO
0.31628879225528594,YES
0.13948670664018267,NO
