LOWERTRACED_RFNONE_SINGLE_LSA_MEDIAN.csv,Associated
0.1134909090909091,NO
0.11284090909090909,NO
0.09615,YES
0.10998636363636365,NO
0.04105,YES
0.07918636363636364,NO
0.15405,YES
0.08393636363636364,NO
0.15345909090909093,NO
0.13640909090909092,NO
0.14990909090909094,NO
0.14355909090909091,NO
0.21914090909090905,NO
0.15845909090909094,NO
0.1754909090909091,NO
0.25438181818181815,NO
0.23038181818181813,NO
0.10656363636363636,YES
0.22194545454545453,YES
0.20139545454545454,YES
0.10786363636363637,YES
0.25948181818181815,NO
0.22468181818181815,NO
0.14151363636363634,YES
0.22429545454545455,NO
0.10261363636363637,YES
0.22669545454545453,NO
0.10825,NO
0.0967,NO
0.0967,NO
0.24678181818181816,NO
0.17044545454545454,YES
0.24598181818181813,NO
0.23499545454545454,YES
0.2890318181818181,NO
0.18204545454545454,YES
0.18064545454545455,NO
0.18839545454545453,NO
0.22649545454545456,NO
0.17924545454545454,NO
0.12211363636363637,YES
0.20274545454545453,NO
0.10351363636363636,YES
0.0772,NO
0.0366,NO
0.20784090909090908,NO
0.28364545454545453,NO
0.25339545454545453,NO
0.1941409090909091,NO
0.0842,NO
0.06125,NO
0.1819909090909091,NO
0.23776363636363634,YES
0.18794090909090908,NO
0.18156363636363637,YES
0.09935,NO
0.0878,NO
0.08445,NO
0.027000000000000003,NO
0.22799545454545456,NO
0.02735,NO
0.20864545454545455,NO
0.10095,NO
0.21919545454545453,NO
0.23121363636363634,YES
0.21696363636363636,YES
0.17591363636363638,YES
0.18106363636363637,YES
0.22039090909090908,NO
0.12401363636363637,YES
0.15804090909090907,NO
0.04925,NO
0.0387,NO
0.05345,YES
0.18235,YES
0.12655,YES
0.06655,YES
0.04425,NO
0.0302,NO
0.1034,YES
0.2026272727272727,NO
0.053,YES
0.1456772727272727,NO
0.1126,NO
0.12855,NO
0.11875,NO
0.07265,NO
0.11225,YES
0.0705,NO
0.13115,YES
0.071,NO
0.12775,YES
0.17517727272727274,NO
0.1830272727272727,NO
0.18412727272727272,NO
0.12432727272727273,NO
0.07305,YES
0.1285272727272727,NO
0.0663,YES
0.07075,NO
0.03725,NO
0.11905,NO
0.1040909090909091,NO
0.0864409090909091,NO
0.09985,NO
0.08265,NO
0.0768,NO
0.09995,NO
0.09945,YES
0.10225,NO
0.12235,YES
0.28049545454545455,NO
0.25634545454545454,NO
0.25619545454545456,NO
0.02665,NO
0.061590909090909085,NO
0.027999999999999997,NO
0.06474090909090909,NO
0.1128,NO
0.05854090909090909,NO
0.09395,YES
0.07225,YES
0.09505,YES
0.1554,YES
0.12025,NO
0.08285,YES
0.06655,NO
0.056540909090909086,NO
0.07604090909090909,NO
0.16654545454545452,NO
0.09835,NO
0.0718,NO
0.15849545454545455,NO
0.07604090909090909,NO
0.057440909090909084,NO
0.16444545454545453,NO
0.1804909090909091,YES
0.17174545454545453,NO
0.0958909090909091,YES
0.06655,NO
0.03675,NO
0.03235,NO
0.11109090909090909,NO
0.06635,NO
0.0918409090909091,NO
0.155,NO
0.07454090909090909,NO
0.14095,NO
0.2111909090909091,YES
0.1738909090909091,YES
0.2561409090909091,YES
0.09824090909090909,YES
0.15104545454545454,NO
0.14274090909090908,YES
0.14084545454545455,NO
0.07195,NO
0.03845,NO
0.09765,NO
0.21710000000000002,NO
0.20235,NO
0.09115,NO
0.0842,NO
0.0602,NO
0.08755,NO
0.1880409090909091,YES
0.0914,NO
0.1132409090909091,YES
0.1126,NO
0.10205,NO
0.10035,NO
0.0249,NO
0.17075,NO
0.02575,NO
0.16035,NO
0.0956,NO
0.17,NO
0.2109909090909091,YES
0.1837909090909091,YES
0.14904090909090909,YES
0.1428409090909091,YES
0.1103,NO
0.1092409090909091,YES
0.0584,NO
0.09089545454545453,NO
0.09024545454545455,NO
0.07218181818181818,NO
0.3533909090909091,NO
0.28044090909090913,NO
0.060931818181818184,NO
0.08479545454545453,NO
0.08114545454545453,NO
0.08923181818181819,NO
0.33803181818181816,YES
0.048531818181818176,NO
0.23553181818181818,YES
0.1059,NO
0.1024,NO
0.10225,NO
0.09699545454545454,NO
0.2608409090909091,NO
0.09574545454545454,NO
0.2578409090909091,NO
0.13964545454545452,NO
0.2849909090909091,NO
0.2867818181818182,YES
0.2833318181818182,YES
0.2751818181818182,YES
0.18103181818181818,YES
0.0869318181818182,NO
0.1745818181818182,YES
0.06768181818181818,NO
0.05345,NO
0.02255,NO
0.28202272727272726,YES
0.57155,YES
0.56135,YES
0.16962272727272726,YES
0.11185,NO
0.05325,NO
0.19057272727272728,YES
0.0487,NO
0.19172272727272727,YES
0.05295,NO
0.10655,NO
0.0748,NO
0.0737,NO
0.0451,NO
0.54965,YES
0.04375,NO
0.6184499999999999,YES
0.10645,NO
0.5660499999999999,YES
0.06355,NO
0.04,NO
0.15125,NO
0.06,NO
0.19722272727272727,YES
0.1258,NO
0.13132272727272726,YES
0.32631363636363636,NO
0.31371363636363636,NO
0.32520454545454547,YES
0.1078,NO
0.07675,NO
0.35340454545454547,YES
0.3277136363636364,NO
0.29121363636363634,NO
0.4178545454545454,YES
0.12277272727272727,NO
0.36450454545454547,YES
0.10367272727272726,NO
0.23592727272727274,NO
0.2328772727272727,NO
0.2051272727272727,NO
0.32186363636363635,NO
0.10949999999999999,NO
0.30626363636363635,NO
0.18365,NO
0.30891363636363633,NO
0.13185,NO
0.12682272727272725,NO
0.11647272727272727,NO
0.21562272727272724,NO
0.12312272727272727,NO
0.3351545454545455,YES
0.19522272727272727,NO
0.28915454545454544,YES
0.0399,NO
0.0182,NO
0.6146590909090909,YES
0.23060909090909093,YES
0.20250909090909092,YES
0.6015590909090909,YES
0.06165,NO
0.0237,NO
0.6308590909090909,YES
0.2345818181818182,NO
0.6213090909090909,YES
0.1729318181818182,NO
0.11825,NO
0.10305,NO
0.1024,NO
0.0228,NO
0.18065909090909094,YES
0.0221,NO
0.22590909090909095,YES
0.0612,NO
0.18655909090909092,YES
0.23803181818181818,NO
0.2237318181818182,NO
0.2649318181818182,NO
0.1759318181818182,NO
0.6124090909090909,YES
0.2161318181818182,NO
0.5899090909090909,YES
0.2545272727272727,NO
0.2550272727272727,NO
0.2031409090909091,YES
0.0881,NO
0.08245,NO
0.2189409090909091,YES
0.25677727272727274,NO
0.24922727272727274,NO
0.2459909090909091,YES
0.0795,NO
0.2555909090909091,YES
0.0728,NO
0.1122,NO
0.0771,NO
0.06385,NO
0.2614772727272727,NO
0.1053,NO
0.2554272727272727,NO
0.17785,NO
0.21782727272727273,NO
0.13315,NO
0.1109,NO
0.0882,NO
0.19505,NO
0.10800000000000001,NO
0.2100909090909091,YES
0.1792,NO
0.1710409090909091,YES
0.03244090909090909,NO
0.01829090909090909,NO
0.05447272727272727,YES
0.13471363636363637,YES
0.09891363636363636,YES
0.05357272727272727,YES
0.02854090909090909,NO
0.01399090909090909,NO
0.08747272727272726,YES
0.22123636363636368,NO
0.048972727272727265,YES
0.21333636363636366,NO
0.0855,NO
0.08665,NO
0.08925,NO
0.0406909090909091,NO
0.11896363636363637,YES
0.03979090909090909,NO
0.11301363636363636,YES
0.07644090909090909,NO
0.09696363636363636,YES
0.17113636363636367,NO
0.19933636363636367,NO
0.19853636363636368,NO
0.18113636363636365,NO
0.060872727272727266,YES
0.18253636363636366,NO
0.05912272727272727,YES
0.4330181818181818,YES
0.3059181818181818,YES
0.3271545454545455,NO
0.35012727272727273,NO
0.3456772727272727,NO
0.22075454545454545,NO
0.4015181818181818,YES
0.46646818181818184,YES
0.21565454545454543,NO
0.29244545454545456,NO
0.22130454545454545,NO
0.2880454545454546,NO
0.10655,NO
0.08,NO
0.0723,NO
0.3240181818181818,YES
0.3202272727272727,NO
0.4027681818181818,YES
0.2857272727272727,NO
0.4310681818181818,YES
0.2915772727272727,NO
0.30554545454545456,NO
0.3008954545454546,NO
0.3174954545454546,NO
0.31419545454545456,NO
0.25430454545454545,NO
0.3295454545454546,NO
0.19525454545454546,NO
0.08740454545454546,NO
0.07905454545454546,NO
0.5715818181818182,YES
0.10315454545454547,YES
0.08555454545454547,YES
0.5764818181818182,YES
0.08885454545454546,NO
0.07930454545454546,NO
0.6909818181818181,YES
0.0469,NO
0.6067318181818182,YES
0.03825,NO
0.1702818181818182,NO
0.11153181818181818,NO
0.11938181818181817,NO
0.08745454545454547,NO
0.10180454545454545,YES
0.08410454545454546,NO
0.19555454545454548,YES
0.08650454545454547,NO
0.14390454545454545,YES
0.06765,NO
0.0471,NO
0.15115,NO
0.05885,NO
0.5664818181818182,YES
0.13105,NO
0.5997318181818182,YES
0.06799090909090909,NO
0.03279090909090909,NO
0.29566818181818183,YES
0.34706363636363635,YES
0.3367136363636364,YES
0.20516818181818183,YES
0.1186909090909091,NO
0.06734090909090909,NO
0.23356818181818184,YES
0.10339090909090909,NO
0.22791818181818185,YES
0.06349090909090908,NO
0.11385,NO
0.08815,NO
0.0872,NO
0.05649090909090909,NO
0.31236363636363634,YES
0.053190909090909094,NO
0.3497136363636364,YES
0.1074909090909091,NO
0.3150636363636364,YES
0.1157909090909091,NO
0.10139090909090909,NO
0.1592909090909091,NO
0.0751909090909091,NO
0.23376818181818182,YES
0.12614090909090908,NO
0.18866818181818185,YES
0.10346363636363637,NO
0.09131363636363636,NO
0.363,YES
0.10842272727272727,YES
0.12707272727272728,YES
0.26485000000000003,YES
0.14986363636363637,NO
0.11746363636363637,NO
0.2686,YES
0.0551,NO
0.29505000000000003,YES
0.0511,NO
0.07415,NO
0.0431,NO
0.03145,NO
0.13806363636363636,NO
0.11137272727272726,YES
0.13511363636363638,NO
0.19837272727272726,YES
0.12501363636363638,NO
0.15297272727272726,YES
0.0877,NO
0.06505,NO
0.18095,NO
0.08575,NO
0.2726,YES
0.16295,NO
0.229,YES
0.13545000000000001,NO
0.1366,NO
0.18197272727272729,YES
0.10000454545454546,YES
0.07870454545454547,YES
0.17432272727272724,YES
0.1332,NO
0.1278,NO
0.2887227272727273,YES
0.05015,NO
0.20747272727272725,YES
0.044000000000000004,NO
0.14295,NO
0.06315,NO
0.07485,NO
0.15235,NO
0.09700454545454545,YES
0.1508,NO
0.19875454545454546,YES
0.13195,NO
0.15280454545454547,YES
0.06385,NO
0.04065,NO
0.15675,NO
0.05475,NO
0.17827272727272725,YES
0.11845,NO
0.2404227272727273,YES
0.06664090909090908,NO
0.05434090909090909,NO
0.14230909090909094,YES
0.2964818181818182,YES
0.2507318181818182,YES
0.16800909090909094,YES
0.056090909090909094,NO
0.03679090909090909,NO
0.19275909090909094,YES
0.14400454545454547,NO
0.14720909090909093,YES
0.11635454545454546,NO
0.1244,NO
0.13655,NO
0.12615,NO
0.0939909090909091,NO
0.23148181818181818,YES
0.0914909090909091,NO
0.2554318181818182,YES
0.08449090909090909,NO
0.2508318181818182,YES
0.10575454545454546,NO
0.12610454545454547,NO
0.12600454545454545,NO
0.09635454545454547,NO
0.16690909090909092,YES
0.10475454545454546,NO
0.15125909090909093,YES
0.06005,NO
0.051500000000000004,NO
0.3997272727272727,YES
0.22788636363636366,YES
0.24483636363636363,YES
0.4023772727272727,YES
0.04905,NO
0.0396,NO
0.41857727272727274,YES
0.0918,NO
0.42467727272727274,YES
0.0671,NO
0.0814909090909091,NO
0.06089090909090909,NO
0.044190909090909086,NO
0.09125,NO
0.21048636363636364,YES
0.0886,NO
0.35003636363636365,YES
0.0446,NO
0.2933363636363636,YES
0.08385,NO
0.07305,NO
0.14925,NO
0.0674,NO
0.3966772727272727,YES
0.1149,NO
0.3899772727272727,YES
0.5172272727272728,NO
0.4924272727272727,NO
0.40541363636363636,NO
0.4054,NO
0.3338,NO
0.38421363636363637,NO
0.5208772727272727,NO
0.4944772727272727,NO
0.46596363636363636,NO
0.06455,NO
0.37561363636363637,NO
0.0526,NO
0.21125,YES
0.1684,YES
0.1969,YES
0.5110272727272727,NO
0.33555,NO
0.5125772727272727,NO
0.32655,NO
0.5502772727272727,NO
0.33849999999999997,NO
0.02315,NO
0.03725,NO
0.0507,NO
0.02705,NO
0.42061363636363636,NO
0.02705,NO
0.4416136363636364,NO
0.06195,YES
0.1445,YES
0.28305454545454545,NO
0.3644681818181818,NO
0.3225181818181818,NO
0.17660454545454546,NO
0.16449999999999998,YES
0.06245,YES
0.19385454545454545,NO
0.09413181818181818,NO
0.17210454545454545,NO
0.10738181818181819,NO
0.08305,NO
0.0752,NO
0.0781,NO
0.15375,YES
0.3116681818181818,NO
0.09075,YES
0.2986181818181818,NO
0.18675,YES
0.3256681818181818,NO
0.07633181818181818,NO
0.039081818181818176,NO
0.08588181818181817,NO
0.06558181818181819,NO
0.21580454545454544,NO
0.059231818181818184,NO
0.19015454545454544,NO
0.0208,NO
0.00655,NO
0.15105909090909092,YES
0.17157272727272727,YES
0.17122272727272725,YES
0.15560909090909092,YES
0.0249,NO
0.00695,NO
0.19085909090909092,YES
0.05545,NO
0.16035909090909092,YES
0.0498,NO
0.09885,NO
0.0863,NO
0.09025,NO
0.0102,NO
0.13342272727272725,YES
0.0099,NO
0.2040727272727273,YES
0.05195,NO
0.16862272727272726,YES
0.0213,NO
0.01935,NO
0.0614,NO
0.01865,NO
0.15885909090909092,YES
0.0404,NO
0.14685909090909094,YES
0.19108181818181819,YES
0.03138181818181818,YES
0.33728636363636366,NO
0.3595681818181818,NO
0.3271181818181818,NO
0.21713636363636366,NO
0.13118181818181818,YES
0.22738181818181818,YES
0.21918636363636368,NO
0.05085,NO
0.21213636363636365,NO
0.0529,NO
0.08705,NO
0.06865,NO
0.066,NO
0.07508181818181818,YES
0.3201181818181818,NO
0.18028181818181818,YES
0.2966681818181818,NO
0.1885318181818182,YES
0.3011681818181818,NO
0.03105,NO
0.038,NO
0.0633,NO
0.0363,NO
0.25963636363636367,NO
0.0564,NO
0.20428636363636365,NO
0.08008181818181817,NO
0.05113181818181818,NO
0.07682272727272726,NO
0.12658181818181818,NO
0.06523181818181818,NO
0.08857272727272728,NO
0.05803181818181818,NO
0.06163181818181818,NO
0.12332272727272726,NO
0.16958636363636365,YES
0.06952272727272726,NO
0.16178636363636364,YES
0.12050000000000001,NO
0.1315,NO
0.1252,NO
0.08888181818181817,NO
0.06733181818181819,NO
0.10108181818181819,NO
0.08483181818181817,NO
0.12178181818181819,NO
0.09413181818181818,NO
0.12498636363636365,YES
0.12983636363636364,YES
0.14268636363636364,YES
0.15998636363636365,YES
0.09617272727272727,NO
0.11213636363636365,YES
0.08677272727272728,NO
0.1806,YES
0.0244,YES
0.3502409090909091,NO
0.29738181818181814,NO
0.2506818181818181,NO
0.2429909090909091,NO
0.0826,YES
0.22495,YES
0.2564409090909091,NO
0.05395,NO
0.2413409090909091,NO
0.05475,NO
0.08325,NO
0.0736,NO
0.07315,NO
0.06305,YES
0.24458181818181815,NO
0.18955,YES
0.23463181818181814,NO
0.17885,YES
0.24918181818181814,NO
0.02385,NO
0.02285,NO
0.0637,NO
0.03405,NO
0.28044090909090913,NO
0.0402,NO
0.2475409090909091,NO
0.0711,NO
0.03065,NO
0.13783636363636365,NO
0.2616272727272727,NO
0.22397727272727272,NO
0.14088636363636364,NO
0.07645,NO
0.0549,NO
0.15128636363636366,NO
0.09035,YES
0.13063636363636366,NO
0.1409,YES
0.1219,NO
0.11925,NO
0.1088,NO
0.04035,NO
0.22132727272727273,NO
0.0431,NO
0.21347727272727274,NO
0.1143,NO
0.21292727272727274,NO
0.0486,YES
0.0525,YES
0.06185,YES
0.13655,YES
0.16048636363636365,NO
0.05755,YES
0.11623636363636364,NO
