UPPERTRACED_SUM_RAW_VSM_MEDIAN.csv,Associated
0.4339,NO
0.2247,NO
0.31679999999999997,NO
0.21325,NO
0.38675,NO
0.7734,YES
0.92545,YES
0.74685,YES
0.48519999999999996,YES
0.4208,NO
0.55355,YES
0.2846,NO
0.37855,NO
0.1567,NO
0.4217,YES
0.91,YES
0.76665,YES
0.5293,YES
0.3816,NO
0.13225,NO
0.50605,YES
0.43674999999999997,NO
0.3722,YES
0.2687,NO
0.40885000000000005,NO
0.5463,NO
0.2794,NO
0.25885,NO
0.7496499999999999,YES
0.24769999999999998,NO
0.87785,YES
0.24069999999999997,NO
0.8082,YES
0.36205,NO
0.5544,NO
0.50875,NO
0.24630000000000002,NO
0.48485,YES
0.4323,NO
0.37134999999999996,YES
0.37939999999999996,NO
0.14225,NO
0.42169999999999996,NO
0.51865,NO
0.35350000000000004,NO
0.4763,NO
0.4047,NO
0.198,NO
0.3826,NO
0.78105,YES
0.3542,NO
0.4902,YES
0.36785,NO
0.45130000000000003,NO
0.17215,NO
0.2299,NO
0.41295,NO
0.22535,NO
0.31834999999999997,NO
0.2251,NO
0.37155,NO
0.6725,YES
0.8171,YES
0.7023499999999999,YES
0.4959,YES
0.42974999999999997,NO
0.54875,YES
0.3022,NO
0.35609999999999997,NO
0.17195,NO
0.41464999999999996,NO
0.522,NO
0.34795,NO
0.4804,NO
0.389,NO
0.16955,NO
0.39255,NO
0.853,YES
0.36915,NO
0.45465,YES
0.30845,NO
0.38625000000000004,NO
0.10285,NO
0.30524999999999997,NO
0.4268,NO
0.2801,NO
0.41769999999999996,NO
0.17775,NO
0.46304999999999996,NO
0.7806500000000001,YES
0.9096500000000001,YES
0.8543499999999999,YES
0.42965,YES
0.406,NO
0.59955,YES
0.32195,NO
0.3806,NO
0.14345,NO
0.4003,NO
0.5407500000000001,NO
0.3785,NO
0.4676,NO
0.40625,NO
0.1814,NO
0.37020000000000003,NO
0.8605499999999999,YES
0.34335,NO
0.47200000000000003,YES
0.35450000000000004,NO
0.45155,NO
0.17085,NO
0.22815,NO
0.43119999999999997,NO
0.2231,NO
0.32305,NO
0.2079,NO
0.3921,NO
0.78045,YES
0.91955,YES
0.74725,YES
0.47424999999999995,YES
0.4198,NO
0.5660499999999999,YES
0.29405,NO
0.345,NO
0.1407,NO
0.35664999999999997,NO
0.5679500000000001,NO
0.34750000000000003,NO
0.4192,NO
0.3523,NO
0.1478,NO
0.3537,NO
0.90145,YES
0.2823,NO
0.4852,YES
0.3478,NO
0.4519,NO
0.17275,NO
0.24569999999999997,NO
0.4122,NO
0.23854999999999998,NO
0.31145,NO
0.1974,NO
0.398,NO
0.74715,YES
0.91,YES
0.7643,YES
0.40335,YES
0.37825,NO
0.5223,YES
0.28515,NO
0.58675,NO
0.25375,NO
1.15715,YES
0.60565,YES
0.51275,YES
1.2997,YES
0.7133,NO
0.27695000000000003,NO
1.3319,YES
0.39455,NO
1.08495,YES
0.31695,NO
0.7506,NO
0.7117,NO
0.3344,NO
0.35740000000000005,NO
0.6719999999999999,YES
0.33025,NO
0.8947499999999999,YES
0.43929999999999997,NO
0.6501999999999999,YES
0.48935,NO
0.5836,NO
0.97335,NO
0.4496,NO
1.17195,YES
0.97375,NO
0.96055,YES
0.262,NO
0.15595,NO
0.38615,YES
0.2435,NO
0.1896,NO
0.5775,YES
0.28245,NO
0.125,NO
0.696,YES
0.20765,NO
0.47250000000000003,YES
0.16175,NO
0.37560000000000004,NO
0.37834999999999996,NO
0.2258,NO
0.1775,NO
0.3022,NO
0.14379999999999998,NO
0.36525,NO
0.13455,NO
0.2952,NO
0.2192,NO
0.2581,NO
0.39875,NO
0.21165,NO
0.48429999999999995,YES
0.41505,NO
0.41914999999999997,YES
0.3692,NO
0.13620000000000002,NO
0.492,YES
0.8673500000000001,YES
0.7517,YES
0.5734,YES
0.39899999999999997,NO
0.12575,NO
0.5426,YES
0.42325,NO
0.4496,YES
0.2505,NO
0.4145,NO
0.5208,NO
0.26305,NO
0.20900000000000002,NO
0.72715,YES
0.1993,NO
0.8817,YES
0.2309,NO
0.7761,YES
0.37945,NO
0.54965,NO
0.5441,NO
0.25245,NO
0.5333,YES
0.47445,NO
0.40405,YES
0.22654999999999997,NO
0.1565,NO
0.4633,YES
0.21400000000000002,NO
0.19724999999999998,NO
0.5045000000000001,YES
0.24045,NO
0.14629999999999999,NO
0.6072,YES
0.16075,NO
0.55335,YES
0.14185,NO
0.33899999999999997,NO
0.24695,NO
0.15845,NO
0.1515,NO
0.2613,NO
0.1436,NO
0.40895000000000004,NO
0.10655,NO
0.289,NO
0.23175,NO
0.2189,NO
0.44205,NO
0.22635,NO
0.45905,YES
0.42164999999999997,NO
0.4616,YES
0.35264999999999996,NO
0.1272,NO
0.39545,YES
0.8260000000000001,YES
0.70265,YES
0.48905,YES
0.3568,NO
0.10695,NO
0.46285,YES
0.36445,NO
0.3409,YES
0.24545,NO
0.38175000000000003,NO
0.5044,NO
0.24989999999999998,NO
0.2178,NO
0.72,YES
0.2079,NO
0.82335,YES
0.23704999999999998,NO
0.74105,YES
0.2671,NO
0.4798,NO
0.43224999999999997,NO
0.2122,NO
0.4454,YES
0.3954,NO
0.3369,YES
0.64865,YES
0.15480000000000002,YES
0.39890000000000003,NO
0.25015,NO
0.1767,NO
0.23355,NO
0.44455,YES
0.53455,YES
0.16999999999999998,NO
0.15945,NO
0.15775,NO
0.12935000000000002,NO
0.24665,NO
0.31385,NO
0.13805,NO
0.36465000000000003,YES
0.20495000000000002,NO
0.6024499999999999,YES
0.0905,NO
0.5387500000000001,YES
0.13165,NO
0.1426,NO
0.2174,NO
0.16735,NO
0.1445,NO
0.2865,NO
0.21894999999999998,NO
0.15165,NO
0.57525,NO
0.2648,NO
1.0558,YES
0.5918,YES
0.49150000000000005,YES
1.3156500000000002,YES
0.64485,NO
0.25755,NO
1.4414,YES
0.39275,NO
1.1090499999999999,YES
0.30225,NO
0.79615,NO
0.7302500000000001,NO
0.3619,NO
0.3543,NO
0.6787,YES
0.32515,NO
0.9264,YES
0.3739,NO
0.6826,YES
0.49345,NO
0.5907,NO
0.9732500000000001,NO
0.44845,NO
1.1503,YES
0.979,NO
1.0380500000000001,YES
0.5922,NO
0.2549,NO
1.11625,YES
0.6448,YES
0.55175,YES
1.2807000000000002,YES
0.7110500000000001,NO
0.28195000000000003,NO
1.3203500000000001,YES
0.44015,NO
1.0666,YES
0.3184,NO
0.7579,NO
0.72505,NO
0.3479,NO
0.3597,NO
0.6983499999999999,YES
0.3306,NO
0.88965,YES
0.43124999999999997,NO
0.6628499999999999,YES
0.5325,NO
0.6358999999999999,NO
0.9723,NO
0.4557,NO
1.15395,YES
0.965,NO
0.96335,YES
0.6004,NO
0.28615,NO
1.1654,YES
0.6152500000000001,YES
0.5512,YES
1.3222,YES
0.71495,NO
0.3048,NO
1.3372000000000002,YES
0.40095,NO
1.11555,YES
0.3151,NO
0.7182,NO
0.68,NO
0.29214999999999997,NO
0.41400000000000003,NO
0.7064499999999999,YES
0.38525,NO
0.9474,YES
0.4215,NO
0.70985,YES
0.5135000000000001,NO
0.6086499999999999,NO
1.00305,NO
0.47535,NO
1.1746,YES
1.0109,NO
0.9855,YES
0.56875,NO
0.2678,NO
1.0571,YES
0.58865,YES
0.48465,YES
1.3044,YES
0.63465,NO
0.2515,NO
1.43005,YES
0.396,NO
1.1007,YES
0.308,NO
0.787,NO
0.7000500000000001,NO
0.33555,NO
0.36465000000000003,NO
0.6738999999999999,YES
0.3373,NO
0.9296,YES
0.36479999999999996,NO
0.6915,YES
0.48965000000000003,NO
0.5842499999999999,NO
0.97885,NO
0.44435,NO
1.153,YES
0.9663999999999999,NO
1.06965,YES
0.38684999999999997,NO
0.16325,NO
0.41965,YES
0.90595,YES
0.7726500000000001,YES
0.5398499999999999,YES
0.38434999999999997,NO
0.12975,NO
0.5045,YES
0.4054,NO
0.3755,YES
0.26665,NO
0.42065,NO
0.5543,NO
0.2868,NO
0.2711,NO
0.7506999999999999,YES
0.2596,NO
0.88395,YES
0.24509999999999998,NO
0.8130999999999999,YES
0.3199,NO
0.52475,NO
0.4779,NO
0.2456,NO
0.4878,YES
0.4358,NO
0.3654,YES
0.38935,NO
0.1695,NO
0.49525,YES
0.8919,YES
0.8213,YES
0.5924,YES
0.38639999999999997,NO
0.14165,NO
0.5485,YES
0.39865,NO
0.47114999999999996,YES
0.26285000000000003,NO
0.36865000000000003,NO
0.46955,NO
0.19574999999999998,NO
0.27745,NO
0.78425,YES
0.2658,NO
1.0331000000000001,YES
0.2143,NO
0.91015,YES
0.34345,NO
0.51715,NO
0.5466,NO
0.2621,NO
0.53575,YES
0.4914,NO
0.4223,YES
0.22485000000000002,NO
0.09899999999999999,NO
0.22015,NO
0.28915,NO
0.14350000000000002,NO
0.23800000000000002,NO
0.2433,NO
0.0822,NO
0.4198,NO
0.18864999999999998,NO
0.15535,NO
0.14965,NO
0.5805,YES
0.517,YES
0.48775,YES
0.11965,NO
0.20504999999999998,NO
0.11885,NO
0.12735,NO
0.1933,NO
0.15095,NO
0.09235,NO
0.2056,NO
0.17995,NO
0.1165,NO
0.2409,NO
0.16849999999999998,NO
0.33,NO
0.5594,YES
0.2752,YES
0.3548,NO
0.25539999999999996,NO
0.14445,NO
0.1894,NO
0.48935,YES
0.41235,YES
0.1482,NO
0.1975,NO
0.10855000000000001,NO
0.18505,NO
0.22315000000000002,NO
0.30905,NO
0.14385,NO
0.4762,YES
0.18730000000000002,NO
0.5722499999999999,YES
0.0943,NO
0.57625,YES
0.15665,NO
0.14975,NO
0.19195,NO
0.1721,NO
0.13224999999999998,NO
0.248,NO
0.185,NO
0.14654999999999999,NO
0.35009999999999997,NO
0.12455000000000001,NO
0.4284,YES
0.87195,YES
0.78405,YES
0.52745,YES
0.36224999999999996,NO
0.109,NO
0.5026,YES
0.3623,NO
0.38865,YES
0.24555,NO
0.3951,NO
0.50405,NO
0.2509,NO
0.19640000000000002,NO
0.7435499999999999,YES
0.1871,NO
0.9235,YES
0.22164999999999999,NO
0.8218,YES
0.2809,NO
0.46345,NO
0.45875,NO
0.21335,NO
0.47975,YES
0.4169,NO
0.361,YES
0.67035,YES
0.1439,YES
0.39085000000000003,NO
0.2505,NO
0.14905,NO
0.21175,NO
0.43785,YES
0.5590999999999999,YES
0.15535,NO
0.1724,NO
0.1304,NO
0.14875,NO
0.22715000000000002,NO
0.3025,NO
0.13175,NO
0.37935,YES
0.19575,NO
0.6436,YES
0.09235,NO
0.55985,YES
0.13215,NO
0.12265000000000001,NO
0.20905,NO
0.16770000000000002,NO
0.12115,NO
0.27365,NO
0.20035,NO
0.1425,NO
0.37055,NO
0.13795,NO
0.35219999999999996,NO
0.53205,NO
0.3232,NO
0.43775000000000003,NO
0.3619,NO
0.16465000000000002,NO
0.37870000000000004,NO
0.78755,YES
0.2942,NO
0.466,YES
0.3624,NO
0.48100000000000004,NO
0.19569999999999999,NO
0.27394999999999997,NO
0.40959999999999996,NO
0.28025,NO
0.32935,NO
0.21589999999999998,NO
0.39805,NO
0.6399,YES
0.81105,YES
0.6863499999999999,YES
0.43684999999999996,YES
0.3784,NO
0.5144,YES
0.29515,NO
0.67805,YES
0.15510000000000002,YES
0.35835,NO
0.25195,NO
0.13624999999999998,NO
0.19215,NO
0.40745000000000003,YES
0.57485,YES
0.14715,NO
0.1755,NO
0.11415,NO
0.1506,NO
0.22335,NO
0.30745,NO
0.13890000000000002,NO
0.3855,YES
0.18385,NO
0.6710499999999999,YES
0.09395,NO
0.56835,YES
0.14379999999999998,NO
0.11545,NO
0.19390000000000002,NO
0.16810000000000003,NO
0.11889999999999999,NO
0.249,NO
0.18414999999999998,NO
0.14029999999999998,NO
0.37975,NO
0.13565,NO
0.37684999999999996,NO
0.5125500000000001,NO
0.3274,NO
0.4537,NO
0.3985,NO
0.1761,NO
0.3703,NO
0.77195,YES
0.31895,NO
0.50875,YES
0.3638,NO
0.46875,NO
0.1793,NO
0.24359999999999998,NO
0.40904999999999997,NO
0.24045,NO
0.30345,NO
0.2266,NO
0.3623,NO
0.62715,YES
0.79735,YES
0.6691499999999999,YES
0.47705,YES
0.40635,NO
0.52345,YES
0.28825,NO
