NONETRACED_RFSMOTE_MULTI_VSM_SUM.csv,Associated
0.3668419691352703,NO
0.43512371756185875,YES
0.5269419777567032,NO
0.37287697215277177,YES
0.26916113458056723,NO
0.41012156220363827,YES
0.3233899474092594,NO
0.24208983533063194,NO
0.5198724027933442,NO
0.2012242434692646,NO
0.6347961031123373,YES
0.1222519182688163,NO
0.10587119579274075,YES
0.6049659453401155,NO
0.09026640227605828,NO
0.21407017846366064,NO
0.5605655659970686,NO
0.12492456246228124,NO
0.45684972842486427,NO
0.13406328131735493,NO
0.7447193723596861,NO
0.19837917061815674,NO
0.36994568497284247,YES
0.1764807310975084,NO
0.45253901198379165,YES
0.5277179067160962,NO
0.46883352013104573,NO
0.4513320113802914,NO
0.4513320113802914,NO
0.08207604103802052,NO
0.07431675144409002,NO
0.0961289766359169,NO
0.31537201482886457,NO
0.07681696697991207,NO
0.403569273213208,YES
0.21096646262608845,YES
0.6554875420294853,YES
0.30261229416328994,YES
0.5609966376411759,NO
0.298215363393396,YES
0.11492370031899303,NO
0.8320544874558151,NO
0.13285628071385464,NO
0.8398999913785671,NO
0.2645917751530304,NO
0.3136477282524356,NO
0.48978360203465815,NO
0.48633502888180014,NO
0.07492025174584016,NO
0.24140012070006034,NO
0.4853866712647642,YES
0.4609018018794724,NO
0.2705405638417105,YES
0.10630226743684801,NO
0.7187688593844297,NO
0.06457453228726615,NO
0.31399258556772136,NO
0.4421932925252177,NO
0.32390723338218813,NO
0.689887059229244,NO
0.12164841796706612,NO
0.6139322355375463,NO
0.5210794033968446,YES
0.4395206483317528,YES
0.6072075178894731,YES
0.4556427278213639,YES
0.5114233985688421,NO
0.4030519872402793,YES
0.1403569273213208,NO
0.29666350547460985,NO
0.057849814639193024,NO
0.7203207173032158,NO
0.4176222088111044,NO
0.5128890421588068,NO
0.5970342270885421,NO
0.3953789119751703,NO
0.4833175273730494,NO
0.25459091300974224,NO
0.403569273213208,YES
0.1663936546253987,NO
0.27459263729631866,YES
0.5478058453314941,NO
0.27959306836796277,NO
0.3456332442451935,NO
0.05172859729287008,NO
0.1911371669971549,NO
0.41529442193292526,NO
0.3197689455987585,NO
0.18225709112854557,NO
0.24157254935770328,NO
0.5638417104922838,YES
0.39624105526338477,YES
0.37942926114320197,YES
0.2911457884300371,YES
0.3800327614449521,NO
0.26769549099060264,YES
0.09224933183895163,NO
0.6146219501681179,NO
0.17380808690404348,NO
0.7743771014742651,NO
0.5507371325114234,NO
0.7439434434002932,NO
0.2980429347357531,NO
0.32821794982326064,NO
0.09776704888352446,NO
0.11406155703077853,NO
0.5603069230106044,YES
0.09561169066298819,NO
0.28011035434089143,YES
0.77765324596948,NO
0.4871109578411932,NO
0.5472023450297439,NO
0.2544184843520993,NO
0.35666867833433913,NO
0.3470988878351582,NO
0.256660056901457,NO
0.20725924648676608,NO
0.33796016898008446,NO
0.46331580308647297,YES
0.46598844727993793,YES
0.4605569445641866,YES
0.45340115527200614,YES
0.11009569790499182,NO
0.25260798344684887,YES
0.07690318130873353,NO
0.09233554616777308,NO
0.030433658073971893,NO
0.5773773601172515,YES
0.25286662643331326,YES
0.31287179929304254,YES
0.9439606862660574,YES
0.18441244934908183,NO
0.583412363134753,NO
0.7473058022243297,YES
0.2048452452797655,NO
0.3095956547978274,YES
0.10009483576170358,NO
0.4597810156047935,NO
0.3188205879817226,NO
0.29105957410121563,NO
0.2762307095439262,NO
0.07716182429519787,YES
0.1963100267264419,NO
0.26476420381067334,YES
0.19234416760065523,NO
0.1054401241486335,YES
0.4028795585826364,NO
0.32778687817915336,NO
0.2609707733425295,NO
0.09500819036123805,NO
0.396672126907492,YES
0.2343305457367014,NO
0.22269161134580567,YES
0.26735063367531686,NO
0.3059746529873265,NO
0.6118630916458315,YES
0.3326148805931546,NO
0.20148288645572893,NO
0.8501594965083197,YES
0.26976463488231744,NO
0.2499353392533839,NO
0.6940253470126735,YES
0.16484179670661264,NO
0.5934132252780412,YES
0.2870937149754289,NO
0.30744029657729116,NO
0.4573670143977929,NO
0.7888611087162687,NO
0.2855418570566428,NO
0.5338391240624192,NO
0.11207862746788518,NO
0.39443055435813434,NO
0.4873696008276575,NO
0.5465126303991723,NO
0.1890680231054401,NO
0.7229933614966808,NO
0.6870419863781361,NO
0.15682386412621777,NO
0.551426847141995,YES
0.8070523320975946,NO
0.3600310371583757,YES
0.11207862746788515,NO
0.03155444434865075,NO
0.5497887748943874,YES
0.41348392102767473,YES
0.2701957065264247,YES
0.4840934563324424,YES
0.10647469609449091,NO
0.2651952754547806,NO
0.6035865160789723,YES
0.338822312268299,NO
0.6819553409776704,YES
0.887748943874472,NO
0.29028364514182253,NO
0.4968531769980171,NO
0.4526252263126132,NO
0.030864729718079145,NO
0.7066988533494267,YES
0.8573152858005,NO
0.758858522286404,YES
0.09707733425295284,NO
0.4582291576860074,YES
0.2585567721355289,NO
0.3804638330890594,NO
0.9429261143201999,NO
0.23769290456073802,NO
0.7269592206224674,YES
0.36735925510819895,NO
0.3691697560134494,YES
0.13259763772739028,NO
0.1334597810156048,NO
0.4727131649280111,YES
0.16932494180532803,NO
0.13371842400206913,NO
0.8189499094749547,YES
0.23131304422795068,NO
0.1234589188723166,NO
0.5207345460815588,YES
0.9907750668161048,NO
0.5890162945081473,YES
0.11707905853952928,NO
0.2539874127079921,NO
0.24519355116820418,NO
0.1619967238555048,NO
0.5584102077765324,NO
0.25933270109492196,NO
0.28071385464264165,NO
0.34132252780412103,NO
0.12966635054746098,NO
0.58323993447711,NO
0.3638244676265195,NO
0.29019743081300114,NO
0.5175446159151651,NO
0.17777394602983018,NO
0.5536684196913527,YES
0.5074575394430555,NO
0.36563496853176997,YES
0.16975601344943528,NO
0.016035865160789725,NO
0.6764376239330977,YES
0.9370635399603414,YES
0.46150530218122243,YES
0.03689973273558065,YES
0.28373135615139233,NO
0.0,NO
0.09535304767652383,YES
0.1339770669885335,NO
0.08069661177687731,YES
0.9307698939563754,NO
0.2769204241744978,NO
0.20131045779808604,NO
0.14544357272178635,NO
0.08914561600137945,NO
0.2029485300456936,YES
0.07035089231830331,NO
0.5289249073195965,YES
0.16803172687300627,NO
0.3805500474178809,YES
0.0044831450987154065,NO
0.07035089231830331,NO
0.06035003017501508,NO
0.35796189326666095,NO
0.1357013535649625,YES
0.04138287783429606,NO
0.0981981205276317,YES
0.43331321665660827,YES
0.09345633244245194,YES
0.30485386671264764,NO
0.12501077679110267,NO
0.21217346322958877,NO
0.12138977498060179,NO
0.19794809897404947,YES
0.3444262436416932,YES
0.15570307785153892,NO
0.35003017501508754,NO
0.12233813259763775,NO
0.17863608931804464,NO
0.4425381498405035,NO
0.6726441934649539,NO
0.3403741701870851,NO
0.09018018794723684,YES
0.07345460815587551,NO
0.32080351754461595,YES
0.013966721269074922,NO
0.3178722303646866,YES
0.05853952926976463,NO
0.18294680575911715,NO
0.07147167859298216,NO
0.10009483576170361,NO
0.13751185447021294,NO
0.1792395896197948,NO
0.12087248900767307,NO
0.07742046728166221,NO
0.48633502888180014,NO
0.10121562203638243,NO
0.7992068281748427,YES
0.5307354082248469,YES
0.2848521424260712,YES
0.5662557116992843,YES
0.2905422881282869,NO
0.06716096215190966,NO
0.677472195878955,YES
0.07242003621001811,NO
0.5063367531683766,YES
0.12647642038106732,NO
0.33140787998965426,NO
0.19562031209587036,NO
0.7178205017673938,NO
0.07259246486766101,NO
0.1749288731787223,YES
0.1013018363652039,NO
0.3193378739546513,YES
0.07957582550219848,NO
0.29062850245710836,YES
0.10819898267091992,NO
0.09000775928959394,NO
0.6228985257349771,NO
0.0930252607983447,NO
0.5317699801707044,YES
0.467540305198724,NO
0.4166738511940684,YES
0.2827829985343564,NO
0.032416587636865245,NO
0.4378825760841452,YES
0.6824726269505992,YES
0.38011897577377357,YES
0.618070523320976,YES
0.18053280455211657,NO
0.5144409000775929,NO
0.6239330976808346,YES
0.4472799379256832,NO
0.3210621605310802,YES
0.6026381584619364,NO
0.3775325459091301,NO
0.21251832054487457,NO
0.5557375635830675,NO
0.08190361238037762,NO
0.5105612552806276,YES
0.32623502026036727,NO
0.41977756703164065,YES
0.16122079489611174,NO
0.17035951375118547,YES
0.4772825243555479,NO
0.2110526769549099,NO
0.5953961548409346,NO
0.10552633847745498,NO
0.5121993275282352,YES
0.3485645314251229,NO
0.27924821105267694,YES
0.10725062505388397,NO
0.08630054315027158,NO
0.6088455901370807,YES
0.1659625829812915,YES
0.30157772221743256,YES
0.9999999999999999,YES
0.2648504181394947,NO
0.14001207000603502,NO
0.48918010173290793,YES
0.5348736960082766,NO
0.3882231226829899,YES
0.17449780153461505,NO
0.6539356841106991,NO
0.21243210621605307,NO
0.045779808604190016,NO
0.3479610311233727,NO
0.153806362617467,YES
0.30838865419432715,NO
0.3124407276489352,YES
0.2478661953616691,NO
0.6393654625398741,YES
0.45314251228554187,NO
0.2847659280972497,NO
0.3466678161910509,NO
0.13940856970428486,NO
0.3408914561600138,YES
0.41046641951892404,NO
0.23984826278127427,YES
0.24234847831709627,NO
0.07190275023708942,NO
0.568669712906285,YES
0.5166824726269506,YES
0.4971980343133029,YES
0.5382360548323131,YES
0.17811880334511593,NO
0.03948616260022415,NO
0.5889300801793259,YES
0.07802396758341237,NO
0.45745322872661437,YES
0.19674109837054918,NO
0.28976635916889387,NO
0.13492542460556944,NO
0.7327355806535045,NO
0.0990602638158462,NO
0.12354513320113804,YES
0.18260194844383135,NO
0.32485559099922406,YES
0.07250625053883956,NO
0.21976032416587635,YES
0.10164669368048972,NO
0.13061470816449694,NO
0.46874730580222435,NO
0.08595568583498578,NO
0.46745409086990264,YES
0.37684283127855844,NO
0.47116130700922493,YES
0.09078368824898699,NO
0.14716785929821535,NO
0.08017932580394863,YES
0.40244848693852914,YES
0.47012673506336744,YES
0.150357789464609,YES
0.07259246486766101,NO
0.19449952582119148,NO
0.16716958358479178,YES
0.8425726355720321,NO
0.08862833002845073,YES
0.5793602896801449,NO
0.9043883093370118,NO
0.4597810156047935,NO
0.4246055694456418,NO
0.4741788085179757,NO
0.3852056211742392,YES
0.17673937408397275,NO
0.4178808517975688,YES
0.6302267436848004,NO
0.43581343219243035,YES
0.5007328217949824,NO
0.28580050004310714,NO
0.6304853866712647,NO
0.8293818432623502,NO
0.24329683593413226,YES
0.09380118975773774,NO
0.09561169066298819,YES
0.09509440469005949,NO
0.08035175446159153,NO
0.2967497198034313,YES
0.3954651263039917,YES
0.4074489180101733,YES
0.5254763341667384,YES
0.07612725234934047,NO
0.05983274420208639,NO
0.34649538753340803,YES
0.42572635572032075,NO
0.3139063712388999,YES
0.10725062505388397,NO
0.11638934390895768,NO
0.21881196654884041,NO
0.18139494784033106,NO
0.26959220622467456,NO
0.27924821105267694,YES
0.19605138373997757,NO
0.6923010604362445,YES
0.8185188378308476,NO
0.4652125183205449,YES
0.32580394861626,NO
0.14337442883007157,NO
0.27476506595396155,NO
0.14225364255539272,NO
0.5328907664453832,YES
0.38796447969652553,NO
0.3833951202689887,YES
0.4648676610052591,NO
0.02551944133114923,NO
0.6106560910423312,NO
0.5353909819812053,NO
0.11880334511595829,NO
0.5741012156220363,NO
0.56599706871282,NO
0.11526855763427883,NO
0.30985429778429174,NO
0.14596085869471503,NO
0.5161651866540219,NO
0.11673420122424348,NO
0.5627209242176049,YES
0.43710664712475206,YES
0.38279161996723854,YES
0.2386412621777739,NO
0.9063712388999051,NO
0.4654711613070092,NO
0.0373308043796879,NO
0.7632554530562979,NO
0.05793602896801448,NO
0.2728683507198897,NO
0.3920165531511337,NO
0.07897232520044832,NO
0.4865074575394431,NO
0.3437365290111216,NO
0.06405724631433746,NO
0.3282179498232606,NO
0.20182774377101473,YES
0.24071040606948874,YES
0.8581774290887144,NO
0.185791878610225,NO
0.13070092249331838,NO
0.13147685145271143,NO
0.6372963186481593,YES
0.09923269247348909,YES
0.26467798948185184,NO
0.8208466247090267,NO
0.0375032330373308,NO
0.1453573583929649,NO
0.26407448918010173,NO
0.17294594361582893,NO
0.126217777394603,NO
0.6015173721872575,YES
0.06888524872833866,NO
0.2945943615828951,YES
0.08086904043452021,NO
0.3911544098629192,YES
0.5585826364341753,NO
0.09181826019484439,NO
0.02758858522286404,NO
0.2031209587033365,NO
0.08190361238037762,NO
0.38011897577377357,NO
0.7692904560737994,NO
0.3531338908526597,NO
0.027416156565221138,NO
0.06319510302612295,NO
0.7504957323907233,YES
0.41279420639710324,YES
0.4208121389774981,YES
0.7842055349599103,YES
0.034485731528580046,NO
0.0035347874816794543,NO
0.3277006638503319,YES
0.9493059746529873,NO
0.19751702732994222,YES
0.6895422019139581,NO
0.34304681438055,NO
0.3127855849642211,NO
0.4144322786447107,NO
0.27640313820156914,NO
0.2521769118027416,YES
0.2069143891714803,NO
0.42572635572032075,YES
0.08112768342098457,NO
0.45081472540736267,YES
0.03689973273558065,NO
0.33528752478661955,NO
0.47676523838261914,NO
0.04095180619018881,NO
0.5397879127510993,YES
0.1646693680489697,NO
0.11388912837313563,YES
0.4276230709543926,YES
0.3246831623415811,YES
0.2909733597723942,NO
0.12561427709285283,NO
0.4748685231485473,NO
0.08380032761444953,NO
0.9278386067764464,YES
0.36951461332873525,YES
0.08733511509612898,NO
0.40684541770842314,NO
0.23898611949305973,NO
0.08276575566859214,NO
0.4089145616001379,NO
0.13578756789378393,NO
0.2950254332270023,NO
0.24484869385291835,YES
0.10931976894559876,NO
0.4262436416932494,YES
0.301663936546254,NO
0.3283903784809035,YES
0.20596603155444432,NO
0.3813259763772739,NO
0.05707388567979998,NO
0.10069833606345374,NO
0.08862833002845073,NO
0.15708250711268212,NO
0.1405293559789637,NO
0.19096473833951202,NO
0.1327700663850332,NO
0.04836623846883352,NO
0.11147512716613502,NO
0.17846366066040176,NO
0.0899215449607725,NO
0.09724976291059574,NO
0.07750668161048367,NO
0.4716785929821536,NO
0.15716872144150357,NO
0.21734632295887577,YES
0.2368307612725235,NO
0.7125614277092853,YES
0.23381325976377276,NO
0.9683593413225278,NO
0.22467454090869904,NO
0.5790154323648591,NO
0.07629968100698337,NO
0.5052159668936977,NO
0.10647469609449091,NO
0.49780153461505294,NO
0.12251056125528063,NO
0.32149323217518755,YES
0.42469178377446326,YES
0.9641348392102767,YES
0.9422363996896285,YES
0.18794723683076126,NO
0.0751788947323045,YES
0.09414604707302356,NO
0.44090007759289596,YES
0.18018794723683076,YES
0.8039486162600225,NO
0.1281144926286749,NO
0.25450469868092074,NO
0.058625743598586084,NO
0.3408914561600138,YES
0.39667212690749204,YES
0.15078886110871625,NO
0.09319768945598758,NO
0.05578067074747823,NO
0.11181998448142083,NO
0.19544788343822744,NO
0.4029657729114579,NO
0.42805414259849983,NO
0.26407448918010173,YES
0.6664367617898094,NO
0.5166824726269506,YES
0.11475127166135012,NO
0.30856108285197004,YES
0.7519613759806879,NO
0.23096818691266488,NO
0.039572376929045604,NO
0.11000948357617038,NO
0.10199155099577549,NO
0.27838606776446245,NO
0.7678248124838348,NO
0.23889990516423829,NO
0.5107336839382706,NO
0.08750754375377189,NO
0.11949305974652989,NO
0.5155616863522717,NO
0.20062074316751444,NO
0.27993792568324855,NO
0.12337270454349515,NO
0.4655573756358306,NO
0.14268471419949996,NO
0.2852832140701785,YES
0.11569962927838609,NO
0.8983533063195104,YES
0.8914561600137944,NO
0.8179153375290973,NO
0.42917492887317865,NO
0.621519096473834,NO
0.0753513233899474,NO
0.18656780756961808,NO
0.06181567376497974,NO
0.34382274333994306,NO
0.06086731614794378,NO
0.37710147426502283,YES
0.32347616173808086,YES
0.15854815070264677,YES
0.5546167773083887,YES
0.5982412276920424,NO
0.099405121131132,YES
0.08224846969566342,NO
