NONETRACED_RFUNDER_SINGLE_VSM_SUM.csv,Associated
0.2127659574468085,NO
0.07279245577117918,NO
0.215337853635726,YES
0.09492635024549918,NO
0.11908658717169356,YES
0.10264203881225158,NO
0.050424752552412126,NO
0.21689657859870629,NO
0.14044111916452343,NO
0.11292962356792145,NO
0.16358818486478058,NO
0.12119086587171694,NO
0.11207232483828228,NO
0.28064842958459985,NO
0.14737744524978566,YES
0.15953549996103186,NO
0.6273088613514145,YES
0.375730652326397,NO
0.15883407372769076,NO
0.1508066401683423,NO
0.03390226794482114,NO
0.09757618268256568,NO
0.03600654664484451,NO
0.07910529187124932,NO
0.19156729795027666,NO
0.06944119710077158,NO
0.13880445795339413,YES
0.12836100070142623,YES
0.16389992985737664,YES
0.452809601745772,YES
0.18759254929467695,NO
0.13708986049411578,YES
0.0960953939677344,NO
0.06632374717481102,NO
0.09671888395292651,NO
0.17473306835008962,NO
0.21580547112462006,NO
0.15883407372769076,NO
0.15439170758319695,NO
0.09671888395292651,NO
0.06772659964149326,NO
0.1636661211129296,NO
0.7817005689346114,YES
0.1828384381575871,NO
0.14324682409788791,YES
0.0960953939677344,NO
0.04964539007092198,NO
0.050580625048710144,NO
0.15135219390538537,NO
0.1503390226794482,NO
0.12134673836801498,NO
0.23396461694334034,NO
0.09438079650845609,NO
0.21206453121346738,NO
0.6269191801106695,YES
0.45966799158288524,YES
0.6190476190476191,YES
0.2794014496142156,YES
0.14277920660899385,NO
0.3799392097264438,YES
0.12688021198659497,NO
0.10451250876782793,NO
0.05229522250798846,NO
0.14457174031642117,NO
0.20606344010599328,NO
0.1596913724573299,NO
0.15782090250175354,NO
0.13140051437923778,NO
0.08619749045280961,NO
0.12882861819032032,NO
0.840230691294521,YES
0.14262333411269582,NO
0.6534954407294833,YES
0.16787467851297638,NO
0.1514301301535344,NO
0.14878029771646792,NO
0.031174499259605637,NO
0.10264203881225158,NO
0.03249941547813888,NO
0.08643129919725666,NO
0.17255085340191725,NO
0.1092666199049178,NO
0.5642584365988621,YES
0.5296547424206999,YES
0.21829943106538852,YES
0.32553970851843195,YES
0.16428961109812174,NO
0.1640558023536747,YES
0.08339178551944511,NO
0.049021900085729875,NO
0.048008728859792696,NO
0.07653339568233188,NO
0.24066713428415556,NO
0.11137089860494116,NO
0.05899773984880368,NO
0.03951367781155015,NO
0.03382433169667212,NO
0.10310965630114567,NO
0.8494271685761047,YES
0.039669550307848175,NO
0.19086587171693553,YES
0.15743122126100847,NO
0.1519756838905775,NO
0.15174187514613044,NO
0.0585301223599096,NO
0.08861351414542905,NO
0.05658171615618424,NO
0.10731821370119245,NO
0.1250097420310186,NO
0.12625672200140284,NO
0.8552723871872807,YES
0.6940222897669706,YES
0.28384381575870943,YES
0.10591536123451017,YES
0.09952458888629104,NO
0.10365521003818876,YES
0.08510638297872342,NO
0.12243784584210117,NO
0.08206686930091187,NO
0.7245732990413841,YES
0.10388901878263582,YES
0.09578364897513836,YES
0.6506897357961188,YES
0.1667056347907412,NO
0.07536435196009665,NO
0.49629802821292196,YES
0.06827215337853637,NO
0.8098355545164055,YES
0.07489673447120256,NO
0.1584443924869457,NO
0.10895487491232174,NO
0.10724027745304342,NO
0.06266074351180735,NO
0.09313381653807186,YES
0.06055646481178396,NO
0.2237549684358195,YES
0.15828851999064766,NO
0.17325227963525835,YES
0.10700646870859636,NO
0.0547112462006079,NO
0.29826202166627697,NO
0.1248538695347206,NO
0.5066635492167406,YES
0.2507988465435274,NO
0.2324838282285091,YES
0.14036318291637442,NO
0.11292962356792145,NO
0.34268568311121506,YES
0.16818642350557245,NO
0.11978801340503469,NO
0.49575247447587883,YES
0.1347517730496454,NO
0.0778583119008651,NO
0.6819421713038735,YES
0.14122048164601356,NO
0.707894941937495,YES
0.11144883485309018,NO
0.35585690904839845,NO
0.25757930013249164,NO
0.2143246824097888,NO
0.12563323201621074,NO
0.16304263112773748,NO
0.10131712259371835,NO
0.45787545787545797,NO
0.1054477437456161,NO
0.221261008495051,NO
0.1475333177460837,NO
0.1469877640090406,NO
0.34050346816304267,NO
0.14176603538305665,NO
0.4906866183461928,YES
0.3164991037331463,NO
0.7151430130153534,YES
0.08572987296391552,NO
0.14542903904606033,NO
0.32553970851843195,YES
0.514067492790897,YES
0.5092354454056581,YES
0.19600966409477047,YES
0.08845764164913103,NO
0.029304029304029304,NO
0.7092977944041773,YES
0.38422570337463957,NO
0.3047307302626452,YES
0.14784506273867976,NO
0.17668147455381497,NO
0.1529888551165147,NO
0.1909438079650846,NO
0.027901176837347053,NO
0.5375263034837503,YES
0.02681006936326085,NO
0.6158522328735095,YES
0.12672433949029693,NO
0.16483516483516483,YES
0.45974592783103424,NO
0.48421790974982465,NO
0.6575481256332321,NO
0.09796586392331075,NO
0.1895409554984023,YES
0.40222897669706187,NO
0.3025485153144728,YES
0.11986594965318371,NO
0.12064531213467385,NO
0.668926817862988,YES
0.14527316654976227,NO
0.25337074273244486,NO
0.3506351804224145,YES
0.13896033044969214,NO
0.11160470734938821,NO
0.9383524277141299,YES
0.11628088223832905,NO
0.8831735640246279,YES
0.10583742498636117,NO
0.20621931260229132,NO
0.1281271919569792,NO
0.11526771101239187,NO
0.13069908814589665,NO
0.17987686072792455,NO
0.12126880211986595,NO
0.3319304808666511,NO
0.07045436832670876,NO
0.19990647650222115,NO
0.18860572052061417,NO
0.3246824097887928,NO
0.32756605097030633,NO
0.1762917933130699,NO
0.34463408931494044,YES
0.2716857610474632,NO
0.6500662458109268,YES
0.028758475566986207,NO
0.006702517340815213,NO
0.1828384381575871,YES
0.5431377133504793,YES
0.541890733380095,YES
0.03335671420777804,YES
0.022679448211363105,NO
0.0,NO
0.1719273634167251,YES
0.08214480554906087,NO
0.05736107863767439,YES
0.07762450315641806,NO
0.5153144727612813,NO
0.17418751461304652,NO
0.4977788169277531,NO
0.04161795651157354,NO
0.6199049177772582,YES
0.04021510404489128,NO
0.4235835086898917,YES
0.10513599875302003,NO
0.2660743511807342,YES
0.004052684903748733,NO
0.0558023536746941,NO
0.05455537370430987,NO
0.02743355934845297,NO
0.04473540643753409,YES
0.04520302392642818,NO
0.04980126256722001,YES
0.5397864546800717,YES
0.029927519289221417,YES
0.2833761982698153,NO
0.12080118463097188,NO
0.1060712337308082,NO
0.1175278622087133,NO
0.1945288753799392,YES
0.5997194295066636,YES
0.1407528641571195,NO
0.05143792377834931,NO
0.14955966019795805,NO
0.04457953394123607,NO
0.1584443924869457,NO
0.12485386953472062,NO
0.10505806250487103,NO
0.08152131556386877,YES
0.06640168342296003,NO
0.48484139973501683,YES
0.15291091886836566,NO
0.5055724417426545,YES
0.05291871249318057,NO
0.071857220793391,NO
0.06460914971553271,NO
0.09827760891590681,NO
0.1321019406125789,NO
0.17761670953160313,NO
0.10926661990491777,NO
0.15571662380173018,NO
0.06554438469332087,NO
0.04473540643753409,NO
0.23926428181747333,YES
0.08230067804535891,YES
0.06266074351180734,YES
0.5352661522874289,YES
0.0755981607045437,NO
0.04512508767827916,NO
0.9865170290702204,YES
0.06546644844517185,NO
0.878575325383836,YES
0.05977710233029381,NO
0.31517418751461307,NO
0.20021822149481724,NO
0.16569246356480397,NO
0.05782869612656847,NO
0.11916452341984259,YES
0.052606967500584516,NO
0.3042631127737511,YES
0.06414153222663861,NO
0.1691995947315096,YES
0.14457174031642117,NO
0.06577819343776792,NO
0.25134440028057053,NO
0.08409321175278622,NO
0.784662146364274,YES
0.23560127815446963,NO
0.8286961265684669,YES
0.08417114800093524,NO
0.13062115189774764,NO
0.536123451017068,YES
0.20388122515782092,YES
0.17216117216117216,YES
0.23918634556932428,YES
0.16319850362403554,NO
0.08315797677499806,NO
0.2990413841477671,YES
0.16273088613514144,NO
0.2590600888473229,YES
0.07715688566752398,NO
0.2399657080508144,NO
0.12976385316810848,NO
0.14387031408308004,NO
0.066245810926662,NO
0.18096796820201075,YES
0.061102018548827054,NO
0.2859480944587328,YES
0.14574078403865637,NO
0.1540020263424519,YES
0.22882082456550543,NO
0.14402618657937807,NO
0.48367235601278163,NO
0.11877484217909752,NO
0.2993531291403632,YES
0.37744524978567534,NO
0.4628633777569948,YES
0.09695269269737357,NO
0.07801418439716312,NO
0.7218455303561686,YES
0.11885277842724652,YES
0.21027199750604006,YES
0.2726989322734004,YES
0.17707115579456004,NO
0.11877484217909752,NO
0.30192502532928067,YES
0.07824799314161017,NO
0.7718026654196867,YES
0.07201309328968904,NO
0.10794170368638453,NO
0.05954329358584678,NO
0.08035227184163356,NO
0.1508845764164913,NO
0.1858000155872496,YES
0.1462863377756995,NO
0.2824409632920271,YES
0.13054321564959864,NO
0.20388122515782092,YES
0.13685605174966878,NO
0.17948717948717946,NO
0.29000077936248153,NO
0.1260229132569558,NO
0.3003663003663004,YES
0.25415010521393505,NO
0.629880757540332,YES
0.04761904761904762,NO
0.04941158132647495,NO
0.33481412204816463,YES
0.08518431922687242,YES
0.044189852700491,YES
0.28392175200685843,YES
0.044111916452341984,NO
0.035694801652248455,NO
0.9999999999999999,YES
0.07053230457485778,NO
0.6863066012002182,YES
0.060946146052529036,NO
0.2619437300288364,NO
0.09858935390850286,NO
0.1635881848647806,NO
0.07396149949341439,NO
0.11168264359753724,YES
0.07154547580079496,NO
0.3248382822850908,YES
0.04216351024861663,NO
0.1596913724573299,YES
0.09968046138258907,NO
0.05572441742654508,NO
0.2678668848881615,NO
0.07770243940456707,NO
0.29007871561063053,YES
0.2783103421401294,NO
0.8701582105837425,YES
0.08206686930091185,NO
0.06289455225625439,NO
0.07248071077858313,YES
0.5898215259917386,YES
0.5652716078247992,YES
0.16709531603148625,YES
0.10459044501597695,NO
0.03553892915595043,NO
0.15111838516093834,YES
0.15376821759800482,NO
0.1346738368014964,YES
0.10287584755669864,NO
0.18626763307614372,NO
0.20520614137635415,NO
0.19678902657626066,NO
0.12469799703842259,NO
0.65217052451095,YES
0.12080118463097188,NO
0.31540799625906013,YES
0.1176837347050113,NO
0.2692697373548437,YES
0.08635336294910764,NO
0.12586704076065777,NO
0.13350479307926114,NO
0.07170134829709299,NO
0.1342062193126023,YES
0.09258826280102876,NO
0.14098667290156652,YES
0.08596368170836256,NO
0.09601745771958539,NO
0.2994310653885122,YES
0.6926194373002883,YES
0.6255163276439872,YES
0.24900631283610006,YES
0.20910295378380486,NO
0.0540877562154158,NO
0.31322578131088774,YES
0.14324682409788794,NO
0.275972254695659,YES
0.09695269269737357,NO
0.11300755981607048,NO
0.07310420076377523,NO
0.08604161795651158,NO
0.13459590055334736,NO
0.7434338710934455,YES
0.1304652794014496,NO
0.5946535733769776,YES
0.0618813810303172,NO
0.8803678590912634,YES
0.13085496064219468,NO
0.11402073104200766,NO
0.37308081988933056,NO
0.12080118463097188,NO
0.28688332943652095,YES
0.23380874444704233,NO
0.2998207466292573,YES
0.0695191333489206,NO
0.02306912945210817,NO
0.10778583119008653,NO
0.15665185877951834,NO
0.04504715143013015,NO
0.17605798456862287,NO
0.07520847946379862,NO
0.026264515626217753,NO
0.2645156262177539,NO
0.09297794404177383,NO
0.08471670173797834,NO
0.07435118073415947,NO
0.8827838827838829,YES
0.6133582729327409,YES
0.6110201854882706,YES
0.052061413763541425,NO
0.05556854493024705,NO
0.054477437456160856,NO
0.05712726989322734,NO
0.1911776167095316,NO
0.05237315875613748,NO
0.02844673057439015,NO
0.050424752552412126,NO
0.08697685293429976,NO
0.03452575793001325,NO
0.14706570025718962,NO
0.0657002571896189,NO
0.18759254929467695,NO
0.15906788247213777,YES
0.6462473696516249,YES
0.20684280258748344,NO
0.12119086587171694,NO
0.09477047774920118,NO
0.04091653027823241,NO
0.5371366222430052,YES
0.1364663705089237,YES
0.06780453588964228,NO
0.11074740861974906,NO
0.03390226794482114,NO
0.13140051437923778,NO
0.12181435585690904,NO
0.10957836489751385,NO
0.11409866729015666,NO
0.6606655755591926,YES
0.038890187826358044,NO
0.1883719117761671,YES
0.018548827059465353,NO
0.5874055022991194,YES
0.06071233730808199,NO
0.08300210427870003,NO
0.02493959940768451,NO
0.09788792767516172,NO
0.066245810926662,NO
0.10201854882705946,NO
0.05634790741173721,NO
0.06203725352661522,NO
0.024783726911386486,NO
0.0025718961889174656,NO
0.0861195542046606,YES
0.7238718728080431,YES
0.48951757462395756,YES
0.13217987686072794,YES
0.11690437222352117,NO
0.04216351024861663,NO
0.17933130699088146,YES
0.07879354687865327,NO
0.15517107006468708,YES
0.06998675083781467,NO
0.2711402073104201,NO
0.14246746161639778,NO
0.13303717559036707,NO
0.008261242303795496,NO
0.8280726365832749,YES
0.007793624814901413,NO
0.8057049333645079,YES
0.08892525913802511,NO
0.45429039046060327,YES
0.025563089392876624,NO
0.022523575715065074,NO
0.11924245966799159,NO
0.02143246824097888,NO
0.0982776089159068,YES
0.07871561063050425,NO
0.12633465824955187,YES
0.5658171615618424,YES
0.012937417192736342,YES
0.2630348375029226,NO
0.11355311355311357,NO
0.0629724885044034,NO
0.12251578209025017,NO
0.1684981684981685,YES
0.6613670017925337,YES
0.25040916530278234,NO
0.07162341204894397,NO
0.0679604083859403,NO
0.07481879822305355,NO
0.1280492557088302,NO
0.09936871638999299,NO
0.09523809523809525,NO
0.0966409477047775,YES
0.052061413763541425,NO
0.6269191801106695,YES
0.015509313381653808,NO
0.6709531603148624,YES
0.04590445015976931,NO
0.04076065778193438,NO
0.05159379627464734,NO
0.09102953783804847,NO
0.04894396383758086,NO
0.1497934689424051,NO
0.08027433559348454,NO
0.11027979113085497,NO
0.08884732288987608,NO
0.06710310965630115,NO
0.0695970695970696,NO
0.21588340737276907,NO
0.08128750681942172,NO
0.08791208791208792,NO
0.054477437456160856,NO
0.060088847322889875,NO
0.1966331540799626,NO
0.18089003195386175,YES
0.058218377367313535,NO
0.6285558413217988,YES
0.20356948016522486,NO
0.19733458031330373,NO
0.2031018626763308,NO
0.10256410256410257,NO
0.10794170368638453,NO
0.12937417192736342,NO
0.09625126646403243,NO
0.1850206531057595,NO
0.11074740861974906,NO
0.08799002416023693,YES
0.10334346504559272,YES
0.11557945600498792,YES
0.5478138882394201,YES
0.09975839763073807,NO
0.08354765801574313,YES
0.1474553814979347,NO
0.6167874678512977,YES
0.030395136778115506,YES
0.21237627620606345,NO
0.11581326474943499,NO
0.05081443379315719,NO
0.04520302392642818,NO
0.12111292962356794,YES
0.6859169199594731,YES
0.06616787467851298,NO
0.07645545943418285,NO
0.04263112773751072,NO
0.07770243940456707,NO
0.12212610084950513,NO
0.10708440495674539,NO
0.10638297872340427,NO
0.09843348141220483,YES
0.033512586704076065,NO
0.6697061803444782,YES
0.018003273322422256,NO
0.762138570649209,YES
0.04068272153378536,NO
0.029537838048476345,NO
0.02797911308549606,NO
0.09165302782324061,NO
0.04543683267087522,NO
0.10357727379003975,NO
0.05502299119320395,NO
0.05229522250798846,NO
0.1109812173641961,NO
0.040137167796742264,NO
0.10801963993453356,NO
0.1309328968903437,NO
0.07224690203413608,NO
0.11277375107162342,NO
0.11152677110123921,NO
0.0779362481490141,NO
0.13677811550151978,NO
0.1331930480866651,YES
0.16693944353518822,NO
0.640635959784896,YES
0.2681006936326086,NO
0.29514457174031644,NO
0.3100303951367781,NO
0.055256799937651,NO
0.09149715532694255,NO
0.05954329358584678,NO
0.055880289922843114,NO
0.27184163354376123,NO
0.05502299119320395,NO
0.12267165458654823,YES
0.07419530823786144,YES
0.08876938664172708,YES
0.4546021354531993,YES
0.15111838516093837,NO
0.08206686930091185,YES
0.07435118073415947,NO
