LOWERTRACED_RFSMOTE_MULTI_VSM_SUM.csv,Associated
0.8895215610027082,YES
0.1671411707520311,NO
0.7887646691202,YES
0.09256301645719048,NO
0.059093118533435185,NO
0.08617457121033262,NO
0.15568363308103603,NO
0.12978265398236233,NO
0.09291021456843275,NO
0.14450385389903478,NO
0.08617457121033262,NO
0.06034303173390737,NO
0.15276716894660092,NO
0.8075828067495314,YES
0.16290535379487536,NO
0.6900909659051455,YES
0.08561905423234498,NO
0.04423303937226582,NO
0.03812235261440178,NO
0.13485174640649952,NO
0.08534129574335117,NO
0.10811749184084439,NO
0.2084577459898618,NO
0.08409138254287896,NO
0.18894521213804594,NO
0.8502187348100827,YES
0.7984167766127352,YES
0.9126449552114437,YES
0.6933546281508229,YES
0.134157350184015,NO
0.7551558919519478,YES
0.11999166724533021,NO
0.09311853343517812,NO
0.046593986528713285,NO
0.13575446149572945,NO
0.15582251232553293,NO
0.1353378237622387,NO
0.12672731060343032,NO
0.11013124088604957,NO
0.0768002222067912,NO
0.12172765780154159,NO
0.8805638497326576,YES
0.12707450871467257,NO
0.776682174848969,YES
0.21206860634678149,NO
0.1974168460523575,NO
0.19505589889590996,NO
0.027775848899381988,NO
0.09145198250121518,NO
0.028956322477605722,NO
0.07700854107353657,NO
0.12596347475869732,NO
0.09041038816748838,NO
0.9124366363446984,YES
0.8746614818415389,YES
0.8264009443788626,YES
0.8177904312200542,YES
0.15332268592458856,NO
0.7711270050690925,YES
0.08124435803069231,NO
0.043677522394278176,NO
0.04277480730504827,NO
0.23484480244427466,NO
0.19359766682869245,NO
0.09228525796819666,NO
0.21922088743837234,NO
0.03520588847996667,NO
0.030136796055829456,NO
0.25852371363099785,NO
0.8748698007082841,YES
0.20199986112075546,NO
0.7325185750989515,YES
0.140268036941879,NO
0.1354072633844872,NO
0.1351989445177418,NO
0.052149156308589684,NO
0.06506492604680231,NO
0.05041316575237831,NO
0.06089854871189501,NO
0.11138115408652177,NO
0.09860426359280605,NO
0.8036941879036179,YES
0.7989028539684744,YES
0.7875841955419762,YES
0.6568293868481356,YES
0.2553294910075689,NO
0.6478716755780849,YES
0.22859523644191374,NO
0.06742587320324978,NO
0.024512186653704606,NO
0.9372265814873967,YES
0.09256301645719048,YES
0.07839733351850567,YES
0.78112631067287,YES
0.14853135198944517,NO
0.06714811471425595,NO
0.8102215123949726,YES
0.06777307131449205,NO
0.8118186237066871,YES
0.07367543920561072,NO
0.15505867648079993,NO
0.11096451635303105,NO
0.10943684466356503,NO
0.0558294562877578,NO
0.0621484619123672,YES
0.05395458648704951,NO
0.1576973821262412,YES
0.14103187278661203,NO
0.08492465800986043,YES
0.08839663912228318,NO
0.055690577043260886,NO
0.21019373654607318,NO
0.08346642594264288,NO
0.8194569821540171,YES
0.1748489688216096,NO
0.7279355600305535,YES
0.1181167974446219,NO
0.10061801263801126,NO
0.8538990347892508,YES
0.45538504270536767,NO
0.41226303728907715,NO
0.8930629817373794,YES
0.12006110686757863,NO
0.06937018262620652,NO
0.9825706548156378,YES
0.6257898757030762,NO
0.9084785778765364,YES
0.5992639400041664,NO
0.21984584403860843,NO
0.21561002708145266,NO
0.17707103673356014,NO
0.11193667106450943,NO
0.4577459898618152,NO
0.09027150892299146,NO
0.560724949656274,NO
0.09395180890215958,NO
0.4887855010068745,NO
0.631414485105201,NO
0.6170404832997709,NO
0.7547392542184571,NO
0.6262759530588153,NO
0.8677175196166934,YES
0.7264078883410874,NO
0.8038330671481148,YES
0.04860773557391848,NO
0.018470939518089022,NO
0.7275189222970628,YES
0.7635580862440109,YES
0.7245330185403791,YES
0.7093257412679677,YES
0.07881397125199639,NO
0.026109297965419064,NO
0.7500173599055622,YES
0.620095826678703,NO
0.7367543920561073,YES
0.5344767724463579,NO
0.1574196236372474,NO
0.1363099784737171,NO
0.1354072633844872,NO
0.02485938476494688,NO
0.6941879036178044,YES
0.02388723005346851,NO
0.7570307617526562,YES
0.0781890146517603,NO
0.7023817790431219,YES
0.6248871606138463,NO
0.6050274286507882,NO
0.6622456773835151,NO
0.5386431497812653,NO
0.7243941392958823,YES
0.5944726060690231,NO
0.6931463092840775,YES
0.7942503992778279,NO
0.7949447955003126,NO
0.8668148045274634,YES
0.24053885146864798,NO
0.23269217415457258,NO
0.8887577251579752,YES
0.7973751822790084,NO
0.7868897993194918,NO
0.9263245607943893,YES
0.1174918408443858,NO
0.9396569682660927,YES
0.10818693146309284,NO
0.14901742934518433,NO
0.10027081452676898,NO
0.08186931463092842,NO
0.8039025067703632,NO
0.2644260815221165,NO
0.7955003124783001,NO
0.3651829734046247,NO
0.7432817165474621,NO
0.3031039511145059,NO
0.1610999236164155,NO
0.12957433511561695,NO
0.27796680786056527,NO
0.15707242552600514,NO
0.8764669120199987,YES
0.255954447607805,NO
0.8222345670439553,YES
0.02562322060967988,NO
0.005971807513367127,NO
0.03097007152281091,YES
0.12978265398236233,YES
0.08006388445246858,YES
0.029720158322338725,YES
0.020206930074300394,NO
0.0,NO
0.0768002222067912,YES
0.07318936184987154,NO
0.02333171307548087,YES
0.06221790153461565,NO
0.11193667106450943,NO
0.11353378237622389,NO
0.11714464273314353,NO
0.03708075828067496,NO
0.10790917297409904,YES
0.03583084508020277,NO
0.09964585792653288,YES
0.08673008818832025,NO
0.07735573918477884,YES
0.0036108603569196583,NO
0.04277480730504827,NO
0.04166377334907299,NO
0.017498784806610653,NO
0.03985834317061315,YES
0.01944309422956739,NO
0.03742795639191723,YES
0.897576557183529,YES
0.7210610374279565,YES
0.24553850427053675,NO
0.1006874522602597,NO
0.09450732588014722,NO
0.0977709881258246,NO
0.8538295951670024,YES
0.9440316644677453,YES
0.09068814665648219,NO
0.04583015068398029,NO
0.0985348239705576,NO
0.03971946392611625,NO
0.15505867648079993,NO
0.11818623706687036,NO
0.1074925352406083,NO
0.7461981806818971,YES
0.05916255815568364,NO
0.8555655857232137,YES
0.011249218804249707,NO
0.8948684119158392,YES
0.019373654607318935,NO
0.06402333171307548,NO
0.05756544684396918,NO
0.08061940143045623,NO
0.0760363863620582,NO
0.14436497465453788,NO
0.09735435039233387,NO
0.06235678077911257,NO
0.05145476008610514,NO
0.03985834317061315,NO
0.8103603916394696,YES
0.07332824109436845,YES
0.048885494062912295,YES
0.817165474619818,YES
0.05346850913131033,NO
0.040205541281855425,NO
0.97618220956878,YES
0.3430317339073676,NO
0.8591764460801334,YES
0.3310186792583848,NO
0.20443024789945144,NO
0.12283869175751684,NO
0.13374071245052427,NO
0.05152419970835359,NO
0.07145337129366017,YES
0.0468717450177071,NO
0.20165266300951323,YES
0.050204846885632946,NO
0.12992153322685923,YES
0.37184917714047633,NO
0.3433094923963613,NO
0.4878133462953961,NO
0.3596278036247482,NO
0.803277550170127,YES
0.45989861815151717,NO
0.8494548989653495,YES
0.07499479202833137,NO
0.026109297965419064,NO
0.9012568571626971,YES
0.5496840497187696,YES
0.5353100479133394,YES
0.7755711408929936,YES
0.1454065689882647,NO
0.07409207693910146,NO
0.8150128463301161,YES
0.12415804458023748,NO
0.8071661690160407,YES
0.06874522602597041,NO
0.15130893687938338,NO
0.11561697104367753,NO
0.11429761822095688,NO
0.05902367891118672,NO
0.5014929518783419,YES
0.0544406638427887,NO
0.5533643496979377,YES
0.12985209360461078,NO
0.5052426914797583,YES
0.14137907089785431,NO
0.12138045969029927,NO
0.20179154225401014,NO
0.0849940976321089,NO
0.8152906048191098,YES
0.15575307270328448,NO
0.7526560655510035,YES
0.08638289007707799,NO
0.06950906187070342,NO
0.9625720436080828,YES
0.10589542392889383,YES
0.1317964030275675,YES
0.8262620651343657,YES
0.15082285952364416,NO
0.10582598430664539,NO
0.8314700368029999,YES
0.2710922852579682,NO
0.8682035969724325,YES
0.2655371154780918,NO
0.09617387681411013,NO
0.0530518713978196,NO
0.03687243941392959,NO
0.1344351086730088,NO
0.10999236164155267,YES
0.13033817096034997,NO
0.2308173043538643,YES
0.11631136726616209,NO
0.1677661273522672,YES
0.3163669189639608,NO
0.2849107700854107,NO
0.44587181445732926,NO
0.3136587736962711,NO
0.8370252065828763,YES
0.42087355044788555,NO
0.7764738559822236,YES
0.04242760919380599,NO
0.044024720505520455,NO
0.8121658218179294,YES
0.3050482605374627,YES
0.27546698145962084,YES
0.8015415596139157,YES
0.03930282619262552,NO
0.031803346989792376,NO
0.9604194153183807,YES
0.18089021595722518,NO
0.8475800291646414,YES
0.17234914242066524,NO
0.26810638150128463,NO
0.1572807443927505,NO
0.17352961599888894,NO
0.06589820151378377,NO
0.3008818832025554,YES
0.06374557322408166,NO
0.4421915144781613,YES
0.037566835636414136,NO
0.3783765016318311,YES
0.19991667245330186,NO
0.16769668773001875,NO
0.3289354905909312,NO
0.18727866120408307,NO
0.8070272897715436,YES
0.2757447399486147,NO
0.8933407402263732,YES
0.07311992222762308,NO
0.05603777515450316,NO
0.06457884869106313,YES
0.37969585445455173,YES
0.31615860009721547,YES
0.10027081452676898,YES
0.05846816193319909,NO
0.031664467745295466,NO
0.13464342753975417,YES
0.13006041247135613,NO
0.07138393167141172,YES
0.09166030136796056,NO
0.5964863551142282,NO
0.6133601833206028,NO
0.5989167418929242,NO
0.11110339559752795,NO
0.28942434553156027,YES
0.1076314144851052,NO
0.32268592458857026,YES
0.09790986737032151,NO
0.3162974793417124,YES
0.07693910145128811,NO
0.10520102770640928,NO
0.10506214846191236,NO
0.06388445246857857,NO
0.09874314283730297,YES
0.07555030900631901,NO
0.07700854107353657,YES
0.07659190334004583,NO
0.06471772793556003,NO
0.391778348725783,YES
0.7907089785431567,YES
0.8142490104853829,YES
0.395458648704951,YES
0.06131518644538575,NO
0.04819109784042776,NO
0.41795708631345047,YES
0.13457398791750572,NO
0.42642872022776196,YES
0.10027081452676898,NO
0.09374349003541421,NO
0.06513436566905076,NO
0.0419415318380668,NO
0.11992222762308173,NO
0.7665439900006944,YES
0.11624192764391361,NO
0.9603499756961321,YES
0.05513506006527325,NO
0.8816054440663842,YES
0.12353308798000139,NO
0.10853412957433511,NO
0.21436011388098047,NO
0.1006874522602597,NO
0.38754253176862724,YES
0.16665509339629192,NO
0.3782376223873342,YES
0.05499618082077634,NO
0.02055412818554267,NO
0.08909103534476773,NO
0.13957364071939446,NO
0.04013610165960697,NO
0.05964863551142281,NO
0.06006527324491355,NO
0.02340115269772932,NO
0.17318241788764668,NO
0.08284146934240677,NO
0.04770502048468857,NO
0.06624539962502604,NO
0.9809735435039233,YES
0.9214637872369975,YES
0.9610443719186168,YES
0.04638566766196792,NO
0.042566488438302894,NO
0.04853829595167002,NO
0.030067356433581004,NO
0.10089577112700507,NO
0.046663426150961744,NO
0.02534546212068606,NO
0.04492743559475037,NO
0.06360669397958475,NO
0.03076175265606555,NO
0.11020068050829805,NO
0.03076175265606555,NO
0.1393653218526491,NO
0.7736268314700367,YES
0.888271647802236,YES
0.18429275744739948,NO
0.10797861259634749,NO
0.049718769529893764,NO
0.03645580168043886,NO
0.916047496701618,YES
0.7743212276925214,YES
0.06041247135615582,NO
0.09867370321505452,NO
0.030206235678077908,NO
0.11707520311089509,NO
0.10853412957433511,NO
0.09763210888132769,NO
0.10165960697173808,NO
0.9011179779182003,YES
0.034650371501979034,NO
0.8136240538851469,YES
0.01652663009513228,NO
0.9469481286021804,YES
0.05409346573154642,NO
0.07395319769460454,NO
0.022220679119505586,NO
0.08721616554405943,NO
0.05902367891118672,NO
0.09089646552322755,NO
0.050204846885632946,NO
0.055273939309770155,NO
0.02208179987500868,NO
0.002291507534199014,NO
0.5766960627734186,YES
0.7560586070411778,YES
0.7555725296854386,YES
0.583015068398028,YES
0.027775848899381988,NO
0.0028470245121866534,NO
0.6319700020831887,YES
0.07020345809318798,NO
0.5896118325116312,YES
0.06235678077911257,NO
0.13742101242969237,NO
0.11999166724533021,NO
0.12547739740295813,NO
0.007360599958336228,NO
0.7030761752656066,YES
0.006943962224845499,NO
0.8011943615026736,YES
0.06534268453579613,NO
0.7519616693285189,YES
0.022776196097493227,NO
0.020068050829803483,NO
0.07846677314075412,NO
0.019095896118325115,NO
0.5875286438441776,YES
0.049302131796403026,NO
0.5708631345045483,YES
0.9277133532393586,YES
0.7059231997777933,YES
0.2343587250885355,NO
0.10117352961599889,NO
0.056107214776751624,NO
0.06749531282549823,NO
0.8445246857857094,YES
0.9781265189917369,YES
0.07034233733768488,NO
0.06381501284633012,NO
0.060551350600652726,NO
0.06666203735851678,NO
0.11408929935421153,NO
0.08853551836678009,NO
0.08485521838761198,NO
0.7666134296229429,YES
0.04638566766196792,NO
0.9127143948336922,YES
0.013818484827442537,NO
0.9241719325046872,YES
0.020068050829803483,NO
0.03631692243594195,NO
0.04596902992847719,NO
0.0811054787861954,NO
0.043608082772029724,NO
0.12651899173668493,NO
0.07152281091590862,NO
0.049649329907645305,NO
0.07916116936323866,NO
0.03895562808138324,NO
0.06200958266787028,NO
0.14374001805430178,NO
0.058537601555447544,NO
0.0783278938962572,NO
0.04853829595167002,NO
0.05353794875355879,NO
0.12658843135893338,NO
0.14033747656412748,YES
0.05187139781959587,NO
0.1295048954933685,YES
0.2091521422123464,NO
0.22442885910700647,NO
0.21567946670370114,NO
0.09138254287896674,NO
0.06145406568988265,NO
0.10832581070758976,NO
0.0857579334768419,NO
0.1370738143184501,NO
0.09867370321505452,NO
0.07839733351850567,YES
0.08513297687660579,YES
0.10297895979445872,YES
0.12700506909242412,YES
0.08888271647802237,NO
0.060551350600652726,YES
0.07582806749531283,NO
0.9384070550656205,YES
0.7214776751614471,YES
0.18922297062703977,NO
0.1031872786612041,NO
0.03833067148114715,NO
0.040274980904103884,NO
0.8023053954586488,YES
1.0,YES
0.05895423928893828,NO
0.06812026942573432,NO
0.037983473369904874,NO
0.0692313033817096,NO
0.10881188806332895,NO
0.09541004096937712,NO
0.09478508436914104,NO
0.775154503159503,YES
0.029859037566835635,NO
0.9508367474480939,YES
0.016040552739393095,NO
0.9359766682869245,YES
0.0362474828136935,NO
0.026317616832164433,NO
0.02492882438719533,NO
0.08166099576418305,NO
0.040483299770849246,NO
0.09228525796819666,NO
0.04902437330740921,NO
0.046593986528713285,NO
0.09193805985695437,NO
0.03576140545795431,NO
0.0962433164363586,NO
0.11665856537740436,NO
0.06437052982431775,NO
0.10047913339351434,NO
0.09936809943753906,NO
0.06943962224845497,NO
0.11492257482119299,NO
0.7852926880077773,YES
0.08624401083258108,NO
0.8554961461009652,YES
0.21804041386014858,NO
0.21436011388098047,NO
0.19984723283105338,NO
0.049232692174154574,NO
0.06069022984514964,NO
0.0530518713978196,NO
0.049788209152142215,NO
0.15193389347961947,NO
0.04902437330740921,NO
0.7273106034303173,YES
0.7327268939656968,YES
0.7457121033261579,YES
0.8494548989653495,YES
0.1276994653149087,NO
0.7397402958127908,YES
0.06624539962502604,NO
