NONETRACED_RFNONE_MULTI_LSA_SUM.csv,Associated
0.15988020398193928,NO
0.2810275795634567,NO
0.594556220581723,NO
0.4221029131798447,NO
0.42284250749866464,NO
0.16726245097904943,NO
0.17402380398011316,NO
0.5333707695889773,NO
0.16151918151562053,NO
0.3528504056355261,YES
0.25060833915421454,NO
0.6010253881728825,YES
0.07467163381863505,NO
0.15512306027693698,NO
0.1819995525910911,YES
0.22958468583220343,YES
0.1859668826099462,YES
0.6638589474933688,YES
0.08560575970489276,NO
0.04952542697875721,NO
0.2071457594309689,YES
0.28472555115755643,NO
0.6032076479531042,YES
0.09772232342185638,NO
0.19628924529421704,NO
0.17269527344445512,NO
0.1488593355521163,NO
0.11660937093394327,NO
0.12922356292714998,YES
0.06986883614333522,NO
0.4049050625687663,YES
0.10773423910810404,NO
0.45795954145152235,YES
0.17594583612963904,NO
0.17657586091974492,NO
0.26335492766128404,NO
0.1252060135409676,NO
0.657873711987363,YES
0.21043284529239087,NO
0.18923570688324914,YES
0.13971027990449192,NO
0.14048639739954988,NO
0.3824296129912938,YES
0.3549322266810933,NO
0.30050812868941146,NO
0.3156469852400714,YES
0.14320280863225274,NO
0.15431041960564104,NO
0.3804619268714704,YES
0.1361401394272253,NO
0.39536338277658317,YES
0.12574016499344867,NO
0.18689822360401573,NO
0.17806874574847403,NO
0.08902067668314777,NO
0.21897926853208788,NO
0.15336081702345247,NO
0.23241523199065006,NO
0.7681691388291584,NO
0.4479750181474533,NO
0.310725487241998,NO
0.230534288414392,NO
0.26377950958505103,NO
0.3839818479814097,NO
0.15755185149676545,NO
0.3019097055775456,YES
0.2680709827930186,NO
0.35542985495733637,YES
0.6196567734513032,NO
0.3237688265560014,NO
0.03213126429539945,YES
0.4393235907760718,YES
0.1783107117910509,YES
0.03073425280429513,YES
0.04292842827076457,NO
0.08882436461086837,NO
0.22031692986180546,YES
0.7184747921603003,NO
0.27469080848615995,YES
0.6833851505896211,NO
0.37372340085555544,NO
0.5809513374330599,NO
0.12844744543209202,NO
0.03896109825190949,NO
0.3235679490866923,YES
0.7452006263724725,NO
0.35998612119302953,YES
0.5966471724213497,NO
0.19811083870908835,YES
0.11568716073393323,NO
0.06815224686014822,NO
0.11256442916558239,NO
0.03990157004003854,NO
0.24750843457101243,YES
0.0649016841749643,NO
0.03934915699943846,YES
0.2702623733672999,YES
0.07297330612356705,YES
0.3860864960121257,NO
0.7720360301133589,NO
0.7423015992585796,NO
0.15244773761750194,NO
0.3126749117737024,YES
0.4591465446792581,YES
0.23583927976296462,NO
0.34549098562356473,NO
0.10764749656453874,NO
0.4756230625596355,NO
0.7488027246289475,NO
0.22822419751733708,NO
0.3304069138372619,NO
0.21520368518848246,YES
0.2234305306360968,NO
0.29178822036258384,YES
0.30684033436967845,NO
0.518332351772972,YES
0.6354987011445451,NO
0.29734430854779287,NO
0.26729943069499035,NO
0.6811252790598935,NO
0.17380923031971476,NO
0.29583316213094474,NO
0.24329000771552098,NO
0.2726546414108903,NO
0.30612356703600724,NO
0.042065568232141304,NO
0.3421582457918453,YES
0.10230141664269836,YES
0.05215509566789475,YES
0.2812832417971229,YES
0.057277471135277286,NO
0.1565885527234876,NO
0.43618716301663174,YES
0.13119124904697338,NO
0.2825843799506024,YES
0.09493743123370725,NO
0.2488323997096408,NO
0.27177351978414804,NO
0.1469966535639772,NO
0.05510434214911501,NO
0.21434082514985914,YES
0.07273134008099015,NO
0.6337866772583878,YES
0.25907258524737603,NO
0.2568629330849757,YES
0.09491916964558825,NO
0.06302074059870619,NO
0.2245307913202672,NO
0.10408648688133165,NO
0.2201069215984368,YES
0.30746579376275457,NO
0.271718735019791,YES
0.3552609352672355,NO
0.026698441829993747,NO
0.41316386579558895,YES
0.36718575230894956,YES
0.16850423897114214,YES
0.2042056437438082,YES
0.2513433680760047,NO
0.08032816073849865,NO
0.2482891174631002,YES
0.4558640242148658,NO
0.3993078858102895,YES
0.5080647738530583,NO
0.3035943370815243,NO
0.1267399869429645,NO
0.17091933399988132,NO
0.13196736654203134,NO
0.17636128725934652,YES
0.10401800592588537,NO
0.7137039522642087,YES
0.7361520094595027,NO
0.2718602623277134,YES
0.22401490145590514,NO
0.7038563908710321,NO
0.3143641086747109,NO
0.09251320541090859,NO
0.2942535347586503,YES
0.17159957815731447,NO
0.15576678125813212,YES
0.20820036614484183,NO
0.07520578527111611,NO
0.5807641561548401,YES
0.6637219855824762,YES
0.16765050972657838,YES
0.26862339583361866,YES
0.16608914394240296,NO
0.2755856263039916,NO
0.3657522176416072,YES
0.6689402343874835,NO
0.29267390738635585,YES
0.1377106360054602,NO
0.12783568223010516,NO
0.07963878578700598,NO
0.26699811449102673,NO
0.4216965928441967,NO
0.3715502718693931,YES
0.18884764813572016,NO
0.6663836120508221,YES
0.5155748519670014,NO
0.18502641082181714,YES
0.14886846634617582,NO
0.09088335867128686,NO
0.4534032752158291,NO
0.1458416081154498,NO
0.25782623185825354,YES
0.26567414935239847,NO
0.5782075338181786,YES
0.09059117326138269,NO
0.04672227320248906,NO
0.5496190176178672,YES
0.1202388615725967,YES
0.22413816717570842,YES
0.2181666278607919,YES
0.15557959997991228,NO
0.19285150133081327,NO
0.5098772364738701,YES
0.06775505731855971,NO
0.26962321778313453,YES
0.05820881212934685,NO
0.280283419847607,NO
0.08793411219006662,NO
0.24305717246700362,NO
0.34509379608197627,NO
0.2068900971973028,YES
0.09159099521089853,NO
0.5930998589292318,YES
0.49604408347371926,NO
0.3163317947945343,YES
0.11184766183191124,NO
0.09866279520998544,NO
0.37018521815749705,NO
0.07489533827309293,NO
0.2242979560717498,YES
0.17377270714347676,NO
0.38925031615374434,YES
0.12489556654294443,NO
0.1971110167595725,NO
0.06969535105620461,YES
0.3579819118969681,YES
0.21848620565287463,YES
0.10958779030218364,YES
0.08569250224845805,NO
0.03290738179045741,NO
0.26214053205136983,YES
0.14288323084017004,NO
0.0773013025077726,YES
0.14561790366099192,NO
0.18300850533466645,NO
0.29317610105962866,NO
0.2085519017161328,NO
0.1216952232250878,NO
0.41687553358077784,YES
0.3232575020886691,NO
0.20295472495765599,YES
0.426526782901675,NO
0.28712238459817657,YES
0.10633722761699972,NO
0.25206013540967587,NO
0.11494300101808355,NO
0.06891923356114665,NO
0.10788033181305613,YES
0.12761197777564728,NO
0.15206880966403244,YES
0.4255269609521592,NO
0.09267755970397969,NO
0.4381411529453659,YES
0.29051903998831263,YES
0.27117545277325045,YES
0.191157739032775,YES
0.11170156912695915,NO
0.2568218445117079,NO
0.3532658567652336,YES
0.7715612288222646,NO
0.24859956446112338,YES
0.20820036614484183,NO
0.21642721159245612,NO
0.3898940371349395,NO
0.04439392071731518,NO
0.15437890056108733,NO
0.21785618086276876,YES
0.15026547783728014,NO
0.7540483658161333,YES
0.3330639749085779,NO
0.48342076068645307,YES
0.14289236163422953,NO
0.1033012385922142,NO
0.2900625002853373,NO
0.09453111089805927,NO
0.18230999958911429,YES
0.16826227292856524,NO
0.8110656093207146,YES
0.10463889992193173,NO
0.020489501869530084,NO
0.09709229863175052,NO
0.1763430256712275,NO
0.04237601523016449,NO
0.15549285743634694,NO
0.7722871269499952,NO
0.02367158359926771,NO
0.1910801272832692,NO
0.15858819662251927,NO
0.0736626810750597,NO
0.16286597363939756,NO
0.3178201142262337,YES
0.2513068448997667,YES
0.29554554211807027,YES
0.04936107268568611,NO
0.06791941161163081,NO
0.18872894781294655,NO
0.6246239254196742,NO
0.8864037911056937,NO
0.049671519683709295,NO
0.07149868288295694,NO
0.047731225946064396,NO
0.06860878656312347,NO
0.07755239934440901,NO
0.1663402407790394,NO
0.031898429046882074,NO
0.24459114586900052,NO
0.1545523856482179,YES
0.2370354137847598,YES
0.865480576518337,NO
0.4834344568775423,NO
0.16722136240578162,NO
0.038262592506357315,NO
0.24525312843831462,YES
0.6346951912673087,YES
0.6585402599537069,NO
0.4045535269974754,NO
0.12258547564588954,NO
0.4251206406165112,NO
0.2786124845347176,NO
0.24360045471354422,NO
0.7274686243089131,NO
0.5024904240797301,YES
0.08189865731673357,NO
0.4046996197024274,YES
0.2899118421833555,NO
0.5993681490510824,YES
0.17211090262464676,NO
0.6051935956610466,NO
0.15931409475024996,NO
0.36892060318025555,NO
0.08631339624450442,NO
0.19041814471395505,NO
0.05362971890850489,NO
0.3332191984075895,NO
0.022196960358657588,NO
0.022904596898269267,NO
0.17458534781477272,YES
0.2138979816379732,YES
0.2133546993914326,YES
0.38709088335867126,YES
0.028561123818132843,NO
0.000698505745552162,NO
0.39615319646273034,YES
0.14446285821246446,NO
0.41729098471048537,YES
0.2041736859645999,NO
0.16617588648596826,NO
0.21517629280630393,NO
0.24413460616602525,NO
0.005743269463428888,NO
0.22316117221134135,YES
0.11941252471021144,NO
0.9491551732796443,YES
0.18468400604458565,NO
0.2321458735658947,YES
0.022973077853715548,NO
0.11125416021804337,NO
0.08521770095736378,NO
0.018859655129908375,NO
0.09538484014262301,YES
0.16675569190874684,NO
0.16806596085628586,YES
0.440907783545396,YES
0.1701888704751209,YES
0.8301307073169619,NO
0.7497523272111359,NO
0.3113235542528956,NO
0.14143599998173842,NO
0.18814001159610846,YES
0.8853126612155827,YES
0.3957149183478741,NO
0.41124639904309274,NO
0.06519386958486845,NO
0.5513903916654113,NO
0.3761293650902351,NO
0.23343331552828495,NO
0.3662818036970585,NO
0.6717342573696923,YES
0.07218805783444959,NO
0.3784896753546172,YES
0.30971196910139287,NO
0.5739114952131813,YES
0.5906208483420761,NO
0.2892042056437438,NO
0.4369541497176302,NO
0.6588415761576706,NO
0.5712772611270138,NO
0.18457900191290139,NO
0.1915914517506015,NO
0.30410566154885654,NO
0.08599381845242172,NO
0.13236455608361983,NO
0.06682371632449016,NO
0.3407886266829194,NO
0.08577011399796386,NO
0.08506247745835217,NO
0.09742100721789272,NO
0.2399709640748908,NO
0.13900264336488025,NO
0.2228507252133182,YES
0.12397335634293435,NO
0.14226233684412368,YES
0.26826272946826824,NO
0.2396833440620164,NO
0.20707727847552265,NO
0.09965348636544179,NO
0.43143458470865914,NO
0.11859075324485596,NO
0.09336693465547233,NO
0.44747282447418046,NO
0.17628367550984073,NO
0.08514008920785798,YES
0.3209382803975548,YES
0.11261464853290967,YES
0.1622952990106785,YES
0.09685946338323315,NO
0.06519386958486845,YES
0.08226845447614353,NO
0.2702441117791809,YES
0.1419199320668922,YES
0.4829322632042696,NO
0.27263637982277134,NO
0.20014700578435807,NO
0.04253123872917608,NO
0.11812508274782119,YES
0.9782413177561987,YES
0.33733262113139667,NO
0.41605832751245203,NO
0.08562402129301178,NO
0.3716461452070179,NO
0.393057857276558,NO
0.2639438638781222,NO
0.40020726902515075,NO
0.6584535174101416,YES
0.030889476303306723,NO
0.8319842585110415,YES
0.2893685599368149,NO
0.5871054926291666,YES
0.289126593894238,NO
0.5976059057975978,NO
0.1395139678322125,NO
0.3627116632197919,NO
0.61343870269678,NO
0.26045133515036134,NO
0.05231031916690636,NO
0.34634471486812846,NO
0.10027438036148814,NO
0.0831404453088263,NO
0.10508630883084749,NO
0.3561740146731861,NO
0.09228950095645068,NO
0.10982062555070103,NO
0.10857883755860831,NO
0.07512817352161032,NO
0.17161783974543351,NO
0.28994379996256375,YES
0.0939102169020129,NO
0.39123626386168675,YES
0.544359680239592,NO
0.17501449513556946,NO
0.250101580083912,NO
0.052543154415423746,NO
0.06534909308388004,NO
0.10246577093576945,NO
0.21295294445281437,NO
0.19015791708325916,NO
0.44036906669588527,NO
0.5218887960591494,YES
0.29967266103296675,YES
0.38266701363684097,YES
0.3844840416546825,YES
0.6196111194810057,NO
0.07924159624541749,YES
0.25417391423445135,NO
