NONETRACED_MAX_SINGLE_LSA_MAX.csv,Associated
0.6299714945025112,NO
0.5659019953848243,NO
0.6324148228586941,YES
0.8413193973123387,NO
0.6299714945025112,YES
0.4381702185421474,NO
0.6181620741142935,NO
0.4616533188543506,NO
0.8852993077236324,NO
0.4638251662820687,NO
0.41699470612189504,NO
0.5076693362291298,NO
0.32374100719424465,NO
0.665942717524094,NO
1.0,YES
0.4175376679788245,NO
0.9717659834396633,YES
0.7439934844577171,NO
0.9461110356997422,NO
0.8251662820686847,NO
0.6264422424324692,NO
0.476177548527216,NO
0.4889371521650606,NO
0.4616533188543506,NO
1.0,NO
0.661056060811728,NO
0.7704628749830325,YES
0.9842541061490429,YES
0.6523686711008552,YES
0.5627799647074794,YES
0.5726890185964437,NO
0.6928193294421068,YES
0.7172526130039365,NO
0.5501561015338672,NO
0.6991991312610288,NO
0.5930500882313019,YES
0.5930500882313019,YES
0.6769376951269173,YES
0.4372200352925208,YES
0.6227772498981947,NO
0.48106420523958204,NO
0.5310166960771006,YES
0.2598,NO
0.5418759332156915,YES
0.28804126510112665,NO
0.5930500882313019,NO
0.8386045880276911,NO
0.5930500882313019,NO
0.6991991312610288,NO
0.8386045880276911,YES
0.6991991312610288,NO
0.5930500882313019,YES
0.4824216098819059,NO
0.5930500882313019,YES
0.5930500882313019,NO
0.8386045880276911,NO
0.5930500882313019,NO
0.5312881770055653,NO
0.5930500882313019,YES
0.4848649382380889,NO
0.5930500882313019,YES
0.3612053753223836,NO
0.5504275824623319,NO
0.5940002714809285,NO
0.8629021311252885,NO
0.5940002714809285,NO
0.26211483643274064,NO
0.4977602823401656,NO
0.433826523686711,NO
0.665942717524094,NO
1.0,YES
0.5428261164653183,NO
0.9717659834396633,YES
0.7439934844577171,NO
0.9461110356997422,NO
0.8251662820686847,NO
0.6264422424324692,NO
0.6328220442513914,NO
0.5155422831546084,NO
0.5940002714809285,NO
1.0,NO
0.6173476313288989,NO
0.7704628749830325,YES
0.9842541061490429,YES
0.6523686711008552,YES
0.5322383602551921,YES
0.5940002714809285,NO
0.4437355775756752,YES
0.6113750509026741,NO
0.5775756753088095,NO
0.9975566716438168,NO
0.22399999999999998,NO
0.1967,NO
0.5492059182842406,NO
0.2079,NO
0.3014795710601331,NO
1.0,NO
0.2198,NO
0.3428,YES
0.2771820279625357,NO
0.1736,YES
0.16465318311388627,NO
0.408986018732184,NO
0.19519478756617356,NO
0.3412515270802227,NO
0.408986018732184,NO
0.3845527351703543,NO
0.31,NO
0.2401248812270938,NO
0.2819,NO
0.8964300257906881,YES
0.5063119315868061,YES
0.4941,YES
0.9385095697027284,YES
0.193,NO
0.3014795710601331,YES
0.1726,NO
0.7072078186507398,NO
0.513641916655355,NO
0.4016560336636352,NO
0.8629021311252885,NO
0.3757296049952492,NO
0.2311660105877563,NO
0.4977602823401656,NO
0.4024704764490294,NO
0.665942717524094,NO
1.0,YES
0.3275417401927516,NO
0.9717659834396633,YES
0.7439934844577171,NO
0.9461110356997422,NO
0.8251662820686847,NO
0.6264422424324692,NO
0.6265779828967015,NO
0.4889371521650606,NO
0.4448215012895344,NO
1.0,NO
0.6173476313288989,NO
0.7704628749830325,YES
0.9842541061490429,YES
0.6523686711008552,YES
0.4640966472105334,YES
0.5159495045473055,NO
0.5812406678430841,YES
0.6020089588706394,NO
0.6526401520293199,NO
0.5487986968915433,NO
0.5923713859101398,NO
0.5923713859101398,NO
0.6769376951269173,NO
0.4569024026062169,NO
0.41278675173069096,NO
0.5111985882991721,NO
0.5303379937559387,NO
0.5815121487715489,YES
0.5411972308945296,NO
0.5619655219220849,YES
0.5923713859101398,NO
0.8623591692683588,NO
0.5923713859101398,NO
0.541332971358762,NO
0.8623591692683588,NO
0.5139133975838197,NO
0.5923713859101398,NO
0.5815121487715489,NO
0.5923713859101398,NO
0.5923713859101398,YES
0.8623591692683588,YES
0.5923713859101398,YES
0.5306094746844034,YES
0.5923713859101398,NO
0.5057689697298766,YES
0.5923713859101398,NO
0.504140084159088,NO
0.937695126917334,NO
1.0,YES
1.0,YES
1.0,YES
0.5264015202931995,YES
0.5732319804533732,NO
0.7715487986968916,NO
0.9113614768562508,YES
0.7545812406678432,NO
0.9269716302429756,YES
0.7315053617483371,NO
1.0,NO
0.7103298493280847,NO
1.0,NO
0.8847563458667029,NO
0.5365820551106284,YES
0.88801411700828,NO
1.0,YES
0.8418623591692682,NO
1.0,YES
1.0,NO
0.7416858965657662,NO
1.0,NO
0.9119044387131804,NO
1.0,YES
0.7855300665128275,NO
1.0,YES
0.9279218134926022,NO
0.6963485815121488,NO
0.5285733677209177,YES
0.5126917334057284,NO
0.5126917334057284,NO
0.4700692276367586,YES
0.6613275417401927,NO
0.7479299579204561,NO
1.0,YES
0.1994027419573776,NO
0.6675716030948826,YES
0.2334735984797069,NO
0.5126917334057284,NO
0.6602416180263337,NO
0.5126917334057284,NO
0.6963485815121488,NO
0.4972173204832362,NO
0.6963485815121488,NO
0.5126917334057284,NO
0.41142934708836704,NO
0.5126917334057284,NO
0.5126917334057284,NO
0.33487172526130043,NO
0.5126917334057284,NO
0.456223700285055,NO
0.5126917334057284,YES
0.6613275417401927,NO
0.53780371928872,YES
0.3298493280847021,NO
0.7509162481335687,NO
0.8042622505768969,YES
0.8042622505768969,YES
0.8042622505768969,YES
1.0,YES
0.3845527351703543,NO
0.6086602416180265,NO
0.7283833310709924,YES
0.3859101398126781,NO
1.0,YES
0.4315189357947605,NO
0.8042622505768969,NO
0.7526808741685895,NO
0.8042622505768969,NO
0.7055789330799511,NO
0.4125152708022262,YES
0.7084294828288313,NO
0.8042622505768969,YES
0.6689290077372065,NO
0.8042622505768969,YES
0.8042622505768969,NO
0.463960906746301,NO
0.8042622505768969,NO
0.7287905524636895,NO
0.8042622505768969,YES
0.874983032441971,NO
0.8042622505768969,YES
1.0,NO
0.8491923442378173,NO
0.5224650468304601,YES
0.4144156373014796,NO
0.4144156373014796,NO
0.5990226686575268,YES
0.7620469662006244,NO
0.8099633500746573,NO
0.6921406271209447,YES
0.159,NO
0.5990226686575268,YES
0.16668929007737204,NO
0.5441835211076422,NO
0.8079272431111715,NO
0.5971223021582734,NO
0.8491923442378173,NO
0.5451337043572689,NO
0.8491923442378173,NO
0.4144156373014796,NO
0.4279896837247184,NO
0.4144156373014796,NO
0.680331206732727,NO
0.4353196687932673,NO
0.4144156373014796,NO
0.7426360798153929,NO
0.4144156373014796,YES
0.6159902266865753,NO
0.4144156373014796,YES
0.5686168046694721,NO
0.7207818650739786,NO
0.5975295235509706,YES
0.5975295235509706,YES
0.6769376951269173,YES
0.6128681960092304,YES
0.6769376951269173,NO
0.4981675037328627,NO
0.5350889100040721,YES
0.2535631871861002,NO
0.6128681960092304,YES
0.29102755531423924,NO
0.5975295235509706,NO
0.687661191801276,NO
0.5975295235509706,NO
0.7207818650739786,NO
0.8500067870232115,YES
0.7207818650739786,NO
0.5975295235509706,YES
0.4862223428804127,NO
0.5975295235509706,YES
0.5975295235509706,NO
0.8293742364598886,NO
0.5975295235509706,NO
0.5354961313967694,NO
0.5975295235509706,YES
0.5505633229265645,NO
0.5975295235509706,YES
0.4455002036106964,YES
0.937695126917334,YES
1.0,NO
1.0,NO
1.0,NO
0.5264015202931995,NO
0.4231030270123523,YES
0.7715487986968916,YES
0.9113614768562508,NO
0.8816343151893579,NO
0.9269716302429756,NO
0.9109542554635536,NO
1.0,NO
0.8323605266730012,NO
1.0,NO
0.8847563458667029,YES
0.5365820551106284,NO
0.88801411700828,YES
1.0,NO
0.8816343151893579,YES
1.0,NO
1.0,NO
0.8672458259807247,NO
1.0,NO
0.9119044387131804,NO
1.0,NO
0.7855300665128275,NO
1.0,NO
1.0,NO
0.941903081308538,NO
0.6478892357811865,YES
0.6097461653318854,YES
0.6097461653318854,YES
0.8141713044658612,YES
0.8479706800597258,NO
0.8099633500746573,NO
0.6696077100583684,YES
0.2614361341115787,NO
0.8141713044658612,YES
0.2993077236324148,NO
0.6134111578661599,NO
0.8973802090403149,NO
0.6702864123795302,NO
0.941903081308538,NO
0.5451337043572689,YES
0.941903081308538,NO
0.6097461653318854,YES
0.4970815800190037,NO
0.6097461653318854,YES
0.6097461653318854,NO
0.496131396769377,NO
0.6097461653318854,NO
0.574182163703,NO
0.6153115243654135,YES
0.7935387539025383,NO
0.6097461653318854,YES
0.5257228179720375,NO
0.937695126917334,NO
1.0,YES
1.0,YES
1.0,YES
0.5264015202931995,YES
0.4372200352925208,NO
0.7715487986968916,NO
0.9113614768562508,YES
0.7898737613682638,NO
0.9269716302429756,YES
0.7659834396633636,NO
1.0,NO
0.7442649653861817,NO
1.0,NO
0.8847563458667029,NO
0.5365820551106284,YES
0.88801411700828,NO
1.0,YES
0.8418623591692682,NO
1.0,YES
1.0,NO
0.77657119587349,NO
1.0,NO
0.9119044387131804,NO
1.0,YES
0.7855300665128275,NO
1.0,YES
0.808470204968101,NO
1.0,NO
0.9573774942310302,YES
0.9573774942310302,YES
0.9573774942310302,YES
0.5564001628885571,YES
0.9018596443599836,NO
0.9887335414687121,NO
0.8714537803719289,YES
0.5716030948825845,NO
0.8866567123659563,YES
0.5523279489615855,NO
0.9573774942310302,NO
0.9535767612325234,NO
0.9573774942310302,NO
1.0,NO
0.5084837790145242,YES
1.0,NO
0.9573774942310302,YES
0.8042622505768969,NO
0.9573774942310302,YES
0.9573774942310302,NO
0.572146056739514,NO
0.9573774942310302,NO
0.994027419573775,NO
0.9573774942310302,YES
0.7495588434912448,NO
0.9573774942310302,YES
1.0,NO
0.8547577032713451,NO
0.5999728519071537,YES
0.4581240667843085,YES
0.4581240667843085,YES
0.7277046287498303,YES
0.7670693633772228,NO
0.8099633500746573,NO
0.5502918419980996,YES
0.1645174426496539,NO
0.7277046287498303,YES
0.19641645174426495,NO
0.5482557350346138,NO
0.8132211212162346,NO
0.60146599701371,NO
0.8547577032713451,NO
0.5451337043572689,YES
0.8547577032713451,NO
0.4581240667843085,YES
0.4279896837247184,NO
0.4581240667843085,YES
0.4589385095697028,NO
0.4388489208633093,NO
0.4581240667843085,NO
0.4966743586263066,NO
0.5344102076829103,YES
0.7434505226007873,NO
0.5189357947604181,YES
0.6472105334600244,NO
0.8122709379666078,NO
0.6187050359712231,YES
0.6187050359712231,YES
0.6769376951269173,YES
0.3747794217456224,YES
0.7277046287498303,NO
0.5707886520971901,NO
0.5550427582462332,YES
0.267137233609339,NO
0.5661734763132891,YES
0.30541604452287235,NO
0.6187050359712231,NO
0.8338536717795575,NO
0.6187050359712231,NO
0.8122709379666078,NO
0.8338536717795575,YES
0.8122709379666078,NO
0.6187050359712231,YES
0.5050902674087145,NO
0.6187050359712231,YES
0.6187050359712231,NO
0.8338536717795575,NO
0.6187050359712231,NO
0.5553142391746979,NO
0.6187050359712231,YES
0.519207275688883,NO
0.6187050359712231,YES
0.808470204968101,NO
1.0,NO
0.8004615175783899,YES
0.4825573503461383,YES
0.5170354282611647,YES
0.6902402606216913,YES
0.9739378308673816,NO
0.8326320076014659,NO
0.5073978553006651,YES
0.1836,NO
0.6902402606216913,YES
0.21297678838061634,NO
0.6568481064205238,NO
0.9535767612325234,NO
0.7163024297543097,NO
1.0,NO
0.5558572010316274,YES
1.0,NO
0.5728,YES
0.4327405999728519,NO
0.4825573503461383,YES
0.8215012895344103,NO
0.5342744672186779,NO
0.4825573503461383,NO
0.8924935523279489,NO
0.4825573503461383,YES
0.9739378308673816,NO
0.4992534274467219,YES
0.60146599701371,NO
0.937695126917334,NO
1.0,NO
1.0,NO
1.0,NO
0.7750780507669337,NO
0.6782950997692412,NO
0.7715487986968916,NO
0.9113614768562508,NO
0.7620469662006244,NO
0.9269716302429756,NO
0.8253020225329171,NO
1.0,YES
0.9575132346952626,YES
1.0,YES
0.8847563458667029,NO
0.6302429754309761,NO
0.88801411700828,NO
1.0,NO
0.8418623591692682,NO
1.0,NO
1.0,NO
0.6507397855300665,NO
1.0,NO
0.9119044387131804,NO
1.0,NO
0.7855300665128275,NO
1.0,NO
0.4019275145920999,YES
0.937695126917334,YES
1.0,NO
1.0,NO
1.0,NO
0.5264015202931995,NO
0.32899999999999996,YES
0.7715487986968916,YES
0.9113614768562508,NO
0.8414551377765711,NO
0.9269716302429756,NO
0.9091896294285328,NO
1.0,NO
0.6678430840233474,NO
1.0,NO
0.8847563458667029,YES
0.5365820551106284,NO
0.88801411700828,YES
1.0,NO
0.8418623591692682,YES
1.0,NO
1.0,NO
0.7058504140084159,NO
1.0,NO
0.9119044387131804,NO
1.0,NO
0.7855300665128275,NO
1.0,NO
0.4763132889914484,NO
0.5368535360390934,NO
0.7040857879733948,YES
0.5798832632007602,YES
0.5798832632007602,YES
0.6719152979503189,YES
0.6854893443735577,NO
0.42201710329849335,NO
0.6577982896701506,YES
0.24229672865481205,NO
0.7175240939324012,YES
0.279082394461789,NO
0.5798832632007602,NO
0.4843219763811592,NO
0.5798832632007602,NO
0.7515949504547306,NO
0.6757160309488259,YES
0.5401113071806707,NO
0.5798832632007602,YES
0.4707479299579204,NO
0.5798832632007602,YES
0.5798832632007602,NO
0.5983439663363648,NO
0.5798832632007602,NO
0.6263065019682368,NO
0.6697434505226008,YES
0.7077507805076693,NO
0.6519614497081581,YES
0.4019275145920999,YES
0.937695126917334,YES
1.0,NO
1.0,NO
1.0,NO
0.5264015202931995,NO
0.3853671779557487,YES
0.7715487986968916,YES
0.9113614768562508,NO
0.8694176734084431,NO
0.9269716302429756,NO
0.9386453101669608,NO
1.0,NO
0.7748065698384687,NO
1.0,NO
0.8847563458667029,YES
0.5365820551106284,NO
0.88801411700828,YES
1.0,NO
0.8418623591692682,YES
1.0,NO
1.0,NO
0.8080629835754038,NO
1.0,NO
0.9119044387131804,NO
1.0,NO
0.7855300665128275,NO
1.0,NO
0.6906474820143884,NO
0.8627663906610561,NO
0.6459888692819329,NO
0.6459888692819329,NO
0.6769376951269173,NO
0.3041943803447808,NO
0.7746708293742364,NO
0.6108320890457446,NO
0.5804262250576897,NO
0.2965929143477671,YES
0.5919641645174427,NO
0.3335143206189765,YES
0.6459888692819329,NO
0.8930365141848786,NO
0.6459888692819329,NO
0.8627663906610561,NO
0.8930365141848786,NO
0.8627663906610561,NO
0.6459888692819329,NO
0.5291163295778472,NO
0.6459888692819329,NO
0.6459888692819329,YES
0.8930365141848786,YES
0.6459888692819329,YES
0.580833446450387,YES
0.6459888692819329,NO
0.5569431247454866,YES
0.6459888692819329,NO
0.4019275145920999,YES
0.937695126917334,YES
1.0,NO
1.0,NO
1.0,NO
0.5264015202931995,NO
0.3037871589520836,YES
0.7715487986968916,YES
0.9113614768562508,NO
0.7469797746708293,NO
0.9269716302429756,NO
0.8092846477534954,NO
1.0,NO
0.6678430840233474,NO
1.0,NO
0.8847563458667029,YES
0.5365820551106284,NO
0.88801411700828,YES
1.0,NO
0.8418623591692682,YES
1.0,NO
1.0,NO
0.6799239853400298,NO
1.0,NO
0.9119044387131804,NO
1.0,NO
0.7855300665128275,NO
1.0,NO
0.4921949233066378,NO
0.7028641237953035,NO
0.7539025383466811,NO
0.9630785937287905,NO
0.7539025383466811,NO
0.445364463146464,NO
0.5603366363512965,NO
0.5668521786344509,NO
0.6812813899823538,NO
1.0,YES
0.6941767340844307,NO
0.9717659834396633,YES
0.7539025383466811,NO
0.9461110356997422,NO
0.8251662820686847,NO
0.6839961992670014,NO
0.5212433826523686,NO
0.6621419845255871,NO
0.7539025383466811,NO
1.0,NO
0.7539025383466811,NO
0.7967965250441156,YES
0.9842541061490429,YES
0.7539025383466811,YES
0.6816886113750509,YES
0.7539025383466811,NO
0.5782543776299716,YES
0.7844441427989683,NO
