LOWERTRACED_RFUNDER_RAW_VSM_SUM.csv,Associated
0.07805399625768512,NO
0.28432682883364524,YES
0.08562772877127328,NO
0.18114586117793818,NO
0.12456562416466187,NO
0.12260536398467435,NO
0.07163859930499868,NO
0.0797469482313107,YES
0.06923282544774124,NO
0.20235231221598504,YES
0.18096765570703022,NO
0.10897264546021564,YES
0.1045175086875167,NO
0.06255012028869288,NO
0.2608037066737949,NO
0.09819121447028424,NO
0.2941281297335828,YES
0.21545041432771986,NO
0.17669072440523925,YES
0.15156375300721733,NO
0.12910986367281477,NO
0.41851554842733674,YES
0.20119397665508332,NO
0.1458611779381627,NO
0.46876949122338063,YES
0.15405862959992872,NO
0.08901363271852447,NO
0.5836229172235587,YES
0.16145415664260893,NO
0.4885502984941638,YES
0.12741691169918914,NO
0.2820992604472958,NO
0.27666399358460303,NO
0.227211975407645,NO
0.14363360955181326,NO
0.20422346966051855,NO
0.11583355609017199,NO
0.33636282633876863,NO
0.12055600106923285,NO
0.24405239240844695,NO
0.1686714782143812,NO
0.15022721197540764,NO
0.32691793638064687,NO
0.16207787579078678,NO
0.4362469927826785,YES
0.29056402031542367,NO
0.3542724761650183,YES
0.0623719148177849,NO
0.023701327630758266,NO
0.21179720217410675,YES
0.24022097478392584,YES
0.19014523745879,YES
0.1884522854851644,YES
0.10113160474026554,NO
0.03350262853069589,NO
0.24066648846119576,YES
0.19869910006237193,NO
0.22364786598948586,YES
0.08883542724761652,NO
0.2019959012741691,NO
0.17490866969615967,NO
0.17375033413525798,NO
0.031898779292524285,NO
0.1512073420654014,YES
0.030651340996168584,NO
0.2318453176512519,YES
0.10032968012117972,NO
0.16172146484897088,YES
0.20484718880869643,NO
0.1793638064688586,NO
0.25278446048293685,NO
0.09418159137485523,NO
0.2077875790786777,YES
0.16582019067985387,NO
0.16769134812438743,YES
0.13704000712821884,NO
0.13793103448275862,NO
0.33707564822240044,YES
0.14826695179542013,NO
0.13819834268912054,NO
0.36523211262585764,YES
0.14104963022364786,NO
0.1275951171700971,NO
0.41343669250646,YES
0.13294128129733584,NO
0.43054441771362384,YES
0.12100151474650274,NO
0.19121447028423771,NO
0.12866434999554488,NO
0.1050521251002406,NO
0.14942528735632182,NO
0.17891829279158872,NO
0.13864385636639046,NO
0.3082063619353114,NO
0.07163859930499868,NO
0.22854851643945467,NO
0.1888977991624343,NO
0.1484451572663281,NO
0.33885770293148,NO
0.18372984050610355,NO
0.34946092845050347,YES
0.31061213579256886,NO
0.2798716920609463,YES
0.03287890938251804,NO
0.007662835249042146,NO
0.039739820012474385,YES
0.1665330125634857,YES
0.10273545397843714,YES
0.03813597077430277,YES
0.025928896017107725,NO
0.0,NO
0.09854762541210016,YES
0.09391428316849328,NO
0.029938519112536754,YES
0.07983605096676469,NO
0.14363360955181326,NO
0.14568297246725476,NO
0.15031631471086163,NO
0.04758086073242449,NO
0.13846565089548252,YES
0.04597701149425288,NO
0.12786242537645906,YES
0.11128931658201907,NO
0.099260447295732,YES
0.004633342243606878,NO
0.05488728503965073,NO
0.05346164127238707,NO
0.022453889334402573,NO
0.05114497015058362,YES
0.02494876592711396,NO
0.048026374409694386,YES
0.2607146039383409,YES
0.03421545041432772,YES
0.3150672725652678,NO
0.12919896640826872,NO
0.12126882295286466,NO
0.12545665151920166,NO
0.2045798806023345,YES
0.3203243339570525,YES
0.11636817250289584,NO
0.058807805399625775,NO
0.12643678160919541,NO
0.050966764679675675,NO
0.18114586117793818,NO
0.13383230865187562,NO
0.12011048739196296,NO
0.06647064064866792,YES
0.07591553060678964,NO
0.20680744898868397,YES
0.014434643143544508,NO
0.2572395972556357,YES
0.024859663191659984,NO
0.08215272208856812,NO
0.07386616769134814,NO
0.10344827586206899,NO
0.0975674953221064,NO
0.18524458700882118,NO
0.12492203510647777,NO
0.08001425643767264,NO
0.06602512697139803,NO
0.05114497015058362,NO
0.31809676557070304,YES
0.09409248863940124,YES
0.06272832575960083,YES
0.32682883364519294,YES
0.0686091062995634,NO
0.051590483827853514,NO
0.5308740978348034,YES
0.07484629778134189,NO
0.38073598859484986,YES
0.059431524547803614,NO
0.26231845317651253,NO
0.15762273901808785,NO
0.17161186848436247,NO
0.06611422970685202,NO
0.09168671478214382,YES
0.06014434643143544,NO
0.25875434375835343,YES
0.06442127773322642,NO
0.16671121803439365,YES
0.11182393299474296,NO
0.07520270872315782,NO
0.26062550120288697,NO
0.09614185155484274,NO
0.3090082865543972,YES
0.2248062015503876,NO
0.3682616056312929,YES
0.09623095429029672,NO
0.03350262853069589,NO
0.38127060500757376,YES
0.20636193531141406,YES
0.1879176690724405,YES
0.21999465383587274,YES
0.18658112804063084,NO
0.09507261872939501,NO
0.2706050075737325,YES
0.15931569099171344,NO
0.260536398467433,YES
0.08821170809943867,NO
0.19415486055421904,NO
0.1483560545308741,NO
0.14666310255724851,NO
0.07573732513588168,NO
0.144524636906353,YES
0.06985654459591911,NO
0.21108438029047494,YES
0.1666221152989397,NO
0.14933618462086787,YES
0.1814131693843001,NO
0.1557515815735543,NO
0.25893254922926134,NO
0.10906174819566963,NO
0.27096141851554845,YES
0.19985743562327365,NO
0.1905907511360599,YES
0.1108438029047492,NO
0.08919183818943242,NO
0.45994832041343675,YES
0.13588167156731712,YES
0.16911699189165108,YES
0.28503965071727705,YES
0.19353114140604116,NO
0.13579256883186314,NO
0.2917223558763254,YES
0.08945914639579437,NO
0.33885770293148,YES
0.08233092755947609,NO
0.12340728860376014,NO
0.06807448988683953,NO
0.04731355252606255,NO
0.17250289583890224,NO
0.14113873295910184,YES
0.16724583444711755,NO
0.2961774926490243,YES
0.14924708188541388,NO
0.21527220885681192,YES
0.1475541299117883,NO
0.10719059075113607,NO
0.3137307315334581,NO
0.14407912322908314,NO
0.2988505747126437,YES
0.28165374677002586,NO
0.2211529893967745,YES
0.05444177136238083,NO
0.056491134277822326,NO
0.3204134366925065,YES
0.0884790163058006,YES
0.05052125100240578,YES
0.30678071816804775,YES
0.0504321482669518,NO
0.04080905283792212,NO
0.5106477768867504,YES
0.0806379755858505,NO
0.36585583177403547,YES
0.06967833912501116,NO
0.24601265258843447,NO
0.10380468680388488,NO
0.12465472690011585,NO
0.08455849594582555,NO
0.0831328521785619,YES
0.08179631114675222,NO
0.264456918827408,YES
0.04820457988060233,NO
0.18257150494520183,YES
0.1050521251002406,NO
0.06370845584959459,NO
0.2706050075737325,NO
0.08883542724761652,NO
0.3138198342689121,YES
0.20235231221598504,NO
0.4245745344382073,YES
0.0938251804330393,NO
0.07190590751136061,NO
0.08286554397219996,YES
0.3090082865543972,YES
0.22747928361400696,YES
0.12866434999554488,YES
0.07502450325224985,NO
0.04063084736701417,NO
0.1727702040452642,YES
0.16688942350530162,NO
0.09159761204668986,YES
0.11761561079925155,NO
0.21295553773500847,NO
0.23460750245032524,NO
0.21607413347589774,NO
0.14256437672636552,NO
0.19317473046422526,YES
0.13810923995366658,NO
0.23585494074668095,YES
0.1256348569901096,NO
0.2276574890849149,YES
0.09872583088300813,NO
0.13499064421277734,NO
0.13481243874186938,NO
0.08197451661766017,NO
0.12670408981555734,YES
0.09694377617392855,NO
0.0988149336184621,YES
0.09828031720573822,NO
0.08304374944310793,NO
0.21758887997861534,YES
0.2839704178918293,YES
0.31417624521072796,YES
0.2223113249576762,YES
0.07867771540586298,NO
0.061837298405061046,NO
0.25118061124476526,YES
0.15486055421901454,NO
0.2620511449701506,YES
0.1108438029047492,NO
0.1202886928628709,NO
0.08357836585583178,NO
0.05381805221420297,NO
0.15388042412902075,NO
0.2529626659538448,YES
0.1491579791499599,NO
0.5016484006058987,YES
0.07074757195045889,NO
0.40060589860108703,YES
0.14069321928183195,NO
0.12144702842377263,NO
0.2572395972556357,NO
0.11137841931747307,NO
0.21215361311592268,YES
0.19602601799875258,NO
0.20021384656508953,YES
0.07056936647955094,NO
0.026374409694377612,NO
0.11431880958745434,NO
0.17909649826249666,NO
0.05150138109239953,NO
0.07653924975496748,NO
0.07707386616769135,NO
0.03002762184799073,NO
0.2222222222222222,NO
0.10629956339659628,NO
0.06121357925688319,NO
0.08500400962309544,NO
0.367726989218569,YES
0.2913659449345095,YES
0.3421545041432772,YES
0.0595206272832576,NO
0.05461997683328878,NO
0.06228281208233092,NO
0.03858148445157267,NO
0.12946627461463067,NO
0.059877038225073516,NO
0.03252249844070213,NO
0.05764946983872405,NO
0.08161810567584427,NO
0.03947251180611245,NO
0.1414060411654638,NO
0.03947251180611245,NO
0.1788291900561347,NO
0.44916688942350536,YES
0.5962755056580238,YES
0.23647865989485878,NO
0.13855475363093647,NO
0.06379755858504857,NO
0.04677893611333868,NO
0.6319165998396151,YES
0.45005791677804513,YES
0.07751937984496125,NO
0.12661498708010335,NO
0.03875968992248062,NO
0.15022721197540764,NO
0.1392675755145683,NO
0.1252784460482937,NO
0.13044640470462443,NO
0.6127595117170097,YES
0.044462264991535244,NO
0.5004900650449969,YES
0.021206451038046865,NO
0.6715673171166355,YES
0.06941103091864921,NO
0.09489441325848705,NO
0.028512875345273095,NO
0.11191303573019692,NO
0.07573732513588168,NO
0.11663548070925779,NO
0.06442127773322642,NO
0.07092577742136684,NO
0.028334669874365143,NO
0.0029403902699812884,NO
0.09845852267664619,YES
0.2484184264456919,YES
0.24779470729751402,YES
0.10656687160295822,YES
0.03564109418159137,NO
0.0036532121536131147,NO
0.169384300098013,YES
0.09008286554397221,NO
0.11503163147108617,YES
0.08001425643767264,NO
0.16742403991802549,NO
0.1450592533190769,NO
0.15209836941994118,NO
0.009444889958121717,NO
0.18043303929430632,YES
0.008910273545397846,NO
0.3063352044907779,YES
0.08384567406219373,NO
0.24316136505390717,YES
0.029225697228904925,NO
0.025750690546199766,NO
0.10068609106299566,NO
0.024503252249844072,NO
0.11235854940746681,YES
0.0632629421723247,NO
0.090973892898512,YES
0.29938519112536754,YES
0.014791054085360423,YES
0.30072173215717724,NO
0.12982268555644658,NO
0.07199501024681458,NO
0.08660785886126705,NO
0.1926401140515014,YES
0.3640737770649559,YES
0.09026107101488018,NO
0.08188541388220619,NO
0.07769758531586919,NO
0.08553862603581931,NO
0.14639579435088657,NO
0.11360598770382252,NO
0.10888354272476167,NO
0.09266684487213758,YES
0.0595206272832576,NO
0.2801390002673082,YES
0.017731444355341713,NO
0.2948409516172147,YES
0.025750690546199766,NO
0.04660073064243073,NO
0.05898601087053373,NO
0.10407199501024682,NO
0.055956517865098455,NO
0.16234518399714873,NO
0.0917758175175978,NO
0.06370845584959459,NO
0.10157711841753543,NO
0.0499866345896819,NO
0.9171344560278001,NO
0.18444266238973536,NO
0.07511360598770384,NO
0.938073598859485,NO
0.06228281208233092,NO
0.06869820903501739,NO
0.9999999999999999,NO
0.18007662835249044,YES
0.9041254566515192,NO
0.16617660162166978,YES
0.20600552436959818,NO
0.22560812616947343,NO
0.21438118150227214,NO
0.11725919985743564,NO
0.07885592087677093,NO
0.13900026730820636,NO
0.11004187828566338,NO
0.17588879978615343,NO
0.12661498708010335,NO
0.10059698832754167,YES
0.10923995366657757,YES
0.13213935667825003,YES
0.16296890314532658,YES
0.9516172146484897,NO
0.07769758531586919,YES
0.9348659003831418,NO
0.31310701238528027,YES
0.0347500668270516,YES
0.24280495411209124,NO
0.13240666488461197,NO
0.049184709970596104,NO
0.0516795865633075,NO
0.13846565089548252,YES
0.39214113873295914,YES
0.0756482224004277,NO
0.08740978348035286,NO
0.04873919629332621,NO
0.08883542724761652,NO
0.1396239864563842,NO
0.12242715851376638,NO
0.12162523389468059,NO
0.10362648133297693,YES
0.03831417624521073,NO
0.32905640203154235,YES
0.02058273188986902,NO
0.30998841664439103,YES
0.046511627906976744,NO
0.033769936737057825,NO
0.03198788202797826,NO
0.10478481689387867,NO
0.051946894769669426,NO
0.11841753541833734,NO
0.06290653123050878,NO
0.05978793548961953,NO
0.11797202174106745,NO
0.0458879087587989,NO
0.12349639133921413,NO
0.1496925955626838,NO
0.08259823576583801,NO
0.1289316582019068,NO
0.12750601443464316,NO
0.08910273545397844,NO
0.14746502717633433,NO
0.23246903679942973,YES
0.11066559743384125,NO
0.322551902343402,YES
0.20850040096230954,NO
0.2037779559832487,NO
0.1851554842733672,NO
0.06317383943687072,NO
0.07787579078677716,NO
0.06807448988683953,NO
0.06388666132050255,NO
0.19495678517330484,NO
0.06290653123050878,NO
0.15806825269535774,YES
0.16501826606076808,YES
0.18168047759066203,YES
0.31479996435890584,YES
0.16385993049986636,NO
0.1740176423416199,YES
0.08500400962309544,NO
