NONETRACED_RFUNDER_MULTI_VSM_SUM.csv,Associated
0.23121500195337935,NO
0.08080479229066284,NO
0.28923036853757,NO
0.27145461648652175,NO
0.13921083474410734,NO
0.2396796457872119,NO
0.2631201979424405,NO
0.056582888396926684,NO
0.2213829925771585,NO
0.6400572991274907,YES
0.2634457611668186,NO
0.3736163562963928,YES
0.08028389113165776,NO
0.2693710118505014,NO
0.07481442896210444,NO
0.1590050787863003,NO
0.20373746581586144,NO
0.2185831488475062,NO
0.35173850761817954,NO
0.11140773538221123,NO
0.2878630029951817,NO
0.5628337023049876,YES
0.6119286365412163,YES
0.6409037635108739,YES
0.2464513608542779,YES
0.18439901028779793,NO
0.36951425966922774,YES
0.1190259148326605,NO
0.28265399140513087,NO
0.04369058471155098,NO
0.17287407214481051,NO
0.26982680036463086,NO
0.3743325953900248,NO
0.11883057689803361,NO
0.18791509311108218,NO
0.3194426357598646,NO
0.28994660763120206,NO
0.643378044016148,YES
0.11264487563484829,NO
0.23342883187915095,YES
0.35512436515171253,NO
0.21116030733168384,NO
0.4693970569084517,NO
0.06511264487563485,NO
0.22248990754004427,NO
0.11830967573902852,NO
0.1829014194556583,NO
0.17671571819247298,NO
0.1629118374788384,NO
0.6667534835265009,YES
0.6117984112514651,YES
0.501432478187264,YES
0.24593045969527286,YES
0.19585883578590962,NO
0.3324000520901159,YES
0.06967053001692929,NO
0.07351217606459175,NO
0.053131918218518044,NO
0.14858705560619875,NO
0.3898945175153015,NO
0.45767678083083735,NO
0.23811694231019664,NO
0.046034639927073844,NO
0.07383773928896992,NO
0.0861440291704649,NO
0.6771063940617269,YES
0.1373225680427139,NO
0.33526500846464385,YES
0.24221903893736166,NO
0.43299908842297175,NO
0.25699960932413074,NO
0.19214741502799845,NO
0.2758822763380649,NO
0.15145201198072666,NO
0.14175022789425706,NO
0.10444068238051829,NO
0.24221903893736166,NO
0.6689673134522724,YES
0.6123844250553457,YES
0.5496809480401095,YES
0.16662325823674962,YES
0.10919390545643966,NO
0.3535616616746972,YES
0.058080479229066284,NO
0.06322437817424144,NO
0.022984763641099103,NO
0.5597734079958328,YES
0.13237400703216565,YES
0.12560229196509962,YES
0.6022268524547468,YES
0.16532100533923688,NO
0.25179059773407997,NO
0.7532230759213439,YES
0.07657247037374659,NO
0.4226461778877459,YES
0.07559578070061206,NO
0.203997916395364,NO
0.12358379997395494,NO
0.10912879281156401,NO
0.11095194686808178,NO
0.07780961062638364,YES
0.12872769891913008,NO
0.17391587446282067,YES
0.15828883969266833,NO
0.09265529365802838,YES
0.148001041802318,NO
0.052220341190259145,NO
0.41196770412814177,NO
0.07175413465294961,NO
0.5209662716499545,YES
0.3202239874983723,NO
0.23329860658939966,YES
0.11726787342101837,NO
0.1399270738377393,NO
0.6248860528714677,YES
0.16004688110431045,NO
0.10007813517385077,NO
0.9155488995963016,YES
0.11257976298997266,NO
0.06504753223075922,NO
0.9929678343534315,YES
0.1440291704649043,NO
0.6760645917437167,YES
0.12566740460997525,NO
0.40148456830316454,NO
0.2998437296522985,NO
0.21161609584581326,NO
0.13751790597734082,NO
0.13621565307982808,NO
0.10418023180101577,NO
0.44764943351998965,NO
0.12065373095455137,NO
0.20438859226461778,NO
0.12325823674957678,NO
0.19442635759864565,NO
0.7337543951035292,NO
0.1184399010287798,NO
0.7680687589529888,YES
0.5964969397056908,NO
0.4216694882146113,YES
0.13022528975126968,NO
0.056387550462299776,NO
0.6105612709988281,YES
0.48808438598775883,YES
0.3017319963536919,YES
0.7693058992056258,YES
0.08041411642140904,NO
0.18075270217476233,NO
0.8269957025654383,YES
0.45123062898814953,NO
0.6582888396926683,YES
0.2732777705430395,NO
0.2908581846594609,NO
0.42733428831879156,NO
0.3809089725224639,NO
0.029821591353040765,NO
0.5988409949212138,YES
0.08751139471285324,NO
0.8010157572600599,YES
0.07982810261752832,NO
0.222359682250293,YES
0.3450319051959891,NO
0.4436124495377003,NO
0.8163172288058342,NO
0.06882406563354604,NO
0.6532100533923688,YES
0.7006771715067067,NO
0.3569475192082303,YES
0.11967704128141685,NO
0.13986196119286365,NO
0.4807266571168121,YES
0.1474150279984373,NO
0.10098971220210964,NO
0.826865477275687,YES
0.2984112514650345,NO
0.10626383643703606,NO
0.8425576246907149,YES
0.2273733559057169,NO
0.5750748795416071,YES
0.08842297174111213,NO
0.3480921995051439,NO
0.15262403958848808,NO
0.13536918869644485,NO
0.16779528584451098,NO
0.18934757129834612,NO
0.14689412683943223,NO
0.427073837739289,NO
0.15653079828102617,NO
0.2386378434692017,NO
0.23570777444979818,NO
0.21916916265138695,NO
0.657833051178539,NO
0.1342622737335591,NO
0.6916265138689934,YES
0.7023049876285975,NO
0.4649693970569085,YES
0.0500716239093632,NO
0.012110951946868082,NO
0.06810782653991405,YES
0.1868081781481964,YES
0.21181143378044015,YES
0.034379476494335204,YES
0.04499283760906368,NO
0.0,NO
0.07201458523245213,YES
0.08816252116160958,NO
0.054434171116030744,YES
0.1234535746842037,NO
0.3263445761166819,NO
0.11948170334678995,NO
0.11635629639275948,NO
0.03477015236358901,NO
0.1272301080869905,YES
0.03359812475582758,NO
0.21063940617267873,YES
0.09434822242479489,NO
0.14415939575465556,YES
0.07500976689673135,NO
0.053131918218518044,NO
0.03906758692538091,NO
0.035942179971350435,NO
0.06993098059643182,YES
0.018231540565177756,NO
0.08718583148847506,YES
0.3793462690454487,YES
0.031514520119807266,YES
0.23023831228024483,NO
0.09441333506967053,NO
0.10815210313842949,NO
0.09167860398489387,NO
0.14949863263445762,YES
0.2731475452532882,YES
0.10457090767026957,NO
0.12762078395624432,NO
0.09890610756608935,NO
0.16095845813256934,NO
0.22353170985805446,NO
0.23453574684203674,NO
0.198463341580935,NO
0.23740070321656465,YES
0.06849850240916787,NO
0.3594869123583801,YES
0.023570777444979815,NO
0.2010027347310848,YES
0.09630160177106395,NO
0.1642140903763511,NO
0.05397838260190129,NO
0.08210704518817556,NO
0.07129834613882016,NO
0.13536918869644485,NO
0.09128792811564006,NO
0.058471155098320085,NO
0.12638364370360725,NO
0.12202109649693971,NO
0.6035942179971352,YES
0.06875895298867041,YES
0.07839562443026435,YES
0.8508920432347963,YES
0.17385076181794504,NO
0.04421148587055606,NO
0.9999999999999999,YES
0.05469462169553327,NO
0.603789555931762,YES
0.10854277900768329,NO
0.4260971480661545,NO
0.29098840994921216,NO
0.2295871858314885,NO
0.06133611147284804,NO
0.17118114337804402,YES
0.0569735642661805,NO
0.3844250553457482,YES
0.06661023570777445,NO
0.2064721969006381,YES
0.08171636931892173,NO
0.1070451881755437,NO
0.7504232321916917,NO
0.07025654382081001,NO
0.5123062898814951,YES
0.502864956374528,NO
0.5035160828232843,YES
0.08334418544081261,NO
0.024482354473238703,NO
0.4023310326865478,YES
0.19637973694491473,YES
0.20243521291834873,YES
0.5188826670139343,YES
0.13634587836957937,NO
0.4210834744107307,NO
0.7121369970048184,YES
0.30524807917697616,NO
0.23596822502930073,YES
0.10352910535225941,NO
0.23303815600989713,NO
0.10841255371793203,NO
0.19182185180362027,NO
0.05534574814428962,NO
0.09259018101315275,YES
0.16173980987107697,NO
0.25843208751139474,YES
0.12827191040500066,NO
0.14168511524938146,YES
0.28232842818075277,NO
0.3026435733819508,NO
0.4626904544862612,NO
0.07969787732777707,NO
0.5170595129574164,YES
0.2892954811824457,NO
0.16532100533923688,YES
0.08100013022528976,NO
0.06517775752051048,NO
0.5574944654251857,YES
0.09929678343534315,YES
0.16265138689933586,YES
0.7682640968876157,YES
0.16095845813256934,NO
0.13829925771584842,NO
0.6950123714025264,YES
0.16304206276858965,NO
0.44296132308894387,YES
0.06016408386508661,NO
0.2920302122672223,NO
0.06927985414767548,NO
0.05410860789165256,NO
0.13256934496679257,NO
0.10964969397056909,YES
0.13523896340669359,NO
0.4508399531188957,YES
0.16766506055475972,NO
0.19637973694491473,YES
0.36176585492902724,NO
0.13693189217346008,NO
0.5352910535225941,NO
0.10528714676390157,NO
0.5179059773407997,YES
0.4532491209792942,NO
0.3569475192082303,YES
0.20907670269566353,NO
0.07383773928896992,NO
0.5597082953509572,YES
0.17534835265008467,YES
0.05645266310717542,YES
0.7841515822372706,YES
0.10196640187524417,NO
0.06237791379085819,NO
0.8810391978122152,YES
0.06543820810001302,NO
0.4952467769240787,YES
0.08998567521812738,NO
0.42069279854147673,NO
0.2516603724443287,NO
0.18225029300690196,NO
0.07481442896210444,NO
0.13888527151972913,YES
0.07930720145852324,NO
0.44068238051829667,YES
0.041737205365281936,NO
0.2245735121760646,YES
0.09630160177106395,NO
0.11817945044927725,NO
0.5884229717411121,NO
0.06491730694100795,NO
0.4441984633415809,YES
0.47343404089074104,NO
0.5642010678473761,YES
0.08158614402917047,NO
0.07207969787732778,NO
0.06055475973434041,YES
0.4341711160307332,YES
0.3225029300690194,YES
0.13309024612579765,YES
0.06133611147284802,NO
0.04271389503841646,NO
0.12625341841385598,YES
0.2977601250162782,NO
0.06693579893215262,YES
0.2031514520119807,NO
0.33793462690454495,NO
0.31468941268394324,NO
0.2946347180622478,NO
0.2604505795025394,NO
0.27790076832920957,YES
0.2571949472587577,NO
0.3416460476624561,YES
0.10483135824977209,NO
0.29658809740851677,YES
0.18934757129834612,NO
0.1832920953249121,NO
0.1506055475973434,NO
0.24221903893736166,NO
0.11212397447584321,YES
0.07084255762469072,NO
0.07872118765464255,YES
0.07181924729782524,NO
0.07370751399921865,NO
0.25016278161218913,YES
0.4940096366714416,YES
0.4639927073837739,YES
0.5140643312931372,YES
0.057494465425185576,NO
0.05821070451881756,NO
0.4244693319442636,YES
0.1587446282067978,NO
0.2826539914051309,YES
0.08100013022528976,NO
0.08790207058210706,NO
0.1457220992316708,NO
0.0588618309675739,NO
0.1450058601380388,NO
0.4062377913790859,YES
0.11550983200937623,NO
0.6335460346399271,YES
0.31866128402135696,NO
0.5401745018882667,YES
0.12885792420888137,NO
0.16037244432868863,NO
0.1879802057559578,NO
0.10092459955723401,NO
0.17456700091157706,YES
0.14324781872639666,NO
0.24397708034900376,YES
0.31201979424404225,NO
0.025784607370751403,NO
0.14214090376351088,NO
0.35225940877718454,NO
0.05716890220080739,NO
0.1536007292616226,NO
0.18003646308113036,NO
0.03496549029821591,NO
0.4163302513348093,NO
0.08419064982419586,NO
0.22704779268133876,NO
0.08165125667404609,NO
0.4119677041281417,YES
0.44081260580804793,YES
0.37374658158614404,YES
0.06302904023961453,NO
0.12456048964708946,NO
0.16922776403177497,NO
0.028193775231149888,NO
0.2378564917306941,NO
0.0502669618439901,NO
0.023766115379606722,NO
0.06166167469722621,NO
0.05964318270608153,NO
0.08744628206797761,NO
0.19449147024352129,NO
0.02884490167990624,NO
0.423687980205756,NO
0.1394061726787342,YES
0.2664409428310978,YES
0.2053652819377523,NO
0.1468290141945566,NO
0.11173329860658941,NO
0.06022919650996224,NO
0.38364370360724054,YES
0.10098971220210964,YES
0.056648001041802315,NO
0.30088553197030865,NO
0.028324000520901157,NO
0.10977991926032037,NO
0.3166427920302123,NO
0.11108217215783306,NO
0.10834744107305638,NO
0.38917827842166947,YES
0.03249120979294179,NO
0.2941138169032427,YES
0.041541867430655036,NO
0.37355124365151715,YES
0.07025654382081001,NO
0.08236749576767809,NO
0.04036983982289361,NO
0.1143378044016148,NO
0.05534574814428962,NO
0.08523245214220601,NO
0.0926552936580284,NO
0.08438598775882276,NO
0.02070582107045188,NO
0.002148717280895951,NO
0.18915223336371925,YES
0.5136085427790077,YES
0.48059643182706085,YES
0.38390415418674306,YES
0.05860138038807136,NO
0.009180882927464513,NO
0.22144810522203412,YES
0.15698658679515562,NO
0.14266180492251596,YES
0.11707253548639146,NO
0.1874593045969527,NO
0.19064982419585882,NO
0.1502148717280896,NO
0.032946998307071235,NO
0.3792811564005731,YES
0.05860138038807136,NO
0.4777965880974086,YES
0.06127099882797239,NO
0.4967443677562182,YES
0.02786821200677172,NO
0.18159916655814562,NO
0.12566740460997528,NO
0.017905977340799583,NO
0.08861830967573903,YES
0.09832009376220863,NO
0.06648001041802318,YES
0.48574033077223605,YES
0.010808699049355386,YES
0.2327777054303946,NO
0.10138038807136347,NO
0.1242349264227113,NO
0.06328949081911707,NO
0.2514650345097018,YES
0.3441854408126058,YES
0.0659591092590181,NO
0.09890610756608935,NO
0.1739809871076963,NO
0.06250813908060945,NO
0.19813777835655688,NO
0.16766506055475972,NO
0.13816903242609715,NO
0.24352129183487436,YES
0.05000651126448756,NO
0.5172548508920433,YES
0.012957416330251336,NO
0.23499153535616618,YES
0.01881755436905847,NO
0.0861440291704649,NO
0.04310457090767027,NO
0.082562833702305,NO
0.04089074098189868,NO
0.13165776793853368,NO
0.1126448756348483,NO
0.059578070061205884,NO
0.11980726657116814,NO
0.03652819377523115,NO
0.0646568563615054,NO
0.13478317489256414,NO
0.07442375309285064,NO
0.07344706341971612,NO
0.05202500325563224,NO
0.06973564266180493,NO
0.13172288058340928,NO
0.2553066805573643,YES
0.17235317098580547,NO
0.32328428180752705,YES
0.26123193124104704,NO
0.38624820940226595,NO
0.2673525198593567,NO
0.2745149107956766,NO
0.07064721969006381,NO
0.270868602682641,NO
0.09343664539653601,NO
0.19364500586013805,NO
0.09903633285584061,NO
0.2558275817163694,YES
0.34678994660763124,YES
0.14214090376351088,YES
0.3404740200546947,YES
0.0898554499283761,NO
0.05677822633155358,YES
0.08412553717932024,NO
0.61948170334679,YES
0.03190519598906108,YES
0.24905586664930326,NO
0.10326865477275689,NO
0.10105482484698529,NO
0.06381039197812216,NO
0.17280895949993488,YES
0.4688761557494466,YES
0.05528063549941399,NO
0.14201067847375962,NO
0.035616616746972266,NO
0.07142857142857142,NO
0.21272301080869907,NO
0.1350436254720667,NO
0.12143508269305903,NO
0.29059773407995837,YES
0.0670660242219039,NO
0.5790467508790208,YES
0.06061987237921605,NO
0.3762859747362938,YES
0.2553717932022399,NO
0.024677692407865607,NO
0.029886703997916396,NO
0.13517385076181795,NO
0.0444719364500586,NO
0.14513608542779008,NO
0.14363849459565048,NO
0.06973564266180493,NO
0.21643443156661024,NO
0.040044276598515435,NO
0.0967573902851934,NO
0.15496809480401097,NO
0.06687068628727698,NO
0.1072405261101706,NO
0.09317619481703347,NO
0.24742805052741243,NO
0.12729522073186614,NO
0.2284802708686027,YES
0.08086990493553849,NO
0.5742935278030994,YES
0.30212267222294575,NO
0.46796457872118763,NO
0.2655293658028389,NO
0.3912618830576899,NO
0.056908451621304854,NO
0.22555020184919913,NO
0.04668576637583019,NO
0.20106784737596042,NO
0.045969527282198205,NO
0.10248730303424926,YES
0.19872379216043756,YES
0.09369709597603855,YES
0.47095976038546694,YES
0.15880974085167343,NO
0.0685636150540435,YES
0.06211746321135565,NO
