NONETRACED_RFNONE_MULTI_VSM_SUM.csv,Associated
0.22692245946379838,NO
0.2616792422539734,NO
0.7248354471022638,YES
0.14279980735270512,NO
0.41788409054422865,YES
0.3201958580831594,NO
0.22138384973511002,NO
0.2802215443891476,NO
0.07561406325252851,NO
0.15821159094557716,NO
0.06814898057473111,NO
0.19136297961149468,NO
0.178279017498796,NO
0.09592229892438595,NO
0.8026167924225398,YES
0.7235511318028577,YES
0.625541820516937,YES
0.28864986354149946,YES
0.30727243538288657,NO
0.2211430406164714,YES
0.07071761117354311,NO
0.07119922941082037,NO
0.11847808637020389,NO
0.19834644405201482,YES
0.3571199229410821,YES
0.3076737839139509,YES
0.13108043024562532,YES
0.06317225878953282,NO
0.04061647134371489,NO
0.2464279980735271,YES
0.25686305988120084,NO
0.077219457376786,YES
0.1253010113982983,NO
0.21303580028897098,NO
0.326938513405041,NO
0.29515170974474236,NO
0.1649542462674587,NO
0.18036602986033076,YES
0.16150264890030505,NO
0.29900465564296036,YES
0.13019746347728367,NO
0.3015732862417724,YES
0.20476802054904483,NO
0.24947824690961634,NO
0.2672981216888746,NO
0.1070797880879756,NO
0.1977042864023118,YES
0.12184941403114467,NO
0.09857119922941082,YES
0.2742815861293948,NO
0.059961470541017824,NO
0.23944453363300697,NO
0.2650505699149141,NO
0.11631080430245626,NO
0.16045914271953768,NO
0.18903515813132127,NO
0.3722908974153155,NO
0.17667362337453846,NO
0.19192486755498478,YES
0.2927436185583561,NO
0.2126344517579066,YES
0.2023599293626586,NO
0.3000481618237278,NO
0.3559961470541019,NO
0.06702520468775083,NO
0.07641676031465724,NO
0.11735431048322363,NO
0.08147375180606839,NO
0.23743779097768505,NO
0.08757424947824692,NO
0.19914914111414356,YES
0.18839300048161825,YES
0.16078022154438915,YES
0.25766575694332966,YES
0.22531706533954088,NO
0.13316744260716007,YES
0.12305345962433777,NO
0.2850377267619201,NO
0.0996147054101782,NO
0.23615347567827905,NO
0.19015893401830156,NO
0.14753572001926474,NO
0.29547278856959386,NO
0.2521271472146412,NO
0.0697543746989886,NO
0.20067426553218817,NO
0.7007545352384011,YES
0.3568791138224435,NO
0.4605875742494783,YES
0.0989725477604752,NO
0.2678600096323648,NO
0.06012200995344357,NO
0.1639107400866913,NO
0.16286723390592392,NO
0.22933055065018465,NO
0.30518542302135176,NO
0.12128752608765452,NO
0.24249478246909617,NO
0.5975276930486435,YES
0.7222668165034517,YES
0.7981216888746188,YES
0.31184780863702044,YES
0.17916198426713761,NO
0.4796114946219297,YES
0.18686787606357363,NO
0.324369882806229,NO
0.053860972868839306,NO
0.19706212875260878,NO
0.22026007384812976,NO
0.4614705410178199,NO
0.17057312570235994,NO
0.23968534275164557,NO
0.16102103066302778,NO
0.36546797238722106,NO
0.6807673783913951,YES
0.1388665917482742,NO
0.3038208380157329,YES
0.3575212714721465,NO
0.22017980414191687,NO
0.40207095842029217,NO
0.07224273559158774,NO
0.25822764488681976,NO
0.06558034997591909,NO
0.23350457537325414,NO
0.15363621769144328,NO
0.1285920693530262,NO
0.7015572323005298,YES
0.7140793064697384,YES
0.5619682131963397,YES
0.21488200353186712,YES
0.1852624819393161,NO
0.20107561406325253,YES
0.08588858564777653,NO
0.09062449831433618,NO
0.04944613902713117,NO
0.09487879274361856,NO
0.30406164713437156,NO
0.5160539412425752,NO
0.18116872692245947,NO
0.05675068229250282,NO
0.06694493498153797,NO
0.12225076256220903,NO
0.83472467490769,YES
0.26561245785840426,NO
0.4534435703965324,YES
0.3226842189757586,NO
0.45352384010274527,NO
0.2847166479370686,NO
0.23687590303419492,NO
0.14745545031305188,NO
0.13854551292342274,NO
0.15869320918285443,NO
0.13677957938673946,NO
0.17017177717129559,NO
0.8166639910097929,YES
0.7469096163108043,YES
0.5572323005297801,YES
0.15724835447102264,YES
0.19080109166800452,NO
0.19505538609728693,YES
0.07962754856317227,NO
0.0859688553539894,NO
0.028335206293144975,NO
0.4251886338096003,YES
0.16318831273077544,YES
0.1468132926633489,YES
0.7745223952480333,YES
0.20380478407449032,NO
0.23816021833360093,NO
0.8482902552576659,YES
0.09439717450634132,NO
0.2962754856317226,YES
0.07713918767057312,NO
0.17924225397335047,NO
0.1844597848771874,NO
0.12650505699149142,NO
0.10467169690158934,NO
0.11197624016696099,YES
0.15066623856156688,NO
0.21440038529458982,YES
0.1630277733183497,NO
0.13830470380478407,YES
0.15837213035800293,NO
0.06437630438272596,NO
0.267057312570236,NO
0.08845721624658853,NO
0.3131321239364264,YES
0.21817306148659496,NO
0.1912827099052818,YES
0.16061968213196343,NO
0.1484186867876064,NO
0.465323486916038,YES
0.20532990849253496,NO
0.12337453844918929,NO
0.9360250441483384,YES
0.13878632204206134,NO
0.0801894365066624,NO
0.9833039011077219,YES
0.19361053138545517,NO
0.7692245946379836,YES
0.1388665917482742,NO
0.27821480173382573,NO
0.43385776208059085,NO
0.24482260394926958,NO
0.16150264890030508,NO
0.1839781666399101,NO
0.136458500561888,NO
0.3431529940600418,NO
0.14071279499117037,NO
0.20380478407449032,NO
0.16800449510354795,NO
0.2236314015090705,NO
0.4951838176272275,NO
0.15403756622250767,NO
0.6899983946058758,YES
0.3901910419007867,NO
0.37534114625140474,YES
0.18462032428961314,NO
0.04543265371648741,NO
0.2229089741531546,YES
0.5053780703162627,YES
0.2836731417563012,YES
0.42663348852143207,YES
0.13124096965805107,NO
0.11045111574891636,NO
0.610130036924065,YES
0.29137903355273725,NO
0.24963878632204206,YES
0.34491892759672504,NO
0.20605233584845078,NO
0.3421897575854873,NO
0.36522716326858246,NO
0.02873655482420935,NO
0.3930807513244502,YES
0.05169369080109168,NO
0.24899662867233907,YES
0.1064376304382726,NO
0.33030984106598177,YES
0.21664793706855037,NO
0.5629314496708944,NO
0.3240488039813775,NO
0.08484507946700916,NO
0.25140471985872537,YES
0.19754374698988605,NO
0.2875260876545192,YES
0.2599133087172901,NO
0.14031144646010596,NO
0.576577299727083,YES
0.1817306148659496,NO
0.12449831433616952,NO
0.8989404398779901,YES
0.408010916680045,NO
0.1229731899181249,NO
0.8861775565901429,YES
0.22411301974634779,NO
0.733022957135977,YES
0.10900626103708462,NO
0.2605554663669931,NO
0.1399903676352545,NO
0.11871889548884253,NO
0.17474715042542946,NO
0.19328945256060365,NO
0.17306148659495907,NO
0.3017338256541982,NO
0.11269866752287687,NO
0.22997270829988767,NO
0.25846845400545837,NO
0.17386418365708783,NO
0.4096163108043025,NO
0.16551613421094882,NO
0.5395729651629476,YES
0.4323326376625462,NO
0.5732059720661423,YES
0.05370043345641355,NO
0.006903194734307273,NO
0.0438272595922299,YES
0.182131963397014,YES
0.26914432493177076,YES
0.04238240488039815,YES
0.03941242575052176,NO
0.0,NO
0.08877829507144004,YES
0.10065821159094557,NO
0.026970621287526093,YES
0.16021833360089904,NO
0.2658532669770429,NO
0.1713758227644887,NO
0.15949590624498317,NO
0.0428640231176754,NO
0.14079306469738323,YES
0.04141916840584364,NO
0.1713758227644887,YES
0.14039171616631885,NO
0.12152833520629315,YES
0.044308877829507154,NO
0.057473109648418695,NO
0.048161823727725164,NO
0.060362819072082206,NO
0.046074811366190405,YES
0.022475517739605072,NO
0.059319312891314833,YES
0.5720019264729491,YES
0.0629314496708942,YES
0.283833681168727,NO
0.11639107400866913,NO
0.11727404077701077,NO
0.12907368759030344,NO
0.19232621608604916,YES
0.31265050569914915,YES
0.17707497190560284,NO
0.14930165355594802,NO
0.11390271311607,NO
0.23856156686466531,NO
0.2113501364585006,NO
0.15267298121688877,NO
0.2045272114304062,NO
0.11606999518381764,YES
0.0924707015572323,NO
0.483303901107722,YES
0.05313854551292344,NO
0.27187349494300855,YES
0.15885374859528018,NO
0.1623053459624338,NO
0.06654358645047359,NO
0.10122009953443573,NO
0.09592229892438595,NO
0.1668807192165677,NO
0.11253812811045112,NO
0.07208219617916198,NO
0.10764167603146572,NO
0.11831754695777814,NO
0.7360732059720663,YES
0.08476480976079628,YES
0.0886177556590143,YES
0.7921014609086532,YES
0.09391555626906406,NO
0.04647615989725478,NO
0.9999999999999999,YES
0.06742655321881522,NO
0.7202600738481298,YES
0.11775565901428801,NO
0.2925028094397175,NO
0.1500240809118639,NO
0.17868036602986034,NO
0.06758709263124098,NO
0.11470541017819876,YES
0.0862899341788409,NO
0.2491571680847649,YES
0.0821159094557714,NO
0.24650826777973994,YES
0.10073848129715846,NO
0.08380157328624178,NO
0.4916519505538611,NO
0.08661101300369241,NO
0.8482902552576659,YES
0.4031947343072725,NO
0.5966447262803019,YES
0.11879916519505539,NO
0.0301814095360411,NO
0.38360892599133095,YES
0.20998555145288172,YES
0.16928881040295393,YES
0.24634772836731417,YES
0.16808476480976084,NO
0.3505378070316263,NO
0.46853427516455287,YES
0.2157649703002087,NO
0.27484347407288495,YES
0.0794670091507465,NO
0.23912345480815544,NO
0.1497030020870124,NO
0.16423181891154282,NO
0.06822925028094397,NO
0.11414352223470862,YES
0.1432011558837695,NO
0.4309680526569273,YES
0.1661582918606518,NO
0.1746668807192166,YES
0.2356718574410018,NO
0.18847327018783114,NO
0.29747953122491577,NO
0.09825012040455933,NO
0.32436988280622897,YES
0.19609889227805427,NO
0.19577781345320278,YES
0.09985551452881684,NO
0.08034997591908814,NO
0.46251404719858735,YES
0.13043827259592233,YES
0.22459463798362497,YES
0.7143201155883769,YES
0.19039974313694014,NO
0.1464119441322845,NO
0.8086370203885056,YES
0.12875260876545194,NO
0.3293466045914273,YES
0.08219617916198427,NO
0.25565901428800775,NO
0.10948787927436186,NO
0.04262321399903677,NO
0.16342912184941405,NO
0.16728206774763207,YES
0.16672017980414194,NO
0.3230052978006101,YES
0.15853266977042868,NO
0.2501204045593194,YES
0.3336008990207096,NO
0.09656445657408894,NO
0.2906566061968214,NO
0.12979611494621934,NO
0.3896291539572965,YES
0.38216407127949914,NO
0.27147214641194417,YES
0.1373414673302296,NO
0.06694493498153797,NO
0.6578905121207257,YES
0.27235511318028577,YES
0.06959383528656285,YES
0.7981216888746188,YES
0.09359447744421256,NO
0.0447904960667844,NO
0.9175630117193773,YES
0.07264408412265211,NO
0.6908010916680046,YES
0.11093273398619363,NO
0.24570557071761118,NO
0.10956814898057472,NO
0.12835126023438756,NO
0.07617595119601862,NO
0.10699951838176273,YES
0.08171456092470701,NO
0.24626745866110133,YES
0.051452881682453044,NO
0.25276930486434424,YES
0.18293466045914278,NO
0.09752769304864345,NO
0.5247230695135656,NO
0.08002889709423663,NO
0.8124899662867235,YES
0.5595601220099535,NO
0.6473751806068391,YES
0.08452400064215765,NO
0.08885856477765292,NO
0.074650826777974,YES
0.3586450473591267,YES
0.25309038368919573,YES
0.16407127949911707,YES
0.08364103387381602,NO
0.04462995665435865,NO
0.1716969015893402,YES
0.2868036602986033,NO
0.08251725798683578,YES
0.1220099534435704,NO
0.28816824530422225,NO
0.4280783432332638,NO
0.323085567506823,NO
0.2327821480173383,NO
0.24626745866110133,YES
0.21271472146411946,NO
0.260635736073206,YES
0.12923422700272919,NO
0.2933857762080591,YES
0.13710065821159095,NO
0.17779739926151875,NO
0.2338256541981057,NO
0.146090865307433,NO
0.14625140471985876,YES
0.08733344035960829,NO
0.0970460748113662,YES
0.08853748595280142,NO
0.10691924867554986,NO
0.25220741692085413,YES
0.5447904960667844,YES
0.35527371969818594,YES
0.264488681971424,YES
0.07087815058596886,NO
0.055707176111735444,NO
0.24233424305667045,YES
0.15556269064055228,NO
0.2762080590785038,YES
0.10788248515010437,NO
0.11639107400866915,NO
0.1314817787766897,NO
0.04848290255257666,NO
0.16270669449349817,NO
0.259993578423503,YES
0.13437148820035322,NO
0.6124578584042383,YES
0.11992294108203565,NO
0.585647776529138,YES
0.13477283673141757,NO
0.15756943329587417,NO
0.24779258307914598,NO
0.14849895649381925,NO
0.21520308235671864,YES
0.1765933536683256,NO
0.24458179483063097,YES
0.288328784716648,NO
0.02375983303901108,NO
0.11903997431369402,NO
0.32188152191362984,NO
0.0463958901910419,NO
0.15724835447102264,NO
0.1577299727082999,NO
0.027050890993738967,NO
0.3527050890993739,NO
0.11181570075453523,NO
0.30398137742815867,NO
0.08460427034837052,NO
0.5961631080430246,YES
0.519344999197303,YES
0.41258628993417895,YES
0.0616471343714882,NO
0.16158291860651794,NO
0.1765130839621127,NO
0.042783753411462525,NO
0.22098250120404564,NO
0.07802215443891475,NO
0.037325413388987004,NO
0.06798844116230535,NO
0.07352705089099375,NO
0.06766736233745385,NO
0.22371167121528338,NO
0.0516134210948788,NO
0.36177556590142884,NO
0.1477765291379034,YES
0.30438272595922305,YES
0.2371167121528336,NO
0.1408733344035961,NO
0.07352705089099375,NO
0.05819553700433457,NO
0.3766254615508108,YES
0.14857922620003214,YES
0.06983464440520147,NO
0.1461711350136459,NO
0.03491732220260074,NO
0.14336169529619525,NO
0.277973992615187,NO
0.1289131481778777,NO
0.15764970300208703,NO
0.3112056509873174,YES
0.04005458340022476,NO
0.23414673302295716,YES
0.02713116069995184,NO
0.4043185101942528,YES
0.06253010113982983,NO
0.09351420773799968,NO
0.04174024723069514,NO
0.1489805747310965,NO
0.06822925028094397,NO
0.10507304543265371,NO
0.058034997591908825,NO
0.07994862738802376,NO
0.025525766575694338,NO
0.002648900305024883,NO
0.20107561406325258,YES
0.6171135013645851,YES
0.29547278856959386,YES
0.3689195697543748,YES
0.09632364745545031,NO
0.0032910579547278853,NO
0.19272756461711354,YES
0.20155723230052983,NO
0.13573607320597209,YES
0.11221704928559963,NO
0.15885374859528018,NO
0.2109487879274362,NO
0.2012361534756783,NO
0.02456253010113984,NO
0.2508428319152352,YES
0.024080911863862582,NO
0.637180927917804,YES
0.08356076416760315,NO
0.3795954406806872,YES
0.02632846363782309,NO
0.11952159255097126,NO
0.13083962112698672,NO
0.022074169208540696,NO
0.10924707015572324,YES
0.05699149141114144,NO
0.08195537004334565,YES
0.6710547439396373,YES
0.013324771231337294,YES
0.27893722908974156,NO
0.12497993257344679,NO
0.16118157007545356,NO
0.07802215443891475,NO
0.2859206935302617,YES
0.5768181088457216,YES
0.08131321239364264,NO
0.08982180125220743,NO
0.23856156686466531,NO
0.07705891796436026,NO
0.18807192165676678,NO
0.21472146411944135,NO
0.2184941403114465,NO
0.26007384812971585,YES
0.0616471343714882,NO
0.6777973992615188,YES
0.01597367153636218,NO
0.2977203403435544,YES
0.03925188633809601,NO
0.05000802697062129,NO
0.061165516134210944,NO
0.17402472306951358,NO
0.05040937550168567,NO
0.1623053459624338,NO
0.15492053299084926,NO
0.07344678118478086,NO
0.15572323005297803,NO
0.045031305185423025,NO
0.07168084764809761,NO
0.1661582918606518,NO
0.09174827420131643,NO
0.09054422860812329,NO
0.08018943650666238,NO
0.110049767217852,NO
0.16238561566864668,NO
0.28262963557553383,YES
0.22852785358805588,NO
0.19786482581473752,YES
0.24177235511318038,NO
0.3958901910419008,NO
0.2814255899823407,NO
0.1778776689677316,NO
0.10314657248354472,NO
0.28576015411783595,NO
0.10716005779418848,NO
0.1905602825493659,NO
0.1301171937710708,NO
0.3795954406806872,YES
0.34724674907689845,YES
0.15917482742013167,YES
0.2832717932252369,YES
0.11879916519505539,NO
0.06999518381762722,YES
0.09568148980574732,NO
0.803820838015733,YES
0.11157489163589664,YES
0.28295071440038533,NO
0.11928078343233266,NO
0.08444373093594477,NO
0.05458340022475518,NO
0.1648739765612458,YES
0.5940760956814899,YES
0.07617595119601862,NO
0.10282549365869322,NO
0.04390752929844278,NO
0.08002889709423663,NO
0.1980253652271633,NO
0.14239845882164073,NO
0.1497030020870124,NO
0.2217851982661744,YES
0.05859688553539894,NO
0.7058115267298123,YES
0.026569272756461718,NO
0.4076898378551935,YES
0.2746829346604592,NO
0.030422218654679728,NO
0.028816824530422218,NO
0.15861293947664157,NO
0.046797238722106275,NO
0.13075935142077383,NO
0.08075132445015251,NO
0.06188794349012682,NO
0.16246588537485956,NO
0.04133889869963076,NO
0.11125381281104513,NO
0.1749879595440681,NO
0.08243698828062289,NO
0.13220420613260556,NO
0.11486594959062452,NO
0.2488360892599133,NO
0.23719698185904645,NO
0.20139669288810405,YES
0.09969497511639108,NO
0.4591427195376465,YES
0.26007384812971585,NO
0.6330871729009473,NO
0.35142077379996794,NO
0.1291539572965163,NO
0.07015572323005298,NO
0.19778455610852466,NO
0.06558034997591909,NO
0.28800770589179653,NO
0.056670412586289944,NO
0.11831754695777814,YES
0.13260555466366994,YES
0.09142719537646493,YES
0.3799165195055386,YES
0.17169690158934023,NO
0.10057794188473271,YES
0.076577299727083,NO
