LOWERTRACED_MAX_SINGLE_LSA_MAX.csv,Associated
0.6786980341604898,NO
1.0,NO
1.0,NO
0.4786765495756795,NO
0.3272102266623697,NO
0.3272102266623697,NO
0.4786765495756795,NO
1.0,NO
1.0,NO
0.4786765495756795,NO
0.5322805886776238,YES
0.4786765495756795,NO
0.5322805886776238,YES
0.26469008486411,NO
0.26469008486411,NO
0.26469008486411,NO
1.0,NO
0.3272102266623697,NO
1.0,NO
0.3272102266623697,NO
1.0,NO
0.3272102266623697,NO
0.5322805886776238,YES
0.5322805886776238,YES
0.5322805886776238,YES
0.5322805886776238,YES
0.4786765495756795,NO
0.5322805886776238,YES
0.4786765495756795,NO
0.4452680201955097,NO
0.4452680201955097,NO
0.4986572134493501,NO
1.0,NO
1.0,NO
0.4986572134493501,NO
0.4452680201955097,NO
0.4452680201955097,NO
0.4986572134493501,NO
0.7044795359329681,YES
0.4986572134493501,NO
0.7044795359329681,YES
0.3099151358899989,NO
0.3099151358899989,NO
0.3099151358899989,NO
0.4452680201955097,NO
1.0,NO
0.4452680201955097,NO
1.0,NO
0.4452680201955097,NO
1.0,NO
0.7044795359329681,YES
0.7044795359329681,YES
0.7044795359329681,YES
0.7044795359329681,YES
0.4986572134493501,NO
0.7044795359329681,YES
0.4986572134493501,NO
0.7251047373509507,NO
0.7251047373509507,NO
0.6774089590718659,NO
0.6774089590718659,NO
0.6774089590718659,NO
0.6774089590718659,NO
0.7251047373509507,NO
0.7251047373509507,NO
0.6774089590718659,NO
1.0,YES
0.6774089590718659,NO
1.0,YES
0.5851326673112042,NO
0.5851326673112042,NO
0.5851326673112042,NO
0.7251047373509507,NO
0.6774089590718659,NO
0.7251047373509507,NO
0.6774089590718659,NO
0.7251047373509507,NO
0.6774089590718659,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.6774089590718659,NO
1.0,YES
0.6774089590718659,NO
0.4480610162208616,NO
0.4480610162208616,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4480610162208616,NO
0.4480610162208616,NO
1.0,YES
0.2964872703834999,NO
1.0,YES
0.2964872703834999,NO
0.5339993554624557,NO
0.5339993554624557,NO
0.5339993554624557,NO
0.4480610162208616,NO
1.0,YES
0.4480610162208616,NO
1.0,YES
0.4480610162208616,NO
1.0,YES
0.2964872703834999,NO
0.2964872703834999,NO
0.3025,NO
0.2964872703834999,NO
1.0,YES
0.2964872703834999,NO
1.0,YES
0.9429584273283916,NO
0.9429584273283916,NO
1.0,YES
0.6143517026533463,NO
0.6143517026533463,NO
1.0,YES
0.9429584273283916,NO
0.9429584273283916,NO
1.0,YES
0.19142765066065096,NO
1.0,YES
0.19142765066065096,NO
0.6533462240842196,NO
0.6533462240842196,NO
0.6533462240842196,NO
0.9429584273283916,NO
0.6143517026533463,NO
0.9429584273283916,NO
0.6143517026533463,NO
0.9429584273283916,NO
0.6143517026533463,NO
0.1991,NO
0.19142765066065096,NO
0.3767,NO
0.1917,NO
1.0,YES
0.3359,NO
1.0,YES
0.2916532388011602,NO
0.2916532388011602,NO
1.0,YES
0.8450961435170266,YES
0.8450961435170266,YES
1.0,YES
0.2916532388011602,NO
0.2916532388011602,NO
1.0,YES
0.6518423031474916,NO
1.0,YES
0.6518423031474916,NO
0.2365,NO
0.2061,NO
0.2048,NO
0.2916532388011602,NO
0.8450961435170266,YES
0.2916532388011602,NO
0.8450961435170266,YES
0.2916532388011602,NO
0.8450961435170266,YES
0.6518423031474916,NO
0.6518423031474916,NO
0.6518423031474916,NO
0.6518423031474916,NO
1.0,YES
0.6518423031474916,NO
1.0,YES
1.0,NO
1.0,NO
0.8806531313782361,YES
0.5365775056397035,NO
0.5365775056397035,NO
0.8806531313782361,YES
1.0,NO
1.0,NO
0.8806531313782361,YES
0.2485766462563111,NO
0.8806531313782361,YES
0.2485766462563111,NO
0.5047803201203137,NO
0.5047803201203137,NO
0.5047803201203137,NO
1.0,NO
0.5365775056397035,NO
1.0,NO
0.5365775056397035,NO
1.0,NO
0.5365775056397035,NO
0.2485766462563111,NO
0.2485766462563111,NO
0.3901,NO
0.2485766462563111,NO
0.8806531313782361,YES
0.3584,NO
0.8806531313782361,YES
0.2088301643570738,NO
0.2088301643570738,NO
0.7790310452250511,YES
0.6814910301858417,YES
0.6814910301858417,YES
0.7790310452250511,YES
0.2088301643570738,NO
0.2088301643570738,NO
0.7790310452250511,YES
1.0,NO
0.7790310452250511,YES
1.0,NO
0.171,NO
0.1733,NO
0.1785,NO
0.2088301643570738,NO
0.6814910301858417,YES
0.2088301643570738,NO
0.6814910301858417,YES
0.2088301643570738,NO
0.6814910301858417,YES
1.0,NO
1.0,NO
1.0,NO
1.0,NO
0.7790310452250511,YES
1.0,NO
0.7790310452250511,YES
0.3024,YES
0.1633902674830809,YES
1.0,NO
1.0,NO
1.0,NO
1.0,NO
0.2394,YES
0.3693,YES
1.0,NO
0.2971318079278118,NO
1.0,NO
0.2971318079278118,NO
0.2131,NO
0.16,NO
0.1446,NO
0.1633902674830809,YES
1.0,NO
0.2419,YES
1.0,NO
0.2985,YES
1.0,NO
0.2971318079278118,NO
0.2971318079278118,NO
0.2971318079278118,NO
0.2971318079278118,NO
1.0,NO
0.2971318079278118,NO
1.0,NO
1.0,NO
1.0,NO
0.9540229885057472,YES
0.6911590933505211,YES
0.6911590933505211,YES
0.9540229885057472,YES
1.0,NO
1.0,NO
0.9540229885057472,YES
0.18090020410355567,NO
0.9540229885057472,YES
0.18090020410355567,NO
0.7280051563003546,NO
0.7280051563003546,NO
0.7280051563003546,NO
1.0,NO
0.6911590933505211,YES
1.0,NO
0.6911590933505211,YES
1.0,NO
0.6911590933505211,YES
0.18090020410355567,NO
0.18090020410355567,NO
0.3023,NO
0.18090020410355567,NO
0.9540229885057472,YES
0.2621,NO
0.9540229885057472,YES
0.4919969921581265,NO
0.4919969921581265,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4919969921581265,NO
0.4919969921581265,NO
1.0,YES
0.19615425931893865,NO
1.0,YES
0.19615425931893865,NO
0.4933934901708025,NO
0.4933934901708025,NO
0.4933934901708025,NO
0.4919969921581265,NO
1.0,YES
0.4919969921581265,NO
1.0,YES
0.4919969921581265,NO
1.0,YES
0.2134,NO
0.19615425931893865,NO
0.3004,NO
0.19615425931893865,NO
1.0,YES
0.2341,NO
1.0,YES
0.9952733913417124,NO
0.9952733913417124,NO
1.0,YES
0.9662692018476744,YES
0.9662692018476744,YES
1.0,YES
0.9952733913417124,NO
0.9952733913417124,NO
1.0,YES
0.3128155548394027,NO
1.0,YES
0.3128155548394027,NO
0.4854441937909551,NO
0.4854441937909551,NO
0.4854441937909551,NO
0.9952733913417124,NO
0.9662692018476744,YES
0.9952733913417124,NO
0.9662692018476744,YES
0.9952733913417124,NO
0.9662692018476744,YES
0.3128155548394027,NO
0.3128155548394027,NO
0.3619,NO
0.3128155548394027,NO
1.0,YES
0.3259,NO
1.0,YES
1.0,NO
1.0,NO
0.8850574712643678,YES
0.5714899559566011,YES
0.5714899559566011,YES
0.8850574712643678,YES
1.0,NO
1.0,NO
0.8850574712643678,YES
0.17509936620474809,NO
0.8850574712643678,YES
0.17509936620474809,NO
0.6037168331721989,NO
0.6037168331721989,NO
0.6037168331721989,NO
1.0,NO
0.5714899559566011,YES
1.0,NO
0.5714899559566011,YES
1.0,NO
0.5714899559566011,YES
0.17509936620474809,NO
0.17509936620474809,NO
0.3135,NO
0.17509936620474809,NO
0.8850574712643678,YES
0.2369,NO
0.8850574712643678,YES
0.3630894832957353,NO
0.3630894832957353,NO
0.8514340960360941,YES
0.6982490063379525,YES
0.6982490063379525,YES
0.8514340960360941,YES
0.3630894832957353,NO
0.3630894832957353,NO
0.8514340960360941,YES
1.0,NO
0.8514340960360941,YES
1.0,NO
0.2892899344720163,NO
0.2892899344720163,NO
0.2892899344720163,NO
0.3630894832957353,NO
0.6982490063379525,YES
0.3630894832957353,NO
0.6982490063379525,YES
0.3630894832957353,NO
0.6982490063379525,YES
1.0,NO
1.0,NO
1.0,NO
1.0,NO
0.8514340960360941,YES
1.0,NO
0.8514340960360941,YES
0.9149210441508218,NO
0.9149210441508218,NO
1.0,YES
0.5905038135138039,YES
0.5905038135138039,YES
1.0,YES
0.9149210441508218,NO
0.9149210441508218,NO
1.0,YES
0.7869803416048985,NO
1.0,YES
0.7869803416048985,NO
0.2475024170157912,NO
0.2475024170157912,NO
0.2475024170157912,NO
0.9149210441508218,NO
0.5905038135138039,YES
0.9149210441508218,NO
0.5905038135138039,YES
0.9149210441508218,NO
0.5905038135138039,YES
0.7869803416048985,NO
0.7869803416048985,NO
0.7869803416048985,NO
0.7869803416048985,NO
1.0,YES
0.7869803416048985,NO
1.0,YES
0.6202599634762058,NO
0.6202599634762058,NO
1.0,NO
1.0,NO
1.0,NO
1.0,NO
0.6202599634762058,NO
0.6202599634762058,NO
1.0,NO
0.765603179718552,NO
1.0,NO
0.765603179718552,NO
0.9815232570630572,YES
0.9815232570630572,YES
0.9815232570630572,YES
0.6202599634762058,NO
1.0,NO
0.6202599634762058,NO
1.0,NO
0.6202599634762058,NO
1.0,NO
0.765603179718552,NO
0.765603179718552,NO
0.765603179718552,NO
0.765603179718552,NO
1.0,NO
0.765603179718552,NO
1.0,NO
0.27886991083897306,YES
0.289,YES
1.0,NO
1.0,NO
1.0,NO
1.0,NO
0.32899999999999996,YES
0.27886991083897306,YES
1.0,NO
0.4727682887528198,NO
1.0,NO
0.4727682887528198,NO
0.22064668600279305,NO
0.22064668600279305,NO
0.22064668600279305,NO
0.3075,YES
1.0,NO
0.27886991083897306,YES
1.0,NO
0.3735,YES
1.0,NO
0.4727682887528198,NO
0.4727682887528198,NO
0.4727682887528198,NO
0.4727682887528198,NO
1.0,NO
0.4727682887528198,NO
1.0,NO
0.0416,NO
0.014287248898915028,NO
1.0,YES
0.6675260500590826,YES
0.6675260500590826,YES
1.0,YES
0.0498,NO
0.014287248898915028,NO
1.0,YES
0.8998818347835429,NO
1.0,YES
0.8998818347835429,NO
0.40380277151144056,NO
0.40380277151144056,NO
0.40380277151144056,NO
0.0204,NO
0.6675260500590826,YES
0.0198,NO
0.6675260500590826,YES
0.1039,NO
0.6675260500590826,YES
0.8998818347835429,NO
0.8998818347835429,NO
0.8998818347835429,NO
0.8998818347835429,NO
1.0,YES
0.8998818347835429,NO
1.0,YES
0.3458,YES
0.2759694918895693,YES
1.0,NO
1.0,NO
1.0,NO
1.0,NO
0.2759694918895693,YES
0.4184,YES
1.0,NO
0.3665270168653991,NO
1.0,NO
0.3665270168653991,NO
0.1741,NO
0.1373,NO
0.132,NO
0.2759694918895693,YES
1.0,NO
0.3242,YES
1.0,NO
0.3407,YES
1.0,NO
0.3665270168653991,NO
0.3665270168653991,NO
0.3665270168653991,NO
0.3665270168653991,NO
1.0,NO
0.3665270168653991,NO
1.0,NO
0.4678268342464282,NO
0.4678268342464282,NO
0.8913954237834354,NO
0.719841014072403,NO
0.719841014072403,NO
0.8913954237834354,NO
0.4678268342464282,NO
0.4678268342464282,NO
0.8913954237834354,NO
1.0,YES
0.8913954237834354,NO
1.0,YES
0.4754538618541198,NO
0.4754538618541198,NO
0.4754538618541198,NO
0.4678268342464282,NO
0.719841014072403,NO
0.4678268342464282,NO
0.719841014072403,NO
0.4678268342464282,NO
0.719841014072403,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.8913954237834354,NO
1.0,YES
0.8913954237834354,NO
0.5222902567407885,YES
0.5222902567407885,YES
1.0,NO
1.0,NO
1.0,NO
1.0,NO
0.5222902567407885,YES
0.5222902567407885,YES
1.0,NO
0.470834676119884,NO
1.0,NO
0.470834676119884,NO
0.1665,NO
0.1472,NO
0.1463,NO
0.5222902567407885,YES
1.0,NO
0.5222902567407885,YES
1.0,NO
0.5222902567407885,YES
1.0,NO
0.470834676119884,NO
0.470834676119884,NO
0.470834676119884,NO
0.470834676119884,NO
1.0,NO
0.470834676119884,NO
1.0,NO
0.4272209689547749,NO
0.4272209689547749,NO
0.8052422386937372,NO
1.0,NO
1.0,NO
0.8052422386937372,NO
0.4272209689547749,NO
0.4272209689547749,NO
0.8052422386937372,NO
0.7001826189708884,YES
0.8052422386937372,NO
0.7001826189708884,YES
0.6629068643248469,NO
0.6629068643248469,NO
0.6629068643248469,NO
0.4272209689547749,NO
1.0,NO
0.4272209689547749,NO
1.0,NO
0.4272209689547749,NO
1.0,NO
0.7001826189708884,YES
0.7001826189708884,YES
0.7001826189708884,YES
0.7001826189708884,YES
0.8052422386937372,NO
0.7001826189708884,YES
0.8052422386937372,NO
