LOWERTRACED_RFUNDER_SINGLE_VSM_SUM.csv,Associated
0.1051513200257566,NO
0.05499034127495172,NO
0.0815196394075982,NO
0.05080489375402447,NO
0.1410817772054089,NO
0.12813908564069545,NO
0.12730199613651,NO
0.7614294913071474,YES
0.053380553766902775,NO
0.6904700579523504,YES
0.01371538956857695,NO
0.8359948486799743,YES
0.019832582099162912,NO
0.07424339987121699,NO
0.05228589826142949,NO
0.06967160334835802,NO
0.06149388280746942,NO
0.13541532517707663,NO
0.08068254990341275,NO
0.07920154539600772,NO
0.0403090792015454,NO
0.009401159047005798,NO
0.0840952994204765,YES
0.8467482292337412,YES
0.8202833226014167,YES
0.0857694784288474,YES
0.04687701223438507,NO
0.0020605280103026405,NO
0.1291049581455248,YES
0.08351577591757889,NO
0.07900837089504185,YES
0.08660656793303284,NO
0.13309723116548616,NO
0.11822279459111397,NO
0.11822279459111397,NO
0.03052157115260786,NO
0.780424983902125,YES
0.029491307147456534,NO
0.8635544108177721,YES
0.08493238892466194,NO
0.7953638119768192,YES
0.027301996136509986,NO
0.0372826786864134,NO
0.08634900193174501,NO
0.02549903412749517,NO
0.10412105602060528,YES
0.0557630392788152,NO
0.08016741790083709,YES
0.09311010946555055,NO
0.04082421120412106,NO
0.12086284610431423,NO
0.15994848679974244,NO
0.12099162910495813,NO
0.10321957501609788,NO
0.10212491951062459,NO
0.0725692208628461,NO
0.0875724404378622,NO
0.8969735994848681,YES
0.09523502897617515,NO
0.8245975531229878,YES
0.12163554410817772,NO
0.10676110753380555,NO
0.10244687701223439,NO
0.02846104314230522,NO
0.08828074694140374,NO
0.028911783644558924,NO
0.06336123631680618,NO
0.12369607211848037,NO
0.07694784288473921,NO
0.8885383129426916,YES
0.8701867353509337,YES
0.8173213135866066,YES
0.8239536381197683,YES
0.13702511268512557,NO
0.7504829362524147,YES
0.056728911783644566,NO
0.057115260785576306,NO
0.04352865421764327,NO
0.6227301996136511,YES
0.8660012878300065,YES
0.794140373470702,YES
0.6396007726980039,YES
0.050676110753380556,NO
0.0325820991629105,NO
0.6870573084352866,YES
0.16097875080489377,NO
0.6221506761107534,YES
0.08763683193818417,NO
0.13869929169349648,NO
0.1592401802962009,NO
0.14661944623309725,NO
0.08725048293625243,NO
0.775724404378622,YES
0.08448164842240824,NO
0.8000643915003219,YES
0.08512556342562781,NO
0.795685769478429,YES
0.1256278171281391,NO
0.13573728267868643,NO
0.1371538956857695,NO
0.06014166130070831,NO
0.6479716677398584,YES
0.06555054732775274,NO
0.6392788151963941,YES
0.08480360592401802,NO
0.04166130070830651,NO
0.147005795235029,NO
0.11603348358016742,NO
0.09330328396651642,NO
0.1222794591113973,NO
0.10012878300064391,NO
0.09259497746297488,NO
0.12240824211204122,NO
0.7656793303283967,YES
0.12537025112685127,NO
0.7951706374758531,YES
0.15589182227945914,NO
0.12479072762395364,NO
0.12459755312298777,NO
0.02801030264005152,NO
0.06130070830650355,NO
0.029748873148744366,NO
0.06535737282678686,NO
0.1389568576947843,NO
0.05737282678686414,NO
0.7585962652929813,YES
0.7306503541532519,YES
0.7600128783000644,YES
0.8377334191886672,YES
0.14855119124275598,NO
0.7443013522215067,YES
0.0793947198969736,NO
0.054797166773985835,NO
0.07990985189954926,NO
0.13792659368963298,NO
0.12034771410173857,NO
0.08615582743077914,NO
0.12755956213779782,NO
0.07990985189954926,NO
0.05595621377978107,NO
0.13522215067611076,NO
0.8583386992916935,YES
0.14462330972311657,NO
0.7493882807469414,YES
0.0793947198969736,NO
0.04101738570508693,NO
0.03535093367675467,NO
0.12504829362524147,NO
0.07913715389568578,NO
0.10025756600128784,NO
0.19330328396651644,NO
0.07797810688989053,NO
0.17520927237604636,NO
0.8978750804893754,YES
0.8498390212491952,YES
0.9557630392788152,YES
0.7524146812620733,YES
0.11796522858982615,NO
0.8097231165486157,YES
0.10482936252414682,NO
0.08634900193174501,NO
0.043206696716033485,NO
0.11944623309723117,NO
0.14449452672247265,NO
0.1254990341274952,NO
0.11107533805537669,NO
0.10212491951062459,NO
0.071216999356085,NO
0.10643915003219576,NO
0.8680618158403091,YES
0.11139729555698648,NO
0.7717321313586607,YES
0.13869929169349648,NO
0.12511268512556345,NO
0.12292337411461686,NO
0.025756600128783003,NO
0.08480360592401802,NO
0.026851255634256277,NO
0.07141017385705087,NO
0.11680618158403092,NO
0.08383773341918868,NO
0.8976175144880876,YES
0.8625885383129427,YES
0.8178364455891823,YES
0.8098518995492596,YES
0.13573728267868643,NO
0.766580811332904,YES
0.06889890534449453,NO
0.04050225370251127,NO
0.03966516419832583,NO
0.06323245331616227,NO
0.17952350289761754,NO
0.08557630392788151,NO
0.04874436574372184,NO
0.032646490663232455,NO
0.027945911139729558,NO
0.08518995492594977,NO
0.9207340631036703,YES
0.03277527366387637,NO
0.7887314874436574,YES
0.13007083065035416,NO
0.12556342562781717,NO
0.12537025112685127,NO
0.04835801674179009,NO
0.06033483580167418,NO
0.046748229233741154,NO
0.056471345782356734,NO
0.10328396651641983,NO
0.09143593045717965,NO
0.8547327752736639,YES
0.8502897617514489,YES
0.8397939471989698,YES
0.7185447520927237,YES
0.08222794591113974,NO
0.7102382485511913,YES
0.0574372182871861,NO
0.06252414681262072,NO
0.022730199613651,NO
0.9656793303283967,YES
0.08583386992916936,YES
0.07269800386349003,YES
0.8209272376046362,YES
0.13773341918866713,NO
0.06226658081133291,NO
0.8479072762395364,YES
0.05640695428203477,NO
0.8493882807469414,YES
0.06188023180940116,NO
0.13090792015453961,NO
0.0900193174500966,NO
0.08860270444301352,NO
0.05177076625885384,NO
0.05763039278815197,YES
0.05003219575016098,NO
0.1462330972311655,YES
0.13077913715389572,NO
0.07875080489375402,YES
0.07553122987765615,NO
0.04520283322601417,NO
0.18847392144236963,NO
0.07095943335479717,NO
0.8564713457823568,YES
0.15569864777849327,NO
0.7716033483580168,YES
0.10952994204764971,NO
0.09330328396651642,NO
0.8690920798454604,YES
0.13251770766258855,NO
0.09253058596265293,NO
0.9054088860270444,YES
0.11133290405666452,NO
0.06432710882163555,NO
0.9884095299420477,YES
0.116677398583387,NO
0.919703799098519,YES
0.09207984546039923,NO
0.33264649066323243,NO
0.328718609143593,NO
0.29298132646490666,NO
0.1037990985189955,NO
0.1347070186735351,NO
0.08370895041854476,NO
0.23019961365099811,NO
0.0871216999356085,NO
0.1634900193174501,NO
0.12189311010946556,NO
0.10856406954282036,NO
0.2362524146812621,NO
0.11712813908564071,NO
0.8819059884095299,YES
0.20998068254990343,NO
0.822665808113329,YES
0.045074050225370255,NO
0.0171281390856407,NO
0.7969735994848681,YES
0.8110753380553768,YES
0.7748873148744366,YES
0.7801030264005152,YES
0.07308435286542177,NO
0.024211204121056023,NO
0.8178364455891823,YES
0.28525434642627173,NO
0.8055376690276883,YES
0.20585962652929818,NO
0.14597553122987766,NO
0.1264005151320026,NO
0.12556342562781717,NO
0.02305215711526079,NO
0.7467482292337412,YES
0.022150676110753387,NO
0.8050225370251127,YES
0.07250482936252414,NO
0.7543464262717322,YES
0.2896973599484868,NO
0.27128139085640696,NO
0.3243399871216999,NO
0.2097231165486156,NO
0.7940759819703799,YES
0.26149388280746944,NO
0.765099806825499,YES
0.09903412749517064,NO
0.09967804249839021,NO
0.8875080489375403,YES
0.10714745653573728,NO
0.09987121699935608,NO
0.9078557630392788,YES
0.10193174500965872,NO
0.09220862846104314,NO
0.9426915647134578,YES
0.0960721184803606,NO
0.9550547327752736,YES
0.0874436574372183,NO
0.13818415969092082,NO
0.09298132646490663,NO
0.0759175788795879,NO
0.10798454603992273,NO
0.12929813264649068,NO
0.10019317450096586,NO
0.22273019961365104,NO
0.05177076625885384,NO
0.165164198325821,NO
0.1365099806825499,NO
0.1072762395363812,NO
0.2448808757244044,NO
0.1327752736638764,NO
0.8964584674822925,YES
0.22446877012234387,NO
0.8461687057308436,YES
0.02376046361880232,NO
0.005537669027688346,NO
0.27340631036703156,YES
0.7578235672891179,YES
0.7117192530585963,YES
0.27224726336123634,YES
0.018737926593689634,NO
0.0,NO
0.31590470057952347,YES
0.0678686413393432,NO
0.2663232453316162,YES
0.05769478428847393,NO
0.11023824855119126,NO
0.11171925305859629,NO
0.11506761107533806,NO
0.034385061171925316,NO
0.7375402446877013,YES
0.03322601416613007,NO
0.7298776561493883,YES
0.08042498390212491,NO
0.70920798454604,YES
0.0033483580167417903,NO
0.03966516419832583,NO
0.038634900193174504,NO
0.016226658081133296,NO
0.2816484224082421,YES
0.018029620090148104,NO
0.27939471989697356,YES
0.8323245331616227,YES
0.6686413393432067,YES
0.22768834513844174,NO
0.09336767546683837,NO
0.08763683193818417,NO
0.09066323245331617,NO
0.7917578879587895,YES
0.8754024468770123,YES
0.0840952994204765,NO
0.04249839021249196,NO
0.09137153895685769,NO
0.036831938184159696,NO
0.13090792015453961,NO
0.09671603348358017,NO
0.08679974243399871,NO
0.6919510624597554,YES
0.054861558274307796,NO
0.7933676754668384,YES
0.010431423052157118,NO
0.8298132646490664,YES
0.017965228589826143,NO
0.059368963296844816,NO
0.053380553766902775,NO
0.07475853187379267,NO
0.07050869285254346,NO
0.13386992916934967,NO
0.09027688345138442,NO
0.05782356728911784,NO
0.048760080494064884,NO
0.038006699940297976,NO
0.8351577591757888,YES
0.06799742433998712,YES
0.04533161622665808,YES
0.8414681262073407,YES
0.05062743400340165,NO
0.03832865744190776,NO
0.9889246619446233,YES
0.0540888602704443,NO
0.880424983902125,YES
0.042949130714745654,NO
0.18956857694784293,NO
0.11390856406954282,NO
0.12401802962009016,NO
0.048824471994386845,NO
0.06625885383129426,YES
0.04451024147281568,NO
0.18699291693496461,YES
0.04760103348826965,NO
0.1204764971023825,YES
0.08081133290405666,NO
0.05434642627173214,NO
0.18834513844172573,NO
0.06947842884739214,NO
0.8285898261429492,YES
0.1624597553122988,NO
0.8714101738570509,YES
0.0695428203477141,NO
0.024211204121056023,NO
0.9130070830650354,YES
0.7801674179008371,YES
0.7668383773341918,YES
0.7964584674822923,YES
0.13483580167417902,NO
0.06870573084352866,NO
0.8330328396651643,YES
0.20528010302640054,NO
0.825756600128783,YES
0.15389568576947846,NO
0.14030907920154542,NO
0.10721184803605925,NO
0.10598840952994205,NO
0.05473277527366388,NO
0.7354797166773985,YES
0.050482936252414685,NO
0.7835801674179009,YES
0.12041210560206055,NO
0.7389568576947844,YES
0.22124919510624602,NO
0.20270444301352225,NO
0.277269800386349,NO
0.1689632968448165,NO
0.8332904056664521,YES
0.23457823567289118,NO
0.7752092723760464,YES
0.08010302640051514,NO
0.06445589182227945,NO
0.9763039278815198,YES
0.0981970379909852,YES
0.12221506761107535,YES
0.8499034127495171,YES
0.1398583386992917,NO
0.09813264649066324,NO
0.8547327752736639,YES
0.07108821635544108,NO
0.8887958789439794,YES
0.06593689632968448,NO
0.08918222794591113,NO
0.049195106245975534,NO
0.03419188667095944,NO
0.12466194462330972,NO
0.10199613650998068,YES
0.12086284610431423,NO
0.21403734707018676,YES
0.10785576303927882,NO
0.15556986477784934,YES
0.11307147456535738,NO
0.08390212491951063,NO
0.23316162266580814,NO
0.11056020605280105,NO
0.8598840952994204,YES
0.20998068254990346,NO
0.8037347070186736,YES
0.04038918545221041,NO
0.04187018995961543,NO
0.8368319381841598,YES
0.0639407598197038,YES
0.03650998068254991,YES
0.8269800386349002,YES
0.03749156793772232,NO
0.0305372859029509,NO
0.974307791371539,YES
0.05827430779137154,NO
0.8696716033483581,YES
0.05035415325177078,NO
0.17778493238892468,NO
0.07501609787508048,NO
0.09008370895041855,NO
0.06215351256103204,NO
0.06007726980038635,YES
0.06015737605105136,NO
0.19111397295556987,YES
0.03588178042967338,NO
0.13193818415969094,YES
0.0759175788795879,NO
0.04603992273019961,NO
0.19555698647778497,NO
0.06419832582099162,NO
0.8320669671603349,YES
0.1462330972311655,NO
0.912105602060528,YES
0.06780424983902124,NO
0.05196394075981971,NO
0.05988409529942048,YES
0.8607855763039279,YES
0.8018673535093369,YES
0.09298132646490663,YES
0.054217643271088224,NO
0.029362524146812626,NO
0.12485511912427559,YES
0.36529298132646487,NO
0.06619446233097231,YES
0.32968448164842246,NO
0.15389568576947846,NO
0.16954282034771412,NO
0.15614938828074698,NO
0.10302640051513201,NO
0.7770766258853831,YES
0.09980682549903414,NO
0.8079201545396008,YES
0.09079201545396007,NO
0.8019961365099808,YES
0.3160334835801675,NO
0.3422408242112041,NO
0.3421120412105602,NO
0.3039278815196394,NO
0.09156471345782356,YES
0.31474565357372825,NO
0.07141017385705087,YES
0.07102382485511913,NO
0.0600128783000644,NO
0.15724404378622023,YES
0.8426915647134579,YES
0.8645202833226014,YES
0.16065679330328397,YES
0.05685769478428849,NO
0.044687701223438514,NO
0.18151963940759822,YES
0.11191242755956216,NO
0.18937540244687703,YES
0.08010302640051514,NO
0.08692852543464263,NO
0.06039922730199614,NO
0.038892466194462336,NO
0.11120412105602061,NO
0.8202833226014167,YES
0.10779137153895686,NO
1.0,YES
0.051126851255634265,NO
0.9269800386349003,YES
0.10167417900837089,NO
0.08776561493882808,NO
0.1858982614294913,NO
0.08048937540244688,NO
0.15331616226658085,YES
0.14166130070830651,NO
0.14468770122343852,YES
0.05099806825499035,NO
0.01905988409529942,NO
0.08261429491307147,NO
0.1294269156471346,NO
0.03721828718609144,NO
0.05531229877656149,NO
0.05569864777849324,NO
0.021699935608499678,NO
0.16059240180296203,NO
0.07681905988409529,NO
0.044236960721184805,NO
0.06142949130714747,NO
0.9096587250482936,YES
0.8544752092723761,YES
0.8911783644558918,YES
0.043013522215067615,NO
0.039471989697359953,NO
0.04500965872504829,NO
0.027881519639407604,NO
0.09356084996780424,NO
0.04327108821635545,NO
0.023502897617514493,NO
0.04166130070830651,NO
0.058982614294913076,NO
0.028525434642627176,NO
0.10218931101094657,NO
0.028525434642627176,NO
0.12923374114616873,NO
0.7173857050869284,YES
0.8236960721184804,YES
0.17089504185447524,NO
0.10012878300064391,NO
0.046104314230521574,NO
0.03380553766902769,NO
0.8494526722472634,YES
0.7180296200901481,YES
0.05602060528010303,NO
0.09150032195750162,NO
0.02801030264005152,NO
0.10856406954282036,NO
0.10064391500321958,NO
0.09053444945267225,NO
0.09426915647134579,NO
0.8356084996780426,YES
0.0321313586606568,NO
0.7544752092723761,YES
0.015325177076625885,NO
0.8781068898905344,YES
0.0501609787508049,NO
0.06857694784288473,NO
0.0206052801030264,NO
0.08087572440437862,NO
0.05473277527366388,NO
0.08428847392144237,NO
0.04655505473277528,NO
0.051255634256278174,NO
0.020476497102382488,NO
0.0021249195106245984,NO
0.07115260785576304,YES
0.8169993560849969,YES
0.8165486155827432,YES
0.07701223438506116,YES
0.025756600128783003,NO
0.0026400515132002566,NO
0.12240824211204122,YES
0.06509980682549903,NO
0.08312942691564713,YES
0.05782356728911784,NO
0.12099162910495813,NO
0.10482936252414682,NO
0.10991629104958145,NO
0.006825499034127497,NO
0.7678686413393432,YES
0.0064391500321957515,NO
0.8588538312942692,YES
0.06059240180296201,NO
0.8132002575660013,YES
0.021120412105602063,NO
0.01860914359304572,NO
0.07276239536381197,NO
0.017707662588538314,NO
0.0811976819059884,YES
0.04571796522858983,NO
0.06574372182871861,YES
0.8602704443013524,YES
0.65460399227302,YES
0.21732131358660658,NO
0.09381841596909209,NO
0.05202833226014167,NO
0.06258853831294268,NO
0.7831294269156471,YES
0.9070186735350935,YES
0.06522858982614295,NO
0.059175788795878946,NO
0.05614938828074694,NO
0.06181584030907921,NO
0.10579523502897618,NO
0.08209916291049582,NO
0.07868641339343208,NO
0.7108821635544108,YES
0.043013522215067615,NO
0.8463618802318095,YES
0.012813908564069543,NO
0.8569864777849324,YES
0.01860914359304572,NO
0.033676754668383775,NO
0.04262717321313587,NO
0.07520927237604635,NO
0.04043786220218931,NO
0.11732131358660658,NO
0.06632324533161622,NO
0.04603992273019961,NO
0.07340631036703155,NO
0.03612363168061816,NO
0.05750160978750805,NO
0.13329040566645203,NO
0.05428203477141018,NO
0.07263361236316807,NO
0.04500965872504829,NO
0.04964584674822924,NO
0.11738570508692853,NO
0.7740502253702511,YES
0.04810045074050226,NO
0.7640051513200258,YES
0.15531229877656152,NO
0.16947842884739217,NO
0.16136509980682553,NO
0.08473921442369607,NO
0.0569864777849324,NO
0.10045074050225371,NO
0.07952350289761752,NO
0.12710882163554413,NO
0.09150032195750162,NO
0.7166130070830651,YES
0.722858982614295,YES
0.7394075981970379,YES
0.7616870573084353,YES
0.0824211204121056,NO
0.700064391500322,YES
0.0703155183515776,NO
0.8701867353509337,YES
0.6690276883451385,YES
0.1754668383773342,NO
0.09568576947842886,NO
0.035544108177720544,NO
0.03734707018673535,NO
0.743979394719897,YES
0.92730199613651,YES
0.054668383773341926,NO
0.06316806181584031,NO
0.03522215067611076,NO
0.06419832582099162,NO
0.10090148100450741,NO
0.08847392144236961,NO
0.087894397939472,NO
0.7188023180940117,YES
0.027688345138441726,NO
0.8817128139085642,YES
0.014874436574372183,NO
0.8679330328396652,YES
0.03361236316806182,NO
0.024404378622021897,NO
0.023116548615582745,NO
0.07572440437862203,NO
0.03754024468770122,NO
0.08557630392788151,NO
0.045460399227302,NO
0.043206696716033485,NO
0.08525434642627173,NO
0.03316162266580812,NO
0.0892466194462331,NO
0.10817772054088862,NO
0.05969092079845461,NO
0.0931745009658725,NO
0.09214423696072119,NO
0.06439150032195749,NO
0.10656793303283968,NO
0.7539600772698005,YES
0.07997424339987122,NO
0.8190598840952995,YES
0.15067611075338055,NO
0.1472633612363168,NO
0.1338055376690277,NO
0.04565357372826787,NO
0.056278171281390864,NO
0.049195106245975534,NO
0.046168705730843536,NO
0.14088860270444303,NO
0.045460399227302,NO
0.7001931745009659,YES
0.7052157115260785,YES
0.7172569220862846,YES
0.8134578235672891,YES
0.11841596909207985,NO
0.7117192530585963,YES
0.06142949130714747,NO
