NONETRACED_MAX_MULTI_LSA_MEDIAN.csv,Associated
0.397482843587389,NO
0.40690009182736453,NO
0.3352917508417508,NO
0.2523596571778389,NO
0.3896422252831343,NO
0.21766221303948569,NO
0.2577271808999081,NO
0.40290898377716555,NO
0.37005250994796446,NO
0.5031603764921946,YES
0.5709428221610039,YES
0.4152616620752984,YES
0.42140645852464026,YES
0.4268800428527701,NO
0.43452786960514234,YES
0.3355279002142639,NO
0.2589990052035506,NO
0.22189559228650135,NO
0.24429787266605446,YES
0.4123010254055708,YES
0.3406608050198959,YES
0.27530420875420875,YES
0.25667730333639427,NO
0.17207327823691457,NO
0.25652213039485766,YES
0.268100183654729,NO
0.25700979491888587,YES
0.20081960514233238,NO
0.3118653810835629,NO
0.32835104071013155,NO
0.2524353382307928,NO
0.24344889807162534,NO
0.39385391796755426,YES
0.2546138659320477,NO
0.2899348178757269,YES
0.16076124885215792,NO
0.3330606825834098,YES
0.2844977502295684,NO
0.3592286807468625,NO
0.32344468931741654,NO
0.2256128558310376,NO
0.2971852923171105,YES
0.26784468931741656,NO
0.26059139883685334,YES
0.3287083715947352,NO
0.2647522956841138,NO
0.39062943067033973,NO
0.46315120906029994,NO
0.35489820936639116,NO
0.3465595194367921,NO
0.3767271349862258,NO
0.28142197734925006,NO
0.3252331343740434,NO
0.5725904958677686,YES
0.3894400826446281,NO
0.5387870982552799,YES
0.4074773951637587,NO
0.40046850321395766,NO
0.33450889194980093,NO
0.2349450719314355,NO
0.37075834098561367,NO
0.2402742577288031,NO
0.2893506427915518,NO
0.394939577594123,NO
0.33809401591674315,NO
0.3822114018977655,YES
0.43963598102234464,YES
0.39165238751147835,YES
0.40700697887970605,YES
0.43108562901744707,NO
0.3577199112335475,YES
0.3421086164677073,NO
0.3681570707070707,NO
0.42010273951637583,NO
0.19441505968778688,NO
0.17640325987144162,NO
0.35883703703703695,NO
0.28944127640036726,NO
0.30195153045607587,NO
0.4346371135598408,NO
0.12811242730333638,NO
0.3015652892561983,YES
0.382198469543924,NO
0.1944675849403122,YES
0.1262377869605142,NO
0.17173622589531673,NO
0.10910237220691765,NO
0.20553535353535346,NO
0.29538275176002443,NO
0.24903405264768896,NO
0.17795684113865926,NO
0.08021890113253748,NO
0.23377216100397913,NO
0.5547936026936027,YES
0.4477048056320783,YES
0.30566646770737677,YES
0.45255679522497705,YES
0.21511034588307312,NO
0.36390711662075304,YES
0.13297891031527392,NO
0.411711248852158,NO
0.26174354147535966,NO
0.34252297214569943,NO
0.4909904193449648,NO
0.35288565962656865,NO
0.3668616620752984,NO
0.38332764003673087,NO
0.26849507193143546,NO
0.3071704468931741,NO
0.6588245026017752,YES
0.3510418732782368,NO
0.526785445362718,YES
0.3960404652586471,NO
0.40584553106825827,NO
0.33772373737373734,NO
0.23748034894398526,NO
0.4043129017447199,NO
0.21437871135598408,NO
0.26925725436179976,NO
0.38271355984083255,NO
0.3499204162840526,NO
0.49521190694827055,YES
0.5478251913070096,YES
0.4086215641261096,YES
0.3805360422405877,YES
0.40322929292929294,NO
0.42445364248546064,YES
0.3145218243036424,NO
0.30241978879706144,NO
0.21468683807774713,NO
0.27262565044383225,NO
0.40440101010101004,NO
0.3355067187021733,NO
0.30101446280991734,NO
0.2560687940006121,NO
0.20864775022956839,NO
0.24804724517906335,NO
0.5223446434037342,YES
0.26297932353841447,NO
0.3764562136516682,YES
0.3334022956841138,NO
0.3493390878481787,NO
0.26004002142638505,NO
0.20337745638200178,NO
0.3906694980104071,NO
0.20656577900214262,NO
0.23324647995102532,NO
0.24151261095806542,NO
0.3098302112029385,NO
0.3778133455769819,YES
0.46642027854300583,YES
0.3981233547597184,YES
0.2634927915518824,YES
0.322652662993572,NO
0.31826103458830735,YES
0.27172222222222214,NO
0.3118675084175083,NO
0.32144807162534433,NO
0.6043061677379857,YES
0.47421299357208446,YES
0.41779322007958364,YES
0.4633631619222527,YES
0.3508307162534434,NO
0.3259007499234772,NO
0.4596728191000917,YES
0.4101937251300887,NO
0.5319125038261402,YES
0.3664639271502908,NO
0.46750806550352,NO
0.3071997551270279,NO
0.3455089990817264,NO
0.3117819712274258,NO
0.3562003520048974,YES
0.32520087235996326,NO
0.4244646923783287,YES
0.3186477349250076,NO
0.4351960055096418,YES
0.401168610345883,NO
0.31203856749311293,NO
0.5295787419651056,NO
0.38659932659932655,NO
0.5646546219773492,YES
0.4791823079277624,NO
0.45819753596571766,YES
0.379588812366085,NO
0.25059762779308226,NO
0.3369278389960208,YES
0.30109660238751146,NO
0.23859573002754814,NO
0.43537577288031826,YES
0.29635459136822767,NO
0.2565641108050199,NO
0.5280626874808693,YES
0.20400933578206298,NO
0.4607855371900826,YES
0.1753439853076216,NO
0.32818316498316497,NO
0.32130702479338835,NO
0.23677710437710434,NO
0.24658050198959286,NO
0.33133960820324454,NO
0.24398937863483317,NO
0.31121351392715024,NO
0.13637001836547286,NO
0.30234280685644316,NO
0.2486164217936945,NO
0.21760526476890105,NO
0.3651176767676767,NO
0.23749370982552803,NO
0.37764000612182425,YES
0.39468706764615846,NO
0.3040152739516375,YES
0.2803346495255586,NO
0.2689652280379552,NO
0.42073500153045607,YES
0.48512393633302714,YES
0.41485987144168956,YES
0.4991562748699112,YES
0.3049159932659932,NO
0.2504370676461585,NO
0.38834302112029384,YES
0.36823654729109273,NO
0.488756290174472,YES
0.2736052188552188,NO
0.4256421028466483,NO
0.333460162228344,NO
0.3284483624119987,NO
0.24418047138047133,NO
0.35237626262626265,YES
0.2569484848484848,NO
0.3921931435567799,YES
0.23284064891337616,NO
0.4104648148148148,YES
0.40589224058769513,NO
0.3524890878481787,NO
0.4699823232323232,NO
0.33376775329048053,NO
0.4596542699724518,YES
0.44475134680134676,NO
0.40019375573921023,YES
0.36026648301193753,NO
0.2541702173247627,NO
0.31258382307927757,YES
0.18168738904193443,NO
0.2064169421487603,NO
0.3727670492806856,YES
0.2843101775329048,NO
0.2688783287419651,NO
0.37410538720538716,YES
0.10727777777777774,NO
0.38990373431282516,YES
0.09460899908172629,NO
0.22882075298438925,NO
0.23312999693908784,NO
0.1481016069788797,NO
0.24845309152127323,NO
0.31734468931741655,NO
0.25541196816651357,NO
0.22047320171411078,NO
0.0451,NO
0.20906062136516673,NO
0.2559107131925313,NO
0.2153808999081726,NO
0.2758580808080808,NO
0.27114661769207227,NO
0.3287930823385369,YES
0.3633903887358433,NO
0.22997877257422708,YES
0.13507329354147532,NO
0.10003256810529533,NO
0.11688472604836236,YES
0.2181847107438016,YES
0.18368559840832566,YES
0.15608267523722064,YES
0.156196250382614,NO
0.06198601163146615,NO
0.11973474135292314,YES
0.10665111723293537,NO
0.1334998163452708,YES
0.09079274563820014,NO
0.18168916437098254,NO
0.16462673706764613,NO
0.13478106825834096,NO
0.11263764921946738,NO
0.25776069788797057,YES
0.12222127333945515,NO
0.14161786042240582,YES
0.07905798898071623,NO
0.16145705540250987,YES
0.09037419651056011,NO
0.1832359657177839,NO
0.140960606060606,NO
0.09417584940312206,NO
0.1489198653198653,YES
0.13835209672482393,NO
0.12413650137741045,YES
0.3819162534435261,YES
0.2930776553412917,YES
0.49858093051729413,NO
0.44447988980716246,NO
0.39625884603611866,NO
0.3651683807774717,NO
0.3387082644628099,YES
0.42875774410774414,YES
0.33672892561983464,NO
0.41125475971839603,NO
0.40964247015610644,NO
0.37792913988368526,NO
0.43414412304866845,NO
0.3029874502601774,NO
0.31564251606978877,NO
0.2807215794306703,YES
0.3236707988980716,NO
0.37339872972145705,YES
0.2887116620752984,NO
0.3579276859504132,YES
0.3542494490358126,NO
0.35655555555555546,NO
0.32856610039791856,NO
0.40699652586470764,NO
0.3547984542393633,NO
0.4684306550352004,NO
0.39547750229568407,NO
0.3710427303336394,NO
0.34750555555555546,NO
0.2577352923171105,NO
0.3321572696663605,YES
0.2571184266911539,YES
0.20768494031221305,YES
0.4289611570247933,YES
0.2995218243036424,NO
0.24895560146923779,NO
0.4372475053565962,YES
0.16038331802877254,NO
0.4346473370064279,YES
0.14201492194674006,NO
0.3228223752678298,NO
0.29965547903275175,NO
0.22700348943985305,NO
0.2525142332415059,NO
0.2921167584940312,YES
0.26378008876645237,NO
0.28294358738904185,YES
0.10915529537802263,NO
0.2747585399449035,YES
0.22222606366697273,NO
0.2211128558310376,NO
0.33380993265993264,NO
0.24403518518518513,NO
0.37174658708295066,YES
0.3807439087848178,NO
0.3475279614325068,YES
0.3242810835629017,NO
0.3274955310682583,NO
0.5686862411998775,YES
0.5191787266605449,YES
0.4621498163452708,YES
0.4494136669727578,YES
0.35294251606978877,NO
0.335492118151209,NO
0.45294375573921025,YES
0.49007594123048664,NO
0.5189956228956228,YES
0.39951784511784516,NO
0.4802411845730027,NO
0.32812551270278534,NO
0.3636768901132537,NO
0.31867333945515763,NO
0.38744781144781143,YES
0.33029528619528614,NO
0.42426215182124266,YES
0.32353008876645234,NO
0.4533556473829201,YES
0.4494456382001837,NO
0.39364680134680136,NO
0.5341149066421793,NO
0.3978263544536271,NO
0.552393832262014,YES
0.47578890419344955,NO
0.46635413223140487,YES
0.2869500153045607,NO
0.2476344199571472,NO
0.4705298438934802,YES
0.32923692990511166,YES
0.31260991735537186,YES
0.3505708448117539,YES
0.3360283134374043,NO
0.29390991735537186,NO
0.33549623507805326,YES
0.20791603917967547,NO
0.4162774257728803,YES
0.1932028466483011,NO
0.29040344352617076,NO
0.219178971533517,NO
0.1795981481481481,NO
0.28168163452708905,NO
0.2588015610651974,YES
0.29235269360269356,NO
0.34534242424242423,YES
0.19126707988980712,NO
0.34822831343740435,YES
0.286123630241812,NO
0.21090246403428214,NO
0.41044188858279773,NO
0.30146778389960205,NO
0.4146416284052647,YES
0.3733877104377104,NO
0.34004989286807463,YES
0.32363487909396993,NO
0.2186477502295684,NO
0.29397150290786656,YES
0.17293077747168653,YES
0.16418051729415362,YES
0.36406867156412603,YES
0.24432641567187022,NO
0.22836626874808685,NO
0.3652149219467401,YES
0.0979767523722069,NO
0.37518010407101315,YES
0.08386838077747164,NO
0.26837087542087534,NO
0.22897491582491575,NO
0.16721302418120595,NO
0.22200105601469233,NO
0.27216524334251607,YES
0.2337660238751147,NO
0.2169669727578818,YES
0.04258666972757876,NO
0.20675312213039482,YES
0.17894029690847865,NO
0.1769371135598408,NO
0.26135667278849095,NO
0.19532239057239045,NO
0.325931129476584,YES
0.3274337771655953,NO
0.3189810376492194,YES
0.3057899755127027,NO
0.2647174012855831,NO
0.2600776859504132,YES
0.4276112947658401,YES
0.3640314814814814,YES
0.30307183960820316,YES
0.2980713192531374,NO
0.2007945821854913,NO
0.2750976277930823,YES
0.252437358432813,NO
0.2786752678298133,YES
0.21399764309764308,NO
0.34180128558310374,NO
0.3506608050198959,NO
0.2752929445974901,NO
0.2908993878175695,NO
0.41479984695439237,YES
0.302862197734925,NO
0.31256374349556165,YES
0.17893535353535348,NO
0.3563261554943372,YES
0.25979494949494947,NO
0.34641369758187934,NO
0.3112662534435261,NO
0.241977441077441,NO
0.31926599326599325,YES
0.2925415059687787,NO
0.2725477349250076,YES
0.2792113100704009,NO
0.24357223752678292,NO
0.3008598102234466,YES
0.27298890419344957,YES
0.31014092439546986,YES
0.3078716100397918,YES
0.27594011325374956,NO
0.21009280685644316,NO
0.22030668809305173,YES
0.13182142638506267,NO
0.31785143862871124,YES
0.09939262320171406,NO
0.20654447505356593,NO
0.22726678910315273,NO
0.1354213957759412,NO
0.2706194520967248,NO
0.32468899602081414,YES
0.2815905111723293,NO
0.34187903275175996,YES
0.048426140189776506,NO
0.31992038567493103,YES
0.25250625956535044,NO
0.21829028160391795,NO
0.24459741352923164,NO
0.2552634833180288,NO
0.26987898683807765,YES
0.36467043158861334,NO
0.19928244566880923,YES
0.19096464646464642,NO
0.18269357208448117,NO
0.2702284511784512,NO
0.3465998775635139,NO
0.24010547903275176,NO
0.24321271808999084,NO
0.19691033057851234,NO
0.1650006887052341,NO
0.29068050198959283,NO
0.28570090296908474,NO
0.25389646464646465,NO
0.26081854912764,NO
0.4209990052035506,YES
0.32511870217324756,YES
0.3395385062748698,YES
0.1770358432812978,NO
0.20428278236914596,NO
0.18975817263544537,NO
0.19490016835016835,NO
0.17526962044689315,NO
0.2544473523109886,NO
0.21529876033057846,NO
0.17743977655341286,NO
0.2735344046525864,NO
0.21093429752066115,NO
0.3194045760636669,NO
0.23105979491888584,NO
0.3098719773492501,NO
0.25409876033057843,YES
0.37184925007652275,YES
0.4089498622589531,NO
0.4002196357514539,NO
0.31809516375880015,NO
0.2777064738292011,NO
0.33973722069176604,YES
0.26691893174165887,YES
0.27353008876645235,NO
0.39053524640342824,NO
0.31361051423324143,NO
0.38832764003673087,NO
0.36434782675237215,NO
0.24462148760330577,NO
0.28188022650749917,NO
0.3530153810835629,YES
0.26378021120293854,NO
0.30287121212121204,YES
0.25027107438016527,NO
0.3386477655341291,YES
0.3322644475053565,NO
0.3190927609427609,NO
0.23332730333639426,NO
0.36414934190388737,NO
0.29885393327211507,NO
0.38103258340985613,NO
0.31576686562595646,NO
0.3201055708601163,NO
0.24906752372206908,NO
0.18599597490052036,NO
0.2994368074686256,YES
0.40501319253137424,YES
0.3683913835322925,YES
0.38127483930211203,YES
0.28614885215794295,NO
0.16581134067952247,NO
0.3046485001530456,YES
0.21844357208448117,NO
0.3666645699418427,YES
0.20185081114172015,NO
0.32688795531068254,NO
0.24883443526170795,NO
0.2484991582491582,NO
0.22232121212121203,NO
0.39992104377104365,YES
0.1821528313437404,NO
0.3618321395775941,YES
0.16352024793388423,NO
0.3758158708295072,YES
0.2310490052035506,NO
0.2573359198041016,NO
0.3030590143862871,NO
0.2652829966329966,NO
0.3582775176002449,YES
0.34082852770125494,NO
0.27863135904499536,YES
0.40422843587389035,YES
0.28286636057545145,YES
0.49129615855524944,NO
0.4456716406489133,NO
0.3694505968778695,NO
0.34405708601163143,NO
0.3259629629629629,YES
0.45399644934190386,YES
0.32276763085399446,NO
0.4211438475665748,NO
0.38305769819406177,NO
0.4061292623201714,NO
0.4154858738904193,NO
0.2752615702479338,NO
0.31003122130394856,NO
0.2960337618610345,YES
0.31515950413223137,NO
0.4152374349556167,YES
0.29125036730945814,NO
0.35790739210284656,YES
0.35551467707376794,NO
0.33729426078971525,NO
0.2961114172023262,NO
0.4081882767064585,NO
0.3322136822773186,NO
0.4563458830731557,NO
0.3776427303336394,NO
0.36258143556779926,NO
0.3104460667278848,NO
0.25272349250076515,NO
0.24935104071013153,NO
0.3481459442913988,NO
0.271414860728497,NO
0.2802317416590144,NO
0.2912274104683195,NO
0.21677415059687788,NO
0.25590613712886434,NO
0.28524292929292927,YES
0.255519054178145,NO
0.26565841750841745,YES
0.3288715947352311,NO
0.3482125803489439,NO
0.26669066421793697,NO
0.27700547903275174,NO
0.3439158402203857,NO
0.30366828895010706,NO
0.23377580348943983,NO
0.20024830119375564,NO
0.29051994184266905,NO
0.2521978726660545,YES
0.3338767676767676,YES
0.30050699418426685,YES
0.27893340985613707,YES
0.3026771655953473,NO
0.2820475971839608,YES
0.262821089684726,NO
0.37917667584940307,YES
0.2587128252219161,YES
0.4201521426385062,NO
0.4051106213651668,NO
0.31762396694214867,NO
0.28772614018977644,NO
0.26403556779920406,YES
0.4360764156718702,YES
0.27944366391184566,NO
0.3224685185185185,NO
0.3270923630241811,NO
0.3090352770125497,NO
0.37235315273951636,NO
0.24914331190694822,NO
0.2835877104377104,NO
0.26897286501377404,YES
0.26744683195592284,NO
0.40848174165901435,YES
0.25703769513314967,NO
0.33664002142638505,YES
0.3272962962962962,NO
0.2922919957147229,NO
0.23045636669727573,NO
0.3681077134986226,NO
0.2928501224364861,NO
0.390220523415978,NO
0.32256914600550957,NO
0.3215078512396693,NO
0.3072493725130089,NO
0.25669836241199867,NO
0.3430246097337006,NO
0.46003559840832564,NO
0.326043388429752,NO
0.3257960667278848,NO
0.34412676767676764,NO
0.25714977043158854,NO
0.3104844046525864,NO
0.5284430517294153,YES
0.3513587389041934,NO
0.52634536271809,YES
0.4005960514233241,NO
0.39136509029690836,NO
0.31824291398836857,NO
0.24061017753290476,NO
0.3179602693602692,NO
0.2530020508111417,NO
0.2719253902662993,NO
0.37065139271502906,NO
0.3260126721763086,NO
0.3168889501071318,YES
0.389965564738292,YES
0.3556210437710437,YES
0.3862439087848178,YES
0.40477776247321695,NO
0.3296650902969084,YES
0.3254803183348637,NO
