NONETRACED_SUM_MULTI_LSA_MEDIAN.csv,Associated
0.2719176632549231,NO
0.17356594541210266,NO
0.18063480577003654,NO
0.3561537858382714,NO
0.4668223020290896,YES
0.5405674896749866,YES
0.362572514514874,YES
0.40369515472556416,YES
0.4247923774465793,NO
0.46106870174178494,YES
0.23247120967259233,NO
0.37308248937571076,NO
0.32636277308912437,NO
0.48424063266894113,YES
0.2871422667145508,YES
0.31041326689411625,YES
0.4936817770994194,YES
0.44753564074938645,NO
0.26928519482851493,NO
0.35921787873346506,YES
0.2580433889986233,NO
0.4875241605315137,YES
0.2725286197402287,NO
0.3379559974860836,NO
0.36776103429700124,NO
0.27884155743101685,NO
0.27306432633028066,NO
0.38755626683426114,YES
0.2593003681091757,NO
0.2223705123600886,YES
0.2169904920093374,NO
0.30296267133536836,YES
0.3211605823906147,NO
0.34638654456215945,NO
0.34464797689591187,NO
0.36334590291494584,NO
0.4983692254743521,YES
0.4808787095229544,NO
0.2918395492907164,YES
0.3914344077332854,NO
0.3641519393068774,NO
0.3823058149278745,YES
0.28210418387502245,NO
0.303888325252888,NO
0.539338040940923,YES
0.41199404141976415,NO
0.25335960675166097,NO
0.43935397138923804,YES
0.25305671275513264,NO
0.5223180912192494,YES
0.24784310767941584,NO
0.35984811157000063,NO
0.43220363021487995,NO
0.31166019033937864,NO
0.29028242652780273,NO
0.4279712994553181,NO
0.26028127730891243,NO
0.25945654815346864,NO
0.14574087807505837,NO
0.3364169479858742,NO
0.3244916412282277,NO
0.36512027293948646,NO
0.3395500957682408,NO
0.37290153528461123,NO
0.48607876339258993,YES
0.49929015682049444,NO
0.29667779373915126,YES
0.46515288801101334,NO
0.41997171245585674,NO
0.4259646405698211,YES
0.42549637277787755,YES
0.45262472017717126,YES
0.5796869306278806,YES
0.5122814718381516,NO
0.30462416352427124,NO
0.39065329801879445,YES
0.38130692524091697,NO
0.5582446160292093,YES
0.3253072514514874,NO
0.41195323816364393,NO
0.4960589184174298,NO
0.36777978093014907,NO
0.32399710301071405,NO
0.5520891392829352,YES
0.30410754174896754,NO
0.2931313222002753,YES
0.19226482312803014,NO
0.41570746094451433,YES
0.46192817082659965,NO
0.5222974711198899,NO
0.4014755641347938,NO
0.45382948763991143,NO
0.5460765248099599,YES
0.5716496468546118,NO
0.3397194589094392,YES
0.30887847010235236,NO
0.2941154067157479,NO
0.32998703238163646,YES
0.19571357514814142,NO
0.23926450888848985,NO
0.45012054528042145,YES
0.31734143472795834,NO
0.22729906625965163,NO
0.3412035853235171,YES
0.17751879451726826,NO
0.46837107200574607,YES
0.1857466690608727,NO
0.24090054468186983,NO
0.2683192494164124,NO
0.1832370832585144,NO
0.23136088166636745,NO
0.3320432812593524,NO
0.2216776740288502,NO
0.20595797869156643,NO
0.08286261447297541,NO
0.26726145029029746,NO
0.26830108936373975,NO
0.28221448494642964,NO
0.28716109115939426,NO
0.31267468725683845,NO
0.4122228407254444,YES
0.42112254743520683,NO
0.25404313461423356,YES
0.2182623122044652,NO
0.19588821452085953,NO
0.15420065840665584,YES
0.21529499311665767,YES
0.2147496767821871,YES
0.2543361525109236,YES
0.2391184024660322,NO
0.10606717543544623,NO
0.14861204285628782,YES
0.15153068773567963,NO
0.22475859819237448,YES
0.14361273119051896,NO
0.20297171844137188,NO
0.2686515562339139,NO
0.18786136050757168,NO
0.15496146525408516,NO
0.31023512300233436,YES
0.13529089004608844,NO
0.11635192135033218,YES
0.07467627042557012,NO
0.19645922068594007,YES
0.15760474651343745,NO
0.23451486801939309,NO
0.13329588196564313,NO
0.19926213563177114,NO
0.2297213862452864,YES
0.2538733644580117,NO
0.11708971987789547,YES
0.3552043095708386,YES
0.20942351708864548,YES
0.31773878613754714,NO
0.23103021487999045,NO
0.23072219129706112,NO
0.29838014604656726,NO
0.3348553241156401,YES
0.3037138654456216,YES
0.18355966959956904,NO
0.18368320464475968,NO
0.2733121416172861,NO
0.1737106901298857,NO
0.25262649488238464,NO
0.2679152451068415,NO
0.18810774525647936,NO
0.17935807745256482,YES
0.27411758544322734,NO
0.24936922547435206,YES
0.06552888011013348,NO
0.19926496378763395,YES
0.17325833183695458,NO
0.21804973963009516,NO
0.25987726402106903,NO
0.19070483330340576,NO
0.24582346022625248,NO
0.3198992607888909,NO
0.30690279523553005,NO
0.16623023882205065,NO
0.3505511851319806,NO
0.3221556952175735,NO
0.360798096606213,YES
0.23467970910396838,YES
0.2669510205303166,YES
0.4928244508289938,YES
0.36497179625306764,NO
0.24011683426108815,NO
0.4450750942718621,YES
0.21049011192913145,NO
0.49526574789010597,YES
0.2195093523672712,NO
0.35626591847728506,NO
0.3702878104985934,NO
0.28667315496498474,NO
0.25043359071048066,NO
0.37463574848865744,YES
0.23814123122044648,NO
0.22892923325552167,YES
0.1225128598790926,NO
0.3061294158137308,YES
0.2938426138744239,NO
0.32437299934159336,NO
0.30783282755731123,NO
0.3426232686897708,NO
0.4496766684623212,YES
0.46615504578919015,NO
0.34202165858622136,YES
0.4285534386783982,NO
0.3720809181780092,NO
0.47577015322918537,YES
0.3649048243251332,YES
0.3934487011432334,YES
0.5272705123600886,YES
0.4954921410187346,NO
0.30868394984138386,NO
0.3785890495002095,YES
0.3430639911414377,NO
0.5166871790267553,YES
0.3093230861315616,NO
0.3806543335128988,NO
0.4299528371341354,NO
0.32658468905249294,NO
0.3083804273657748,NO
0.4712295445023044,YES
0.29247493266295566,NO
0.24234383491949485,YES
0.22605906506254864,NO
0.3573137547135931,YES
0.40970472855689233,NO
0.4547169509786317,NO
0.3763148021787275,NO
0.41580970251990185,NO
0.5260746184234153,YES
0.5260282725803554,NO
0.3237052103908541,YES
0.27972943676303347,NO
0.2582719608547316,NO
0.3933824744119232,YES
0.1995135601843539,YES
0.25796723529059684,YES
0.38964798886694196,YES
0.32990629676183636,NO
0.2273440893038846,NO
0.26923446459567846,YES
0.1698064104866224,NO
0.4067816095049979,YES
0.1728034775842461,NO
0.20253331238403063,NO
0.22267742263721793,NO
0.14989735739510382,NO
0.23925312144610045,NO
0.29922539654037233,YES
0.2336874513676902,NO
0.20613920512360087,YES
0.1342715957383133,NO
0.2622595259472078,YES
0.2547437541150417,NO
0.25994435565930446,NO
0.2820633057999641,NO
0.28800653917519603,NO
0.37607758424612436,YES
0.39319480756569103,NO
0.22173957024001917,YES
0.2814726252469025,NO
0.2634629915604238,NO
0.3102515652121865,YES
0.1789948434787813,YES
0.20386710660202306,YES
0.41136435925061354,YES
0.2873629257197582,NO
0.18825370204106065,NO
0.3850449003411744,YES
0.16333010414796192,NO
0.42185918477284967,YES
0.17529227270006584,NO
0.2937131531693302,NO
0.2775152361285688,NO
0.21124791704076137,NO
0.20963736457772192,NO
0.3002840635661699,YES
0.20326303944454427,NO
0.19539014185670678,YES
0.08016930927156282,NO
0.2601123151972227,YES
0.2332879601364698,NO
0.25283052313401566,NO
0.26566243191476624,NO
0.2773872179326031,NO
0.38594942239779734,YES
0.38351853414736337,NO
0.3263959448135512,YES
0.3779486353025678,NO
0.3586395971748369,NO
0.2726904770455497,YES
0.3910132339737834,YES
0.39899520260968446,YES
0.4400257197581852,YES
0.398337762614473,NO
0.22638318668821455,NO
0.2747775154127013,YES
0.2801086281199497,NO
0.3876820554258695,YES
0.25016617585443224,NO
0.33534750703298016,NO
0.43590954988926794,NO
0.3167228137906267,NO
0.31147568683785243,NO
0.47557928413239964,YES
0.28428543724187466,NO
0.242223963009517,YES
0.13952880828395284,NO
0.37097525288801103,YES
0.32369857544741726,NO
0.40548988747231696,NO
0.2615878883102891,NO
0.3543237146106422,NO
0.39607541748967495,YES
0.4277862632429521,NO
0.2254185341473634,YES
0.28973815466570896,NO
0.27088708325851435,NO
0.2715442030286706,YES
0.2795429909618723,YES
0.35085343867839824,YES
0.3813049949123122,YES
0.2945159723469205,NO
0.18154648949542104,NO
0.24018171724426887,YES
0.18784357454959,NO
0.3840682737774586,YES
0.16947624947626744,NO
0.19457034775842463,NO
0.24779569042916144,NO
0.14811849524151552,NO
0.2426476177650087,NO
0.3907657239480457,YES
0.22914587897288563,NO
0.32720325612018913,YES
0.06506447596815707,NO
0.37545327706949183,YES
0.25375483031064827,NO
0.28634382893397975,NO
0.25472076075896327,NO
0.27861685521039087,NO
0.33894970072424735,YES
0.37505442628838215,NO
0.2039621565810738,YES
0.33765855629376906,NO
0.29739198539534323,NO
0.2733356287783564,NO
0.30051581971628655,NO
0.26463138804094094,NO
0.3818596965343868,NO
0.3674353295026037,NO
0.19673653259112944,NO
0.3033654875202011,NO
0.241451897408272,NO
0.33760996887532174,NO
0.2364271383252529,NO
0.4214792452265517,YES
0.4505152810199317,YES
0.3801345723349494,YES
0.2393773927096427,NO
0.36515435745495906,NO
0.2203252498952535,NO
0.11489021667564493,NO
0.14938815167295144,NO
0.2572705752079966,NO
0.25153331238403065,NO
0.32687111689710896,NO
0.21526575088286345,NO
0.3003426318309691,NO
0.3869015831687317,NO
0.3617420452504938,NO
0.2711385497097025,NO
0.22944865325911296,YES
0.3103167235290597,YES
0.24328025378583829,NO
0.20772332255940626,NO
0.18618392889208119,NO
0.22694218291734,NO
0.3497337343628419,YES
0.15284923385407317,YES
0.1318201233016101,NO
0.18535324414915905,NO
0.20316283892978992,NO
0.19766950380080203,NO
0.19618820554258698,NO
0.2341273957024002,NO
0.17285070329801877,NO
0.2615311695696415,YES
0.23397401987191002,NO
0.18242414856048367,YES
0.06026681031902793,NO
0.2096924792003352,YES
0.1784642335547974,NO
0.20065912791045665,NO
0.19953769677380737,NO
0.15770418986053747,NO
0.213713521278506,NO
0.24895776919853954,NO
0.24079860836775005,NO
0.12597730891243192,NO
0.35058392290656615,NO
0.32205248398874725,NO
0.30389214401149217,YES
0.35209912611480215,YES
0.4006627551325792,YES
0.4453608008619142,YES
0.38767608188184594,NO
0.2079974651343748,NO
0.29410215179266175,YES
0.2378765278027174,NO
0.4133776949781529,YES
0.24146217753037652,NO
0.32317513317770996,NO
0.39446424253306994,NO
0.28638335727539355,NO
0.2476513676901897,NO
0.4714160561441312,YES
0.22215833482971212,NO
0.2895431615490513,YES
0.12670309750404024,NO
0.3863251601125277,YES
0.2768216376369187,NO
0.34052076674447834,NO
0.2578625606033399,NO
0.3260421110911594,NO
0.40793324055785,YES
0.42514292212844906,NO
0.2402799215897528,YES
0.3398898844795594,YES
0.1639392111091159,YES
0.2843281588555695,NO
0.20881482312803012,NO
0.17462902376249473,NO
0.23686625366612793,NO
0.29176937810498593,YES
0.2993837553121446,YES
0.13750965762853895,NO
0.16796258753815765,NO
0.20894771652600708,NO
0.16364399952115882,NO
0.2026362811994972,NO
0.22016134255102654,NO
0.1517664452026097,NO
0.16886504459208718,YES
0.22802287065301968,NO
0.2651765547375351,YES
0.05227144011492188,NO
0.20222885317531572,YES
0.14629678877117377,NO
0.16646030705692225,NO
0.2158116956964147,NO
0.16864506494283835,NO
0.18708709522954445,NO
0.27102244568145084,NO
0.2498757885916083,NO
0.1307918567067696,NO
0.3837112168552104,NO
0.34544775543185485,NO
0.26484299096187225,NO
0.33022917340037106,NO
0.317361845334291,NO
0.41899437960136465,NO
0.3889910785898127,NO
0.2451379152451068,NO
0.2684747321482014,NO
0.2985339468486263,YES
0.3676106272819777,NO
0.2865799994014485,YES
0.33530816424253307,NO
0.43315200215478544,NO
0.31985493505716167,NO
0.29594690249595973,NO
0.4127460974441851,NO
0.2858568444364638,NO
0.1707381067815886,NO
0.17610254384389776,NO
0.3165377775782606,NO
0.32772936194409535,YES
0.3943019931765129,YES
0.2577655084695038,YES
0.3997856856407494,YES
0.38713187885317535,NO
0.4110127192194888,YES
0.22550227449572036,NO
0.30313546417669246,YES
0.1320435027234094,YES
0.21010313341713055,NO
0.17723675106242892,NO
0.12857350212485782,NO
0.1679635661698689,NO
0.21444294008499437,YES
0.2796935206799545,YES
0.08941619979649251,NO
0.13042094032441492,NO
0.14638778655653317,NO
0.12304472676123779,NO
0.15793127132339738,NO
0.1832187226910876,NO
0.12302131142634824,NO
0.13613912431914765,YES
0.17427214939845573,NO
0.2554385497097025,YES
0.032066208774765084,NO
0.17885,YES
0.12314101873466213,NO
0.11903764589692946,NO
0.15718889986233317,NO
0.12951073801400612,NO
0.14119071945890943,NO
0.1959265248099599,NO
0.18369075237924226,NO
0.08988951637038367,NO
0.4743860477644101,NO
0.4173023014305381,NO
0.36565867001855507,NO
0.38088539534326926,NO
0.38270388160651225,NO
0.5276899353564374,NO
0.5153857754234752,NO
0.3090689112348117,NO
0.3330920302867062,NO
0.35974606153109473,YES
0.4725545579697133,NO
0.4126244268869337,YES
0.4168961094152152,NO
0.5073747381337164,NO
0.37166586460764944,NO
0.33736322798826834,NO
0.5010211408391693,NO
0.3114007122762914,NO
0.1922014874004908,NO
0.24522715628179803,NO
0.3553194110253187,NO
0.37868918417429814,YES
0.46137651882444486,YES
0.31266702280481234,YES
0.5147028700544682,YES
0.5096829442748548,NO
0.5136701891422757,YES
0.29011122284072544,NO
